path	source_sha256	first_date	current_frontier	founding_source	old_rule	old_disposition	adjudicated_family	corrected_disposition	reason
cosine_reconciliation_check.py	4864d96b2fa0fc06c538017f93b84c7dfd7c6714f44809674fa377b7b99634a3	2026-07-08T09:37:39-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
d1_charge_channel_projection_MAP.md	07a0fdbaf365ab29942d62a989a6c59f61688e7770eb032e4492d0ab0195383f	2026-07-05T19:48:55-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
d2a_switch_criterion_interior.py	37b6ab14df8a0c8bac0e748e8c37a62001c2b7ccfeb5bb5505fc2e46fc224826	2026-07-04T10:53:11-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
d2b_closure_endcases_cas.py	3b9309babe20478eaf760f6ce1e71821c89c3b95d9db51286264ddfe1aeb505f	2026-07-04T10:53:11-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
d2b_no_structure_in_G.md	42622e31281e72cff9d12b4a48d0037dfad372ca295aae074e8cd403aec407b6	2026-07-04T10:53:11-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
d2b_reduction_flux_cas.py	2821050cde5aa03484efdd6646628b89452d4ad622e6ff590418935f84ac3236	2026-07-04T10:53:11-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
d2b_routeB_mixing_cas.py	2b7cd72e0ff134f7747d2ff9dc9bf4b93d032cca7108ed1db006615d8086c857	2026-07-04T10:53:11-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
d2c_part2_gp_conditions.py	c0d79ac53669b16102334d71ff59fcd7f6a5c3d5121f00d0f2d524688f8ffd3f	2026-07-04T10:53:11-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
derive_universe_sigma_d3.py	5f093f5cb0d964cba491d48e7031011890a1ab8c644e051bf8e97889035958d4	2026-07-02T14:52:16-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
derived_background_and_phi_coupling_DESIGN.md	de41d149af9ee7447af05a4ff958549a95c85f83acdae003cf2186593cec6c18	2026-07-07T20:09:19-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
e2c_mms_certification.py	117e25d172984cd3e9b17f1e2c5c2045d26c9525b8ae2fca7c3db136085d1fbe	2026-07-04T15:03:56-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
gp_switch_criterion_results.md	89a9362a99da1047f771db837a47a0dc293082012373ba9f1c641b3055bdc2c5	2026-07-01T11:11:17-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
gr_constraint_paired_trial_2026-07-18/DERIVATION_REPORT.md	952b29705023c0626896db75b7a60173d6c78e3e00a8321d826a53b606557316	2026-07-18T21:44:07-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
gr_constraint_paired_trial_2026-07-18/DERIVATION_RESULT.json	d122c92f9dd2b302cce744c025f5ac557e7b86c04cabbaca027aa238736a36d8	2026-07-18T21:44:07-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
gr_constraint_paired_trial_2026-07-18/derive_gr_constraint_trial.py	61cefc02799c1a9f1eae3d5c54b52d568354991bd517409e4d0138ba7d1e0d5b	2026-07-18T21:44:07-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
grok/quarantine_free_DA/explore_2026-07-08/macro_C_observe2_results.md	8ad3b8ca0562612139c661756d41c2553e7fc65bd0a3cdb79b645345ea108a3e	2026-07-09T08:42:14-04:00	YES	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	QUARANTINED_EXPLORATION	HISTORICAL_SUPERSEDED_NO_ACTION	Quarantined early field-equation exploration; no current affirmative authority.
grok/quarantine_free_DA/explore_2026-07-08/macro_vacuum_B_observe4_results.md	e38295a17f1c86826a57994d495f559a04e36801d7fde58e383dc8e796a88627	2026-07-09T08:42:14-04:00	YES	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	QUARANTINED_EXPLORATION	HISTORICAL_SUPERSEDED_NO_ACTION	Quarantined early field-equation exploration; no current affirmative authority.
grok/quarantine_free_DA/explore_2026-07-08/macro_vacuum_B_observe5.py	c289f81a3f421f4d3a3494f1635696aba0a9c27a8cca16158e0b6edd48a84ace	2026-07-09T08:42:14-04:00	YES	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	QUARANTINED_EXPLORATION	HISTORICAL_SUPERSEDED_NO_ACTION	Quarantined early field-equation exploration; no current affirmative authority.
grok/quarantine_free_DA/explore_2026-07-08/macro_vacuum_B_observe5_data.json	a059162e80b2c1db5e494d0fe67c67884a76ae83be7a954b7f593f2f52a94c3a	2026-07-09T08:42:14-04:00	YES	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	QUARANTINED_EXPLORATION	HISTORICAL_SUPERSEDED_NO_ACTION	Quarantined early field-equation exploration; no current affirmative authority.
grok/quarantine_free_DA/macro_FE_LOCKED_C.md	cd66ecfa96f716aae67e8e6a2e1fd8955263cfa0896ae81d620fbedc3705e944	2026-07-09T08:42:14-04:00	YES	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	QUARANTINED_EXPLORATION	HISTORICAL_SUPERSEDED_NO_ACTION	Quarantined early field-equation exploration; no current affirmative authority.
grok/quarantine_free_DA/macro_FE_LOCKED_W_uncompensated.md	eeb6f78d62a3efdb2fb2402e8d5de64070cd5d579ee7b6ce89623c9ff2ab7e20	2026-07-09T08:42:14-04:00	YES	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	QUARANTINED_EXPLORATION	HISTORICAL_SUPERSEDED_NO_ACTION	Quarantined early field-equation exploration; no current affirmative authority.
grok/quarantine_free_DA/macro_native_FE_rederive_clean.py	f2bbe1ac40cc66a8d583979c919a0c227ed231ace0b17a336fc52001f1131b19	2026-07-09T08:42:14-04:00	YES	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	QUARANTINED_EXPLORATION	HISTORICAL_SUPERSEDED_NO_ACTION	Quarantined early field-equation exploration; no current affirmative authority.
h4_scripts/n5d_stage2b_blind_lambda.py	f4a7eb1a8ecc2ba3239c4987ce6cb3b43048268aec74d761d3b84cd76dd6e760	2026-07-06T17:37:04-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
homog_alpha_test.py	76093488b2d6909c99f98806acc1161fdd167e63fc98a0ef6fdd93600eb08f1f	2026-07-07T19:07:13-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
homog_universe_solve.py	9d8fccb0b663548f7ef70776c9e55e22af2d12161b847d51fbf290ef6ac5889d	2026-07-07T18:02:19-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_ROOT_FIELD_ACTION_CORPUS	HISTORICAL_SUPERSEDED_NO_ACTION	Individually enumerated early root solver/design/result; not a current controlling source and gated at reuse.
infinite_c_reciprocity_adjudication_2026-07-18/POST_PREREG_METRIC_ENDPOINT_CLARIFICATION.md	9ff7df6b4e4d16269522d2075c7effbf56874d2f2d99a1a27668208b703e8216	2026-07-18T23:17:00-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
infinite_c_reciprocity_adjudication_2026-07-18/PREMISE_LEDGER.tsv	44c0c2a2332b741d5cdac966c3ac690d3122e3f8672fd9d162e0fa7415d584eb	2026-07-18T23:17:00-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
infinite_c_reciprocity_adjudication_2026-07-18/STATUS_LEDGER.tsv	e984654e1f649f2a9d9daca20fa41a88f3122a8231fcd61482025b4141037988	2026-07-18T23:17:00-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
invariant_reciprocal_causal_flow_2026-07-18/LAY_DECISION_TREE.md	d19377de047873638a10baba573e75cc5ad99fe71fc94b9b4ec4e3115c3e242f	2026-07-18T23:44:10-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
invariant_reciprocal_causal_flow_2026-07-18/PREMISE_LEDGER.tsv	37f0a63c376c3daca7650d9a672ef0290f60ac1a954b4ca7b782dbfb410d2f5c	2026-07-18T23:44:10-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
invariant_reciprocal_causal_flow_2026-07-18/PREREGISTRATION.md	776176cfec41194c9dd6f9d66262e356e2344a731e98116e16e18a0b22150efa	2026-07-18T23:24:11-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
invariant_reciprocal_causal_flow_2026-07-18/STATUS_LEDGER.tsv	f490bba0c4b0fc819f575e0d3062d8e78529901303d0d7df2d080746d0f98ef0	2026-07-18T23:44:10-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	EARLY_BOUNDED_AUDIT	HISTORICAL_SUPERSEDED_NO_ACTION	Early bounded audit/comparison family not named as a current controlling physics source.
legacy/root_oneoffs_2026-07-01/B2_spectrum_native_audit.py	b17a448ecb256d951ab0dba72bba5c60cf87a6d385712b537d0fafdb0cf1a35b	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/a_function_both_extremes.py	a221477f3c65d9e6a0561130811b36ce4a2dbc10ec838739883a3ef1cc9518c2	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/a_function_carrier_robustness.py	006ad8e49855f1cb3cd790929e4a433f59d049e5d006cc3b42d2b0eae2baa60c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/a_profile_absorb_and_cassini.py	927bbc099ac00708f803f005ccaa7320ea9d6ec5852dbfd3a11e91d0283333fe	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/angular_lagrangian_derive.py	f2ad314dfbdf6ce9da1cf4d0650dc62c593a5b692b40da0bf82f60047c038966	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/basin_audit.py	e65b4dc8bce68e00a5b1bc44cd8ea9ddb96aa36013057a250b00ac358fa49adb	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/complete_metric_batched.py	27131dfd7ed5b54a01f7471ca40f554c8a30db153cf38f9a6dd8000897f61110	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/complete_metric_sweep_stageA.py	0071e0c8a02a1b293febe14b3eb5ecf4e86b17ffcd86db7b8a3241669c001770	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/coupled_cell_soliton_B1.py	50b4584d468c4de493122f2a2985c3e16db4d20a673c7b1ea40db7c479df7a2f	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/coupled_cell_soliton_B3.py	55dd814b69d79b6b6351e720083db45f6425f4ab77d91b3b0570c60079ab1c82	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/d1_residual_localize.py	71192e3c7aad947b16bad7dfaa393999f6085dd742001e661e837848263633dc	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/d1_smax_source.py	9bfc9709738066aeadf7f1bd5976681be32f1b89755e956265df272155171aaf	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/depth_selector_breather.py	071788697c14c37b53ab31f6eaf3062e75544164629a8e1393cfcf504174f492	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
