current_path	relationship	primary_owner	artifact_type	physics_status_source	frozen_manifest_status	migration_readiness
HANDOFF.md	SECONDARY_CONSUMER	CONTROL_ROOT	MARKDOWN	LIVE.md:6;INDEX.md:53,98;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:31	REFERENCED_BY_SIX_FROZEN_PACKAGES	RETAIN_ROOT
LIVE.md	SECONDARY_CONSUMER	CONTROL_ROOT	MARKDOWN	LIVE.md:9;HANDOFF.md:3,4,4,10,103,116,120;INDEX.md:4,6,44,51,98;MEMORY.md:3,9,64;NEGATIVES_REGISTRY.md:3;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:1	REFERENCED_BY_SIX_FROZEN_PACKAGES	RETAIN_ROOT
NEGATIVES_REGISTRY.md	SECONDARY_CONSUMER	CONTROL_ROOT	MARKDOWN	HANDOFF.md:123;INDEX.md:55,106	NOT_FROZEN_OR_MANIFEST	RETAIN_ROOT
UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:81;HANDOFF.md:48	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md	PRIMARY	PARTICLE_MASS	MARKDOWN	INDEX.md:27	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	PRIMARY	PARTICLE_MASS	MARKDOWN	INDEX.md:26	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	PRIMARY	PARTICLE_MASS	MARKDOWN	SELF_STATUS_BANNER:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
artifact_manifest.json	PRIMARY	PARTICLE_MASS	JSON	LIVE.md:102;INDEX.md:42	ROOT_MANIFEST	MANIFEST_MIGRATION_REQUIRED
cascade_s2_final_table.json	SECONDARY_CONSUMER	LEGACY_FROZEN	JSON	DEPENDENCY_STATUS_SOURCE:stability_stage2_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
cascade_stageB_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	NEGATIVES_REGISTRY.md:99	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
cell_solver_f2d.py	SECONDARY_CONSUMER	CROSS_LANE_SHARED	PYTHON	DEPENDENCY_STATUS_SOURCE:H4_N4rev_sign_certification_results.md;HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_historical_frontier_through_2026-07-08.md;archive/LIVE_stage2_static_arc_2026-07-06.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;branch_operator_contamination_ledger.md	NOT_FROZEN_OR_MANIFEST	RETAIN_ROOT
controlled_relax_hessian.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
controlled_relax_hessian_out.json	SECONDARY_CONSUMER	LEGACY_FROZEN	JSON	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
d2b_closure_endcases_cas.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:d2b_no_structure_in_G.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
d2b_matter_escape_cas.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:d2b_no_structure_in_G.md;round_matter_reduction_results.md;universe_cell_fold_jc_sigma_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
d2b_no_structure_in_G.md	PRIMARY	PARTICLE_MASS	MARKDOWN	SELF_STATUS_BANNER:d2b_no_structure_in_G.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
d2b_reduction_flux_cas.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:d2b_no_structure_in_G.md;native_field_equations_constrained_two_player_results.md;round_matter_reduction_results.md;universe_cell_vacuum_impossibility_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
d2b_routeB_mixing_cas.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:d2b_no_structure_in_G.md;universe_cell_fold_jc_sigma_results.md;universe_cell_vacuum_impossibility_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
gp_switch_criterion_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:gp_switch_criterion_results.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
hopfion_GP_exterior_NEXT_CHARTER.md	PRIMARY	PARTICLE_MASS	MARKDOWN	INDEX.md:84	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_GP_exterior_probe_MAP.md	PRIMARY	PARTICLE_MASS	MARKDOWN	SELF_STATUS_BANNER:hopfion_GP_exterior_probe_MAP.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_GP_exterior_probe_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:441;INDEX.md:85;MEMORY.md:74	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_GP_switch_apply_MAP.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:462;INDEX.md:90	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_GP_switch_apply_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
hopfion_GP_switch_apply_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:462;INDEX.md:90;MEMORY.md:79	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_WORKSTATION_DISPATCH_GP_switch.md	PRIMARY	PARTICLE_MASS	MARKDOWN	INDEX.md:89	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_WORKSTATION_DISPATCH_phase2_metric.md	PRIMARY	PARTICLE_MASS	MARKDOWN	INDEX.md:87	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_fixedQ_collective_phase0.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:hopfion_fixedQ_collective_phase0_results.md;node_H3_hopfion_solve_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_fixedQ_collective_phase0_out.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:hopfion_fixedQ_collective_phase0_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
hopfion_fixedQ_collective_phase0_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:448;MEMORY.md:75	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_fixedQ_isorotation_MAP.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:448;INDEX.md:86	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_fixedQ_phase1_isorotation.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:hopfion_fixedQ_phase1_isorotation_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_fixedQ_phase1_isorotation_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
hopfion_fixedQ_phase1_isorotation_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:450;MEMORY.md:76	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_fixedQ_phase1b_production.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:hopfion_WORKSTATION_DISPATCH_phase2_metric.md;hopfion_fixedQ_phase1b_production_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_fixedQ_phase1b_production_out.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:hopfion_fixedQ_phase1b_production_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
hopfion_fixedQ_phase1b_production_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:453;MEMORY.md:77	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_mass_background_coupling_MAP.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:435;INDEX.md:83;MEMORY.md:73	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_phase2_metric_backreaction_out.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:hopfion_phase2_metric_backreaction_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
hopfion_phase2_metric_backreaction_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:456;INDEX.md:88;MEMORY.md:78	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_static_mass_common.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;stability_branch_follow_256_DECISION.md;w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
hopfion_static_mass_hessian.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
hopfion_static_mass_hessian_256driver.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
hopfion_static_mass_hessian_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
hopfion_static_mass_linear_metric.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
hopfion_static_mass_out.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;hopfion_static_mass_results.md;w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
hopfion_static_mass_phaseC_redo.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
hopfion_static_mass_phaseC_redo_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
hopfion_static_mass_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	SELF_STATUS_BANNER:hopfion_static_mass_results.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
ladder_softmode_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	CANON.md:295,319	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
long_relax_256.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
macro_no_GP_framing.md	SECONDARY_CONSUMER	MACRO	MARKDOWN	SELF_STATUS_BANNER:macro_no_GP_framing.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
matter_carrier_provenance_audit_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:428;HANDOFF.md:100;INDEX.md:82;MEMORY.md:68;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:11	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
microphysics_D2_two_regime_MAP.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:microphysics_D2_two_regime_MAP.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
microphysics_E1_composite_closure_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	CANON.md:352;NEGATIVES_REGISTRY.md:2178	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
microphysics_after_concentric_failure_MAP.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:microphysics_after_concentric_failure_MAP.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
n4rev_response_TURNKEY.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:H4_N4rev_sign_certification_results.md	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
native_field_equations_constrained_two_player_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:native_field_equations_constrained_two_player_results.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
native_geometric_action_results.md	SECONDARY_CONSUMER	NATIVE_ACTION	MARKDOWN	native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:9	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
native_hopfion_route_MAP.md	PRIMARY	PARTICLE_MASS	MARKDOWN	SELF_STATUS_BANNER:native_hopfion_route_MAP.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_F_catchproof.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_control_N128.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_control_N192.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_control_N256.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_dirs.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_endpoint_hashes.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_fine_N192.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_fine_N256.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_gate.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_ladder_N128.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_postreturn_audit.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md:37	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_F_verify.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_artifact_manifest.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE;ROOT_MANIFEST	IMMUTABLE_PATH
noNull_behavioral_F.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:36	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_behavioral_F_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:10,84;HANDOFF.md:57;INDEX.md:37	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_boundary_virial.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:13	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_boundary_virial_ALL.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_boundary_virial_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:10,68;HANDOFF.md:64;INDEX.md:7	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_boundary_virial_verify.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_boxscout_build.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_boxscout_build.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:40	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_boxscout_observables.json	PRIMARY	PARTICLE_MASS	JSON	LIVE.md:76	NOT_FROZEN_OR_MANIFEST	BLOCKED
noNull_curvature_check.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:archive/LIVE_h3_stability_layers_2026-07-11_12.md;stability_branch_follow_256_DECISION.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_curvature_check_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_downsample.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:HANDOFF_ARCHIVE.md;archive/LIVE_h3_stability_layers_2026-07-11_12.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_energy.py	PRIMARY	PARTICLE_MASS	PYTHON	LIVE.md:99;INDEX.md:10;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:12	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
noNull_evidence_checker.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
noNull_evidence_checker_output.txt	PRIMARY	PARTICLE_MASS	TEXT	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_evidence_seal.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:verifier_evidence_2026-07-14/perturbation_bound_algebra_note.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_hess_256_bs8_run_log.txt	PRIMARY	PARTICLE_MASS	TEXT	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_hess_bw2_N128_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_hess_bw2_N192_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_hess_bw2_out.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:archive/LIVE_h3_stability_layers_2026-07-11_12.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_hess_h2fit_log.txt	PRIMARY	PARTICLE_MASS	TEXT	LIVE.md:106;HANDOFF.md:63;INDEX.md:9	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_hess_refine.py	PRIMARY	PARTICLE_MASS	PYTHON	LIVE.md:113;INDEX.md:11	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_hess_refine_192_log.txt	PRIMARY	PARTICLE_MASS	TEXT	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_hess_refine_256_log.txt	PRIMARY	PARTICLE_MASS	TEXT	INDEX.md:8	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_hess_refine_N128_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
