atlas	source_id	source_label	local_foundation_status	conditional_branch_status	csn_quotient_key	reason	source_table	source_table_sha256
METRIC_INERTIA	Z13	DEGENERATE_TYPE_CHANGE	PRESERVED_IN_FULL_P02_CLOSURE	OUTSIDE_SUPPLIED_LORENTZ_CONVENTION_NOT_FOUNDATION_EXCLUDED	INERTIA_3_0_1	positive common scaling preserves inertia and rank	ZERO_JET_INERTIA_STRATA.tsv	e370bb97fd5c7a500e83aa24ae5cc2bcea4cb50639d6c0aeb657cbfb23e08367
METRIC_INERTIA	Z14	LORENTZIAN_REGULAR	PRESERVED_IN_FULL_P02_CLOSURE	OUTSIDE_SUPPLIED_LORENTZ_CONVENTION_NOT_FOUNDATION_EXCLUDED	INERTIA_3_1_0	positive common scaling preserves inertia and rank	ZERO_JET_INERTIA_STRATA.tsv	e370bb97fd5c7a500e83aa24ae5cc2bcea4cb50639d6c0aeb657cbfb23e08367
METRIC_INERTIA	Z15	NON_LORENTZIAN_REGULAR	PRESERVED_IN_FULL_P02_CLOSURE	OUTSIDE_SUPPLIED_LORENTZ_CONVENTION_NOT_FOUNDATION_EXCLUDED	INERTIA_4_0_0	positive common scaling preserves inertia and rank	ZERO_JET_INERTIA_STRATA.tsv	e370bb97fd5c7a500e83aa24ae5cc2bcea4cb50639d6c0aeb657cbfb23e08367
SPLIT_INERTIA	S01	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/0/2_0/0/2	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S02	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/0/2_0/1/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S03	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/0/2_0/2/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S04	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/0/2_1/0/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S05	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/0/2_1/1/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S06	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/0/2_2/0/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S07	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/1/1_0/0/2	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S08	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/1/1_0/1/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S09	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/1/1_0/2/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S10	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/1/1_1/0/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S11	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/1/1_1/1/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S12	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/1/1_2/0/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S13	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/2/0_0/0/2	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S14	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/2/0_0/1/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S15	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/2/0_0/2/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S16	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/2/0_1/0/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S17	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/2/0_1/1/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S18	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_0/2/0_2/0/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S19	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/0/1_0/0/2	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S20	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/0/1_0/1/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S21	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/0/1_0/2/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S22	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/0/1_1/0/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S23	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/0/1_1/1/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S24	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/0/1_2/0/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S25	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/1/0_0/0/2	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S26	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/1/0_0/1/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S27	P01_REGULAR_CONDITIONAL_BRANCH	PRESERVED_CONDITIONAL_SPLIT_WITNESS	IN_SUPPLIED_RECIPROCAL_SPLIT_CONVENTION	SPLIT_1/1/0_0/2/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S28	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/1/0_1/0/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S29	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/1/0_1/1/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S30	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_1/1/0_2/0/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S31	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_2/0/0_0/0/2	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S32	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_2/0/0_0/1/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S33	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_2/0/0_0/2/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S34	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_2/0/0_1/0/1	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S35	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_2/0/0_1/1/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
SPLIT_INERTIA	S36	SUPPLIED_SPLIT_TYPE_CHANGE_CLOSURE	PRESERVED_CONDITIONAL_SPLIT_WITNESS	OUTSIDE_SUPPLIED_SPLIT_CONVENTION_NOT_FOUNDATION_EXCLUDED	SPLIT_2/0/0_2/0/0	split is conditional and positive common scaling preserves its inertia	SPLIT_ZERO_JET_STRATA.tsv	26da68afbf86ad12005916a121fefbd72a1de969b62027bf993fe50c0de1b6f8
DPHI	F01	ZERO	SURVIVES_LOCAL_INTERIOR	NO_PHI_FIELD_EQUATION_LOADED	ZERO_ZERO	positive common scaling preserves causal type and current semantics add no differential constraint	DPHI_FIRST_JET_STRATA.tsv	250ec233f861aa9ba18d093e831c07dc6bda3c3885b872c0b650a7c47f1ee1b7
DPHI	F02	HORIZONTAL_TIMELIKE	SURVIVES_LOCAL_INTERIOR	NO_PHI_FIELD_EQUATION_LOADED	HORIZONTAL_ONLY_TIMELIKE	positive common scaling preserves causal type and current semantics add no differential constraint	DPHI_FIRST_JET_STRATA.tsv	250ec233f861aa9ba18d093e831c07dc6bda3c3885b872c0b650a7c47f1ee1b7
DPHI	F03	HORIZONTAL_NULL	SURVIVES_LOCAL_INTERIOR	NO_PHI_FIELD_EQUATION_LOADED	HORIZONTAL_ONLY_NULL	positive common scaling preserves causal type and current semantics add no differential constraint	DPHI_FIRST_JET_STRATA.tsv	250ec233f861aa9ba18d093e831c07dc6bda3c3885b872c0b650a7c47f1ee1b7
DPHI	F04	HORIZONTAL_SPACELIKE	SURVIVES_LOCAL_INTERIOR	NO_PHI_FIELD_EQUATION_LOADED	HORIZONTAL_ONLY_SPACELIKE	positive common scaling preserves causal type and current semantics add no differential constraint	DPHI_FIRST_JET_STRATA.tsv	250ec233f861aa9ba18d093e831c07dc6bda3c3885b872c0b650a7c47f1ee1b7
DPHI	F05	VERTICAL_SPACELIKE	SURVIVES_LOCAL_INTERIOR	NO_PHI_FIELD_EQUATION_LOADED	VERTICAL_ONLY_SPACELIKE	positive common scaling preserves causal type and current semantics add no differential constraint	DPHI_FIRST_JET_STRATA.tsv	250ec233f861aa9ba18d093e831c07dc6bda3c3885b872c0b650a7c47f1ee1b7
DPHI	F06	MIXED_TIMELIKE	SURVIVES_LOCAL_INTERIOR	NO_PHI_FIELD_EQUATION_LOADED	MIXED_TIMELIKE	positive common scaling preserves causal type and current semantics add no differential constraint	DPHI_FIRST_JET_STRATA.tsv	250ec233f861aa9ba18d093e831c07dc6bda3c3885b872c0b650a7c47f1ee1b7
DPHI	F07	MIXED_NULL	SURVIVES_LOCAL_INTERIOR	NO_PHI_FIELD_EQUATION_LOADED	MIXED_NULL	positive common scaling preserves causal type and current semantics add no differential constraint	DPHI_FIRST_JET_STRATA.tsv	250ec233f861aa9ba18d093e831c07dc6bda3c3885b872c0b650a7c47f1ee1b7
DPHI	F08	MIXED_SPACELIKE	SURVIVES_LOCAL_INTERIOR	NO_PHI_FIELD_EQUATION_LOADED	MIXED_SPACELIKE	positive common scaling preserves causal type and current semantics add no differential constraint	DPHI_FIRST_JET_STRATA.tsv	250ec233f861aa9ba18d093e831c07dc6bda3c3885b872c0b650a7c47f1ee1b7
SPLIT_FIRST_JET	K01	INTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_0_TWIST_0	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K02	NONINTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_0_TWIST_1	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K03	INTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_1_TWIST_0	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K04	NONINTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_1_TWIST_1	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K05	INTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_2_TWIST_0	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K06	NONINTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_2_TWIST_1	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K07	INTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_0_TWIST_0	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
