path	sha256	base	role	result
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/DEPENDENCY_MATRIX.tsv	6499c5385f4a920346c43dd7e9d083e29c18bc860af2f624614b6c27a3dcd3ac	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
udt_complete_metric_intrinsic_object_audit_2026-07-23/MANIFEST.sha256	1857bde1fff72829487f56ddd9fb461a2d9cad7b777a51baa125529713c8bfd4	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
udt_complete_metric_intrinsic_object_audit_2026-07-23/BUNDLE_DEPENDENCY_MATRIX.tsv	218bd29f0ff2ba02799bdbdb3900fd299ea58b54d02e8c2a88e2b4a5104e38bc	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
native_hopfion_topology_audit_2026-07-19/SHA256SUMS.txt	6f03f82d485d4a20c2d2bfc13dc8979c1b229bf92c53f0eb36831abf3d75febc	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
native_hopfion_topology_audit_2026-07-19/TOPOLOGY_STATUS_LEDGER.tsv	de154fbb7787759864786c04186a26a4605c447d362112bb482acee064d457e4	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
udt_global_metric_assembly_atlas_2026-07-22/SHA256SUMS.txt	d4c7e7e16e38496343bbfbc8ef0867de45657ea2e25a724b44b653ff1b276374	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
angular_toric_closure_selector_2026-07-19/SHA256SUMS.txt	64d664a76a28c170cdc293626cd6a5011755ee4eeaa414a303ace7b6eec9ec50	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
angular_toric_closure_selector_2026-07-19/CANDIDATE_FAMILY.tsv	752adf109a54aaf7e738abdf3eef0f123dc278cd2b35aca65bcf7bddcc11dd10	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
udt_complete_seal_fixed_set_selector_audit_2026-07-21/COMPLETE_LIFT_CLASSIFICATION.tsv	ab7a5f6bb107682d929111fe90179bd65008851f4747c737e4e864ffd7491b07	a93f928f66d260bee1df1a9c5156269afa1952b7	SEAL_LIFT_NONSELECTION	PASS_BYTE_IDENTICAL
udt_complete_seal_fixed_set_selector_audit_2026-07-21/AUDIT_REPORT.md	8d26df753a58eca36a95892551dff509b883f1ca35a23830926cd465f9f7c00a	a93f928f66d260bee1df1a9c5156269afa1952b7	SEAL_LIFT_NONSELECTION	PASS_BYTE_IDENTICAL
UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192	a93f928f66d260bee1df1a9c5156269afa1952b7	DIRECT_FOUNDATION	PASS_BYTE_IDENTICAL
UDT_NATIVE_ACTION_COLD_PACKET.md	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	a93f928f66d260bee1df1a9c5156269afa1952b7	DIRECT_FOUNDATION	PASS_BYTE_IDENTICAL
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	a93f928f66d260bee1df1a9c5156269afa1952b7	DIRECT_PRINCIPLE	PASS_BYTE_IDENTICAL
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	a93f928f66d260bee1df1a9c5156269afa1952b7	DIRECT_PRINCIPLE	PASS_BYTE_IDENTICAL
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	a93f928f66d260bee1df1a9c5156269afa1952b7	DIRECT_FOUNDATION	PASS_BYTE_IDENTICAL
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	a93f928f66d260bee1df1a9c5156269afa1952b7	DIRECT_FOUNDATION	PASS_BYTE_IDENTICAL
udt_three_reciprocity_delta_k_audit_2026-07-23/MANIFEST.sha256	5e96426627e86abdb27fab0399e2461358dda273e22c18034e54d86f1eaa95e8	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
udt_three_reciprocity_delta_k_audit_2026-07-23/AUDIT_REPORT.md	a7e00f3cdc5b7ee3e26afdd0426ca27b5b663f0b5477977650f9a995f04fa214	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
udt_three_reciprocity_delta_k_audit_2026-07-23/THREE_RECIPROCITY_ROLE_MAP.tsv	9badc7166abc59b185ffe9b3ddc4fc7ae6ad745114ddfdbddeb3eac40f531267	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
