path	blob	sha256	size	base
native_hopfion_topology_audit_2026-07-19/SHA256SUMS.txt	763ac080f051d454794ca59faafeae8b4a191e05	6f03f82d485d4a20c2d2bfc13dc8979c1b229bf92c53f0eb36831abf3d75febc	1280	a93f928f66d260bee1df1a9c5156269afa1952b7
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290	a93f928f66d260bee1df1a9c5156269afa1952b7
native_hopfion_topology_audit_2026-07-19/TOPOLOGY_STATUS_LEDGER.tsv	116641cefac6533b3043e268840ee1518738dc4f	de154fbb7787759864786c04186a26a4605c447d362112bb482acee064d457e4	4226	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_global_metric_assembly_atlas_2026-07-22/SHA256SUMS.txt	54eb9b7696a9c9295ae8c6e1831293942d649c3e	d4c7e7e16e38496343bbfbc8ef0867de45657ea2e25a724b44b653ff1b276374	5066	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608	a93f928f66d260bee1df1a9c5156269afa1952b7
angular_toric_closure_selector_2026-07-19/SHA256SUMS.txt	4cbb875b55160efcad48c522f6cdf0ac01b6753d	64d664a76a28c170cdc293626cd6a5011755ee4eeaa414a303ace7b6eec9ec50	1613	a93f928f66d260bee1df1a9c5156269afa1952b7
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110	a93f928f66d260bee1df1a9c5156269afa1952b7
angular_toric_closure_selector_2026-07-19/CANDIDATE_FAMILY.tsv	e1bdeb3ee4c03c4ba67366ef4d97a2e212692e06	752adf109a54aaf7e738abdf3eef0f123dc278cd2b35aca65bcf7bddcc11dd10	3521	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_complete_seal_fixed_set_selector_audit_2026-07-21/COMPLETE_LIFT_CLASSIFICATION.tsv	7c1ad08f792543477f2247ac488ea429fd8e26d3	ab7a5f6bb107682d929111fe90179bd65008851f4747c737e4e864ffd7491b07	508	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_complete_seal_fixed_set_selector_audit_2026-07-21/AUDIT_REPORT.md	2eeb2d52ffc62df58db830916142063234583476	8d26df753a58eca36a95892551dff509b883f1ca35a23830926cd465f9f7c00a	9691	a93f928f66d260bee1df1a9c5156269afa1952b7
UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192	8394	a93f928f66d260bee1df1a9c5156269afa1952b7
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	a93f928f66d260bee1df1a9c5156269afa1952b7
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	a93f928f66d260bee1df1a9c5156269afa1952b7
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	a93f928f66d260bee1df1a9c5156269afa1952b7
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	1e06e446121e902280eda16e269e4742814d48ba	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	5113	a93f928f66d260bee1df1a9c5156269afa1952b7
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_three_reciprocity_delta_k_audit_2026-07-23/MANIFEST.sha256	9a2231453dbc12b80552ed8c88f47dd696f36d06	5e96426627e86abdb27fab0399e2461358dda273e22c18034e54d86f1eaa95e8	2999	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_three_reciprocity_delta_k_audit_2026-07-23/AUDIT_REPORT.md	1a08a06ccd4766c57d5ff41f038e5f5c92229a76	a7e00f3cdc5b7ee3e26afdd0426ca27b5b663f0b5477977650f9a995f04fa214	7230	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_three_reciprocity_delta_k_audit_2026-07-23/THREE_RECIPROCITY_ROLE_MAP.tsv	4cd972f7873a30e75b13973f019f4acb8d22d800	9badc7166abc59b185ffe9b3ddc4fc7ae6ad745114ddfdbddeb3eac40f531267	710	a93f928f66d260bee1df1a9c5156269afa1952b7
