path	source_ref	blob	sha256	size
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/DERIVATION_RESULT.json	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/DERIVATION_RESULT.json	95bace7cd0b424eab0cb998dd2553f69712bdb4b	bd690b8149aaaaf432e5073d31b3f74622c28eed594aa5864bee53c0003c6fc4	745
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	98d15cf3060d34d238b8528bfaa8a0cab81e7493	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d	6108
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/FALSIFICATION_CONTRACT.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/FALSIFICATION_CONTRACT.tsv	022f9fcc897c04c83356262d713cc60fb06112de	16ef873d0786e75cf54243c683f93ab3e27c263ffd7c8865ca0d3886144af591	1172
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/PREMISE_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/PREMISE_LEDGER.tsv	b1c30249acb1e2da01b7508638d7c0b573b65f69	538b663175d8c83d5af44925b4e3d9f31ad1d42f5994f95876aebad1dc9f6c9f	1600
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/PROPERTY_GATE_OUTCOMES.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/PROPERTY_GATE_OUTCOMES.tsv	014cb30422581c70a2c49388d9fdc9088e50a5f1	5670bfc9b64c82ba72a041b4b9a6f8a86e39bf0dd312f9ba7869a89c21a934f8	1097
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/PROPERTY_GATE_UNIVERSE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/PROPERTY_GATE_UNIVERSE.tsv	cfc722409e19d1702129537307c9178a82aacde1	9c92bdc62160ab74208468e13da7c02f77cc3acec6a3bd9f9d75255a5354ddff	1621
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/SOURCE_MANIFEST.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/SOURCE_MANIFEST.tsv	2b924f360cb897e9bb8e70d44d7b31504842b888	9869cd6986a6027e025a20dfc623492cc75a5f7e185e9bc75efda1289076e7a5	3329
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/SOURCE_SCOPE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/SOURCE_SCOPE.tsv	55d5b47eb611dd5d21d833ed41c8b22a52a57737	73bf4a45bbfa97474f367ec109d8d3adec91afc3fb6846d334045576945c4a58	2997
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/STATUS_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/STATUS_LEDGER.tsv	a88cf660e6b950399f32e118dd34266121cbd678	27cfba2fff04b761c041b2e9c2a6bc38b560c97262262ea81a4144365a0e8944	1990
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_OUTCOMES.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_OUTCOMES.tsv	6c508e90fd634c49f2a8f89c97d9bb793503ae0b	f271a6041a871758443e6e01b352c3e4ed101fe59cdb5e3c0d3c57999a5b08e8	734
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_UNIVERSE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_UNIVERSE.tsv	5f85ee884c739bde17aba531f746d06f3c751913	7428ea40a43532ab8c9ff8b333c30873c48d9991a2e8f91a0adae1455ca5553f	857
udt_complete_screen_response_branch_atlas_2026-07-28/AUDIT_REPORT.md	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/AUDIT_REPORT.md	1e223d40abc8ffa97b8397b0f3632e1f94dd5fe2	c67c8d05ca12b17171987f43ba941ffb8cd93daab91c4ba7e4b284f78cde3bde	3407
udt_complete_screen_response_branch_atlas_2026-07-28/BRANCH_IDENTITY_ALIAS_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/BRANCH_IDENTITY_ALIAS_LEDGER.tsv	b50ebb172014583032458ad2774fba172cbfdae1	f055ac959fdc1be36d494951602ab0e5e2350df2cea89ab7510898b5d4549f56	914
udt_complete_screen_response_branch_atlas_2026-07-28/BRANCH_PATH_COVERAGE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/BRANCH_PATH_COVERAGE.tsv	ffe3c3be36057c01062b85c2cdd2d6f02b641ce7	730475495b3174cfb6128b13ff047f8b5dacf38143c1e267fb73e6241c02a9b4	2253
udt_complete_screen_response_branch_atlas_2026-07-28/BRANCH_PATH_RESPONSE_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/BRANCH_PATH_RESPONSE_ATLAS.tsv	094f00718d4b9152aeff8472c2f8e1b94f184051	ed9ae755512d542edd25c95f34446f465fc5e077426c31a6d466d6decef7e613	22836
udt_complete_screen_response_branch_atlas_2026-07-28/CATCH_PROOFS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/CATCH_PROOFS.tsv	dedff12a248a56ba3be1a9ac730da29dc71eadf9	ecdce55f8728f9e674fb55e110b2ed28a29f04668b1e15bcacfdba8b6dd2984d	1203
udt_complete_screen_response_branch_atlas_2026-07-28/COFRAME_GAUGE_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/COFRAME_GAUGE_ATLAS.tsv	9bfb4f4ab8b5765009f232abc95794870b32917d	a6b229d83e4948496a7d58d78feb5192368b92a4df8ba9f11a43df8d15c986ba	380
udt_complete_screen_response_branch_atlas_2026-07-28/COMMON_INTERSECTION_AUDIT.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/COMMON_INTERSECTION_AUDIT.tsv	0ed4115d50f13ac0c8a5a331ea331a58404254c9	072189150e2cecc6c8f4f2a1aa4f064d0d025585875c14e2c52745ea1b84af27	542
udt_complete_screen_response_branch_atlas_2026-07-28/COMPLETENESS_PLAN.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/COMPLETENESS_PLAN.tsv	1d204ddfb2afa7f01a28254a9d8ce8b43c797169	d30e408763441459f0f77eb4cf66e14770ce97e087315fb3251b99ba4a6c1958	1245
udt_complete_screen_response_branch_atlas_2026-07-28/COMPLETION_CLASS_UNIVERSE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/COMPLETION_CLASS_UNIVERSE.tsv	87345d308a8ec636af2279e4b14a7ba27e8cce10	69a20a4096ea79c3b53d4176777d6082e63d2dd09fee608e6f6beab2556758d9	4145
udt_complete_screen_response_branch_atlas_2026-07-28/CONCRETE_REPRESENTATIVE_UNIVERSE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/CONCRETE_REPRESENTATIVE_UNIVERSE.tsv	3e29eec75452f28f53d13ba68ededbe2dfd2525c	e00994b2cc5d781e579ff5f17b23e0e23aa8680dd2f7cf2a5585a19e1517537e	2020
udt_complete_screen_response_branch_atlas_2026-07-28/DEGENERACY_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/DEGENERACY_ATLAS.tsv	7a7246038f3c5c5629c6c09b9d6d22244c999a57	0e6c64ebd932d5b43b6e39d5cfb85406e82eb2d35e00e39ce6bacca9fd3c0ecd	14454
udt_complete_screen_response_branch_atlas_2026-07-28/DERIVATION_RESULT.json	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/DERIVATION_RESULT.json	4ff2f1fdff05843b38890db1810a0c0be2d8e759	851a8eb3e9fd51752c7d724623eda7a2c06d5c6afc8b837704c19b6f6eb1b621	3521
udt_complete_screen_response_branch_atlas_2026-07-28/DISCOVERED_SOURCE_CENSUS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/DISCOVERED_SOURCE_CENSUS.tsv	3b0faac08cbadf0ae1d3008762b35f755b848cd1	8b5f573df259ccf0994c3936a3cdd82f754a0bfa874bc56375ee3b6fb1d589fa	3329227
udt_complete_screen_response_branch_atlas_2026-07-28/EXACT_DERIVATION.md	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/EXACT_DERIVATION.md	6fdc6a65c21e4bd542311771a39879b0fafc3d72	71d049e4a8401088ec861edd4d80b2af1a41ed149e4c909c27a633fe55904164	5909
udt_complete_screen_response_branch_atlas_2026-07-28/EXCLUDED_SEED_CENSUS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/EXCLUDED_SEED_CENSUS.tsv	d11343cbd5d2c4ae5d9da7358dd90842e25a9ddb	7da38c897b0810bddc03a8d1be20b55cdd8a3fab877ed6aa6c9fa4e673a004ab	7426
udt_complete_screen_response_branch_atlas_2026-07-28/FALSIFICATION_CONTRACT.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/FALSIFICATION_CONTRACT.tsv	d94e7ea13e6e121830bbb8289a0ce5f156333765	3b71402f37b087165f741a27a06c6511213943c73d01b757125ff8f77c8bcdcc	2188
udt_complete_screen_response_branch_atlas_2026-07-28/FROZEN_DOF_DIAGNOSTIC.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/FROZEN_DOF_DIAGNOSTIC.tsv	1f4dd44e0fda83da271e6f5e0110ca3dd6ab3fdc	6947408af6629bbd1585777c0e6e03d42ee12b24a048d198174cf2f8f2eb4c8c	802
udt_complete_screen_response_branch_atlas_2026-07-28/GENERATED_ALGEBRA_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/GENERATED_ALGEBRA_ATLAS.tsv	19e2597d24671c12b458dddd1714402b37c28757	6fefaf9f4d21caf9b53330b6ae4b0b7d38a49151832a5f0b752f14dfc886e73a	511
udt_complete_screen_response_branch_atlas_2026-07-28/HOLONOMY_DESCENT_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/HOLONOMY_DESCENT_ATLAS.tsv	41e1fe4c31706efcf4cec9f26800365a881ea6e8	4a76456885181198b9cc635436ad9a6d1aaa6d794e10ea051d969deda693f300	1105
udt_complete_screen_response_branch_atlas_2026-07-28/INTRINSIC_INVARIANT_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/INTRINSIC_INVARIANT_ATLAS.tsv	2f3269bf0a6cea525b79360e37ced3dfdce8896b	020d3562ea814561d7434e081430642cf482d2b0a432ce5b5a04640ba7363236	598
udt_complete_screen_response_branch_atlas_2026-07-28/LOAD_BEARING_SOURCE_MANIFEST.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/LOAD_BEARING_SOURCE_MANIFEST.tsv	2792a5872db2d4fd57b08698d89c202593ca88e9	0e13c7d78ba24d8fd9b2dab9131c30033d2ccff9d397db3b9fe75c9da9ba65a1	3520
udt_complete_screen_response_branch_atlas_2026-07-28/NONULTRASTATIC_WITNESS_UNIVERSE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/NONULTRASTATIC_WITNESS_UNIVERSE.tsv	dd23892e4b02509fa93d47706fa8064e07fb753b	86fe7a84582bfa6792be6d8a73e82271f8261736ebe369b47770d32218287fd7	2096
udt_complete_screen_response_branch_atlas_2026-07-28/PAIR_SCREEN_MIXING_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/PAIR_SCREEN_MIXING_ATLAS.tsv	f1da6eea69fd247d5c5cad281ede3d52d05f93a1	17723e90277f71f4014f5286e51e35027b5c4c25ddaaea7d7d6cc1b8901a870c	4390
udt_complete_screen_response_branch_atlas_2026-07-28/PREMISE_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/PREMISE_LEDGER.tsv	2266b21b723d354202588707c23241fddd78004e	1ba9203ff68f71c182b2a7b3b678d6c28d783c308595269cc3b7433fb3b98787	1717
udt_complete_screen_response_branch_atlas_2026-07-28/ROTATION_OWNERSHIP_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/ROTATION_OWNERSHIP_ATLAS.tsv	4d5190f85e45cce0eeda8ab1099846ac33d65cc4	b8620719d9a7abc250329272c60f29f5329cb5adf325c911449bcded752f724d	733
udt_complete_screen_response_branch_atlas_2026-07-28/SCREEN_COMPONENT_COVERAGE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/SCREEN_COMPONENT_COVERAGE.tsv	90d7351d17d674201fab88dc37e0cbeca0ba187e	9c2834b2970adec9f31ce4a0f865055e4ed6fa7327c259f97af5737c12f48153	487
udt_complete_screen_response_branch_atlas_2026-07-28/SOURCE_ROLE_CENSUS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_screen_response_branch_atlas_2026-07-28/SOURCE_ROLE_CENSUS.tsv	6d10285066a4577db41f20774ca95dcf6c21a00b	a5d6779ad59d3e89c0a38a8c42092167b4ce671d4a2cbaa13ac6bbc406ea1048	3961286
