target	source	line	column	source_immutability	source_formally_frozen	forensic_scope	operational_scope	reference_role	line_excerpt
AUDIT.md	archive/udt_active_results.md	5	1972	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	> **⚠ S99-010 canonicalization + wave-equation-CMB purge banner (2026-05-26 late evening):** Per S99-009 operator-class Gate 8 catch + S99-010 canonical-record-edit, the canonical CMB observable kernel at canonical UDT is the **pure-Bessel kinematic projection** $\Delta_\ell(k) = \int_0^{r_{\rm CMB}} dr\, \mathcal{W}(r)\, j_\ell(k r)$ with $\mathcal{W}(r) = r^2 e^{-3\phi_0(r)}$ (algebraic; sympy-verified at canonical content; NO wave equation). The §229 frame-relation form stands; the kernel rea
AUDIT.md	archive/udt_active_results.md	193	169	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	**Cross-references:** S109 dispatches `dispatch_D_CMB_PATTERN_SCALE_1/`, `dispatch_D_71886_REEXAMINE_1/`, `dispatch_D_UNIT_CONV_1/`, `dispatch_D_MODECOUNT_N_1/` (each `AUDIT.md`); CG §22.5 #31 (D-UNIT-CONV-1) + #33 (D-AA-GAP-1); §1.3 (Branch-M micro anchor) + §1.4 (Branch-C macro anchor); §1.6.5 (the clustering-scale absolute normalization = this input).
AUDIT.md	archive/udt_active_results.md	258	818	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	> **STATUS — MECHANISM DERIVED; full quantitative Planck match PENDING.** Derived: $\delta\rho$ carries $\ell(\ell+1)$ (G^t_t, sympy); $c=\tfrac14$ (blackbody); the $\ell^4\to\ell^0$ collapse. **Caveat (not fully forced):** the radiation-tracks-density link $\delta\rho_\gamma/\rho_\gamma = \delta\rho/\rho$ (re-emerged radiation contrast = breathing density contrast) is physically motivated (radiation re-emerges $\propto$ local dissolution) → $c=\tfrac14\,\eta$ with tracking $\eta\sim1$; the $\el
AUDIT.md	archive/udt_active_results.md	298	49	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_D_PRHO_ELL_NATIVE_1/AUDIT.md` §1-§4 (Thrust A canonicalization + Thrust B substantive divergence); `dispatch_D_PRHO_ELL_NATIVE_1/results.json` (numerical results); IH §50.16.F (S99-013 Gate 10 hidden-assumption content migrated post-D-PRHO-ELL-NATIVE-1).
AUDIT.md	archive/udt_active_results.md	326	37	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_S99_009/AUDIT.md` (pure-Bessel canonical derivation; Gate 8 operator-class audit PASS at zero load-bearing violations); `dispatch_S99_010/AUDIT.md` (canonicalization + wave-equation-CMB purge); archived VR §227 ($K_\ell$ explicit construction at matter-sector cavity field scope; NOT CMB-observable canonical post-S99-009); archived VR §229 + §229.4 (frame-relation canonical landing + $e^{-3\phi_0}$ LOS measure derivation); CG §17 (two-sector resolution); IH §50.16.B (p
AUDIT.md	archive/udt_active_results.md	326	167	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_S99_009/AUDIT.md` (pure-Bessel canonical derivation; Gate 8 operator-class audit PASS at zero load-bearing violations); `dispatch_S99_010/AUDIT.md` (canonicalization + wave-equation-CMB purge); archived VR §227 ($K_\ell$ explicit construction at matter-sector cavity field scope; NOT CMB-observable canonical post-S99-009); archived VR §229 + §229.4 (frame-relation canonical landing + $e^{-3\phi_0}$ LOS measure derivation); CG §17 (two-sector resolution); IH §50.16.B (p
AUDIT.md	archive/udt_active_results.md	373	49	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-reference: `dispatch_D_CMB_DESI_FORWARD_1/AUDIT.md` §1–§4 (v1 Gaussian-$\xi$ negative + v2 multipole-space-peak positive self-consistency verification).
AUDIT.md	archive/udt_active_results.md	375	37	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_S99_009/AUDIT.md` (pure-Bessel inversion; steep $P(k)$ slope artifact identification); `dispatch_S99_010/AUDIT.md` (canonicalization); `dispatch_S99_006/AUDIT.md` (cavity-field inversion sub-choice A 0.5-2% bracket; sibling pipeline); `dispatch_S99_007/AUDIT.md` (cross-pipeline bracket [0.07, 1.24]%); framework §7-§9 (inferred-LSS table; the bracket source); framework §14.1 P5 (DES/KiDS/DESI/LSST/Euclid forward-prediction class); archived VR §228.5 (Architecture (A) i
AUDIT.md	archive/udt_active_results.md	375	134	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_S99_009/AUDIT.md` (pure-Bessel inversion; steep $P(k)$ slope artifact identification); `dispatch_S99_010/AUDIT.md` (canonicalization); `dispatch_S99_006/AUDIT.md` (cavity-field inversion sub-choice A 0.5-2% bracket; sibling pipeline); `dispatch_S99_007/AUDIT.md` (cross-pipeline bracket [0.07, 1.24]%); framework §7-§9 (inferred-LSS table; the bracket source); framework §14.1 P5 (DES/KiDS/DESI/LSST/Euclid forward-prediction class); archived VR §228.5 (Architecture (A) i
AUDIT.md	archive/udt_active_results.md	375	182	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_S99_009/AUDIT.md` (pure-Bessel inversion; steep $P(k)$ slope artifact identification); `dispatch_S99_010/AUDIT.md` (canonicalization); `dispatch_S99_006/AUDIT.md` (cavity-field inversion sub-choice A 0.5-2% bracket; sibling pipeline); `dispatch_S99_007/AUDIT.md` (cross-pipeline bracket [0.07, 1.24]%); framework §7-§9 (inferred-LSS table; the bracket source); framework §14.1 P5 (DES/KiDS/DESI/LSST/Euclid forward-prediction class); archived VR §228.5 (Architecture (A) i
AUDIT.md	archive/udt_active_results.md	375	282	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_S99_009/AUDIT.md` (pure-Bessel inversion; steep $P(k)$ slope artifact identification); `dispatch_S99_010/AUDIT.md` (canonicalization); `dispatch_S99_006/AUDIT.md` (cavity-field inversion sub-choice A 0.5-2% bracket; sibling pipeline); `dispatch_S99_007/AUDIT.md` (cross-pipeline bracket [0.07, 1.24]%); framework §7-§9 (inferred-LSS table; the bracket source); framework §14.1 P5 (DES/KiDS/DESI/LSST/Euclid forward-prediction class); archived VR §228.5 (Architecture (A) i
AUDIT.md	archive/udt_active_results.md	375	750	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_S99_009/AUDIT.md` (pure-Bessel inversion; steep $P(k)$ slope artifact identification); `dispatch_S99_010/AUDIT.md` (canonicalization); `dispatch_S99_006/AUDIT.md` (cavity-field inversion sub-choice A 0.5-2% bracket; sibling pipeline); `dispatch_S99_007/AUDIT.md` (cross-pipeline bracket [0.07, 1.24]%); framework §7-§9 (inferred-LSS table; the bracket source); framework §14.1 P5 (DES/KiDS/DESI/LSST/Euclid forward-prediction class); archived VR §228.5 (Architecture (A) i
AUDIT.md	archive/udt_active_results.md	439	55	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_D_CMB_NATIVE_3_correction/AUDIT.md` (load-bearing closure dispatch; Σ PASS + M3 PASS + M2B PASS + C1 strengthened); `dispatch_D_CMB_NATIVE_3/AUDIT.md` (precursor dispatch); `dispatch_D_CMB_NATIVE_1/AUDIT.md` + `dispatch_D_CMB_NATIVE_2/AUDIT.md` (predecessor dispatches; D-CMB-NATIVE-2 retroactively reframed; see IH §50.16.D for archival reframe); **`dispatch_D_CMB_NATIVE_4/AUDIT.md`** (full $(\ell,m)$ scope structural formula DERIVED; Phase 2 §1.6.5 application HONEST
AUDIT.md	archive/udt_active_results.md	439	170	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_D_CMB_NATIVE_3_correction/AUDIT.md` (load-bearing closure dispatch; Σ PASS + M3 PASS + M2B PASS + C1 strengthened); `dispatch_D_CMB_NATIVE_3/AUDIT.md` (precursor dispatch); `dispatch_D_CMB_NATIVE_1/AUDIT.md` + `dispatch_D_CMB_NATIVE_2/AUDIT.md` (predecessor dispatches; D-CMB-NATIVE-2 retroactively reframed; see IH §50.16.D for archival reframe); **`dispatch_D_CMB_NATIVE_4/AUDIT.md`** (full $(\ell,m)$ scope structural formula DERIVED; Phase 2 §1.6.5 application HONEST
AUDIT.md	archive/udt_active_results.md	439	227	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_D_CMB_NATIVE_3_correction/AUDIT.md` (load-bearing closure dispatch; Σ PASS + M3 PASS + M2B PASS + C1 strengthened); `dispatch_D_CMB_NATIVE_3/AUDIT.md` (precursor dispatch); `dispatch_D_CMB_NATIVE_1/AUDIT.md` + `dispatch_D_CMB_NATIVE_2/AUDIT.md` (predecessor dispatches; D-CMB-NATIVE-2 retroactively reframed; see IH §50.16.D for archival reframe); **`dispatch_D_CMB_NATIVE_4/AUDIT.md`** (full $(\ell,m)$ scope structural formula DERIVED; Phase 2 §1.6.5 application HONEST
AUDIT.md	archive/udt_active_results.md	439	264	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_D_CMB_NATIVE_3_correction/AUDIT.md` (load-bearing closure dispatch; Σ PASS + M3 PASS + M2B PASS + C1 strengthened); `dispatch_D_CMB_NATIVE_3/AUDIT.md` (precursor dispatch); `dispatch_D_CMB_NATIVE_1/AUDIT.md` + `dispatch_D_CMB_NATIVE_2/AUDIT.md` (predecessor dispatches; D-CMB-NATIVE-2 retroactively reframed; see IH §50.16.D for archival reframe); **`dispatch_D_CMB_NATIVE_4/AUDIT.md`** (full $(\ell,m)$ scope structural formula DERIVED; Phase 2 §1.6.5 application HONEST
AUDIT.md	archive/udt_active_results.md	439	404	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_D_CMB_NATIVE_3_correction/AUDIT.md` (load-bearing closure dispatch; Σ PASS + M3 PASS + M2B PASS + C1 strengthened); `dispatch_D_CMB_NATIVE_3/AUDIT.md` (precursor dispatch); `dispatch_D_CMB_NATIVE_1/AUDIT.md` + `dispatch_D_CMB_NATIVE_2/AUDIT.md` (predecessor dispatches; D-CMB-NATIVE-2 retroactively reframed; see IH §50.16.D for archival reframe); **`dispatch_D_CMB_NATIVE_4/AUDIT.md`** (full $(\ell,m)$ scope structural formula DERIVED; Phase 2 §1.6.5 application HONEST
AUDIT.md	archive/udt_active_results.md	439	574	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_D_CMB_NATIVE_3_correction/AUDIT.md` (load-bearing closure dispatch; Σ PASS + M3 PASS + M2B PASS + C1 strengthened); `dispatch_D_CMB_NATIVE_3/AUDIT.md` (precursor dispatch); `dispatch_D_CMB_NATIVE_1/AUDIT.md` + `dispatch_D_CMB_NATIVE_2/AUDIT.md` (predecessor dispatches; D-CMB-NATIVE-2 retroactively reframed; see IH §50.16.D for archival reframe); **`dispatch_D_CMB_NATIVE_4/AUDIT.md`** (full $(\ell,m)$ scope structural formula DERIVED; Phase 2 §1.6.5 application HONEST
AUDIT.md	archive/udt_active_results.md	439	756	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: `dispatch_D_CMB_NATIVE_3_correction/AUDIT.md` (load-bearing closure dispatch; Σ PASS + M3 PASS + M2B PASS + C1 strengthened); `dispatch_D_CMB_NATIVE_3/AUDIT.md` (precursor dispatch); `dispatch_D_CMB_NATIVE_1/AUDIT.md` + `dispatch_D_CMB_NATIVE_2/AUDIT.md` (predecessor dispatches; D-CMB-NATIVE-2 retroactively reframed; see IH §50.16.D for archival reframe); **`dispatch_D_CMB_NATIVE_4/AUDIT.md`** (full $(\ell,m)$ scope structural formula DERIVED; Phase 2 §1.6.5 application HONEST
AUDIT.md	archive/udt_active_results.md	512	450	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	- **Net:** the broadband-favored inference is now quantified (the data prefer the interleaved comb by a large $\Delta\chi^2$), but the EE phase remains a **measurement of** the recycling coherence (input-class), not a derivation of it. Cross-references: §1.6.7 (EE frontier log + S108 operator-arc milestone); §1.6.8 (recycling throughput); §1.4.5 (absolute-scale input); CG §12.15.6a; `dispatch_D_CMB_UNIFIED_1/` + `dispatch_D_CMB_QUANT_1/` (each `AUDIT.md` + `PRIMARY_AUDIT_NOTE.md`).
AUDIT.md	archive/udt_active_results.md	537	1045	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	"**★ S112 foundational caveat + the named target.** The metric confines exactly ONE resonator (the full horizon-cavity, $\Delta\ell\approx3$); it traps NO sub-horizon resonator (`dispatch_D_CMB_JUNCTION_DELTA_1/subhorizon.py`: the breathing Schrödinger potential has no interior well/barrier at any $\ell$; all modes horizon-anchored). So the ~100 Mpc ""cell"" has no metric-confined existence — it is the ansatz's *stand-in* for whatever supplies the **factor ~100** ($\Delta\ell$: metric $3 \to$ obser"
AUDIT.md	archive/udt_active_results.md	537	1099	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	"**★ S112 foundational caveat + the named target.** The metric confines exactly ONE resonator (the full horizon-cavity, $\Delta\ell\approx3$); it traps NO sub-horizon resonator (`dispatch_D_CMB_JUNCTION_DELTA_1/subhorizon.py`: the breathing Schrödinger potential has no interior well/barrier at any $\ell$; all modes horizon-anchored). So the ~100 Mpc ""cell"" has no metric-confined existence — it is the ansatz's *stand-in* for whatever supplies the **factor ~100** ($\Delta\ell$: metric $3 \to$ obser"
AUDIT.md	archive/udt_active_results.md	566	524	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	Cross-references: §1.6.7 (the EE-frontier log this arc advances); §1.6.8 (recycling throughput / rate); §1.6.9 (the S109 $\Delta\chi^2$ EE-interleaving quantification this arc's $\delta_{EE}=\tfrac14$ explains); §1.9 (the recycling ontology this sits in); §1.4.5 (absolute scale); CG §12.15.6b/c (forced quadrature), §15.3 (dissolution), §11.7–11.9 (no-photon Planck), §17 (screened-reservoir $\mu^2$ — the evanescent exterior the cell turning point needs, S112 rung b). **S112 rung (b):** `dispatch_
AUDIT.md	archive/udt_active_results.md	640	820	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	"> **★★ S116 — the S115 ""amplitude-FAIL"" is DISSOLVED (current bottom line; full term at §1.6.2.8).** Phase D's **forced GEOMETRY firewall PASSES** (EE interleaved at TT-peak midpoints 42-vs-108; TE ~10 flips; forced quadrature — SURVIVES). The S115 ""EE amplitude overshoots Planck ~2× (ℓ≈1900) / ℓ⁴ runs away / distortionless ⇒ no Silk"" was an artifact of the **SW-only TT** and is **DISSOLVED**: the complete `δT/T = −δφ + ¼δρ/ρ` (§1.6.2.8) makes TT trace the density, collapsing EE/TT from ℓ⁴ to **"
AUDIT.md	archive/udt_active_results.md	640	869	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	"> **★★ S116 — the S115 ""amplitude-FAIL"" is DISSOLVED (current bottom line; full term at §1.6.2.8).** Phase D's **forced GEOMETRY firewall PASSES** (EE interleaved at TT-peak midpoints 42-vs-108; TE ~10 flips; forced quadrature — SURVIVES). The S115 ""EE amplitude overshoots Planck ~2× (ℓ≈1900) / ℓ⁴ runs away / distortionless ⇒ no Silk"" was an artifact of the **SW-only TT** and is **DISSOLVED**: the complete `δT/T = −δφ + ¼δρ/ρ` (§1.6.2.8) makes TT trace the density, collapsing EE/TT from ℓ⁴ to **"
AUDIT.md	archive/udt_active_results.md	642	5433	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	> **★ CURRENT EE/TE STATE (S110+ is the live method; epoch note, Charles S114).** S110 is the EE methodological watershed; **pre-S110 EE (§1.6.7 S108, §1.6.9 S109, and S103 DESI-EE) is SUPERSEDED — do not cite as current.** Current: quadrature **FORCED** (above). **D1 RE-RUN & LOCKED (S115, git dfa059a0, Rule 14):** EE interleaving = forced half-shift to TT-peak **MIDPOINTS**, confirmed in direction, ZERO new shape params — fit-independent test mean$|\Delta\ell|$ = **43 to midpoints vs 105 to pe
AUDIT.md	archive/udt_active_results.md	843	4031	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	| **D-OBSARCH-2** | OPEN-PARTIAL-CLOSURE — Phase 0 (i)+(ii)+(iii) confirmed; Phase 1 ℓ=2 LANDED + ℓ ∈ {3,4} LANDED + ℓ ≥ 5 ongoing; **BAO AMPLITUDE sub-scope DERIVED-AT-CANONICAL-CONTENT-VERIFIER-CONFIRMED post S75-002 Phase B + S75-003 five-walk verifier** ($F^{(BAO\text{-}amp)} = 2(2+x(1+\alpha))/3$ canonical-content first-order-linear closed-form with sub-leading correction bound verified at simple-ratio convention; new CG §27.10 landed; S75-003 AGREE-WITH-SUBSTANTIVE-SHARPENING + OBSERVATION
AUDIT.md	archive/udt_active_results.md	843	4061	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	| **D-OBSARCH-2** | OPEN-PARTIAL-CLOSURE — Phase 0 (i)+(ii)+(iii) confirmed; Phase 1 ℓ=2 LANDED + ℓ ∈ {3,4} LANDED + ℓ ≥ 5 ongoing; **BAO AMPLITUDE sub-scope DERIVED-AT-CANONICAL-CONTENT-VERIFIER-CONFIRMED post S75-002 Phase B + S75-003 five-walk verifier** ($F^{(BAO\text{-}amp)} = 2(2+x(1+\alpha))/3$ canonical-content first-order-linear closed-form with sub-leading correction bound verified at simple-ratio convention; new CG §27.10 landed; S75-003 AGREE-WITH-SUBSTANTIVE-SHARPENING + OBSERVATION
AUDIT.md	archive/udt_active_results.md	843	6503	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	| **D-OBSARCH-2** | OPEN-PARTIAL-CLOSURE — Phase 0 (i)+(ii)+(iii) confirmed; Phase 1 ℓ=2 LANDED + ℓ ∈ {3,4} LANDED + ℓ ≥ 5 ongoing; **BAO AMPLITUDE sub-scope DERIVED-AT-CANONICAL-CONTENT-VERIFIER-CONFIRMED post S75-002 Phase B + S75-003 five-walk verifier** ($F^{(BAO\text{-}amp)} = 2(2+x(1+\alpha))/3$ canonical-content first-order-linear closed-form with sub-leading correction bound verified at simple-ratio convention; new CG §27.10 landed; S75-003 AGREE-WITH-SUBSTANTIVE-SHARPENING + OBSERVATION
AUDIT.md	archive/udt_active_results.md	843	6531	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	| **D-OBSARCH-2** | OPEN-PARTIAL-CLOSURE — Phase 0 (i)+(ii)+(iii) confirmed; Phase 1 ℓ=2 LANDED + ℓ ∈ {3,4} LANDED + ℓ ≥ 5 ongoing; **BAO AMPLITUDE sub-scope DERIVED-AT-CANONICAL-CONTENT-VERIFIER-CONFIRMED post S75-002 Phase B + S75-003 five-walk verifier** ($F^{(BAO\text{-}amp)} = 2(2+x(1+\alpha))/3$ canonical-content first-order-linear closed-form with sub-leading correction bound verified at simple-ratio convention; new CG §27.10 landed; S75-003 AGREE-WITH-SUBSTANTIVE-SHARPENING + OBSERVATION
AUDIT.md	archive/udt_active_results.md	843	6559	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	| **D-OBSARCH-2** | OPEN-PARTIAL-CLOSURE — Phase 0 (i)+(ii)+(iii) confirmed; Phase 1 ℓ=2 LANDED + ℓ ∈ {3,4} LANDED + ℓ ≥ 5 ongoing; **BAO AMPLITUDE sub-scope DERIVED-AT-CANONICAL-CONTENT-VERIFIER-CONFIRMED post S75-002 Phase B + S75-003 five-walk verifier** ($F^{(BAO\text{-}amp)} = 2(2+x(1+\alpha))/3$ canonical-content first-order-linear closed-form with sub-leading correction bound verified at simple-ratio convention; new CG §27.10 landed; S75-003 AGREE-WITH-SUBSTANTIVE-SHARPENING + OBSERVATION
AUDIT.md	archive/udt_active_results.md	843	6617	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	| **D-OBSARCH-2** | OPEN-PARTIAL-CLOSURE — Phase 0 (i)+(ii)+(iii) confirmed; Phase 1 ℓ=2 LANDED + ℓ ∈ {3,4} LANDED + ℓ ≥ 5 ongoing; **BAO AMPLITUDE sub-scope DERIVED-AT-CANONICAL-CONTENT-VERIFIER-CONFIRMED post S75-002 Phase B + S75-003 five-walk verifier** ($F^{(BAO\text{-}amp)} = 2(2+x(1+\alpha))/3$ canonical-content first-order-linear closed-form with sub-leading correction bound verified at simple-ratio convention; new CG §27.10 landed; S75-003 AGREE-WITH-SUBSTANTIVE-SHARPENING + OBSERVATION
AUDIT.md	archive/udt_active_results.md	843	6645	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	| **D-OBSARCH-2** | OPEN-PARTIAL-CLOSURE — Phase 0 (i)+(ii)+(iii) confirmed; Phase 1 ℓ=2 LANDED + ℓ ∈ {3,4} LANDED + ℓ ≥ 5 ongoing; **BAO AMPLITUDE sub-scope DERIVED-AT-CANONICAL-CONTENT-VERIFIER-CONFIRMED post S75-002 Phase B + S75-003 five-walk verifier** ($F^{(BAO\text{-}amp)} = 2(2+x(1+\alpha))/3$ canonical-content first-order-linear closed-form with sub-leading correction bound verified at simple-ratio convention; new CG §27.10 landed; S75-003 AGREE-WITH-SUBSTANTIVE-SHARPENING + OBSERVATION
AUDIT.md	archive/udt_active_results.md	843	6673	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	| **D-OBSARCH-2** | OPEN-PARTIAL-CLOSURE — Phase 0 (i)+(ii)+(iii) confirmed; Phase 1 ℓ=2 LANDED + ℓ ∈ {3,4} LANDED + ℓ ≥ 5 ongoing; **BAO AMPLITUDE sub-scope DERIVED-AT-CANONICAL-CONTENT-VERIFIER-CONFIRMED post S75-002 Phase B + S75-003 five-walk verifier** ($F^{(BAO\text{-}amp)} = 2(2+x(1+\alpha))/3$ canonical-content first-order-linear closed-form with sub-leading correction bound verified at simple-ratio convention; new CG §27.10 landed; S75-003 AGREE-WITH-SUBSTANTIVE-SHARPENING + OBSERVATION
