profile_id	shape_id	stratum_code	behavior_class	lapse_a	amplitude	G76_sample_class	direct_class	crossed_vertices	missing_vertices	crossing_mask_mismatch	direct_G76_max_chord	maximum_null_backward_error	nonfinite_count	active_remaining	valid_faces	degree	G76_degree_difference	min_signed_area_ratio	max_signed_area_ratio	negative_faces	near_area_1e2	near_area_1e3	near_area_1e4	projected_face_maps	negative_projected_face_maps	min_projected_area_ratio	max_projected_area_ratio
G75_A0_S06_E05	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.336972253066941e-07	2.7644553313166398e-14	0	0	5120	1.0	2.220446049250313e-16	0.5626999903541079	1.5624622916195674	0	0	0	0	5120	0	0.5629767474551722	1.5614748013765671
G75_AP_S06_E05	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.1265449704091205e-07	5.007105841059456e-14	0	0	5120	1.0	0.0	0.5540555323740022	1.5385123208793632	0	0	0	0	5120	0	0.5543334271735738	1.5375813491306658
G75_AM_S06_E20	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.7584823703055376e-06	1.130217610039591e-12	0	0	5120	1.0	2.220446049250313e-16	0.5727003211616601	1.5875224236523893	0	0	0	0	5120	0	0.5729755176773058	1.5864742732125012
G75_A0_S06_E20	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.9594015438343194e-06	1.8073043062116767e-13	0	0	5120	1.0	0.0	0.5634169808138034	1.5628470315677525	0	0	0	0	5120	0	0.563693609160463	1.5618585500477995
G75_AP_S06_E20	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.4536198024393846e-06	2.536313715474636e-13	0	0	5120	1.0	0.0	0.5545520745641505	1.5389344553357318	0	0	0	0	5120	0	0.5548298863106103	1.538002464499678
G75_AM_S06_E50	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.455285594526298e-06	6.9885486286835885e-12	0	0	5120	1.0	0.0	0.5784602515743966	1.588912885525874	0	0	0	0	5120	0	0.5787371560983268	1.5878607328070813
G75_A0_S06_E50	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.4333856400211475e-06	2.2826462942049375e-12	0	0	5120	1.0	2.220446049250313e-16	0.5675447348576251	1.5651044175357065	0	0	0	0	5120	0	0.5678205870118513	1.5641001079883405
G75_AP_S06_E50	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.8742607109175164e-06	1.6247142520242619e-12	0	0	5120	1.0	0.0	0.5576413157653545	1.5421472578962117	0	0	0	0	5120	0	0.5579186001996707	1.5412082185031484
G75_AM_S06_E100	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.610397208360551e-06	1.0005302142346295e-11	0	0	5120	1.0	1.1102230246251565e-16	0.5946954554797929	1.595988143997498	0	0	0	0	5120	0	0.5949774000084804	1.594917556437075
G75_A0_S06_E100	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.4853783768431273e-06	5.0819348729191915e-12	0	0	5120	1.0	0.0	0.579529483668382	1.573504055292887	0	0	0	0	5120	0	0.5798026285882191	1.5724465723980927
G75_AP_S06_E100	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.9483383775873563e-06	5.005773573429906e-12	0	0	5120	1.0	0.0	0.5669218057883587	1.5528498229539198	0	0	0	0	5120	0	0.5671971960833678	1.5518441465665593
G75_AM_S07_E05	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.2637968892893936e-07	3.12194714524594e-13	0	0	5120	1.0	0.0	0.5715741756042552	1.5881445777483452	0	0	0	0	5120	0	0.5718495804991867	1.5870950758477531
G75_A0_S07_E05	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.0166012042347386e-07	1.7985612998927536e-14	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5626222317244869	1.5633988568600665	0	0	0	0	5120	0	0.5628989917759372	1.5624091634753248
G75_AP_S07_E05	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.3879123912187762e-07	3.61559740480466e-14	0	0	5120	1.0	0.0	0.5539619465655969	1.539420424755479	0	0	0	0	5120	0	0.554239845573227	1.5384873707028908
G75_AM_S07_E20	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.2312351036058955e-06	7.496225862269057e-13	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5730583859215844	1.5992270083507256	0	0	0	0	5120	0	0.5733333823668039	1.598151130829304
G75_A0_S07_E20	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	7.305263153598725e-07	1.8157697567744435e-13	0	0	5120	1.0	0.0	0.5634754163575398	1.5752199842066392	0	0	0	0	5120	0	0.5637519177059896	1.574202955191023
G75_AP_S07_E20	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.816507621307639e-07	1.0447545606417918e-13	0	0	5120	1.0	0.0	0.5544494022221923	1.5521651639721874	0	0	0	0	5120	0	0.5547271244016381	1.5512014846254325
G75_AM_S07_E50	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.115604890739954e-06	2.000483112496454e-12	0	0	5120	1.0	2.220446049250313e-16	0.5798870798859354	1.6465493304251808	0	0	0	0	5120	0	0.580163311750244	1.645302400512508
G75_A0_S07_E50	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.3507584087773937e-06	9.616751839303106e-13	0	0	5120	1.0	0.0	0.5675359225778165	1.6223721104429747	0	0	0	0	5120	0	0.567823114718702	1.6211897501612529
G75_AP_S07_E50	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	9.430442595284402e-07	6.382394612813869e-13	0	0	5120	1.0	0.0	0.556947810937464	1.6004780387309816	0	0	0	0	5120	0	0.5572366249093872	1.5993994070415778
G75_AM_S07_E100	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.5360945637554425e-06	6.0626503817218236e-12	0	0	5120	1.0	0.0	0.5955085630243299	1.750403047227144	0	0	0	0	5120	0	0.5957645075249659	1.7489208336062163
G75_A0_S07_E100	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.7094338090566661e-06	3.823552585657808e-12	0	0	5120	1.0	0.0	0.5780170678852271	1.722488885780134	0	0	0	0	5120	0	0.5782877762801455	1.7210907982641925
G75_AP_S07_E100	S07	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.2920619664699768e-06	2.4908963780490012e-12	0	0	5120	1.0	0.0	0.5633144334809667	1.698285819247076	0	0	0	0	5120	0	0.5635881762381996	1.6969552277418758
G75_AM_S08_E05	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	6.767561204143823e-07	3.649511248760007e-13	0	0	5120	1.0	2.220446049250313e-16	0.5716081457223093	1.587356874602884	0	0	0	0	5120	0	0.5718835527711944	1.5863092783963306
G75_A0_S08_E05	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.531218502967013e-07	1.623874645861889e-14	0	0	5120	1.0	2.220446049250313e-16	0.5626778845984577	1.5626434069357107	0	0	0	0	5120	0	0.56295464340978	1.5616554923618242
G75_AP_S08_E05	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.591149856752675e-07	4.0342729157316626e-14	0	0	5120	1.0	0.0	0.5540313037530916	1.5386887406015843	0	0	0	0	5120	0	0.5543092002247295	1.5377573656930938
G75_AM_S08_E20	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.499036834252718e-06	9.51766443435531e-13	0	0	5120	1.0	0.0	0.5728928410897979	1.5886213906626987	0	0	0	0	5120	0	0.57316799262486	1.5875707380558939
G75_A0_S08_E20	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.6740176624212141e-06	6.752931547282515e-14	0	0	5120	1.0	0.0	0.5635452562793851	1.5642846369642327	0	0	0	0	5120	0	0.5638218559359295	1.5632929434691616
G75_AP_S08_E20	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.315558386586473e-06	1.5685152829347793e-13	0	0	5120	1.0000000000000002	0.0	0.5546310323960899	1.5407099811356093	0	0	0	0	5120	0	0.5549088254931667	1.5397740931344854
G75_AM_S08_E50	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.968277225099876e-06	4.029748756906315e-12	0	0	5120	1.0	0.0	0.5787029234506158	1.597151833623882	0	0	0	0	5120	0	0.5789767198286199	1.5960801082595526
G75_A0_S08_E50	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.9776505338779e-06	1.261130089247331e-12	0	0	5120	1.0	2.220446049250313e-16	0.5676093232989101	1.5733950259690344	0	0	0	0	5120	0	0.5678850311587451	1.5723798436498728
G75_AP_S08_E50	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.4177957213117115e-06	9.731104810839497e-13	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5577033078388008	1.5510929187969056	0	0	0	0	5120	0	0.557980468691789	1.5501313361584135
G75_AM_S08_E100	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.89875965118467e-06	6.146305686627329e-12	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5953085517699905	1.6222587709522314	0	0	0	0	5120	0	0.5955784805431608	1.6210746044962672
G75_A0_S08_E100	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.831382911539857e-06	2.582073443946342e-12	0	0	5120	1.0	0.0	0.579622720051139	1.5991268264143566	0	0	0	0	5120	0	0.5798955193973011	1.5980037580445066
G75_AP_S08_E100	S08	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.52375962313687e-06	2.8621549574836536e-12	0	0	5120	1.0	2.220446049250313e-16	0.5665602812014069	1.5785835414000644	0	0	0	0	5120	0	0.5668476025544142	1.5775569923675958
G75_AM_S09_E05	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	8.287394806895475e-07	3.969463646669169e-13	0	0	5120	1.0	0.0	0.5717460688192144	1.5881363574268692	0	0	0	0	5120	0	0.572021459768995	1.5870869199165898
G75_A0_S09_E05	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.789617443220269e-07	2.8255175976710234e-14	0	0	5120	1.0	0.0	0.5628184527047942	1.5633987074476046	0	0	0	0	5120	0	0.563095197229913	1.5624090469417902
G75_AP_S09_E05	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.6174405356077773e-07	5.10702591327572e-14	0	0	5120	1.0	0.0	0.5541716175222695	1.5394179319951198	0	0	0	0	5120	0	0.554449502024529	1.5384849081981022
G75_AM_S09_E20	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.0377638778531452e-06	1.7286120451709408e-12	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5729480201756477	1.6002921797523906	0	0	0	0	5120	0	0.5732232030627277	1.5992114834217235
G75_A0_S09_E20	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.1983459661100388e-06	1.8740564655672642e-13	0	0	5120	1.0	0.0	0.5637250239839721	1.5769085678009676	0	0	0	0	5120	0	0.5640016315896788	1.5758851802717513
G75_AP_S09_E20	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.6635205041988769e-06	2.800173287687002e-13	0	0	5120	1.0	2.220446049250313e-16	0.5548936374320719	1.5543113719152153	0	0	0	0	5120	0	0.5551714280364003	1.5533449395769916
G75_AM_S09_E50	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.885953449541775e-06	1.0349332502102015e-11	0	0	5120	1.0	0.0	0.5796077392368693	1.661665645360924	0	0	0	0	5120	0	0.5798817142395718	1.6604211890764926
G75_A0_S09_E50	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.831345705179794e-06	3.792098579591396e-12	0	0	5120	1.0	0.0	0.5688715682274876	1.6415499822005375	0	0	0	0	5120	0	0.5691473699812871	1.6403580098706094
G75_AP_S09_E50	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.0913122712145523e-06	2.6662838603641603e-12	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5590715642323614	1.6230150295028967	0	0	0	0	5120	0	0.559348794719794	1.621880905150476
G75_AM_S09_E100	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.839469274714698e-06	2.0500851016791444e-11	0	0	5120	1.0	0.0	0.6016748349979538	1.8304805562226865	0	0	0	0	5120	0	0.6019441207129101	1.8288282891830265
G75_A0_S09_E100	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.621485900254391e-06	1.1687956158468182e-11	0	0	5120	1.0	0.0	0.5863451063057253	1.8128511677226695	0	0	0	0	5120	0	0.5866177476990049	1.8112555725174364
G75_AP_S09_E100	S09	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.3099501061820313e-06	1.1279847498754658e-11	0	0	5120	1.0	0.0	0.5735269040701482	1.7971260786592733	0	0	0	0	5120	0	0.5738019124818944	1.7955771349629506
G75_AM_S10_E05	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	8.594483922438483e-07	4.0840941739617165e-13	0	0	5120	1.0	0.0	0.5717298091942001	1.5886773518750223	0	0	0	0	5120	0	0.5720052011310988	1.587626695828215
G75_A0_S10_E05	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.98865290255826e-07	2.350897254643769e-14	0	0	5120	1.0	0.0	0.562809788779457	1.5642810164330532	0	0	0	0	5120	0	0.5630865331484071	1.5632893713718337
G75_AP_S10_E05	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.590647176764624e-07	5.090372567906343e-14	0	0	5120	1.0	0.0	0.5541696898257569	1.5406227290435648	0	0	0	0	5120	0	0.5544475734140052	1.5396870324074792
G75_AM_S10_E20	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.069724409849332e-06	1.866062859789963e-12	0	0	5120	1.0	0.0	0.5728895372464367	1.614473035243327	0	0	0	0	5120	0	0.5731647194722828	1.613312051403975
G75_A0_S10_E20	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.167698303030393e-06	1.3270461118874977e-13	0	0	5120	1.0	0.0	0.5637054903968917	1.5919103181360243	0	0	0	0	5120	0	0.5639820928215138	1.5908075039141818
G75_AP_S10_E20	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.63646254584816e-06	2.6194324487249787e-13	0	0	5120	1.0	0.0	0.5549002514687098	1.570248911891077	0	0	0	0	5120	0	0.5551780346414472	1.5692433884759027
G75_AM_S10_E50	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.824289847731037e-06	1.0080332402129244e-11	0	0	5120	1.0	0.0	0.5796207590865953	1.7289135792096058	0	0	0	0	5120	0	0.5798946838845924	1.7274991412416767
G75_A0_S10_E50	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.862401606038627e-06	3.690509703391243e-12	0	0	5120	1.0	0.0	0.5689650958379922	1.7117973822687793	0	0	0	0	5120	0	0.5692408451834309	1.7104719705187268
G75_AP_S10_E50	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.1187603024781745e-06	2.63278981949e-12	0	0	5120	1.0	0.0	0.5592366678207651	1.6959959043066175	0	0	0	0	5120	0	0.5595138460555392	1.6947134465886782
G75_AM_S10_E100	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.923381696456416e-06	2.31708359096916e-11	0	0	5120	1.0	0.0	0.602965193996684	2.0294871069472933	0	0	0	0	5120	0	0.6032340163438902	2.0271935171616406
G75_A0_S10_E100	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.7548862316591144e-06	1.2819748734793635e-11	0	0	5120	1.0	0.0	0.5876462120090931	2.010793825868676	0	0	0	0	5120	0	0.5879184732022934	2.008595754040727
G75_AP_S10_E100	S10	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.3302495680160586e-06	1.2902366675060506e-11	0	0	5120	1.0	0.0	0.5748637551064023	1.9960848919024945	0	0	0	0	5120	0	0.5751384424669987	1.9939366478115232
G75_AM_S11_E05	S11	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	8.318690125571928e-07	4.332680048069193e-13	0	0	5120	1.0	0.0	0.5715891894165678	1.5935163390347196	0	0	0	0	5120	0	0.5718645981137279	1.592442929895412
G75_A0_S11_E05	S11	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.84339835590668e-07	1.021405182655144e-14	0	0	5120	1.0	0.0	0.5626762155816529	1.56936143865792	0	0	0	0	5120	0	0.5629529733332762	1.5683581419463075
G75_AP_S11_E05	S11	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.604707442678762e-07	5.0959236830294685e-14	0	0	5120	1.0	0.0	0.5540426871091115	1.5462267163834336	0	0	0	0	5120	0	0.554320581089315	1.5452784259948877
G75_AM_S11_E20	S11	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.0776086869585676e-06	2.256431153035976e-12	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.572404552788118	1.6778893265522128	0	0	0	0	5120	0	0.5726797701258616	1.676602087380228
G75_A0_S11_E20	S11	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.1607770148780047e-06	2.6095792193814304e-13	0	0	5120	1.0	0.0	0.5632400840910607	1.658023122885613	0	0	0	0	5120	0	0.5635167125361659	1.6567995046111572
G75_AP_S11_E20	S11	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.6660032681993969e-06	2.8792940254263044e-13	0	0	5120	1.0	0.0	0.5544511170324833	1.6398335203435996	0	0	0	0	5120	0	0.5547289184026951	1.638656636393123
G75_AM_S11_E50	S11	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.828196919343179e-06	1.0217757195896127e-11	0	0	5120	1.0	0.0	0.5769903824528537	2.0071329130825966	0	0	0	0	5120	0	0.5772645910356943	2.004913315656808
G75_A0_S11_E50	S11	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.7186618740991114e-06	3.237299317504494e-12	0	0	5120	1.0	0.0	0.5668899011530747	1.9893420401168638	0	0	0	0	5120	0	0.5671657909063803	1.9871831156395254
G75_AP_S11_E50	S11	C0_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.091391299954765e-06	2.600031301369654e-12	0	0	5120	1.0	0.0	0.55744421302382	1.9739643408630698	0	0	0	0	5120	0	0.5577214744816964	1.9718860887463832
