candidate_index	base_attempt_index	stratum_id	replicate	target_label	target_lambda	shell	coordinate_time	phi_gradient	angular_shape	shift_value_rank	angular_first_rank	shift_first_rank	collective_Hessian_rank	status	response_rank	response_singular_0	response_singular_1	response_singular_2	solved_collective_Hessian_rank	Hessian_frobenius	linear_residual	reevaluated_residual	T22	T23	T33	dphi_norm	scalar_curvature	kretschmann	pair_screen_ricci_mixing	tidal_repeated	curvature_operator_rank	numerically_finite
12	16	P02S00008	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.761128501171282	1.3833607228268516	1.148800911982203	4	0.1106905859346129	2.5463830840026524e-17	1.2731915420013262e-17	-0.09	7.718664105154944e-18	-0.09000000000000001	0.0	0.034551592467358644	0.14139909944545453	0.14945444168476346	1	6	1
13	16	P02S00008	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.761128501171282	1.3833607228268516	1.148800911982203	4	0.029038340346408946	3.469446951953614e-18	3.0754052293976733e-18	3.0754052293976733e-18	2.70153243680423e-18	0.0	0.0	-0.18891193090174557	0.03590801846936517	0.14945444168476346	1	6	1
14	16	P02S00008	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.761128501171282	1.3833607228268516	1.148800911982203	4	0.11563298081353171	2.5463830840026524e-17	2.5463830840026524e-17	0.09	7.718664105154944e-18	0.09000000000000002	0.0	-0.4123754542708499	0.07865914694405499	0.14945444168476346	1	6	1
15	17	P02S00008	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.5275087966339056	2.0227212592826103	1.715503302415898	4	0.05697452726641786	2.5463830840026524e-17	3.819574626003979e-17	-0.09000000000000004	-2.924772742795466e-17	-0.09	0.0	0.3061077305641044	0.08599742829582585	0.06768519771999058	1	6	1
16	17	P02S00008	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.5275087966339056	2.0227212592826103	1.715503302415898	4	0.035922759376302134	2.7755575615628914e-17	2.7637760780544315e-17	1.2879733179282785e-17	2.7637760780544315e-17	-1.0733110982735655e-17	0.0	0.1040048974307882	0.008712872059212628	0.06768519771999058	1	6	1
17	17	P02S00008	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.5275087966339056	2.0227212592826103	1.715503302415898	4	0.10108243184758875	5.092766168005305e-17	3.819574626003979e-17	0.09000000000000004	2.7637760780544315e-17	0.09000000000000004	0.0	-0.09809793570252806	0.08595983112712494	0.06768519771999058	1	6	1
18	24	P02S00012	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.722152669647659	1.4011303559941797	1.2090676171932173	4	0.08903823300613325	1.2731915420013262e-17	1.2731915420013262e-17	-0.09	-2.48196673023152e-18	-0.08999999999999998	0.0	0.21902494809779804	0.11997033256596656	0.08134321604936254	1	6	1
19	24	P02S00012	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.722152669647659	1.4011303559941797	1.2090676171932173	4	0.030970661936720986	6.938893903907228e-18	5.67306681195776e-18	-5.67306681195776e-18	-1.95011671661048e-18	0.0	0.0	0.035162949141497424	0.017723215175241523	0.08134321604936254	1	6	1
20	24	P02S00012	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.722152669647659	1.4011303559941797	1.2090676171932173	4	0.1269403743733391	2.5463830840026524e-17	2.5463830840026524e-17	0.09000000000000002	-2.48196673023152e-18	0.08999999999999998	0.0	-0.14869904981480314	0.07610069319618673	0.08134321604936254	1	6	1
21	25	P02S00012	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.298239536303637	1.807886896016109	1.503904937177069	4	0.09531240217072715	5.729361939005968e-17	5.831215349508762e-17	-0.09000000000000002	-6.356024730964552e-17	-0.09000000000000002	0.0	0.2585184773837257	0.18784843506071155	0.10014909047769656	1	6	1
22	25	P02S00012	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.298239536303637	1.807886896016109	1.503904937177069	4	0.03859803527913803	2.0816681711721685e-17	1.6078481532874754e-17	0.0	-1.1305182327802561e-17	1.6078481532874754e-17	0.0	0.03674948527728655	0.08767270183305129	0.10014909047769656	1	6	1
23	25	P02S00012	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.298239536303637	1.807886896016109	1.503904937177069	4	0.0887647585020999	1.7506383702518235e-17	1.6364280229846722e-17	0.09	1.783706545053293e-17	0.09	0.0	-0.1850195068291524	0.13620478014866072	0.10014909047769656	1	6	1
24	32	P02S00016	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7794798652107366	1.3664902696449701	1.1034804892730836	4	0.06598162689235572	6.763830066882045e-18	2.5463830840026524e-17	-0.09000000000000002	-9.6868534563496e-18	-0.08999999999999998	0.0	0.29325441726825535	0.10875574992655235	0.10568081778028345	1	6	1
25	32	P02S00016	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7794798652107366	1.3664902696449701	1.1034804892730836	4	0.048270991695988426	6.938893903907228e-18	9.6868534563496e-18	9.6868534563496e-18	6.0542834102185e-19	0.0	0.0	0.04276861211246212	0.01567621767182262	0.10568081778028345	1	6	1
26	32	P02S00016	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7794798652107366	1.3664902696449701	1.1034804892730836	4	0.1603325162503773	2.5463830840026524e-17	5.092766168005305e-17	0.09000000000000005	-9.6868534563496e-18	0.08999999999999996	0.0	-0.2077171930433312	0.06419004428946777	0.10568081778028345	1	6	1
27	33	P02S00016	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.5604271040328137	1.9883834004088279	1.6286833157489915	4	0.05152186004961271	5.092766168005305e-17	6.365957710006632e-17	-0.08999999999999993	-6.140399486917817e-18	-0.09000000000000001	0.0	0.6742141359898086	0.21914687080862277	0.19199171762895648	1	6	1
28	33	P02S00016	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.5604271040328137	1.9883834004088279	1.6286833157489915	4	0.09456255600696654	1.1102230246251565e-16	1.148111904065564e-16	1.148111904065564e-16	-6.140399486917817e-18	4.5695996181713984e-18	0.0	0.43727909306574825	0.14624726229786744	0.19199171762895648	1	6	1
29	33	P02S00016	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.5604271040328137	1.9883834004088279	1.6286833157489915	4	0.16437836360528393	5.092766168005305e-17	7.639149252007958e-17	0.09000000000000008	4.426799630103542e-18	0.09000000000000002	0.0	0.200344050141688	0.218092637447215	0.19199171762895648	1	6	1
30	40	P02S00020	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.5719776653200968	1.2753856626170845	1.0974315434145394	4	0.11573234961576837	6.365957710006632e-17	6.365957710006632e-17	-0.08999999999999993	-4.18960456999797e-18	-0.09000000000000002	0.0	0.11543096382814937	0.09249953559303589	0.03551319033724083	1	5	1
31	40	P02S00020	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.5719776653200968	1.2753856626170845	1.0974315434145394	4	9.796316795842506e-05	1.3552527156068805e-20	4.0675772524252137e-20	7.626707348297276e-21	-5.084471565531517e-21	-4.0675772524252137e-20	0.0	-0.07147439941322284	0.008430825489295251	0.03551319033724083	1	5	1
32	40	P02S00020	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.5719776653200968	1.2753856626170845	1.0974315434145394	4	0.1158407650399591	2.5463830840026524e-17	1.2731915420013262e-17	0.08999999999999998	-4.18960456999797e-18	0.08999999999999998	0.0	-0.258379762654595	0.08392386866015576	0.03551319033724083	1	5	1
33	41	P02S00020	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0784381790118	1.6401994299066633	1.3694628957413455	4	0.08527035295410186	1.2731915420013262e-17	1.2731915420013262e-17	-0.09	4.520348841919192e-19	-0.09000000000000001	0.0	0.2035715367390109	0.07393978919033027	0.018308386280686133	1	5	1
34	41	P02S00020	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0784381790118	1.6401994299066633	1.3694628957413455	4	0.009682506708733524	2.168404344971009e-18	1.8081395367676767e-18	7.910610473358585e-19	-1.8081395367676767e-18	1.8081395367676767e-18	0.0	-0.014502428334697975	-0.0011590295607800485	0.018308386280686133	1	5	1
35	41	P02S00020	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0784381790118	1.6401994299066633	1.3694628957413455	4	0.09911399625403096	2.5463830840026524e-17	1.2731915420013262e-17	0.09	-8.136627915454543e-18	0.09000000000000001	0.0	-0.23257639340840683	0.0734851510780085	0.018308386280686133	1	5	1
36	48	P02S00024	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	1	0	CONSTRUCTED_REPEATED_TIDAL	3	1.81456683184128	1.4468118749678909	1.222117223801754	4	0.09526581826765376	2.5463830840026524e-17	3.819574626003979e-17	-0.09000000000000004	-3.3035462506748046e-17	-0.09000000000000001	0.0	0.23271720691345973	0.06966232593669382	0.0634304345230154	1	6	1
37	48	P02S00024	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	1	0	CONSTRUCTED_REPEATED_TIDAL	3	1.81456683184128	1.4468118749678909	1.222117223801754	4	0.034923627103253106	1.734723475976807e-17	1.2724591207661574e-17	-1.551188261505411e-18	1.2724591207661574e-17	7.755941307527054e-18	0.0	0.02644622400856872	-0.005159402373799318	0.0634304345230154	1	6	1
38	48	P02S00024	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	1	0	CONSTRUCTED_REPEATED_TIDAL	3	1.81456683184128	1.4468118749678909	1.222117223801754	4	0.12146760182722326	5.411064053505636e-17	5.092766168005305e-17	0.09000000000000002	5.305548600680226e-17	0.09000000000000005	0.0	-0.17982475889632224	0.07325148001273603	0.0634304345230154	1	6	1
39	49	P02S00024	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.3203989411922397	1.8208552846670905	1.5103460955711683	4	0.06086875352915793	7.639149252007958e-17	8.912340794009284e-17	-0.0899999999999999	6.111651069805317e-18	-0.08999999999999996	0.0	0.28601914946208973	0.07699018714259284	0.1104340045578155	1	6	1
40	49	P02S00024	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.3203989411922397	1.8208552846670905	1.5103460955711683	4	0.027556740104433715	6.938893903907228e-18	6.111651069805317e-18	-5.347694686079652e-18	6.111651069805317e-18	4.074434046536878e-18	0.0	0.061394723944263124	0.004863749564836484	0.1104340045578155	1	6	1
41	49	P02S00024	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.3203989411922397	1.8208552846670905	1.5103460955711683	4	0.10793958240065882	7.639149252007958e-17	8.912340794009284e-17	0.0899999999999999	-5.0930425581710976e-18	0.08999999999999994	0.0	-0.16322970157356342	0.0806638581534583	0.1104340045578155	1	6	1
42	56	P02S00028	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.6604109323566265	1.305610676125471	1.0855628145227314	4	0.11380996899973743	1.2731915420013262e-17	2.5463830840026524e-17	-0.08999999999999997	-1.307694368500033e-17	-0.08999999999999998	0.0	0.1786942667641469	0.048972370826449625	0.05350087513328334	1	6	1
43	56	P02S00028	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.6604109323566265	1.305610676125471	1.0855628145227314	4	0.059981508160356224	1.3877787807814457e-17	2.3247899884445033e-17	2.3247899884445033e-17	-2.179490614166722e-17	-3.6324843569445364e-18	0.0	-0.04355142496822842	-0.03274563579724099	0.05350087513328334	1	6	1
44	56	P02S00028	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.6604109323566265	1.305610676125471	1.0855628145227314	4	0.14516452937056057	2.5463830840026524e-17	6.365957710006632e-17	0.09000000000000007	-2.179490614166722e-17	0.09000000000000002	0.0	-0.2657971167006038	0.034112607025360196	0.05350087513328334	1	6	1
45	57	P02S00028	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2569914745842183	1.8289711375021043	1.571845372341278	4	0.070168117389999	2.5463830840026524e-17	3.819574626003979e-17	-0.08999999999999998	1.3111792353159636e-17	-0.09000000000000004	0.0	-0.21950835604386204	0.2622608080096269	0.11829692656440488	1	6	1
46	57	P02S00028	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2569914745842183	1.8289711375021043	1.571845372341278	4	0.02525371402690418	1.0408340855860843e-17	5.619339579925559e-18	0.0	-5.619339579925559e-18	5.619339579925559e-18	0.0	-0.40772047742012996	0.11972114016366286	0.11829692656440488	1	6	1
47	57	P02S00028	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2569914745842183	1.8289711375021043	1.571845372341278	4	0.09702323166311567	5.092766168005305e-17	6.365957710006632e-17	0.08999999999999993	1.3111792353159636e-17	0.09000000000000004	0.0	-0.5959325987963977	0.13629254755974102	0.11829692656440488	1	6	1
48	64	P02S00032	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8630565002107253	1.4393265122419285	1.1713246568629265	4	0.0980720869852303	2.5463830840026524e-17	5.092766168005305e-17	-0.09000000000000004	-1.5393603624026482e-17	-0.08999999999999994	0.0	0.10303951816169951	0.08391428482885928	0.15959166262604882	1	6	1
49	64	P02S00032	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8630565002107253	1.4393265122419285	1.1713246568629265	4	0.059537857839422205	1.3877787807814457e-17	1.3403954176023062e-17	2.513241408004324e-18	-1.989649448003424e-18	1.3403954176023062e-17	0.0	-0.14012516156694377	-0.042315723476836334	0.15959166262604882	1	6	1
50	64	P02S00032	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8630565002107253	1.4393265122419285	1.1713246568629265	4	0.1419633960250888	6.365957710006632e-17	6.365957710006632e-17	0.09000000000000007	-1.5393603624026482e-17	0.09000000000000004	0.0	-0.3832898412955873	-0.025295239719621474	0.15959166262604882	1	6	1
51	65	P02S00032	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.549383349004299	2.020019738316077	1.6944149092502825	4	0.05358812533220495	1.2731915420013262e-17	3.819574626003979e-17	-0.09000000000000001	-1.1014414295298577e-18	-0.09000000000000004	0.0	-0.17211911718749096	0.1673704677126616	0.2529849586413746	1	6	1
52	65	P02S00032	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.549383349004299	2.020019738316077	1.6944149092502825	4	0.04686075275748882	2.7755575615628914e-17	1.3217297154358294e-17	-1.3217297154358294e-17	-1.1014414295298577e-18	4.405765718119432e-18	0.0	-0.3855242344587627	0.030784470636429535	0.2529849586413746	1	6	1
53	65	P02S00032	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.549383349004299	2.020019738316077	1.6944149092502825	4	0.11224240518436308	3.819574626003979e-17	2.5463830840026524e-17	0.08999999999999997	3.3043242885895736e-18	0.08999999999999997	0.0	-0.5989293517300344	0.04528853320244701	0.2529849586413746	1	6	1
54	72	P02S00036	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.6457724389355932	1.3416728261270383	1.1601058133513364	4	0.13588809377246588	1.2731915420013262e-17	3.4060320816614977e-18	-0.09	3.712574969011033e-18	-0.09	0.0	-0.0716589898794171	0.46543819400526465	0.21350365811363567	1	6	1
55	72	P02S00036	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.6457724389355932	1.3416728261270383	1.1601058133513364	4	0.08423485913712284	1.3877787807814457e-17	1.080021809166846e-17	-5.40010904583423e-18	3.712574969011033e-18	-1.080021809166846e-17	0.0	-0.2533465017214448	0.3006908651191683	0.21350365811363567	1	6	1
56	72	P02S00036	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.6457724389355932	1.3416728261270383	1.1601058133513364	4	0.14064334475298065	1.2731915420013262e-17	2.5463830840026524e-17	0.08999999999999998	3.712574969011033e-18	0.09000000000000002	0.0	-0.43503401356347254	0.29733887966615924	0.21350365811363567	1	6	1
57	73	P02S00036	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0472799513878934	1.6365332371793928	1.3862481577668135	4	0.01730068570086991	3.1829788550033156e-18	1.2731915420013262e-17	-0.09000000000000001	-3.3756871121133666e-18	-0.08999999999999998	0.0	0.40676876484608365	0.0504921940834937	0.1674382040466616	1	6	1
58	73	P02S00036	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0472799513878934	1.6365332371793928	1.3862481577668135	4	0.09543472017878152	1.3877787807814457e-17	2.4392061713335292e-17	-2.4392061713335292e-17	4.464618438601549e-18	-1.6551756162620377e-17	0.0	0.20338113420924217	-0.058383990504935576	0.1674382040466616	1	6	1
59	73	P02S00036	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	1	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0472799513878934	1.6365332371793928	1.3862481577668135	4	0.18593061887478993	1.018553233601061e-16	1.1458723878011936e-16	0.08999999999999987	1.9274084478840837e-17	0.08999999999999997	0.0	-6.496427599297916e-06	-0.013132740855822635	0.1674382040466616	1	6	1
60	80	P02S00040	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	2	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7262373427610376	1.3665337970311442	1.145065171014816	4	0.05597520283703012	1.2731915420013262e-17	1.2731915420013262e-17	-0.09000000000000001	2.240898246712017e-18	-0.08999999999999998	0.0	-0.15637919688163687	0.07657554762881205	0.24289429946362234	1	6	1
61	80	P02S00040	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	2	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7262373427610376	1.3665337970311442	1.145065171014816	4	0.06774563211614905	2.0816681711721685e-17	3.585437194739227e-17	1.1951457315797422e-17	-6.72269474013605e-18	-3.585437194739227e-17	0.0	-0.37084312165171307	0.0006547418441373853	0.24289429946362234	1	6	1
62	80	P02S00040	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	2	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7262373427610376	1.3665337970311442	1.145065171014816	4	0.1740305464812576	5.092766168005305e-17	7.639149252007958e-17	0.09	8.216626904610729e-18	0.08999999999999991	0.0	-0.5853070464217891	0.0755146852527927	0.24289429946362234	1	6	1
63	81	P02S00040	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	0	2	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.3410619227873277	1.802112759779505	1.4598390785555118	4	0.04372134909255532	5.092766168005305e-17	6.365957710006632e-17	-0.09000000000000007	-2.0503918400274597e-18	-0.09	0.0	0.12436560470385302	0.017549813575763205	0.09678489622727834	1	6	1
