profile_id	lapse_name	min_A_on_0_1	A_receiver_x_1_4	A_control_endpoint_x_1	phi_receiver_to_x_1	finite_positive_lapse	strict_domain_asymptote_status
G75_AM_S03_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S03_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S03_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S04_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S04_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S04_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S04_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S04_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S04_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S04_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S04_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S04_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S04_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S04_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S04_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S05_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S05_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S05_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S05_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S05_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S05_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S05_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S05_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S05_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S05_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S05_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S05_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S06_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S06_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S06_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S06_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S06_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S06_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S06_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S06_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S06_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S06_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S06_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S06_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S07_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S07_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S07_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S07_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S07_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S07_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S07_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S07_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S07_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S07_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S07_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S07_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S08_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S08_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S08_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S08_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S08_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S08_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S08_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S08_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S08_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S08_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S08_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S08_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S09_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S09_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S09_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S09_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S09_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S09_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S09_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S09_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S09_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S09_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S09_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S09_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S10_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S10_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S10_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S10_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S10_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S10_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S10_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S10_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S10_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S10_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S10_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S10_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S11_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S11_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S11_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S11_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S11_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S11_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S11_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S11_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S11_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S11_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S11_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S11_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S12_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S12_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S12_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S12_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S12_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S12_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S12_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S12_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S12_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S12_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S12_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S12_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S13_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S13_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S13_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S13_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S13_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S13_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S13_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S13_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S13_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S13_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S13_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S13_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S14_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S14_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S14_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S14_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S14_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S14_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S14_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S14_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S14_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S14_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S14_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S14_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S15_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S15_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S15_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S15_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S15_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S15_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S15_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S15_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S15_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S15_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S15_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S15_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S16_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S16_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S16_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S16_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S16_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S16_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
