candidate_id	path	classification	current_authority_effect	evidence_basis	base_git_blob	base_sha256
X0174	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	7edfacda8ae312857d614b0479c9de5d3e949504	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea
X0180	complete_coframe_seal_involution_2026-07-20/STATUS_LEDGER.tsv	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	7a5b39ce8145c2532b733966c2dfdbd1fa376008	166c2678bc04eab622cc189654f7f54d1349571ba55108bf98fc2286b5effe6f
X0185	finite_cell_seal_boundary_phase_join_2026-07-20/AUDIT_REPORT.md	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	bd8afdb4394e1adc570455763f5700103e38be98	783f8d369d73ab6faa2bd97b0e38654173173f886197cac38b688b6a459b7051
X0195	finite_cell_seal_boundary_phase_join_2026-07-20/STATUS_LEDGER.tsv	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	2daf5c3876842993e22a1785f75a6efc81625538	41faee26d3722d2b429c4a68b79b6affb3a55b98938b8b7edcd09f371c982dce
X0254	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	1f163e0aec673625400b7be963536aa23b651f84	521f6b1e80ea7d7cd1a3993fe4873f4b8dc5e4eee7f586924a5813bad78ac966
X0264	matter_bootstrap_dimensional_inventory_2026-07-20/STATUS_LEDGER.tsv	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	d79eb0c15f9356a3e24d53f03f5e0dd105faa3a2	062715f9229b5213e9b8924d08f35504a766008e9f6c3be923ef869142f0e0fe
X0312	native_boundary_generator_scale_audit_2026-07-19/AUDIT_REPORT.md	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	5966a8cc49f2a4eb67ff31d028933a2770d6aaba	166acf07be128afc328e8b75cc70b17e53fba4dee9d7d5f77a8ea116d5437c93
X0319	native_boundary_generator_scale_audit_2026-07-19/STATUS_LEDGER.tsv	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	a51eb65817a7ef40da81ae0d081b0c9a471d16b4	a42046f4fed85ba2c33bc6bbadcce89bfa628579bc6de58639efb568fccc6480
X0325	projective_position_direction_magnitude_correction_2026-07-19/AUDIT_REPORT.md	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	587bbbf80041e13853d6fb3d000a9d88b0e8d1f1	7a3eb776ebbc4aafb692a142a503a19fd723f0436b384292888ddcfbcc67de21
X0333	projective_position_direction_magnitude_correction_2026-07-19/STATUS_LEDGER.tsv	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	02cbf529904a3a314cf8dc1f7f1b2cefa4e821ce	ab56ec4e012b83e3852cfdfd88ce57770b8fd0d0d621e4f60b9a42d2c62d7c6f
X0338	projective_position_join_audit_2026-07-19/AUDIT_REPORT.md	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	9292cc7d25188a9e3cba66f6db86632376f54746	8db9b5063ff3109f8c332644052b72e630e0268bc4693191300527bd731601f1
X0346	projective_position_join_audit_2026-07-19/STATUS_LEDGER.tsv	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	cadef7fafd2c2a3ed8d2b95222ce55dca943dbe1	e622f70832d0ebcba323a0f9a11dcac2ae1dbe16b6559b3bdc3aa34661e6a109
X0353	reciprocal_c_clock_channel_correction_2026-07-19/AUDIT_REPORT.md	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	33a7dec3fe3f313b97ef5a516cac8dfccd66bb48	57de584c7429fce9b8e352fc6bb7fc0cce552c384ca425d45ee581ae378d3b80
X0361	reciprocal_c_clock_channel_correction_2026-07-19/STATUS_LEDGER.tsv	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	84ac988a8ce95e17c4bc8f027a6eb24b59994bb6	6a32f0b9c655d3173bb4646767e1e4387ddece95d2fa35d2f9c02078cb6dd5da
X0399	scale_breaking_closure_census_2026-07-20/AUDIT_REPORT.md	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	675ac9480e0e2c288bac1e7f0672cb6a16b737d7	f3cca19566a1ae3653e28e4e015039623c8be2ec7454b2e12a9859bcca45c67b
X0410	scale_breaking_closure_census_2026-07-20/STATUS_LEDGER.tsv	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	8a68bdaabdf5606ef253b8fc972cf989ae9f2d37	33fa9a3d07f27dec25269b114ab479edc26012a83187c2105291ca3b470e098a
X0559	udt_free_global_seal_transversality_audit_2026-07-21/AUDIT_REPORT.md	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	31ea788da7aa9bec5865c471656ba7e596fa3b99	51c756fff55876b65d342dd075b6f215c20ad9af4b1767ccb20efdae1a9cc5a1
X0569	udt_free_global_seal_transversality_audit_2026-07-21/STATUS_LEDGER.tsv	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	25b902b4c798de74842f02179e120198d294ad6b	882a6cddb8cd5bf68f3bd7f6161857245e0688b64e0251377dea90a7df978a8c
X0601	udt_global_reciprocal_closure_audit_2026-07-20/AUDIT_REPORT.md	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	bf76516d2a103a7ee250628790bb749f7fb92502	635a2419886d559d72651e87edd828965735a153ee381468e843c375d5010046
X0613	udt_global_reciprocal_closure_audit_2026-07-20/STATUS_LEDGER.tsv	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	40e3eb385109270eec34554067badf94b7a07847	19a1f848fdebc156c1e7f05ce020b692cb3cfe3a7c529da266b9e3a8c7f2e228
X0627	udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23/AUDIT_REPORT.md	EDGE_CONFLATION	CORRECT_OR_REGRADE	one_radial_boundary_inferred_from_Xmax_working_frame	b2876238b04bfc727a63f64f2543857eb7a87db9	50e931d7671ae614affb5fd37e2170dc02d013cc306eee32ebb068ea5d7431e3
X0646	udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23/STATUS_LEDGER.tsv	EDGE_CONFLATION	CORRECT_OR_REGRADE	one_radial_boundary_inferred_from_Xmax_working_frame	e3a373eaaab8aff66d9721db35b44f2eb32292d2	a18c0644c21abe451780082a5256ae0573193ee79c64e7272ff177ceca07183e
X0662	udt_metric_pure_frame_rederivation_2026-07-23/AUDIT_REPORT.md	RELATIONAL_COMPATIBLE	RETAIN_WITH_PREMISE_STAMP	observer_pair_or_no_preferred_frame_scope	07189dba876b8289ce2201bef0e78d3758c2b5ba	e616102b06e32fbbbc36d189cbc12ff75bec0f4b0341e74192781dd775c81294
X0670	udt_metric_pure_frame_rederivation_2026-07-23/STATUS_LEDGER.tsv	RELATIONAL_COMPATIBLE	RETAIN_WITH_PREMISE_STAMP	observer_pair_or_no_preferred_frame_scope	440e1e53c52bd3c337565c72d7b5ab551d60c945	d9b02a63e3e7f946fb95065daa146adfca713dbc0546f9717b4ef9d7928d18b3
X0692	udt_observer_centered_xmax_frame_correction_2026-07-23/AUDIT_REPORT.md	RELATIONAL_COMPATIBLE	RETAIN_WITH_PREMISE_STAMP	observer_pair_or_no_preferred_frame_scope	8bbc82fae6d3734919a26d1626985f70086c6244	91328e4fca88980cc37621b0e9d4e7f1162c079c0a1780adac853b205c945cb1
X0705	udt_observer_centered_xmax_frame_correction_2026-07-23/STATUS_LEDGER.tsv	RELATIONAL_COMPATIBLE	RETAIN_WITH_PREMISE_STAMP	observer_pair_or_no_preferred_frame_scope	4fb37f705fdcac22eab5fda43d7adbaf6aace6dc	272093836ee12856abfb71588c78fb294f4376593ee67a04305340c3e58b975e
X0713	udt_pre_p06_boundary_selector_audit_2026-07-21/AUDIT_REPORT.md	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	0de5320537cd52c63e8979a153544b29b1be4253	15f3321a00829762ae2181261f48ebb2600c03c8da5ad8c7f716d0ce14f271c9
X0752	udt_reciprocity_regime_angular_center_audit_2026-07-22/AUDIT_REPORT.md	RELATIONAL_COMPATIBLE	RETAIN_WITH_PREMISE_STAMP	observer_pair_or_no_preferred_frame_scope	f5bc0a6675a0ada55cbfc512bd727894a3c64659	37ee959ad8a38283b8ba3d1a625de07cb7ce52ff11b06ac87629f8065169a3b9
X0759	udt_reciprocity_regime_angular_center_audit_2026-07-22/STATUS_LEDGER.tsv	RELATIONAL_COMPATIBLE	RETAIN_WITH_PREMISE_STAMP	observer_pair_or_no_preferred_frame_scope	06d9088b5106df4e3f38e3cacf136b074eccd38b	4d87b0167752806013f6f3b1a26161e0f7f3b10eedc4366356132267fc423695
X0770	udt_three_reciprocity_delta_k_audit_2026-07-23/AUDIT_REPORT.md	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	1a08a06ccd4766c57d5ff41f038e5f5c92229a76	a7e00f3cdc5b7ee3e26afdd0426ca27b5b663f0b5477977650f9a995f04fa214
X0786	udt_three_reciprocity_delta_k_audit_2026-07-23/STATUS_LEDGER.tsv	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	4f5be40e46f6cd97dde29d7e31296d67c527dab2	c5ebf176249ff0fc0de5a5e9f02bd80fd563febf0948d2ecd1f1c7cb43f9505a
X0792	udt_time_extendability_constraint_audit_2026-07-20/AUDIT_REPORT.md	BOUNDARY_DEPENDENT	CONDITIONS_CHANGED_IF_XMAX_WAS_SOLE_BOUNDARY_SOURCE	requires_surface_seal_or_variation_data	379b72d5325500849e1e10d9862147cb0c87aa0e	2052d25e338064f8fe51e78a521bc2a54d3e27913e04040185eb2fd7d97872e1
X0811	udt_wrl_xmax_lightcone_frame_audit_2026-07-23/AUDIT_REPORT.md	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	6a399c8203db4bcf0e60a09266be20c355b3917e	2744eaf8cd99948804e34f22f6d496a9f1a8d6f0b1867d29e6d82f920248cb35
X0824	udt_wrl_xmax_lightcone_frame_audit_2026-07-23/STATUS_LEDGER.tsv	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	c383f597b940e968eabfb803c4c33b83344d705c	b413dc304ad5485e8f78ae9a9f89169415fe3ac4986db5f6f8d9212567b66db9
X0828	udt_xmax_dilation_asymptote_correction_2026-07-23/AUDIT_REPORT.md	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	d86ce34bc99b9f142f9541467f74f079c31bbf0e	fd3d99c357d158021151e12013158da13b0a4c30940bcec4c60f3cc7b7277164
X0844	udt_xmax_dilation_asymptote_correction_2026-07-23/STATUS_LEDGER.tsv	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	8550ff17d1bb8356d30652c672914adc0a3521af	97d51fcc3db1e2521332f1c8476f65111865903991cc1a109c02a3d15c8984cd
X0849	xmax_accelerating_finite_cell_cartan_2026-07-19/AUDIT_REPORT.md	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	8011bad055f4cc0f6d9c910fa7f014d8d6c7a350	bfcaaa7bfa0b9455c32f39ebbed38f8f166c097fd375e4c265f956e5df6799e8
X0854	xmax_accelerating_finite_cell_cartan_2026-07-19/STATUS_LEDGER.tsv	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	d49713dfcbfd0743cf97fa10b0910ed2d5a897b0	021cf82af33294c223b937998dd8571fc90e501e2d1df89ced7a3197fe9c68ea
X0858	xmax_dynamic_observer_frame_2026-07-19/AUDIT_REPORT.md	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	5235a1eae127af06b99a430f824120452463463a	3c23d222c94fc2bd219d188803bfd2174d38cb88809a273d0a303351267d0d2c
X0866	xmax_dynamic_observer_frame_2026-07-19/STATUS_LEDGER.tsv	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	a7a8b05f184408c9cfd4117155e08e2b7831bd3b	05bbee6a740e26f556df53c1e8e4e564d1ebe18fcffaf1f15b0025524b669ab5
X0873	xmax_full_frame_realization_2026-07-19/AUDIT_REPORT.md	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	89152f210712133bf17b5bfc93be67262ef95050	01b4e7e4c1c2fabd983a98e227073d7b57e9df46816938ed2440ad714f2275d4
X0883	xmax_full_frame_realization_2026-07-19/STATUS_LEDGER.tsv	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	0c481f5d8da8ea726e725ebde24ae733596ba681	cf0d97456d0604171ed8ff23942eb7f37a039c38d9e86ebd0d7e52da35a40ca6
X0890	xmax_reciprocity_audit_2026-07-19/AUDIT_REPORT.md	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	21eb186ea965e6d9d90ff6151c1abf04ad6129d7	6dd717ced43a713f68817d442e5130f438195c980b505d93bd8aedd32f481186
X0901	xmax_reciprocity_audit_2026-07-19/STATUS_LEDGER.tsv	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	7925bb84bf54a4f11a4bcb687593ddab2f345d5f	c67aa0641e96c0b27fb55b36722e44b99b59fc6547fc8c24d14442e7a339ffbb
