path	sha256	read_depth
udt_g324_g323_taub_quotient_mghd_identification_2026-09-02/EXTERNAL_REPAIR_FOLLOWUP_FINAL_RESPONSE.md	a2e8aa94acd6126537ce9d7ea0a3eba0a9c3e296dd07ffef2566f9d8fb06a0b7	full theorem interface/repair response; external PDFs not reauthenticated
udt_g178_completed_pair_kernel_fresh_adversarial_review_2026-08-19/AUDIT_REPORT.md	df7db9300a350d5721874175b4d0f2eff60967d7588eb0f763f63fffa32d7744	full controlling certification audit; original external payloads not reopened
udt_g372_g373_conditional_banking_2026-09-08/BANKING_RECORD.md	45f774b2393f81c2d84754be57cd35db88301b9c281ea53be1a07e82a7bfacbe	full current acceptance overlay
udt_optional_coupled_development_campaign_2026-09-08/step_01/CANDIDATE_INITIAL.md	c8bb0fba2a88e11c2dae9cca9ddc2417832ff51b69710e1f6c78d8fe0b17321a	full source argument prose; implementations not rerun
udt_optional_coupled_development_campaign_2026-09-08/step_01/REVIEWED_RESULT.md	d1b4a05feca157544c9bf60101ef69ad53d3fe4078761d096eea3985fbef15f8	full source argument prose; implementations not rerun
udt_optional_coupled_development_campaign_2026-09-08/step_01/review/ADVERSARIAL_REVIEW_INITIAL.md	39882b76bfb80fded29ebde3cfc6360f34505ae9f7384d02cf5cc73ddb501881	full source argument prose; implementations not rerun
udt_optional_coupled_development_campaign_2026-09-08/step_02/CANDIDATE_INITIAL.md	1a3ba9d3afcffab21853af131e5aa5aba6a61343c4b696d1943ddadc0a5eddfc	full source argument prose; implementations not rerun
udt_optional_coupled_development_campaign_2026-09-08/step_02/REVIEWED_RESULT.md	f0f69723a135c00bcef936a3f19dca15094796d5f954e4fba4368587ccca7010	full source argument prose; implementations not rerun
udt_optional_coupled_development_campaign_2026-09-08/step_02/review/ADVERSARIAL_REVIEW_INITIAL.md	7e8c8b4480db967a8352169ff78ba2ffaac885fa563e2a587e8f0a95c995787e	full source argument prose; implementations not rerun
udt_nonlinear_mode_realizability_campaign_2026-09-09/step_01/INITIAL_CANDIDATE.md	871a64977c723db32fa4697c4b61cd3a57ec7f318c061585b187774549731f86	full source argument prose; implementations not rerun
udt_nonlinear_mode_realizability_campaign_2026-09-09/step_01/review/ADVERSARIAL_REVIEW.md	a6a612b5924c04c0ee60726b65403e061d035cbaf3e3d96a7499a9dbb2273c4a	full controlling review; NR1 truncated subsection subsequently reread
udt_nonlinear_mode_realizability_campaign_2026-09-09/step_02/INITIAL_CANDIDATE.md	2af7b57e9323c895ffe98b4777aadd37721cd650bffd684954b85b1441e29e9d	full source argument prose; implementations not rerun
udt_nonlinear_mode_realizability_campaign_2026-09-09/step_02/review/ADVERSARIAL_REVIEW.md	9e722b8874593ec0b82f7862d5a3af0f371e26a5798f8fc1d49db453b757acfc	full controlling review; NR1 truncated subsection subsequently reread
udt_localized_geometry_campaign_2026-09-09/step_01/CANDIDATE.md	bcbeafc7f19bf29a298244bac7664748668175fe8b4a53f4a7d13db1c258098e	full source argument prose; implementations not rerun
udt_localized_geometry_campaign_2026-09-09/step_01/review/DIRECT_REVIEW.md	ee5d02291a6ce45a3ddc7763fa103a4ef666458b049970b142d0ab459f538698	full source argument prose; implementations not rerun
udt_localized_geometry_campaign_2026-09-09/step_02/CANDIDATE.md	3f21ac35f37bdff8309651d06bb1be5aadce5948bef5ff5d0ec95efe40086537	full source argument prose; implementations not rerun
udt_localized_geometry_campaign_2026-09-09/step_02/review/DIRECT_REVIEW.md	d9c79d43a5e473416eda2577f1a7c446625ac504d577b23a6217fe89fa7c88eb	full source argument prose; implementations not rerun
udt_localized_geometry_campaign_2026-09-09/step_02/REPAIR.md	b10226648340d45bfbee1e44bae9a50f530826ec3aefe25f8bbde0bb32b3a262	full source argument prose; implementations not rerun
udt_localized_evolution_followup_2026-09-09/CANDIDATE.md	22ea9426f13c0aef12550248a5d4cb5ff3a5855f6e5804f1b57f965d052fea78	full source argument prose; implementations not rerun
udt_localized_evolution_followup_2026-09-09/review/DIRECT_REVIEW.md	3d5beefd062a4d32754e96be4be7b5fd2e384fbb33c0c240d758fbb9eba77f32	full source argument prose; implementations not rerun
udt_spatial_curvature_evolution_2026-09-09/CANDIDATE.md	31588aee276d4915418871988e400687b05cb59ee6ad6bc1efdb57ebd73789a7	full source argument prose; implementations not rerun
udt_spatial_curvature_evolution_2026-09-09/review/DIRECT_REVIEW.md	8fde77e604bd2771d5cb184ba3ad8aa72ee0661f819345e372fc49ba7ade0934	full source argument prose; implementations not rerun
udt_spatial_curvature_evolution_2026-09-09/PROVENANCE_CORRECTION.md	bfea95a330c1db2aeef1db2b00e975463940f795651c1f4139ca8890d840819d	full source argument prose; implementations not rerun
udt_spatial_curvature_evolution_2026-09-09/review/PROVENANCE_FOLLOWUP.md	8119b22fa8cd8a0e3551cb6435c7eb0d378491903729bc01ad14c1622f639713	full source argument prose; implementations not rerun
udt_nonlinear_ripple_geometry_2026-09-09/INITIAL_CANDIDATE.md	49880008dcb5a646d6867e377f6dc84ded692b98250701aba4cab7119ca500de	full source argument prose; implementations not rerun
udt_nonlinear_ripple_geometry_2026-09-09/REVIEWED_RESULT.md	45cc3bc950b76ceed6a1fd49c248688242bc3c008864256de9bb494c1b8bbfaa	full source argument prose; implementations not rerun
udt_nonlinear_ripple_geometry_2026-09-09/review/DIRECT_REVIEW.md	dd5608df50905466383a1bc9dd67e6b23bcececb1d5ff4e0848c87716b98b200	full source argument prose; implementations not rerun
udt_reviewed_backlog_banking_2026-09-10/BANKED_CLAIMS.json	4b98b1dea6ce9dc0d62f9fa6183c1379aed534989159b45a208dad93fce12c2e	targeted NR1/NR2/LG1/LG2/LE1/SE1/NE1 complete source_assessment fields; not all claims
