source_id	path	role	audit_use	base_git_blob	base_sha256
SRC019	udt_complete_metric_solution_space_map_2026-07-21/PREMISE_AND_REDUCTION_LEDGER.tsv	COMPLETE_SPACE_AND_COMPLETION	all_branches_visible_none_selected	0517b0acd3447a7976c40908a79b9c5ecd6e76c4	fb94f3d843c134cb8122c25d263d23cde3eea8db036f1473f78c90887a63352d
SRC020	udt_complete_metric_solution_space_map_2026-07-21/COMPLETE_METRIC_DOF_LEDGER.tsv	COMPLETE_SPACE_AND_COMPLETION	all_branches_visible_none_selected	271d66be9248534a4692f59c60df7ce88721ae1c	91a3749c65a21cadd0a63f07ea45463f9aa8d48499421e8c746a921748eedc04
SRC021	udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	COMPLETE_SPACE_AND_COMPLETION	all_branches_visible_none_selected	41ae13b2d01794988ce8a716e57ce8494c894b6c	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a
SRC022	udt_global_metric_assembly_atlas_2026-07-22/STATUS_LEDGER.tsv	COMPLETE_SPACE_AND_COMPLETION	all_branches_visible_none_selected	2e406c21a1fc8e73d05578e7288b7ea76f6f1c0b	56b2956a0dbbe01f0e45f56152a29ff7bb50949535bd00e4ebe698a20a14b64a
SRC023	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	COMPLETE_SPACE_AND_COMPLETION	all_branches_visible_none_selected	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6
SRC024	udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	COMPLETE_SPACE_AND_COMPLETION	all_branches_visible_none_selected	33617f36c890812e5df6195eb504b571f125de95	354047b6cac9406c75b700912e2a3aab402f7dd1c32a73adc229ee2054a1502e
SRC025	udt_finite_cell_completion_atlas_2026-07-21/GLOBAL_OUTPUT_ATLAS.tsv	COMPLETE_SPACE_AND_COMPLETION	all_branches_visible_none_selected	2502f3c5cb7b7d13bbe0974d4c5c847ab21c567a	8189c46ba29ad982906bea284f28c5ea8a571ce3d78789a8da898115758aca0f
SRC026	udt_finite_cell_completion_atlas_2026-07-21/CAUSAL_TIME_LIVE_ATLAS.tsv	COMPLETE_SPACE_AND_COMPLETION	all_branches_visible_none_selected	d4d3c74a4e5815b9c50d44e2413d34872a26f295	478fb8458f03d9078386e734ea0e0da6aebc8c2c2d69bcb68fe1925c0ab7864b
SRC027	udt_complete_connector_assembly_audit_2026-07-22/AUDIT_REPORT.md	CONNECTOR_AND_THREADING	path_lapse_shift_observer_threading_open	8da1c6a52cefeab224e7e939f72f7e44e9218217	419f797aaa0e9a98a8f9d187cc0d27202de9f85737b920016def07a2f0558cfe
SRC028	udt_complete_connector_assembly_audit_2026-07-22/STATUS_LEDGER.tsv	CONNECTOR_AND_THREADING	path_lapse_shift_observer_threading_open	c3241f7eccccb525ffb50b7619e3b2ac083e9932	1366fabe14982fba89f9be7e23749e6cbd1594d2c23d8ba22f10bac63846e24d
SRC029	udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	DPHI_CAUSAL_GEOMETRY	nonnull_local_reduction_null_zero_obstruction	43bc88afd8cabc055422d958490eadc2a18cad42	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776
SRC030	udt_complete_metric_intrinsic_object_audit_2026-07-23/STATUS_LEDGER.tsv	DPHI_CAUSAL_GEOMETRY	nonnull_local_reduction_null_zero_obstruction	d4a76fc0f95bb518927db8d35dae25e74b0ace8b	d6a594e269af0a0516558ceea800847d17aa9378f3d6bf2a0fcf9837bf835717
SRC031	udt_complete_metric_intrinsic_object_audit_2026-07-23/INTRINSIC_OBJECT_CENSUS.tsv	DPHI_CAUSAL_GEOMETRY	nonnull_local_reduction_null_zero_obstruction	f97c03c303c42c951b44d9d8b61e35c6947e933c	83c56a85f481f24928109e855afe87fa85a0d41db440e0a5c96f086ec45acb50
SRC032	udt_observer_centered_xmax_frame_correction_2026-07-23/AUDIT_REPORT.md	RELATIONAL_CORRECTION	local_depth_not_complete_distance	8bbc82fae6d3734919a26d1626985f70086c6244	91328e4fca88980cc37621b0e9d4e7f1162c079c0a1780adac853b205c945cb1
SRC033	udt_observer_centered_xmax_frame_correction_2026-07-23/STATUS_LEDGER.tsv	RELATIONAL_CORRECTION	local_depth_not_complete_distance	4fb37f705fdcac22eab5fda43d7adbaf6aace6dc	272093836ee12856abfb71588c78fb294f4376593ee67a04305340c3e58b975e
SRC034	projective_position_direction_magnitude_correction_2026-07-19/AUDIT_REPORT.md	RELATIONAL_CORRECTION	local_depth_not_complete_distance	587bbbf80041e13853d6fb3d000a9d88b0e8d1f1	7a3eb776ebbc4aafb692a142a503a19fd723f0436b384292888ddcfbcc67de21
SRC035	projective_position_direction_magnitude_correction_2026-07-19/STATUS_LEDGER.tsv	RELATIONAL_CORRECTION	local_depth_not_complete_distance	02cbf529904a3a314cf8dc1f7f1b2cefa4e821ce	ab56ec4e012b83e3852cfdfd88ce57770b8fd0d0d621e4f60b9a42d2c62d7c6f
SRC036	udt_clock_anchor_scale_threading_audit_2026-07-22/AUDIT_REPORT.md	CONNECTOR_AND_THREADING	path_lapse_shift_observer_threading_open	0d480b13d91d6da05eb2f5ef6a4612df7761dd31	26c3034d4a029ebcb53501abb5e4cb78fad7173c26557572aea3346bdf8a1545
SRC037	udt_clock_anchor_scale_threading_audit_2026-07-22/STATUS_LEDGER.tsv	CONNECTOR_AND_THREADING	path_lapse_shift_observer_threading_open	08abf27ed683ed29ef95290a88e6c8bc7d0c82a0	fb84cc06743aaedc51916ef241f6948dc255a1a57615ef7f77a6de5c0e6fe030
SRC038	udt_three_reciprocity_delta_k_audit_2026-07-23/AUDIT_REPORT.md	RECIPROCITY_SCOPE	symmetry_and_conditional_1D_group_not_Dg	1a08a06ccd4766c57d5ff41f038e5f5c92229a76	a7e00f3cdc5b7ee3e26afdd0426ca27b5b663f0b5477977650f9a995f04fa214
SRC039	udt_three_reciprocity_delta_k_audit_2026-07-23/STATUS_LEDGER.tsv	RECIPROCITY_SCOPE	symmetry_and_conditional_1D_group_not_Dg	4f5be40e46f6cd97dde29d7e31296d67c527dab2	c5ebf176249ff0fc0de5a5e9f02bd80fd563febf0948d2ecd1f1c7cb43f9505a
SRC040	udt_global_reciprocal_closure_audit_2026-07-20/AUDIT_REPORT.md	PRINCIPLE_AND_BOUNDARY_SCOPE	principles_constrain_without_complete_selector	bf76516d2a103a7ee250628790bb749f7fb92502	635a2419886d559d72651e87edd828965735a153ee381468e843c375d5010046
SRC041	udt_global_reciprocal_closure_audit_2026-07-20/STATUS_LEDGER.tsv	PRINCIPLE_AND_BOUNDARY_SCOPE	principles_constrain_without_complete_selector	40e3eb385109270eec34554067badf94b7a07847	19a1f848fdebc156c1e7f05ce020b692cb3cfe3a7c529da266b9e3a8c7f2e228
SRC042	udt_pre_p06_boundary_selector_audit_2026-07-21/AUDIT_REPORT.md	PRINCIPLE_AND_BOUNDARY_SCOPE	principles_constrain_without_complete_selector	0de5320537cd52c63e8979a153544b29b1be4253	15f3321a00829762ae2181261f48ebb2600c03c8da5ad8c7f716d0ce14f271c9
SRC043	udt_pre_p06_boundary_selector_audit_2026-07-21/STATUS_LEDGER.tsv	PRINCIPLE_AND_BOUNDARY_SCOPE	principles_constrain_without_complete_selector	5ea940b1052a1083863ca915d3e31e53d458dddc	c16df09df2883e4a4a837b78e8076664e829f1cdfefc58d7f7c58e828a944c71
SRC044	finite_cell_seal_boundary_phase_join_2026-07-20/AUDIT_REPORT.md	PRINCIPLE_AND_BOUNDARY_SCOPE	principles_constrain_without_complete_selector	bd8afdb4394e1adc570455763f5700103e38be98	783f8d369d73ab6faa2bd97b0e38654173173f886197cac38b688b6a459b7051
SRC045	finite_cell_seal_boundary_phase_join_2026-07-20/STATUS_LEDGER.tsv	PRINCIPLE_AND_BOUNDARY_SCOPE	principles_constrain_without_complete_selector	2daf5c3876842993e22a1785f75a6efc81625538	41faee26d3722d2b429c4a68b79b6affb3a55b98938b8b7edcd09f371c982dce
SRC046	udt_dual_systole_global_transport_audit_2026-07-24/AUDIT_REPORT.md	ANGULAR_FIBER_GEOMETRY	fiber_character_data_not_base_observer_distance	5a8ac7ca1190fed19400295e67e45567bab623b0	a60dbce9e8908436b5038001be015c6a8b9d019cb74256cf63091f3f92f54582
SRC047	udt_dual_systole_global_transport_audit_2026-07-24/STATUS_LEDGER.tsv	ANGULAR_FIBER_GEOMETRY	fiber_character_data_not_base_observer_distance	6ac4b94c297f3f6cea512b84f7124244a256badf	fb84a1f9343efbb0d7e1f80554eafa9d67ca7f4095766c7f42ae2cb8cafdfd8e
SRC048	udt_dual_systole_global_transport_audit_2026-07-24/GLOBAL_TRANSPORT_ATLAS.tsv	ANGULAR_FIBER_GEOMETRY	fiber_character_data_not_base_observer_distance	c1ae2bd71be64618b40ebdd0d4124427c15a9a8e	ccac1057e0e734768161f334d53005f41aff9b8aeedbd3713b1c937c3c0e1a59
SRC049	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/AUDIT_REPORT.md	BOOTSTRAP_SCOPE	global_channels_exist_pairing_operator_absent	61361fa19b5b9846b512b4f2818cb566b9ec7fd1	ed33cd7a8fe21fe8619f2a6ba3b632d5b76e79da1cd3b8be18540fb88a4f9856
SRC050	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/STATUS_LEDGER.tsv	BOOTSTRAP_SCOPE	global_channels_exist_pairing_operator_absent	693b90f8f8c143555e013a9dbc0f614df9829f35	d2ac7d66f391f5981760566d0fee6abc3b971f6393dbc57a2e9cce8f4101bee6
