transform_id	ensemble_order	payload	defined_rows	undefined_rows	active_rows	inactive_rows	activity_concordant	activity_discordant
C04_CROSS_GENERAL_INVERSE	4	ricci	384	0	0	384	384	0
C04_CROSS_GENERAL_INVERSE	4	riemann	384	0	0	384	384	0
C04_CROSS_GENERAL_INVERSE	4	scalar	384	0	0	384	384	0
C04_CROSS_GENERAL_INVERSE	4	split_shear	384	0	0	384	384	0
C04_CROSS_GENERAL_INVERSE	4	split_slot_twojet	384	0	0	384	384	0
C04_CROSS_GENERAL_INVERSE	4	split_twist	384	0	0	384	384	0
C04_CROSS_GENERAL_INVERSE	4	weyl	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	1	cartan_curvature	1536	0	1152	384	1536	0
C05_SWAP_DEPTH_SCREEN	1	metric_twojet	1536	0	1152	384	1536	0
C05_SWAP_DEPTH_SCREEN	1	phi_twojet	1536	0	384	1152	1536	0
C05_SWAP_DEPTH_SCREEN	1	ricci	1536	0	1152	384	1536	0
C05_SWAP_DEPTH_SCREEN	1	riemann	1536	0	1152	384	1536	0
C05_SWAP_DEPTH_SCREEN	1	scalar	1536	0	1152	384	1536	0
C05_SWAP_DEPTH_SCREEN	1	split_shear	1536	0	1152	384	1152	384
C05_SWAP_DEPTH_SCREEN	1	split_slot_twojet	1536	0	1152	384	1536	0
C05_SWAP_DEPTH_SCREEN	1	split_twist	1536	0	1152	384	768	768
C05_SWAP_DEPTH_SCREEN	1	weyl	1536	0	1152	384	1536	0
C05_SWAP_DEPTH_SCREEN	2	cartan_curvature	2304	0	1152	1152	2304	0
C05_SWAP_DEPTH_SCREEN	2	metric_twojet	2304	0	384	1920	2304	0
C05_SWAP_DEPTH_SCREEN	2	phi_twojet	2304	0	0	2304	2304	0
C05_SWAP_DEPTH_SCREEN	2	ricci	2304	0	1152	1152	2304	0
C05_SWAP_DEPTH_SCREEN	2	riemann	2304	0	1152	1152	2304	0
C05_SWAP_DEPTH_SCREEN	2	scalar	2304	0	1152	1152	2304	0
C05_SWAP_DEPTH_SCREEN	2	split_shear	2304	0	1008	1296	1632	672
C05_SWAP_DEPTH_SCREEN	2	split_slot_twojet	2304	0	1152	1152	1152	1152
C05_SWAP_DEPTH_SCREEN	2	split_twist	2304	0	1008	1296	1296	1008
C05_SWAP_DEPTH_SCREEN	2	weyl	2304	0	1152	1152	2304	0
C05_SWAP_DEPTH_SCREEN	3	cartan_curvature	1536	0	336	1200	1536	0
C05_SWAP_DEPTH_SCREEN	3	metric_twojet	1536	0	0	1536	1536	0
C05_SWAP_DEPTH_SCREEN	3	phi_twojet	1536	0	0	1536	1536	0
C05_SWAP_DEPTH_SCREEN	3	ricci	1536	0	336	1200	1536	0
C05_SWAP_DEPTH_SCREEN	3	riemann	1536	0	336	1200	1536	0
C05_SWAP_DEPTH_SCREEN	3	scalar	1536	0	336	1200	1536	0
C05_SWAP_DEPTH_SCREEN	3	split_shear	1536	0	336	1200	1200	336
C05_SWAP_DEPTH_SCREEN	3	split_slot_twojet	1536	0	336	1200	1200	336
C05_SWAP_DEPTH_SCREEN	3	split_twist	1536	0	336	1200	1200	336
C05_SWAP_DEPTH_SCREEN	3	weyl	1536	0	336	1200	1536	0
C05_SWAP_DEPTH_SCREEN	4	cartan_curvature	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	4	metric_twojet	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	4	phi_twojet	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	4	ricci	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	4	riemann	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	4	scalar	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	4	split_shear	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	4	split_slot_twojet	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	4	split_twist	384	0	0	384	384	0
C05_SWAP_DEPTH_SCREEN	4	weyl	384	0	0	384	384	0
C06_SWAP_TIME_SCREEN	1	cartan_curvature	1536	0	1152	384	1536	0
C06_SWAP_TIME_SCREEN	1	metric_twojet	1536	0	1152	384	1536	0
C06_SWAP_TIME_SCREEN	1	phi_twojet	1536	0	384	1152	1536	0
C06_SWAP_TIME_SCREEN	1	ricci	1536	0	1152	384	1536	0
C06_SWAP_TIME_SCREEN	1	riemann	1536	0	1152	384	1536	0
C06_SWAP_TIME_SCREEN	1	scalar	1536	0	1152	384	1536	0
C06_SWAP_TIME_SCREEN	1	split_shear	0	1536	0	0	0	0
C06_SWAP_TIME_SCREEN	1	split_slot_twojet	0	1536	0	0	0	0
C06_SWAP_TIME_SCREEN	1	split_twist	0	1536	0	0	0	0
C06_SWAP_TIME_SCREEN	1	weyl	1536	0	1152	384	1536	0
C06_SWAP_TIME_SCREEN	2	cartan_curvature	2304	0	1152	1152	2304	0
C06_SWAP_TIME_SCREEN	2	metric_twojet	2304	0	384	1920	2304	0
C06_SWAP_TIME_SCREEN	2	phi_twojet	2304	0	0	2304	2304	0
C06_SWAP_TIME_SCREEN	2	ricci	2304	0	1152	1152	2304	0
C06_SWAP_TIME_SCREEN	2	riemann	2304	0	1152	1152	2304	0
C06_SWAP_TIME_SCREEN	2	scalar	2304	0	1152	1152	2304	0
C06_SWAP_TIME_SCREEN	2	split_shear	0	2304	0	0	0	0
C06_SWAP_TIME_SCREEN	2	split_slot_twojet	0	2304	0	0	0	0
C06_SWAP_TIME_SCREEN	2	split_twist	0	2304	0	0	0	0
C06_SWAP_TIME_SCREEN	2	weyl	2304	0	1152	1152	2304	0
C06_SWAP_TIME_SCREEN	3	cartan_curvature	1536	0	336	1200	1536	0
C06_SWAP_TIME_SCREEN	3	metric_twojet	1536	0	0	1536	1536	0
C06_SWAP_TIME_SCREEN	3	phi_twojet	1536	0	0	1536	1536	0
C06_SWAP_TIME_SCREEN	3	ricci	1536	0	336	1200	1536	0
C06_SWAP_TIME_SCREEN	3	riemann	1536	0	336	1200	1536	0
C06_SWAP_TIME_SCREEN	3	scalar	1536	0	336	1200	1536	0
C06_SWAP_TIME_SCREEN	3	split_shear	0	1536	0	0	0	0
C06_SWAP_TIME_SCREEN	3	split_slot_twojet	0	1536	0	0	0	0
C06_SWAP_TIME_SCREEN	3	split_twist	0	1536	0	0	0	0
C06_SWAP_TIME_SCREEN	3	weyl	1536	0	336	1200	1536	0
C06_SWAP_TIME_SCREEN	4	cartan_curvature	384	0	0	384	384	0
C06_SWAP_TIME_SCREEN	4	metric_twojet	384	0	0	384	384	0
C06_SWAP_TIME_SCREEN	4	phi_twojet	384	0	0	384	384	0
C06_SWAP_TIME_SCREEN	4	ricci	384	0	0	384	384	0
C06_SWAP_TIME_SCREEN	4	riemann	384	0	0	384	384	0
C06_SWAP_TIME_SCREEN	4	scalar	384	0	0	384	384	0
C06_SWAP_TIME_SCREEN	4	split_shear	0	384	0	0	0	0
C06_SWAP_TIME_SCREEN	4	split_slot_twojet	0	384	0	0	0	0
C06_SWAP_TIME_SCREEN	4	split_twist	0	384	0	0	0	0
C06_SWAP_TIME_SCREEN	4	weyl	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	1	cartan_curvature	1536	0	1152	384	1536	0
F01_CONSTANT_BASE_BOOST	1	metric_twojet	1536	0	1152	384	1536	0
F01_CONSTANT_BASE_BOOST	1	phi_twojet	1536	0	384	1152	1536	0
F01_CONSTANT_BASE_BOOST	1	ricci	1536	0	1152	384	1536	0
F01_CONSTANT_BASE_BOOST	1	riemann	1536	0	1152	384	1536	0
F01_CONSTANT_BASE_BOOST	1	scalar	1536	0	1152	384	1536	0
F01_CONSTANT_BASE_BOOST	1	split_shear	1536	0	768	768	1536	0
F01_CONSTANT_BASE_BOOST	1	split_slot_twojet	1536	0	1152	384	1536	0
F01_CONSTANT_BASE_BOOST	1	split_twist	1536	0	384	1152	1536	0
F01_CONSTANT_BASE_BOOST	1	weyl	1536	0	1152	384	1536	0
F01_CONSTANT_BASE_BOOST	2	cartan_curvature	2304	0	1152	1152	2304	0
F01_CONSTANT_BASE_BOOST	2	metric_twojet	2304	0	384	1920	2304	0
F01_CONSTANT_BASE_BOOST	2	phi_twojet	2304	0	0	2304	2304	0
F01_CONSTANT_BASE_BOOST	2	ricci	2304	0	1152	1152	2304	0
F01_CONSTANT_BASE_BOOST	2	riemann	2304	0	1152	1152	2304	0
F01_CONSTANT_BASE_BOOST	2	scalar	2304	0	1152	1152	2304	0
F01_CONSTANT_BASE_BOOST	2	split_shear	2304	0	336	1968	2304	0
F01_CONSTANT_BASE_BOOST	2	split_slot_twojet	2304	0	0	2304	2304	0
F01_CONSTANT_BASE_BOOST	2	split_twist	2304	0	0	2304	2304	0
F01_CONSTANT_BASE_BOOST	2	weyl	2304	0	1152	1152	2304	0
F01_CONSTANT_BASE_BOOST	3	cartan_curvature	1536	0	336	1200	1536	0
F01_CONSTANT_BASE_BOOST	3	metric_twojet	1536	0	0	1536	1536	0
F01_CONSTANT_BASE_BOOST	3	phi_twojet	1536	0	0	1536	1536	0
F01_CONSTANT_BASE_BOOST	3	ricci	1536	0	336	1200	1536	0
F01_CONSTANT_BASE_BOOST	3	riemann	1536	0	336	1200	1536	0
F01_CONSTANT_BASE_BOOST	3	scalar	1536	0	336	1200	1536	0
F01_CONSTANT_BASE_BOOST	3	split_shear	1536	0	0	1536	1536	0
F01_CONSTANT_BASE_BOOST	3	split_slot_twojet	1536	0	0	1536	1536	0
F01_CONSTANT_BASE_BOOST	3	split_twist	1536	0	0	1536	1536	0
F01_CONSTANT_BASE_BOOST	3	weyl	1536	0	336	1200	1536	0
F01_CONSTANT_BASE_BOOST	4	cartan_curvature	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	4	metric_twojet	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	4	phi_twojet	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	4	ricci	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	4	riemann	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	4	scalar	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	4	split_shear	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	4	split_slot_twojet	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	4	split_twist	384	0	0	384	384	0
F01_CONSTANT_BASE_BOOST	4	weyl	384	0	0	384	384	0
F02_LOCAL_BASE_BOOST	1	cartan_curvature	1536	0	1152	384	1536	0
F02_LOCAL_BASE_BOOST	1	metric_twojet	1536	0	1152	384	1536	0
F02_LOCAL_BASE_BOOST	1	phi_twojet	1536	0	384	1152	1536	0
F02_LOCAL_BASE_BOOST	1	ricci	1536	0	1152	384	1536	0
F02_LOCAL_BASE_BOOST	1	riemann	1536	0	1152	384	1536	0
F02_LOCAL_BASE_BOOST	1	scalar	1536	0	1152	384	1536	0
F02_LOCAL_BASE_BOOST	1	split_shear	1536	0	768	768	1536	0
F02_LOCAL_BASE_BOOST	1	split_slot_twojet	1536	0	1152	384	1536	0
F02_LOCAL_BASE_BOOST	1	split_twist	1536	0	384	1152	1536	0
F02_LOCAL_BASE_BOOST	1	weyl	1536	0	1152	384	1536	0
F02_LOCAL_BASE_BOOST	2	cartan_curvature	2304	0	1152	1152	2304	0
F02_LOCAL_BASE_BOOST	2	metric_twojet	2304	0	384	1920	2304	0
F02_LOCAL_BASE_BOOST	2	phi_twojet	2304	0	0	2304	2304	0
F02_LOCAL_BASE_BOOST	2	ricci	2304	0	1152	1152	2304	0
F02_LOCAL_BASE_BOOST	2	riemann	2304	0	1152	1152	2304	0
F02_LOCAL_BASE_BOOST	2	scalar	2304	0	1152	1152	2304	0
F02_LOCAL_BASE_BOOST	2	split_shear	2304	0	336	1968	2304	0
F02_LOCAL_BASE_BOOST	2	split_slot_twojet	2304	0	0	2304	2304	0
F02_LOCAL_BASE_BOOST	2	split_twist	2304	0	0	2304	2304	0
F02_LOCAL_BASE_BOOST	2	weyl	2304	0	1152	1152	2304	0
F02_LOCAL_BASE_BOOST	3	cartan_curvature	1536	0	336	1200	1536	0
F02_LOCAL_BASE_BOOST	3	metric_twojet	1536	0	0	1536	1536	0
F02_LOCAL_BASE_BOOST	3	phi_twojet	1536	0	0	1536	1536	0
F02_LOCAL_BASE_BOOST	3	ricci	1536	0	336	1200	1536	0
F02_LOCAL_BASE_BOOST	3	riemann	1536	0	336	1200	1536	0
F02_LOCAL_BASE_BOOST	3	scalar	1536	0	336	1200	1536	0
F02_LOCAL_BASE_BOOST	3	split_shear	1536	0	0	1536	1536	0
F02_LOCAL_BASE_BOOST	3	split_slot_twojet	1536	0	0	1536	1536	0
F02_LOCAL_BASE_BOOST	3	split_twist	1536	0	0	1536	1536	0
F02_LOCAL_BASE_BOOST	3	weyl	1536	0	336	1200	1536	0
F02_LOCAL_BASE_BOOST	4	cartan_curvature	384	0	0	384	384	0
F02_LOCAL_BASE_BOOST	4	metric_twojet	384	0	0	384	384	0
F02_LOCAL_BASE_BOOST	4	phi_twojet	384	0	0	384	384	0
