branch_id	stable_identity	axis_id	disposition	scope_caveat	evidence
R13	Q01_ROUND_S3_B19	D02	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S05::R13
R13	Q01_ROUND_S3_B19	D03	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R13
R13	Q01_ROUND_S3_B19	D04	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S05::R13;S08::R13
R13	Q01_ROUND_S3_B19	D05	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R13;S08::R13
R13	Q01_ROUND_S3_B19	D06	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R13;S08::R13
R13	Q01_ROUND_S3_B19	D07	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S05::R13;S08::R13
R13	Q01_ROUND_S3_B19	D08	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R13;S08::R13
R13	Q01_ROUND_S3_B19	D09	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S03::R13/A03;S18::M02
R13	Q01_ROUND_S3_B19	D10	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S02::R13;S05::R13
R14	Q02_SQUASHED_S3_OFF_SHELL	D01	OWNED_EXACT	Exact only in the declared branch-scoped object named by the evidence.	S04::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	D02	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S05::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	D03	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	D04	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S05::R14;S08::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	D05	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R14;S08::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	D06	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R14;S08::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	D07	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S05::R14;S08::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	D08	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R14;S08::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	D09	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S03::R14/A03;S18::M02
R14	Q02_SQUASHED_S3_OFF_SHELL	D10	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S02::R14;S05::R14
R15	Q03_WRL_LOCAL	D01	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S04::R15
R15	Q03_WRL_LOCAL	D02	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S05::R15
R15	Q03_WRL_LOCAL	D03	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R15
R15	Q03_WRL_LOCAL	D04	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R15;S08::R15
R15	Q03_WRL_LOCAL	D05	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R15;S08::R15
R15	Q03_WRL_LOCAL	D06	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R15;S08::R15
R15	Q03_WRL_LOCAL	D07	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R15;S08::R15
R15	Q03_WRL_LOCAL	D08	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R15;S08::R15
R15	Q03_WRL_LOCAL	D09	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S03::R15/A03;S18::M02
R15	Q03_WRL_LOCAL	D10	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S02::R15;S05::R15
R16	Q04_PHYSICAL_XMAX_JOIN	D01	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S04::R16
R16	Q04_PHYSICAL_XMAX_JOIN	D02	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R16
R16	Q04_PHYSICAL_XMAX_JOIN	D03	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R16
R16	Q04_PHYSICAL_XMAX_JOIN	D04	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R16;S08::R16
R16	Q04_PHYSICAL_XMAX_JOIN	D05	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R16;S08::R16
R16	Q04_PHYSICAL_XMAX_JOIN	D06	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R16;S08::R16
R16	Q04_PHYSICAL_XMAX_JOIN	D07	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R16;S08::R16
R16	Q04_PHYSICAL_XMAX_JOIN	D08	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R16;S08::R16
R16	Q04_PHYSICAL_XMAX_JOIN	D09	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S03::R16/A03;S18::M02
R16	Q04_PHYSICAL_XMAX_JOIN	D10	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S02::R16;S05::R16
R17	W01_TWISTED_RECIPROCAL_S3	D01	OWNED_EXACT	Exact only in the declared branch-scoped object named by the evidence.	S04::R17
R17	W01_TWISTED_RECIPROCAL_S3	D02	OWNED_EXACT	The owned foliation is a family of Hopf-cylinder leaves; no one physical leaf is selected.	S05::R17;S13::C01-C05;S14
R17	W01_TWISTED_RECIPROCAL_S3	D03	OWNED_EXACT	Global on the regular supplied stationary R17 configuration, not across excluded degeneracies or time-live branches.	S05::R17;S13::C01-C05;S14
R17	W01_TWISTED_RECIPROCAL_S3	D04	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R17;S08::R17;S15;S16
R17	W01_TWISTED_RECIPROCAL_S3	D05	OWNED_EXACT	The metric owns the full SO(2) alignment bitorsor and its representative-free balanced composition; one calibration representative remains unselected.	S05::R17;S08::R17;S10::C01-C06;S11::M01-M12;S12
R17	W01_TWISTED_RECIPROCAL_S3	D06	OPEN_OWNER	Projector alignment composes, but calibration-density reset and one representative remain open.	S05::R17;S08::R17;S10::C01-C06;S11::M01-M12;S12
R17	W01_TWISTED_RECIPROCAL_S3	D07	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R17;S08::R17;S15;S16
R17	W01_TWISTED_RECIPROCAL_S3	D08	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R17;S08::R17;S15;S16
R17	W01_TWISTED_RECIPROCAL_S3	D09	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S03::R17/A03;S18::M02
R17	W01_TWISTED_RECIPROCAL_S3	D10	OPEN_OWNER	Surface, path functor, and terminal readout are partial links; the physical query/path/reset selector remains open.	S02::R17;S05::R17
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D01	OWNED_EXACT	Exact only in the declared branch-scoped object named by the evidence.	S04::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D02	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D03	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D04	OWNED_EXACT	Exact only for the one shared Killing clock state; no intrinsic ruler or complete pair flag is owned.	S05::R18;S08::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D05	OWNED_EXACT	The shared middle object is the clock line only.	S05::R18;S08::R18
