candidate_id	path	source_ref	git_blob	sha256	size
E11	udt_p4_timelive_stage_T1_2026-07-31/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_p4_timelive_stage_T1_2026-07-31/AUDIT_REPORT.md	1af2d0e1254d0e9a1624ec6e666f8c309c1a9abf	01862b94cb823c3fccd408d078111392bedaba5259ce2dc663eecfd590c1392a	15520
E12	udt_p4_timelive_stage_T2_2026-07-31/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_p4_timelive_stage_T2_2026-07-31/AUDIT_REPORT.md	2fa68b8e132802e899adc299676726d29442b061	a69cb03d58a131d106cdea535c0eaa575a52f9c1bd99ce8327d0f666db3e7373	14867
E13	udt_p4_timelive_stage_T3_2026-07-31/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_p4_timelive_stage_T3_2026-07-31/AUDIT_REPORT.md	22e290ffc6ba81c14ec351bbb57d302a57406fa2	13ca285bd8497f326e1ae16a34cc9db51debc7da817f467e7ab4f0a13a12142e	15357
E14	udt_bao_origin_D2_timelive_transfer_2026-08-08/DERIVATION_NOTES.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_bao_origin_D2_timelive_transfer_2026-08-08/DERIVATION_NOTES.md	50138861affd596d81f3bec94c5b13e3b59d2ae2	f5512844a68b3c431ff405894bbeb8f94ade6b0e33260aea6e464b4201e9188c	33760
E15	udt_timelive_depth_cocycle_probe_2026-08-05/DERIVATION_NOTES.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_timelive_depth_cocycle_probe_2026-08-05/DERIVATION_NOTES.md	69c41800acc021204a7c58ec0b205a9a4f7c9a64	e65ac110458776b4dd437ec3cc56905a1850ee2a0dc4f4369808ee9e9cd1996a	9529
E16	udt_timelive_nonlocal_copresence_2026-08-06/MAP_AND_PROBE1.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_timelive_nonlocal_copresence_2026-08-06/MAP_AND_PROBE1.md	57e26e49328279a908c710db12bb9c9e95a50ad6	b69fddbaef255f6792466dd98c746b315b1025b8d4f223013677f7dacd777a88	7112
E17	udt_vary_phi_not_metric_probe_2026-08-06/DERIVATION_NOTES_ceff_reciprocal.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_vary_phi_not_metric_probe_2026-08-06/DERIVATION_NOTES_ceff_reciprocal.md	e6e52168772aa9f28d2eb96fa1fedeb3c59023b3	04037fb160262e94eb6f2aa8cf41c56aa24de8b6d39712a9ab7ca530c71fae91	5628
E18	udt_factorized_whole_spacetime_skeleton_2026-08-04/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_factorized_whole_spacetime_skeleton_2026-08-04/AUDIT_REPORT.md	dcb6e95fb7cf00175f2de7ae2afdac70006dfb45	8a56d5ca8a73069e17eaa69fac5c134bddf07e8db9ab37af40787de06f89761b	7285
E19	udt_complete_coframe_extension_solvability_audit_2026-08-04/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_complete_coframe_extension_solvability_audit_2026-08-04/AUDIT_REPORT.md	b1957db9eadd6bec4bf563bf2493f74d013bdee6	14a936317d1559d55494717fddde408e2c8c334dc793879e579db6a0987eced9	5521
E20	udt_full_coframe_response_selection_audit_2026-08-04/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_full_coframe_response_selection_audit_2026-08-04/AUDIT_REPORT.md	834128e0ac9ad5605629eac7649bce0711f073b9	aefdacb0527e965298d7f0404fef32b1854145686ad139da8d127ae0ba5dbe0d	5925
E21	udt_joint_realization_closure_audit_2026-08-01/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_joint_realization_closure_audit_2026-08-01/AUDIT_REPORT.md	2b7d3b8e710379ee1981bd627a04de22a62819e9	9fa6113a0546c4ac8a36cb19d5352a9dfe8f67bb3b90df7574b88e08727a20e4	5488
E22	udt_bootstrap_closure_ownership_audit_2026-08-01/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_bootstrap_closure_ownership_audit_2026-08-01/AUDIT_REPORT.md	951fe65d059ef5fa0095ddc0d7e34526909fba9c	25e98f0d6c8022045b9b6b8aceb33bbbe7910c0f411ee094b5a1f033e2e914bd	4713
E23	udt_bootstrap_projector_admissibility_interface_2026-08-01/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_bootstrap_projector_admissibility_interface_2026-08-01/AUDIT_REPORT.md	7ea3f60776989e9f370c1280597f5ac0e62fa013	71ed44e3ad0eb2e28766393f75771d55a1c6fa1731b3656c19c7ee435ed74a0f	3025
E24	udt_bootstrap_to_local_response_map_audit_2026-07-25/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_bootstrap_to_local_response_map_audit_2026-07-25/AUDIT_REPORT.md	f0ba8074128702ebb45e5b7eb79ee8bdb6bba37f	38b697ee11a2873b8ff8bd9ba4f9940d98a70c2053a6e4440d4b925c491fa92e	8275
E25	udt_global_local_relational_closure_audit_2026-07-25/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_global_local_relational_closure_audit_2026-07-25/AUDIT_REPORT.md	deefa2dd350e892a0fd80fa90b7835df792f1ad9	61c0f3301d3b9f1105611efc23d81a8c58cb96f855745757dafaba29c8aba0cd	8153
E26	udt_dynamics_branch_ruling_p04_2026-07-21/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_dynamics_branch_ruling_p04_2026-07-21/AUDIT_REPORT.md	9114193e4193986a800221413d5e167ad2abecca	a3ac03714a70e1959dca65bbef5baeff4eed42367fe3765c3fc6791b4c989576	4770
E27	udt_complete_coframe_native_selector_audit_2026-07-26/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_complete_coframe_native_selector_audit_2026-07-26/AUDIT_REPORT.md	fed10038348e7bb06d3074a852b586504ed8798a	260979d6e5449844c5ed4676f3cebc331934dfa17d9df3e92f6fabeb86ada507	5108
E28	udt_basic_vs_universal_query_residual_audit_2026-08-04/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_basic_vs_universal_query_residual_audit_2026-08-04/AUDIT_REPORT.md	3fa13aef1b4b93e706d736dfeaca9978f1d260d8	3b5d6e96148306d7bf3575961d4a5dba3fb1aee7b03b31f50033dee1556613e6	4056
E29	udt_r17_stationary_local_one_form_selection_audit_2026-08-10/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_r17_stationary_local_one_form_selection_audit_2026-08-10/AUDIT_REPORT.md	664c93bc230f066d8e77b1f3711b5a5a19d6f44f	b0d2d14c6353f88da85663d2d41b4dfb1ac0e9bb9a6c014c2adae7a315f40271	3315
E30	udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/AUDIT_REPORT.md	851d14e4d5dfdbd3176cc8ed1dcbeff7033a8a86	c87561e10fe90b1a4df173e95175ddceb78681314e72c0838f9a15cfa0814fe0	3339
E31	udt_global_descent_pair_surface_reset_ownership_audit_2026-08-10/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_global_descent_pair_surface_reset_ownership_audit_2026-08-10/AUDIT_REPORT.md	a8fdda9fffcb338d71aa594024969bf3ee632607	e3be03f76e6475bb589659a3407778455918f5143bf99bd683d91ea62357ecd9	3052
E32	udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/AUDIT_REPORT.md	3ada271211510ff85b5edf5a273aa9843b807855	27092f2cc077fc3a639355abb6cde258f49175b277809a4ae166fde9113396a2	4039
E33	udt_cmb_N01_C1_harmonic_coupling_matrix_atlas_2026-08-09/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_cmb_N01_C1_harmonic_coupling_matrix_atlas_2026-08-09/AUDIT_REPORT.md	72f109bcaaaccad9acd04eead78165d6c48f81c0	a81155f315c174b17968f10060148bacb03ccbbca3d6b7badfc5093f0074fc97	2250
E34	native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290
E35	udt_scientific_arc_recovery_checkpoint_2026-08-04/MASS_BRANCH_AUTHORITY_MAP.tsv	3edcad2592e8e4053e88a1e7f646cb9d8a660871:udt_scientific_arc_recovery_checkpoint_2026-08-04/MASS_BRANCH_AUTHORITY_MAP.tsv	2b3be2ec37b3e0e7bb22eb51e2dc2da4fe42091e	1483331ab0e00bc6f800589edaaf56fff7c670a75292e49a05adc9935a063bdf	2824
E36	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	3edcad2592e8e4053e88a1e7f646cb9d8a660871:angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110
