target_mask	target_integer	ensemble_order	target_ensembles	payload	vectors	components	span_rank	max_possible_rank	largest_singular	min_retained_singular	max_discarded_singular	rank_status	rank_threshold	coordinate_chart_diagnostic	physical_dof_claimed
M2	2	1	ANGULAR_SCREEN_BLOCK	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	slot_twojet	384	210	0	210	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	metric_twojet	384	336	0	336	5.136365784096776e-16	0.0	5.136365784096776e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	riemann	384	256	19	256	0.45923897053121737	0.00889752386400774	5.331747509450897e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	weyl	384	256	19	256	0.4433421769155598	0.012025555204764752	5.920003322317684e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	ricci	384	16	10	16	0.33419391638713947	0.07184954393052924	2.0502277259681687e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	scalar	384	1	1	1	0.6143752697947368	0.6143752697947368	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M4	4	1	SHIFT_CONNECTION_BLOCK	slot_twojet	384	210	32	210	2.3468209836312917	0.007053982920209924	1.182528925361612e-15	NUMERIC_CLASSIFIED	1e-09	YES	NO
M4	4	1	SHIFT_CONNECTION_BLOCK	metric_twojet	384	336	77	336	4.219257880029305	0.0012036706937339331	2.5710709312835753e-15	NUMERIC_CLASSIFIED	1e-09	YES	NO
M4	4	1	SHIFT_CONNECTION_BLOCK	riemann	384	256	20	256	3.494936797939561	0.18265600819377312	2.075366848076703e-15	NUMERIC_CLASSIFIED	1e-09	YES	NO
M4	4	1	SHIFT_CONNECTION_BLOCK	weyl	384	256	20	256	2.889091239773949	0.0025608481818122915	1.4721025392166534e-15	NUMERIC_CLASSIFIED	1e-09	YES	NO
M4	4	1	SHIFT_CONNECTION_BLOCK	ricci	384	16	10	16	1.6859021306194204	0.2935538751415152	2.4241003775288994e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M4	4	1	SHIFT_CONNECTION_BLOCK	scalar	384	1	1	1	2.533505169771054	2.533505169771054	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M4	4	1	SHIFT_CONNECTION_BLOCK	shear	384	6	4	6	1.079519165433648	0.7061733652085118	2.1995016926914182e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M4	4	1	SHIFT_CONNECTION_BLOCK	twist	384	2	2	2	1.9597600861402107	1.2167003464525195	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M4	4	1	SHIFT_CONNECTION_BLOCK	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	slot_twojet	384	210	0	210	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	metric_twojet	384	336	0	336	3.8464537045892693e-16	0.0	3.8464537045892693e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	riemann	384	256	20	256	0.5290109876722017	0.020650767114074355	5.392366035337768e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	weyl	384	256	20	256	0.40004321783438285	0.0037145270728080435	5.51966542576266e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	ricci	384	16	10	16	0.37160201451574865	0.08718881244165154	2.0456193751876898e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	scalar	384	1	1	1	0.6202051992526721	0.6202051992526721	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	slot_twojet	384	210	0	210	2.4161902126951447e-17	0.0	2.4161902126951447e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	metric_twojet	384	336	105	336	1.4507622234848223	9.598263363003653e-05	3.9543021118800077e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	riemann	384	256	20	256	1.1009026625408262	0.05359474922301321	6.738989494962931e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	weyl	384	256	20	256	0.9056292065511826	0.006511684331364992	6.320307808702012e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	ricci	384	16	10	16	0.5531309047654288	0.11639528552031722	2.0387489073889493e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	scalar	384	1	1	1	0.7641606987404773	0.7641606987404773	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	shear	384	6	6	6	0.10066636080924148	0.028366199179217857	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	slot_twojet	384	210	0	210	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	metric_twojet	384	336	0	336	7.864299313043143e-16	0.0	7.864299313043143e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	riemann	384	256	20	256	0.05894712712852983	0.009650717130035224	8.850744594107346e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	weyl	384	256	20	256	0.057793056472767744	0.004541943768669733	9.340510292794727e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	ricci	384	16	10	16	0.050983236397210405	0.007993755951404944	3.72971897116824e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	scalar	384	1	1	1	0.05501609857115337	0.05501609857115337	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M8	8	1	PHI_FIELD	slot_twojet	384	210	0	210	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M8	8	1	PHI_FIELD	metric_twojet	384	336	0	336	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M8	8	1	PHI_FIELD	riemann	384	256	0	256	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M8	8	1	PHI_FIELD	weyl	384	256	0	256	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M8	8	1	PHI_FIELD	ricci	384	16	0	16	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M8	8	1	PHI_FIELD	scalar	384	1	0	1	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M8	8	1	PHI_FIELD	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M8	8	1	PHI_FIELD	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M8	8	1	PHI_FIELD	phi_twojet	384	21	8	21	1.7161377571239698	0.01383970656626833	7.607641706784342e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
M9	9	2	BASE_BLOCK;PHI_FIELD	slot_twojet	384	210	0	210	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M9	9	2	BASE_BLOCK;PHI_FIELD	metric_twojet	384	336	0	336	2.9439233600320786e-17	0.0	2.9439233600320786e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
M9	9	2	BASE_BLOCK;PHI_FIELD	riemann	384	256	0	256	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M9	9	2	BASE_BLOCK;PHI_FIELD	weyl	384	256	0	256	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M9	9	2	BASE_BLOCK;PHI_FIELD	ricci	384	16	0	16	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M9	9	2	BASE_BLOCK;PHI_FIELD	scalar	384	1	0	1	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M9	9	2	BASE_BLOCK;PHI_FIELD	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M9	9	2	BASE_BLOCK;PHI_FIELD	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
M9	9	2	BASE_BLOCK;PHI_FIELD	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	slot_twojet	384	210	0	210	2.4161902126951447e-17	0.0	2.4161902126951447e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	metric_twojet	384	336	0	336	3.417008968066607e-17	0.0	3.417008968066607e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	riemann	384	256	0	256	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	weyl	384	256	0	256	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	ricci	384	16	0	16	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	scalar	384	1	0	1	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	slot_twojet	384	210	0	210	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	metric_twojet	384	336	0	336	3.143555306402655e-16	0.0	3.143555306402655e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	riemann	384	256	0	256	1.550375266893009e-16	0.0	1.550375266893009e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	weyl	384	256	0	256	8.373139271396164e-17	0.0	8.373139271396164e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	ricci	384	16	0	16	1.4868362358521243e-16	0.0	1.4868362358521243e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	scalar	384	1	0	1	2.1778207948789954e-16	0.0	2.1778207948789954e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	slot_twojet	384	210	0	210	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	metric_twojet	384	336	0	336	3.3209875334236094e-17	0.0	3.3209875334236094e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	riemann	384	256	0	256	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	weyl	384	256	0	256	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	ricci	384	16	0	16	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	scalar	384	1	0	1	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	slot_twojet	384	210	0	210	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	metric_twojet	384	336	0	336	3.1401849173675503e-16	0.0	3.1401849173675503e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	riemann	384	256	0	256	1.4383511105235542e-16	0.0	1.4383511105235542e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	weyl	384	256	0	256	8.493317140799887e-17	0.0	8.493317140799887e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	ricci	384	16	0	16	1.169763272053911e-16	0.0	1.169763272053911e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	scalar	384	1	0	1	1.7560594694295396e-16	0.0	1.7560594694295396e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	slot_twojet	384	210	0	210	6.364331397947003e-17	0.0	6.364331397947003e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	metric_twojet	384	336	0	336	1.810875299219696e-16	0.0	1.810875299219696e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	riemann	384	256	0	256	1.4586034446894328e-16	0.0	1.4586034446894328e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	weyl	384	256	0	256	8.493538207121633e-17	0.0	8.493538207121633e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	ricci	384	16	0	16	1.2672100354784188e-16	0.0	1.2672100354784188e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	scalar	384	1	0	1	2.523176763590825e-16	0.0	2.523176763590825e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	shear	384	6	0	6	8.407112004040028e-17	0.0	8.407112004040028e-17	NUMERIC_CLASSIFIED	1e-09	YES	NO
ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	slot_twojet	384	210	0	210	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	metric_twojet	384	336	0	336	4.970174242994453e-16	0.0	4.970174242994453e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	riemann	384	256	0	256	2.0311438867403108e-16	0.0	2.0311438867403108e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	weyl	384	256	0	256	1.264134209065623e-16	0.0	1.264134209065623e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	ricci	384	16	0	16	1.6441273269521457e-16	0.0	1.6441273269521457e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	scalar	384	1	0	1	3.368145551662946e-16	0.0	3.368145551662946e-16	NUMERIC_CLASSIFIED	1e-09	YES	NO
MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	shear	384	6	0	6	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	twist	384	2	0	2	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	phi_twojet	384	21	0	21	0.0	0.0	0.0	NUMERIC_CLASSIFIED	1e-09	YES	NO
