target_mask	target_integer	ensemble_order	payload	active_rows	inactive_rows	uncertain_rows	min_active_max_abs	max_inactive_max_abs	max_observed_abs	activity_threshold
MB	11	3	weyl	0	384	0	0.0	2.7755575615628914e-17	2.7755575615628914e-17	1e-09
MB	11	3	ricci	0	384	0	0.0	5.551115123125783e-17	5.551115123125783e-17	1e-09
MB	11	3	scalar	0	384	0	0.0	5.551115123125783e-17	5.551115123125783e-17	1e-09
MB	11	3	shear	0	384	0	0.0	0.0	0.0	1e-09
MB	11	3	twist	0	384	0	0.0	0.0	0.0	1e-09
MB	11	3	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
MC	12	2	slot_twojet	0	384	0	0.0	0.0	0.0	1e-09
MC	12	2	metric_twojet	0	384	0	0.0	6.938893903907228e-18	6.938893903907228e-18	1e-09
MC	12	2	riemann	0	384	0	0.0	0.0	0.0	1e-09
MC	12	2	weyl	0	384	0	0.0	0.0	0.0	1e-09
MC	12	2	ricci	0	384	0	0.0	0.0	0.0	1e-09
MC	12	2	scalar	0	384	0	0.0	0.0	0.0	1e-09
MC	12	2	shear	0	384	0	0.0	0.0	0.0	1e-09
MC	12	2	twist	0	384	0	0.0	0.0	0.0	1e-09
MC	12	2	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
MD	13	3	slot_twojet	0	384	0	0.0	0.0	0.0	1e-09
MD	13	3	metric_twojet	0	384	0	0.0	2.220446049250313e-16	2.220446049250313e-16	1e-09
MD	13	3	riemann	0	384	0	0.0	2.7755575615628914e-17	2.7755575615628914e-17	1e-09
MD	13	3	weyl	0	384	0	0.0	1.3877787807814457e-17	1.3877787807814457e-17	1e-09
MD	13	3	ricci	0	384	0	0.0	5.551115123125783e-17	5.551115123125783e-17	1e-09
MD	13	3	scalar	0	384	0	0.0	5.551115123125783e-17	5.551115123125783e-17	1e-09
MD	13	3	shear	0	384	0	0.0	0.0	0.0	1e-09
MD	13	3	twist	0	384	0	0.0	0.0	0.0	1e-09
MD	13	3	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
ME	14	3	slot_twojet	0	384	0	0.0	2.0816681711721685e-17	2.0816681711721685e-17	1e-09
ME	14	3	metric_twojet	0	384	0	0.0	2.7755575615628914e-17	2.7755575615628914e-17	1e-09
ME	14	3	riemann	0	384	0	0.0	2.7755575615628914e-17	2.7755575615628914e-17	1e-09
ME	14	3	weyl	0	384	0	0.0	2.7755575615628914e-17	2.7755575615628914e-17	1e-09
ME	14	3	ricci	0	384	0	0.0	5.551115123125783e-17	5.551115123125783e-17	1e-09
ME	14	3	scalar	0	384	0	0.0	1.1102230246251565e-16	1.1102230246251565e-16	1e-09
ME	14	3	shear	0	384	0	0.0	2.7755575615628914e-17	2.7755575615628914e-17	1e-09
ME	14	3	twist	0	384	0	0.0	0.0	0.0	1e-09
ME	14	3	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
MF	15	4	slot_twojet	0	384	0	0.0	0.0	0.0	1e-09
MF	15	4	metric_twojet	0	384	0	0.0	2.220446049250313e-16	2.220446049250313e-16	1e-09
MF	15	4	riemann	0	384	0	0.0	2.7755575615628914e-17	2.7755575615628914e-17	1e-09
MF	15	4	weyl	0	384	0	0.0	2.7755575615628914e-17	2.7755575615628914e-17	1e-09
MF	15	4	ricci	0	384	0	0.0	5.551115123125783e-17	5.551115123125783e-17	1e-09
MF	15	4	scalar	0	384	0	0.0	1.1102230246251565e-16	1.1102230246251565e-16	1e-09
MF	15	4	shear	0	384	0	0.0	0.0	0.0	1e-09
MF	15	4	twist	0	384	0	0.0	0.0	0.0	1e-09
MF	15	4	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
