original_path	current_path	primary_owner	artifact_type	fixed_base_blob_oid	fixed_base_sha256	recommended_destination	migration_readiness
cascade_bv15_x1_validate.py	cascade_bv15_x1_validate.py	LEGACY_FROZEN	PYTHON	cabc88a31618e58d0cfc58b3bdccaed150045aa5	3c2468a6231d0789903d55a628a404f22cf8c1b5a2b4e0af5695526ca0c7af4b	archive/pre_2026-07-01/cascade_bv15_x1_validate.py	MOVE_READY
cascade_bv15_x2_anatomy.py	cascade_bv15_x2_anatomy.py	LEGACY_FROZEN	PYTHON	228d1cf16e283852272cec20a680f0a08681460e	b142261c6c2e8339b86f5aa2e043b49db5c183a3480c3e0ad2ad6cdb16990c4e	archive/pre_2026-07-01/cascade_bv15_x2_anatomy.py	MOVE_READY
cascade_bv15_x3_c2.py	cascade_bv15_x3_c2.py	LEGACY_FROZEN	PYTHON	ae11be2aafadc3f23c002f4c99c440b8b147d0fc	845b9c3d48165b1eb96c18b59ffb1aea5248f5b05997ed37d79a45cf149b6d26	archive/pre_2026-07-01/cascade_bv15_x3_c2.py	MOVE_READY
cascade_bv16_cas.py	cascade_bv16_cas.py	LEGACY_FROZEN	PYTHON	04f056bb1d5f48f9258d29634a12effe9b6a3630	e972965c24eefaf42324fd8565c8582e8e2ea79f81671ce5e5cd9c2e79e79d99	archive/pre_2026-07-01/cascade_bv16_cas.py	MOVE_READY
cascade_bv5_c1_scan.py	cascade_bv5_c1_scan.py	LEGACY_FROZEN	PYTHON	c161d2ee471dd3640a149663e54b8032a05d5399	08d88215cda22580292c37667e0577ec05bc1336e05588538e5cb3b4ad64490c	archive/pre_2026-07-01/cascade_bv5_c1_scan.py	MOVE_READY
cascade_bv5_c1c2c3_roots.py	cascade_bv5_c1c2c3_roots.py	LEGACY_FROZEN	PYTHON	094e43c213b8ab78e496d9f9923972248f7feccd	3e981900f10aac3b0c703d1abeb6be15d8d852b0f070f4fea3e7dde05d799779	archive/pre_2026-07-01/cascade_bv5_c1c2c3_roots.py	MOVE_READY
cascade_bv5_c4_bigN.py	cascade_bv5_c4_bigN.py	LEGACY_FROZEN	PYTHON	93be98d87b9d29159f140024bbc475a0eeab9c0b	ff1d78200120bd54b522b2c8e632a2b2bb40a575885f45d3f8a765d559fdf2a8	archive/pre_2026-07-01/cascade_bv5_c4_bigN.py	MOVE_READY
cascade_bv5_c4_floor_audit.py	cascade_bv5_c4_floor_audit.py	LEGACY_FROZEN	PYTHON	6c10288ddee37f5210cec7e89596dcaa469ad864	722daa76fa18dffbf798dd4e0ec4df0c3176216b1b7f82e3cc4cb343375b7d73	archive/pre_2026-07-01/cascade_bv5_c4_floor_audit.py	MOVE_READY
cascade_bv5_c5_stuck.py	cascade_bv5_c5_stuck.py	LEGACY_FROZEN	PYTHON	9538a28f9cd7e9505c51a2a87f1f5e46a0bba673	f0e4439550bf5fecd7c9f1a66ec2d34bdfd26f30e98011fb8e3d0832a2697ff9	archive/pre_2026-07-01/cascade_bv5_c5_stuck.py	MOVE_READY
cascade_bv5_common.py	cascade_bv5_common.py	LEGACY_FROZEN	PYTHON	c14daf78968c57cce21025f8095dddb3a642e213	8461a3636af48997406baee8e0a3168f9c35e6fbecc8eb2c98d7c19fab2291fb	archive/pre_2026-07-01/cascade_bv5_common.py	MOVE_READY
cascade_bv6_c1_refine.py	cascade_bv6_c1_refine.py	LEGACY_FROZEN	PYTHON	d2b68ecf16aadccc81c152c0faba5fff9a526b85	f4a21e3798cb4673e9a1ddcdf20598f34c6045f24e0977a6e6fe27a701c85350	archive/pre_2026-07-01/cascade_bv6_c1_refine.py	MOVE_READY
cascade_bv6_c1_sweep.py	cascade_bv6_c1_sweep.py	LEGACY_FROZEN	PYTHON	30f51612818110459a716aab5a2808cac4bf65f9	25b34bbe68d26d45d6a0347df0120248d317a8055eb58fdcbaedf82c34d242f3	archive/pre_2026-07-01/cascade_bv6_c1_sweep.py	MOVE_READY
cascade_bv6_probe.py	cascade_bv6_probe.py	LEGACY_FROZEN	PYTHON	6b3c480e4df5ae229bddbaab3eb46ded844eeaa3	9397c560a252a397dc683c6abc8355de4a0052016d976aa373548703a877fc85	archive/pre_2026-07-01/cascade_bv6_probe.py	MOVE_READY
cascade_bv6_xcheck.py	cascade_bv6_xcheck.py	LEGACY_FROZEN	PYTHON	ab1f7664ed66c1a19173707c99560bccfd5ec37f	aeb9c1754cf686d8a08866bac8605fa5f5c0f3d516ab46cd08c7b870617342a3	archive/pre_2026-07-01/cascade_bv6_xcheck.py	MOVE_READY
cascade_bv7_t1_refine.py	cascade_bv7_t1_refine.py	LEGACY_FROZEN	PYTHON	97708f932398204f842c89d57c89760c55bd75ba	e788e996f5fdac93b2e31c54e12d5610548a883f8d6a9baae27b5efd31b39495	archive/pre_2026-07-01/cascade_bv7_t1_refine.py	MOVE_READY
cascade_bv7_t2.py	cascade_bv7_t2.py	LEGACY_FROZEN	PYTHON	a48608955a70287c9142398c12efbdaf6178a217	feb77791070ce1957985586bd053a9596bb0500453bf1851cef66630a0d3f3dd	archive/pre_2026-07-01/cascade_bv7_t2.py	MOVE_READY
cascade_bv7_t3.py	cascade_bv7_t3.py	LEGACY_FROZEN	PYTHON	100b616e632de65639ae5f28e0f91b63a96b9ea4	02c78cff35c1c427b11e27453f880933b2c7f6c937aeae7d2e4474140e6ffa7f	archive/pre_2026-07-01/cascade_bv7_t3.py	MOVE_READY
cascade_bv7_validate.py	cascade_bv7_validate.py	LEGACY_FROZEN	PYTHON	ab9af9376e19a6a209825173322adc9c048f80e9	7568057c929d9bb74cea769989205ff8f5618faf42b809af74d29e349924bbce	archive/pre_2026-07-01/cascade_bv7_validate.py	MOVE_READY
cascade_bv9_reshoot_Z1.py	cascade_bv9_reshoot_Z1.py	LEGACY_FROZEN	PYTHON	cb6f6911602e449e5fa2544bef7b559f88e6d123	8b1f576ed8486f7cc222ab4c51fd98969a57b7a56d2056fc99c3651851e96764	archive/pre_2026-07-01/cascade_bv9_reshoot_Z1.py	MOVE_READY
cascade_bv9_tables.py	cascade_bv9_tables.py	LEGACY_FROZEN	PYTHON	dbb4c21ab326448f87e2bee7e9fdb12ce709d74f	b35d1ec4227dbae5b1c8859c117f4efa1ba70c093c829046bb46b5f475c702cc	archive/pre_2026-07-01/cascade_bv9_tables.py	MOVE_READY
cascade_lemD_bessel.py	cascade_lemD_bessel.py	LEGACY_FROZEN	PYTHON	a5a011856c8eb939815308194df71b6739f3c62b	970a65583309e56a515c4e219ae017e030b7b258b0ad7cea14db112210c36bb8	archive/pre_2026-07-01/cascade_lemD_bessel.py	MOVE_READY
cascade_lemD_cas.py	cascade_lemD_cas.py	LEGACY_FROZEN	PYTHON	7081401c2511cec8d8dc7cfdebffcbee2465968b	cbb285c3b4db36a31f896455c3d6a08ed28388e16595e6c68bcf1805bae41405	archive/pre_2026-07-01/cascade_lemD_cas.py	MOVE_READY
cascade_lemD_final.py	cascade_lemD_final.py	LEGACY_FROZEN	PYTHON	de2f0029a033715c77ab63821c5138db830bbb5d	ee844c49b4b41d0bc2df128b7f3ad8095f79b42375369131ee2a9f6898221124	archive/pre_2026-07-01/cascade_lemD_final.py	MOVE_READY
cascade_lemD_reshoot.py	cascade_lemD_reshoot.py	LEGACY_FROZEN	PYTHON	085af563ae7574beb7ddb1ac1eac2255db617a0a	3fda137ebefa4ed69c64829c91e49793975970e21641cc98587df97db12a71ca	archive/pre_2026-07-01/cascade_lemD_reshoot.py	MOVE_READY
cascade_lemD_table.py	cascade_lemD_table.py	LEGACY_FROZEN	PYTHON	68d4aa81aba6889d9ea6641a90bbcd46c8b9d609	e7f9db2fae4428e6d52ef554ed4bd04be27472a722f846c4cf7565b3ab8107cc	archive/pre_2026-07-01/cascade_lemD_table.py	MOVE_READY
cascade_or_energy_cas.py	cascade_or_energy_cas.py	LEGACY_FROZEN	PYTHON	cda1b88b9f092649caec095d18f457b1d2aa7966	e9abaa275cf98c49665dba284fa99f1ad50b8e4c27dc51d2f1bedd59427eb983	archive/pre_2026-07-01/cascade_or_energy_cas.py	MOVE_READY
cascade_or_energy_numeric.py	cascade_or_energy_numeric.py	LEGACY_FROZEN	PYTHON	8ae5756f0175d2a33a40f65d77c5fa1beea9dce2	bdb567c4140485360a0015ff20a98c6ee58e6d38fabd59b2cd9b080c77f976eb	archive/pre_2026-07-01/cascade_or_energy_numeric.py	MOVE_READY
cascade_or_energy_rung1_and_alignment.py	cascade_or_energy_rung1_and_alignment.py	LEGACY_FROZEN	PYTHON	43161f36fb44ca514723ca3914b634e7e4c3aa3d	f57f4919b923755236b821964d8cd469a34fab733d23bb6f1a941736a7babaca	archive/pre_2026-07-01/cascade_or_energy_rung1_and_alignment.py	MOVE_READY
cascade_s2_aggregate.py	cascade_s2_aggregate.py	LEGACY_FROZEN	PYTHON	b2ea1599be3fffe04adf6806e855bb0670fbb811	b5c95dd5f75d40cc8c0a18754733e95d7d5dacc6b5d60f28be4623588a6ab6dd	archive/pre_2026-07-01/cascade_s2_aggregate.py	MOVE_READY
cascade_s2_core.py	cascade_s2_core.py	LEGACY_FROZEN	PYTHON	c02bbaf773b688c7c4cce01cb4938f31e5846c64	85150fea19b28293b16dcd6c57d179412f6155c9749d67b64e1d194e52418193	archive/pre_2026-07-01/cascade_s2_core.py	MOVE_READY
cascade_s2_validate.py	cascade_s2_validate.py	LEGACY_FROZEN	PYTHON	b8ad4282a2a14439814ce338c0463f9db2fb974f	ef3f911647a2df1eedd6dd26fc0cd0d0841138266063ae1254bce2d17a6b6743	archive/pre_2026-07-01/cascade_s2_validate.py	MOVE_READY
cascade_s3_lib.py	cascade_s3_lib.py	LEGACY_FROZEN	PYTHON	235d35fce9bf9242aad7407cb00a5d178a7a6a3a	4cabac8e1fcd121562d414382e0c2ee7c26bb90fc411856443dd09bf2a2bfeb5	archive/pre_2026-07-01/cascade_s3_lib.py	MOVE_READY
cascade_s3_t2_t3.py	cascade_s3_t2_t3.py	LEGACY_FROZEN	PYTHON	430e8bfac3c4ad8ec2df1b408d3341913cf7f3e4	9e775f08da46c74b416d9351db7741d0cf3e6df6a9564b32b04e29b27cf3a13a	archive/pre_2026-07-01/cascade_s3_t2_t3.py	MOVE_READY
cascade_s3_t5.py	cascade_s3_t5.py	LEGACY_FROZEN	PYTHON	2f71c64b5494703ba1781b810a15a8d81c116b5c	4d6f31efba9d79361af8422da8d188f5550a7ef83c87ff72e209148dd8a1b3e7	archive/pre_2026-07-01/cascade_s3_t5.py	MOVE_READY
cascade_s3_validate.py	cascade_s3_validate.py	LEGACY_FROZEN	PYTHON	0d22243c6106f99c33c9874bd2ba762ff0e1e4c4	6f614ab6f4de742b97408846b29cbce704fded29b329f98a391666af31638e8a	archive/pre_2026-07-01/cascade_s3_validate.py	MOVE_READY
cascade_sf_cas1_bulk.py	cascade_sf_cas1_bulk.py	LEGACY_FROZEN	PYTHON	993e99e1ae4c2ed7bff2d35a34ac3886c099addd	b1986a2addaff8187405d734bf1dd87cc5e7abc27cf5719016ca1e8871a5fc6d	archive/pre_2026-07-01/cascade_sf_cas1_bulk.py	MOVE_READY
cascade_sf_cas4_zeromodes.py	cascade_sf_cas4_zeromodes.py	LEGACY_FROZEN	PYTHON	6878ef0880c718be2782cde33738b8432985ebfb	3a26b325f03e580ea2ec15e7738a8c9af13c475ca3bf5f302f115806ef853bb8	archive/pre_2026-07-01/cascade_sf_cas4_zeromodes.py	MOVE_READY
cascade_sf_d5_spotcheck.py	cascade_sf_d5_spotcheck.py	LEGACY_FROZEN	PYTHON	5b52f66013cd3579b41dde4965d42867bea81fde	789c4a2f45866d0804029c66ed8e781949ab0dca140360b0b48ae48b9c502817	archive/pre_2026-07-01/cascade_sf_d5_spotcheck.py	MOVE_READY
cascade_sf_d5b_extra.py	cascade_sf_d5b_extra.py	LEGACY_FROZEN	PYTHON	d5d2fa30d30a6453978f24a737832aac475c1916	ff1427d124916ee7ba92831202ecaee80a5bc3ab8e7b7607dcf72bbb45455c41	archive/pre_2026-07-01/cascade_sf_d5b_extra.py	MOVE_READY
cascade_stageA_extra.py	cascade_stageA_extra.py	LEGACY_FROZEN	PYTHON	4ff2488cd1f8126a9cce6f9b565f4c87e8f0ae34	599a16c506ae06dca0289f82e79fb7284919b49db957a209bb3ef1bc81912f4c	archive/pre_2026-07-01/cascade_stageA_extra.py	MOVE_READY
cascade_stageA_run.py	cascade_stageA_run.py	LEGACY_FROZEN	PYTHON	bf72aae024bc2441a573745bbd97ebd54d43c6f5	7006a429cb6637c900e3a0b2c386e007907d0dcf36ccf59fba89141d5a0159b1	archive/pre_2026-07-01/cascade_stageA_run.py	MOVE_READY
cascade_stageB_above.py	cascade_stageB_above.py	LEGACY_FROZEN	PYTHON	0dbb2e6e638ec41ac1d3e6cd3e2f4dcbfe70c605	c8abec0f0da569bbbf4519bd46b3c042ecfc656d656fa7f5748905463f46a4f4	archive/pre_2026-07-01/cascade_stageB_above.py	MOVE_READY
cascade_stageB_analysis.py	cascade_stageB_analysis.py	LEGACY_FROZEN	PYTHON	2fbf43241aae41e898ad7fe417e8faa82cc854da	790234d55fff7a105d895ff98c747ba47317d6c472d3b16e58e36884550f10b6	archive/pre_2026-07-01/cascade_stageB_analysis.py	MOVE_READY
cascade_stageB_bisect.py	cascade_stageB_bisect.py	LEGACY_FROZEN	PYTHON	2812ded725e39ec0c9ba8ba1cd6c1bc1706000ac	db022d432d221bdaa0561cc17101fd83b96553371993acb91081a3780fe50085	archive/pre_2026-07-01/cascade_stageB_bisect.py	MOVE_READY
cascade_stageB_sanity.py	cascade_stageB_sanity.py	LEGACY_FROZEN	PYTHON	235a4e36b5745bd9c0bc69d5d2900aab5e2a0949	a43f3904990c5f0d6d79b810a0377d808c59842ac352893912945e55db359d91	archive/pre_2026-07-01/cascade_stageB_sanity.py	MOVE_READY
cascade_stageC_run.py	cascade_stageC_run.py	LEGACY_FROZEN	PYTHON	14914f2ee19921be25387e24776c75f11601908a	e4a53d2ac039fa5cc76265ee4f5ee69d7e5411ede764dfed7a71a1ad49a1ea4b	archive/pre_2026-07-01/cascade_stageC_run.py	MOVE_READY
cascade_th2_bottom_beta.py	cascade_th2_bottom_beta.py	LEGACY_FROZEN	PYTHON	756b3b26e50f61eed9176268f6952c98dc5b85e7	b674a0b48a47e11fcc98f28dd5828c7f1a863cf16338f9007d5ad0650615abe4	archive/pre_2026-07-01/cascade_th2_bottom_beta.py	MOVE_READY
cascade_th2_bottom_system.py	cascade_th2_bottom_system.py	LEGACY_FROZEN	PYTHON	f5e4353ce2881e752a7d82e2e5651aa534e42a36	f8f1c6c95e75eca290e8c68fdb44c83567122589b6f63e7f25401a70263ed625	archive/pre_2026-07-01/cascade_th2_bottom_system.py	MOVE_READY
cascade_th2_cas_checks.py	cascade_th2_cas_checks.py	LEGACY_FROZEN	PYTHON	9edeb71140c0d405343a994f811861a399774b6d	914b306080c65a84f008a107c0594f2da119fde5a294190b91a42a2132f092d7	archive/pre_2026-07-01/cascade_th2_cas_checks.py	MOVE_READY
cascade_th2_cas_kappa.py	cascade_th2_cas_kappa.py	LEGACY_FROZEN	PYTHON	0d390dc77687928d348c2782e972810b28e5b9dc	27f7234edf024df7fe97404dad0014e3977671220bc5c1038f98468aa4ef7a6d	archive/pre_2026-07-01/cascade_th2_cas_kappa.py	MOVE_READY
cascade_th2_final_table.py	cascade_th2_final_table.py	LEGACY_FROZEN	PYTHON	0ced59eb3588e70f053a659ac7b325cb8a3d1cc1	9d010d5e89023e1ca5c3d97b4cf538dc5dfa20555368013af92c00d09607703b	archive/pre_2026-07-01/cascade_th2_final_table.py	MOVE_READY
cascade_th2_launch.py	cascade_th2_launch.py	LEGACY_FROZEN	PYTHON	52041af9d0bd324692ca09352c62119175ee813a	f883af69e3deb195f302a05b86759bb35f1a15adb2998ee4af3a54ea78778ac5	archive/pre_2026-07-01/cascade_th2_launch.py	MOVE_READY
cascade_tw_cas.py	cascade_tw_cas.py	LEGACY_FROZEN	PYTHON	e18064e7c6b1d61a8c67c775bc756581e70a433b	507ce412ce4de13bb9f9069883d3770413a38b95cc0800fd90c8478ff674d3ac	archive/pre_2026-07-01/cascade_tw_cas.py	MOVE_READY
cascade_tw_confirm.py	cascade_tw_confirm.py	LEGACY_FROZEN	PYTHON	505cf167b28a4d21c901d4fda7cb96d35c2cbedb	7948be09553c0107fde3ed8431422854105d6204064a879dfb83fe49b30094eb	archive/pre_2026-07-01/cascade_tw_confirm.py	MOVE_READY
cascade_tw_pred.py	cascade_tw_pred.py	LEGACY_FROZEN	PYTHON	612705231ade2ec20e1d344ba8c09278d8961fd6	3b79496c9b9754f9c016a88c50d68ab6997e9c3923c0ccdd11885f486547c775	archive/pre_2026-07-01/cascade_tw_pred.py	MOVE_READY
cascade_tw_reshoot.py	cascade_tw_reshoot.py	LEGACY_FROZEN	PYTHON	b6d37571426d47fdb9504ab8c4c5458681495710	4e7f680b64b32b461f0274cadfad92ac47602b3ae352107d329a34cf4fbd0e33	archive/pre_2026-07-01/cascade_tw_reshoot.py	MOVE_READY
cell_solver_f2d_BUILDNOTES.md	cell_solver_f2d_BUILDNOTES.md	LEGACY_FROZEN	MARKDOWN	7d72e5a35dc80fdd9c2be087b115c42e38345178	8431beb4621c417a2c8dd8b93ddec530606d0fa7caa30dedde25c6d5499cf1c5	archive/pre_2026-07-01/cell_solver_f2d_BUILDNOTES.md	MOVE_READY
controlled_relax_hessian.py	controlled_relax_hessian.py	PARTICLE_MASS	PYTHON	d113e1c85d2c22bd86c00fb7ae45b7a6e6dc1a29	72ce101b01e14b5a241e09b1ae188b4fb4883778c72f71bd69346d938513e37e	research/particle_mass/controlled_relax_hessian.py	MOVE_READY
e2c_bv_gauntlet.py	e2c_bv_gauntlet.py	LEGACY_FROZEN	PYTHON	57248e956d45fc7c087598f6d337bfe292a690e6	fc120b44519b1cd515138bc86adc29ad495ae57c5cf64467de79201eb7ec885f	archive/pre_2026-07-01/e2c_bv_gauntlet.py	MOVE_READY
e2d_bv_cert.py	e2d_bv_cert.py	LEGACY_FROZEN	PYTHON	a2ed6e5e5f0dfdadce998cd71b870c665c032398	639be77d0c7f1e724fa4f13591783d2493cfcbcaba2c25cce3a0fa5f5e35c838	archive/pre_2026-07-01/e2d_bv_cert.py	MOVE_READY
e2d_bv_checks.py	e2d_bv_checks.py	LEGACY_FROZEN	PYTHON	f918a334d95912f60ce119d2db0b7c25e5dc0bd6	14373438256dfbdd67ff334f652152e6f8bea6f617038705ca7a9e69ccebb315	archive/pre_2026-07-01/e2d_bv_checks.py	MOVE_READY
homog_alpha_test.py	homog_alpha_test.py	LEGACY_FROZEN	PYTHON	0c230460da98ac84065e3f0d6e0732c4f6cbe9ef	76093488b2d6909c99f98806acc1161fdd167e63fc98a0ef6fdd93600eb08f1f	archive/pre_2026-07-01/homog_alpha_test.py	MOVE_READY
homog_universe_numeric.py	homog_universe_numeric.py	LEGACY_FROZEN	PYTHON	15b1c6685589bde521c8fe1b7abbaae5efdc5614	ece2ee3e38b71f358d37ec761769871836b0c3bedd44571f7a176971338be3be	archive/pre_2026-07-01/homog_universe_numeric.py	MOVE_READY
homog_universe_solve.py	homog_universe_solve.py	LEGACY_FROZEN	PYTHON	00178cfb1dc840ac5b5e5fa24a1d4136112e23f2	9d8fccb0b663548f7ef70776c9e55e22af2d12161b847d51fbf290ef6ac5889d	archive/pre_2026-07-01/homog_universe_solve.py	MOVE_READY
hopfion_static_mass_hessian_256driver.py	hopfion_static_mass_hessian_256driver.py	PARTICLE_MASS	PYTHON	1bf3450f1d1a1fa32333ad692b83b87f63e1d51f	aeaddb307d68a9229dc87135ebc608ec8215c17f682853380743abbda95d67d2	research/particle_mass/hopfion_static_mass_hessian_256driver.py	MOVE_READY
long_relax_256.py	long_relax_256.py	PARTICLE_MASS	PYTHON	fe07e728530aa9b0c22c2f1f9e02f372c5df7119	9e8e74afbd28c7bddd6eceed5089d904990734e3086b24af04f2b499a64b0d50	research/particle_mass/long_relax_256.py	MOVE_READY
noNull_evidence_checker.py	noNull_evidence_checker.py	PARTICLE_MASS	PYTHON	7fda84b69197e512979793a43b4c7e798cd36d49	ebef723192529aaa90d87aca234fe631667a41b5e2e3ed0993cd1666c76d79d0	research/particle_mass/noNull_evidence_checker.py	MOVE_READY
