candidate_path	line	evidence_type	raw_target	resolved_target	status	load_bearing	detail
cascade_bv14_spare_a_sens.py	0	REQUIRED_COMPANION	cascade_bv14_lib.py	cascade_bv14_lib.py	NOT_FROZEN_OR_MANIFEST	YES	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv14_spare_a_sens.py	55	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_bv14_spare_a_sens.py	55	RUNTIME_FILE_PATH	open(os.path.join(SCR, 'bv14_shot_ledger.json'))	open(os.path.join(SCR, 'bv14_shot_ledger.json'))	DYNAMIC	YES	json.load
cascade_bv14_spare_a_sens.py	55	RUNTIME_FILE_PATH	os.path.join(SCR, 'bv14_shot_ledger.json')	os.path.join(SCR, 'bv14_shot_ledger.json')	DYNAMIC	YES	open
cascade_bv14_spare_a_sens.py	58	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_bv14_spare_a_sens.py	58	RUNTIME_FILE_PATH	led	led	DYNAMIC	YES	json.dump
cascade_bv14_spare_a_sens.py	58	RUNTIME_FILE_PATH	os.path.join(SCR, 'bv14_shot_ledger.json')	os.path.join(SCR, 'bv14_shot_ledger.json')	DYNAMIC	YES	open
cascade_bv14_su.py	0	REQUIRED_COMPANION	cascade_bv14_lib.py	cascade_bv14_lib.py	NOT_FROZEN_OR_MANIFEST	YES	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv14_su.py	60	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_bv14_su.py	60	RUNTIME_FILE_PATH	os.path.join(SCR, f'bv14_su_{tag}_M{Mg}.json')	os.path.join(SCR, f'bv14_su_{tag}_M{Mg}.json')	DYNAMIC	YES	open
cascade_bv14_su.py	61	RUNTIME_FILE_PATH	out	out	DYNAMIC	YES	json.dump
cascade_bv14_summary.py	0	REQUIRED_COMPANION	cascade_bv14_lib.py	cascade_bv14_lib.py	NOT_FROZEN_OR_MANIFEST	YES	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv14_tolsweep.py	0	REQUIRED_COMPANION	cascade_bv14_lib.py	cascade_bv14_lib.py	NOT_FROZEN_OR_MANIFEST	YES	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv14_validate.py	0	REQUIRED_COMPANION	cascade_bv14_lib.py	cascade_bv14_lib.py	NOT_FROZEN_OR_MANIFEST	YES	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv15_asm.py	2	TEXT_REFERENCE	stability_operator_results.md	stability_operator_results.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_bv15_asm.py	34	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_bv15_asm.py	34	RUNTIME_FILE_PATH	os.path.join(SCR, f'bv15_bg_{tag}.pkl')	os.path.join(SCR, f'bv15_bg_{tag}.pkl')	DYNAMIC	YES	open
cascade_bv15_x1_ladder.py	11	PYTHON_IMPORT	bv15_asm	cascade_bv15_asm.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_bv15_x1_ladder.py	40	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_bv15_x1_ladder.py	41	RUNTIME_FILE_PATH	fn	fn	DYNAMIC	YES	open
cascade_bv15_x1_ladder.py	41	RUNTIME_FILE_PATH	open(fn)	open(fn)	DYNAMIC	YES	json.load
cascade_bv15_x1_ladder.py	70	RUNTIME_FILE_PATH	fn	fn	DYNAMIC	YES	open
cascade_bv15_x1_ladder.py	70	RUNTIME_FILE_PATH	res	res	DYNAMIC	YES	json.dump
cascade_bv15_x1_validate.py	12	PYTHON_IMPORT	bv15_asm	cascade_bv15_asm.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_bv15_x1_validate.py	126	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_bv15_x1_validate.py	126	RUNTIME_FILE_PATH	os.path.join(SCR, 'bv15_x1_validate.json')	os.path.join(SCR, 'bv15_x1_validate.json')	DYNAMIC	YES	open
cascade_bv15_x1_validate.py	126	RUNTIME_FILE_PATH	out	out	DYNAMIC	YES	json.dump
cascade_bv15_x2_anatomy.py	14	PYTHON_IMPORT	bv15_asm	cascade_bv15_asm.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_bv15_x2_anatomy.py	133	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_bv15_x2_anatomy.py	133	RUNTIME_FILE_PATH	os.path.join(SCR, f'bv15_x2_anatomy_{tag}.json')	os.path.join(SCR, f'bv15_x2_anatomy_{tag}.json')	DYNAMIC	YES	open
cascade_bv15_x2_anatomy.py	133	RUNTIME_FILE_PATH	out	out	DYNAMIC	YES	json.dump
cascade_bv15_x3_c2.py	6	PYTHON_IMPORT	bv15_asm	cascade_bv15_asm.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_bv15_x3_c2.py	42	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_bv15_x3_c2.py	42	RUNTIME_FILE_PATH	os.path.join(SCR, 'bv15_x3_c2.json')	os.path.join(SCR, 'bv15_x3_c2.json')	DYNAMIC	YES	open
cascade_bv15_x3_c2.py	42	RUNTIME_FILE_PATH	out	out	DYNAMIC	YES	json.dump
cascade_bv5_c1_scan.py	4	PYTHON_IMPORT	bv5_common	cascade_bv5_common.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_bv5_c1_scan.py	36	RUNTIME_FILE_PATH	bv5_c1_scan.json	bv5_c1_scan.json	MISSING_OR_GENERATED	YES	open
cascade_bv5_c1_scan.py	37	RUNTIME_FILE_PATH	results	results	DYNAMIC	YES	json.dump
cascade_bv5_c1c2c3_roots.py	6	PYTHON_IMPORT	bv5_common	cascade_bv5_common.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_bv5_c1c2c3_roots.py	102	RUNTIME_FILE_PATH	bv5_roots_first.json	bv5_roots_first.json	MISSING_OR_GENERATED	YES	open
cascade_bv5_c1c2c3_roots.py	103	RUNTIME_FILE_PATH	out	out	DYNAMIC	YES	json.dump
cascade_bv5_c4_bigN.py	6	PYTHON_IMPORT	bv5_common	cascade_bv5_common.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_bv5_c4_bigN.py	84	RUNTIME_FILE_PATH	bv5_c4_bigN.json	bv5_c4_bigN.json	MISSING_OR_GENERATED	YES	open
cascade_bv5_c4_bigN.py	85	RUNTIME_FILE_PATH	res	res	DYNAMIC	YES	json.dump
cascade_bv5_c4_floor_audit.py	5	PYTHON_IMPORT	bv5_common	cascade_bv5_common.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_bv5_c5_stuck.py	3	PYTHON_IMPORT	bv5_common	cascade_bv5_common.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_bv5_common.py	2	TEXT_REFERENCE	cell_solver_universe_T3.py	cell_solver_universe_T3.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_bv6_c1_refine.py	0	REQUIRED_COMPANION	cascade_bv6_lib.py	cascade_bv6_lib.py	NOT_FROZEN_OR_MANIFEST	YES	retained library plus sweep/refine producer-output chain must move together
cascade_bv6_c1_refine.py	6	RUNTIME_FILE_PATH	bv6_c1_sweep.json	bv6_c1_sweep.json	MISSING_OR_GENERATED	YES	open
cascade_bv6_c1_refine.py	6	RUNTIME_FILE_PATH	open('bv6_c1_sweep.json')	open('bv6_c1_sweep.json')	DYNAMIC	YES	json.load
cascade_bv6_c1_refine.py	38	RUNTIME_FILE_PATH	{'roots': [{k: v if not isinstance(v, np.ndarray) else v.tolist() for (k, v) in r.items()} for r in out], 'shots_this_proc': SHOTS['n']}	{'roots': [{k: v if not isinstance(v, np.ndarray) else v.tolist() for (k, v) in r.items()} for r in out], 'shots_this_proc': SHOTS['n']}	DYNAMIC	YES	json.dump
cascade_bv6_c1_refine.py	41	RUNTIME_FILE_PATH	bv6_c1_roots.json	bv6_c1_roots.json	MISSING_OR_GENERATED	YES	open
cascade_bv6_c1_sweep.py	0	REQUIRED_COMPANION	cascade_bv6_lib.py	cascade_bv6_lib.py	NOT_FROZEN_OR_MANIFEST	YES	retained library plus sweep/refine producer-output chain must move together
cascade_bv6_c1_sweep.py	27	RUNTIME_FILE_PATH	{'rows': rows, 'shots': SHOTS['n'], 'grid_ratio': ratio}	{'rows': rows, 'shots': SHOTS['n'], 'grid_ratio': ratio}	DYNAMIC	YES	json.dump
cascade_bv6_c1_sweep.py	28	RUNTIME_FILE_PATH	bv6_c1_sweep.json	bv6_c1_sweep.json	MISSING_OR_GENERATED	YES	open
cascade_bv6_probe.py	0	REQUIRED_COMPANION	cascade_bv6_lib.py	cascade_bv6_lib.py	NOT_FROZEN_OR_MANIFEST	YES	retained library plus sweep/refine producer-output chain must move together
cascade_bv6_xcheck.py	0	REQUIRED_COMPANION	cascade_bv6_lib.py	cascade_bv6_lib.py	NOT_FROZEN_OR_MANIFEST	YES	retained library plus sweep/refine producer-output chain must move together
cascade_bv6_xcheck.py	77	RUNTIME_FILE_PATH	res | {'interleave_pattern_N7': pattern, 'shots_this_proc': SHOTS['n']}	res | {'interleave_pattern_N7': pattern, 'shots_this_proc': SHOTS['n']}	DYNAMIC	YES	json.dump
cascade_bv6_xcheck.py	78	RUNTIME_FILE_PATH	bv6_xcheck.json	bv6_xcheck.json	MISSING_OR_GENERATED	YES	open
cascade_bv7_t1_refine.py	0	REQUIRED_COMPANION	cascade_bv7_core.py	cascade_bv7_core.py	NOT_FROZEN_OR_MANIFEST	YES	retained core module and missing sweep input block the root-relative chain
cascade_bv7_t1_refine.py	6	RUNTIME_FILE_PATH	bv7_t1_sweep.json	bv7_t1_sweep.json	MISSING_OR_GENERATED	YES	open
cascade_bv7_t1_refine.py	6	RUNTIME_FILE_PATH	open('bv7_t1_sweep.json')	open('bv7_t1_sweep.json')	DYNAMIC	YES	json.load
cascade_bv7_t1_refine.py	38	RUNTIME_FILE_PATH	[{k: v for (k, v) in r.items() if k != 'diag_str'} for r in results]	[{k: v for (k, v) in r.items() if k != 'diag_str'} for r in results]	DYNAMIC	YES	json.dump
cascade_bv7_t1_refine.py	39	RUNTIME_FILE_PATH	bv7_t1_roots.json	bv7_t1_roots.json	MISSING_OR_GENERATED	YES	open
cascade_bv7_t2.py	0	REQUIRED_COMPANION	cascade_bv7_core.py	cascade_bv7_core.py	NOT_FROZEN_OR_MANIFEST	YES	retained core module and missing sweep input block the root-relative chain
cascade_bv7_t2.py	70	RUNTIME_FILE_PATH	bv7_t1_roots.json	bv7_t1_roots.json	MISSING_OR_GENERATED	YES	open
cascade_bv7_t2.py	70	RUNTIME_FILE_PATH	open('bv7_t1_roots.json')	open('bv7_t1_roots.json')	DYNAMIC	YES	json.load
cascade_bv7_t3.py	0	REQUIRED_COMPANION	cascade_bv7_core.py	cascade_bv7_core.py	NOT_FROZEN_OR_MANIFEST	YES	retained core module and missing sweep input block the root-relative chain
cascade_bv7_validate.py	0	REQUIRED_COMPANION	cascade_bv7_core.py	cascade_bv7_core.py	NOT_FROZEN_OR_MANIFEST	YES	retained core module and missing sweep input block the root-relative chain
cascade_bv9_reshoot_Z1.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained universe solver and dynamic table-input set are outside the candidates
cascade_bv9_reshoot_Z1.py	10	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_bv9_tables.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained universe solver and dynamic table-input set are outside the candidates
cascade_bv9_tables.py	16	RUNTIME_FILE_PATH	f'{REPO}/{f}'	f'{REPO}/{f}'	DYNAMIC	YES	open
cascade_bv9_tables.py	16	RUNTIME_FILE_PATH	open(f'{REPO}/{f}')	open(f'{REPO}/{f}')	DYNAMIC	YES	json.load
cascade_bv9_tables.py	21	TEXT_REFERENCE	cascade_stageC_c1_A1m2_Z8.json	cascade_stageC_c1_A1m2_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_bv9_tables.py	22	TEXT_REFERENCE	cascade_stageC_c3_A2k3_Z8.json	cascade_stageC_c3_A2k3_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_bv9_tables.py	23	TEXT_REFERENCE	cascade_stageC_c4_A3_Z8.json	cascade_stageC_c4_A3_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_bv9_tables.py	24	TEXT_REFERENCE	cascade_stageC_c5_A1m4_Z8.json	cascade_stageC_c5_A1m4_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_bv9_tables.py	25	TEXT_REFERENCE	cascade_stageC_c2_A1m3_Z1.json	cascade_stageC_c2_A1m3_Z1.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_bv9_tables.py	36	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_bessel.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_bessel.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_bessel.py	31	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_lemD_cas.py	3	TEXT_REFERENCE	cell_solver_universe_T3.py	cell_solver_universe_T3.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_final.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_final.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_final.py	26	TEXT_REFERENCE	cascade_stageC_c1_A1m2_Z8.json	cascade_stageC_c1_A1m2_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_final.py	27	TEXT_REFERENCE	cascade_stageC_c3_A2k3_Z8.json	cascade_stageC_c3_A2k3_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_final.py	28	TEXT_REFERENCE	cascade_stageC_c4_A3_Z8.json	cascade_stageC_c4_A3_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_final.py	29	TEXT_REFERENCE	cascade_stageC_c5_A1m4_Z8.json	cascade_stageC_c5_A1m4_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_final.py	30	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_final.py	31	TEXT_REFERENCE	cascade_stageC_c2_A1m3_Z1.json	cascade_stageC_c2_A1m3_Z1.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_final.py	72	RUNTIME_FILE_PATH	BASE + f	BASE + f	DYNAMIC	YES	open
cascade_lemD_final.py	72	RUNTIME_FILE_PATH	open(BASE + f)	open(BASE + f)	DYNAMIC	YES	json.load
cascade_lemD_final.py	98	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_lemD_reshoot.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_reshoot.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_reshoot.py	13	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_lemD_table.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_table.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_table.py	37	TEXT_REFERENCE	cascade_stageC_c1_A1m2_Z8.json	cascade_stageC_c1_A1m2_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_table.py	38	TEXT_REFERENCE	cascade_stageC_c2_A1m3_Z1.json	cascade_stageC_c2_A1m3_Z1.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_table.py	39	TEXT_REFERENCE	cascade_stageC_c3_A2k3_Z8.json	cascade_stageC_c3_A2k3_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_table.py	40	TEXT_REFERENCE	cascade_stageC_c4_A3_Z8.json	cascade_stageC_c4_A3_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_table.py	41	TEXT_REFERENCE	cascade_stageC_c5_A1m4_Z8.json	cascade_stageC_c5_A1m4_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_lemD_table.py	42	RUNTIME_FILE_PATH	BASE + f	BASE + f	DYNAMIC	YES	open
cascade_lemD_table.py	42	RUNTIME_FILE_PATH	open(BASE + f)	open(BASE + f)	DYNAMIC	YES	json.load
cascade_lemD_table.py	43	RUNTIME_FILE_PATH	BASE + 'cascade_stageB_rungs.json'	BASE + 'cascade_stageB_rungs.json'	DYNAMIC	YES	open
cascade_lemD_table.py	43	RUNTIME_FILE_PATH	open(BASE + 'cascade_stageB_rungs.json')	open(BASE + 'cascade_stageB_rungs.json')	DYNAMIC	YES	json.load
cascade_lemD_table.py	43	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_or_energy_cas.py	7	TEXT_REFERENCE	cell_solver_universe_T3.py	cell_solver_universe_T3.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_or_energy_numeric.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	hard-coded root stage-B output and retained solver are runtime inputs
cascade_or_energy_numeric.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	hard-coded root stage-B output and retained solver are runtime inputs
cascade_or_energy_numeric.py	1	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_or_energy_numeric.py	12	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_or_energy_numeric.py	14	RUNTIME_FILE_PATH	/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json	/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json	ABSOLUTE_EXTERNAL	YES	open
cascade_or_energy_numeric.py	14	RUNTIME_FILE_PATH	open('/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json')	open('/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json')	DYNAMIC	YES	json.load
cascade_or_energy_rung1_and_alignment.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	hard-coded root stage-B output and retained solver are runtime inputs
cascade_or_energy_rung1_and_alignment.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	hard-coded root stage-B output and retained solver are runtime inputs
cascade_or_energy_rung1_and_alignment.py	19	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_or_energy_rung1_and_alignment.py	21	RUNTIME_FILE_PATH	/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json	/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json	ABSOLUTE_EXTERNAL	YES	open
cascade_or_energy_rung1_and_alignment.py	21	RUNTIME_FILE_PATH	open('/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json')	open('/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json')	DYNAMIC	YES	json.load
cascade_or_energy_rung1_and_alignment.py	21	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_s2_aggregate.py	9	RUNTIME_FILE_PATH	SCRATCH	SCRATCH	DYNAMIC	YES	os.path.join
cascade_s2_aggregate.py	10	RUNTIME_FILE_PATH	f	f	DYNAMIC	YES	open
cascade_s2_aggregate.py	10	RUNTIME_FILE_PATH	open(f)	open(f)	DYNAMIC	YES	json.load
cascade_s2_aggregate.py	156	RUNTIME_FILE_PATH	SCRATCH	SCRATCH	DYNAMIC	YES	os.path.join
cascade_s2_aggregate.py	156	RUNTIME_FILE_PATH	os.path.join(SCRATCH, 's2_final_table.json')	os.path.join(SCRATCH, 's2_final_table.json')	DYNAMIC	YES	open
cascade_s2_aggregate.py	156	RUNTIME_FILE_PATH	{t: R[t] for t in ORDER}	{t: R[t] for t in ORDER}	DYNAMIC	YES	json.dump
cascade_s2_aggregate.py	159	RUNTIME_FILE_PATH	SCRATCH	SCRATCH	DYNAMIC	YES	os.path.join
cascade_s2_aggregate.py	159	RUNTIME_FILE_PATH	open(os.path.join(SCRATCH, 's2_shot_log.json'))	open(os.path.join(SCRATCH, 's2_shot_log.json'))	DYNAMIC	YES	json.load
cascade_s2_aggregate.py	159	RUNTIME_FILE_PATH	os.path.join(SCRATCH, 's2_shot_log.json')	os.path.join(SCRATCH, 's2_shot_log.json')	DYNAMIC	YES	open
cascade_s2_core.py	3	TEXT_REFERENCE	stability_filter_miniMAP.md	stability_filter_miniMAP.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
