candidate_path	original_path	destination	primary_owner	lane_class	artifact_type	git_blob_oid	sha256	atomic_family_id	disposition	proposed_batch_id	operational_inbound_count	forensic_inbound_count	forensic_inbound_sources	outbound_imports	runtime_paths	generated_outputs	required_companions	frozen_companions	unresolved_runtime_paths	test_scope	frontier_or_control	future_exact_pointer_changes	ruling_basis
cascade_bv11_v4_cas.py	cascade_bv11_v4_cas.py	archive/pre_2026-07-01/cascade_bv11_v4_cas.py	LEGACY_FROZEN	LEGACY	PYTHON	63c3efa684066049b3742daa9b07766b9908ffb4	8dfcfded3cd4c51b0a1d0551a24655a7a37fdb1f815008dda2180b5a376a3e07	F_SAFE_CASCADE_BV11_V4_CAS	SAFE_BYTE_IDENTICAL	B02_LEGACY_STANDALONE_ALGEBRA_A	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	CURRENT_ARTIFACT_PATHS.tsv current_path+status;MIGRATION_LEDGER.tsv append	standalone external-library/stdout-only script; no operational inbound, local runtime path, generated output, test glob, frontier target, or required companion
cascade_bv13_su_trans.py	cascade_bv13_su_trans.py	archive/pre_2026-07-01/cascade_bv13_su_trans.py	LEGACY_FROZEN	LEGACY	PYTHON	9b524752e42a693d77f92ff52d145d2867921842	9c32432f56e04290b29485bc769fe9b2db856b7601b51fab96d12b04ee2f8922	F_BV13_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	bv13_bg.json[MISSING_OR_GENERATED];bv13_bg.npz[MISSING_OR_GENERATED];open('bv13_bg.json')[DYNAMIC]	NONE	NONE	NONE	bv13_bg.npz;bv13_bg.json	NONE	NONE	-	both consumers require absent generated background files
cascade_bv13_vhat_probe.py	cascade_bv13_vhat_probe.py	archive/pre_2026-07-01/cascade_bv13_vhat_probe.py	LEGACY_FROZEN	LEGACY	PYTHON	f67e94fb61f565db26b73bd5174a9a03cf05f6ef	921f8637dfc278a203de9164f3761360b2f1980be4b343dc6eea33469f9a0a79	F_BV13_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	bv13_bg.json[MISSING_OR_GENERATED];bv13_bg.npz[MISSING_OR_GENERATED];open('bv13_bg.json')[DYNAMIC]	NONE	NONE	NONE	bv13_bg.npz;bv13_bg.json	NONE	NONE	-	both consumers require absent generated background files
cascade_bv13_w1_classes.py	cascade_bv13_w1_classes.py	archive/pre_2026-07-01/cascade_bv13_w1_classes.py	LEGACY_FROZEN	LEGACY	PYTHON	7cda722ad5042857db379a5166c1362de77bc538	d8921243fddf979d906fd3f68cb7cdf2a40cab26bed5612f0a8aa2dd8a9cebbf	F_SAFE_CASCADE_BV13_W1_CLASSES	SAFE_BYTE_IDENTICAL	B02_LEGACY_STANDALONE_ALGEBRA_A	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	CURRENT_ARTIFACT_PATHS.tsv current_path+status;MIGRATION_LEDGER.tsv append	standalone external-library/stdout-only script; no operational inbound, local runtime path, generated output, test glob, frontier target, or required companion
cascade_bv13_w2_w3cas.py	cascade_bv13_w2_w3cas.py	archive/pre_2026-07-01/cascade_bv13_w2_w3cas.py	LEGACY_FROZEN	LEGACY	PYTHON	66a5233b6a7682dba59610fb8c58117696d636c5	0646d2370cb9984dc85aa1b3230addfd4ec4f697209e5e51eecb3302b94f6b69	F_SAFE_CASCADE_BV13_W2_W3CAS	SAFE_BYTE_IDENTICAL	B02_LEGACY_STANDALONE_ALGEBRA_A	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	CURRENT_ARTIFACT_PATHS.tsv current_path+status;MIGRATION_LEDGER.tsv append	standalone external-library/stdout-only script; no operational inbound, local runtime path, generated output, test glob, frontier target, or required companion
cascade_bv13_w5_homothety.py	cascade_bv13_w5_homothety.py	archive/pre_2026-07-01/cascade_bv13_w5_homothety.py	LEGACY_FROZEN	LEGACY	PYTHON	6ffafd44adc0ce37160e87d623006484af9dc586	4ba6b3678f5e2f3e2cf7ebab2de9ca35e2a818a9b9cdc47ed3eae6584e6cf62f	F_SAFE_CASCADE_BV13_W5_HOMOTHETY	SAFE_BYTE_IDENTICAL	B02_LEGACY_STANDALONE_ALGEBRA_A	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	CURRENT_ARTIFACT_PATHS.tsv current_path+status;MIGRATION_LEDGER.tsv append	standalone external-library/stdout-only script; no operational inbound, local runtime path, generated output, test glob, frontier target, or required companion
cascade_bv14_counts.py	cascade_bv14_counts.py	archive/pre_2026-07-01/cascade_bv14_counts.py	LEGACY_FROZEN	LEGACY	PYTHON	05cdb66522ee4997599129598ed5cd5f8a282df2	ef6dcc6c714f68dd4c2bef8cca0dcfe60fc303e464970e12fe1279ad53c9005a	F_BV14_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	SCR[DYNAMIC];os.path.join(SCR, f'bv14_counts_{tag}.json')[DYNAMIC];out[DYNAMIC]	NONE	cascade_bv14_lib.py	NONE	bv14_lib;dynamic SCR paths	NONE	NONE	-	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv14_spare_a_sens.py	cascade_bv14_spare_a_sens.py	archive/pre_2026-07-01/cascade_bv14_spare_a_sens.py	LEGACY_FROZEN	LEGACY	PYTHON	ed65fd348faec48aafdfe1d7efcf93942746ca89	a7f3dbc6d8beabb0414dc20189ac4ea5e4c2ae6bec47b7fc87a09bcf88b18a3c	F_BV14_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	SCR[DYNAMIC];led[DYNAMIC];open(os.path.join(SCR, 'bv14_shot_ledger.json'))[DYNAMIC];os.path.join(SCR, 'bv14_shot_ledger.json')[DYNAMIC]	NONE	cascade_bv14_lib.py	NONE	bv14_lib;dynamic SCR paths	NONE	NONE	-	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv14_su.py	cascade_bv14_su.py	archive/pre_2026-07-01/cascade_bv14_su.py	LEGACY_FROZEN	LEGACY	PYTHON	3f4084878cea2ddf4ff1ba01ebbafa8256ccdef1	52068860f97f507e5eb4c42e9b8aa739eef5b96f700a30c247484de338319eeb	F_BV14_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	SCR[DYNAMIC];os.path.join(SCR, f'bv14_su_{tag}_M{Mg}.json')[DYNAMIC];out[DYNAMIC]	NONE	cascade_bv14_lib.py	NONE	bv14_lib;dynamic SCR paths	NONE	NONE	-	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv14_summary.py	cascade_bv14_summary.py	archive/pre_2026-07-01/cascade_bv14_summary.py	LEGACY_FROZEN	LEGACY	PYTHON	848bba9e3caaafc30556a4342192fbbf97964b5c	5841cd472db7bd799c9e68dcfb228b059e6dde01fc97ab097a9a666055eccf26	F_BV14_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	cascade_bv14_lib.py	NONE	bv14_lib;dynamic SCR paths	NONE	NONE	-	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv14_tolsweep.py	cascade_bv14_tolsweep.py	archive/pre_2026-07-01/cascade_bv14_tolsweep.py	LEGACY_FROZEN	LEGACY	PYTHON	47045eca7c73180714aafd25e5daf1ee9c2da881	f5834e50db7bc558c22fca3ad876a61988a2046e5be3e35e2642c62ce8d304fe	F_BV14_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	cascade_bv14_lib.py	NONE	bv14_lib;dynamic SCR paths	NONE	NONE	-	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv14_validate.py	cascade_bv14_validate.py	archive/pre_2026-07-01/cascade_bv14_validate.py	LEGACY_FROZEN	LEGACY	PYTHON	3f446c4a8da3caf242f67ffc5b67f7174226a6e6	911597a25d02f5663fa4b96e05820371f4d7cb8ba6ee1e097936cf7b2ae01e57	F_BV14_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	cascade_bv14_lib.py	NONE	bv14_lib;dynamic SCR paths	NONE	NONE	-	unprefixed bv14_lib import and dynamic SCR ledger/output paths
cascade_bv15_asm.py	cascade_bv15_asm.py	archive/pre_2026-07-01/cascade_bv15_asm.py	LEGACY_FROZEN	LEGACY	PYTHON	461ec75ea8c534daf73df76b118b7f55825d59a5	f906b67d61a3c8e53f3a43458da70b9d959ba86577f1add23caf0bed10836938	F_BV15_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	7	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_census/BASE_INBOUND_REFERENCES_FORENSIC.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	SCR[DYNAMIC];os.path.join(SCR, f'bv15_bg_{tag}.pkl')[DYNAMIC]	NONE	NONE	NONE	bv15_asm;bv15_x3_ray;dynamic SCR paths	NONE	NONE	-	unprefixed module imports, missing ray module, and dynamic scratch outputs
cascade_bv15_x1_ladder.py	cascade_bv15_x1_ladder.py	archive/pre_2026-07-01/cascade_bv15_x1_ladder.py	LEGACY_FROZEN	LEGACY	PYTHON	d91e55229b5f2af0b562a588138906e79d425fc1	ce70a6f0f4a8c0bc8dcc8c84b27f0c0c31e9943de4f9b940bd69aae3b6fe4c1a	F_BV15_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	bv15_asm->cascade_bv15_asm.py	SCR[DYNAMIC];fn[DYNAMIC];open(fn)[DYNAMIC];res[DYNAMIC]	NONE	NONE	NONE	bv15_asm;bv15_x3_ray;dynamic SCR paths	NONE	NONE	-	unprefixed module imports, missing ray module, and dynamic scratch outputs
cascade_bv15_x1_validate.py	cascade_bv15_x1_validate.py	archive/pre_2026-07-01/cascade_bv15_x1_validate.py	LEGACY_FROZEN	LEGACY	PYTHON	cabc88a31618e58d0cfc58b3bdccaed150045aa5	3c2468a6231d0789903d55a628a404f22cf8c1b5a2b4e0af5695526ca0c7af4b	F_BV15_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	bv15_asm->cascade_bv15_asm.py	SCR[DYNAMIC];os.path.join(SCR, 'bv15_x1_validate.json')[DYNAMIC];out[DYNAMIC]	NONE	NONE	NONE	bv15_asm;bv15_x3_ray;dynamic SCR paths	NONE	NONE	-	unprefixed module imports, missing ray module, and dynamic scratch outputs
