candidate_id	path	selection_sources	base_blob
C0026	c2_angular_reduction_selector_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	7b24ecc8cfdd96dcc67071ea07ae39f02522314d
C0027	c2_angular_reduction_selector_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	22134ffed95f928fa84647821b6f4e1d47281466
C0028	c2_coupled_reciprocal_twist_onshell_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	414f5e9641448bf618876c984ebca43a2adb2e54
C0029	c2_coupled_reciprocal_twist_onshell_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	692135bd213bd3e88fa57ba1dee2e64eab773fbb
C0030	c2_nonlinear_stationary_solution_space_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	85b4a6a7e9b8bc753e65583f532be9d175277475
C0031	c2_nonlinear_stationary_solution_space_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	f85a4e4e0e337a38296d9bcf3a8fec2379e1cdf9
C0032	c2_reciprocal_transverse_twist_jacobi_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	0d2ebb3dae824620f6b062ed92160be380a6f936
C0033	c2_reciprocal_transverse_twist_jacobi_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	4ac119e8d8985423c81c4adc880e491605276406
C0034	c2_rigidity_three_route_zoomout_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	e77956efbe776408fd6277fa519eaa4bd98f6836
C0035	c2_rigidity_three_route_zoomout_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	cfc730c4684753d90138f0879f7371fa390b97b8
C0036	c2_variable_lapse_selector_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	f96e329f07810b1001fd78c2cd8dc6d0215e6d9d
C0037	c2_variable_lapse_selector_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	3909570f622bca77685a12affdefa586112c4631
C0038	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	7edfacda8ae312857d614b0479c9de5d3e949504
C0039	complete_coframe_seal_involution_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	7a5b39ce8145c2532b733966c2dfdbd1fa376008
C0040	copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	PRIOR_399_ACTIVE_CENSUS	25ee26679a881397c6a4e9ff2713a023b74b88c8
C0041	copresence_causal_accessibility_selector_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	f268ecdfe3355f7f279b4071fe8f8071e658d5eb
C0042	copresence_gr_constraint_regrade_2026-07-19/DERIVATION_REPORT.md	PRIOR_399_ACTIVE_CENSUS	2159afcae9decfe3ad6ba9b2b45af4d848c60e43
C0043	copresence_gr_constraint_regrade_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	84b851d46fda4e75f4af6733c26b645c667ecc14
C0044	finite_cell_seal_boundary_phase_join_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	bd8afdb4394e1adc570455763f5700103e38be98
C0045	finite_cell_seal_boundary_phase_join_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	2daf5c3876842993e22a1785f75a6efc81625538
C0046	metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	a290f59860a4be0d2e14a7148aa61cc8bc407380
C0047	metric_cartan_holonomy_audit_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	e12beb50e0384a3fcfd8236b368efa4ea0501a95
C0048	native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	PRIOR_399_ACTIVE_CENSUS	3751d7098b31bd10cfbd6539aa5a57754e4b43b1
C0049	native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	bc30820893a31b1458a1e086eabfef7dd3ed7959
C0050	native_boundary_generator_scale_audit_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	5966a8cc49f2a4eb67ff31d028933a2770d6aaba
C0051	native_boundary_generator_scale_audit_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	a51eb65817a7ef40da81ae0d081b0c9a471d16b4
C0052	native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	776220ebee57c9a55e82db8cf1dc832d951be0d6
C0053	null_section_hopfion_metric_audit_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	bab9635818253250df63aec8102cb7e2b85cd70e
C0054	null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	ca0de641261df9251d6e37c3f2f2dda179ae10f8
C0055	projective_position_direction_magnitude_correction_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	587bbbf80041e13853d6fb3d000a9d88b0e8d1f1
C0056	projective_position_direction_magnitude_correction_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	02cbf529904a3a314cf8dc1f7f1b2cefa4e821ce
C0057	projective_position_join_audit_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	9292cc7d25188a9e3cba66f6db86632376f54746
C0058	projective_position_join_audit_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	cadef7fafd2c2a3ed8d2b95222ce55dca943dbe1
C0059	projective_transport_section_selector_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	daba994184a43c0c5702bc0b45fea309afc1b41a
C0060	projective_transport_section_selector_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	0a77a24b7a24d8a07376de4792faece8b3cef232
C0061	reciprocal_c_clock_channel_correction_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	33a7dec3fe3f313b97ef5a516cac8dfccd66bb48
C0062	reciprocal_c_clock_channel_correction_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	84ac988a8ce95e17c4bc8f027a6eb24b59994bb6
C0063	reciprocal_clock_optical_scale_selector_2026-07-19/DERIVATION_REPORT.md	PRIOR_399_ACTIVE_CENSUS	c2cb102e5525867e3ee8d66f37935a6ba30a74d3
C0064	reciprocal_clock_optical_scale_selector_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	e0d1341e6fd815a1e8b44bc5328dfb15204c3a73
C0065	reciprocal_metric_null_line_selector_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	44c3cb3dcec6cf41ae54386d3d950d0845d80a36
C0066	reciprocal_metric_null_line_selector_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	39cc58133307d4f0d66f178f2b28485c041275aa
C0067	research/README.md	CURRENT_CONTROL	59aa8853cd53cfec7ca50c3f47a64c0069742f22
C0068	research/_registry/README.md	CURRENT_CONTROL	4f965cf73dc65400802647a5cb6bcaa8f138cfe6
C0069	rung2_weld_postjuly_regrade_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	e5423d8965a3a3cb917421b147d6af5751355a17
C0070	rung2_weld_postjuly_regrade_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	35d03f8b5caf046612a654d7163abf8e5662f06d
C0071	scale_breaking_closure_census_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	675ac9480e0e2c288bac1e7f0672cb6a16b737d7
C0072	scale_breaking_closure_census_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	8a68bdaabdf5606ef253b8fc972cf989ae9f2d37
C0073	transverse_reciprocal_realization_selector_2026-07-19/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	266ccc71080fcebffbf9e3bcdf63303997a929f6
C0074	transverse_reciprocal_realization_selector_2026-07-19/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	a7725b33d03034730e7dcf3a0ff43311c9eb8104
C0075	udt_amplitude_volume_metric_atlas_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	c8b6330ac82a0060559a51796ff874655c943c12
C0076	udt_amplitude_volume_metric_atlas_2026-07-21/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	0f685981e09310e52d385eeaf670ec59d459dd2f
C0077	udt_angular_bulk_jacobi_selector_audit_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	2877409b78c4dd08f916be248810310b252b0590
C0078	udt_angular_bulk_jacobi_selector_audit_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	54e7bb672f8ea65eaed134565eaba769479fdb02
C0079	udt_angular_bulk_jacobi_selector_audit_2026-07-23/RESULT.json	PRIOR_399_ACTIVE_CENSUS	eeca29c8ec2e5ce18a4a547d4540b4c1509716ad
C0080	udt_angular_bulk_jacobi_selector_audit_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	381c2e4b81c7e46f79cec0c1ef21a829be57bec7
C0081	udt_angular_generator_branch_census_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	4866539211f63fbd7cd9248177912da10e66c7f7
C0082	udt_angular_generator_branch_census_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	94d54970879107b858882766b10391b146f9c24d
C0083	udt_angular_generator_branch_census_2026-07-23/RESULT.json	PRIOR_399_ACTIVE_CENSUS	5afed65f7798e6ab87601b0ab408ebc0a38d6827
C0084	udt_angular_generator_branch_census_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	7a656f7ee224f52072517df78b1538e705311946
C0085	udt_bank_simplex_interior_atlas_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	d53f20a0b92bcfd6a16356579c520acc5d1824ea
C0086	udt_bank_simplex_interior_atlas_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	b2a44297dab3c50c6f9780c292f1bdd11321fd37
C0087	udt_bank_simplex_interior_atlas_2026-07-23/RESULT.json	PRIOR_399_ACTIVE_CENSUS	63af6752a23e7e90ada16c1168ce1a475e7f0f7c
C0088	udt_bank_simplex_interior_atlas_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	a911d854553a78d7f9cb4cf4b0ec1192390cd431
C0089	udt_bootstrap_clock_angular_closure_audit_2026-07-24/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	8bc8f4e138856b566b96eb428beda01505654cc3
C0090	udt_bootstrap_clock_angular_closure_audit_2026-07-24/EXACT_DERIVATION.md	PRIOR_399_ACTIVE_CENSUS	4a4f250fc1e4359adb63d9225e8b6d8c0e34f4eb
C0091	udt_bootstrap_clock_angular_closure_audit_2026-07-24/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	dcceec052e228abbe57b7b9ec67683e8119869e3
C0092	udt_bootstrap_clock_angular_closure_audit_2026-07-24/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	130e44ff666c589cd7d049e519af962acc41451c
C0093	udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	2a052fec6615b064a399fc71fbed504b62710cfb
C0094	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	61361fa19b5b9846b512b4f2818cb566b9ec7fd1
C0095	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	fde6da3829f5314e9102f9f542c481213c016bcd
C0096	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	85231737bdc185b4079f54a2dcc9e70d58ea5770
C0097	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	693b90f8f8c143555e013a9dbc0f614df9829f35
C0098	udt_bootstrap_to_local_response_map_audit_2026-07-25/ALGEBRA_RESULT.json	POST_FOUNDED_PHI_CHANGE	3a9f2b3d0ea454a12973f564d159fa25ee8fd4f8
C0099	udt_bootstrap_to_local_response_map_audit_2026-07-25/AUDIT_REPORT.md	POST_FOUNDED_PHI_CHANGE	f0ba8074128702ebb45e5b7eb79ee8bdb6bba37f
C0100	udt_bootstrap_to_local_response_map_audit_2026-07-25/CANDIDATE_MAP_UNIVERSE.tsv	POST_FOUNDED_PHI_CHANGE	61fe5948d828100d7180b99871f41a8cf23d8e0c
C0101	udt_bootstrap_to_local_response_map_audit_2026-07-25/CANDIDATE_RESPONSE_MAP_MATRIX.tsv	POST_FOUNDED_PHI_CHANGE	46b507c24533e3fdfc8c962bcea624b5c97baa27
C0102	udt_bootstrap_to_local_response_map_audit_2026-07-25/CATCH_PROOFS.tsv	POST_FOUNDED_PHI_CHANGE	c957fbfa0d41ca923a974b3d5231282e233347ae
C0103	udt_bootstrap_to_local_response_map_audit_2026-07-25/COMMANDS.txt	POST_FOUNDED_PHI_CHANGE	5147de2de17c714235ef537c12f33a2449bf1db0
C0104	udt_bootstrap_to_local_response_map_audit_2026-07-25/EXACT_DERIVATION.md	POST_FOUNDED_PHI_CHANGE	783704fa943e45995d459b4b32abec8ad20dfb9a
C0105	udt_bootstrap_to_local_response_map_audit_2026-07-25/FALSIFICATION_CONTRACT.tsv	POST_FOUNDED_PHI_CHANGE	8e9594ecb9c6aa5a58a9ef1f4d9324bfb5a5546f
C0106	udt_bootstrap_to_local_response_map_audit_2026-07-25/FOUR_GATES.md	POST_FOUNDED_PHI_CHANGE	df1c3e4497f9320dd6e9981f3e9331c84cf943be
C0107	udt_bootstrap_to_local_response_map_audit_2026-07-25/GLOBAL_LOCAL_CLOSURE_LEDGER.tsv	POST_FOUNDED_PHI_CHANGE	3ef3c428d2c3e4be87ecd6ccf01c8cf4eca0ddc7
C0108	udt_bootstrap_to_local_response_map_audit_2026-07-25/INDEPENDENT_RESULT.json	POST_FOUNDED_PHI_CHANGE	5065b10ebbc45176508d0db82b7566fa73776582
C0109	udt_bootstrap_to_local_response_map_audit_2026-07-25/INDEPENDENT_REVIEW.md	POST_FOUNDED_PHI_CHANGE	6694e4da752f199098f457c434b37e2efe1068a8
C0110	udt_bootstrap_to_local_response_map_audit_2026-07-25/LAY_REPORT.md	POST_FOUNDED_PHI_CHANGE	1cdb6482f5a6c05bc23736385b7da683b912beeb
C0111	udt_bootstrap_to_local_response_map_audit_2026-07-25/NEXT_STEP.md	POST_FOUNDED_PHI_CHANGE	317862059c41d7f68fcac22eebe11aa6c89b555d
C0112	udt_bootstrap_to_local_response_map_audit_2026-07-25/ONTOLOGY_BRANCH_LEDGER.tsv	POST_FOUNDED_PHI_CHANGE	cf8a1e7970fd2fda402d7468cc893a1afa30c4de
C0113	udt_bootstrap_to_local_response_map_audit_2026-07-25/OPTIMIZATION_SEMANTICS.tsv	POST_FOUNDED_PHI_CHANGE	4843d9b53483a8e1db4742d79d723d8a9ceaac5a
C0114	udt_bootstrap_to_local_response_map_audit_2026-07-25/PARAMETER_RESPONSE_LEDGER.tsv	POST_FOUNDED_PHI_CHANGE	bbae8574cd6f11fe9c3fe50e7658d1ac398dc2bb
C0115	udt_bootstrap_to_local_response_map_audit_2026-07-25/PREMISE_LEDGER.tsv	POST_FOUNDED_PHI_CHANGE	1a59be0df3a89ccd33596443015db82da1e23b8c
C0116	udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTERED_PARAMETER_CHANNELS.tsv	POST_FOUNDED_PHI_CHANGE	d8d4ca5715cb75e758536af596a699fa3bbe974d
C0117	udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTRATION.md	POST_FOUNDED_PHI_CHANGE	e0a1b3a03070558876144340d2219948405cb369
C0118	udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTRATION_CORRECTION_01.md	POST_FOUNDED_PHI_CHANGE	ec5344efae1682e3318716c04a87dbb806693771
C0119	udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTRATION_CORRECTION_02.md	POST_FOUNDED_PHI_CHANGE	42ec0f7d50113705650db324f9fe8bc6d604c01d
C0120	udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTRATION_CORRECTION_03.md	POST_FOUNDED_PHI_CHANGE	48dc4c83b6ea478df6cd92dc336efd47dc4de548
C0121	udt_bootstrap_to_local_response_map_audit_2026-07-25/REPOSITORY_GATES.json	POST_FOUNDED_PHI_CHANGE	d8842708c42856246ed1f757e06451d1d7108d00
C0122	udt_bootstrap_to_local_response_map_audit_2026-07-25/RUN_ENVIRONMENT.json	POST_FOUNDED_PHI_CHANGE	fe7ac084316478586f96aac13b209fbad8dd57f9
C0123	udt_bootstrap_to_local_response_map_audit_2026-07-25/SHA256SUMS.txt	POST_FOUNDED_PHI_CHANGE	2d8edfc50025654281c48213a0b65ed767e8ac7a
C0124	udt_bootstrap_to_local_response_map_audit_2026-07-25/SOURCE_MANIFEST.tsv	POST_FOUNDED_PHI_CHANGE	f92167589a3b8340074e9327a7e0d15210fbc562
C0125	udt_bootstrap_to_local_response_map_audit_2026-07-25/SOURCE_SCOPE.tsv	POST_FOUNDED_PHI_CHANGE	ca3bcf5572e0c0b6539c797375ac3ad4e56d478e
C0126	udt_bootstrap_to_local_response_map_audit_2026-07-25/STATUS_LEDGER.tsv	POST_FOUNDED_PHI_CHANGE	e340c769924d90979b6912e1e5a6c6dbd2266dfe
C0127	udt_bootstrap_to_local_response_map_audit_2026-07-25/VERIFICATION_RESULT.json	POST_FOUNDED_PHI_CHANGE	630d96959ec1ef9d63745947da464bc108b97725
C0128	udt_bootstrap_to_local_response_map_audit_2026-07-25/build_manifest.py	POST_FOUNDED_PHI_CHANGE	743924d720e640ca922013f4099b0e713aeb9d1e
C0129	udt_bootstrap_to_local_response_map_audit_2026-07-25/build_source_manifest.py	POST_FOUNDED_PHI_CHANGE	a45dc6ac09a2114dfaf062e22c72423e17eb499b
C0130	udt_bootstrap_to_local_response_map_audit_2026-07-25/derive_response_map.py	POST_FOUNDED_PHI_CHANGE	071589cb7f1f22f215fdfffcbdae44c0b60c484c
C0131	udt_bootstrap_to_local_response_map_audit_2026-07-25/requirements.txt	POST_FOUNDED_PHI_CHANGE	1ca5fd06160543f8bd736f1b51db6f42372c66f4
C0132	udt_bootstrap_to_local_response_map_audit_2026-07-25/verify_independent.py	POST_FOUNDED_PHI_CHANGE	be0cdb8007d437f5bb459e0de44ed6c0c5a58c4f
C0133	udt_bootstrap_to_local_response_map_audit_2026-07-25/verify_repository_gates.py	POST_FOUNDED_PHI_CHANGE	8e48b1265e5ecd360066a0823e526fd3af5373db
C0134	udt_bootstrap_to_local_response_map_audit_2026-07-25/verify_response_map.py	POST_FOUNDED_PHI_CHANGE	815bdc02c41bcd096ac777f4d30f35da946c4a2a
C0135	udt_canonical_geometry_evaluator_p01_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	5a14a4b1ec604f3abf8e8f2febee359c23a7be73
C0136	udt_canonical_geometry_evaluator_p01_2026-07-21/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	98cd550380a3a6f226b34258983be19b11f5bf57
C0137	udt_canonical_geometry_evaluator_p01_2026-07-21/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	aa0f43a89fc184eb3178eb2324ffad9e5ba24203
C0138	udt_center_free_observer_optical_correspondence_audit_2026-07-24/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	8e2679dd714f03829dd65df9a6c9dc1025f726d5
C0139	udt_center_free_observer_optical_correspondence_audit_2026-07-24/EXACT_DERIVATION.md	PRIOR_399_ACTIVE_CENSUS	3eee138f2dad12ebbf450ff2a0dd6223aaff1164
C0140	udt_center_free_observer_optical_correspondence_audit_2026-07-24/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	2f12c94e2f014e02b93511d532b2f55281a36ef2
C0141	udt_center_free_observer_optical_correspondence_audit_2026-07-24/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	47a1c135428ce8d7154a860d1b02bc40a7048481
C0142	udt_center_free_observer_optical_correspondence_audit_2026-07-24/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	cbc91d65d334bb56710fc988ef8a0f49831ab5ce
C0143	udt_chart_coframe_invariance_atlas_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	142bb3d8fb5ee7e4767bb02599e5042d6e90e1b2
C0144	udt_chart_coframe_invariance_atlas_2026-07-21/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	d1f4d51aedd7cc049eb00aa8d47663f555521b9a
C0145	udt_chart_coframe_invariance_atlas_2026-07-21/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	db79d5da02cdae943b405e9c1c7c85c747cab418
C0146	udt_clock_anchor_scale_threading_audit_2026-07-22/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	0d480b13d91d6da05eb2f5ef6a4612df7761dd31
C0147	udt_clock_anchor_scale_threading_audit_2026-07-22/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	5bd3e7038e431df45581ff6b6332633d784db301
C0148	udt_clock_anchor_scale_threading_audit_2026-07-22/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	08abf27ed683ed29ef95290a88e6c8bc7d0c82a0
C0149	udt_clock_angular_solder_regularity_audit_2026-07-24/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	ef028b28507b98ebf8a624f62825c872ce23deda
C0150	udt_clock_angular_solder_regularity_audit_2026-07-24/EXACT_DERIVATION.md	PRIOR_399_ACTIVE_CENSUS	1905e57b843424feb28eb5683d49248d1b167fb6
C0151	udt_clock_angular_solder_regularity_audit_2026-07-24/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	e5c52ff612dcd3fbd0fa90bbbc0c67cb58327273
C0152	udt_clock_angular_solder_regularity_audit_2026-07-24/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	22a45fd9fe155fd2102f131c4be47c12f7c11ac7
C0153	udt_clock_angular_solder_regularity_audit_2026-07-24/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	b25a2ef41d9a9e82437ed3dcc0f2be5747904d29
C0154	udt_clock_ruler_soldering_selector_audit_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	4ba25d6cb7973db3d7b5d119b0b5088a51147f47
C0155	udt_clock_ruler_soldering_selector_audit_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	f5b1b11e2db30df89f86eb260cad03523ece037d
C0156	udt_coframe_hopf_bridge_audit_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	226bd5d784f3179c3c1e3b0bec8ffc176d4d0a89
