scope	identity	point	parent_owner_class	spi_class	spi_rank	spi_singular_1	spi_singular_2	spi_singular_3	spi_singular_4	spi_pair_defect	spi_screen_defect	spi_negative_directions	k_riem_class	k_riem_block_residual	k_riem_spectral_gap	k_ric_class	k_ric_block_residual	k_ric_spectral_gap	k_weyl_class	k_weyl_block_residual	k_weyl_spectral_gap	joint_registered_preservation	generated_algebra_dimension	tested_derivative_owner	independent_spi_class	adjudicated_spi_class	cross_route_status	ownership_adjudication
G63	R17_0_N	q	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	6.4620494934878669	0.79113515724932293	0.519517039277822	1.3135015046455398e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.11842839860211128	0.33090224367187954	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.14357615291262379	0.37554298089121274	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.10344653952532266	0.289439578519123	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_0_N	r	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	6.8031694123984732	0.89815662034052623	0.55472092346303492	3.1916046227174679e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.12789397901806659	0.35336100707567508	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.15034777902528446	0.39477778256273	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.11489656213699066	0.31467240362336091	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_0_Z	p	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	6.7518698041024203	0.709127650575468	0.56680697595802321	1.1184060658246433e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.10259917224164161	0.35630841499667071	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.11754993403960734	0.39698220140980889	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.10012189123271363	0.31859713284312396	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_0_Z	q	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	6.5568771736042253	0.73298709312487731	0.54398125833150546	4.3742135016134918e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.10017056831513953	0.35253800786507716	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.11905305192650416	0.39392147648283343	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.093972247032880415	0.31551433907321086	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_0_Z	r	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	6.8894333076190106	0.83738880507614832	0.57944218776110135	4.1267431539938871e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.10640518707696131	0.36860615752155423	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.12238389685235508	0.40740302205558981	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.10178054673543901	0.33234588442844115	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_0_P	p	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	6.82845369660589	0.76059332998916784	0.60103700983550012	8.0005199179069335e-18	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.093780260865158921	0.36789555419984538	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.1048784300683633	0.40537617517170177	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.09682419496015611	0.33202822126109693	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_0_P	q	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	6.6431253551151217	0.75923325174869882	0.56985151640412601	4.5164113964072921e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.088740474200103822	0.36890304545292674	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.10273232205987629	0.40711602957232512	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.089510356094204879	0.33319417855767114	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_0_P	r	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	6.9510947640634706	0.80728348234613334	0.6165949849334349	1.9549401379162478e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.092407927880187535	0.37920040299991448	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.10387360650675484	0.4158279913663826	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.093966500906086339	0.34547597549049774	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_P1_N	p	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	9.7593245333686411	0.30835734407343324	0.23044311628935185	1.8538451876165354e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.5443963906986361	0.19646880271484155	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.20938061746944409	0.03003305688307676	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.34265536846644884	0.057408470640759657	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_P1_N	q	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	9.9829480033561424	0.33231188049256788	0.2335324472444594	9.289160689912257e-18	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.53860913157441737	0.21622328116950801	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.21102769403724006	0.047757200199353797	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.34755126587885526	0.032149102624278947	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_P1_N	r	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	10.238102660837699	0.35439720838665417	0.22591578886497971	2.2672755749320972e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.54581416238913838	0.18762240938057906	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.22013990846811587	0.023825328381869321	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.34229594489129156	0.04454813911831923	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_P1_Z	p	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	9.747733640548514	0.27535285579065161	0.23763250606683667	7.3447292839809792e-18	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.52254060083698661	0.17621990426786852	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.20097147346011568	0.011557832848306769	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.32468697166727029	0.060657795464135966	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_P1_Z	q	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	9.9595184591226911	0.29114648637754487	0.24000718987576133	1.2101308682531648e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.51634810096747241	0.19723067883477996	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.20027429207100231	0.027742338578039247	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.32750782867451256	0.033611573693027808	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_P1_Z	r	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	10.168737586279926	0.31483193579573543	0.22703928484192218	3.1911309774555672e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.51221346121924027	0.16326176498864847	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.20589779159137039	0.0023639706149279766	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.32089429803132868	0.047685977879076802	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_P1_P	p	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	9.8165853546501385	0.26230514592363097	0.23905988564475597	1.0900663788979016e-16	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.50527903378640426	0.14685484808561938	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.19800286867114913	0.004124090068972984	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.30837169666866115	0.05974263831629445	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_P1_P	q	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	10.01610082783025	0.26643394088500066	0.24166444760163874	8.5503893161389683e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.498214936626317	0.16936836865499363	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.19444113795857748	0.011709021618985231	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.30912531939732396	0.030705581365494117	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	R17_P1_P	r	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	3	10.178325099164814	0.28678419988290144	0.2265979571210176	1.8304031706207658e-17	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.48276347818949206	0.13072778168963017	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.19760912743944359	0.015621679980378132	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.30102329845858261	0.047163975267180747	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	TL_N2	p	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	4	0.58916872041639579	0.018532909732249348	0.010470639002443247	0.0037105312897198683	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.052550870457013781	0.018697960581495449	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.034510887001067102	0.0010594729515553628	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.050968175771748829	0.0085540919202732376	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	TL_N2	q	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	4	0.57767317196280588	0.018603786693529977	0.010194923359280397	0.0050052505979580504	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.048766475753031231	0.016807141319030185	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.034076515166660527	0.00028510482514083023	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.049631761104348679	0.0010371661509748983	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	TL_N2	r	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	4	0.5338902469872403	0.020626776214478525	0.010728041163594298	0.0044370596946491135	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.044776518976332953	0.014003764627010043	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.029267223342307511	0.00021159243372451293	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.045433088262374306	0.0041256022206165935	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	TL_N1	p	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	4	0.57103581752689936	0.02057226597687014	0.012449300132057174	0.006438252189107669	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.051833546338039778	0.020413478187069425	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.034656726871490184	0.00087628068746637561	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.049742602736991437	0.0097843602489095429	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
G63	TL_N1	q	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	4	0.5593517903839933	0.019211258019393655	0.014090788603801434	0.0072198007457651746	nan	nan	-1	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.048171046777993422	0.018857636461152967	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.034231996077551924	0.00035603742592087671	DERIVATIVE_GRAM_DEFINES_ALTERNATIVE_SPECTRAL_STRUCTURE	0.048813429027773886	0.0018941322135095223	FALSE	16	FALSE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	SPI_RANK3_OR_4_NO_INTRINSIC_2PLANE	VERIFIED	RESOLVED_NO_OWNER
