path	git_blob	sha256	bytes	phi_token_occurrences	routing	review_status
F4_seal_boundary_MAP.md	90d9d0382facc61432f9d36b8670cbd9d9ed2f7b	7ea689de0fa792b63fa9246865925240311e119106a61aa5e89b958eed93f064	21130	13	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
F5_critical_universe_closure_results.md	ae4b09f3be492805557dcba3d15b159565e5107b	16f800d165ae5abf10af3737cb4626e69c1df62c8cfccfa124ff5793d9548599	21590	10	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
F7_scale_bridge_native_results.md	fefebe75d06c783d63e2aabd61b3c9d5544addfa	52551c529dfc99af9f2f12efbc8e7575f8f49a3efdac326018b266b29ea056a7	17028	20	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
F8_metric_choices_results.md	a149b70b473f875d5a3274b2775700ec613f2583	815f90c3c8a69158d021404065f31bd8f1ce892eb0e542f259c88a9c211b62d5	18907	27	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	31d8e7366a4a074a7fab9bac47ef65f439955c25	405edaf2302d5a9f8ed1cc2de48714fad0265b7eb310c8fc93c92567067cc480	27304	32	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
GR_NUMERICS_RESEARCH_2026-06-29.md	ec2049f68a3f369b6911d9c013d5f3fb10400303	8c7b5b20fbe396d1531e9371dd6678bcca7ca6591bed7d4e527170c483f34ccc	6725	1	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H3_hopfion_solve_preregistration.md	7729e2c1fcb19130160d8d6b55b97e9f0d9a370c	82dd23caec9938816f6171bb605d63ac41875d40127eb363c3f77d45c63df1f1	10346	20	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_GP_switch_hopfion_MAP.md	ac1fbbc1fffc0a5ad2a3bdd0bdaaa53ae4505aa2	6cd5d58d3665b447bef9c9c4f1dfd6d96129b5d77573a34b36657d4aa805ce8a	10040	39	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N1_offround_transverse_equation_results.md	c4a2ec184ac589ad250f928f0f55780dcea5f292	893c54c5d0da4f49f134375245d1350134601516b3e6c29dcad1412076cba474	8685	62	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N2_farfield_reduction_results.md	c80aa5ca9173ed785f3f73dfe6fc5ece3dbbcf48	c655f441d5d457e4c67af6866f251d9e1cca05df0e9497ca922b88e72931b639	10179	79	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N4_backreaction_solve_preregistration.md	620ec56c9052c8944944c702c7f4f8fb0a583d27	47a4cc18e6b5665138e3244085829d82471b70c25c2084d459df8459d0da4382	13422	48	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N4_backreaction_solve_results.md	ce368e7a5d1a8bf9341a89657abc8236b3c61e3c	80858fc246c7e2112eaa34e36cb5ee35e447966e457c767a1f53be20984c7708	8780	23	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N4a_source_background_audit_results.md	47914cff66fc9905ca60a56f0786db3d2810191d	e49a9767313c1815757df40656c1d4dbd8d1eac704d3b41a5aa2cadd72847c01	8953	67	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N4rev_conditional_mass_response_results.md	9f95839a98d021982892d486350534846c9c25c9	95ce5e0ff2cd6c5aee9012451d15a319840925563dea18509689ae58fd70b82b	7211	34	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N4rev_sign_certification_results.md	93fed917e2ba74aa1218d94c5c2ff27907b846f5	f2b9cad15d3c185388e37c027fe08fbadfe3ab97a2439e89fe4bcb11ec2f0bc5	14640	28	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N5_whole_cell_criticality_MAP.md	c32751f438747849c023337929d493f958ba485b	4c0e37a689b541bc0a95846cbe4ec982d61682a413e357f1a76e83ba7c10cfd8	22604	28	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N5a_whole_cell_criticality_rederivation_results.md	c425967e0e9f4f268c2f8e460ff74421709e945e	7ec48597033bbbc20abe96bb49a043cf1fe573212d6e89868790b92e3b7898bc	21769	14	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_N5b_flux_budget_closure_results.md	65438dd002573f8c83fbf31b1b6f05b41300f49a	4834122f529845d8093f0005f74047f06274b074d24d9f1d75a8e82a84b5d4da	25285	181	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_backreaction_mass_MAP.md	9ff97145d1a497291d2fa0c6eb64a957ec69f8bb	b85beb966de629438357d83deb1be9f5fb1c1049e1a01cfc58ed3f24b15358d2	21404	101	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
H4_screening_taxonomy_MAP.md	46b662d765d2704a0313cf9691b733f1521e5bfb	b472e1254925361063be1f0ecddda49a60e91391faeb9ec32c5950894b003679	8785	59	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
HANDOFF.md	86ab62007f1722ea8a73100e0650b1e44450a391	4cee1a9e4df8273a0df065e2288b9948aae354089edc26919b830380d5d04969	30955	14	CURRENT_CONTROL_OR_NAVIGATION	ROUTED_NOT_AFFIRMATIVE_SOURCE
HANDOFF_ARCHIVE.md	b257b2563729d016a430a7378baaeb21c8b75905	23340d081d4b52d1fbb7f019f0240d79891ca2c67ccd438698c7e29ef0cc85ec	130383	163	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
INDEX.md	3f5deb4fde2db4e4c7a3f1345eda4a3fc3a2b2c7	c8ca06d099298af6f9b2205b7419da4559c862b514626548794b87e5d5d55eca	18184	3	CURRENT_CONTROL_OR_NAVIGATION	ROUTED_NOT_AFFIRMATIVE_SOURCE
J_of_s_light_deflection_confrontation_MAP.md	257d03801d607cb4e633189f990f8472deb209d8	10e0f00f1641b9c9f899f7ac7ee7ce59cfec887ed909df15e400033cf3cc5b0c	29622	37	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
LIVE.md	ee83dfc0882012e14e2e0e8a6ee3bd7157c4e645	60be0de8c2433c16427e183b40e5bfa8ff15f2d9169df01ed1411f5ee989f7e9	74461	70	CURRENT_CONTROL_OR_NAVIGATION	ROUTED_NOT_AFFIRMATIVE_SOURCE
MATTER_SECTOR_MAP_new_foundation.md	7189e4e8756379c903240a3fa7a381439be843fe	11ed3645af15a3cb6035b1bf6619477d0a8f253f92ada35093204e31eec762b0	27447	44	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
MEMORY.md	059788b84f2ad32e717942ca8542b767cf6551f2	39eaa4b75e70503b4859bea9717a1721ab4c9f9ca44e5fc2754c3b6067c74528	7690	5	CURRENT_CONTROL_OR_NAVIGATION	ROUTED_NOT_AFFIRMATIVE_SOURCE
N5d_solver_build_plan.md	38e405e0d9a578e6205434d54e4330f9be83428a	ce8d8fd3733e776d1b19fc0d96cd76e52221277b6db10d5303450e6f89d156b8	25896	103	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
NEGATIVES_REGISTRY.md	71c7cae1f659c40636537db211311f8bdb972025	981786b260b2671fdd66638b4b64d9c40a0994c1a1e09bb33f461751593d7cdc	164174	199	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
P1_PURITY_HARNESS_MAP.md	fae05082ac4cbb40cdb31b8875f61104195823ef	0219b6a21f3bd953dae4aa9613abd0acd1704b042ce5e8b63f9ca9b7defe7c32	9460	12	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
P5e_proper_results.md	e1a01d1a5be99cbe11be92b09d97d1970b86c7d5	d9f0da3604c6c304d4537d940d69e49bf98b6271b8b2ac336db9ba9dbaa2b0a8	25826	13	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
PROBLEM_STATEMENT.md	dabbd10b5a58c52ab36c67aafc55ee08ddf43ba2	dcf2a8c91b8f0347780e4cefc206a16ea4e6bdbeb71b8bb1f034160f7d3e1b02	13777	14	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
PURSUIT_CHARTER_2026-07-04.md	4f4e8581273f23e8829b411fe32d4dc6877d8947	90c4c54e58e8f7db31cd39239a8c67ffd0e84773a3a9d2003ebc8784323054da	16134	30	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
QUANTIZATION_MAP.md	4f282b8c2f631237d1aa0d1ae8ba8b8df0bb59f1	f6e53f4cdf6689bbbe861b13ba771e0539717a601313b1c4e5f1d839367568d8	12945	1	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
SIMPLE_METRIC_MACRO.md	5fead415afb414eba336120c1ddc479d95be0611	f0c045abf9810dc327d249d0df385cd7e8d6914eedfaf5b31c78d186eaa13d44	4973	52	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
SOLVER_INTEGRITY_UPGRADES_SPEC.md	a9a92a60a13f24aff911511ac79cf91f88671e1a	f105bdb094d361c40046c688ca2428bf6e2f620e85915ee9c68962232a3b2312	3995	6	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
STATE.md	75004d6971e0454f42d1182d30cbb34408f2e798	acda676ebe84cbec08d5348c568ae5aa950851443c923ae0e12bf2c0eed6833f	158972	137	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
TRACTABILITY_ROUTES.md	f600b4c9389baf0f07bfa5426621580d8a318a1c	2a8c1fd0df19da5820f69f0caa29fdca34c4009c5ab92beab86febb3504f09a9	6786	2	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	3	LOAD_BEARING	INDIVIDUALLY_ADJUDICATED
UDT_DOTTED_LINE.md	7b44bbec1abce85cac17ac560dfd4009021acc4c	1821fa253a5f7596d7bdce14dca8e4296c8f4eb27d8cc26852478217df748cc8	7293	11	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_ELEGANCE_UNCOVER.md	40c0d291d8cae74ee1988854208cbee53b6870d3	94c8981a168db06ce4ad05ea9ee03b99ebf941e31e71c97e8db5648ba5015896	6630	10	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_ELEGANT_FRAME.md	68af4e4954563faee3679e12b3480675da5efd99	4ce2f13400c0bc4e82ae3fcbc256f9c3addba259cdb79ba1892f1bc801b33f6a	4056	6	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	5	LOAD_BEARING	INDIVIDUALLY_ADJUDICATED
UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	c8d6d4a06fb47ed667a9c9a9c201cbdf78b13a29	c0882cc4a2233b6278bb1e573f30ac43e67141301c4a3933ba6722652a038d9f	12946	3	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_METHOD_MUSIC.md	2d7688b24a88e4bde21c2729683fbb6ebb5475d5	7859ad264644e874b4221743a1a235eb5530ec3417961e3b4739f157f8cb12d6	7482	3	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192	8394	2	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	14	LOAD_BEARING	INDIVIDUALLY_ADJUDICATED
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	beaf9c20e607b9160ee466a31c43a329a2b13db5	9b7c172a395084bf9a7fede33a261de7a61ca7704c3650e9b7828f9ec814b668	20339	2	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_NATIVE_ACTION_STAGE1_LAUNCH_RECORD_2026-07-17.md	6da2969b429f265b371a0ed15e3912f090d57d21	825959587e02b877c9a0aacb6f9e45d57b86b9aad8504e3a766006df52917897	4531	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md	69d7febeaf61e6a64c0fa350f361543f347efffd	f1b6b03c1d3aeed59e3476d0c50e61d884408ca435af97d191ac12c1f088fb87	9694	2	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_NATURE_LEAN_FRAME.md	caaad5f1c276b09677a8b6f0a578a9a62deab73c	b0d3eae792bd7072a5d13efbf45fa87efb141caed719dbf935c6583d3a9aae4f	7852	3	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	27	LOAD_BEARING	INDIVIDUALLY_ADJUDICATED
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	1e06e446121e902280eda16e269e4742814d48ba	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	5113	3	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_VERIFY_DISPATCH.md	ddca988b51f72d8707caaa5975ffd1bd4388dfce	99357a22cb1d92bafaeca4ab844f239d911d257725b9c922951bee2b0675f928	4278	3	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	6f0304493151a008af11c31ef0b321e8547929c8	af6bcc49535fd9cf4c8a60e997935d10619f2d52d146482ee40ad9d968f76810	30848	10	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_completeness_results.md	592362e178475c1c76a44e70658a7a11bef550ec	12d1f4cacec98a760bf4a0ec21de9cd31ea3e691168f05eef24f043d9b9f0889	7264	9	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	ddd5b965f7c637bf558005bf07f97cb5afeb93c4	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	11353	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/COMPLETENESS_SCOPE.tsv	0b454094f98b4e239248ada04711ff6b578359a5	1496cb44cdb73d2b425614978bd92d2728ab61bf9debf98d2737f079ccd3d99f	2488	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/COUNTERFAMILY_LEDGER.tsv	b17af164797474801d987eb81e81e390b5e3ec50	bb06f79e7b0d45e04cdfd3422b53d50f328bedc87f87556fd26a69ad12898a94	2447	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/INVARIANT_LEDGER.tsv	212fc6463cfdc0d3f9cfb58297371a2b61282d1f	f7f84d9fff648b7983f67993d9f044787ea0e2917c18c40593b45fe2134659dc	3588	2	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/PREREGISTRATION.md	a576e98ff1bcf07056ee70b5620ee43d147f44ab	5e1037fdf0b0a992a68138a4140e25793e86a699dc95f586e75a016de5669082	9686	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/REPOSITORY_GATES.json	697e47a981106138f6d1fd796f1efc74bc4b196a	cffab2ce148956dca9326f5c883b04f1f99f19d9f60d8456ae33fd6cf0a8d45b	11890	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	1a503cf957d1b20efb83cf75d958308f708e2602	41f68a0eed57ffa59831b4c9fc6996cbab2908c745e8a62709e03faf3b17dc29	7730	6	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/SOURCE_CENSUS.tsv	7ed823cc949bf46a12cfea4660858acb0cfc3b53	e7d2c3a06d2f51f2329d0490b6781dad776e516887ce5ac737875e969e02723a	962769	83	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/STATUS_LEDGER.tsv	f99f808a46a78280cfb12031de3d58693afd551f	7610f0eef3b5f05bead9e5c969317dbfd3db1d57bd3348d7d7346e298403f37b	4401	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/build_source_adjudication.py	5382fb1260347128366610a1dd741c9a8d08a030	78dc4e1134f833cb1e993b3a6f8eff4cbce1ded8cad26daa967ccfab0e9567ad	9818	6	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/build_source_census.py	81877d78578b7c2fc3cf6a29d0f92db37999c22c	c55588a9885604e4316bc740ebad125a05101dd83470f3b5fab62acfa8b459f3	6807	3	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
angular_derivative_weight_selector_2026-07-20/verify_repository_gates.py	63ce78c184ee1939601fcaf2505a1c0183a5f1e0	ff863749d59b15221a0249324b14f6cd99b8f58a844adc2837fbcf7baed52926	7274	1	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
angular_lagrangian_results.md	89d5c93c005f2f2ec68e3aadf0adfb9a1325bab0	3f7e5d060aabeee3edb867d9e677c6ea8c5fe460b5e80c62b53e227a13356247	16829	32	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_lagrangian_verifier_results.md	bda58d4bfcac6d9e608c155adcdf127936d7c5f9	01a2e0e13a105992de2f99c2042d1098e7c206c400d87e6ecf81196c2e101112	12953	27	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110	15	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_toric_closure_selector_2026-07-19/CANDIDATE_FAMILY.tsv	e1bdeb3ee4c03c4ba67366ef4d97a2e212692e06	752adf109a54aaf7e738abdf3eef0f123dc278cd2b35aca65bcf7bddcc11dd10	3521	3	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_toric_closure_selector_2026-07-19/DERIVATION_RESULT.json	35b6a5767c72243a428413dbd0eec5cafa7b11f9	b4fa2f81773260c55cccb47d8b62896d9d2e807cfb007fca640c96aa2bcde272	6435	3	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_toric_closure_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	e6f7a9b92df3cbc80269c82a71efc3792c1ba6c9	08c9925a15a8c990716c0abad135bfebe057d6bde5983dd0ba768abbe202c8fe	2512	2	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_toric_closure_selector_2026-07-19/PREREGISTRATION.md	d77ef091efa6c2f991106854fbe176b2e2cebe63	6628c38cc85f3873e52de12fb0578493f340fc9a86c35f416a95869900f5c264	9471	12	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	6049	5	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
angular_toric_closure_selector_2026-07-19/derive_angular_toric_selector.py	b8eccb07159c09d570c83364ead77cff06e7894c	9947a2dd392be559f59766de698b503618a85121093e3f3050d6610c34a49535	17327	32	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
angular_toric_closure_selector_2026-07-19/verify_angular_toric_selector.py	3c9985a4fc74eddca8052053c984540f4712efce	1229ee452297bbb2ce50f49c7c192cc4a8960d2b465b16bbc49a202dc02e847c	25004	19	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
archive/ALGEBRAIC_MATTER_PATH_PLAN.md	46c8c0190fa296af98977ae09c84f03e2b81e2ff	e0c50bd7df77337a893b696039c3931b186d5543328a4c03128b6525dbdba057	6785	3	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/B1_mass_dilation_cost_results.md	bc14a524f20dbced57a34345d991bb3bbe654095	2f0ecfb106179b112f6960f7f0bf4a2bda866eba1384f5eef999687fe1f4d1a3	18470	18	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/B1_nativeness_verifier_results.md	dc6a939ec67f9191fb5b81b11b0bdec2fa580923	4a5c4738a8554416dd1ef50398d4500077fde0a2b19ab697c4cfe3ac634b3134	13144	2	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/B2_phi_angular_spectrum_results.md	b8954e96900a561e63fcd8bd74fd8513ce766142	002a22adf0610db99e507f8af40774a3f6f5de945289dfc9f2c639e952fd0d4e	20319	24	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/CATALOG_FRAME.md	b21e4443f95c9544a235dfc2bf41dc055968ec03	6a9cf235213a3252d796dc4285d4626990656afa74cbe36c279003feb37dd0a1	5094	4	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/COMPLETION_PROGRAM.md	03ad0992c4d5b13b677d486f0885c1fae2e55e49	3b175890cb656060d1bc2f14901eaef65f024d88b370194a35e6c81ef0ac1d58	13047	7	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/CRITICAL_UNIVERSE_FRAME.md	eb3bdeb51e0c206a6ba286e79419412b55feb4c5	9ce9debc3ea506af6a11f6b57e9610adceedfc4f3b581bcf0b97bc55f4e99f13	5215	4	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/DYNAMIC_SCALE_SYNTHESIS.md	3bb5e5355f6de41e6a11787af0988cebefcc7895	26de3da64f89482cd31496b1fe2724067013c902f301efaa25397374d9cdd504	5898	19	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/EVERYTHING_ON_SOLVER_BUILD_MAP.md	1e934686310556fda5c2b5f442ec1dbc1bc6e717	86c62c031fbcc65d71195dc0a4198aa7ab4d8d69e77fe662607290e19cfbfc55	12615	13	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/EVERYTHING_ON_SOLVER_P2_MAP.md	27c80b6b2e37ed108c2709e0ece2eeedbd0b3bba	abca1150a655b801c6ec92ff0001eb08093ef0d5ebf1c2f7f08e04721fcbdcf1	8823	3	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/EVERYTHING_ON_SOLVER_P5_MAP.md	abd570cf227f516c5e8dce2e28e84d699ec91501	0fe3ed8ec39b5772fd519b7d4271616d99b83f176a9558f8c568f8b932387f09	10644	6	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
archive/EVERYTHING_ON_SOLVER_P5e_MAP.md	145707600406da4c2b044cbf77b408f15ba7ebaa	9378aa342baab1e5d9a665acc0636965aafd0ae1566ec3bf418ec2a3cc6eb794	11385	3	HISTORICAL_OR_LEGACY	ROUTED_NOT_ADJUDICATED
