path_id	order	sector	seed_id	initial_norm	status	accepted_points	rejected_steps	traced_arclength	minimum_lambda	maximum_lambda	final_lambda	fold_sign_changes	endpoint_classification	endpoint_raw_residual	endpoint_validation_residual	endpoint_coefficient_norm
P2_GENERAL_MIXED_00_0.20	2	GENERAL	MIXED_00_0.20	0.2	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.024567766879089337	0.9504986536911485	-0.024567766879089337	0	ROUND_GAUGE_FIXED_ORBIT	4.5407300135999085e-12	4.53675828434579e-12	6.78830802007953e-14
P4_SEAL_EVEN_MIXED_00_0.20	4	SEAL_EVEN	MIXED_00_0.20	0.2	PATH_TIME_LIMIT	47	1	0.8447265625000008	0.39052381757534177	0.9592005791175957	0.39052381757534177	0	-	-	-	-
P4_SEAL_ODD_W_MIXED_00_0.20	4	SEAL_ODD_W	MIXED_00_0.20	0.2	PATH_TIME_LIMIT	48	0	1.1921874999999997	0.7370373234592132	1.1367088495697426	1.1367088495697426	1	-	-	-	-
P4_GENERAL_MIXED_01_0.20	4	GENERAL	MIXED_01_0.20	0.20000000000000004	PATH_TIME_LIMIT	42	0	1.0082031250000008	0.42852835345712664	0.9689507096139313	0.42852835345712664	0	-	-	-	-
P4_SEAL_EVEN_MIXED_01_0.20	4	SEAL_EVEN	MIXED_01_0.20	0.19999999999999998	PATH_TIME_LIMIT	46	0	1.140625	0.20087802716813483	0.9553376227096064	0.20087802716813483	0	-	-	-	-
P4_SEAL_ODD_W_MIXED_01_0.20	4	SEAL_ODD_W	MIXED_01_0.20	0.19999999999999998	PATH_TIME_LIMIT	46	0	1.3281249999999987	0.3446086238751876	0.9578883389206369	0.3446086238751876	0	-	-	-	-
P4_GENERAL_MIXED_02_0.05	4	GENERAL	MIXED_02_0.05	0.05	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.04773188062188532	0.950135892178454	-0.04773188062188532	0	ROUND_GAUGE_FIXED_ORBIT	3.134948432794581e-13	3.7589814775883454e-13	3.9741118190066504e-15
P2_GENERAL_MIXED_02_0.20	2	GENERAL	MIXED_02_0.20	0.2	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.006516368583286527	0.9555104887416047	-0.006516368583286527	0	ROUND_GAUGE_FIXED_ORBIT	1.6495494933266454e-12	3.916881696585771e-12	1.174871520914531e-13
P4_GENERAL_MIXED_02_0.20	4	GENERAL	MIXED_02_0.20	0.2	PATH_TIME_LIMIT	42	0	1.0015625000000006	0.512438387872194	0.9845032463145906	0.512438387872194	2	-	-	-	-
P4_SEAL_EVEN_MIXED_03_0.05	4	SEAL_EVEN	MIXED_03_0.05	0.05	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.04786756535111322	0.9503475454170914	-0.04786756535111322	0	ROUND_GAUGE_FIXED_ORBIT	3.527701467219032e-13	3.735793240086021e-13	3.9342064480958644e-15
P4_GENERAL_MIXED_03_0.20	4	GENERAL	MIXED_03_0.20	0.20000000000000007	ENDPOINT_REACHED	21	0	1.0375000000000003	-0.013223376707437015	0.9506944693744666	-0.013223376707437015	0	ROUND_GAUGE_FIXED_ORBIT	3.1057347330929415e-12	1.2760502009813312e-11	4.4650714878986047e-13
P4_SEAL_ODD_W_MIXED_03_0.20	4	SEAL_ODD_W	MIXED_03_0.20	0.2	PATH_TIME_LIMIT	45	0	1.367968749999998	0.23090557080175722	0.9846474224857802	0.23090557080175722	0	-	-	-	-
P4_GENERAL_MIXED_04_0.20	4	GENERAL	MIXED_04_0.20	0.20000000000000004	PATH_TIME_LIMIT	42	0	1.281249999999999	0.31329460286206723	0.963056241148571	0.31329460286206723	0	-	-	-	-
P4_SEAL_EVEN_MIXED_04_0.20	4	SEAL_EVEN	MIXED_04_0.20	0.20000000000000004	PATH_TIME_LIMIT	44	0	1.1078125	0.2882145566073972	0.9707029858021184	0.2882145566073972	0	-	-	-	-
P4_SEAL_ODD_W_MIXED_04_0.20	4	SEAL_ODD_W	MIXED_04_0.20	0.2	PATH_TIME_LIMIT	49	0	1.1382812500000001	0.42667796378843814	0.9613185163443739	0.42667796378843814	0	-	-	-	-
P2_SEAL_EVEN_MIXED_05_0.20	2	SEAL_EVEN	MIXED_05_0.20	0.2	ENDPOINT_REACHED	37	0	1.1406249999999991	-0.015019080552595836	0.9812833798984819	-0.015019080552595836	2	ROUND_GAUGE_FIXED_ORBIT	5.430319554190584e-13	1.6201282364615602e-12	5.0082740318552496e-14
P2_SEAL_ODD_W_MIXED_05_0.20	2	SEAL_ODD_W	MIXED_05_0.20	0.2	ENDPOINT_REACHED	28	0	1.0999999999999999	-0.0037184854657854164	0.9684561210235386	-0.0037184854657854164	0	ROUND_GAUGE_FIXED_ORBIT	5.407714112076002e-13	9.330297304840558e-13	3.625754902645647e-14
P4_GENERAL_MIXED_05_0.20	4	GENERAL	MIXED_05_0.20	0.2	PATH_TIME_LIMIT	42	0	1.2624999999999988	0.3132938873876588	0.9625854457058055	0.3132938873876588	0	-	-	-	-
P4_SEAL_EVEN_MIXED_05_0.20	4	SEAL_EVEN	MIXED_05_0.20	0.2	PATH_TIME_LIMIT	44	0	1.1312500000000005	0.25382372933512154	0.96919426036196	0.25382372933512154	0	-	-	-	-
P4_SEAL_ODD_W_MIXED_05_0.20	4	SEAL_ODD_W	MIXED_05_0.20	0.19999999999999996	PATH_TIME_LIMIT	45	0	1.056835937500001	0.3498544209108259	0.9613473240798198	0.3498544209108259	0	-	-	-	-
P2_SEAL_EVEN_MIXED_06_0.20	2	SEAL_EVEN	MIXED_06_0.20	0.2	ENDPOINT_REACHED	27	0	1.0460937499999994	-0.014222878001968982	0.9506125881477328	-0.014222878001968982	0	ROUND_GAUGE_FIXED_ORBIT	2.445554535758968e-13	7.54940064771171e-13	1.814615822598309e-14
P4_GENERAL_MIXED_06_0.20	4	GENERAL	MIXED_06_0.20	0.2	PATH_TIME_LIMIT	42	0	1.212499999999999	0.19156042020766145	0.981106660833329	0.19156042020766145	0	-	-	-	-
P4_SEAL_EVEN_MIXED_06_0.20	4	SEAL_EVEN	MIXED_06_0.20	0.2	PATH_TIME_LIMIT	50	1	0.9687500000000009	0.11787904611236555	0.9705319062308644	0.11787904611236555	0	-	-	-	-
P4_SEAL_ODD_W_MIXED_06_0.20	4	SEAL_ODD_W	MIXED_06_0.20	0.20000000000000004	PATH_TIME_LIMIT	46	0	1.3562499999999988	0.46267734151782974	0.9929191034481727	0.46267734151782974	0	-	-	-	-
P2_SEAL_ODD_W_MIXED_07_0.20	2	SEAL_ODD_W	MIXED_07_0.20	0.2	ENDPOINT_REACHED	31	0	1.3125000000000004	-0.004376280134503179	0.9745275589396004	-0.004376280134503179	0	ROUND_GAUGE_FIXED_ORBIT	1.398103879906719e-13	1.449346681598185e-13	7.91925585741457e-15
P4_SEAL_EVEN_MIXED_07_0.20	4	SEAL_EVEN	MIXED_07_0.20	0.20000000000000004	PATH_TIME_LIMIT	48	0	1.2765624999999985	0.47071969181896445	0.9804248798756977	0.5563161594815205	1	-	-	-	-
P4_SEAL_ODD_W_MIXED_07_0.20	4	SEAL_ODD_W	MIXED_07_0.20	0.2	PATH_TIME_LIMIT	46	0	1.1546874999999999	0.5909334563251378	0.9659913438426626	0.6412995173129393	1	-	-	-	-
