source_family_id	destination_family_id	added_instrument	transition	projector_relation	numeric_status	configurations
M03_R_H	M07_R_H_D	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2688
M03_R_H	M07_R_H_D	D	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M03_R_H	M07_R_H_D	D	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	1
M03_R_H	M07_R_H_D	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	3071
M03_R_H	M11_R_H_RG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2688
M03_R_H	M11_R_H_RG	RG	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	2687
M03_R_H	M11_R_H_RG	RG	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	1
M03_R_H	M11_R_H_RG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M03_R_H	M19_R_H_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2688
M03_R_H	M19_R_H_WG	WG	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	2687
M03_R_H	M19_R_H_WG	WG	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	1
M03_R_H	M19_R_H_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M04_D	M05_R_D	R	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	2687
M04_D	M05_R_D	R	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	2681
M04_D	M05_R_D	R	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	8
M04_D	M05_R_D	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M04_D	M06_H_D	H	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	3067
M04_D	M06_H_D	H	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	5
M04_D	M06_H_D	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	3072
M04_D	M12_D_RG	RG	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	2688
M04_D	M12_D_RG	RG	MIXES_TO_FULL_ALGEBRA	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2688
M04_D	M12_D_RG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M04_D	M20_D_WG	WG	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	2688
M04_D	M20_D_WG	WG	MIXES_TO_FULL_ALGEBRA	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2688
M04_D	M20_D_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M05_R_D	M07_R_H_D	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2681
M05_R_D	M07_R_H_D	H	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M05_R_D	M07_R_H_D	H	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	8
M05_R_D	M07_R_H_D	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	3071
M05_R_D	M13_R_D_RG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2681
M05_R_D	M13_R_D_RG	RG	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	2687
M05_R_D	M13_R_D_RG	RG	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	8
M05_R_D	M13_R_D_RG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M05_R_D	M21_R_D_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2681
M05_R_D	M21_R_D_WG	WG	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	2687
M05_R_D	M21_R_D_WG	WG	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	8
M05_R_D	M21_R_D_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M06_H_D	M07_R_H_D	R	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	2687
M06_H_D	M07_R_H_D	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	3067
M06_H_D	M07_R_H_D	R	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	6
M06_H_D	M07_R_H_D	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M06_H_D	M14_H_D_RG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	3067
M06_H_D	M14_H_D_RG	RG	MIXES_TO_FULL_ALGEBRA	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2688
M06_H_D	M14_H_D_RG	RG	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	5
M06_H_D	M14_H_D_RG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M06_H_D	M22_H_D_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	3067
M06_H_D	M22_H_D_WG	WG	MIXES_TO_FULL_ALGEBRA	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	2688
M06_H_D	M22_H_D_WG	WG	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	5
M06_H_D	M22_H_D_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M07_R_H_D	M15_R_H_D_RG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	3072
M07_R_H_D	M15_R_H_D_RG	RG	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	2687
M07_R_H_D	M15_R_H_D_RG	RG	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	1
M07_R_H_D	M15_R_H_D_RG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M07_R_H_D	M23_R_H_D_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	3072
M07_R_H_D	M23_R_H_D_WG	WG	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	2687
M07_R_H_D	M23_R_H_D_WG	WG	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	NUMERIC_UNCERTAIN	1
M07_R_H_D	M23_R_H_D_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M08_RG	M09_R_RG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M08_RG	M09_R_RG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M08_RG	M10_H_RG	H	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M08_RG	M10_H_RG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M08_RG	M10_H_RG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M08_RG	M12_D_RG	D	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M08_RG	M12_D_RG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M08_RG	M12_D_RG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M08_RG	M24_RG_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M08_RG	M24_RG_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M09_R_RG	M11_R_H_RG	H	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M09_R_RG	M11_R_H_RG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M09_R_RG	M11_R_H_RG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M09_R_RG	M13_R_D_RG	D	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M09_R_RG	M13_R_D_RG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M09_R_RG	M13_R_D_RG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M09_R_RG	M25_R_RG_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M09_R_RG	M25_R_RG_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M10_H_RG	M11_R_H_RG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M10_H_RG	M11_R_H_RG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M10_H_RG	M14_H_D_RG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M10_H_RG	M14_H_D_RG	D	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M10_H_RG	M14_H_D_RG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M10_H_RG	M26_H_RG_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M10_H_RG	M26_H_RG_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M11_R_H_RG	M15_R_H_D_RG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M11_R_H_RG	M15_R_H_D_RG	D	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M11_R_H_RG	M15_R_H_D_RG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M11_R_H_RG	M27_R_H_RG_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M11_R_H_RG	M27_R_H_RG_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M12_D_RG	M13_R_D_RG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M12_D_RG	M13_R_D_RG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M12_D_RG	M14_H_D_RG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M12_D_RG	M14_H_D_RG	H	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M12_D_RG	M14_H_D_RG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M12_D_RG	M28_D_RG_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M12_D_RG	M28_D_RG_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M13_R_D_RG	M15_R_H_D_RG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M13_R_D_RG	M15_R_H_D_RG	H	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M13_R_D_RG	M15_R_H_D_RG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M13_R_D_RG	M29_R_D_RG_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M13_R_D_RG	M29_R_D_RG_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M14_H_D_RG	M15_R_H_D_RG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5760
M14_H_D_RG	M15_R_H_D_RG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M14_H_D_RG	M30_H_D_RG_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5760
M14_H_D_RG	M30_H_D_RG_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M15_R_H_D_RG	M31_R_H_D_RG_WG	WG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5760
M15_R_H_D_RG	M31_R_H_D_RG_WG	WG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M16_WG	M17_R_WG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M16_WG	M17_R_WG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M16_WG	M18_H_WG	H	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M16_WG	M18_H_WG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M16_WG	M18_H_WG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M16_WG	M20_D_WG	D	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M16_WG	M20_D_WG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M16_WG	M20_D_WG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M16_WG	M24_RG_WG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M16_WG	M24_RG_WG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M17_R_WG	M19_R_H_WG	H	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M17_R_WG	M19_R_H_WG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M17_R_WG	M19_R_H_WG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M17_R_WG	M21_R_D_WG	D	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M17_R_WG	M21_R_D_WG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M17_R_WG	M21_R_D_WG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M17_R_WG	M25_R_RG_WG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M17_R_WG	M25_R_RG_WG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M18_H_WG	M19_R_H_WG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M18_H_WG	M19_R_H_WG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M18_H_WG	M22_H_D_WG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M18_H_WG	M22_H_D_WG	D	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M18_H_WG	M22_H_D_WG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M18_H_WG	M26_H_RG_WG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M18_H_WG	M26_H_RG_WG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M19_R_H_WG	M23_R_H_D_WG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M19_R_H_WG	M23_R_H_D_WG	D	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M19_R_H_WG	M23_R_H_D_WG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M19_R_H_WG	M27_R_H_RG_WG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M19_R_H_WG	M27_R_H_RG_WG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M20_D_WG	M21_R_D_WG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M20_D_WG	M21_R_D_WG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M20_D_WG	M22_H_D_WG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M20_D_WG	M22_H_D_WG	H	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M20_D_WG	M22_H_D_WG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M20_D_WG	M28_D_RG_WG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M20_D_WG	M28_D_RG_WG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M21_R_D_WG	M23_R_H_D_WG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M21_R_D_WG	M23_R_H_D_WG	H	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M21_R_D_WG	M23_R_H_D_WG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M21_R_D_WG	M29_R_D_RG_WG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M21_R_D_WG	M29_R_D_RG_WG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M22_H_D_WG	M23_R_H_D_WG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5760
