path	blob	sha256	bytes
archive/coupled_cell_soliton_verifier_results.md	b37598ad246a6a41a4e6eb09ffa652c1ede2c63d	78bc7d300126355839bca53319a6007011d8f5ebefa203a920137b88ad64de37	9353
archive/depth_selector_breather_results.md	46a0e104bd7c683afd51789e747001ad8d409205	9ec0f724679b33cd9013e4de4c59005ad888ec0e9dc8c456af64ca39c48e80dc	22067
archive/dyn1_results.md	04bdd035a7029d3f51c091de65139229c4d38fc0	facb56b7e8ad3c4454dcf451d329dbd257e3e37c43ffd150fc0fff4a158fe813	10659
archive/ens_scan_results.md	c0173409bc505384612e4979105145992ac5c6f4	ab818cdd95ca1f98d202705f9610b6bd8bd69fff36bf307485122d82148de937	11694
archive/lepton_soliton_spectrum_contract.md	39b2084f2551d717e112b34a3a55af908eb937e1	04cfb0be3f05f1e23542afdbb2135d975f44074b465839810cb393eeea08ca4d	3509
archive/lepton_soliton_spectrum_results.md	e78e192d5521310e25f8cc2169ebe9fd287b702d	12849aafa98f06d9be3c470e8d6117809b0d8792ecc2bbcc3d811dc8e2f46e35	20293
archive/lepton_soliton_spectrum_verifier_results.md	222feba9a33d27fc526434b6f6fc75bdc485450a	c0e292580b262f180e1c6a55412fa90d5b75953962e2a81696f4f15546ed3d7e	12748
archive/mass_as_cost_ladder_results.md	db55eeffb394cd5e735500671922548cb7c03b21	fc2fd67be3fbfe8a32d349162316a91196e965cd5edaaee11048730ac2f1572b	14998
archive/native_action_chat_2026-07-14_15/README.md	9244f8b205e140c9cd3b89ca1a9c8a0108018886	fd8a82af291f52383d0bf545d3b362b070f14ba26c8b038dfe4bb65af2095d94	2197
archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_DERIVATION_RESULTS.md	de7c1ff9f58836881983e742ea2eeb8982b36c98	a7e9b2a73b0f12e561e8dde5df73c8ee2c6f3dd3ee85a5f75311e955ff9d7aef	9035
archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_MAP.md	2b8cf1848133c15fce1c7fbf75d3b7ecd051d6ef	ad9fdf4d669579f11989c144a571ac83f2fda896d3cc1ef1deb3b339a74ad76b	3899
archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_VERIFY_DISPATCH.md	e213efc0dc40c34f98c5ba75e6e5b556e0321437	66dc5f62b9b8ce083cca52fbe567f3c0e89cb1fd5e86055a6db3757522333704	3988
archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_DERIVATION_RESULTS.md	930e92e465d623c3eb56616e4fc72c6ece642f38	2acb71701c1003e9d97ffb145388d4f2856e55a411fca40b740ae515fd779d9b	10236
archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_MAP.md	52eea523cf57894551e24edec28e196d0d831c8d	97f40ed9d67c830b4f9a9771a94cd088d7ee37e749e60e4f7f5d64cf90ad50f9	4410
archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_VERIFY_DISPATCH.md	5fcf56cb20310089ad897f6d86bef0896c947276	50ff497ffae49ac4419de1d699c94009d43b88a522acc7123d1e2a08daa5f35e	4083
archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_DERIVATION_RESULTS.md	972512e039bc401ae919df6f3138dab0983f4c68	91617d4b4f2003050ae604ecaa681794265a8e55ebd2b290135fceb285a01e68	10928
archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_MAP.md	d6445a9b22f558c2bba0bac75cb882327c659152	83f713e3751b26ce4f5377b0e95a4921a8b8856016964c24c2db26fc31dfac65	4582
archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_VERIFY_DISPATCH.md	4827afc06eeefc9a0d28f3351f7c5ea530c920cb	b6bdb5416bd40d3264c2c7cf94cae7c03b9c072e066adb7e7e8ef7be3afca637	4455
archive/native_action_chat_2026-07-14_15/UDT_CSN_GLOBAL_SCALE_SELECTION_DERIVATION_RESULTS.md	f6499125ce7ba9307d838a6f68a69d44c8f1ca02	0910e8d1c55b1ee4e7d808a9dd709c74393e6a61722134dbaaea36e9ad32d8e8	12843
archive/native_action_chat_2026-07-14_15/UDT_CSN_GLOBAL_SCALE_SELECTION_MAP.md	f65de00f2a562fe920f9342138979779f2248688	7c6a5f6799c7ab2fe3612a97bd98f0613fead60ea4482e70a40a08f66074a44a	4261
archive/native_action_chat_2026-07-14_15/UDT_CSN_GLOBAL_SCALE_SELECTION_VERIFY_DISPATCH.md	3e5ac6f12576fdf7d95f7a9f4b78e7b3a7a8da35	0d45308724ecc4e363e6e34e267085eb3aa8cc943048769e6bfbf6503f2beb53	4141
archive/native_action_chat_2026-07-14_15/UDT_CSN_ONE_MASS_GLOBAL_CALIBRATION_DERIVATION_RESULTS.md	7cce6e64abbe47d6b99b68a0a8d6669000771de3	a105efbcae390083c1c39eabd05fc14728b4a2f22447ee8304f3ce7fc1820909	10369
archive/native_action_chat_2026-07-14_15/UDT_CSN_ONE_MASS_GLOBAL_CALIBRATION_MAP.md	d519d1d5709bd401bfe33e862541942c957a5429	08f47a0bb8dcbe1dbf9989f88e94bb3cf7d9a3621c58db098cd9d582ebfad86d	4417
archive/native_action_chat_2026-07-14_15/UDT_CSN_ONE_MASS_GLOBAL_CALIBRATION_VERIFY_DISPATCH.md	7eecf240a9bc5ef17db042d24e5a093afa9a60a5	c5cc87876d690bbcf1d9bdc68383c3c7daad4f4588586395b42a4cbd8c12c496	4367
archive/native_action_chat_2026-07-14_15/UDT_ELECTRON_CALIBRATION_BRIDGE_DERIVATION_RESULTS.md	9f79f056119bf884969081a3543958acec0def5d	c4f31901b57eb3c6fedcd850e9cd2bc6fc9aa0f0796e5de168f3f35669225fcf	9945
archive/native_action_chat_2026-07-14_15/UDT_ELECTRON_CALIBRATION_BRIDGE_MAP.md	19f7b1d491603c8a14c5a75c9497502b1099b0f5	21272e9d3f71fd7ba8cb1253ca985db7b629fa6f1b96c16676b23debd3de3ac7	4502
archive/native_action_chat_2026-07-14_15/UDT_ELECTRON_CALIBRATION_BRIDGE_VERIFY_DISPATCH.md	6f0c87a93f0d6962747b11fc80fd71c2874ff686	abf0dd4b1a86d143157f4c3aceb16aee6e770d0cf0b6dc6af731fd8eac279751	4204
archive/native_action_chat_2026-07-14_15/UDT_MACRO_MICRO_MATCHING_CLOSURE_DERIVATION_RESULTS.md	8dacb5676ebbb836370bd7fb850c89d1c759067e	ce808049670d24364a4eb70c0ca33bade8bd1da1dc20c8a52142a87f5820bb3c	7800
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_DERIVATION_RESULTS.md	2a3a28f8b7d928150ee85c499a64ac1c171cd5bc	4895568542226172ce3d903f309fe4c0aa23d51ddd94e2f67c6a03e4b7be4dc1	8316
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_MAP.md	8e74ea8f915f17383ded6e59bc618658c8452bab	b1f6a58c59655b997404db7014f683a8d9edc1dc970664b8732b7236c211a10a	4439
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_METRIC_CURVATURE_MAP.md	55938798a1001da0eff7e3ee1d1387df46242d93	3d7c13a47edf1998ba1f94905985efe79989283f6b40a3bf40c19fc946a5a0ab	3331
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_DERIVATION_RESULTS.md	0f5077ceab15b6356f9f08da2462b59fde22fcc6	60239f92223635292218081c2a3517a151ea69d52e5d7ed2adf1d20ab5b3d1e7	11235
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_MAP.md	69ee0bcf406efd7635e9ba15b1c444aa87e5c2bc	c200746e72a3a56c497ab8f4e7d41c16b7e358b06d2d0aa9f2749185c084a8a2	5540
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_VERIFY_DISPATCH.md	8fa3569d073f51d9cf5121b2c3e2f2029b82db79	a2011ff0c1872be0fc1fee8a2bb108c0da1731890a57e3941bb0566a52e17de9	4195
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_LOOP_CLOSURE_MATTER_DERIVATION_RESULTS.md	c0053a60fcb39aaa0c910f8666c1b0df039ef5f3	c456aa3853f709abcfe76e38744b7a4bc875fed0902de4b4801039aa95d19139	12728
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_LOOP_CLOSURE_MATTER_MAP.md	607146d9ac47aef6720be935a22725f87e96f439	bf1a57da51d4be00f8229a594d5e4d25c5baa0bb5eb81a2dc032f271e203a469	4169
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_LOOP_CLOSURE_MATTER_VERIFY_DISPATCH.md	369e5d75c9255dd1985ff3ef6099ff8f7ccbe84a	e760a16b6c5ffb517c3566671210792f0ec06d18e24b2013e3cf1c4618667078	3848
archive/native_action_chat_2026-07-14_15/UDT_WRL_CONFORMAL_CARRIER_SCALE_CLOSURE_DERIVATION_RESULTS.md	35c4719cda8a6e937ddbe9c8907c45cc9549799d	ba3bd0677d1dc2910d2928c62845c4c4ea245fb371c13bd29ddbd32d62dc6193	8227
archive/native_action_chat_2026-07-14_15/UDT_WRL_CONFORMAL_CARRIER_SCALE_CLOSURE_MAP.md	46effb55a7a28111e2474b72f3e7c0c361f3b82e	b917be25f63373e4dedb7e277fd93e11cc25d663549d1fd02a1975ed71c538ef	3979
archive/native_action_chat_2026-07-14_15/UDT_WRL_CONFORMAL_CARRIER_SCALE_CLOSURE_VERIFY_DISPATCH.md	88b4cba6858064f9cc577afb0163d331776a65bd	69f5513fbf9f53cd098fd2f247111449cd500373ad323b33d488f2f0ea220d85	3191
archive/native_action_chat_2026-07-14_15/UDT_WRL_OFFSHELL_PROVENANCE_DERIVATION_RESULTS.md	d2c2c34975e9cda2357739a348f4ecde845260a1	12ac3badc88235a43be2a528fcc222e41ea12d13f074f07957a192df4b9e5e09	11332
archive/native_action_chat_2026-07-14_15/UDT_WRL_OFFSHELL_PROVENANCE_MAP.md	f4fba58bac20104d1dca99524ac9808c483afca7	44dd0059c40be3f612e32b03bf8ac6487410401cb3d810c221869f309e64527a	4458
archive/native_action_chat_2026-07-14_15/UDT_WRL_SCAFFOLD_NATIVE_ACTION_SEPARATION_DERIVATION_RESULTS.md	a7d9abd400a6e70db83e58cddf6ba715f2d708df	6f1d433f875fc0c090d1d27bd63afbb836f7e24f9308887ce0d3ee1d6e570284	8859
archive/native_action_chat_2026-07-14_15/verify_udt_common_scale_matter_emergence.py	550680eadd9db5dc11b5cad3e7bac3eae845dfb4	659944fbcf46f941f053ad956dec4bdb840eb39a0251883f5add89dbd8203de3	3987
archive/native_action_chat_2026-07-14_15/verify_udt_common_scale_matter_emergence_out.txt	4ad880ae1cbf0d58e2c56c73ef9635f5d68f14fe	c761fc95b7e6fdeec9141795c492dd3599d00563d47cfef325bc4237f268b75b	1031
archive/native_action_chat_2026-07-14_15/verify_udt_csn_boundary_charge_selection.py	03cbdcb3f07494e3c05a4d735605f276ddbe6de2	cb1563eca2b0a68857add9097b413f72403efe61a2eaab33181d0d449c09317d	4293
archive/native_action_chat_2026-07-14_15/verify_udt_csn_boundary_charge_selection_out.txt	c75ade329e5320047bdf71e1dfe4b0d6d65d428e	09175355d9cf8a221d964b95d4176741a6156bbac7c723324e2bc200a73ec671	1150
archive/native_action_chat_2026-07-14_15/verify_udt_csn_dimensionless_action_reference_branch.py	d18b8e18197a66dc7f611819f83968ab8cf6320b	557b45c993188aa5282c12c6788509cbd1f03284605d704609b697d1e09709a3	4866
