path	role	blob	sha256	bytes
udt_killing_plane_strata_transition_audit_2026-07-28/PREMISE_LEDGER.tsv	parent_premises	4398e8efd4efdc7dd8d10632573ba993963f3161	dc1e6f36c5647442ab5acf96927358d6a4be3a07b311b545905c9740ff73dd3b	2394
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/AUDIT_REPORT.md	descent_result	62660c7a1056e8be45a26b2611e4bdf7ed3a13f4	1ee4ddd4c7f91466fa3be5260adc9d6405c3a7f1302048961dba14ce4486c66e	4708
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/EXACT_DERIVATION.md	descent_algebra	8faf8a5c2b3224aef7ad3370559599495dd981bb	f891ffb86591405c5271b5b15118812fe20776dd5debf5c08040987c08b26ae0	9515
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/DESCENT_CONDITIONS.tsv	descent_conditions	d1afca5aa39f51ff665557f362660ef5d5c97b5d	5176942f0f7151f41126e9807ccbc41a9bb5fc3e63cad84629f508e7de1fece9	575
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/BRANCH_COMPATIBILITY_ATLAS.tsv	descent_branches	c786c3efbb5c19656052c5331ec08c4b80995002	2badef500bd588efae4fd3d34682f021daf1af027e517f1f3a443f2fada3fa07	1489
udt_full_screen_hopf_toric_rederivation_2026-07-28/AUDIT_REPORT.md	toric_result	28b253a208f8c654597be5ac4e4317db8a33b72d	3b88c51e602c05318da92fb7bce1e42f0f4844367cc00ea700d8ae76ca827837	7021
udt_full_screen_hopf_toric_rederivation_2026-07-28/EXACT_DERIVATION.md	toric_algebra	8435d52f42ef32250ba53c77b7223e8fae0125e2	e478a8ca90153fc8294aa7887455afd17a3ce49f6b66ed93a812c0aff4035fbc	10823
udt_full_screen_hopf_toric_rederivation_2026-07-28/TORIC_LATTICE_ATLAS.tsv	toric_cap_data	3dd7d5426101b5f7f58345fc179804d4f40500e2	9afda1533c9183c2f38154af57533189bb2c4ddba9dc3e965d9547d7d7dfce51	662
udt_full_screen_hopf_toric_rederivation_2026-07-28/FULL_SCREEN_DESCENT_ATLAS.tsv	toric_descent_data	b9241d0bdaa19e7691e182c69b885e118b4ee4fc	35b7bb4601b07a5def9851c4715fee516eb292c36c71021f21fa61c3b1c95450	1389
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	full_screen_scope	3f508e2d21328aef5a8e51cc7ca069ba3889992f	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	4171
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	full_screen_algebra	b4f9a0300cc3053f53b69ad28f1122e416273113	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	7384
udt_general_screen_complete_cell_atlas_2026-07-28/BLOCK_PRESERVATION_CONDITIONS.tsv	block_scope	7f9caaa0e4eb69dfb170dc91b702f19341828184	2c451dc9c3e202c078241b51b05d70272a6198dd22b67920f3fcd9e41bf34d32	718
udt_metric_natural_joint_selector_nogo_2026-07-28/AUDIT_REPORT.md	naturality_scope	e230ba419f4fd0a6831b79f2aea83984fc85d7dd	5675336453e46c171ecabd3fd818d040f3fe0e47ca0d055a4f7665a8f3b222e3	8365
udt_metric_natural_joint_selector_nogo_2026-07-28/EXACT_DERIVATION.md	naturality_algebra	e7b25203eecb9949ed8e451ee209ed1fb79162bd	7dbd6f3cc9d7e9e2ecb087164cadf426957bd12a4306dd20c11343bcfd2d9052	6265
udt_metric_natural_joint_selector_nogo_2026-07-28/SYMMETRY_RANKS.tsv	naturality_ranks	1cb603341a2e4a0b9c4704701f24b33b660564ce	25cb79757c63cad0d82b08d27f9a0344db23dd00e50e0a34495e45b92ee5ce7d	485
verify_current_scientific_premises.py	premise_verifier	d790140114441a8b43fcde7cb52241b7f1e9bee5	14c1a75dcee2cd593bca1eb098dc7b71b5a5212e921e4b97b4b5c4fbfa4b0904	5297
