path	blob	sha256	size_bytes	first_commit_date	discovery_reason	adjudication
CODEX_ZERO_CONTEXT_STARTUP_REHEARSAL_2026-07-19.md	56017ccdfe9295421e3ba7fa397f13e9a5fb3db4	941540d5763f876439836406188419cbdb55d794500eb464f98f03a81bdf1ee5	5522	2026-07-19	TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv	UNADJUDICATED
CODEX_ZERO_CONTEXT_STARTUP_REHEARSAL_PREREG_2026-07-19.md	f0490e222096f490f95e205f37d46d6e801cd7e9	8462e4d3fd66293aa05dd2e6a6038a30af44f55a721a92921b07183712e992b1	2865	2026-07-19	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
COGNITIVE_CORRAL_TRIGGERS_SETUP.md	9989eaea43c64a5b900102e4c3a5dc5fe3bda8a3	0d5a008470726a54745f5e35f94e27ef0d40554a9569b89d2e99a9c4e45f9fda	18833	2026-06-27	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv	UNADJUDICATED
CROSS_MODEL_VERIFY.md	95b60c08e0d55dcf2c3104fb9f14a130752cbff3	417bb036579bf4a333dab6a3da4c8cae73d61bf49ae8fe0f74b46df86d05e6fa	2839	2026-06-23	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493	2026-07-26	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/README.md;TRANSITIVE_FROM:udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/SOURCE_CAPABILITY_LEDGER.tsv;TRANSITIVE_FROM:udt_founding_observer_comparison_semantics_audit_2026-07-27/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/SOURCE_CAPABILITY_LEDGER.tsv;TRANSITIVE_FROM:udt_reciprocal_transport_holonomy_atlas_2026-07-26/SOURCE_CAPABILITY_LEDGER.tsv	UNADJUDICATED
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277	2026-07-26	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/README.md;TRANSITIVE_FROM:udt_foundational_semantic_regression_correction_2026-07-26/verify_semantic_correction.py;TRANSITIVE_FROM:udt_foundational_semantic_regression_correction_2026-07-26/verify_semantic_correction_independent.py;TRANSITIVE_FROM:udt_founded_pair_global_alignment_audit_2026-07-26/SOURCE_PRECEDENCE.tsv;TRANSITIVE_FROM:udt_founding_observer_comparison_semantics_audit_2026-07-27/SOURCE_CLAIM_UNIVERSE.tsv;TRANSITIVE_FROM:udt_founding_observer_comparison_semantics_audit_2026-07-27/SOURCE_SCOPE.tsv;TRANSITIVE_FROM:udt_global_coframe_compatibility_p03_2026-07-27/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:udt_global_coframe_compatibility_p03_2026-07-27/build_p03a_source_audit.py;TRANSITIVE_FROM:udt_reciprocal_transport_holonomy_atlas_2026-07-26/SOURCE_CAPABILITY_LEDGER.tsv	UNADJUDICATED
D1_FIX_DESIGN.md	15004b41cbc2d51fde874d6234d57702d0f9e709	57a4d86c84f5a042a9ff1ed739440e2648aafae6b5f962377e9c57481d78d964	281	2026-06-29	TRANSITIVE_FROM:galerkin_basis.py;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv	UNADJUDICATED
F0_SYSTEMATIC_AUDIT_results.md	a2d7ffd103dc82d41922abcf5320bc8c50410f74	3293eab3af0c76c62ee2351b7554c116d1351e87c4ce5115fb9824cc959b2b7d	17598	2026-06-21	TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F2_closure_results.md	53531541b574ac240a579a280425adf471974553	976edc403b9bcb7be392dbe48ae67d3eef051ae46f0ff5e43c061a5e38b9ad35	24252	2026-06-21	TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F2_matter_action_forcedness_results.md	8f932eb8f1e6af4a83017bffeb0e82444875614a	1d1b852312615516910d489a67d9c9c8f445812678df19dbbe67e2b08cd2d1b2	20979	2026-06-21	TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F4_seal_boundary_MAP.md	90d9d0382facc61432f9d36b8670cbd9d9ed2f7b	7ea689de0fa792b63fa9246865925240311e119106a61aa5e89b958eed93f064	21130	2026-06-21	TRANSITIVE_FROM:asymptotic_boundary_lineage_audit_2026-07-19/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F5_critical_universe_closure_results.md	ae4b09f3be492805557dcba3d15b159565e5107b	16f800d165ae5abf10af3737cb4626e69c1df62c8cfccfa124ff5793d9548599	21590	2026-06-21	TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/macro/ROOT_INVENTORY.tsv	UNADJUDICATED
F6_postulate_A_ledger_results.md	defb9adf416dba6a1240e22be9846375b39144f5	268bc7434dc2634785bb07c13b02ed43c34ac646ce9e955a9e40d298a13e64b8	20776	2026-06-21	TRANSITIVE_FROM:archive/COMPLETION_PROGRAM.md;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F7_scale_bridge_native_results.md	fefebe75d06c783d63e2aabd61b3c9d5544addfa	52551c529dfc99af9f2f12efbc8e7575f8f49a3efdac326018b266b29ea056a7	17028	2026-06-21	TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F8_metric_choices_results.md	a149b70b473f875d5a3274b2775700ec613f2583	815f90c3c8a69158d021404065f31bd8f1ce892eb0e542f259c88a9c211b62d5	18907	2026-06-21	TRANSITIVE_FROM:angular_derivative_weight_selector_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:archive/COMPLETION_PROGRAM.md;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:c2_angular_reduction_selector_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:c2_failed_basin_homotopy_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:c2_finite_cell_boundary_variation_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:c2_nonlinear_stationary_solution_space_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:c2_rigidity_three_route_zoomout_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:c2_time_fiber_shift_jacobi_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:c2_variable_lapse_selector_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:complete_coframe_seal_involution_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:finite_cell_seal_boundary_phase_join_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:matter_bootstrap_dimensional_inventory_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_ARTIFACT_PATHS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv;TRANSITIVE_FROM:scale_breaking_closure_census_2026-07-20/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_GROUP_OUTCOMES.tsv;TRANSITIVE_FROM:udt_phi_metric_ontology_audit_2026-07-22/FORENSIC_PHI_SOURCE_CENSUS.tsv	UNADJUDICATED
FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	31d8e7366a4a074a7fab9bac47ef65f439955c25	405edaf2302d5a9f8ed1cc2de48714fad0265b7eb310c8fc93c92567067cc480	27304	2026-06-21	TRANSITIVE_FROM:STATE.md;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/macro/ROOT_INVENTORY.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
F_evidence/F_control_N128.log	2ed7d56be22d4c6f24ec21b02950163669bb2670	4f5cceb6dc0531fde6c0c620806c127d48590a742abbffdd988922b178faf806	1479	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/F_control_N192.log	4d4ea6aec0f7aeddd42f377709e82751c9d70b0f	09e4f22a2784c78dd634d643318ae7548253b3f6189b65bc6fbd8bc6d6385131	978	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/F_control_N256.log	2a506b74a030d1b54096bc54c769f0b47b45f3ca	a743d11109edcf65ad117b1abfda405d84eb71044bfa19ec7eeb2672f5d533e2	1189	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/F_dirs.log	3ec9b6e39241c97c4384ae7188584e9aee8a77c3	6a796a1c605e027ea60f44ea171ac3e0bbcde71148142814ce109bd932385e8d	1156	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/F_fine_N192.log	ccfa46a443bde15c59b79a0dbda047b9ea4007ea	f2b20410f26018a5ec3f0dce274f9eb6791db2102f3700274a16e55318122782	56284	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/F_fine_N256.log	c9f8429fa3d943994d9150317746a277b97e3247	c7986ddd29f726cc81aee0f093c2dcf1e6a5644f3f441357a319c8ecdffd87d0	85524	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/F_gate.log	90eea2789ce6f78441fc24f87f0cf98522d75f14	50c4d40555c38a04bbd5fc8e865888347eaa345cec07ff1f42b82e5bd082df8a	840	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/F_ladder_N128.log	4b8f5d98eb68dea1f9f29b5d1a4e9e33aa26b170	a159ba691837424393c38205d4f49a0b86cf96135cbeb0559e9805477df5ccfd	103572	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/control_N128_run.log	bd655e138784a00582b39755408b0babf8d5aa0b	7fd7a446e65bb2c2a3b6700345207b1c8e9b00cc32fe2f1fca32be1392933d24	1498	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/control_N192_run.log	6665fef9041ff67e9f5e6b1bf924f956f422f16b	1d3cd87f0ec00571a16f5c119778f359a72780763f7bdba06346bb9f4ecaffe1	997	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/control_N256_run.log	b63962a99ae4d4531acecca0abf33c13ae834a9b	78ee91d7ef7c7bb3c760facc7ea5e4edb9175106d52b63477b8be6ad0f5e7ca0	1208	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/fine_N192_run.log	62f91ee9af2ed380ebb0722cf8500bcda531db05	cdac929196a510f3a0d712034dfb26f3567dd86a66cd49d384cc7fb1c687e649	56300	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/fine_N256_run.log	43671b67a53eaa262a09447cf9c050366f7b684c	a1f02c69ca7b8d59004141b09f21f289f93720b2e3268d6a688014f5466592ba	85556	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/gate_run.log	03c5b0f3c37369c9de77d0bbb379b7c5ce160802	767bc74ce5b00ba4713170f571142b4f553a8873e0efc25942636907c503de8b	856	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
F_evidence/ladder_N128_run.log	3451d8c2fb718948e0731fb1b532476335532e73	769d75cc2fe9cb8373a6f3e2f2995f2820a6d482d014be5fdba8603c686d792a	103614	2026-07-17	TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
