base	path	match_basis	git_blob	disposition	reason
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F2_matter_action_forcedness_results.md	TEXT	8f932eb8f1e6af4a83017bffeb0e82444875614a	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F4_seal_boundary_MAP.md	TEXT	90d9d0382facc61432f9d36b8670cbd9d9ed2f7b	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F5_critical_universe_closure_results.md	TEXT	ae4b09f3be492805557dcba3d15b159565e5107b	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F6_postulate_A_ledger_results.md	TEXT	defb9adf416dba6a1240e22be9846375b39144f5	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F7_scale_bridge_native_results.md	TEXT	fefebe75d06c783d63e2aabd61b3c9d5544addfa	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	TEXT	31d8e7366a4a074a7fab9bac47ef65f439955c25	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/F_control_N128.log	TEXT	2ed7d56be22d4c6f24ec21b02950163669bb2670	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/F_control_N192.log	TEXT	4d4ea6aec0f7aeddd42f377709e82751c9d70b0f	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/F_control_N256.log	TEXT	2a506b74a030d1b54096bc54c769f0b47b45f3ca	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/F_fine_N192.log	TEXT	ccfa46a443bde15c59b79a0dbda047b9ea4007ea	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/F_fine_N256.log	TEXT	c9f8429fa3d943994d9150317746a277b97e3247	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/F_ladder_N128.log	TEXT	4b8f5d98eb68dea1f9f29b5d1a4e9e33aa26b170	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/F_verify.log	TEXT	b9ca2940fccbaa282a184ac681df6e3ed8d4063e	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/F_verify_postreturn.log	TEXT	797bf864ff9eb0dc55d539db99251ba72704c25d	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/control_N128_run.log	TEXT	bd655e138784a00582b39755408b0babf8d5aa0b	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/control_N192_run.log	TEXT	6665fef9041ff67e9f5e6b1bf924f956f422f16b	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/control_N256_run.log	TEXT	b63962a99ae4d4531acecca0abf33c13ae834a9b	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/fine_N192_run.log	TEXT	62f91ee9af2ed380ebb0722cf8500bcda531db05	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/fine_N256_run.log	TEXT	43671b67a53eaa262a09447cf9c050366f7b684c	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	F_evidence/ladder_N128_run.log	TEXT	3451d8c2fb718948e0731fb1b532476335532e73	EXCLUDED_OPAQUE_OR_NON_TEXT_ROLE	not needed for the bounded documentary/algebra classification
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	GR_NUMERICS_RESEARCH_2026-06-29.md	TEXT	ec2049f68a3f369b6911d9c013d5f3fb10400303	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H3_hopfion_solve_preregistration.md	FILENAME;TEXT	7729e2c1fcb19130160d8d6b55b97e9f0d9a370c	LOAD_BEARING_SOURCE	opened and hash-bound in SOURCE_INVENTORY.tsv
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_GP_switch_hopfion_MAP.md	FILENAME;TEXT	ac1fbbc1fffc0a5ad2a3bdd0bdaaa53ae4505aa2	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_N1_offround_transverse_equation_results.md	TEXT	c4a2ec184ac589ad250f928f0f55780dcea5f292	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_N4_backreaction_solve_preregistration.md	TEXT	620ec56c9052c8944944c702c7f4f8fb0a583d27	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_N4_backreaction_solve_results.md	TEXT	ce368e7a5d1a8bf9341a89657abc8236b3c61e3c	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_N4rev_sign_certification_results.md	TEXT	93fed917e2ba74aa1218d94c5c2ff27907b846f5	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_N5_whole_cell_criticality_MAP.md	TEXT	c32751f438747849c023337929d493f958ba485b	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_N5a_whole_cell_criticality_rederivation_results.md	TEXT	c425967e0e9f4f268c2f8e460ff74421709e945e	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_N5b_flux_budget_closure_results.md	TEXT	65438dd002573f8c83fbf31b1b6f05b41300f49a	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_backreaction_mass_MAP.md	TEXT	9ff97145d1a497291d2fa0c6eb64a957ec69f8bb	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	H4_screening_taxonomy_MAP.md	TEXT	46b662d765d2704a0313cf9691b733f1521e5bfb	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	HANDOFF.md	TEXT	f7f56a5013f015d891ce72e516161a52b3b9866a	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	HANDOFF_ARCHIVE.md	TEXT	b257b2563729d016a430a7378baaeb21c8b75905	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	INDEX.md	TEXT	4e25ccbbf06139e39919935c8f02eb081cf888af	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	LIVE.md	TEXT	e741f0ad642001bd7bfa09f82103dc07d144ec32	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	MATTER_SECTOR_MAP_new_foundation.md	TEXT	7189e4e8756379c903240a3fa7a381439be843fe	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	MEMORY.md	TEXT	24a1287c9f06878e196611c3cb88e295198705f9	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	N5d_solver_build_plan.md	TEXT	38e405e0d9a578e6205434d54e4330f9be83428a	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	NEGATIVES_REGISTRY.md	TEXT	71c7cae1f659c40636537db211311f8bdb972025	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	P1_PURITY_HARNESS_MAP.md	TEXT	fae05082ac4cbb40cdb31b8875f61104195823ef	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	PROBLEM_STATEMENT.md	TEXT	dabbd10b5a58c52ab36c67aafc55ee08ddf43ba2	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	PROVENANCE.md	TEXT	2990e2054c8218381f3f1f944cca6c5784962194	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	PURSUIT_CHARTER_2026-07-04.md	TEXT	4f4e8581273f23e8829b411fe32d4dc6877d8947	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	QUANTIZATION_MAP.md	TEXT	4f282b8c2f631237d1aa0d1ae8ba8b8df0bb59f1	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	README.md	TEXT	c47d33ca7675d522e4fe45a79d377b148e8ce8d4	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	REORGANIZATION_R0_PREREG_2026-07-18.md	TEXT	ce4bdc2aadadc4d701fe8972898e2a927f185437	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	SOLVER_INTEGRITY_UPGRADES_SPEC.md	TEXT	a9a92a60a13f24aff911511ac79cf91f88671e1a	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	STATE.md	TEXT	75004d6971e0454f42d1182d30cbb34408f2e798	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	TRACTABILITY_ROUTES.md	TEXT	f600b4c9389baf0f07bfa5426621580d8a318a1c	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	TEXT	db2959c45beb48f7417b211039dd8e8c71d2f1ef	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	TEXT	2aefcf5b07fd8457847ee24089153a3e3924f9ea	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	TEXT	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	TEXT	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	LOAD_BEARING_SOURCE	opened and hash-bound in SOURCE_INVENTORY.tsv
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md	TEXT	a7b93765e970a3390f749e6fbbeffa45607b8dbb	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	TEXT	793ba7e083d2a343bcc6730ab16df46ce0fe2817	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md	TEXT	3236b926b6d2aa344e3ba306093d708bfdde981c	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	TEXT	c8d6d4a06fb47ed667a9c9a9c201cbdf78b13a29	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	TEXT	2714438f0f96d4e94a1badc3d68e9a41d0670222	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_METHOD_MUSIC.md	TEXT	2d7688b24a88e4bde21c2729683fbb6ebb5475d5	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt	TEXT	0d2364852e141fe1704d8e2d7c8e1790975dffae	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_ARM_C_LAUNCH_RECORD_2026-07-18.md	TEXT	49204d407815016567354d40136b68164cbf0390	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_ARM_C_RETURN_2026-07-18.md	TEXT	0c693377bc8debb4b2417b5434c25ae8bd260360	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	TEXT	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	LOAD_BEARING_SOURCE	opened and hash-bound in SOURCE_INVENTORY.tsv
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_COLD_PACKET.md	TEXT	dbe0292e446291cdc620abfb261447cb9f7d969f	LOAD_BEARING_SOURCE	opened and hash-bound in SOURCE_INVENTORY.tsv
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	TEXT	beaf9c20e607b9160ee466a31c43a329a2b13db5	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_FINAL_ADJUDICATION_PREREG_2026-07-18.md	TEXT	a2c155ce63a9f8b572987269c046cebf6e4cd1ce	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_FINAL_ADJUDICATION_RETURN_2026-07-18.md	TEXT	a2b8475c90dd72b35e7c298eddbcb4db6d6ab685	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_STAGE1_LAUNCH_RECORD_2026-07-17.md	TEXT	6da2969b429f265b371a0ed15e3912f090d57d21	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_STAGE1_RETURN_2026-07-18.md	TEXT	81570de2b1a0f8e51d8b0244970824031e2bc2b3	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt	TEXT	53786e0a4f20907953613c71f36164c08146c27b	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md	TEXT	8d763cdafba64d16ea254ea88fa783e5b2eb2d11	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md	TEXT	68e37d19b5524e30f9c2c7b756cd36c72035d6ed	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md	TEXT	69d7febeaf61e6a64c0fa350f361543f347efffd	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md	TEXT	33b54d3472f6759523a237a7e18258069fcfa36c	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	TEXT	a8d29384a514f9d3be588dad1818c4c614dc6d70	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	TEXT	1e06e446121e902280eda16e269e4742814d48ba	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_VERIFY_DISPATCH.md	TEXT	ddca988b51f72d8707caaa5975ffd1bd4388dfce	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_S2_CARRIER_STATUS_CLARIFICATION_2026-07-15.md	FILENAME;TEXT	ab394adfd7174b39383b2d80f745cd772d9833f2	LOAD_BEARING_SOURCE	opened and hash-bound in SOURCE_INVENTORY.tsv
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_SCIENTIFIC_CHECKPOINT_INTEGRATION_PREREG_2026-07-19.md	TEXT	62c4bccb064c364a6ba93480dfbf6ea859a849a0	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	TEXT	594542a975cddaf13caf6b2e07a70e934a8bf838	LOAD_BEARING_SOURCE	opened and hash-bound in SOURCE_INVENTORY.tsv
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	UDT_XMAX_STATUS_CLARIFICATION_2026-07-15.md	TEXT	6b01ad9424a26c549a970fbcac9cd6f011cabe09	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	angular_completeness_results.md	TEXT	592362e178475c1c76a44e70658a7a11bef550ec	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	angular_lagrangian_results.md	TEXT	89d5c93c005f2f2ec68e3aadf0adfb9a1325bab0	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	angular_lagrangian_verifier_results.md	TEXT	bda58d4bfcac6d9e608c155adcdf127936d7c5f9	SUPPORTING_NOT_LOAD_BEARING	discovery hit but not required after current authority, exact field code, and banked result sources were selected
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	archive/B1_mass_dilation_cost_results.md	TEXT	bc14a524f20dbced57a34345d991bb3bbe654095	EXCLUDED_HISTORICAL_OR_REORG	not current affirmative authority; retained only as non-load-bearing context
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	archive/B1_nativeness_verifier_results.md	TEXT	dc6a939ec67f9191fb5b81b11b0bdec2fa580923	EXCLUDED_HISTORICAL_OR_REORG	not current affirmative authority; retained only as non-load-bearing context
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	archive/B2_phi_angular_spectrum_results.md	TEXT	b8954e96900a561e63fcd8bd74fd8513ce766142	EXCLUDED_HISTORICAL_OR_REORG	not current affirmative authority; retained only as non-load-bearing context
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	archive/COMPLETION_PROGRAM.md	TEXT	03ad0992c4d5b13b677d486f0885c1fae2e55e49	EXCLUDED_HISTORICAL_OR_REORG	not current affirmative authority; retained only as non-load-bearing context
28628be883dd37b0982dfb8ceeb41e46f1aa0d9b	archive/CRITICAL_UNIVERSE_FRAME.md	TEXT	eb3bdeb51e0c206a6ba286e79419412b55feb4c5	EXCLUDED_HISTORICAL_OR_REORG	not current affirmative authority; retained only as non-load-bearing context
