current_path	git_blob	sha256	size_bytes	first_commit	first_date	last_commit	last_date	audit_role	provenance_status
node_H1_hopfion_compactification_results.md	06eea953ebb214109df46d7d2a5708c6bf316a0f	2ee5874db4c7911a9e0dc09ea92661f9670065b4bb06a0657a45414e3104a4c6	6050	ddd5e75c12cfed68af1924f44572ceb07d315a63	2026-07-05T01:38:48-04:00	ddd5e75c12cfed68af1924f44572ceb07d315a63	2026-07-05T01:38:48-04:00	local_ball_topology	CONDITIONAL_EVIDENCE
H3_hopfion_solve_preregistration.md	7729e2c1fcb19130160d8d6b55b97e9f0d9a370c	82dd23caec9938816f6171bb605d63ac41875d40127eb363c3f77d45c63df1f1	10346	2168b9a21c3b70f3761403bfe02f6b61df0a1927	2026-07-05T08:22:47-04:00	a8639459d76288cf8f3d277dc34c1774b1b3d311	2026-07-05T08:39:49-04:00	historical_solve_contract	FROZEN_PREREGISTRATION
node_H3_hopfion_solve_results.md	5184c2c5602fe494169ed16fcd56d83b6e10d991	010bf8f2dc6a1e957cfe318879906a20cf95c52612ba18bd675ab1e63378b3b8	11298	c0c7935ee884709475a62600e96494418ad2be70	2026-07-05T09:48:26-04:00	ab31e6674ee1a384556c5ed6a2220253f9c8c9e1	2026-07-05T16:13:18-04:00	historical_3d_hopfion_result	CONDITIONAL_EVIDENCE
hopfion_arc_scripts_2026-07-05/fs_hopfion.py	7165eff497b6b5221c15b1f48c195fe319626fe3	7a9dcf021a23cd663bb484e435ee716084e38999f0629b294790aca77e15b748	11645	74ee34de414667b3c6ee77261a6b348541f0ef37	2026-07-05T10:14:43-04:00	74ee34de414667b3c6ee77261a6b348541f0ef37	2026-07-05T10:14:43-04:00	original_3d_hopf_solver	CURRENT_CODE_PROVENANCE
noNull_energy.py	c1529d1f6196123b412c11123618f45d5a9c5366	53110844b3925b9b46bb48a3865f1bf9f60290efdd01a5830e0e388aeb477444	9573	5c83b14a744a8ceca7a4169f843b2cc67e855370	2026-07-11T17:18:20-04:00	d131557424ade84f4567b822722b840010cbf238	2026-07-16T18:57:46-04:00	corrected_3d_continuum_discretization	CURRENT_CODE
noNull_resolve.py	35d926caa866178619e9327526ff51120eac38f0	995df0c30e1595a83d1335050be8e3fbbfb22f02b6b5d6643787048cc2d7aa2b	23100	bf1cca07efa276bef2fc52861e395ef3f1fae5fe	2026-07-11T17:30:00-04:00	8a750c703d7a4dd5975717f857b6cf79e18250a1	2026-07-14T03:06:38-04:00	corrected_3d_field_and_charge_solver	CURRENT_CODE
stability_branch_follow_256_DECISION.md	76bca29c84efd423b3ef045f50858721234546d7	9806bc8f61b94109080699f00d8a758f1afc935db18a11f07dbe7365a61811d5	22662	207f8bafc052a1b2cc6b58bd1bc39303e97c012e	2026-07-11T16:58:14-04:00	3b3efcc2bc35e9c5f0e5dec8d1768de05edba10f	2026-07-12T19:02:12-04:00	particle_arc_decision_record	CURRENT_EVIDENCE
noNull_behavioral_F_results.md	17615b5812977b5458b4aa5f3bb8876ccb150cae	ea4e522cef2a04973806ac1aed714c0a2f20badd1766c656d108594298d1c98d	4759	2f024f80edc837cf36547044196c683ca995ff93	2026-07-17T13:59:21-04:00	f239d0b039185fb2f32423e1f80beb54ce7ac68a	2026-07-17T17:33:42-04:00	finite_slice_behavior	CURRENT_EVIDENCE
noNull_schur_inertia_ALL.json	16d4b8dbfc0091e4eab0be967f4593512b68dc69	57f5e251124b194fcb98e6c92490c238c54f7aeb38adc83fefab27e46104eab4	27813	d131557424ade84f4567b822722b840010cbf238	2026-07-16T18:57:46-04:00	d131557424ade84f4567b822722b840010cbf238	2026-07-16T18:57:46-04:00	static_inertia_result	CURRENT_EVIDENCE
tests/test_solver_integrity.py	9336ab9714bd9b905d37410e2d5ade03a2cc0969	c3760a7ee25f95802190b8df2117e0caabed522c3f2eb3a375eec0ad53f3a113	15945	4ef7add2262804b62c70ab6041039cdd5a806c63	2026-06-23T19:00:33-04:00	80d8e37c8ae11eecade6d0ecd2cd2f30a9686455	2026-06-30T14:18:36-04:00	s2_vs_s3_import_guard	CURRENT_TEST_WITH_HISTORICAL_NATIVE_WORDING
