path	role	git_blob	bytes	sha256
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/DERIVATION_RESULT.json	parent_machine_algebra	551d0174128ea13c2897a6b49cb2f1e13140201d	1260	328417e5eb23047d41dd655b9b5a134f5670678d4c6cce10fe89d4248c69fcd0
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/PACKAGE_MANIFEST.sha256	immutable_parent_package_identity	8773f963ff282a14305f89036fa7339a379d22c0	3788	cb5b63eff0c44971b35f031366e6db84721045c535effe018db5662648c44f57
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	complete_S3_general_screen_ruling	3f508e2d21328aef5a8e51cc7ca069ba3889992f	4171	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	complete_S3_first_Cartan_system	b4f9a0300cc3053f53b69ad28f1122e416273113	7384	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	complete_S3_connection_matrices	23a5dda71d8a7ecbb3e8bca84ef76d6993562ed2	5470	8ae1ba6695ceb6aec7ac6915dd0f10c9f68b999ccf4ea332945b66605ea0d205
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	complete_S3_production_implementation	ebc9fe01fbcba1e57500176a3e6cb343defce951	27571	466cdb0de918851572d760c049109d93de2fc2c4df6dd32164c48f9a16499a89
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETE_S3_WITNESS_ATLAS.tsv	complete_S3_strata	6cf2733bdb47f8e2778c4faae1064a971f2954c6	1264	970e5bac91fd4caca27ff2c997a0f8af93fe8e964956c4e70579b371f58cbcdc
udt_general_screen_complete_cell_atlas_2026-07-28/GAUGE_INVARIANT_ATLAS.tsv	S3_gauge_typing	6eb9798495c3f6596aede744bd25f58edb609053	570	fbc8882ebd81bc5fc29399f4049bfb3bf3fa72ac5e1572bd108c7be7ea32cb36
udt_complete_screen_response_branch_atlas_2026-07-28/AUDIT_REPORT.md	registered_branch_response_universe	1e223d40abc8ffa97b8397b0f3632e1f94dd5fe2	3407	c67c8d05ca12b17171987f43ba941ffb8cd93daab91c4ba7e4b284f78cde3bde
udt_complete_screen_response_branch_atlas_2026-07-28/EXACT_DERIVATION.md	response_decomposition_control	6fdc6a65c21e4bd542311771a39879b0fafc3d72	5909	71d049e4a8401088ec861edd4d80b2af1a41ed149e4c909c27a633fe55904164
udt_native_global_coframe_definition_audit_2026-07-28/AUDIT_REPORT.md	global_coframe_family_scope	068ab7cba48b95dc46855e4a2822e9f8328a1c19	6258	7aa0b81caa6504974e8ace4fc2c313a9e8394ad293b3d7c316412ca7ec6485f1
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/EXACT_DERIVATION.md	independent_local_full_curvature_control	00a98c6ddbfff9b08ff44cd6f7cd33bfe9ea8433	6044	73fa1c064c4f7a02777e1d2a954c6b08e10d3d64f90999ecfb3e44f1ca32ae10
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/RESULT.json	independent_local_curvature_machine_result	d83c3ad7eb52fabc2a6704708d76c6103062be73	1911	f712eef60f0c55ab76ac84bb8e0b7542453247500def73b1acfbe2c304b77b5f
