path	blob	sha256	size_bytes	matched_tokens	source_class	initial_disposition
H4_N4rev_conditional_mass_response_results.md	9f95839a98d021982892d486350534846c9c25c9	95ce5e0ff2cd6c5aee9012451d15a319840925563dea18509689ae58fd70b82b	7211	FINITE_CELL;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
H4_N5_whole_cell_criticality_MAP.md	c32751f438747849c023337929d493f958ba485b	4c0e37a689b541bc0a95846cbe4ec982d61682a413e357f1a76e83ba7c10cfd8	22604	FINITE_CELL	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
H4_N5a_whole_cell_criticality_rederivation_results.md	c425967e0e9f4f268c2f8e460ff74421709e945e	7ec48597033bbbc20abe96bb49a043cf1fe573212d6e89868790b92e3b7898bc	21769	BOOTSTRAP	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
H4_N5b_flux_budget_closure_results.md	65438dd002573f8c83fbf31b1b6f05b41300f49a	4834122f529845d8093f0005f74047f06274b074d24d9f1d75a8e82a84b5d4da	25285	BOOTSTRAP;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
H4_backreaction_mass_MAP.md	9ff97145d1a497291d2fa0c6eb64a957ec69f8bb	b85beb966de629438357d83deb1be9f5fb1c1049e1a01cfc58ed3f24b15358d2	21404	SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
H4_screening_taxonomy_MAP.md	46b662d765d2704a0313cf9691b733f1521e5bfb	b472e1254925361063be1f0ecddda49a60e91391faeb9ec32c5950894b003679	8785	BOOTSTRAP;FINITE_CELL;CLOCK;ANGULAR	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
HANDOFF.md	ef1e5403c00905fe3d53609d447d69357d029496	f519019cb71e509c1572fe1b4a7c474f7db68505005b8feb59eab927e7a6230b	25582	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL;SCALE;XMAX_RECIPROCITY	CONTROL_OR_CANON	CONTEXT_CANDIDATE
HANDOFF_ARCHIVE.md	b257b2563729d016a430a7378baaeb21c8b75905	23340d081d4b52d1fbb7f019f0240d79891ca2c67ccd438698c7e29ef0cc85ec	130383	BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL;ANGULAR;SCALE;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
INDEX.md	5ac7d875e7afe1e3e59ce0dcc67890acf0c149bb	01b85d6781fab7b76e25d73dd5b8129d056ec444c1d80e404a8422863b92901b	14793	CSN;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL;SCALE;XMAX_RECIPROCITY	CONTROL_OR_CANON	CONTEXT_CANDIDATE
J_of_s_light_deflection_confrontation_MAP.md	257d03801d607cb4e633189f990f8472deb209d8	10e0f00f1641b9c9f899f7ac7ee7ce59cfec887ed909df15e400033cf3cc5b0c	29622	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
LIVE.md	256302b565438ec1fe4a6d97252a0f3354d4a7ed	306a85cd8e4d1bf011796ee44c0637d7c2b20cd842d63c106e3c83e75a676db2	66920	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL;SCALE;XMAX_RECIPROCITY	CONTROL_OR_CANON	CONTEXT_CANDIDATE
MATTER_SECTOR_MAP_new_foundation.md	7189e4e8756379c903240a3fa7a381439be843fe	11ed3645af15a3cb6035b1bf6619477d0a8f253f92ada35093204e31eec762b0	27447	BOOTSTRAP;FINITE_CELL;ANGULAR;SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
MEMORY.md	059788b84f2ad32e717942ca8542b767cf6551f2	39eaa4b75e70503b4859bea9717a1721ab4c9f9ca44e5fc2754c3b6067c74528	7690	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
N5d_solver_build_plan.md	38e405e0d9a578e6205434d54e4330f9be83428a	ce8d8fd3733e776d1b19fc0d96cd76e52221277b6db10d5303450e6f89d156b8	25896	FINITE_CELL;SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
NEGATIVES_REGISTRY.md	71c7cae1f659c40636537db211311f8bdb972025	981786b260b2671fdd66638b4b64d9c40a0994c1a1e09bb33f461751593d7cdc	164174	BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;ANGULAR;SCALE;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
P5e_proper_results.md	e1a01d1a5be99cbe11be92b09d97d1970b86c7d5	d9f0da3604c6c304d4537d940d69e49bf98b6271b8b2ac336db9ba9dbaa2b0a8	25826	BOOTSTRAP;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
PROBLEM_STATEMENT.md	dabbd10b5a58c52ab36c67aafc55ee08ddf43ba2	dcf2a8c91b8f0347780e4cefc206a16ea4e6bdbeb71b8bb1f034160f7d3e1b02	13777	ANGULAR;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
PROVENANCE.md	2990e2054c8218381f3f1f944cca6c5784962194	90f2a0e73881e3a9de99802af8be75f820a9873b6d76d2baa82b1ad4e8d7d16c	5175	FINITE_CELL	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
README.md	63a84e7c59d666d3033dd0c03ec957d4126f0c73	5b1105189c8d881c32ec376976d85d332f25c679fa62230ee09042daaf5e9aac	5329	BOOTSTRAP;FINITE_CELL	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
STATE.md	75004d6971e0454f42d1182d30cbb34408f2e798	acda676ebe84cbec08d5348c568ae5aa950851443c923ae0e12bf2c0eed6833f	158972	BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;ANGULAR;SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
STRUCTURE_HYGIENE.md	490e015a2911eea1b1751740875af8d0d90f26a7	a59ff2cad96aba64cdf3d37f73c557382ba316d49deb1097b33c7cf9b40aeae3	8106	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
TRACTABILITY_ROUTES.md	f600b4c9389baf0f07bfa5426621580d8a318a1c	2a8c1fd0df19da5820f69f0caa29fdca34c4009c5ab92beab86febb3504f09a9	6786	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	CSN;FINITE_CELL;BOUNDARY_ACTION	OTHER_TRACKED_CONTEXT	LOAD_BEARING_CANDIDATE
UDT_DOTTED_LINE.md	7b44bbec1abce85cac17ac560dfd4009021acc4c	1821fa253a5f7596d7bdce14dca8e4296c8f4eb27d8cc26852478217df748cc8	7293	CLOCK;WRL;ANGULAR	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_ELEGANT_FRAME.md	68af4e4954563faee3679e12b3480675da5efd99	4ce2f13400c0bc4e82ae3fcbc256f9c3addba259cdb79ba1892f1bc801b33f6a	4056	XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	2aefcf5b07fd8457847ee24089153a3e3924f9ea	eda3f3c2b0e03a37a58ffd0ba74b08384a986db3d041d25c03d6c685e7b8ede7	10256	BOUNDARY_ACTION;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	BOOTSTRAP	OTHER_TRACKED_CONTEXT	LOAD_BEARING_CANDIDATE
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;XMAX_RECIPROCITY	POST_FIREWALL_EVIDENCE	LOAD_BEARING_CANDIDATE
UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md	a7b93765e970a3390f749e6fbbeffa45607b8dbb	6a835388e8f7a82a4bb4b9496f99c4a5e4181f5e5ccb2637641a1b4346922cc6	6466	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	793ba7e083d2a343bcc6730ab16df46ce0fe2817	1108767722d32250bbb46396dd54c9c915b591cbd07b2d3e0b95db24737d3f5c	18588	CSN;BOUNDARY_ACTION;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md	3236b926b6d2aa344e3ba306093d708bfdde981c	ab974da9b841eae9b9c7d2c2684765820afedddb095d320ff696961c7f70526e	12006	BOUNDARY_ACTION;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	c8d6d4a06fb47ed667a9c9a9c201cbdf78b13a29	c0882cc4a2233b6278bb1e573f30ac43e67141301c4a3933ba6722652a038d9f	12946	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	2714438f0f96d4e94a1badc3d68e9a41d0670222	546e91e5d09b4131ddbcba608a2583e952cdcb99237353b33e47b50fd2c4b5f4	15963	BOOTSTRAP;BOUNDARY_ACTION;CLOCK;WRL	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt	0d2364852e141fe1704d8e2d7c8e1790975dffae	010e7922423ab724467d94f6408425905fb872c5ccaebc5fa5941fc66080f2dc	30050	BOOTSTRAP	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_ARM_C_LAUNCH_RECORD_2026-07-18.md	49204d407815016567354d40136b68164cbf0390	34aa15eef432be448bd261d2cc9c8c1e697c948851649e584a1b09330b1e5ca6	6426	BOUNDARY_ACTION	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_ARM_C_RETURN_2026-07-18.md	0c693377bc8debb4b2417b5434c25ae8bd260360	66165473d65498e98c02896b4793ae24d137b6863199640fb07e3e11e8577f53	4952	FINITE_CELL	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192	8394	CSN;BOOTSTRAP;FINITE_CELL;CLOCK;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	CSN;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;SCALE;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	beaf9c20e607b9160ee466a31c43a329a2b13db5	9b7c172a395084bf9a7fede33a261de7a61ca7704c3650e9b7828f9ec814b668	20339	CSN;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_PREREG_2026-07-18.md	a2c155ce63a9f8b572987269c046cebf6e4cd1ce	b8d4bd4bb48cfcfb51bc85fb82d6fdd816b6e6585dd1600fdea3093e39dba457	5913	FINITE_CELL;BOUNDARY_ACTION	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_RETURN_2026-07-18.md	a2b8475c90dd72b35e7c298eddbcb4db6d6ab685	71909c0d8591aea14836685c9f7dcbd9b5b9b4c5bb27878c30829dffcef13c4d	3837	FINITE_CELL;BOUNDARY_ACTION	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_STAGE1_LAUNCH_RECORD_2026-07-17.md	6da2969b429f265b371a0ed15e3912f090d57d21	825959587e02b877c9a0aacb6f9e45d57b86b9aad8504e3a766006df52917897	4531	CSN;BOOTSTRAP	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt	53786e0a4f20907953613c71f36164c08146c27b	85776969410e6dc8bee6b1aa901331dcc139e718dbdfd28c593df3f2054408b7	20264	BOOTSTRAP	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md	8d763cdafba64d16ea254ea88fa783e5b2eb2d11	3f1102e48c399f74858f717dc5da75b4be0ec7208b437833406466106dd54681	6569	CLOCK	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md	68e37d19b5524e30f9c2c7b756cd36c72035d6ed	6bed5c57649d9a38f0f3644b9e44de966b0a08be21aab33df4b26386dd42a32d	5506	BOUNDARY_ACTION	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md	69d7febeaf61e6a64c0fa350f361543f347efffd	f1b6b03c1d3aeed59e3476d0c50e61d884408ca435af97d191ac12c1f088fb87	9694	CSN;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md	33b54d3472f6759523a237a7e18258069fcfa36c	53859e31068721a27098bea865bc8b29a86ac7686e14d8ee1f0dfb4571b84056	6071	CSN;BOOTSTRAP;CLOCK;WRL;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_NATIVE_HOPFION_STARTUP_INTEGRATION_PREREG_2026-07-19.md	45aba454cdc133382d3c94936c8c90f7f6aec398	4a9263de87ca3fb8f5a4f8032834ca1a475f10584dbd1d70f3f4fdc554111551	3409	CSN;FINITE_CELL	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	WRL;ANGULAR;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	1e06e446121e902280eda16e269e4742814d48ba	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	5113	BOUNDARY_ACTION;ANGULAR	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_VERIFY_DISPATCH.md	ddca988b51f72d8707caaa5975ffd1bd4388dfce	99357a22cb1d92bafaeca4ab844f239d911d257725b9c922951bee2b0675f928	4278	WRL;ANGULAR;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_SCIENTIFIC_CHECKPOINT_INTEGRATION_PREREG_2026-07-19.md	62c4bccb064c364a6ba93480dfbf6ea859a849a0	b1ab9b11695eb59949f28c9d7577824e61ed9d4b8403cf655ca50aebff758987	3923	BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	766e3f3018711aad528fbed95b214c9c8bbb8620	bd1c3301ced21524279bc47f833bc231c8831e928ae348511a7009b487caf813	26081	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL;SCALE;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	LOAD_BEARING_CANDIDATE
UDT_WORKSTATION_TRANSFER_MANIFEST_2026-07-17.md	79ba10937e5e6c46bfb5dc4557dc72ae21ea3a71	6b9c3918749fe66879fd572005cef8306c2c4556f1098207ec33f75bb832194f	1921	BOOTSTRAP;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
UDT_XMAX_STATUS_CLARIFICATION_2026-07-15.md	6b01ad9424a26c549a970fbcac9cd6f011cabe09	bd82e07c252fa3aa055e9e4029b964f8a4e415fd50097dd5cec8a6ba928850a1	4134	XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	LOAD_BEARING_CANDIDATE
angular_completeness_results.md	592362e178475c1c76a44e70658a7a11bef550ec	12d1f4cacec98a760bf4a0ec21de9cd31ea3e691168f05eef24f043d9b9f0889	7264	BOOTSTRAP	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
angular_lagrangian_results.md	89d5c93c005f2f2ec68e3aadf0adfb9a1325bab0	3f7e5d060aabeee3edb867d9e677c6ea8c5fe460b5e80c62b53e227a13356247	16829	BOUNDARY_ACTION;CLOCK;ANGULAR	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
angular_lagrangian_verifier_results.md	bda58d4bfcac6d9e608c155adcdf127936d7c5f9	01a2e0e13a105992de2f99c2042d1098e7c206c400d87e6ecf81196c2e101112	12953	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;ANGULAR	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
angular_toric_closure_selector_2026-07-19/CANDIDATE_FAMILY.tsv	e1bdeb3ee4c03c4ba67366ef4d97a2e212692e06	752adf109a54aaf7e738abdf3eef0f123dc278cd2b35aca65bcf7bddcc11dd10	3521	FINITE_CELL;CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
angular_toric_closure_selector_2026-07-19/DERIVATION_RESULT.json	35b6a5767c72243a428413dbd0eec5cafa7b11f9	b4fa2f81773260c55cccb47d8b62896d9d2e807cfb007fca640c96aa2bcde272	6435	BOOTSTRAP;CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
angular_toric_closure_selector_2026-07-19/DERIVATION_TRANSCRIPT.txt	b40043af3a4e9e48a329d6a0eb65ada1635172a3	69696d6d9ff2040c50e82c62883193f11326a584c34ccd63d506325a0e98b9e1	589	BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
angular_toric_closure_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	e6f7a9b92df3cbc80269c82a71efc3792c1ba6c9	08c9925a15a8c990716c0abad135bfebe057d6bde5983dd0ba768abbe202c8fe	2512	CSN;BOOTSTRAP;FINITE_CELL	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
angular_toric_closure_selector_2026-07-19/LAY_DECISION_TREE.md	c80dd70fe7287170133af2e4fd02b73a1a132fc4	dd5b79c0671ce86de3473bf0a15d62d599f926e0e888e5db1ce4ef1f4ce18f0c	1784	FINITE_CELL;CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
angular_toric_closure_selector_2026-07-19/PREREGISTRATION.md	d77ef091efa6c2f991106854fbe176b2e2cebe63	6628c38cc85f3873e52de12fb0578493f340fc9a86c35f416a95869900f5c264	9471	CSN;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
angular_toric_closure_selector_2026-07-19/SOURCE_INVENTORY.tsv	94276c2aec3443c357aab7e0fff801cb47464731	f60052445e668785d34bc75fc1751ed98d5a68a399c03d53dfc1962d3c04e9a0	3245	CSN;BOOTSTRAP;FINITE_CELL	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	6049	CSN;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
