model_id	variant	premise	shape	endpoint_x	output_dimension	matrix_json	column_norms_json	singular_values_json	sigma_ratio	condition	classification	x_a_ratio	x_a_classification	x_epsilon_ratio	x_epsilon_classification	a_epsilon_ratio	a_epsilon_classification	matrix_log_reconstruction_relative
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.35	2	[[0.0007064223615871335,-6.402375356096002e-06,0.0004158680529660804],[0.0,0.0,0.0]]	[0.0007064223615871335,6.402375356096002e-06,0.0004158680529660804]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	4.9065389334728526e-18
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.5	2	[[0.0017599047120631095,-6.341628792627674e-05,0.0025922376389416377],[0.0,0.0,0.0]]	[0.0017599047120631095,6.341628792627674e-05,0.0025922376389416377]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.962615573512487e-17
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.65	2	[[0.0028044940659605055,-0.0002377726579327888,0.006617283450659114],[0.0,0.0,0.0]]	[0.0028044940659605055,0.0002377726579327888,0.006617283450659114]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	3.925231153738022e-17
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.8	2	[[0.0038380975572810394,-0.0006233468679268661,0.012471331716904881],[0.0,0.0,0.0]]	[0.0038380975572810394,0.0006233468679268661,0.012471331716904881]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	5.551115123131914e-17
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.95	2	[[0.004858556759125832,-0.0013483532948654897,0.02013043857233332],[0.0,0.0,0.0]]	[0.004858556759125832,0.0013483532948654897,0.02013043857233332]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.809161061883497e-20
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.35	2	[[0.00029694734109741994,-2.094867335156181e-06,0.00020899076906684874],[0.0,0.0,0.0]]	[0.00029694734109741994,2.094867335156181e-06,0.00020899076906684874]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	6.2546344413855015e-18
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.5	2	[[0.00038574253780288004,-1.1559850855213938e-05,0.0008658502463424849],[0.0,0.0,0.0]]	[0.00038574253780288004,1.1559850855213938e-05,0.0008658502463424849]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.9626155733547202e-17
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.65	2	[[0.0002823343467778239,-2.389465499097465e-05,0.0014739975692397897],[0.0,0.0,0.0]]	[0.0002823343467778239,2.389465499097465e-05,0.0014739975692397897]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	2.775557561611141e-17
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.8	2	[[0.00011979156247676759,-3.4009363392706327e-05,0.0018333295975699513],[0.0,0.0,0.0]]	[0.00011979156247676759,3.4009363392706327e-05,0.0018333295975699513]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	5.551115123228847e-17
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.95	2	[[-5.5107365558859644e-05,-3.994803285062298e-05,0.0018912307340409238],[0.0,0.0,0.0]]	[5.5107365558859644e-05,3.994803285062298e-05,0.0018912307340409238]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	4.996351318421548e-22
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.35	2	[[0.0003526218241678425,-1.9313131192078004e-06,0.00024195517728919924],[0.0,0.0,0.0]]	[0.0003526218241678425,1.9313131192078004e-06,0.00024195517728919924]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	4.906538933387657e-18
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.5	2	[[0.0005575552781045268,-8.477849387622527e-06,0.001083429125891359],[0.0,0.0,0.0]]	[0.0005575552781045268,8.477849387622527e-06,0.001083429125891359]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.9626155733558363e-17
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.65	2	[[0.0007630379416212474,-1.738836914999542e-05,0.0022120328615334492],[0.0,0.0,0.0]]	[0.0007630379416212474,1.738836914999542e-05,0.0022120328615334492]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	2.7755575618032375e-17
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.8	2	[[0.0013580160060555624,-6.63472051742886e-05,0.003980806909146632],[0.0,0.0,0.0]]	[0.0013580160060555624,6.63472051742886e-05,0.003980806909146632]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	7.85046229808898e-17
R01_ISOTROPIC_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.95	2	[[0.0026907927562336287,-0.0003115353676671484,0.007389310792302132],[0.0,0.0,0.0]]	[0.0026907927562336287,0.0003115353676671484,0.007389310792302132]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.5320994607096008e-20
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.35	2	[[0.0007064223615871335,-6.402375356096002e-06,0.0004158680529660804],[0.0,0.0,0.0]]	[0.0007064223615871335,6.402375356096002e-06,0.0004158680529660804]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	4.9065389334728526e-18
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.5	2	[[0.0017599047120631095,-6.341628792627674e-05,0.0025922376389416377],[0.0,0.0,0.0]]	[0.0017599047120631095,6.341628792627674e-05,0.0025922376389416377]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.962615573512487e-17
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.65	2	[[0.0028044940659605055,-0.0002377726579327888,0.006617283450659114],[0.0,0.0,0.0]]	[0.0028044940659605055,0.0002377726579327888,0.006617283450659114]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	3.925231153738022e-17
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.8	2	[[0.0038380975572810394,-0.0006233468679268661,0.012471331716904881],[0.0,0.0,0.0]]	[0.0038380975572810394,0.0006233468679268661,0.012471331716904881]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	5.551115123131914e-17
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	PERSISTENT	0.95	2	[[0.004858556759125832,-0.0013483532948654897,0.02013043857233332],[0.0,0.0,0.0]]	[0.004858556759125832,0.0013483532948654897,0.02013043857233332]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.809161061883497e-20
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.35	2	[[0.00029694734109741994,-2.094867335156181e-06,0.00020899076906684874],[0.0,0.0,0.0]]	[0.00029694734109741994,2.094867335156181e-06,0.00020899076906684874]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	6.2546344413855015e-18
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.5	2	[[0.00038574253780288004,-1.1559850855213938e-05,0.0008658502463424849],[0.0,0.0,0.0]]	[0.00038574253780288004,1.1559850855213938e-05,0.0008658502463424849]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.9626155733547202e-17
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.65	2	[[0.0002823343467778239,-2.389465499097465e-05,0.0014739975692397897],[0.0,0.0,0.0]]	[0.0002823343467778239,2.389465499097465e-05,0.0014739975692397897]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	2.775557561611141e-17
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.8	2	[[0.00011979156247676759,-3.4009363392706327e-05,0.0018333295975699513],[0.0,0.0,0.0]]	[0.00011979156247676759,3.4009363392706327e-05,0.0018333295975699513]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	5.551115123228847e-17
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	TAPERED	0.95	2	[[-5.5107365558859644e-05,-3.994803285062298e-05,0.0018912307340409238],[0.0,0.0,0.0]]	[5.5107365558859644e-05,3.994803285062298e-05,0.0018912307340409238]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	4.996351318421548e-22
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.35	2	[[0.0003526218241678425,-1.9313131192078004e-06,0.00024195517728919924],[0.0,0.0,0.0]]	[0.0003526218241678425,1.9313131192078004e-06,0.00024195517728919924]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	4.906538933387657e-18
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.5	2	[[0.0005575552781045268,-8.477849387622527e-06,0.001083429125891359],[0.0,0.0,0.0]]	[0.0005575552781045268,8.477849387622527e-06,0.001083429125891359]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.9626155733558363e-17
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.65	2	[[0.0007630379416212474,-1.738836914999542e-05,0.0022120328615334492],[0.0,0.0,0.0]]	[0.0007630379416212474,1.738836914999542e-05,0.0022120328615334492]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	2.7755575618032375e-17
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.8	2	[[0.0013580160060555624,-6.63472051742886e-05,0.003980806909146632],[0.0,0.0,0.0]]	[0.0013580160060555624,6.63472051742886e-05,0.003980806909146632]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	7.85046229808898e-17
R02_FIXED_SHAPE_UNKNOWN_AMPLITUDE	IDENTITY	SOURCE_SHAPE_SUPPLIED	SIGN_CHANGING	0.95	2	[[0.0026907927562336287,-0.0003115353676671484,0.007389310792302132],[0.0,0.0,0.0]]	[0.0026907927562336287,0.0003115353676671484,0.007389310792302132]	[1.7320508075688772,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	1.5320994607096008e-20
R03_KNOWN_SOURCE_COVARIANCE	IDENTITY	SOURCE_COVARIANCE_SUPPLIED	PERSISTENT	0.35	3	[[21.975484693468704,-0.0625497692066741,0.002192709400000344],[0.0007064223615871335,-6.402375356096002e-06,0.0004158680529660804],[0.0,0.0,0.0]]	[21.975484704823007,0.06254976953433646,0.002231797649951193]	[1.725307921806796,0.152684560289231,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	3.5105284783451714e-05	FULL_RANK_OBSERVED	0.09397573677075845	FULL_RANK_OBSERVED	0.09394032157262662	FULL_RANK_OBSERVED	4.9065389334728526e-18
R03_KNOWN_SOURCE_COVARIANCE	IDENTITY	SOURCE_COVARIANCE_SUPPLIED	PERSISTENT	0.5	3	[[8.11500313293267,-0.0627887106091718,0.010352741185721825],[0.0017599047120631095,-6.341628792627674e-05,0.0025922376389416377],[0.0,0.0,0.0]]	[8.115003323768368,0.06278874263423259,0.010672344917368752]	[1.720562832453806,0.19915707262996138,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.00039656213847101166	FULL_RANK_OBSERVED	0.12318252303619288	FULL_RANK_OBSERVED	0.122779963154872	FULL_RANK_OBSERVED	1.962615573512487e-17
R03_KNOWN_SOURCE_COVARIANCE	IDENTITY	SOURCE_COVARIANCE_SUPPLIED	PERSISTENT	0.65	3	[[5.03356917541403,-0.0633006285982809,0.021874835657659613],[0.0028044940659605055,-0.0002377726579327888,0.006617283450659114],[0.0,0.0,0.0]]	[5.033569956687326,0.06330107516286242,0.022853815333899578]	[1.7157640605828695,0.2369676948703864,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0015995358946515753	FULL_RANK_OBSERVED	0.14765817078387958	FULL_RANK_OBSERVED	0.1460241462427898	FULL_RANK_OBSERVED	3.925231153738022e-17
R03_KNOWN_SOURCE_COVARIANCE	IDENTITY	SOURCE_COVARIANCE_SUPPLIED	PERSISTENT	0.8	3	[[3.6549982478565113,-0.0642092572802806,0.03586970997745483],[0.0038380975572810394,-0.0006233468679268661,0.012471331716904881],[0.0,0.0,0.0]]	[3.6550002630406238,0.06421228295118482,0.03797591616616774]	[1.7113082578436254,0.2672527766669897,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.004328853414548768	FULL_RANK_OBSERVED	0.16834384879132164	FULL_RANK_OBSERVED	0.163895558808289	FULL_RANK_OBSERVED	5.551115123131914e-17
R03_KNOWN_SOURCE_COVARIANCE	IDENTITY	SOURCE_COVARIANCE_SUPPLIED	PERSISTENT	0.95	3	[[2.8717380600490054,-0.06568472511707824,0.0519907098066678],[0.004858556759125832,-0.0013483532948654897,0.02013043857233332],[0.0,0.0,0.0]]	[2.871742170026377,0.06569856292426725,0.05575184717402311]	[1.707473477360443,0.29074787034583227,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.009416738539112452	FULL_RANK_OBSERVED	0.18596300490551185	FULL_RANK_OBSERVED	0.17623764517134888	FULL_RANK_OBSERVED	1.809161061883497e-20
R03_KNOWN_SOURCE_COVARIANCE	IDENTITY	SOURCE_COVARIANCE_SUPPLIED	TAPERED	0.35	3	[[21.972283961906214,-0.06251041247247713,6.345166498296825e-05],[0.00029694734109741994,-2.094867335156181e-06,0.00020899076906684874],[0.0,0.0,0.0]]	[21.97228396391278,0.06251041250757904,0.0002184107491499989]	[1.4653212826979296,0.9234898691769685,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	9.998830900711252e-06	FULL_RANK_OBSERVED	0.7414533008365508	FULL_RANK_OBSERVED	0.7414378052332716	FULL_RANK_OBSERVED	6.2546344413855015e-18
R03_KNOWN_SOURCE_COVARIANCE	IDENTITY	SOURCE_COVARIANCE_SUPPLIED	TAPERED	0.5	3	[[8.109198430275171,-0.06252521101429531,-1.5002489502554304e-06],[0.00038574253780288004,-1.1559850855213938e-05,0.0008658502463424849],[0.0,0.0,0.0]]	[8.109198439449772,0.06252521208290547,0.0008658515460737218]	[1.4142154066598926,0.9999973917794955,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	6.865725904760114e-05	FULL_RANK_OBSERVED	0.9983162997545343	FULL_RANK_OBSERVED	0.9984533926673506	FULL_RANK_OBSERVED	1.9626155733547202e-17
R03_KNOWN_SOURCE_COVARIANCE	IDENTITY	SOURCE_COVARIANCE_SUPPLIED	TAPERED	0.65	3	[[5.026160201408083,-0.06253646737483787,-0.00023223456144953286],[0.0002823343467778239,-2.389465499097465e-05,0.0014739975692397897],[0.0,0.0,0.0]]	[5.026160209337863,0.06253647193981043,0.0014921801920868892]	[1.4304464640302008,0.9766385787708243,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.00016295927604340237	FULL_RANK_OBSERVED	0.8548299580610779	FULL_RANK_OBSERVED	0.8551120365568862	FULL_RANK_OBSERVED	2.775557561611141e-17
