moved_path	token	token_kind	source	line	column	source_frozen	role
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/POINTER_REWRITE_PLAN.tsv	33	79	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/POINTER_REWRITE_PLAN.tsv	33	50	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/POINTER_REWRITE_PLAN.tsv	33	102	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/PREMOVE_ADJUDICATION_REPORT.md	23	4	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/PREMOVE_ADJUDICATION_REPORT.md	23	163	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/PREMOVE_HASHES.tsv	2	30	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/PREMOVE_HASHES.tsv	2	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/PREMOVE_HASHES.tsv	2	53	NO	NEW_PATH_SUFFIX
F1F3_closure_results.md	archive/pre_2026-07-01/F1F3_closure_results.md	NEW_PATH	archive/COMPLETION_PROGRAM.md	14	50	NO	UPDATED_OR_MIGRATION_RECORD
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	archive/COMPLETION_PROGRAM.md	14	73	NO	NEW_PATH_SUFFIX
F1F3_closure_results.md	archive/pre_2026-07-01/F1F3_closure_results.md	NEW_PATH	archive/COMPLETION_PROGRAM.md	21	53	NO	UPDATED_OR_MIGRATION_RECORD
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	archive/COMPLETION_PROGRAM.md	21	76	NO	NEW_PATH_SUFFIX
F1F3_closure_results.md	archive/pre_2026-07-01/F1F3_closure_results.md	NEW_PATH	branch_operator_contamination_ledger.md	76	9	NO	UPDATED_OR_MIGRATION_RECORD
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	branch_operator_contamination_ledger.md	76	32	NO	NEW_PATH_SUFFIX
F1F3_closure_results.md	archive/pre_2026-07-01/F1F3_closure_results.md	NEW_PATH	r1_route_fork_native_derivation.md	49	16	NO	UPDATED_OR_MIGRATION_RECORD
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	r1_route_fork_native_derivation.md	49	39	NO	NEW_PATH_SUFFIX
F1F3_closure_results.md	archive/pre_2026-07-01/F1F3_closure_results.md	NEW_PATH	r1_route_fork_native_derivation.md	150	18	NO	UPDATED_OR_MIGRATION_RECORD
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	r1_route_fork_native_derivation.md	150	41	NO	NEW_PATH_SUFFIX
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	158	1	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	159	1	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	160	1	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	161	1	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	162	1	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1819	64	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1819	88	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2724	74	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2724	98	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	12000	69	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	12000	93	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	89	266	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	90	1	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	98	324	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	124	300	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	536	300	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	628	315	NO	R0_HISTORICAL_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r1a/ADJUDICATION_SUMMARY.json	10	6	NO	R1A_PREMOVE_SNAPSHOT
F1F3_closure_results.md	archive/pre_2026-07-01/F1F3_closure_results.md	NEW_PATH	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	6	394	NO	UPDATED_OR_MIGRATION_RECORD
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	6	1	NO	R1A_PREMOVE_SNAPSHOT
F1F3_closure_results.md	F1F3_closure_results.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	6	417	NO	NEW_PATH_SUFFIX
