selection_key	n_data	n_random	wall_seconds	max_rss_gib
CMASS_North_f2_g13	5969	119380	80.5630469089374	4.9270477294921875
CMASS_North_f4_g00	62485	1249700	1358.3461162820458	5.254215240478516
CMASS_North_f4_g01	121440	2428800	4942.977065647021	5.762855529785156
CMASS_North_f4_g02	129031	2580620	5670.590380995069	5.90057373046875
CMASS_North_f4_g03	107767	2155340	3893.5165949491784	5.90057373046875
CMASS_North_f4_g04	78319	1566380	2152.1288577956147	5.90057373046875
CMASS_North_f4_g05	48533	970660	904.1464046910405	5.90057373046875
CMASS_North_f4_g06	21201	424020	224.74077962571755	5.90057373046875
CMASS_South_f1_g00	3423	68460	27.329738195054233	5.922939300537109
CMASS_South_f1_g01	5156	103120	37.4040275500156	5.922939300537109
CMASS_South_f1_g02	7314	146280	51.603993504773825	5.922939300537109
CMASS_South_f1_g03	8689	173780	66.44352497486398	5.922939300537109
CMASS_South_f1_g04	9688	193760	76.45078726531938	5.922939300537109
CMASS_South_f1_g05	11128	222560	91.91740222182125	5.922939300537109
CMASS_South_f1_g06	11608	232160	101.41241278871894	5.922939300537109
CMASS_South_f1_g07	11551	231020	100.93886537617072	5.922939300537109
CMASS_South_f1_g08	11156	223120	91.47901058895513	5.922939300537109
CMASS_South_f1_g09	11426	228520	94.53690324071795	5.922939300537109
CMASS_South_f1_g10	10760	215200	87.58716045832261	5.922939300537109
CMASS_South_f1_g11	10720	214400	84.79226111900061	5.922939300537109
CMASS_South_f1_g12	11254	225080	93.75233043869957	5.922939300537109
CMASS_South_f1_g13	10312	206240	79.39218569686636	5.922939300537109
CMASS_South_f1_g14	10116	202320	79.07303347205743	5.922939300537109
CMASS_South_f1_g15	8851	177020	61.64610293973237	5.922939300537109
CMASS_South_f1_g16	8757	175140	62.28219872293994	5.922939300537109
CMASS_South_f1_g17	7645	152900	49.99471589690074	5.922939300537109
CMASS_South_f1_g18	7115	142300	45.48347315611318	5.922939300537109
CMASS_South_f1_g19	6321	126420	40.94983751839027	5.922939300537109
CMASS_South_f1_g20	5299	105980	33.68100319430232	5.922939300537109
CMASS_South_f1_g21	4601	92020	28.058163205627352	5.922939300537109
CMASS_South_f1_g22	4067	81340	26.102024049963802	5.922939300537109
CMASS_South_f1_g23	3645	72900	24.134067476261407	5.922939300537109
CMASS_South_f1_g24	3044	60880	23.940597834065557	5.922939300537109
CMASS_South_f1_g25	2618	52360	20.08697430230677	5.922939300537109
CMASS_South_f1_g26	2162	43240	20.34384296135977	5.922939300537109
CMASS_South_f2_g00	8579	171580	57.0336250718683	5.922939300537109
CMASS_South_f2_g01	16003	320060	177.4699519732967	5.922939300537109
CMASS_South_f2_g02	20816	416320	289.6316349785775	5.922939300537109
CMASS_South_f2_g03	23159	463180	362.2266602087766	5.922939300537109
CMASS_South_f2_g04	22582	451640	345.9457566840574	5.922939300537109
CMASS_South_f2_g05	21480	429600	317.65832065977156	5.922939300537109
CMASS_South_f2_g06	21566	431320	319.22433079825714	5.922939300537109
CMASS_South_f2_g07	18967	379340	250.88285109214485	5.922939300537109
CMASS_South_f2_g08	16402	328040	192.7396262427792	5.922939300537109
CMASS_South_f2_g09	13436	268720	134.12658664630726	5.922939300537109
CMASS_South_f2_g10	9900	198000	76.03882116591558	5.922939300537109
CMASS_South_f2_g11	7712	154240	51.94286609906703	5.922939300537109
CMASS_South_f2_g12	5662	113240	35.61906929407269	5.922939300537109
CMASS_South_f2_g13	2162	43240	20.550388996023685	5.922939300537109
CMASS_South_f4_g00	24582	491640	399.8183667678386	5.922939300537109
CMASS_South_f4_g01	43975	879500	1287.1057699359953	5.922939300537109
CMASS_South_f4_g02	44062	881240	1287.4798187240958	5.922939300537109
CMASS_South_f4_g03	40533	810660	1095.1425697491504	5.922939300537109
CMASS_South_f4_g04	29838	596760	602.3884397181682	5.922939300537109
CMASS_South_f4_g05	17612	352240	223.36024658288807	5.922939300537109
CMASS_South_f4_g06	7824	156480	58.43121124431491	5.922939300537109
LOWZ_North_f1_g00	5232	104640	68.28852694761008	5.922939300537109
LOWZ_North_f1_g01	5744	114880	70.72317723371089	5.922939300537109
LOWZ_North_f1_g02	5891	117820	67.57840548316017	5.922939300537109
LOWZ_North_f1_g03	6000	120000	72.33069383865222	5.922939300537109
LOWZ_North_f1_g04	6281	125620	70.88628229685128	5.922939300537109
LOWZ_North_f1_g05	6312	126240	71.62277021212503	5.922939300537109
LOWZ_North_f1_g06	6362	127240	72.62540917517617	5.922939300537109
LOWZ_North_f1_g07	7737	154740	78.98028335534036	5.922939300537109
LOWZ_North_f1_g08	7646	152920	79.40653645107523	5.922939300537109
LOWZ_North_f1_g09	7225	144500	74.53117713471875	5.922939300537109
LOWZ_North_f1_g10	7300	146000	79.94398199114949	5.922939300537109
LOWZ_North_f1_g11	7826	156520	78.4042914332822	5.922939300537109
LOWZ_North_f1_g12	7932	158640	83.17166436184198	5.922939300537109
LOWZ_North_f1_g13	8213	164260	86.8290952341631	5.922939300537109
LOWZ_North_f1_g14	9221	184420	86.64275920577347	5.922939300537109
LOWZ_North_f1_g15	9751	195020	89.45011482993141	5.922939300537109
LOWZ_North_f1_g16	11023	220460	97.78917057206854	5.922939300537109
LOWZ_North_f1_g17	11836	236720	101.55907192127779	5.922939300537109
LOWZ_North_f1_g18	13202	264040	113.64979663863778	5.922939300537109
LOWZ_North_f1_g19	13371	267420	118.12878644000739	5.922939300537109
LOWZ_North_f1_g20	12731	254620	111.31430256413296	5.922939300537109
LOWZ_North_f1_g21	11997	239940	105.62693080911413	5.922939300537109
LOWZ_North_f1_g22	11771	235420	101.30740278586745	5.922939300537109
LOWZ_North_f1_g23	10601	212020	93.32597057102248	5.922939300537109
LOWZ_North_f1_g24	10271	205420	96.7326282588765	5.922939300537109
LOWZ_North_f1_g25	9614	192280	90.01905364496633	5.922939300537109
LOWZ_North_f1_g26	8946	178920	90.01845200918615	5.922939300537109
LOWZ_North_f1_g27	8201	164020	80.93964298581704	5.922939300537109
LOWZ_North_f2_g00	10976	219520	101.41648980602622	5.922939300537109
LOWZ_North_f2_g01	11891	237820	108.68531783809885	5.932842254638672
LOWZ_North_f2_g02	12593	251860	114.0625125868246	5.958827972412109
LOWZ_North_f2_g03	14099	281980	117.8626874666661	5.999279022216797
LOWZ_North_f2_g04	14871	297420	129.97660382371396	6.039459228515625
LOWZ_North_f2_g05	15126	302520	130.71208695182577	6.0624542236328125
LOWZ_North_f2_g06	16145	322900	145.83941349200904	6.102771759033203
LOWZ_North_f2_g07	18972	379440	176.91604372300208	6.157501220703125
LOWZ_North_f2_g08	22859	457180	226.45570472581312	6.231391906738281
LOWZ_North_f2_g09	26573	531460	294.8153252429329	6.283660888671875
LOWZ_North_f2_g10	24728	494560	261.06555030401796	6.317737579345703
LOWZ_North_f2_g11	22372	447440	224.68554174760357	6.3326263427734375
LOWZ_North_f2_g12	19885	397700	187.1910856948234	6.356536865234375
LOWZ_North_f2_g13	17147	342940	157.11485389713198	6.358066558837891
LOWZ_North_f4_g00	22867	457340	228.12856719410047	6.4406890869140625
LOWZ_North_f4_g01	26692	533840	294.73217388708144	6.498836517333984
LOWZ_North_f4_g02	29997	599940	368.237599151209	6.561927795410156
LOWZ_North_f4_g03	35117	702340	479.6551628042944	6.650165557861328
LOWZ_North_f4_g04	49432	988640	878.2117395638488	6.799724578857422
LOWZ_North_f4_g05	47100	942000	803.3118697730824	6.815521240234375
LOWZ_North_f4_g06	37032	740640	531.4297664989717	6.820331573486328
LOWZ_South_f1_g00	2634	52680	19.34369247313589	6.926601409912109
LOWZ_South_f1_g01	2525	50500	18.60634792316705	6.926601409912109
LOWZ_South_f1_g02	2892	57840	19.556254893075675	6.926601409912109
LOWZ_South_f1_g03	3019	60380	19.739508650265634	6.926601409912109
LOWZ_South_f1_g04	3066	61320	19.593851851765066	6.926601409912109
LOWZ_South_f1_g05	2771	55420	18.370055745355785	6.926601409912109
LOWZ_South_f1_g06	2961	59220	20.46111766807735	6.926601409912109
LOWZ_South_f1_g07	3273	65460	19.875929596833885	6.926601409912109
LOWZ_South_f1_g08	3665	73300	20.962619919795543	6.926601409912109
LOWZ_South_f1_g09	3368	67360	19.322345406748354	6.926601409912109
LOWZ_South_f1_g10	3725	74500	22.665942659135908	6.926601409912109
LOWZ_South_f1_g11	3570	71400	21.38615373056382	6.926601409912109
LOWZ_South_f1_g12	3694	73880	20.58230345416814	6.926601409912109
LOWZ_South_f1_g13	3745	74900	21.170683150179684	6.926601409912109
LOWZ_South_f1_g14	4526	90520	24.297975107096136	6.926601409912109
LOWZ_South_f1_g15	4736	94720	25.222899748012424	6.926601409912109
LOWZ_South_f1_g16	4621	92420	24.971810460090637	6.926601409912109
LOWZ_South_f1_g17	5167	103340	27.796459299046546	6.926601409912109
LOWZ_South_f1_g18	6014	120280	32.672426734119654	6.926601409912109
LOWZ_South_f1_g19	5700	114000	30.810086012352258	6.926601409912109
LOWZ_South_f1_g20	5296	105920	28.66003690706566	6.926601409912109
LOWZ_South_f1_g21	5808	116160	31.617504610214382	6.926601409912109
LOWZ_South_f1_g22	5327	106540	28.354927647393197	6.926601409912109
LOWZ_South_f1_g23	5224	104480	28.187167823780328	6.926601409912109
LOWZ_South_f1_g24	4548	90960	24.30547749483958	6.926601409912109
LOWZ_South_f1_g25	4515	90300	25.35336612770334	6.926601409912109
LOWZ_South_f1_g26	3816	76320	21.614914431702346	6.926601409912109
LOWZ_South_f1_g27	3319	66380	19.666789757087827	6.926601409912109
LOWZ_South_f2_g00	5159	103180	29.223842442966998	6.926601409912109
LOWZ_South_f2_g01	5911	118220	32.10013370588422	6.926601409912109
LOWZ_South_f2_g02	5837	116740	31.638593182899058	6.926601409912109
LOWZ_South_f2_g03	6234	124680	34.311401064973325	6.926601409912109
LOWZ_South_f2_g04	7033	140660	39.964506840799004	6.926601409912109
LOWZ_South_f2_g05	7295	145900	42.5320762200281	6.926601409912109
LOWZ_South_f2_g06	7439	148780	43.50719196815044	6.926601409912109
LOWZ_South_f2_g07	9262	185240	61.62664891220629	6.926601409912109
LOWZ_South_f2_g08	9788	195760	70.15547229908407	6.926601409912109
LOWZ_South_f2_g09	11714	234280	97.09880635607988	6.926601409912109
LOWZ_South_f2_g10	11104	222080	87.05912562506273	6.926601409912109
LOWZ_South_f2_g11	10551	211020	79.41698772180825	6.926601409912109
LOWZ_South_f2_g12	9063	181260	61.188518995884806	6.926601409912109
LOWZ_South_f2_g13	7135	142700	43.64274005359039	6.926601409912109
LOWZ_South_f4_g00	11070	221400	87.1927693169564	6.926601409912109
LOWZ_South_f4_g01	12071	241420	101.42686962196603	6.926601409912109
LOWZ_South_f4_g02	14328	286560	141.62925617210567	6.926601409912109
LOWZ_South_f4_g03	16701	334020	188.5568004557863	6.926601409912109
LOWZ_South_f4_g04	21502	430040	302.6883965549059	6.926601409912109
LOWZ_South_f4_g05	21655	433100	309.161631076131	6.926601409912109
LOWZ_South_f4_g06	16198	323960	182.11359910015017	6.926601409912109
