sample	cap	shell_id	replicate	n_pseudo_data	n_pseudo_random	max_abs_w	rms_w	max_abs_z_proxy	rms_z_proxy	min_rr_raw	within_registered_guard
LOWZ	North	3	DIFFERENCE_0_MINUS_1	6000	30000	0.034435523855309506	0.0088016709052736036	2.9997897816632419	0.92075891311018032	NA	1
LOWZ	North	4	0	6281	31405	0.032940830629219098	0.0074244325090989704	2.7023398298303523	1.0207682472391582	44733	1
LOWZ	North	4	1	6281	31405	0.023786206028897177	0.0071305480189519585	2.9257098935823831	1.028031829164197	44990	1
LOWZ	North	4	DIFFERENCE_0_MINUS_1	6281	31405	0.056359113825312834	0.010104313385604233	2.5552987161780769	0.99630949619295095	NA	1
LOWZ	North	5	0	6312	31560	0.043112426734864186	0.0070487261312482032	2.5782584185391837	0.92987576861312105	45524	1
LOWZ	North	5	1	6312	31560	0.049690621384465915	0.0085937482970596495	3.3581213724697059	1.0003447544235702	45424	1
LOWZ	North	5	DIFFERENCE_0_MINUS_1	6312	31560	0.046937891812606318	0.010161141052651559	2.6501021258818085	0.94213434744451319	NA	1
LOWZ	North	6	0	6362	31810	0.05371350791573952	0.0075760121063456094	2.5954053272374518	0.94920603215914157	45640	1
LOWZ	North	6	1	6362	31810	0.057366052664033038	0.0091858160586076407	2.5986038705066532	1.0884540339297664	46263	1
LOWZ	North	6	DIFFERENCE_0_MINUS_1	6362	31810	0.076368493823991357	0.013462008165250425	2.8370325195953217	1.0887272394637455	NA	1
LOWZ	North	7	0	7737	38685	0.01709196310681102	0.0053966652189953333	3.2836430671177408	0.9874198998399577	68657	1
LOWZ	North	7	1	7737	38685	0.026346973274457553	0.0062250690715071914	2.5987582837290959	1.0100645912953075	67996	1
LOWZ	North	7	DIFFERENCE_0_MINUS_1	7737	38685	0.038777646751364067	0.0082397610955365543	2.899045751376867	1.0082250062435785	NA	1
LOWZ	North	8	0	7646	38230	0.024588307628114203	0.006080943002588793	3.3475339535346671	1.0458850251258034	66778	1
LOWZ	North	8	1	7646	38230	0.030909383151793646	0.0064327598700945976	2.8649837069015462	1.0095142813075852	66954	1
LOWZ	North	8	DIFFERENCE_0_MINUS_1	7646	38230	0.050286380445367318	0.0094133843348263267	2.9737120855173518	1.0954194893664091	NA	1
LOWZ	North	9	0	7225	36125	0.023861023628264342	0.005556298949059079	3.3397017168553158	0.96395892570905262	59231	1
LOWZ	North	9	1	7225	36125	0.033709762127642463	0.0066440449155521931	3.044071026797686	1.0030259580590071	59650	1
LOWZ	North	9	DIFFERENCE_0_MINUS_1	7225	36125	0.032600418854430421	0.0089228773096282094	2.7983042182179223	1.0264805188710193	NA	1
LOWZ	North	10	0	7300	36500	0.049264405791084383	0.0072985500672945293	2.4702071583446332	1.0154663623951632	60309	1
LOWZ	North	10	1	7300	36500	0.032443727661978936	0.0061952295145032707	2.6595658646526505	1.0152077988969961	60521	1
LOWZ	North	10	DIFFERENCE_0_MINUS_1	7300	36500	0.050766193095986178	0.010043454820904784	3.0531554120371465	1.0306175300064704	NA	1
LOWZ	North	11	0	7826	39130	0.030739655581920728	0.0066478431814093993	3.10563921053178	1.1056663190043117	69493	1
LOWZ	North	11	1	7826	39130	0.025201918957476976	0.0060925914456272491	3.4903995036628337	1.0296801007137153	69838	1
LOWZ	North	11	DIFFERENCE_0_MINUS_1	7826	39130	0.032536174892650899	0.0083805490211959766	3.4766767497297284	1.0696676006428536	NA	1
LOWZ	North	12	0	7932	39660	0.022659023794849891	0.0055947526050318698	2.4168755430859057	0.99587749532119207	72060	1
LOWZ	North	12	1	7932	39660	0.036689283365334224	0.0068165617583561405	2.7830702190787093	1.053535678653897	72260	1
LOWZ	North	12	DIFFERENCE_0_MINUS_1	7932	39660	0.035777743127523222	0.008932128596986692	2.7325074148422037	1.011184868227623	NA	1
LOWZ	North	13	0	8213	41065	0.024122678314757326	0.0060915736519646753	3.868267047874606	1.1013294089510826	76638	1
LOWZ	North	13	1	8213	41065	0.036933172060529755	0.00660172642019362	3.2475049248238093	1.0399410515826297	76858	1
LOWZ	North	13	DIFFERENCE_0_MINUS_1	8213	41065	0.047929990046859418	0.0092684806889062644	2.9012634601783289	1.0923906323228487	NA	1
LOWZ	North	14	0	9221	46105	0.019473260502027266	0.0047580894999252393	3.0703520593434956	0.98544459211005819	97506	1
LOWZ	North	14	1	9221	46105	0.027632212738665049	0.0053765473696362901	2.8855326089025155	0.93262418912194966	96751	1
LOWZ	North	14	DIFFERENCE_0_MINUS_1	9221	46105	0.040727442544526475	0.0071914554624297597	3.0212623507999332	0.92592164331111304	NA	1
LOWZ	North	15	0	9751	48755	0.019158023740122942	0.0045118446571379787	2.5268218947151158	0.9629997914594528	108494	1
LOWZ	North	15	1	9751	48755	0.029880770026307374	0.0049427061872045234	2.9723557762729342	1.0415871549357387	108251	1
LOWZ	North	15	DIFFERENCE_0_MINUS_1	9751	48755	0.027661037003248602	0.0060350832267064723	2.852975496647598	0.95386932661935853	NA	1
LOWZ	North	16	0	11023	55115	0.021675205780787681	0.0046420849955974702	3.6433009128544618	1.0742583701116872	139056	1
LOWZ	North	16	1	11023	55115	0.025797681181937732	0.0039566935562466588	2.4225013998025564	0.94231798075194662	138554	1
LOWZ	North	16	DIFFERENCE_0_MINUS_1	11023	55115	0.017424474392486844	0.0053073839989901325	2.6744928423931698	0.98584634714931418	NA	1
LOWZ	North	17	0	11836	59180	0.021623843391310436	0.0045266369914341454	2.5728819626224202	1.0412012871490475	159697	1
