transform	pair_id	view_a	view_b	dimension	rank	projector_overlap	normalized_chord_distance	smallest_principal_cosine	view_a_boundary_absolute_gap	view_b_boundary_absolute_gap	view_a_boundary_relative_gap_to_first	view_b_boundary_relative_gap_to_first
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	20	0.9484665835086599	0.22700972774605968	0.6582104974895784	0.019643723131002544	0.013101572701886	0.0005043813570271788	0.0003363006671824512
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	21	0.9471442609015407	0.22990376051395792	0.7085553343317619	0.008791404719511287	0.012583670270215175	0.0002257321900248113	0.0003230067720700545
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	22	0.9547093259576954	0.21281605682444307	0.7541977404916993	0.01048485389126358	0.009973201333220771	0.00026921397734225354	0.00025599936271957966
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	23	0.961971839125885	0.19500810463699958	0.8365085509051053	0.01328926645846501	0.023740577985242206	0.00034122137669704894	0.0006093903684238349
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	24	0.9579801940570558	0.20498733117669538	0.7971456383703788	0.017508621972280314	0.018038247928798434	0.000449559508203266	0.00046301882615849073
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	25	0.9588829461683832	0.20277340513888104	0.841558673049226	0.013402543439458237	0.010642352999671867	0.0003441299290632311	0.0002731756328509783
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	26	0.9660337850966841	0.18429925366999148	0.8834684780490223	0.010424123193038148	0.009495091562060576	0.00026765462773322714	0.00024372689446815538
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	27	0.9656969148337113	0.18521092075330942	0.8505385943290299	0.013629114784466212	0.012693582947308157	0.0003499474801301283	0.0003258280903559774
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	28	0.9436622285794162	0.23735579078797261	0.44797742109796473	0.019446539962977627	0.016410589523243424	0.0004993183904394263	0.0004212389100989113
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	29	0.966871093652881	0.18201347847650998	0.8912761743673567	0.015852052165744424	0.018537991592422587	0.00040702465259271557	0.0004758466088469623
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	30	0.9626385132375628	0.19329119680533105	0.842682672982908	0.01769093960387519	0.011358393998895322	0.0004542407803745619	0.0002915554923722839
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	31	0.9665476015286186	0.18289996848381734	0.8914323830122239	0.016772333106008508	0.00884894327039254	0.00043065421336391534	0.0002271410916388904
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	32	0.945409036643913	0.23364709147791043	0.38459714311425175	0.0012001867742575945	0.013915236695898281	3.081655294411711e-05	0.0003571863845138734
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	33	0.9365551196200594	0.25188267185326696	0.009571281310992592	0.006539227794959468	0.001575516391299825	0.0001679042494712239	4.044149703300477e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	34	0.9270549245320154	0.27008346018959506	0.16382549926140227	0.004508901231922879	0.0025956774610138567	0.00011577264182010047	6.662773102070036e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	35	0.9395282797384397	0.2459099840623807	0.2356937905887317	0.004322520217571513	0.005213529986146159	0.00011098703634624413	0.00013382466766484268
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	36	0.9547543878991078	0.21271015984407557	0.7816097280096276	0.014159096281474381	0.0152924563721209	0.0003635555311537345	0.0003925378576926463
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	37	0.939333769661141	0.24630515694735056	0.4024955330383769	0.0028333123177561315	0.002021311469580428	7.274944277015598e-05	5.188448831838216e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	38	0.9304150263032579	0.2637896391004433	0.2460201364703536	0.0008703681683153164	0.005920580084455479	2.2347977260751304e-05	0.00015197374222278585
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	39	0.9284659717108351	0.2674584608666641	0.3120070313760641	0.00943461206997076	0.004656260068420903	0.0002422474806400913	0.00011952025937768069
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	40	0.9296624777743204	0.2652122211092083	0.2453721498408378	0.005188783887003945	0.006176322956222918	0.00013322962458768074	0.00015853833567729266
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	41	0.9318500968458207	0.2610553641551526	0.3123298750731998	0.0008854294177807476	0.003421200917708228	2.2734696895987342e-05	8.781786563874633e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	42	0.9295253671496536	0.26547058754285074	0.44944756429642874	0.007319104831970791	0.0033864766818572367	0.0001879287344234322	8.69265387767118e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	43	0.9397428859573494	0.24547324506481466	0.5054441752161176	0.004760927404426379	0.00859936409169082	0.0001222437828581789	0.00022073471232687434
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	44	0.9332267093299165	0.25840528375032024	0.12897237505105746	0.005407295382310967	0.0028738439219893053	0.00013884022721092026	7.376790942083688e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	45	0.9418507017839791	0.24114165591208186	0.44320365394217964	0.003023281311350101	0.0031889480889031596	7.7627174865188e-05	8.185623163805017e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	46	0.9493643447824632	0.22502367701541268	0.6753645655829735	0.006439313609918312	0.009184542491841113	0.00016533880645916131	0.0002357554957754884
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	47	0.945396314022762	0.23367431604101888	0.4079525865958498	0.002441298326706892	0.004120352052808446	6.268390949724e-05	0.00010576418388203055
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	48	0.952065994484886	0.21893836008135703	0.6994144381949755	0.003141147344386641	0.00315508906999426	8.065355786264303e-05	8.098711379179596e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	49	0.9495509713573691	0.22460861212925676	0.6428423482956909	0.008980631203865719	0.00460156646634971	0.00023059085710781143	0.00011811634434505977
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	50	0.9515996610193176	0.22000077040929292	0.7224815585832106	0.007870742266798764	0.004144125979875263	0.00020209283336282326	0.00010637443027885943
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	51	0.9400264493607248	0.2448949787955548	0.16396612089112078	0.002466213103353876	0.006477095722150689	6.332363287205185e-05	0.0001662587891032588
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	52	0.9438707391432875	0.23691614731105295	0.3365544155182003	0.0015814265496207902	0.003674093660060135	4.0605442451877736e-05	9.430929990497783e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	53	0.9449912580672376	0.23453942511390785	0.4941425700362219	0.005249299549591635	0.003067297501275601	0.0001347834528418168	7.873361615415517e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	54	0.9395473825719426	0.24587113988440654	0.3616146438314721	0.002269323400083789	0.003375932319975017	5.826820142162004e-05	8.665587845091036e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	55	0.9372881893821245	0.2504232629327305	0.011290680315473851	0.003293573400533184	0.00121447941583952	8.456732006203779e-05	3.117413818322664e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	56	0.9393761750358941	0.24621905889696252	0.015105297892117023	0.004074770508607106	0.002428730145869612	0.00010462569977184809	6.234240629329216e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	57	0.9472504074910278	0.22967279444673494	0.4416561283330678	0.0033010402100226155	0.003292278203172211	8.47590413298355e-05	8.45085839288342e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	58	0.9482299445368602	0.22753033965416533	0.5414614390575442	0.005778215455544133	0.003780944032061334	0.00014836414325465128	9.705201272353309e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	59	0.9495781346569564	0.22454813591531683	0.6878091303463669	0.0016824685640098314	0.003355882149675221	4.319984413400444e-05	8.614121614262333e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	60	0.9466632167313441	0.23094757688414025	0.5066934128547712	0.003739637899316417	0.005559661497751722	9.60206792708556e-05	0.00014270942226144652
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	61	0.9400599748478418	0.24482652052455067	0.030722786710458548	0.0039578640333733095	0.0014347972363411843	0.00010162395482612419	3.682941573751807e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	62	0.9364221154871296	0.2521465536406762	0.31007140098363606	0.0006634733824369687	0.0028218628917751065	1.7035650663230037e-05	7.243362264934496e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	63	0.9399968391383154	0.24495542627524003	0.36456134233000187	0.0028722474019066135	0.003150470443741754	7.37491580710092e-05	8.086855954449094e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	64	0.9387804467750582	0.24742585399456898	0.3110541455164513	0.0010082437031509739	0.001463367082737338	2.5888133518171932e-05	3.756276726889136e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	65	0.9426113325476722	0.23955931927672497	0.2684216901016462	0.00306499396568094	0.002967810090470646	7.869820834780664e-05	7.617990116197377e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	66	0.9453724233668979	0.23372543000944962	0.39198410501134023	0.004784324533291029	0.0019773088033136488	0.00012284453840378455	5.075499597726846e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	67	0.9404457700789008	0.24403735353650097	0.05916744374398241	0.0027786428178890044	0.002807857221682919	7.134572330480372e-05	7.207411495484794e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	68	0.9355345738497696	0.25390042565980553	0.06031126324269542	0.002764411364600733	0.004740589816128196	7.098030990154319e-05	0.00012168489648366781
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	69	0.9397121023910784	0.245535939546376	0.12767314037469998	0.003020631041742161	0.003360943599402047	7.755912531203425e-05	8.627113710392876e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	70	0.9422408526633349	0.24033132824637135	0.4723077229466168	0.004057868659322422	0.00295684713092538	0.00010419172004093733	7.589849596786022e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	71	0.9417376086612205	0.24137603720912218	0.028504331785114474	9.230279734745439e-05	0.002056265369880017	2.370009487154571e-06	5.2781710373997556e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	72	0.9461802584857052	0.2319908220475431	0.3903229887725847	0.0022303816253066294	0.004105023303410324	5.7268314329129336e-05	0.00010537071442863287
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	73	0.9475884375835061	0.22893571677764463	0.5582620847784854	0.0027470879909027995	0.00247925847632266	7.053550691405541e-05	6.363940411405983e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	74	0.9457138730584996	0.2329938345568405	0.5286223427201907	0.002848804982390929	0.002981567273789121	7.314723962161606e-05	7.653303051780205e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	75	0.9417872873416225	0.24127310802983715	0.07096677621740648	0.002847691498885474	0.001027773645678895	7.311864930206392e-05	2.638163910692926e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	76	0.9395551687683972	0.24585530547784162	0.17626754493478497	0.0017883134950796714	0.0009066947725224761	4.5917567735147944e-05	2.327369880459125e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	77	0.9369260643134087	0.25114524818636574	0.21813497808977014	0.0019199511475495312	0.0014435228546543916	4.929755722827166e-05	3.7053391234741285e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	78	0.9406950748088777	0.24352602569565804	0.06856893932976676	0.004508512056932687	0.0030764015678586415	0.0001157626491823319	7.89673059359559e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	79	0.9374618986476235	0.2500761910945872	0.04809564815819512	0.002384838282205301	0.001491886291038677	6.123421517638168e-05	3.8294818984932676e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	80	0.9388698471393401	0.24724512707161678	0.1997414331959159	0.0011175556009137	0.003282736082194093	2.869487656607021e-05	8.426364984921683e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	81	0.9411481840498324	0.24259393222042394	0.10699941592402584	0.0030202508667167838	0.0024797354246713227	7.754936376154156e-05	6.365164677007652e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	82	0.9420241950459199	0.24078165410612176	0.10426669935084248	0.0012503185100883746	0.0013744295466513179	3.210375867287992e-05	3.527985411000118e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	83	0.9441719335479682	0.23627963613488098	0.25591221448809287	0.0009359360736507782	0.0021052623791938258	2.4031529245778798e-05	5.403940113350513e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	84	0.9441967921386067	0.23622702610284296	0.0464399810297618	0.0016924074631679553	0.0009115302035719169	4.345503992409472e-05	2.3397818154614593e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	85	0.9468819841565873	0.23047346017147546	0.16548812985747965	0.0037108142905396546	0.0031349814298440304	9.528059090714316e-05	8.047097630572045e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	86	0.946542971873449	0.23120775965903687	0.1592140466393984	0.0010305103431774293	0.0020609018854883393	2.6459862107405316e-05	5.290072381825805e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	87	0.9469171288058931	0.23039720309523493	0.08232772401005187	0.0030594578906222164	0.0005173493458638101	7.855606151382299e-05	1.3279698104896866e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	88	0.948452162584178	0.22704148831396878	0.017226249404350427	0.0008116769205818858	0.003664442045308719	2.0840993529613e-05	9.406155525980085e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	89	0.9499674739208162	0.22367951644972736	0.1705634078512805	0.0019399421950227758	0.0006314997302591108	4.9810856646396545e-05	1.620979293433263e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	90	0.9500698369223595	0.2234505830774235	0.29947706117782635	0.0001406381651673505	0.0006661828813121079	3.611090836694178e-06	1.7100065201984405e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	91	0.9528837627192445	0.21706274963879807	0.20860516739599613	0.0034289352310039184	0.0011719861430640882	8.804293327890089e-05	3.008339004860869e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	92	0.9529104785244726	0.21700120155318808	0.049724289105409596	0.0027909735206684827	0.003641918245316969	7.166233215535286e-05	9.348339803111797e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	93	0.954307138415727	0.21375888656210995	0.5331305280599122	0.0007321510626686761	0.000735937036526163	1.8799050672573343e-05	1.8890565432071905e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	94	0.9542181377451079	0.21396696533552115	0.4793878628269655	0.0017151869419799043	0.002419481067943971	4.403993640013033e-05	6.210499425521158e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	95	0.9534877542684111	0.2156669787695577	0.38612803197395296	0.0011156365655928396	0.00032334396137935484	2.8645602524033292e-05	8.299827235675324e-06
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	96	0.9532294123200528	0.21626508659501015	0.20404843145996918	0.0025869321448084293	0.0014847751556830296	6.642327103849349e-05	3.8112285206817267e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	97	0.9585444011781573	0.20360648030414624	0.18405351953376134	0.0008706331247464866	0.003004925347113073	2.2354780405115306e-05	7.713260247925144e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	98	0.9581676606592172	0.2045295561545636	0.1610715957681604	0.000599691779592279	0.000601554590769604	1.5397964610457244e-05	1.5441139382706494e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	99	0.9602797886583279	0.19929930090612996	0.2761253911942676	0.003215196097368825	0.0012446110052191303	8.255486803008165e-05	3.194757766581424e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	100	0.9597508541592723	0.20062189770991526	0.08911877643604772	0.0005159976911322112	0.002349624814983367	1.3248996330303758e-05	6.031187330614145e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	101	0.9618165008047088	0.19540598556669442	0.32149313644437777	0.0010154408901127954	0.0017392860698828769	2.607293183274666e-05	4.4645255881269424e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	102	0.958776426532797	0.20303589206641015	0.11791701635290187	0.0016767142425918174	0.001556421587992518	4.305209350515304e-05	3.995135777735338e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	103	0.9614813748545318	0.1962616242301796	0.12214298633805892	0.0019963525700970736	0.0014849294181293257	5.125927563197478e-05	3.811624492713413e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	104	0.9618961464508244	0.1952020838750846	0.15469018833867768	0.001160466452829155	0.0020456580786904835	2.9796675526276028e-05	5.2509434733110176e-05
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	105	0.9629713573584133	0.19242827921484584	0.04414346849320965	0.0010726992591117285	0.0002735141256281562	2.7543124304115036e-05	7.0207588833463135e-06
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	106	0.9690602355852538	0.17589702787354372	0.2918805866351853	0.0018770541114133954	0.0011923385874999318	4.819611300843126e-05	3.0605811348578474e-05
