sample	cap	shell_id	z_lo	z_hi	replicate	random_ratio	theta_lo_deg	theta_hi_deg	dd_raw	dr_raw	rr_raw	dd_norm	dr_norm	rr_norm	w_null	sigma_proxy	z_proxy
CMASS	North	28	0.43	0.44	0	5	7.25	7.50	47708	476783	1192268	0.0014095660334177177	0.001408517319590504	0.0014089184794526656	0.0010290685447880469	0.0054944648156076935	0.18729186177784829
CMASS	North	28	0.43	0.44	0	5	7.50	7.75	49360	491557	1229918	0.0014583755221241417	0.0014521628247356751	0.0014534099702512048	0.0051326487754223002	0.0054046082094135152	0.94968008346700739
CMASS	North	28	0.43	0.44	0	5	7.75	8.00	50975	505582	1265576	0.0015060918201028793	0.0014935956262559825	0.001495547488946937	0.0096607139824256508	0.0053215869492189982	1.8153821547242535
CMASS	North	28	0.43	0.44	0	5	8.00	8.25	51889	519357	1302472	0.001533096585646264	0.0015342898751645199	0.0015391479682166024	0.0023810599172429709	0.0052670209290535232	0.45206957582202817
CMASS	North	28	0.43	0.44	0	5	8.25	8.50	53517	534101	1336743	0.0015811969776644589	0.0015778467539962785	0.001579646451115852	0.0032601730495554759	0.0051887337999438994	0.62831765422051999
CMASS	North	28	0.43	0.44	0	5	8.50	8.75	54766	547626	1371691	0.0016180995511477054	0.0016178024502930459	0.0016209449536504429	0.0021219747187036617	0.0051276492011403697	0.41382993170276594
CMASS	North	28	0.43	0.44	0	5	8.75	9.00	55745	561063	1403827	0.0016470247868883767	0.0016574981760704699	0.001658920479501754	-0.0054560094125353153	0.0050774492846840345	-1.0745571460444117
CMASS	North	28	0.43	0.44	0	5	9.00	9.25	57598	574491	1440589	0.0017017729603587177	0.0016971673139538704	0.0017023626092424152	0.0057572585536014818	0.0050018556247755346	1.151024536790753
CMASS	North	28	0.43	0.44	0	5	9.25	9.50	59165	588539	1468108	0.0017480710649609976	0.0017386680623144607	0.0017348821666205031	0.0032377455141643428	0.0049375625899989416	0.65573761449068269
CMASS	North	28	0.43	0.44	0	5	9.50	9.75	60417	601946	1508455	0.0017850622755302729	0.0017782751617784725	0.0017825607371184755	0.0062116756311498562	0.0048846368458555171	1.2716760379884322
CMASS	North	28	0.43	0.44	0	5	9.75	10.00	61244	616857	1544101	0.0018094965655788275	0.0018223253937548936	0.0018246840752593715	-0.0057380599817531885	0.0048435773134245467	-1.1846739734801957
CMASS	North	28	0.43	0.44	0	5	10.00	10.25	62708	628009	1574541	0.0018527514635607917	0.0018552707486607382	0.0018606554160271679	0.0015399854491065449	0.0047907587933153743	0.32144917236395043
CMASS	North	28	0.43	0.44	0	5	10.25	10.50	64332	642641	1608026	0.0019007336727976151	0.0018984967559224238	0.001900225072584647	0.0020867178286523235	0.0047318663422555324	0.44099255509775248
CMASS	North	28	0.43	0.44	0	5	10.50	10.75	65630	655151	1639967	0.0019390839853526624	0.0019354539286154041	0.0019379701644198701	0.0031715104053545028	0.0046853138001874189	0.67690458752787019
CMASS	North	28	0.43	0.44	0	5	10.75	11.00	66685	667802	1668878	0.0019702546939393919	0.0019728276449814228	0.0019721346661589556	-0.0016560379575188652	0.0046459531293990214	-0.35644740947549819
CMASS	North	28	0.43	0.44	0	5	11.00	11.25	68077	680464	1704828	0.0020113823018566694	0.0020102338576623593	0.0020146172450223681	0.0027458474149304221	0.0045993651967367287	0.59700573828723447
CMASS	North	28	0.43	0.44	0	5	11.25	11.50	69454	693710	1733971	0.0020520667243438032	0.0020493653292443909	0.0020490559041549533	0.0011673522450629181	0.0045542099174217089	0.25632376772913346
CMASS	North	28	0.43	0.44	0	5	11.50	11.75	71077	706171	1763224	0.0021000193878852841	0.0020861777456254644	0.0020836245517068704	0.0054176978918674696	0.0045056344922392655	1.2024272943575847
CMASS	North	28	0.43	0.44	0	5	11.75	12.00	71931	718951	1795905	0.0021252514117080963	0.0021239325551391562	0.0021222441110903246	-0.00017414937233669185	0.0044746726885351784	-0.038918907472917555
CMASS	North	28	0.43	0.44	0	5	12.00	12.25	72902	731098	1826921	0.0021539402818860245	0.0021598173494398461	0.0021588961184902584	-0.0031489697189151099	0.0044424809036625384	-0.70883134608839571
CMASS	North	28	0.43	0.44	0	5	12.25	12.50	74445	743442	1856560	0.0021995292898000754	0.0021962841231986112	0.002193920907222739	0.00040199745701337541	0.0043990618923525912	0.091382541744233034
CMASS	North	28	0.43	0.44	0	5	12.50	12.75	75887	755208	1884434	0.0022421341824844965	0.0022310433633189633	0.0022268599726813975	0.0031018692745418174	0.0043594386061372821	0.71152952358933552
CMASS	North	28	0.43	0.44	0	5	12.75	13.00	76624	767099	1917060	0.0022639093599521928	0.0022661718797452007	0.0022654145378551861	-0.0013330282968351188	0.0043343770223744161	-0.30754784135157498
CMASS	North	28	0.43	0.44	0	5	13.00	13.25	78024	777959	1947960	0.0023052733334322129	0.0022982546052004974	0.0023019294665583699	0.004645489683737414	0.0042978582992961763	1.0808847942935127
CMASS	North	28	0.43	0.44	0	5	13.25	13.50	79118	790505	1975528	0.0023375963241373146	0.0023353181294695725	0.0023345069278687051	0.00062839525098946805	0.0042668019820540758	0.1472754661764156
CMASS	North	28	0.43	0.44	0	5	13.50	13.75	80057	801611	2008538	0.0023653397320642709	0.0023681275906948514	0.0023735152707972519	0.0010953464272200862	0.0042401563827089766	0.2583268937171333
CMASS	North	28	0.43	0.44	0	5	13.75	14.00	81465	813418	2030508	0.0024069400711070341	0.0024030079534435342	0.0023994775032765057	0.00016739790055249288	0.0042053797317525843	0.039805656380697427
CMASS	North	28	0.43	0.44	0	5	14.00	14.25	82703	824017	2060379	0.0024435176419415091	0.0024343196299721429	0.0024347764494024862	0.0039653872133020131	0.0041750540336505234	0.94978105225498488
CMASS	North	28	0.43	0.44	0	5	14.25	14.50	83211	835253	2086904	0.002458526855175688	0.0024675131385555422	0.0024661213841549764	-0.004208242889867337	0.0041576181591523589	-1.0121763781032982
CMASS	North	28	0.43	0.44	0	5	14.50	14.75	84733	846335	2118853	0.0025034954034875386	0.0025002516987300914	0.0025038759296934234	0.0027429217395848493	0.0041231046170684491	0.66525640126373564
CMASS	North	28	0.43	0.44	0	5	14.75	15.00	86052	857412	2144404	0.0025424661756447862	0.002532975487852405	0.0025340698760783764	0.0041771050270853986	0.0040929710760960287	1.0205557159884986
CMASS	North	28	0.43	0.44	0	5	15.00	15.25	87111	867623	2170542	0.002573755067012887	0.0025631409307275465	0.0025649574879373998	0.0048463545901456613	0.0040682451043820133	1.1912641607865577
CMASS	North	28	0.43	0.44	0	5	15.25	15.50	88238	880755	2198384	0.0026070530656643032	0.0026019356223186108	0.0025978587385831614	0.0004005451084728843	0.004040968134959212	0.099121075716408061
CMASS	North	28	0.43	0.44	0	5	15.50	15.75	88987	890036	2224058	0.0026291827914761141	0.0026293536494779676	0.0026281980356551854	-0.00050470771480694483	0.0040226142369486888	-0.12546759024792431
CMASS	North	28	0.43	0.44	0	5	15.75	16.00	90364	900226	2252106	0.0026698672139632484	0.0026594570539337204	0.0026613427191589682	0.004620158526092241	0.0039942097299004034	1.156714053222099
CMASS	North	28	0.43	0.44	0	5	16.00	16.25	91726	910071	2277660	0.0027101084510202395	0.0026885412557852303	0.0026915402106826303	0.0091271718828153034	0.0039669059580995664	2.3008289027320115
CMASS	North	28	0.43	0.44	0	5	16.25	16.50	91403	920286	2300685	0.002700565191424492	0.0027187185155021602	0.0027187491502745657	-0.0066658188393116718	0.0039650583849040882	-1.6811401478197685
CMASS	North	28	0.43	0.44	0	5	16.50	16.75	93395	930899	2329877	0.002759420216547492	0.0027500715509770281	0.0027532457133393985	0.004548387335050255	0.0039285289984737782	1.157783826164269
CMASS	North	28	0.43	0.44	0	5	16.75	17.00	94155	941767	2353550	0.0027818749450080745	0.0027821779101159017	0.0027812204028924881	-0.00045320835771589681	0.0039106278266291183	-0.11589145728207872
CMASS	North	28	0.43	0.44	0	5	17.00	17.25	95412	950965	2381155	0.0028190138840540643	0.0028093507378081509	0.0028138415875802354	0.0050301324994523489	0.0038867827125706957	1.2941635464168895
CMASS	North	28	0.43	0.44	0	5	17.25	17.50	96492	960439	2402308	0.0028509232350243654	0.0028373389275837936	0.0028388383606177251	0.0053133495318913038	0.0038658222887290711	1.3744422622277659
CMASS	North	28	0.43	0.44	0	5	17.50	17.75	96698	969498	2428227	0.002857009648264997	0.0028641011200238983	0.0028694671773509882	-0.00060130133058513299	0.0038573495052899426	-0.15588458597296212
CMASS	North	28	0.43	0.44	0	5	17.75	18.00	97980	979785	2451648	0.0028948872296945586	0.0028944910828930183	0.0028971440752525177	0.0010524637649488974	0.0038336120996711291	0.27453580007199585
CMASS	North	28	0.43	0.44	0	5	18.00	18.25	98463	989592	2473469	0.0029091578005451652	0.0029234630247475389	0.0029229302325092222	-0.0050764182722050875	0.0038213164748498807	-1.3284474880883854
CMASS	North	28	0.43	0.44	0	5	18.25	18.50	100164	998638	2497999	0.00295941502832339	0.0029501868124518315	0.0029519176500201962	0.0037125200426401245	0.0037933366181661468	0.97869512156158389
CMASS	North	28	0.43	0.44	0	5	18.50	18.75	101215	1009500	2521199	0.0029904675541287478	0.0029822754463280227	0.0029793333893701592	0.001762156213061986	0.0037734536947681627	0.46698763403541677
CMASS	North	28	0.43	0.44	0	5	18.75	19.00	101870	1018155	2543401	0.003009819984578329	0.0030078441377475065	0.0030055697792429129	-9.9319495369158713e-05	0.0037600906839688033	-0.026414122348859485
CMASS	North	28	0.43	0.44	0	5	19.00	19.25	103226	1025244	2564314	0.0030498839474632626	0.0030287865356068621	0.0030302829411836792	0.007456009181899018	0.0037388447351890011	1.9942013402495868
CMASS	North	28	0.43	0.44	0	5	19.25	19.50	103245	1035310	2587318	0.0030504453156747773	0.0030585236179671771	0.0030574670648046511	-0.0029877199856310952	0.0037330653321200982	-0.80033959221771689
CMASS	North	28	0.43	0.44	0	5	19.50	19.75	104511	1046218	2611786	0.0030878501659788527	0.003090748145523934	0.003086381216115638	-0.0023538598911383131	0.0037114074834939232	-0.63422297379278514
CMASS	North	28	0.43	0.44	0	5	19.75	20.00	105479	1050633	2632704	0.0031164503990707523	0.0031037909846477955	0.0031111002866209196	0.006418538316477625	0.0036969752931128256	1.7361593755941127
CMASS	North	28	0.43	0.44	0	5	20.00	20.25	106189	1063919	2651927	0.0031374278427641913	0.0031430406246477104	0.0031338163537555893	-0.0047344997602873388	0.0036815676374597028	-1.2860010263329464
CMASS	North	28	0.43	0.44	0	5	20.25	20.50	107174	1070558	2669386	0.0031665303526769197	0.0031626536278058794	0.0031544478793293397	-0.0013723554076981131	0.0036662799230247293	-0.37431822897088063
CMASS	North	28	0.43	0.44	0	5	20.50	20.75	107438	1077733	2694732	0.0031743304162474379	0.0031838500877636841	0.0031843995745691744	-0.0028169155599668976	0.003659273501918324	-0.76980186326334132
CMASS	North	28	0.43	0.44	0	5	20.75	21.00	108378	1087026	2713058	0.0032021033698697372	0.0032113035654484055	0.0032060556452298394	-0.0045065081196364199	0.0036435309031633573	-1.2368518998216305
CMASS	North	28	0.43	0.44	0	5	21.00	21.25	109600	1096435	2733730	0.0032382082095787261	0.0032390997315449883	0.0032304840143609786	-0.0029429766895634796	0.0036246482923337525	-0.81193441465423544
CMASS	North	28	0.43	0.44	0	5	21.25	21.50	110010	1101755	2754073	0.0032503219446693037	0.0032548161311234578	0.0032545235999470261	-0.0014707890367314052	0.0036171470147591282	-0.40661577501000395
CMASS	North	28	0.43	0.44	0	5	21.50	21.75	110792	1108962	2771662	0.0032734266784274291	0.0032761071258155688	0.0032753087481981686	-0.0010621365107804583	0.0036046766036850132	-0.29465514595529879
CMASS	North	28	0.43	0.44	0	5	21.75	22.00	112060	1118201	2793505	0.0033108906201221905	0.0033034010761361478	0.0033011209031387394	0.0015780612529765765	0.003585936204305161	0.44006952803064547
CMASS	North	28	0.43	0.44	0	5	22.00	22.25	112999	1125476	2810014	0.0033386340280491468	0.0033248929571386603	0.0033206298014546247	0.002854252293435151	0.0035720523158737209	0.79905108913193601
CMASS	North	28	0.43	0.44	0	5	22.25	22.50	113495	1132665	2827068	0.0033532886929392111	0.0033461307760427241	0.0033407827333026539	0.00054175152977622434	0.0035631697273374248	0.15204202191655003
CMASS	North	28	0.43	0.44	0	5	22.50	22.75	113597	1139780	2846108	0.0033563023538641839	0.0033671499833737035	0.0033632825469760716	-0.0043752095465133603	0.0035586311384156332	-1.2294641889918612
CMASS	North	28	0.43	0.44	0	5	22.75	23.00	115078	1144978	2860798	0.0034000595286669769	0.0033825059692776296	0.0033806419095213716	0.0046409824089622973	0.0035401734384078211	1.3109477514891363
CMASS	North	28	0.43	0.44	0	5	23.00	23.25	115125	1154704	2878475	0.0034014481763480916	0.0034112386200859366	0.0034015310485079795	-0.0057321291611771817	0.0035352097603301509	-1.6214396173883221
CMASS	North	28	0.43	0.44	0	5	23.25	23.50	116547	1161727	2900923	0.0034434621551256554	0.0034319860400557848	0.0034280581397548747	0.0022018922845632324	0.0035168305376673285	0.62610133214542696
CMASS	North	28	0.43	0.44	0	5	23.50	23.75	117205	1165503	2911670	0.0034629032226612647	0.0034431411387039618	0.0034407580083235839	0.0050509084146235835	0.0035082045728004308	1.4397416997241088
CMASS	North	28	0.43	0.44	0	5	23.75	24.00	116911	1172180	2927438	0.0034542167882304605	0.00346286640185912	0.0034593912573783348	-0.0035048819885823731	0.0035082126325362371	-0.99905061514146132
CMASS	North	28	0.43	0.44	0	5	24.00	24.25	117437	1178722	2943195	0.0034697578239808111	0.0034821928466039222	0.0034780115075911523	-0.004777546480111982	0.0034997823592973661	-1.3650981660102848
CMASS	North	28	0.43	0.44	0	5	24.25	24.50	119075	1185325	2958721	0.0035181536729524347	0.0035016994981859964	0.0034963587821233732	0.0031785807453849832	0.0034800365264655757	0.91337568476996434
CMASS	North	28	0.43	0.44	0	5	24.50	24.75	118306	1188429	2974258	0.0034954330332337665	0.0035108693674137351	0.0035147190554975275	-0.0032966066172637615	0.0034863538151131989	-0.94557431405071646
CMASS	North	28	0.43	0.44	0	5	24.75	25.00	119848	1194328	2987829	0.0035409924954524744	0.0035282962548410647	0.0035307560813043529	0.0042925840034519908	0.0034681057027531989	1.2377315951022685
CMASS	North	28	0.43	0.44	0	5	25.00	25.25	119730	1202415	2998390	0.0035375061034020154	0.0035521869547266069	0.0035432361512731012	-0.0066695116467487825	0.0034658731089946648	-1.9243380923092672
CMASS	North	28	0.43	0.44	0	5	25.25	25.50	121255	1207604	3015023	0.0035825632887998946	0.0035675163527365086	0.0035628915819889608	0.0029251985574088447	0.0034483473049718915	0.84829000640139662
CMASS	North	28	0.43	0.44	0	5	25.50	25.75	121380	1210717	3026401	0.0035862565007177536	0.0035767128098582713	0.0035763371113994727	0.0025635146003046192	0.0034456991212080392	0.7439751731445049
CMASS	North	28	0.43	0.44	0	5	25.75	26.00	121940	1216940	3037761	0.0036028020901097617	0.0035950968614704547	0.0035897613699777307	0.0006601377925568127	0.0034375684850088185	0.19203625918600986
CMASS	North	28	0.43	0.44	0	5	26.00	26.25	122733	1221248	3053787	0.0036262318265166587	0.0036078236000764785	0.0036086995009614593	0.0053437886197016541	0.0034279101791458823	1.5589056715112479
CMASS	North	28	0.43	0.44	0	5	26.25	26.50	122708	1227986	3062786	0.0036254931841330868	0.0036277290700689087	0.0036193337353756972	-0.0029373418994559273	0.0034253896358832185	-0.85752051932583995
CMASS	North	28	0.43	0.44	0	5	26.50	26.75	123582	1230798	3079226	0.0036513161218627568	0.0036360363098460998	0.0036387610955012743	0.0049480021356970326	0.0034156220914979877	1.4486386383357153
CMASS	North	28	0.43	0.44	0	5	26.75	27.00	123783	1238021	3091416	0.0036572548066266738	0.0036573745719053639	0.0036531661757890355	-0.0011847699192286745	0.0034107320473845378	-0.34736528779421277
CMASS	North	28	0.43	0.44	0	5	27.00	27.25	124418	1244327	3103549	0.0036760163231693973	0.0036760038229846554	0.0036675038984413243	-0.0023142236773616943	0.0034020909884556927	-0.68023568011982749
CMASS	North	28	0.43	0.44	0	5	27.25	27.50	124542	1246078	3119616	0.0036796799893919134	0.0036811766454774939	0.0036864904796540766	0.0010354504133590885	0.0034000064689478694	0.30454365978883219
CMASS	North	28	0.43	0.44	0	5	27.50	27.75	125120	1250002	3129064	0.0036967574013000932	0.0036927689672718385	0.0036976553031617685	0.0024001074168801075	0.0033929200746014667	0.70738695993657463
CMASS	North	28	0.43	0.44	0	5	27.75	28.00	124807	1253862	3141408	0.0036875095986577747	0.0037041722195975705	0.0037122423672365937	-0.0023146315490087323	0.0033942367963224911	-0.6819298970291453
CMASS	North	28	0.43	0.44	0	5	28.00	28.25	125699	1260816	3150150	0.0037138643589036159	0.0037247157990465698	0.0037225729014347566	-0.0034906872474569106	0.0033831208292516781	-1.0317950270280549
CMASS	North	28	0.43	0.44	0	5	28.25	28.50	125947	1262148	3160041	0.003721191691348648	0.0037286508073620813	0.0037342612237584844	-0.00049506435309564563	0.0033801626804762699	-0.14646169427143974
CMASS	North	28	0.43	0.44	0	5	28.50	28.75	126802	1266570	3171644	0.0037464532608668033	0.0037417143259590728	0.0037479726385721752	0.0029341856468360797	0.0033704214264669114	0.87056936672512142
CMASS	North	28	0.43	0.44	0	5	28.75	29.00	126670	1267918	3183022	0.0037425532290815441	0.0037456966016417375	0.0037614181679826871	0.0033440030379558055	0.0033709752433019853	0.99199869373120653
CMASS	North	28	0.43	0.44	0	5	29.00	29.25	127557	1276754	3193192	0.0037687602608506713	0.0037718000051521431	0.0037734361882063561	-0.00037195838945032738	0.0033594260956063444	-0.11072081327724295
CMASS	North	28	0.43	0.44	0	5	29.25	29.50	127545	1279725	3200001	0.0037684057125065571	0.0037805769643904199	0.0037814824713629899	-0.0029791873945225747	0.0033583539865243294	-0.88709749075791544
CMASS	North	28	0.43	0.44	0	5	29.50	29.75	127992	1279845	3213618	0.0037816126383248207	0.0037809314696440697	0.0037975738559633538	0.0045617427486846296	0.0033540337696951273	1.3600765710535108
CMASS	North	28	0.43	0.44	0	5	29.75	30.00	127841	1285354	3216134	0.0037771512383280468	0.0037972062149970376	0.0038005470456273414	-0.0043978263755258913	0.0033533762293877457	-1.3114622621180922
CMASS	North	28	0.43	0.44	1	5	0.25	0.50	2698	26997	67318	7.9714286035067555e-05	7.9754819439839154e-05	7.9550549205207674e-05	-0.0030773343722817659	0.023101177480541572	-0.133211147997709
CMASS	North	28	0.43	0.44	1	5	0.50	0.75	4426	44638	111531	0.00013076924758754965	0.00013187004593679077	0.00013179762178623869	-0.0089016970404522389	0.018014258458106669	-0.49414729233255505
CMASS	North	28	0.43	0.44	1	5	0.75	1.00	6144	62454	155323	0.00018152875218660304	0.0001845022592619815	0.00018354719323510014	-0.021403613060036408	0.015272385271892954	-1.4014584283325582
CMASS	North	28	0.43	0.44	1	5	1.00	1.25	7948	79161	198484	0.0002348291865851434	0.00023385825320135968	0.00023455110384215869	0.0070934819633267166	0.013467959680211855	0.5266931392547155
CMASS	North	28	0.43	0.44	1	5	1.25	1.50	9725	96831	240649	0.0002873318872094262	0.00028605915180127665	0.00028437802839781368	-0.0014360743606469219	0.012177531691145296	-0.11792819736130444
CMASS	North	28	0.43	0.44	1	5	1.50	1.75	11137	113214	284837	0.00032905040903356088	0.00033445798155580064	0.00033659555815626933	-0.0097149110929530842	0.011341643918006721	-0.85656992612235594
CMASS	North	28	0.43	0.44	1	5	1.75	2.00	13012	130396	326679	0.00038444858780144512	0.00038521722545754221	0.00038604078944425024	0.00014228115813879255	0.01051613203642658	0.013529799516205029
CMASS	North	28	0.43	0.44	1	5	2.00	2.25	14571	147252	367572	0.00043051032684098196	0.0004350133967535354	0.0004343645751872693	-0.011860754244515406	0.0099254391276178463	-1.194985339390424
CMASS	North	28	0.43	0.44	1	5	2.25	2.50	16191	164439	410817	0.00047837435329643394	0.00048578741170751238	0.00048546774967818119	-0.015928391629589572	0.009408613671206675	-1.692958408775511
CMASS	North	28	0.43	0.44	1	5	2.50	2.75	17995	180125	453039	0.00053167478769497423	0.00053212715678042108	0.00053536203186930803	0.0051974287263601964	0.0089434393976781396	0.58114428859545153
CMASS	North	28	0.43	0.44	1	5	2.75	3.00	19602	196713	492624	0.00057915472011096892	0.00058113159967659671	0.00058214013713518264	-0.0016634175265894831	0.0085661742185860201	-0.19418441466907918
CMASS	North	28	0.43	0.44	1	5	3.00	3.25	21394	212988	535239	0.00063210060616539481	0.000629211374702836	0.00063249883249719466	0.0097655346374807377	0.0082091901083846241	1.1895856361648283
CMASS	North	28	0.43	0.44	1	5	3.25	3.50	22881	230360	576282	0.00067603505514024487	0.00068053191858952287	0.00068099987517566604	-0.0059161638790250172	0.0079248830162920725	-0.7465301212475306
CMASS	North	28	0.43	0.44	1	5	3.50	3.75	24667	244800	614650	0.00072880366702261356	0.00072319071744536892	0.00072633983583857056	0.01206331738686799	0.0076489740583984989	1.5771157405904108
CMASS	North	28	0.43	0.44	1	5	3.75	4.00	26269	262143	654427	0.00077613587096189381	0.00077442558922909046	0.00077334482998182418	0.00081402559522105236	0.0074063881836092613	0.10990857824904926
CMASS	North	28	0.43	0.44	1	5	4.00	4.25	27666	277297	694794	0.00081741120735588538	0.00081919369434415223	0.000821047034737857	8.6296402569113558e-05	0.0072117745074722229	0.011966042820626271
CMASS	North	28	0.43	0.44	1	5	4.25	4.50	29652	294912	735468	0.00087608895830682833	0.00087123211136947982	0.00086911202535511569	0.0031489161847302145	0.0069747820390763703	0.45147162550576375
CMASS	North	28	0.43	0.44	1	5	4.50	4.75	30821	309787	774343	0.00091062787616264526	0.00091517599176980599	0.0009150511144598491	-0.0051068108035429906	0.0068300018765065649	-0.74770269406646805
CMASS	North	28	0.43	0.44	1	5	4.75	5.00	32513	325720	813689	0.00096061919268278402	0.0009622454268231437	0.00096154679034190301	-0.0024178445032026971	0.0066532988118027103	-0.36340536801286133
CMASS	North	28	0.43	0.44	1	5	5.00	5.25	34119	341285	853380	0.0010080695794034357	0.0010082277124319557	0.0010084501571754972	6.3772824629908627e-05	0.0064962607022659748	0.0098168511937434862
CMASS	North	28	0.43	0.44	1	5	5.25	5.50	35640	355423	890158	0.0010530085820199436	0.0010499943397327834	0.0010519111943226068	0.0046877501671222363	0.0063589270453269231	0.73719200325897605
