curve_id	sample	cap	factor	group	lane	ratio	mean	rms	total_variation	first_difference_rms	second_difference_rms	strict_max_count	strict_min_count	plateau_count	zero_crossing_count	raw_lag_degenerate	difference_lag_degenerate
CMASS_North_f1_g03_W1_SPECTRO_r20	CMASS	North	1	3	W1_SPECTRO	20	0.021587301719288399	0.1051405484300636	1.2093038049756335	0.044053597294368418	0.021444264081588178	29	30	0	24	0	0
CMASS_North_f1_g03_W2_IMAGING_r20	CMASS	North	1	3	W2_IMAGING	20	0.021035661449705093	0.10238419778732945	1.1619467450912353	0.042430080507155743	0.020217144988713655	28	29	0	24	0	0
CMASS_North_f1_g03_W3_OFFICIAL_OBS_r20	CMASS	North	1	3	W3_OFFICIAL_OBS	20	0.021186028043381454	0.10495220729047297	1.2102979193461421	0.044092969010280939	0.021471805637902481	29	30	0	22	0	0
CMASS_North_f1_g04_W0_UNIT_r5	CMASS	North	1	4	W0_UNIT	5	0.01688900991401749	0.093193611401535148	1.0846478173133813	0.0411116944162584	0.02215376665324377	31	32	0	10	0	0
CMASS_North_f1_g04_W1_SPECTRO_r5	CMASS	North	1	4	W1_SPECTRO	5	0.017274616069532775	0.095006062176698006	1.1195053895787666	0.042351683518136535	0.023207805616902673	31	32	0	12	0	0
CMASS_North_f1_g04_W2_IMAGING_r5	CMASS	North	1	4	W2_IMAGING	5	0.016677890923194265	0.093108495755735987	1.0817090954280877	0.041026316312398101	0.022037931290522866	31	32	0	10	0	0
CMASS_North_f1_g04_W3_OFFICIAL_OBS_r5	CMASS	North	1	4	W3_OFFICIAL_OBS	5	0.017051670240105954	0.094917567025667754	1.115854795506281	0.042270626710099325	0.023097360206269357	33	34	0	8	0	0
CMASS_North_f1_g04_W0_UNIT_r10	CMASS	North	1	4	W0_UNIT	10	0.016862986176161103	0.093984541706869026	1.08326237625079	0.041622970883833578	0.022327633149634832	31	32	0	10	0	0
CMASS_North_f1_g04_W1_SPECTRO_r10	CMASS	North	1	4	W1_SPECTRO	10	0.017246978514718129	0.095870656099368179	1.1159372670768539	0.042965805507616521	0.023503749038807371	31	32	0	12	0	0
CMASS_North_f1_g04_W2_IMAGING_r10	CMASS	North	1	4	W2_IMAGING	10	0.016637993632126188	0.093894535692281511	1.0801090762068302	0.041534855253819308	0.022193028375875862	32	33	0	12	0	0
CMASS_North_f1_g04_W3_OFFICIAL_OBS_r10	CMASS	North	1	4	W3_OFFICIAL_OBS	10	0.0170101864637782	0.095775761529960979	1.1123754892328948	0.042880108159000146	0.02337310131747164	31	32	0	10	0	0
CMASS_North_f1_g04_W0_UNIT_r20	CMASS	North	1	4	W0_UNIT	20	0.016791792211028535	0.094025018728940438	1.0797619741926723	0.041703652186060314	0.022413840197777011	30	31	0	10	0	0
CMASS_North_f1_g04_W1_SPECTRO_r20	CMASS	North	1	4	W1_SPECTRO	20	0.017181171459172251	0.095892940688563785	1.1128300843526637	0.042967923354281144	0.023452135511197656	29	30	0	14	0	0
CMASS_North_f1_g04_W2_IMAGING_r20	CMASS	North	1	4	W2_IMAGING	20	0.016577088785130516	0.093935153500018631	1.0762650258558015	0.041630819059205459	0.022304920157550822	30	31	0	10	0	0
CMASS_North_f1_g04_W3_OFFICIAL_OBS_r20	CMASS	North	1	4	W3_OFFICIAL_OBS	20	0.016954692840887811	0.095799671809240636	1.1099474917224352	0.042900236739441711	0.023351741970223668	29	30	0	12	0	0
CMASS_North_f1_g05_W0_UNIT_r5	CMASS	North	1	5	W0_UNIT	5	0.017502198013257423	0.08620395738788271	1.0207190900768608	0.037463364607002766	0.01864347542186523	27	28	0	20	0	0
CMASS_North_f1_g05_W1_SPECTRO_r5	CMASS	North	1	5	W1_SPECTRO	5	0.017428288252009226	0.087693719485400265	1.0715954291485392	0.039288574183855389	0.02055014818851696	31	32	0	28	0	0
CMASS_North_f1_g05_W2_IMAGING_r5	CMASS	North	1	5	W2_IMAGING	5	0.017242787303456127	0.085923551121414213	1.0177948940573958	0.037442982395550099	0.018613208424167461	27	28	0	22	0	0
CMASS_North_f1_g05_W3_OFFICIAL_OBS_r5	CMASS	North	1	5	W3_OFFICIAL_OBS	5	0.017219603804892892	0.087440617110130237	1.0695491519679972	0.039284412732846274	0.020528312398172793	31	32	0	28	0	0
CMASS_North_f1_g05_W0_UNIT_r10	CMASS	North	1	5	W0_UNIT	10	0.01717900856599161	0.0855325340059849	1.0146896204960949	0.037656951403305702	0.019005208299579607	26	27	0	24	0	0
CMASS_North_f1_g05_W1_SPECTRO_r10	CMASS	North	1	5	W1_SPECTRO	10	0.017135222500843806	0.087085092090429597	1.0677427966057311	0.039457012603121969	0.02084697809998785	29	30	0	26	0	0
CMASS_North_f1_g05_W2_IMAGING_r10	CMASS	North	1	5	W2_IMAGING	10	0.016950557393685305	0.085255494039045879	1.0119331047152644	0.03763727230980967	0.01896664718690403	27	28	0	24	0	0
CMASS_North_f1_g05_W3_OFFICIAL_OBS_r10	CMASS	North	1	5	W3_OFFICIAL_OBS	10	0.016957856731270149	0.086836428979794392	1.0638682754980451	0.039456475130339286	0.020824130284389446	29	30	0	26	0	0
CMASS_North_f1_g05_W0_UNIT_r20	CMASS	North	1	5	W0_UNIT	20	0.017551921500236961	0.085997953837140956	1.0129770507512339	0.037708054580070413	0.019181069956522512	30	31	0	22	0	0
CMASS_North_f1_g05_W1_SPECTRO_r20	CMASS	North	1	5	W1_SPECTRO	20	0.01751017149321029	0.087483098703086334	1.0634481471701382	0.039468415380823185	0.021058312044906317	29	30	0	28	0	0
CMASS_North_f1_g05_W2_IMAGING_r20	CMASS	North	1	5	W2_IMAGING	20	0.017373957778886746	0.08575233555057285	1.0095643196856738	0.037697585210121579	0.019154348346464133	30	31	0	26	0	0
CMASS_North_f1_g05_W3_OFFICIAL_OBS_r20	CMASS	North	1	5	W3_OFFICIAL_OBS	20	0.017383989992164717	0.087265705790534151	1.0598930003297435	0.039477782159929614	0.021049854022033864	29	30	0	26	0	0
CMASS_North_f1_g06_W0_UNIT_r5	CMASS	North	1	6	W0_UNIT	5	0.0164447363901595	0.084360802677279703	0.94001645896654673	0.036061110358307037	0.018343167212251956	31	32	0	19	0	0
CMASS_North_f1_g06_W1_SPECTRO_r5	CMASS	North	1	6	W1_SPECTRO	5	0.01689664994468712	0.08721417613874119	0.97834157754823459	0.037714246157195472	0.01927125990670955	29	30	0	21	0	0
CMASS_North_f1_g06_W2_IMAGING_r5	CMASS	North	1	6	W2_IMAGING	5	0.015753834136892509	0.083893796805904725	0.93551226216207395	0.036021884698531244	0.018345440884896723	31	32	0	21	0	0
CMASS_North_f1_g06_W3_OFFICIAL_OBS_r5	CMASS	North	1	6	W3_OFFICIAL_OBS	5	0.016242658158234387	0.086824013883794529	0.97504374996476406	0.03769060465080485	0.019275173512044285	30	31	0	27	0	0
CMASS_North_f1_g06_W0_UNIT_r10	CMASS	North	1	6	W0_UNIT	10	0.016802590420388105	0.084828576882640214	0.93112862314872213	0.03624793828886394	0.018564442653615749	29	30	0	23	0	0
CMASS_North_f1_g06_W1_SPECTRO_r10	CMASS	North	1	6	W1_SPECTRO	10	0.017290701199069315	0.087775993537001676	0.96905672489608574	0.037854343202633506	0.019372526727504884	32	33	0	19	0	0
CMASS_North_f1_g06_W2_IMAGING_r10	CMASS	North	1	6	W2_IMAGING	10	0.0161239969024118	0.084365418030534406	0.92751164397237373	0.036210894525202972	0.018563648358381635	27	28	0	23	0	0
CMASS_North_f1_g06_W3_OFFICIAL_OBS_r10	CMASS	North	1	6	W3_OFFICIAL_OBS	10	0.01664855035981827	0.087388367183854551	0.96540332141851914	0.037829902819138644	0.019367899742515741	32	33	0	25	0	0
CMASS_North_f1_g06_W0_UNIT_r20	CMASS	North	1	6	W0_UNIT	20	0.016900125792621488	0.085015907536688126	0.92292057796838012	0.036330290825908447	0.018690412399527422	28	29	0	25	0	0
CMASS_North_f1_g06_W1_SPECTRO_r20	CMASS	North	1	6	W1_SPECTRO	20	0.017383942764617369	0.087973685843626512	0.96232049380080731	0.037986398394995242	0.01952741245943394	31	32	0	21	0	0
CMASS_North_f1_g06_W2_IMAGING_r20	CMASS	North	1	6	W2_IMAGING	20	0.016252992714439286	0.084569284012178628	0.9189982323030812	0.036288087809561081	0.018671306698292003	28	29	0	23	0	0
CMASS_North_f1_g06_W3_OFFICIAL_OBS_r20	CMASS	North	1	6	W3_OFFICIAL_OBS	20	0.016773705747510338	0.087604392754786264	0.95937271043485384	0.037959585809398691	0.019508223790181058	31	32	0	29	0	0
CMASS_North_f1_g07_W0_UNIT_r5	CMASS	North	1	7	W0_UNIT	5	0.014653510875544515	0.083703632081731247	1.0134917903440033	0.038348256173424862	0.022677745821500346	28	29	0	26	0	0
CMASS_North_f1_g07_W1_SPECTRO_r5	CMASS	North	1	7	W1_SPECTRO	5	0.0148406852926787	0.085121684418758836	1.0435683850412512	0.039351234219489099	0.023942965095739836	27	28	0	26	0	0
CMASS_North_f1_g07_W2_IMAGING_r5	CMASS	North	1	7	W2_IMAGING	5	0.014500770942510966	0.083450790733117619	1.0088946774459426	0.038320543046490615	0.022619140700050409	28	29	0	26	0	0
CMASS_North_f1_g07_W3_OFFICIAL_OBS_r5	CMASS	North	1	7	W3_OFFICIAL_OBS	5	0.0147073659242438	0.084867462602353588	1.0385636001274641	0.039308858130979882	0.023846682485774848	26	27	0	22	0	0
CMASS_North_f1_g07_W0_UNIT_r10	CMASS	North	1	7	W0_UNIT	10	0.014677101046095667	0.083807731789708614	1.0030210492397011	0.03860243128230631	0.023176895173448672	28	29	0	26	0	0
CMASS_North_f1_g07_W1_SPECTRO_r10	CMASS	North	1	7	W1_SPECTRO	10	0.014850839860109927	0.085228051943783772	1.0323890954262065	0.03962110722915109	0.024475181997071532	27	28	0	28	0	0
CMASS_North_f1_g07_W2_IMAGING_r10	CMASS	North	1	7	W2_IMAGING	10	0.014463559049291582	0.083533818496544801	0.99901114492586696	0.038564370787464157	0.023093318739164839	27	28	0	24	0	0
CMASS_North_f1_g07_W3_OFFICIAL_OBS_r10	CMASS	North	1	7	W3_OFFICIAL_OBS	10	0.014656261440338696	0.084952714476531924	1.0277877116157026	0.039569527617720993	0.024356148304731696	28	29	0	28	0	0
CMASS_North_f1_g07_W0_UNIT_r20	CMASS	North	1	7	W0_UNIT	20	0.014662441942045478	0.083925389539109482	1.0043428227546296	0.03859151810915501	0.023289937087192836	27	28	0	26	0	0
CMASS_North_f1_g07_W1_SPECTRO_r20	CMASS	North	1	7	W1_SPECTRO	20	0.014840749351927585	0.0853526612104233	1.0335857544161753	0.039590561570749215	0.02458079634193815	28	29	0	28	0	0
CMASS_North_f1_g07_W2_IMAGING_r20	CMASS	North	1	7	W2_IMAGING	20	0.01444841355178344	0.083650937482729087	1.000164745868513	0.038546963798934943	0.023199163810358046	27	28	0	26	0	0
CMASS_North_f1_g07_W3_OFFICIAL_OBS_r20	CMASS	North	1	7	W3_OFFICIAL_OBS	20	0.014645708067175703	0.085077561636745944	1.0291920964598991	0.039535801719862609	0.024459861072321176	28	29	0	26	0	0
CMASS_North_f1_g08_W0_UNIT_r5	CMASS	North	1	8	W0_UNIT	5	0.014380061610877683	0.082571238810798128	0.9664587126553863	0.039679295408974163	0.022898226214663222	28	28	0	17	0	0
CMASS_North_f1_g08_W1_SPECTRO_r5	CMASS	North	1	8	W1_SPECTRO	5	0.014372465382379013	0.084233915112128674	0.99886236543671825	0.041221198344716929	0.024046316533023686	29	29	0	21	0	0
CMASS_North_f1_g08_W2_IMAGING_r5	CMASS	North	1	8	W2_IMAGING	5	0.014397905842400459	0.082366874601041196	0.96440163171352156	0.039667200112354473	0.022984939149211951	27	27	0	17	0	0
CMASS_North_f1_g08_W3_OFFICIAL_OBS_r5	CMASS	North	1	8	W3_OFFICIAL_OBS	5	0.014518403783198288	0.084114774475932741	0.99620611464776243	0.041225950447005076	0.024148821288654549	28	28	0	21	0	0
CMASS_North_f1_g08_W0_UNIT_r10	CMASS	North	1	8	W0_UNIT	10	0.014370270710317436	0.08250790071089481	0.95896372213975867	0.039675775612197095	0.023115777103742532	30	30	0	21	0	0
CMASS_North_f1_g08_W1_SPECTRO_r10	CMASS	North	1	8	W1_SPECTRO	10	0.014359944365421875	0.084101000868360018	0.98998632418253685	0.041161880921403118	0.024262930086608042	30	30	0	25	0	0
CMASS_North_f1_g08_W2_IMAGING_r10	CMASS	North	1	8	W2_IMAGING	10	0.014433799054606606	0.082338843668370229	0.95662433077928011	0.039657712666249317	0.023192213768631269	29	29	0	19	0	0
CMASS_North_f1_g08_W3_OFFICIAL_OBS_r10	CMASS	North	1	8	W3_OFFICIAL_OBS	10	0.014552152668635228	0.084015068408542906	0.98690150201435289	0.041159320626875676	0.024356227188760914	30	30	0	25	0	0
CMASS_North_f1_g08_W0_UNIT_r20	CMASS	North	1	8	W0_UNIT	20	0.014511189246456809	0.083004436029781331	0.95871400891232261	0.039820407499267484	0.02313176142009182	30	30	0	17	0	0
CMASS_North_f1_g08_W1_SPECTRO_r20	CMASS	North	1	8	W1_SPECTRO	20	0.014499655641155951	0.084636639256651575	0.98594652020443307	0.041315607029666655	0.024214468227814874	31	31	0	21	0	0
CMASS_North_f1_g08_W2_IMAGING_r20	CMASS	North	1	8	W2_IMAGING	20	0.014578888058081487	0.082848606517649553	0.95666452297265536	0.039805819533569931	0.02321191767908062	33	33	0	15	0	0
CMASS_North_f1_g08_W3_OFFICIAL_OBS_r20	CMASS	North	1	8	W3_OFFICIAL_OBS	20	0.014696276709113318	0.084563776318661188	0.98354032446940176	0.041316580097781344	0.024312045203874443	31	31	0	19	0	0
CMASS_North_f1_g09_W0_UNIT_r5	CMASS	North	1	9	W0_UNIT	5	0.016007864478156927	0.081782434421901917	0.94436757614458444	0.036712508867911761	0.019038218296200889	27	28	0	21	0	0
CMASS_North_f1_g09_W1_SPECTRO_r5	CMASS	North	1	9	W1_SPECTRO	5	0.016410609455853147	0.083889267226035596	0.97519896842698439	0.037280172943024444	0.01939090043209514	28	29	0	19	0	0
CMASS_North_f1_g09_W2_IMAGING_r5	CMASS	North	1	9	W2_IMAGING	5	0.015517871731281744	0.081136930659816101	0.93808557901626188	0.036558048009632201	0.018904718017379519	26	27	0	23	0	0
CMASS_North_f1_g09_W3_OFFICIAL_OBS_r5	CMASS	North	1	9	W3_OFFICIAL_OBS	5	0.015913951941426883	0.083147570814133709	0.9676685078181424	0.037100086741301774	0.0192461930018063	28	29	0	19	0	0
CMASS_North_f1_g09_W0_UNIT_r10	CMASS	North	1	9	W0_UNIT	10	0.016074026576663122	0.082017600036470739	0.92894646876473952	0.036571499623991935	0.018440379718482353	25	26	0	25	0	0
CMASS_North_f1_g09_W1_SPECTRO_r10	CMASS	North	1	9	W1_SPECTRO	10	0.016455653522406348	0.084139292696276499	0.95691438639884008	0.037183574405238631	0.018798707775333916	23	24	0	21	0	0
CMASS_North_f1_g09_W2_IMAGING_r10	CMASS	North	1	9	W2_IMAGING	10	0.01559177688892441	0.081346624738230747	0.92290505561107894	0.036426767928918809	0.018337005111851344	25	26	0	21	0	0
CMASS_North_f1_g09_W3_OFFICIAL_OBS_r10	CMASS	North	1	9	W3_OFFICIAL_OBS	10	0.015966559409388022	0.083369940911369483	0.95009710062233277	0.037012283996651477	0.018683776539209478	24	25	0	17	0	0
CMASS_North_f1_g09_W0_UNIT_r20	CMASS	North	1	9	W0_UNIT	20	0.016045576959068785	0.081787542755114143	0.92320325751112375	0.036463361254517809	0.018428660421683424	23	24	0	23	0	0
CMASS_North_f1_g09_W1_SPECTRO_r20	CMASS	North	1	9	W1_SPECTRO	20	0.016432337545485422	0.083861420433366085	0.95201903927487552	0.037030767753921563	0.018714391398701048	23	24	0	23	0	0
CMASS_North_f1_g09_W2_IMAGING_r20	CMASS	North	1	9	W2_IMAGING	20	0.015577889620654779	0.08112584573603511	0.91691908644961662	0.036317349227284287	0.018314801875178047	21	22	0	23	0	0
CMASS_North_f1_g09_W3_OFFICIAL_OBS_r20	CMASS	North	1	9	W3_OFFICIAL_OBS	20	0.015958173118703102	0.083100098661643543	0.94553978496823954	0.036857830640125898	0.018591453211975036	23	24	0	23	0	0
CMASS_North_f1_g10_W0_UNIT_r5	CMASS	North	1	10	W0_UNIT	5	0.016497085861563229	0.083738689142596162	0.96432247388493697	0.037435217002547337	0.019860973538613564	31	31	0	27	0	0
CMASS_North_f1_g10_W1_SPECTRO_r5	CMASS	North	1	10	W1_SPECTRO	5	0.016846570145020851	0.086272658077627767	1.0092213278243021	0.039337009136549056	0.021069081412820097	32	32	0	29	0	0
CMASS_North_f1_g10_W2_IMAGING_r5	CMASS	North	1	10	W2_IMAGING	5	0.01529313845167017	0.083201122947297618	0.96115461478932618	0.037410162307985273	0.019830267751926187	30	30	0	25	0	0
CMASS_North_f1_g10_W3_OFFICIAL_OBS_r5	CMASS	North	1	10	W3_OFFICIAL_OBS	5	0.015622795158804839	0.085693020073650955	1.0049827186024209	0.039296698543754997	0.021037086852194228	32	32	0	23	0	0
CMASS_North_f1_g10_W0_UNIT_r10	CMASS	North	1	10	W0_UNIT	10	0.016344530896012989	0.083001439883947328	0.95849731557856122	0.03708210514525672	0.019840667273070753	31	31	0	19	0	0
CMASS_North_f1_g10_W1_SPECTRO_r10	CMASS	North	1	10	W1_SPECTRO	10	0.016701586397662203	0.085581100437950988	1.0027287512019678	0.038998924224189921	0.021053915690917611	30	30	0	23	0	0
CMASS_North_f1_g10_W2_IMAGING_r10	CMASS	North	1	10	W2_IMAGING	10	0.015201389090585469	0.082498143989079203	0.95594578705178512	0.03705571280817048	0.019822011378861012	30	30	0	25	0	0
CMASS_North_f1_g10_W3_OFFICIAL_OBS_r10	CMASS	North	1	10	W3_OFFICIAL_OBS	10	0.015539053906081587	0.085037666327521522	0.99808277598326467	0.038958907866558472	0.021030788483079963	30	30	0	25	0	0
CMASS_North_f1_g10_W0_UNIT_r20	CMASS	North	1	10	W0_UNIT	20	0.016587288299917853	0.083346307577466056	0.94720233485636396	0.036948392692163101	0.019491152035417663	31	31	0	25	0	0
