relation_id	relation_type	curve_a	curve_b	sample	cap_a	cap_b	factor_a	group_a	factor_b	group_b	factor_pair	z_lo_a	z_hi_a	z_lo_b	z_hi_b	lane_a	lane_b	ratio_a	ratio_b	raw_rms_difference	raw_max_abs_difference	raw_relative_l2	centered_rms_difference	centered_relative_l2	centered_cosine	difference_rms_difference	difference_relative_l2	difference_cosine	raw_rms_a	raw_rms_b	centered_rms_a	centered_rms_b	raw_degenerate	centered_degenerate	difference_degenerate	raw_lag_degenerate	difference_lag_degenerate
19	RANDOM_DENSITY	CMASS|North|1|2|W1_SPECTRO|10	CMASS|North|1|2|W1_SPECTRO|20	CMASS	North	North	1	2	1	2	1	0.45000000000000001	0.46000000000000002	0.45000000000000001	0.46000000000000002	W1_SPECTRO	W1_SPECTRO	10	20	0.0010779632240394824	0.0048621193620280723	0.0070648380067242257	0.0010673120394508562	0.0071902306168595389	0.99996119416385809	0.0010810079443324589	0.015802912215381885	0.99975217912299086	0.10816778910718379	0.1076142562692563	0.10522853268754045	0.10469551235269019	0	0	0	0	0
20	RANDOM_DENSITY	CMASS|North|1|2|W2_IMAGING|5	CMASS|North|1|2|W2_IMAGING|20	CMASS	North	North	1	2	1	2	1	0.45000000000000001	0.46000000000000002	0.45000000000000001	0.46000000000000002	W2_IMAGING	W2_IMAGING	5	20	0.0016688425345806803	0.0053443491883066185	0.010991996613713367	0.0016673017385257136	0.011277468701539999	0.99988459578732658	0.0016680024750959344	0.024521012084260638	0.99941172201970374	0.10759399827674092	0.10711621183985753	0.10479461247588455	0.10428721700399247	0	0	0	0	0
21	RANDOM_DENSITY	CMASS|North|1|2|W2_IMAGING|10	CMASS|North|1|2|W2_IMAGING|20	CMASS	North	North	1	2	1	2	1	0.45000000000000001	0.46000000000000002	0.45000000000000001	0.46000000000000002	W2_IMAGING	W2_IMAGING	10	20	0.0010943747549395483	0.0052333266462337713	0.0072051596948428439	0.0010858500492180278	0.0073430203513961375	0.99996000603877244	0.0010764493253545236	0.015849131159134888	0.99975085618980375	0.10768460699275859	0.10711621183985753	0.10483906160194349	0.10428721700399247	0	0	0	0	0
22	RANDOM_DENSITY	CMASS|North|1|2|W3_OFFICIAL_OBS|5	CMASS|North|1|2|W3_OFFICIAL_OBS|20	CMASS	North	North	1	2	1	2	1	0.45000000000000001	0.46000000000000002	0.45000000000000001	0.46000000000000002	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0016876155787405062	0.0057582222291290286	0.011046644165623646	0.0016875510257651455	0.011355801546356991	0.99988646244186374	0.0017185471974814712	0.025067734955833493	0.99938263269010874	0.1083076954062832	0.10774350223358969	0.10537233883806606	0.10478881436949571	0	0	0	0	0
23	RANDOM_DENSITY	CMASS|North|1|2|W3_OFFICIAL_OBS|10	CMASS|North|1|2|W3_OFFICIAL_OBS|20	CMASS	North	North	1	2	1	2	1	0.45000000000000001	0.46000000000000002	0.45000000000000001	0.46000000000000002	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.0010784499238021589	0.0047268134050084676	0.0070595895502555692	0.0010662910426655853	0.0071770784428411881	0.99996121197897958	0.0010813349172706383	0.015792131350259486	0.99975320491013253	0.10829646749314938	0.10774350223358969	0.10531874813657412	0.10478881436949571	0	0	0	0	0
24	RANDOM_DENSITY	CMASS|North|1|3|W0_UNIT|5	CMASS|North|1|3|W0_UNIT|20	CMASS	North	North	1	3	1	3	1	0.46000000000000002	0.46999999999999997	0.46000000000000002	0.46999999999999997	W0_UNIT	W0_UNIT	5	20	0.0014252048155432688	0.0050819941333849553	0.009824136233166976	0.0014213992281369981	0.010018495607630381	0.99989975636693218	0.0014941845261869414	0.024855331352455302	0.99939938237277937	0.10259505794243523	0.10256740246649253	0.10034779148867101	0.1002973034503679	0	0	0	0	0
25	RANDOM_DENSITY	CMASS|North|1|3|W0_UNIT|10	CMASS|North|1|3|W0_UNIT|20	CMASS	North	North	1	3	1	3	1	0.46000000000000002	0.46999999999999997	0.46000000000000002	0.46999999999999997	W0_UNIT	W0_UNIT	10	20	0.00094557007484589886	0.0043863578854452523	0.006526410185940996	0.0009390624966483603	0.0066277650265869487	0.99995848920377062	0.00095565943621908763	0.01590234482148823	0.99976067529721591	0.1023288697198842	0.10256740246649253	0.10007704763555973	0.1002973034503679	0	0	0	0	0
26	RANDOM_DENSITY	CMASS|North|1|3|W1_SPECTRO|5	CMASS|North|1|3|W1_SPECTRO|20	CMASS	North	North	1	3	1	3	1	0.46000000000000002	0.46999999999999997	0.46000000000000002	0.46999999999999997	W1_SPECTRO	W1_SPECTRO	5	20	0.0015246874313299716	0.0049119440653182227	0.010246182234209984	0.0015215437868472709	0.010446250414555816	0.99989249657796353	0.0016161480381811063	0.025833575320805473	0.99936668762026803	0.10530203005113628	0.1051405484300636	0.1030859901201391	0.10290055067226295	0	0	0	0	0
27	RANDOM_DENSITY	CMASS|North|1|3|W1_SPECTRO|10	CMASS|North|1|3|W1_SPECTRO|20	CMASS	North	North	1	3	1	3	1	0.46000000000000002	0.46999999999999997	0.46000000000000002	0.46999999999999997	W1_SPECTRO	W1_SPECTRO	10	20	0.00098378289432187837	0.0046116397134312037	0.0066230997616845777	0.00097734830543294462	0.0067225483727660152	0.99995665707401726	0.0010258453748671534	0.016411986085358099	0.9997520149406921	0.10492398665258941	0.1051405484300636	0.10270281770398572	0.10290055067226295	0	0	0	0	0
28	RANDOM_DENSITY	CMASS|North|1|3|W2_IMAGING|5	CMASS|North|1|3|W2_IMAGING|20	CMASS	North	North	1	3	1	3	1	0.46000000000000002	0.46999999999999997	0.46000000000000002	0.46999999999999997	W2_IMAGING	W2_IMAGING	5	20	0.0014173039703092459	0.0050286114858526364	0.0097886132112984352	0.0014144581742364258	0.0099809832648297021	0.99990039251032148	0.0014941459662465332	0.02483022742718936	0.999399234054279	0.10238132449377464	0.10238419778732945	0.10021579330743205	0.10019992467027301	0	0	0	0	0
29	RANDOM_DENSITY	CMASS|North|1|3|W2_IMAGING|10	CMASS|North|1|3|W2_IMAGING|20	CMASS	North	North	1	3	1	3	1	0.46000000000000002	0.46999999999999997	0.46000000000000002	0.46999999999999997	W2_IMAGING	W2_IMAGING	10	20	0.00094948650167488385	0.004424915815944036	0.0065655581376775326	0.00094423327462516099	0.0066712272673171511	0.99995824644282905	0.00094808293741482474	0.015759928188772466	0.99976446269666042	0.10213393372195377	0.10238419778732945	0.099965132049928018	0.10019992467027301	0	0	0	0	0
30	RANDOM_DENSITY	CMASS|North|1|3|W3_OFFICIAL_OBS|5	CMASS|North|1|3|W3_OFFICIAL_OBS|20	CMASS	North	North	1	3	1	3	1	0.46000000000000002	0.46999999999999997	0.46000000000000002	0.46999999999999997	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0015127207824307011	0.0048610072834741006	0.010185462635179022	0.0015104563099669367	0.010382849864475198	0.99989327288524643	0.0016177428108367262	0.025838988514089126	0.99936452675563259	0.10508339991711042	0.10495220729047297	0.10294256733871164	0.10279162432264342	0	0	0	0	0
31	RANDOM_DENSITY	CMASS|North|1|3|W3_OFFICIAL_OBS|10	CMASS|North|1|3|W3_OFFICIAL_OBS|20	CMASS	North	North	1	3	1	3	1	0.46000000000000002	0.46999999999999997	0.46000000000000002	0.46999999999999997	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.00098741752459659098	0.00467644737509057	0.0066598905213408636	0.00098221094539597317	0.0067636465374787697	0.99995639382768398	0.0010185897934896124	0.016282423067511057	0.99975540874907198	0.10472367568421573	0.10495220729047297	0.10257914556574653	0.10279162432264342	0	0	0	0	0
32	RANDOM_DENSITY	CMASS|North|1|4|W0_UNIT|5	CMASS|North|1|4|W0_UNIT|20	CMASS	North	North	1	4	1	4	1	0.46999999999999997	0.47999999999999998	0.46999999999999997	0.47999999999999998	W0_UNIT	W0_UNIT	5	20	0.0015918070389063126	0.0096150101458075676	0.012024085980729208	0.0015888355381653684	0.012200695320917863	0.99989505314202654	0.0015097078619521632	0.025780183026939872	0.99943750508982609	0.093193611401535148	0.094025018728940438	0.091650480359813477	0.092513457730857951	0	0	0	0	0
33	RANDOM_DENSITY	CMASS|North|1|4|W0_UNIT|10	CMASS|North|1|4|W0_UNIT|20	CMASS	North	North	1	4	1	4	1	0.46999999999999997	0.47999999999999998	0.46999999999999997	0.47999999999999998	W0_UNIT	W0_UNIT	10	20	0.0006967549558227977	0.0026558729392408553	0.0052410115903418217	0.00069310813571356246	0.0052991724987891918	0.99997208981743835	0.0008745996317390608	0.014843636229232649	0.99978154108216266	0.093984541706869026	0.094025018728940438	0.092459362841590037	0.092513457730857951	0	0	0	0	0
34	RANDOM_DENSITY	CMASS|North|1|4|W1_SPECTRO|5	CMASS|North|1|4|W1_SPECTRO|20	CMASS	North	North	1	4	1	4	1	0.46999999999999997	0.47999999999999998	0.46999999999999997	0.47999999999999998	W1_SPECTRO	W1_SPECTRO	5	20	0.001668224612872462	0.01016467599361881	0.012358369491141965	0.0016656054346056968	0.012544997307034827	0.9998905108899433	0.0016558566135895778	0.027445904722596799	0.99935098459740612	0.095006062176698006	0.095892940688563785	0.093422371464081611	0.094341207439755284	0	0	0	0	0
35	RANDOM_DENSITY	CMASS|North|1|4|W1_SPECTRO|10	CMASS|North|1|4|W1_SPECTRO|20	CMASS	North	North	1	4	1	4	1	0.46999999999999997	0.47999999999999998	0.46999999999999997	0.47999999999999998	W1_SPECTRO	W1_SPECTRO	10	20	0.00071781152990952441	0.0027470831451655298	0.0052936991742703315	0.00071478865681502918	0.0053584725101155795	0.99997135429230677	0.00089163230051890073	0.014673615451824178	0.99978468622407424	0.095870656099368179	0.095892940688563785	0.09430654501696141	0.094341207439755284	0	0	0	0	0
36	RANDOM_DENSITY	CMASS|North|1|4|W2_IMAGING|5	CMASS|North|1|4|W2_IMAGING|20	CMASS	North	North	1	4	1	4	1	0.46999999999999997	0.47999999999999998	0.46999999999999997	0.47999999999999998	W2_IMAGING	W2_IMAGING	5	20	0.0015932450349636969	0.0096849732376509401	0.01204620814618294	0.0015900530401210665	0.0122167089531938	0.99989423017692602	0.0015172704156285639	0.025958884361833863	0.99943304090673524	0.093108495755735987	0.093935153500018631	0.09160261970189465	0.092460873835812099	0	0	0	0	0
37	RANDOM_DENSITY	CMASS|North|1|4|W2_IMAGING|10	CMASS|North|1|4|W2_IMAGING|20	CMASS	North	North	1	4	1	4	1	0.46999999999999997	0.47999999999999998	0.46999999999999997	0.47999999999999998	W2_IMAGING	W2_IMAGING	10	20	0.00069875063610208511	0.0027116269702885942	0.005261056478538864	0.00069609126633330212	0.005324953407642748	0.99997180438858424	0.00087923822391436065	0.014951238035429058	0.99977912280073378	0.093894535692281511	0.093935153500018631	0.092408663017957665	0.092460873835812099	0	0	0	0	0
38	RANDOM_DENSITY	CMASS|North|1|4|W3_OFFICIAL_OBS|5	CMASS|North|1|4|W3_OFFICIAL_OBS|20	CMASS	North	North	1	4	1	4	1	0.46999999999999997	0.47999999999999998	0.46999999999999997	0.47999999999999998	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0016685903110136415	0.010232023044480787	0.012372860588596574	0.0016657697950345593	0.012553109827226124	0.99988986113382139	0.0016617670779450441	0.027591939714683399	0.99934790032869969	0.094917567025667754	0.095799671809240636	0.093373363825530117	0.094287409071568865	0	0	0	0	0
39	RANDOM_DENSITY	CMASS|North|1|4|W3_OFFICIAL_OBS|10	CMASS|North|1|4|W3_OFFICIAL_OBS|20	CMASS	North	North	1	4	1	4	1	0.46999999999999997	0.47999999999999998	0.46999999999999997	0.47999999999999998	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.00071652182186351335	0.0027770576884047216	0.0052893779367273299	0.00071436963753025609	0.0053583769738956046	0.99997135395644143	0.00089161241005808391	0.01469952504227616	0.99978403406342164	0.095775761529960979	0.095799671809240636	0.094253116941093548	0.094287409071568865	0	0	0	0	0
40	RANDOM_DENSITY	CMASS|North|1|5|W0_UNIT|5	CMASS|North|1|5|W0_UNIT|20	CMASS	North	North	1	5	1	5	1	0.47999999999999998	0.48999999999999999	0.47999999999999998	0.48999999999999999	W0_UNIT	W0_UNIT	5	20	0.0013700944400731694	0.0048607502545908732	0.011251935234840405	0.001369191860026202	0.011485000097635915	0.99987152299955007	0.0013874922861522422	0.02610300609776629	0.99933981012109074	0.08620395738788271	0.085997953837140956	0.084408502735427229	0.084187755141852672	0	0	0	0	0
41	RANDOM_DENSITY	CMASS|North|1|5|W0_UNIT|10	CMASS|North|1|5|W0_UNIT|20	CMASS	North	North	1	5	1	5	1	0.47999999999999998	0.48999999999999999	0.47999999999999998	0.48999999999999999	W0_UNIT	W0_UNIT	10	20	0.0011001660634838047	0.0043048004047213373	0.0090704810563484208	0.0010350368644226999	0.0087140264324412683	0.99993530185576562	0.00082497911723167304	0.015480611629027205	0.99976127001686188	0.0855325340059849	0.085997953837140956	0.083789593853739061	0.084187755141852672	0	0	0	0	0
42	RANDOM_DENSITY	CMASS|North|1|5|W1_SPECTRO|5	CMASS|North|1|5|W1_SPECTRO|20	CMASS	North	North	1	5	1	5	1	0.47999999999999998	0.48999999999999999	0.47999999999999998	0.48999999999999999	W1_SPECTRO	W1_SPECTRO	5	20	0.0013780248598314329	0.0045440622695654964	0.01112487404214656	0.0013755899276760675	0.011332911093315442	0.99987520552009723	0.0014239860822809749	0.025569986752439284	0.99935659771270668	0.087693719485400265	0.087483098703086334	0.085944419282399862	0.085712813820176911	0	0	0	0	0
43	RANDOM_DENSITY	CMASS|North|1|5|W1_SPECTRO|10	CMASS|North|1|5|W1_SPECTRO|20	CMASS	North	North	1	5	1	5	1	0.47999999999999998	0.48999999999999999	0.47999999999999998	0.48999999999999999	W1_SPECTRO	W1_SPECTRO	10	20	0.0010978192273353202	0.0040488416777280101	0.0088936409209467559	0.0010318043947524507	0.0085285079731230451	0.99993471143218537	0.0008290500783710577	0.014855210575746756	0.99977936445578397	0.087085092090429597	0.087483098703086334	0.085382652888307348	0.085712813820176911	0	0	0	0	0
44	RANDOM_DENSITY	CMASS|North|1|5|W2_IMAGING|5	CMASS|North|1|5|W2_IMAGING|20	CMASS	North	North	1	5	1	5	1	0.47999999999999998	0.48999999999999999	0.47999999999999998	0.48999999999999999	W2_IMAGING	W2_IMAGING	5	20	0.0013722417883443741	0.0046980568360869279	0.011304103449981574	0.0013659582102150383	0.011488318193230932	0.99987089904591764	0.001393073481217634	0.026218754583231967	0.99933552326758823	0.085923551121414213	0.08575233555057285	0.084175667050057051	0.083973856904845684	0	0	0	0	0
45	RANDOM_DENSITY	CMASS|North|1|5|W2_IMAGING|10	CMASS|North|1|5|W2_IMAGING|20	CMASS	North	North	1	5	1	5	1	0.47999999999999998	0.48999999999999999	0.47999999999999998	0.48999999999999999	W2_IMAGING	W2_IMAGING	10	20	0.0011363439518759797	0.0044226544917508881	0.0093973840234464218	0.0010545187010083761	0.0089018921217108547	0.99993335081572376	0.00082552952518573071	0.015497137911199815	0.99976112032230402	0.085255494039045879	0.08575233555057285	0.083553443183899775	0.083973856904845684	0	0	0	0	0
46	RANDOM_DENSITY	CMASS|North|1|5|W3_OFFICIAL_OBS|5	CMASS|North|1|5|W3_OFFICIAL_OBS|20	CMASS	North	North	1	5	1	5	1	0.47999999999999998	0.48999999999999999	0.47999999999999998	0.48999999999999999	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0013824894223331938	0.0044186596172865467	0.011190976254192251	0.0013726813848440587	0.011336174320154411	0.99987454631638373	0.0014302734824656461	0.025681179449086069	0.99935252422132448	0.087440617110130237	0.087265705790534151	0.085728331171223193	0.085516666791172244	0	0	0	0	0
47	RANDOM_DENSITY	CMASS|North|1|5|W3_OFFICIAL_OBS|10	CMASS|North|1|5|W3_OFFICIAL_OBS|20	CMASS	North	North	1	5	1	5	1	0.47999999999999998	0.48999999999999999	0.47999999999999998	0.48999999999999999	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.0011343662279346268	0.0042112671064929996	0.009214311070443848	0.0010512835883043153	0.0087106043714859846	0.99993263793102083	0.00083071002915322066	0.014883288791926467	0.99977863341105511	0.086836428979794392	0.087265705790534151	0.085164526024892523	0.085516666791172244	0	0	0	0	0
48	RANDOM_DENSITY	CMASS|North|1|6|W0_UNIT|5	CMASS|North|1|6|W0_UNIT|20	CMASS	North	North	1	6	1	6	1	0.48999999999999999	0.5	0.48999999999999999	0.5	W0_UNIT	W0_UNIT	5	20	0.0011493484266472472	0.0056514845365004396	0.0095964313703617108	0.0010552830416347208	0.0089869417843050324	0.99994335743183738	0.0011749580737762161	0.022953418896782013	0.99950077942877003	0.084360802677279703	0.085015907536688126	0.082742465961639589	0.083319207164256393	0	0	0	0	0
49	RANDOM_DENSITY	CMASS|North|1|6|W0_UNIT|10	CMASS|North|1|6|W0_UNIT|20	CMASS	North	North	1	6	1	6	1	0.48999999999999999	0.5	0.48999999999999999	0.5	W0_UNIT	W0_UNIT	10	20	0.00059633563426707888	0.0025621081172555946	0.0049653977968272135	0.00058830522678284685	0.0049979193509685294	0.99997714065792442	0.00070904895571800776	0.013816071517377177	0.99981169064400999	0.084828576882640214	0.085015907536688126	0.08314782264797245	0.083319207164256393	0	0	0	0	0
