sample	factor	group	z_lo	z_hi	lane	nside	north_selection	south_selection	rank	rank_tau	positive_condition	difference_rms	covariance_rms_scale	difference_to_covariance_rms	range_fraction	unresolved_fraction	range_quadratic_per_rank	diagonal_standardized_rms	resolved_diagonal_bins	eigen_min	eigen_max
CMASS	1	3	0.46000000000000002	0.46999999999999997	W2_IMAGING	16	CMASS_North_f1_g03	CMASS_South_f1_g03	119	3.0642089372493783e-16	1463.3900674296021	0.010487355156452936	0.018228263995037314	0.57533482943346348	1	0	0.79368195762210414	0.56523967484798354	119	7.9244856822955243e-06	0.011596613636959364
CMASS	1	3	0.46000000000000002	0.46999999999999997	W3_OFFICIAL_OBS	4	CMASS_North_f1_g03	CMASS_South_f1_g03	75	3.7054045398364248e-16	30033874.990814384	0.011272005059093414	0.01917858590570708	0.58773911249312394	0.90244982239289684	0.097550177607103161	505.39217029573541	0.55665320865180645	119	-4.3718013910122673e-19	0.014023242441062409
CMASS	1	3	0.46000000000000002	0.46999999999999997	W3_OFFICIAL_OBS	8	CMASS_North_f1_g03	CMASS_South_f1_g03	119	2.9274101735048085e-16	8040.3166926778486	0.011272005059093414	0.018970745945205373	0.59417827278121749	1	0	2.3379477996407636	0.53821268955179724	119	1.3779175633008604e-06	0.011078893585341894
CMASS	1	3	0.46000000000000002	0.46999999999999997	W3_OFFICIAL_OBS	16	CMASS_North_f1_g03	CMASS_South_f1_g03	119	3.1699528846656379e-16	1447.4568466700518	0.011272005059093414	0.018701810047390081	0.60272267927705059	0.99999999999999944	5.5511151231257827e-16	0.76735584976258076	0.56010823629218398	119	8.2881956717149345e-06	0.011996805571564871
CMASS	1	4	0.46999999999999997	0.47999999999999998	W0_UNIT	4	CMASS_North_f1_g04	CMASS_South_f1_g04	75	2.08877949605727e-16	33871472.820773974	0.012487988706308519	0.015668515610162085	0.79701160065279053	0.94198895353202239	0.058011046467977612	2150.6779186771923	0.73436173931255699	119	-3.7036486700078304e-19	0.0079050643362207178
CMASS	1	4	0.46999999999999997	0.47999999999999998	W0_UNIT	8	CMASS_North_f1_g04	CMASS_South_f1_g04	119	2.2479284923787224e-16	9760.3926432085209	0.012487988706308519	0.016867086132645717	0.74037617452717031	0.99999999999999922	7.7715611723760958e-16	1.719654225789949	0.68182654551949406	119	8.7162166443408847e-07	0.0085073696812036428
CMASS	1	4	0.46999999999999997	0.47999999999999998	W0_UNIT	16	CMASS_North_f1_g04	CMASS_South_f1_g04	119	2.2623660569491391e-16	1533.096403187385	0.012487988706308519	0.01662266113838793	0.75126290564084774	0.99999999999999967	3.3306690738754696e-16	0.62014416900943559	0.71771542455208748	119	5.5847819928068228e-06	0.008562009185757816
CMASS	1	4	0.46999999999999997	0.47999999999999998	W1_SPECTRO	4	CMASS_North_f1_g04	CMASS_South_f1_g04	75	2.0563753897364917e-16	28806290.954242159	0.012572493646106421	0.015956552329768163	0.78792043458231742	0.92092441128543234	0.079075588714567657	36.560689394374812	0.72608746587008466	119	-4.7170141833957032e-19	0.0077824297806311955
CMASS	1	4	0.46999999999999997	0.47999999999999998	W1_SPECTRO	8	CMASS_North_f1_g04	CMASS_South_f1_g04	119	2.2022042734418896e-16	8339.8555219525388	0.012572493646106421	0.017221912946108225	0.73002886993152105	1	0	1.6395016932617952	0.66913997757224808	119	9.9933681560189202e-07	0.0083343246598879053
CMASS	1	4	0.46999999999999997	0.47999999999999998	W1_SPECTRO	16	CMASS_North_f1_g04	CMASS_South_f1_g04	119	2.3519798992155638e-16	1404.4987724483183	0.012572493646106421	0.017097992916062107	0.73531985349553131	0.99999999999999967	3.3306690738754696e-16	0.6468588274803716	0.69871802849206655	119	6.3376033551074077e-06	0.0089011561325126973
CMASS	1	4	0.46999999999999997	0.47999999999999998	W2_IMAGING	4	CMASS_North_f1_g04	CMASS_South_f1_g04	75	1.9922343661185995e-16	30070288.338373985	0.011989823630932921	0.015520119541405966	0.77253423202993987	0.93685292636662088	0.063147073633379125	819.23652976959738	0.72421311844401182	119	-3.4733823006637656e-19	0.0075396856713331271
CMASS	1	4	0.46999999999999997	0.47999999999999998	W2_IMAGING	8	CMASS_North_f1_g04	CMASS_South_f1_g04	119	2.1911352895797317e-16	9454.6950817554498	0.011989823630932921	0.016686781513380128	0.71852223997293918	1	0	1.7568764197798075	0.68422873218520119	119	8.7707045056951446e-07	0.0082924336753526246
CMASS	1	4	0.46999999999999997	0.47999999999999998	W2_IMAGING	16	CMASS_North_f1_g04	CMASS_South_f1_g04	119	2.1990395302993286e-16	1448.292990671411	0.011989823630932921	0.016485821869664938	0.72728091603337242	1	0	0.62398944815265445	0.71738386122731446	119	5.746314885444949e-06	0.0083223475707807117
CMASS	1	4	0.46999999999999997	0.47999999999999998	W3_OFFICIAL_OBS	4	CMASS_North_f1_g04	CMASS_South_f1_g04	75	1.9431647301388001e-16	25852180.378757019	0.012103913851167592	0.015792098120065684	0.76645381501196297	0.91835209336792245	0.081647906632077549	40.009065659859225	0.71737943364568424	119	-3.2940502713215585e-19	0.0073539797937584792
CMASS	1	4	0.46999999999999997	0.47999999999999998	W3_OFFICIAL_OBS	8	CMASS_North_f1_g04	CMASS_South_f1_g04	119	2.1089738257207668e-16	8153.4830889564737	0.012103913851167592	0.016987169288237989	0.71253271488548775	1	0	1.6975375029156949	0.67361622212227545	119	9.7890563420317648e-07	0.0079814905341598109
CMASS	1	4	0.46999999999999997	0.47999999999999998	W3_OFFICIAL_OBS	16	CMASS_North_f1_g04	CMASS_South_f1_g04	119	2.2486537875793164e-16	1307.9367469848908	0.012103913851167592	0.016913456296083096	0.71563810727264998	1	0	0.66512129005136456	0.70040366657906883	119	6.5065184594806806e-06	0.0085101145880903048
CMASS	1	5	0.47999999999999998	0.48999999999999999	W0_UNIT	4	CMASS_North_f1_g05	CMASS_South_f1_g05	74	2.2662411722625893e-16	299005.42459686601	0.008727901150709207	0.015353225054813634	0.5684734718307789	0.8588487048464597	0.1411512951535403	23.638824009574716	0.66668759749546713	119	-3.0228148300344883e-19	0.0085766747049861123
CMASS	1	5	0.47999999999999998	0.48999999999999999	W0_UNIT	8	CMASS_North_f1_g05	CMASS_South_f1_g05	119	1.7272792214329064e-16	7145.2284659974512	0.008727901150709207	0.01539960882038845	0.56676122442498822	0.99999999999999944	5.5511151231257827e-16	3.3614783078461352	0.62572228162471866	119	9.1486969535436173e-07	0.0065369529899244015
CMASS	1	5	0.47999999999999998	0.48999999999999999	W0_UNIT	16	CMASS_North_f1_g05	CMASS_South_f1_g05	119	1.7033182308303299e-16	1326.5516383604493	0.008727901150709207	0.015138258113502511	0.57654593317604941	1	0	0.99230417545612171	0.67534218359854326	119	4.8594201205550791e-06	0.0064462717224040723
CMASS	1	5	0.47999999999999998	0.48999999999999999	W1_SPECTRO	4	CMASS_North_f1_g05	CMASS_South_f1_g05	74	2.3283246358550113e-16	377244.74599180458	0.00864504343179078	0.015582731216732659	0.55478358136010042	0.80713657172848707	0.19286342827151293	10.702842417428652	0.66988105309043511	119	-3.3263081231781627e-19	0.0088116319012051889
CMASS	1	5	0.47999999999999998	0.48999999999999999	W1_SPECTRO	8	CMASS_North_f1_g05	CMASS_South_f1_g05	119	1.729692326796071e-16	6219.5807694822779	0.00864504343179078	0.015601669030235018	0.55411016699798266	1	0	3.4998544042328739	0.62146462151328563	119	1.0524962566267077e-06	0.0065460854776675558
CMASS	1	5	0.47999999999999998	0.48999999999999999	W1_SPECTRO	16	CMASS_North_f1_g05	CMASS_South_f1_g05	119	1.7198349512621604e-16	1201.8869428558337	0.00864504343179078	0.015422570181096123	0.56054492411305434	0.99999999999999978	2.2204460492503131e-16	0.90926299939878152	0.66141226649541573	119	5.4154676602298204e-06	0.006508779870288253
CMASS	1	5	0.47999999999999998	0.48999999999999999	W2_IMAGING	4	CMASS_North_f1_g05	CMASS_South_f1_g05	74	2.1292265908372926e-16	280895.16155095771	0.0084502368915482726	0.015123715543127934	0.55874079801692489	0.85250577291145524	0.14749422708854476	17.723638477392917	0.64066988999532515	119	-2.9670584784439708e-19	0.0080581378832623382
CMASS	1	5	0.47999999999999998	0.48999999999999999	W2_IMAGING	8	CMASS_North_f1_g05	CMASS_South_f1_g05	119	1.6498753992033056e-16	6940.5997854151474	0.0084502368915482726	0.015239734040476178	0.5544871629061735	1	0	3.5603608987772826	0.60208508057698285	119	8.9963627279302528e-07	0.006244015321898954
CMASS	1	5	0.47999999999999998	0.48999999999999999	W2_IMAGING	16	CMASS_North_f1_g05	CMASS_South_f1_g05	119	1.5980787847043156e-16	1237.3751225999981	0.0084502368915482726	0.014944744375704861	0.56543201269374144	0.99999999999999933	6.6613381477509392e-16	0.96232026531588255	0.64860429462409408	119	4.8877571412161114e-06	0.0060479890918513027
CMASS	1	5	0.47999999999999998	0.48999999999999999	W3_OFFICIAL_OBS	4	CMASS_North_f1_g05	CMASS_South_f1_g05	74	2.2154379628841253e-16	331395.80327943788	0.008405970248910908	0.015426441573450569	0.54490662729231532	0.7927406751084386	0.2072593248915614	10.725725197030824	0.64499275872023609	119	-2.858147547888204e-19	0.0083844080538717624
CMASS	1	5	0.47999999999999998	0.48999999999999999	W3_OFFICIAL_OBS	8	CMASS_North_f1_g05	CMASS_South_f1_g05	119	1.6684448134672176e-16	6096.3602497091442	0.008405970248910908	0.01549795400161327	0.5423922569415216	1	0	3.5624476272209424	0.59839721265396872	119	1.0357478409961103e-06	0.0063142919665707545
CMASS	1	5	0.47999999999999998	0.48999999999999999	W3_OFFICIAL_OBS	16	CMASS_North_f1_g05	CMASS_South_f1_g05	119	1.6314307954104641e-16	1129.239582982121	0.008405970248910908	0.015283125474280941	0.55001643891865004	1	0	0.88728573208842909	0.63613723863216975	119	5.467582893995415e-06	0.0061742110271355609
CMASS	1	6	0.48999999999999999	0.5	W0_UNIT	4	CMASS_North_f1_g06	CMASS_South_f1_g06	74	1.0960894138514034e-16	226323.63847443709	0.009292927840572009	0.013534072339742497	0.68663205037581609	0.8834710793266668	0.1165289206733332	51.559476925702384	0.74499674957861739	119	-2.7526253957441598e-19	0.0041481914922570804
CMASS	1	6	0.48999999999999999	0.5	W0_UNIT	8	CMASS_North_f1_g06	CMASS_South_f1_g06	119	1.0634758262954456e-16	5441.8500385608022	0.009292927840572009	0.013775891585722996	0.67457904867681862	1	0	2.7859667281444227	0.75440927726002016	119	7.3959482869937399e-07	0.0040247641470770581
CMASS	1	6	0.48999999999999999	0.5	W0_UNIT	16	CMASS_North_f1_g06	CMASS_South_f1_g06	119	1.4139598269798459e-16	1224.2670066351234	0.009292927840572009	0.014091203573707337	0.65948432239752808	0.99999999999999967	3.3306690738754696e-16	0.8171688492750887	0.77746313404406842	119	4.3709288598922566e-06	0.0053511839915153653
CMASS	1	6	0.48999999999999999	0.5	W1_SPECTRO	4	CMASS_North_f1_g06	CMASS_South_f1_g06	74	1.1967960212637613e-16	195978.13190860066	0.010260087803078461	0.013946855482648648	0.73565599183580033	0.88069228320623638	0.11930771679376362	34.103344648749292	0.77099749154480512	119	-2.6976822728502602e-19	0.004529319424707536
CMASS	1	6	0.48999999999999999	0.5	W1_SPECTRO	8	CMASS_North_f1_g06	CMASS_South_f1_g06	119	1.1793159421325779e-16	5454.655621195463	0.010260087803078461	0.014200030068307151	0.72253986461463959	1	0	3.5516674866442912	0.78195481280204215	119	8.1823046579787924e-07	0.0044631654096977842
CMASS	1	6	0.48999999999999999	0.5	W1_SPECTRO	16	CMASS_North_f1_g06	CMASS_South_f1_g06	119	1.5541290955051614e-16	1178.0884472926832	0.010260087803078461	0.014621712212683748	0.70170221201442107	1	0	0.83643103015046472	0.80504623283975507	119	4.9925452188183426e-06	0.0058816598448762107
CMASS	1	6	0.48999999999999999	0.5	W2_IMAGING	4	CMASS_North_f1_g06	CMASS_South_f1_g06	74	9.4939017233184833e-17	156018.01241658101	0.0092235374437384544	0.013166327202470376	0.70053989255316829	0.88689745370640061	0.11310254629359939	48.996077260360529	0.74794939277281147	119	-3.3075175831426611e-19	0.0035930027112125403
CMASS	1	6	0.48999999999999999	0.5	W2_IMAGING	8	CMASS_North_f1_g06	CMASS_South_f1_g06	119	1.0237762239421482e-16	5225.9099426396797	0.0092235374437384544	0.013556826366864425	0.68036111064183946	0.99999999999999933	6.6613381477509392e-16	2.5504002923604316	0.75114802387283186	119	7.4140571798674361e-07	0.0038745195131568337
CMASS	1	6	0.48999999999999999	0.5	W2_IMAGING	16	CMASS_North_f1_g06	CMASS_South_f1_g06	119	1.3717262770709444e-16	1201.1165145490049	0.0092235374437384544	0.013892276017241032	0.66393278050994442	0.99999999999999967	3.3306690738754696e-16	0.80271691890999741	0.77403756439274474	119	4.3221032057761051e-06	0.0051913495380428764
