comparison	sample	cap_or_pair	factor	group	lane_or_pair	ratio_or_pair	max_abs_difference	rms_difference
WEIGHT_LANE	CMASS	North	1	2	W3_OFFICIAL_OBS-W0_UNIT	10	0.0071225928477613998	0.001598256852752718
WEIGHT_LANE	CMASS	North	1	2	W1_SPECTRO-W0_UNIT	20	0.0060083830228582213	0.0014156533892031157
WEIGHT_LANE	CMASS	North	1	2	W2_IMAGING-W0_UNIT	20	0.0014083034604636113	0.00036367878816247911
WEIGHT_LANE	CMASS	North	1	2	W3_OFFICIAL_OBS-W0_UNIT	20	0.0070395435507674131	0.0015673767430236926
RANDOM_DENSITY	CMASS	North	1	3	W0_UNIT	5-20	0.0050819941333849553	0.0014252048155432688
RANDOM_DENSITY	CMASS	North	1	3	W0_UNIT	10-20	0.0043863578854452523	0.00094557007484589886
RANDOM_DENSITY	CMASS	North	1	3	W1_SPECTRO	5-20	0.0049119440653182227	0.0015246874313299716
RANDOM_DENSITY	CMASS	North	1	3	W1_SPECTRO	10-20	0.0046116397134312037	0.00098378289432187837
RANDOM_DENSITY	CMASS	North	1	3	W2_IMAGING	5-20	0.0050286114858526364	0.0014173039703092459
RANDOM_DENSITY	CMASS	North	1	3	W2_IMAGING	10-20	0.004424915815944036	0.00094948650167488385
RANDOM_DENSITY	CMASS	North	1	3	W3_OFFICIAL_OBS	5-20	0.0048610072834741006	0.0015127207824307011
RANDOM_DENSITY	CMASS	North	1	3	W3_OFFICIAL_OBS	10-20	0.00467644737509057	0.00098741752459659098
WEIGHT_LANE	CMASS	North	1	3	W1_SPECTRO-W0_UNIT	5	0.028774836188562469	0.0030009112758024796
WEIGHT_LANE	CMASS	North	1	3	W2_IMAGING-W0_UNIT	5	0.0016851021513502873	0.00049937949226029653
WEIGHT_LANE	CMASS	North	1	3	W3_OFFICIAL_OBS-W0_UNIT	5	0.027885680953197101	0.0029319752125921161
WEIGHT_LANE	CMASS	North	1	3	W1_SPECTRO-W0_UNIT	10	0.027805723875738986	0.0028832654948155109
WEIGHT_LANE	CMASS	North	1	3	W2_IMAGING-W0_UNIT	10	0.0017178192032628603	0.00050169625397401124
WEIGHT_LANE	CMASS	North	1	3	W3_OFFICIAL_OBS-W0_UNIT	10	0.027077309298997321	0.0028393541626456557
WEIGHT_LANE	CMASS	North	1	3	W1_SPECTRO-W0_UNIT	20	0.027178295552688581	0.002842309213821146
WEIGHT_LANE	CMASS	North	1	3	W2_IMAGING-W0_UNIT	20	0.0016792612727640766	0.00050636655404584291
WEIGHT_LANE	CMASS	North	1	3	W3_OFFICIAL_OBS-W0_UNIT	20	0.026575971723942104	0.0028097529983998493
RANDOM_DENSITY	CMASS	North	1	4	W0_UNIT	5-20	0.0096150101458075676	0.0015918070389063126
RANDOM_DENSITY	CMASS	North	1	4	W0_UNIT	10-20	0.0026558729392408553	0.0006967549558227977
RANDOM_DENSITY	CMASS	North	1	4	W1_SPECTRO	5-20	0.01016467599361881	0.001668224612872462
RANDOM_DENSITY	CMASS	North	1	4	W1_SPECTRO	10-20	0.0027470831451655298	0.00071781152990952441
RANDOM_DENSITY	CMASS	North	1	4	W2_IMAGING	5-20	0.0096849732376509401	0.0015932450349636969
RANDOM_DENSITY	CMASS	North	1	4	W2_IMAGING	10-20	0.0027116269702885942	0.00069875063610208511
RANDOM_DENSITY	CMASS	North	1	4	W3_OFFICIAL_OBS	5-20	0.010232023044480787	0.0016685903110136415
RANDOM_DENSITY	CMASS	North	1	4	W3_OFFICIAL_OBS	10-20	0.0027770576884047216	0.00071652182186351335
WEIGHT_LANE	CMASS	North	1	4	W1_SPECTRO-W0_UNIT	5	0.018950082884005903	0.0020326661493639117
WEIGHT_LANE	CMASS	North	1	4	W2_IMAGING-W0_UNIT	5	0.0010595783976075079	0.00028551827707221479
WEIGHT_LANE	CMASS	North	1	4	W3_OFFICIAL_OBS-W0_UNIT	5	0.017925292590415864	0.0019371532357632117
WEIGHT_LANE	CMASS	North	1	4	W1_SPECTRO-W0_UNIT	10	0.020097982814186399	0.0020998172480789059
WEIGHT_LANE	CMASS	North	1	4	W2_IMAGING-W0_UNIT	10	0.0010943003769711135	0.00029708294150515769
WEIGHT_LANE	CMASS	North	1	4	W3_OFFICIAL_OBS-W0_UNIT	10	0.019013559843844563	0.0020032666527062502
WEIGHT_LANE	CMASS	North	1	4	W1_SPECTRO-W0_UNIT	20	0.019499748731817146	0.002069664244169479
WEIGHT_LANE	CMASS	North	1	4	W2_IMAGING-W0_UNIT	20	0.00098961530576413548	0.00028442583141049648
WEIGHT_LANE	CMASS	North	1	4	W3_OFFICIAL_OBS-W0_UNIT	20	0.018542305489089084	0.0019791749172871202
RANDOM_DENSITY	CMASS	North	1	5	W0_UNIT	5-20	0.0048607502545908732	0.0013700944400731694
RANDOM_DENSITY	CMASS	North	1	5	W0_UNIT	10-20	0.0043048004047213373	0.0011001660634838047
RANDOM_DENSITY	CMASS	North	1	5	W1_SPECTRO	5-20	0.0045440622695654964	0.0013780248598314329
RANDOM_DENSITY	CMASS	North	1	5	W1_SPECTRO	10-20	0.0040488416777280101	0.0010978192273353202
RANDOM_DENSITY	CMASS	North	1	5	W2_IMAGING	5-20	0.0046980568360869279	0.0013722417883443741
RANDOM_DENSITY	CMASS	North	1	5	W2_IMAGING	10-20	0.0044226544917508881	0.0011363439518759797
RANDOM_DENSITY	CMASS	North	1	5	W3_OFFICIAL_OBS	5-20	0.0044186596172865467	0.0013824894223331938
RANDOM_DENSITY	CMASS	North	1	5	W3_OFFICIAL_OBS	10-20	0.0042112671064929996	0.0011343662279346268
WEIGHT_LANE	CMASS	North	1	5	W1_SPECTRO-W0_UNIT	5	0.021526371285800927	0.0021186340378224573
WEIGHT_LANE	CMASS	North	1	5	W2_IMAGING-W0_UNIT	5	0.0015924678525693903	0.00046369155992512798
WEIGHT_LANE	CMASS	North	1	5	W3_OFFICIAL_OBS-W0_UNIT	5	0.02019382936897518	0.0020790772829223109
WEIGHT_LANE	CMASS	North	1	5	W1_SPECTRO-W0_UNIT	10	0.021699146010953241	0.0021204350340789596
WEIGHT_LANE	CMASS	North	1	5	W2_IMAGING-W0_UNIT	10	0.0015952509809054882	0.00045696873920506292
WEIGHT_LANE	CMASS	North	1	5	W3_OFFICIAL_OBS-W0_UNIT	10	0.020424160681135395	0.0020754812035395039
WEIGHT_LANE	CMASS	North	1	5	W1_SPECTRO-W0_UNIT	20	0.020968248218806163	0.0020591356439482594
WEIGHT_LANE	CMASS	North	1	5	W2_IMAGING-W0_UNIT	20	0.001446307972557126	0.00042168907824906521
WEIGHT_LANE	CMASS	North	1	5	W3_OFFICIAL_OBS-W0_UNIT	20	0.019932995982281265	0.0020155340362841326
RANDOM_DENSITY	CMASS	North	1	6	W0_UNIT	5-20	0.0056514845365004396	0.0011493484266472472
RANDOM_DENSITY	CMASS	North	1	6	W0_UNIT	10-20	0.0025621081172555946	0.00059633563426707888
RANDOM_DENSITY	CMASS	North	1	6	W1_SPECTRO	5-20	0.0063190580012737474	0.0012441579851516272
RANDOM_DENSITY	CMASS	North	1	6	W1_SPECTRO	10-20	0.0023433802608202048	0.00061187076948578676
RANDOM_DENSITY	CMASS	North	1	6	W2_IMAGING	5-20	0.0057750522083978018	0.0011787631650010471
RANDOM_DENSITY	CMASS	North	1	6	W2_IMAGING	10-20	0.0025888732926849373	0.00060701773526927781
RANDOM_DENSITY	CMASS	North	1	6	W3_OFFICIAL_OBS	5-20	0.0064457779655009428	0.0012752906105483644
RANDOM_DENSITY	CMASS	North	1	6	W3_OFFICIAL_OBS	10-20	0.0023603780184806855	0.00062256736500940853
WEIGHT_LANE	CMASS	North	1	6	W1_SPECTRO-W0_UNIT	5	0.028708717762459091	0.0030037747239661083
WEIGHT_LANE	CMASS	North	1	6	W2_IMAGING-W0_UNIT	5	0.0027662334328927285	0.00087575404748652054
WEIGHT_LANE	CMASS	North	1	6	W3_OFFICIAL_OBS-W0_UNIT	5	0.026492365334657486	0.0027866714728244642
WEIGHT_LANE	CMASS	North	1	6	W1_SPECTRO-W0_UNIT	10	0.028943571539652768	0.0030836881376156925
WEIGHT_LANE	CMASS	North	1	6	W2_IMAGING-W0_UNIT	10	0.0027119226587011269	0.00086854872913927491
WEIGHT_LANE	CMASS	North	1	6	W3_OFFICIAL_OBS-W0_UNIT	10	0.026755202226191654	0.0028529324738660053
WEIGHT_LANE	CMASS	North	1	6	W1_SPECTRO-W0_UNIT	20	0.029376291227232398	0.0031020663982049145
WEIGHT_LANE	CMASS	North	1	6	W2_IMAGING-W0_UNIT	20	0.0026426657609953663	0.00083306461788808586
WEIGHT_LANE	CMASS	North	1	6	W3_OFFICIAL_OBS-W0_UNIT	20	0.027286658763657989	0.0028846474682801861
RANDOM_DENSITY	CMASS	North	1	7	W0_UNIT	5-20	0.0050001457786936626	0.0010601010071763241
RANDOM_DENSITY	CMASS	North	1	7	W0_UNIT	10-20	0.0020092453042237779	0.00060636521126550085
RANDOM_DENSITY	CMASS	North	1	7	W1_SPECTRO	5-20	0.0052363899738807618	0.0011127547474387167
RANDOM_DENSITY	CMASS	North	1	7	W1_SPECTRO	10-20	0.00224761856473632	0.00064307724429356816
RANDOM_DENSITY	CMASS	North	1	7	W2_IMAGING	5-20	0.0049148574445658511	0.001052855299300509
RANDOM_DENSITY	CMASS	North	1	7	W2_IMAGING	10-20	0.0020025649403679069	0.00060597686388788716
RANDOM_DENSITY	CMASS	North	1	7	W3_OFFICIAL_OBS	5-20	0.0051567181221083558	0.0011047932788490113
RANDOM_DENSITY	CMASS	North	1	7	W3_OFFICIAL_OBS	10-20	0.0022359459087934741	0.00064205886631203116
WEIGHT_LANE	CMASS	North	1	7	W1_SPECTRO-W0_UNIT	5	0.014589253060716234	0.0016407965517322427
WEIGHT_LANE	CMASS	North	1	7	W2_IMAGING-W0_UNIT	5	0.0016662859468849489	0.00037585089363819638
WEIGHT_LANE	CMASS	North	1	7	W3_OFFICIAL_OBS-W0_UNIT	5	0.01297833266998405	0.001442358579920775
WEIGHT_LANE	CMASS	North	1	7	W1_SPECTRO-W0_UNIT	10	0.014669371425033217	0.0016465499854241596
WEIGHT_LANE	CMASS	North	1	7	W2_IMAGING-W0_UNIT	10	0.0018140223804513633	0.00040378177410163953
WEIGHT_LANE	CMASS	North	1	7	W3_OFFICIAL_OBS-W0_UNIT	10	0.012897642680430921	0.0014363245389272204
WEIGHT_LANE	CMASS	North	1	7	W1_SPECTRO-W0_UNIT	20	0.014549036484833078	0.0016493656501933157
WEIGHT_LANE	CMASS	North	1	7	W2_IMAGING-W0_UNIT	20	0.0017606096104035851	0.00039928462753067621
WEIGHT_LANE	CMASS	North	1	7	W3_OFFICIAL_OBS-W0_UNIT	20	0.012763859989894488	0.0014362920870651004
RANDOM_DENSITY	CMASS	North	1	8	W0_UNIT	5-20	0.0039796004926607731	0.0011568471280315894
RANDOM_DENSITY	CMASS	North	1	8	W0_UNIT	10-20	0.0039805963088652696	0.00077948417812234022
RANDOM_DENSITY	CMASS	North	1	8	W1_SPECTRO	5-20	0.0042717758640088317	0.0011747419054423502
RANDOM_DENSITY	CMASS	North	1	8	W1_SPECTRO	10-20	0.0043718884134075209	0.00081824796039381854
RANDOM_DENSITY	CMASS	North	1	8	W2_IMAGING	5-20	0.0042304157094188478	0.001187926972259257
RANDOM_DENSITY	CMASS	North	1	8	W2_IMAGING	10-20	0.0040740855995666792	0.00079320606493727536
RANDOM_DENSITY	CMASS	North	1	8	W3_OFFICIAL_OBS	5-20	0.0044086369952320015	0.001205277404949222
RANDOM_DENSITY	CMASS	North	1	8	W3_OFFICIAL_OBS	10-20	0.0044641197361240392	0.00083228282700184477
WEIGHT_LANE	CMASS	North	1	8	W1_SPECTRO-W0_UNIT	5	0.020409830806806806	0.0020891676790657865
WEIGHT_LANE	CMASS	North	1	8	W2_IMAGING-W0_UNIT	5	0.0017334135941317053	0.00036408485469101385
WEIGHT_LANE	CMASS	North	1	8	W3_OFFICIAL_OBS-W0_UNIT	5	0.019608926706126351	0.0019897689349176705
WEIGHT_LANE	CMASS	North	1	8	W1_SPECTRO-W0_UNIT	10	0.019583448082912014	0.0020190304467941384
WEIGHT_LANE	CMASS	North	1	8	W2_IMAGING-W0_UNIT	10	0.0014691133540636891	0.00035698118109777206
WEIGHT_LANE	CMASS	North	1	8	W3_OFFICIAL_OBS-W0_UNIT	10	0.018924064018379982	0.0019217936330445233
WEIGHT_LANE	CMASS	North	1	8	W1_SPECTRO-W0_UNIT	20	0.019974740187454265	0.0020558920565697902
WEIGHT_LANE	CMASS	North	1	8	W2_IMAGING-W0_UNIT	20	0.0014172294863250556	0.00035412266084578755
WEIGHT_LANE	CMASS	North	1	8	W3_OFFICIAL_OBS-W0_UNIT	20	0.019407587445638752	0.0019611649121657254
RANDOM_DENSITY	CMASS	North	1	9	W0_UNIT	5-20	0.0032358371559592647	0.00095695180378418043
RANDOM_DENSITY	CMASS	North	1	9	W0_UNIT	10-20	0.0019967433293221898	0.00063267898038280577
RANDOM_DENSITY	CMASS	North	1	9	W1_SPECTRO	5-20	0.0032336225080785153	0.00096074231422302889
RANDOM_DENSITY	CMASS	North	1	9	W1_SPECTRO	10-20	0.0025147085839708483	0.0006399241338177898
RANDOM_DENSITY	CMASS	North	1	9	W2_IMAGING	5-20	0.0030655614972651679	0.00095386808730366915
RANDOM_DENSITY	CMASS	North	1	9	W2_IMAGING	10-20	0.0020060489944753318	0.00062795589928243229
RANDOM_DENSITY	CMASS	North	1	9	W3_OFFICIAL_OBS	5-20	0.0030387986229994945	0.00095586569184222649
RANDOM_DENSITY	CMASS	North	1	9	W3_OFFICIAL_OBS	10-20	0.0024791825527984424	0.00063522327455967575
WEIGHT_LANE	CMASS	North	1	9	W1_SPECTRO-W0_UNIT	5	0.016197915555622333	0.0023735350869472207
WEIGHT_LANE	CMASS	North	1	9	W2_IMAGING-W0_UNIT	5	0.00471779764452529	0.00081011371060276511
WEIGHT_LANE	CMASS	North	1	9	W3_OFFICIAL_OBS-W0_UNIT	5	0.010765173253846516	0.001702998046430656
WEIGHT_LANE	CMASS	North	1	9	W1_SPECTRO-W0_UNIT	10	0.016666258858978655	0.0023548359684468665
WEIGHT_LANE	CMASS	North	1	9	W2_IMAGING-W0_UNIT	10	0.0048082867413345998	0.00083492517265441142
WEIGHT_LANE	CMASS	North	1	9	W3_OFFICIAL_OBS-W0_UNIT	10	0.011122907457863151	0.001653707364667633
WEIGHT_LANE	CMASS	North	1	9	W1_SPECTRO-W0_UNIT	20	0.016063710795149455	0.0023110915229071142
WEIGHT_LANE	CMASS	North	1	9	W2_IMAGING-W0_UNIT	20	0.0047594100033587772	0.0008211347794596051
WEIGHT_LANE	CMASS	North	1	9	W3_OFFICIAL_OBS-W0_UNIT	20	0.010555885425206357	0.0016138903434241118
RANDOM_DENSITY	CMASS	North	1	10	W0_UNIT	5-20	0.0058530959753678724	0.0012104030777025088
RANDOM_DENSITY	CMASS	North	1	10	W0_UNIT	10-20	0.0035861446926745422	0.00077309357351830824
RANDOM_DENSITY	CMASS	North	1	10	W1_SPECTRO	5-20	0.004781439640866858	0.0012149881739748141
RANDOM_DENSITY	CMASS	North	1	10	W1_SPECTRO	10-20	0.0035654036623835039	0.00081760805725533008
RANDOM_DENSITY	CMASS	North	1	10	W2_IMAGING	5-20	0.0057916579905856747	0.0012225401697355774
RANDOM_DENSITY	CMASS	North	1	10	W2_IMAGING	10-20	0.0035615739440226779	0.00075868632818160587
RANDOM_DENSITY	CMASS	North	1	10	W3_OFFICIAL_OBS	5-20	0.0046893323841777912	0.0012270142246396897
RANDOM_DENSITY	CMASS	North	1	10	W3_OFFICIAL_OBS	10-20	0.0035717604713055295	0.00080428699173780524
WEIGHT_LANE	CMASS	North	1	10	W1_SPECTRO-W0_UNIT	5	0.028247066811060706	0.002880061322773539
WEIGHT_LANE	CMASS	North	1	10	W2_IMAGING-W0_UNIT	5	0.0030621895368088126	0.001366122672852031
WEIGHT_LANE	CMASS	North	1	10	W3_OFFICIAL_OBS-W0_UNIT	5	0.024823106817479346	0.002758261969008404
WEIGHT_LANE	CMASS	North	1	10	W1_SPECTRO-W0_UNIT	10	0.028635720778159013	0.0029154451962580779
WEIGHT_LANE	CMASS	North	1	10	W2_IMAGING-W0_UNIT	10	0.00288025150992266	0.0012921309505905822
WEIGHT_LANE	CMASS	North	1	10	W3_OFFICIAL_OBS-W0_UNIT	10	0.025421465326410653	0.0027822890155632675
WEIGHT_LANE	CMASS	North	1	10	W1_SPECTRO-W0_UNIT	20	0.02931872314556172	0.0029697141754437707
WEIGHT_LANE	CMASS	North	1	10	W2_IMAGING-W0_UNIT	20	0.0030007515520266148	0.0013318594914960525
WEIGHT_LANE	CMASS	North	1	10	W3_OFFICIAL_OBS-W0_UNIT	20	0.025986870408669427	0.0028334137349723854
RANDOM_DENSITY	CMASS	North	1	11	W0_UNIT	5-20	0.0039658948742219979	0.0011572322865562974
RANDOM_DENSITY	CMASS	North	1	11	W0_UNIT	10-20	0.0028848284965860282	0.0007784057857639549
RANDOM_DENSITY	CMASS	North	1	11	W1_SPECTRO	5-20	0.0046425744185567552	0.0011732592072315538
RANDOM_DENSITY	CMASS	North	1	11	W1_SPECTRO	10-20	0.0028026343530776696	0.00077992596403778016
RANDOM_DENSITY	CMASS	North	1	11	W2_IMAGING	5-20	0.0040331912714542673	0.001157940617251605
RANDOM_DENSITY	CMASS	North	1	11	W2_IMAGING	10-20	0.0028884209686296514	0.0007677991801091406
RANDOM_DENSITY	CMASS	North	1	11	W3_OFFICIAL_OBS	5-20	0.0047214801704380804	0.0011761661652097827
RANDOM_DENSITY	CMASS	North	1	11	W3_OFFICIAL_OBS	10-20	0.0027337879573549675	0.00077140956034240445
WEIGHT_LANE	CMASS	North	1	11	W1_SPECTRO-W0_UNIT	5	0.02146055330859542	0.0024048605948324034
WEIGHT_LANE	CMASS	North	1	11	W2_IMAGING-W0_UNIT	5	0.0082537322305871186	0.0017469523383444527
WEIGHT_LANE	CMASS	North	1	11	W3_OFFICIAL_OBS-W0_UNIT	5	0.013061719110735726	0.0021301118463765856
WEIGHT_LANE	CMASS	North	1	11	W1_SPECTRO-W0_UNIT	10	0.021406028483085593	0.0024166838184399107
WEIGHT_LANE	CMASS	North	1	11	W2_IMAGING-W0_UNIT	10	0.0082105527294604741	0.0017495211416552593
WEIGHT_LANE	CMASS	North	1	11	W3_OFFICIAL_OBS-W0_UNIT	10	0.01295491015660033	0.0021355350098631854
WEIGHT_LANE	CMASS	North	1	11	W1_SPECTRO-W0_UNIT	20	0.021431773878992533	0.0024251684757650416
WEIGHT_LANE	CMASS	North	1	11	W2_IMAGING-W0_UNIT	20	0.0081469721423620411	0.0017395698039387262
WEIGHT_LANE	CMASS	North	1	11	W3_OFFICIAL_OBS-W0_UNIT	20	0.013043783852226154	0.0021337553508547491
RANDOM_DENSITY	CMASS	North	1	12	W0_UNIT	5-20	0.0065690161669307301	0.001227233108669145
RANDOM_DENSITY	CMASS	North	1	12	W0_UNIT	10-20	0.0042621258222531599	0.00089469793749882311
RANDOM_DENSITY	CMASS	North	1	12	W1_SPECTRO	5-20	0.0063708417722811994	0.0012371477980368992
RANDOM_DENSITY	CMASS	North	1	12	W1_SPECTRO	10-20	0.003564136641695248	0.00084937985239211039
RANDOM_DENSITY	CMASS	North	1	12	W2_IMAGING	5-20	0.0065148784712852348	0.0012224605039963237
RANDOM_DENSITY	CMASS	North	1	12	W2_IMAGING	10-20	0.0041968499329463615	0.00088528284399734905
RANDOM_DENSITY	CMASS	North	1	12	W3_OFFICIAL_OBS	5-20	0.0063065537855661602	0.0012336009937328949
RANDOM_DENSITY	CMASS	North	1	12	W3_OFFICIAL_OBS	10-20	0.003467991827316913	0.00084158851048975354
WEIGHT_LANE	CMASS	North	1	12	W1_SPECTRO-W0_UNIT	5	0.014920034485197742	0.0019591245956387675
WEIGHT_LANE	CMASS	North	1	12	W2_IMAGING-W0_UNIT	5	0.0041636366451504037	0.00073152705487278117
WEIGHT_LANE	CMASS	North	1	12	W3_OFFICIAL_OBS-W0_UNIT	5	0.010613638897490674	0.0016635443803095316
WEIGHT_LANE	CMASS	North	1	12	W1_SPECTRO-W0_UNIT	10	0.015176171589234011	0.0019800270656949283
WEIGHT_LANE	CMASS	North	1	12	W2_IMAGING-W0_UNIT	10	0.0039815036049247743	0.00073290841718962562
WEIGHT_LANE	CMASS	North	1	12	W3_OFFICIAL_OBS-W0_UNIT	10	0.011082823539745434	0.0016909136701019818
WEIGHT_LANE	CMASS	North	1	12	W1_SPECTRO-W0_UNIT	20	0.014719775277635905	0.0019050011471313957
WEIGHT_LANE	CMASS	North	1	12	W2_IMAGING-W0_UNIT	20	0.0039853121933215441	0.00074584209944398574
WEIGHT_LANE	CMASS	North	1	12	W3_OFFICIAL_OBS-W0_UNIT	20	0.010667763997998736	0.0016267864539776899
RANDOM_DENSITY	CMASS	North	1	13	W0_UNIT	5-20	0.0086184708164530055	0.0015179008338036145
RANDOM_DENSITY	CMASS	North	1	13	W0_UNIT	10-20	0.0052167723742468919	0.00077878404225453356
RANDOM_DENSITY	CMASS	North	1	13	W1_SPECTRO	5-20	0.0098975830474916093	0.0016141304543019028
RANDOM_DENSITY	CMASS	North	1	13	W1_SPECTRO	10-20	0.0053944547824894551	0.00078212742401660967
RANDOM_DENSITY	CMASS	North	1	13	W2_IMAGING	5-20	0.0091540485398161064	0.0015153572402898127
RANDOM_DENSITY	CMASS	North	1	13	W2_IMAGING	10-20	0.005449137389730907	0.00080634888773551783
RANDOM_DENSITY	CMASS	North	1	13	W3_OFFICIAL_OBS	5-20	0.010441897769735309	0.0016190488604392798
RANDOM_DENSITY	CMASS	North	1	13	W3_OFFICIAL_OBS	10-20	0.0056510931242348406	0.00081313341250948312
WEIGHT_LANE	CMASS	North	1	13	W1_SPECTRO-W0_UNIT	5	0.021713274776008151	0.0024401291663480361
WEIGHT_LANE	CMASS	North	1	13	W2_IMAGING-W0_UNIT	5	0.0034492067550074557	0.00083104702319330937
