selection_key	sample	cap	factor	group	z_lo	z_hi	active_blocks	data_block_cv	data_block_max	data_block_median	data_block_min	diag_max	diag_median	diag_min	eigen_max	eigen_min	lane	nside	positive_condition	random_block_cv	random_block_max	random_block_median	random_block_min	rank	rank_bound	rank_tau	symmetry_max_abs
CMASS_North_f1_g00	CMASS	North	1	0	0.43000000000000005	0.43999999999999995	169	0.5067801172948068	121	50.0	0	0.004027071187871445	0.00011336291300557798	5.7348979297050204e-05	0.006177932795063354	5.727704554159019e-07	W3_OFFICIAL_OBS	8	10786.053534443243	0.4064734021310988	1316	1163.0	1	119	119	1.632414209612552e-16	0.0
CMASS_North_f1_g00	CMASS	North	1	0	0.43000000000000005	0.43999999999999995	617	0.5902353081328405	45	12.0	0	0.004269221603336539	9.625513440917934e-05	5.424693452013448e-05	0.006532475777057949	9.966414480702917e-06	W3_OFFICIAL_OBS	16	655.4489369979747	0.3001320808768468	356	294.0	1	119	119	1.7260961936880113e-16	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	51	0.6086378865039538	487	338.0	6	0.0012704520542507606	5.172293368121469e-05	2.6314466035077007e-05	0.0019985487523589114	-1.5942763053002385e-19	W0_UNIT	4	7789.785240265422	0.5688608007214149	8216	7418.0	55	50	50	5.28082692087729e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	169	0.49812984122134496	167	88.0	0	0.0014451184193043985	5.033214004466077e-05	2.6534901695850622e-05	0.002269943050843881	1.736407912213479e-07	W0_UNIT	8	13072.6371083525	0.40376140686621775	2125	1921.0	1	119	119	5.997940434330703e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	619	0.5531756571538883	62	21.0	0	0.001303566150797088	4.629940089541508e-05	2.81197614066364e-05	0.0022478351709232557	4.208378194093062e-06	W0_UNIT	16	534.1333566641772	0.3019368165914979	576	485.0	1	119	119	5.93952410232451e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	51	0.6086378865039538	487	338.0	6	0.0013377689713743313	5.5730338862132436e-05	2.774665147550011e-05	0.0021014906833838895	-2.0589539273159836e-19	W1_SPECTRO	4	6598.523388687694	0.5688608007214149	8216	7418.0	55	50	50	5.552833555692757e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	169	0.49812984122134496	167	88.0	0	0.001580042229492041	5.357903961207186e-05	2.774543418494405e-05	0.002473349593800753	2.5092016538191883e-07	W1_SPECTRO	8	9857.117661452734	0.40376140686621775	2125	1921.0	1	119	119	6.535407807424002e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	619	0.5531756571538883	62	21.0	0	0.0014592944405161623	4.922719960083651e-05	2.893405168620468e-05	0.002553158100315921	4.39555043252144e-06	W1_SPECTRO	16	580.8505986931292	0.3019368165914979	576	485.0	1	119	119	6.746288282179927e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	51	0.6086378865039538	487	338.0	6	0.0012832650934211142	5.0817873886331264e-05	2.5061098583472043e-05	0.002005207519653345	-2.0428681677300952e-19	W2_IMAGING	4	6939.372289708884	0.5688608007214149	8216	7418.0	55	50	50	5.298421586780134e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	169	0.49812984122134496	167	88.0	0	0.0014623870901858877	4.969410673396271e-05	2.5845681346218046e-05	0.002257535083124672	1.9182115137491348e-07	W2_IMAGING	8	11768.95804734448	0.40376140686621775	2125	1921.0	1	119	119	5.965154479078105e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	619	0.5531756571538883	62	21.0	0	0.0013155233730040058	4.5737766908781745e-05	2.7878082390884815e-05	0.00223554295802118	4.198916132967477e-06	W2_IMAGING	16	532.4095283706623	0.3019368165914979	576	485.0	1	119	119	5.90704400959031e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	51	0.6086378865039538	487	338.0	6	0.0013638542498399025	5.456990580936224e-05	2.6707953544213255e-05	0.002130748007271234	-2.557964304585954e-19	W3_OFFICIAL_OBS	4	5744.545641779254	0.5688608007214149	8216	7418.0	55	50	50	5.630141083685132e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	169	0.49812984122134496	167	88.0	0	0.0016018870378705333	5.2761534967724035e-05	2.716456473207484e-05	0.0024748298083259093	2.533986032263586e-07	W3_OFFICIAL_OBS	8	9766.548737110312	0.40376140686621775	2125	1921.0	1	119	119	6.539319023852367e-17	0.0
CMASS_North_f1_g01	CMASS	North	1	1	0.43999999999999995	0.44999999999999996	619	0.5531756571538883	62	21.0	0	0.0014730348128584759	4.8541961519818e-05	2.8678373993783075e-05	0.0025476121870262975	4.366558103212004e-06	W3_OFFICIAL_OBS	16	583.4371435827901	0.3019368165914979	576	485.0	1	119	119	6.731634144688346e-17	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	51	0.6166742612937268	722	440.0	4	0.001775104030897547	6.278149820785738e-05	2.076096220456291e-05	0.004668065051177046	-2.8489147467340405e-19	W0_UNIT	4	23045.742896738895	0.5693224199705439	10833	9801.0	86	50	50	1.2334572054630144e-16	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	168	0.5042321371569899	281	118.5	0	0.0018428145676965767	6.272326563692946e-05	3.0482007828501784e-05	0.004500118388044679	1.3770927845902919e-07	W0_UNIT	8	32678.396389852114	0.39465352686459626	2816	2589.5	24	119	119	1.189080141411207e-16	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	620	0.5770751219313409	99	28.0	0	0.0016910434277183485	5.232098439372249e-05	2.927707193849701e-05	0.003545142105357304	2.8737725097532584e-06	W0_UNIT	16	1233.6196039615152	0.30344387564520253	743	656.0	0	119	119	9.367438170427159e-17	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	51	0.6166742612937268	722	440.0	4	0.0018389954949655275	6.853336623110034e-05	2.1020331836983346e-05	0.0052714537030163645	-4.724162215674626e-19	W1_SPECTRO	4	16890.475695430865	0.5693224199705439	10833	9801.0	86	50	50	1.3928924472915657e-16	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	168	0.5042321371569899	281	118.5	0	0.0019423322533599103	6.498877761288522e-05	3.186135781052319e-05	0.0049334488780083605	2.0838857610918405e-07	W1_SPECTRO	8	23674.27701710245	0.39465352686459626	2816	2589.5	24	119	119	1.3035803913718944e-16	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	620	0.5770751219313409	99	28.0	0	0.0017928920466624115	5.6122336650327185e-05	3.086795703291161e-05	0.003818365037636544	3.024444617188844e-06	W1_SPECTRO	16	1262.5012261542522	0.30344387564520253	743	656.0	0	119	119	1.0089383539274548e-16	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	51	0.6166742612937268	722	440.0	4	0.0017670092277940058	6.36867652428066e-05	1.933474346291201e-05	0.00471344740836668	-4.501506137012377e-19	W2_IMAGING	4	24120.66543847414	0.5693224199705439	10833	9801.0	86	50	50	1.2454487254745736e-16	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	168	0.5042321371569899	281	118.5	0	0.001823351209242417	6.439324921075864e-05	3.0244083612440475e-05	0.00450034152383144	1.4261341672806832e-07	W2_IMAGING	8	31556.22820826583	0.39465352686459626	2816	2589.5	24	119	119	1.18913910126737e-16	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	620	0.5770751219313409	99	28.0	0	0.001681170030235018	5.311225720100981e-05	2.920632440877864e-05	0.003518506396608229	2.8535438724840588e-06	W2_IMAGING	16	1233.0304189594635	0.30344387564520253	743	656.0	0	119	119	9.29705781685673e-17	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	51	0.6166742612937268	722	440.0	4	0.0018142985794591462	7.078418934159193e-05	1.9775917130218364e-05	0.005330122428510007	-3.4672519485501767e-19	W3_OFFICIAL_OBS	4	17259.86339096448	0.5693224199705439	10833	9801.0	86	50	50	1.408394665320258e-16	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	168	0.5042321371569899	281	118.5	0	0.0019114461226401307	6.642560205699953e-05	3.1726502075446594e-05	0.004923095315885809	2.0036340596118082e-07	W3_OFFICIAL_OBS	8	24570.8306477862	0.39465352686459626	2816	2589.5	24	119	119	1.3008446377647227e-16	0.0
CMASS_North_f1_g02	CMASS	North	1	2	0.44999999999999996	0.45999999999999996	620	0.5770751219313409	99	28.0	0	0.0017709201537440974	5.679606121901063e-05	3.082042780114101e-05	0.0037765960377653647	2.989456426197593e-06	W3_OFFICIAL_OBS	16	1263.3052633481484	0.30344387564520253	743	656.0	0	119	119	9.979016024487883e-17	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	51	0.6112946308230035	935	555.0	10	0.0015361278357164977	4.7456953121781364e-05	1.8129079284892405e-05	0.005798794367714034	-3.584044663336698e-19	W0_UNIT	4	39859.998977255455	0.5701120473877631	13502	12213.0	98	50	50	1.5322332952604657e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	168	0.5001151750668971	325	142.0	0	0.001383763626232311	4.534639517363281e-05	2.336331833929499e-05	0.004578389715465241	1.3802228507909876e-07	W0_UNIT	8	33171.38035239328	0.3957186940295148	3471	3222.5	16	119	119	1.2097620153203342e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	619	0.5852895334718003	179	34.0	0	0.0014955112147063405	4.3896422585439746e-05	2.6206180212272398e-05	0.00497814280078542	1.9294341652455356e-06	W0_UNIT	16	2580.1050331001643	0.30135949867449946	908	812.0	1	119	119	1.315390004238337e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	51	0.6112946308230035	935	555.0	10	0.00186800938681827	4.865658654548466e-05	1.785183150174943e-05	0.006290111069152898	-3.7326094937194907e-19	W1_SPECTRO	4	38588.99303772091	0.5701120473877631	13502	12213.0	98	50	50	1.6620554204686997e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	168	0.5001151750668971	325	142.0	0	0.0015957432163150689	4.652970162529013e-05	2.4075192879309552e-05	0.004942211627649507	1.4144860803867898e-07	W1_SPECTRO	8	34939.98064864706	0.3957186940295148	3471	3222.5	16	119	119	1.3058957996976236e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	619	0.5852895334718003	179	34.0	0	0.0017121040932310243	4.635202401026477e-05	2.737060059323674e-05	0.0052904558622226105	2.09121451236317e-06	W1_SPECTRO	16	2529.8484832357767	0.30135949867449946	908	812.0	1	119	119	1.3979134463426373e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	51	0.6112946308230035	935	555.0	10	0.0015196191093333512	4.7583815248510825e-05	1.918649832408136e-05	0.005624579590924739	-2.6477825780300653e-19	W2_IMAGING	4	38678.62073639189	0.5701120473877631	13502	12213.0	98	50	50	1.4861999882321708e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	168	0.5001151750668971	325	142.0	0	0.0013740123466522095	4.434269994245225e-05	2.2988637320939642e-05	0.004407753582751951	1.4170549265878048e-07	W2_IMAGING	8	31105.029876051416	0.3957186940295148	3471	3222.5	16	119	119	1.1646743044379674e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	619	0.5852895334718003	179	34.0	0	0.001487557998595242	4.30792322928055e-05	2.575040363641881e-05	0.004799665324482054	1.942029821460535e-06	W2_IMAGING	16	2471.4683942764523	0.30135949867449946	908	812.0	1	119	119	1.268230350988918e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	51	0.6112946308230035	935	555.0	10	0.0018421984071615631	4.763610829248131e-05	1.858885841549272e-05	0.006096321272596442	-3.9363845229888424e-19	W3_OFFICIAL_OBS	4	35028.90154310959	0.5701120473877631	13502	12213.0	98	50	50	1.6108497456789918e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	168	0.5001151750668971	325	142.0	0	0.0015839968406136699	4.562823688185848e-05	2.3672496817101845e-05	0.00475944705240733	1.5183587972282144e-07	W3_OFFICIAL_OBS	8	31345.997145706064	0.3957186940295148	3471	3222.5	16	119	119	1.2576033530919345e-16	0.0
CMASS_North_f1_g03	CMASS	North	1	3	0.45999999999999996	0.47	619	0.5852895334718003	179	34.0	0	0.0017036303596695858	4.557116440871743e-05	2.697278871251105e-05	0.005104064754415076	2.094367998609624e-06	W3_OFFICIAL_OBS	16	2437.0429446035664	0.30135949867449946	908	812.0	1	119	119	1.3486627498679882e-16	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	51	0.5795363698896951	953	667.0	1	0.0013374023514583018	3.468168550662111e-05	1.634121838910898e-05	0.0026238052929509776	-1.207728416056751e-19	W0_UNIT	4	65504.06075942899	0.5700569495044132	16311	14989.0	120	50	50	6.93296153511472e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	169	0.48633853360400153	350	174.0	0	0.0011538906211980876	3.4187919823483606e-05	1.9040263303953572e-05	0.0024779867153297344	9.035164752356158e-08	W0_UNIT	8	27426.02689877386	0.4046840196429113	4193	3896.0	2	119	119	6.547660616456916e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	621	0.5406047659776563	167	43.0	0	0.001151854758871881	3.095914789908064e-05	1.8027170321061744e-05	0.0026108011484900157	1.4681439061926869e-06	W0_UNIT	16	1778.3005722242601	0.30667961949670486	1120	984.0	2	119	119	6.898600283695973e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	51	0.5795363698896951	953	667.0	1	0.0013502613392534716	3.772135961839866e-05	1.7369739096325506e-05	0.002687989049249874	-1.7094701297170988e-19	W1_SPECTRO	4	63501.94254316129	0.5700569495044132	16311	14989.0	120	50	50	7.102556251153637e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	169	0.48633853360400153	350	174.0	0	0.0011980643277854695	3.644887988502496e-05	2.0552485277232033e-05	0.002646471667288301	6.843718223115176e-08	W1_SPECTRO	8	38670.08519359612	0.4046840196429113	4193	3896.0	2	119	119	6.992853594119005e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	621	0.5406047659776563	167	43.0	0	0.0012019768211716424	3.2948994076636535e-05	1.8222270225229616e-05	0.0028405577301442173	1.5575707875587952e-06	W1_SPECTRO	16	1823.7101984920168	0.30667961949670486	1120	984.0	2	119	119	7.505693175583735e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	51	0.5795363698896951	953	667.0	1	0.0013733761372762467	3.474457436499119e-05	1.6601359532048734e-05	0.0027130525883580477	-1.9426043124031144e-19	W2_IMAGING	4	65945.30333493464	0.5700569495044132	16311	14989.0	120	50	50	7.168782412461276e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	169	0.48633853360400153	350	174.0	0	0.001172352819095539	3.366958947822161e-05	1.885575064709448e-05	0.0025576843883354976	9.558732729307519e-08	W2_IMAGING	8	26757.567773534647	0.4046840196429113	4193	3896.0	2	119	119	6.758248232417423e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	621	0.5406047659776563	167	43.0	0	0.0011533700884852939	3.0427434116813815e-05	1.7893666248586106e-05	0.002674103539019294	1.4472330397194848e-06	W2_IMAGING	16	1847.735275265421	0.30667961949670486	1120	984.0	2	119	119	7.06586613981699e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	51	0.5795363698896951	953	667.0	1	0.0013897859635309462	3.748896972394105e-05	1.7638749092462576e-05	0.0027786968519059414	-2.5891117752157097e-19	W3_OFFICIAL_OBS	4	63702.75584659962	0.5700569495044132	16311	14989.0	120	50	50	7.342236271785808e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	169	0.48633853360400153	350	174.0	0	0.0012194193359193347	3.5870508977236165e-05	2.0396108627535524e-05	0.0027240497945258757	7.102261133123669e-08	W3_OFFICIAL_OBS	8	38354.683719265086	0.4046840196429113	4193	3896.0	2	119	119	7.197840669017168e-17	0.0
CMASS_North_f1_g04	CMASS	North	1	4	0.47	0.48	621	0.5406047659776563	167	43.0	0	0.0012094011992422242	3.249681933688472e-05	1.810383810443318e-05	0.002911218588462502	1.5567765692922326e-06	W3_OFFICIAL_OBS	16	1870.0298076724318	0.30667961949670486	1120	984.0	2	119	119	7.692402537774207e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	51	0.6072235098852024	1240	720.0	5	0.0005401921774925566	3.4594623051645014e-05	1.482447213257628e-05	0.0025217271115125723	-2.0800390163906633e-19	W0_UNIT	4	48701.722487839135	0.5693827354798349	17674	15828.0	122	50	50	6.663237212434138e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	169	0.49418630985861595	412	185.0	0	0.0006611041433413986	3.20574981972674e-05	1.910819494053545e-05	0.002695532998146186	9.33954987963453e-08	W0_UNIT	8	28861.487254583473	0.40385596789637557	4519	4147.0	2	119	119	7.122489859665485e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	620	0.5372240454173094	173	45.0	0	0.0007086107822854809	2.8662169012434203e-05	1.7119625433571794e-05	0.0025098222208938346	1.2590721052508118e-06	W0_UNIT	16	1993.3903788567127	0.3036837105591522	1184	1055.0	1	119	119	6.63178055329819e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	51	0.6072235098852024	1240	720.0	5	0.0005546820314343757	3.6684115682989544e-05	1.3899075194420328e-05	0.002381123811240264	-1.8243731581862956e-19	W1_SPECTRO	4	34236.115869181056	0.5693827354798349	17674	15828.0	122	50	50	6.291716781738708e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	169	0.49418630985861595	412	185.0	0	0.0006851199509435191	3.44028707220277e-05	2.0379892068543518e-05	0.002515421361463449	1.1589462388265238e-07	W1_SPECTRO	8	21704.383492459554	0.40385596789637557	4519	4147.0	2	119	119	6.646575334871017e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	620	0.5372240454173094	173	45.0	0	0.0007726747221541129	3.0111978277435798e-05	1.789780151953923e-05	0.002380535072517778	1.3913056653226607e-06	W1_SPECTRO	16	1711.0079631320289	0.3036837105591522	1184	1055.0	1	119	119	6.290161139279949e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	51	0.6072235098852024	1240	720.0	5	0.0005570569344874815	3.465361119216745e-05	1.5087696511774366e-05	0.0024166164450906847	-1.8163724363541945e-19	W2_IMAGING	4	46569.2316036203	0.5693827354798349	17674	15828.0	122	50	50	6.385500061285386e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	169	0.49418630985861595	412	185.0	0	0.0006733698758471445	3.192685052862323e-05	1.9257724984112276e-05	0.0026159791803981557	1.0016609856901161e-07	W2_IMAGING	8	26116.412816016986	0.40385596789637557	4519	4147.0	2	119	119	6.912282356883027e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	620	0.5372240454173094	173	45.0	0	0.0007200657526317816	2.8367350105259343e-05	1.7165289708772176e-05	0.0024371309746966663	1.2512591351477627e-06	W2_IMAGING	16	1947.7428026200685	0.3036837105591522	1184	1055.0	1	119	119	6.439706234682225e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	51	0.6072235098852024	1240	720.0	5	0.0005771590666375027	3.6126341824949354e-05	1.5171847103853744e-05	0.00227667414433162	-1.635873370436018e-19	W3_OFFICIAL_OBS	4	33124.31413027855	0.5693827354798349	17674	15828.0	122	50	50	6.015726209961664e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	169	0.49418630985861595	412	185.0	0	0.0006990656903025216	3.36617046372577e-05	2.0583861665456776e-05	0.0024377655673622567	1.0614771582507698e-07	W3_OFFICIAL_OBS	8	22965.7845052408	0.40385596789637557	4519	4147.0	2	119	119	6.441383038427086e-17	0.0
CMASS_North_f1_g05	CMASS	North	1	5	0.48	0.49	620	0.5372240454173094	173	45.0	0	0.0007835313467444071	2.9696268118965206e-05	1.7964366950187026e-05	0.00231290425554516	1.3908221131526406e-06	W3_OFFICIAL_OBS	16	1662.976331532717	0.3036837105591522	1184	1055.0	1	119	119	6.11145814865819e-17	0.0
CMASS_North_f1_g06	CMASS	North	1	6	0.49	0.5	51	0.6204091927909943	1263	766.0	0	0.0005538764727180569	3.341234858398658e-05	1.5005862488874253e-05	0.0013154613008248021	-1.1877384358661268e-19	W0_UNIT	4	26132.177087183652	0.5701225711108399	19030	17403.0	146	50	50	3.47588390954615e-17	0.0
CMASS_North_f1_g06	CMASS	North	1	6	0.49	0.5	168	0.4935693767491337	365	201.5	0	0.0007278131818850071	2.977100537222657e-05	1.5111364425203555e-05	0.0017514731564317277	5.1723007597421296e-08	W0_UNIT	8	33862.55436002622	0.3958224077511896	4874	4537.0	31	119	119	4.627971464174498e-17	0.0
CMASS_North_f1_g06	CMASS	North	1	6	0.49	0.5	620	0.5327020575421396	161	51.0	0	0.0007723897482165318	2.5697351713513963e-05	1.564774794689891e-05	0.0018765740088104933	1.0603992763043275e-06	W0_UNIT	16	1769.686240592953	0.30370944647239695	1274	1149.0	1	119	119	4.958529299347008e-17	0.0
CMASS_North_f1_g06	CMASS	North	1	6	0.49	0.5	51	0.6204091927909943	1263	766.0	0	0.0006440938683595014	3.498360491880492e-05	1.5449645792460317e-05	0.0016121048159608992	-1.799320197978188e-19	W1_SPECTRO	4	29813.405477613836	0.5701225711108399	19030	17403.0	146	50	50	4.25971420579756e-17	0.0
CMASS_North_f1_g06	CMASS	North	1	6	0.49	0.5	168	0.4935693767491337	365	201.5	0	0.0008324680416357896	3.173718618243548e-05	1.5908690461568892e-05	0.002082564471129534	7.698718361219636e-08	W1_SPECTRO	8	27050.794345457947	0.3958224077511896	4874	4537.0	31	119	119	5.502824242152084e-17	0.0
CMASS_North_f1_g06	CMASS	North	1	6	0.49	0.5	620	0.5327020575421396	161	51.0	0	0.000903660774012211	2.7991075228562065e-05	1.7038598158347196e-05	0.0022030647057569436	1.1459051905713945e-06	W1_SPECTRO	16	1922.5540855246556	0.30370944647239695	1274	1149.0	1	119	119	5.821225723347563e-17	0.0
CMASS_North_f1_g06	CMASS	North	1	6	0.49	0.5	51	0.6204091927909943	1263	766.0	0	0.0005675778564006312	3.143588664560411e-05	1.4541049853434667e-05	0.0012708047768985606	-1.0597304962123028e-19	W2_IMAGING	4	23436.125052883923	0.5701225711108399	19030	17403.0	146	50	50	3.357886601017073e-17	0.0
CMASS_North_f1_g06	CMASS	North	1	6	0.49	0.5	168	0.4935693767491337	365	201.5	0	0.0007279637096664522	2.758674494101701e-05	1.4641299844132104e-05	0.001716236015282068	5.288954143936731e-08	W2_IMAGING	8	32449.44025936706	0.3958224077511896	4874	4537.0	31	119	119	4.5348632808598595e-17	0.0
CMASS_North_f1_g06	CMASS	North	1	6	0.49	0.5	620	0.5327020575421396	161	51.0	0	0.000768400758359709	2.4532628948394662e-05	1.5023493070192311e-05	0.0018514345079501172	1.0583651466963427e-06	W2_IMAGING	16	1749.3343518815961	0.30370944647239695	1274	1149.0	1	119	119	4.8921024219620066e-17	0.0
