curve_id	kind	bin_start	bin_end	theta_deg	value
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	73	73	18.625	-0.0025188667889917541
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	74	74	18.875	0.0093405345365570099
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	76	76	19.375	0.0067693038289970741
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	77	77	19.625	0.01348404236990094
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	78	78	19.875	0.013332287979898459
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	79	79	20.125	0.021837655035534843
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	82	82	20.875	-0.001710561685851632
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	84	84	21.375	0.0077439711342565162
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	87	87	22.125	-0.010210105253495255
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	88	88	22.375	0.0017055113847268186
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	90	90	22.875	-0.0052296237170031635
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	92	92	23.375	0.0064093392665616287
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	93	93	23.625	-0.0058526145409700907
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	95	95	24.125	0.010467827915312198
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	97	97	24.625	-0.0001478708450372274
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	99	99	25.125	0.0026379412800502421
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	100	100	25.375	-0.0055168474976317276
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	102	102	25.875	-0.002007937789765948
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	103	103	26.125	-0.0051249554765703921
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	105	105	26.625	-0.00016908006894280847
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	107	107	27.125	-0.0077965521195419987
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	108	108	27.375	-0.0043559523022082209
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	109	109	27.625	-0.0080886792971643379
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	110	110	27.875	-0.003776859445178771
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	111	111	28.125	-0.010999903498562355
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MAX	116	116	29.375	0.007759357850572593
CMASS_North_f1_g00_W0_UNIT_r5	STRICT_MIN	117	117	29.625	0.0012469132838323555
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	12	13	3.6220500931087436	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	13	14	3.6272158517703486	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	14	15	4.0306345995106883	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	16	17	4.5418253731656817	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	20	21	5.5936232730462914	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	21	22	5.7271341944158403	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	22	23	5.9688738446724035	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	25	26	6.6752932910103491	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	26	27	7.1062258229803055	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	27	28	7.1551542102506094	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	28	29	7.508721679278537	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	32	33	8.5900449954731606	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	33	34	8.686313411186724	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	36	37	9.5582431027179755	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	37	38	9.6955405293354513	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	39	40	10.202423086249253	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	43	44	11.300717472073295	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	44	45	11.447856220260853	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	51	52	13.301119104304234	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	52	53	13.427733206427511	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	53	54	13.813564881721817	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	54	55	13.904643307905024	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	55	56	14.309100085736304	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	59	60	15.203904838266491	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	60	61	15.572782395588657	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	61	62	15.675507339214933	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	63	64	16.346049793233426	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	64	65	16.43072159675528	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	69	70	17.684780167489585	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	70	71	17.987766138386039	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	72	73	18.553139453962189	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	73	74	18.678098523269579	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	81	82	20.808371996496582	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	82	83	20.923128257231532	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	84	85	21.595920925632495	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	87	88	22.339216887876873	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	89	90	22.685281929745642	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	90	91	23.123624926301023	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	92	93	23.505675326443995	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	94	95	23.881090838991213	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	96	97	24.619682681738126	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	97	98	24.644538850162117	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	99	100	25.205870926027838	0
CMASS_North_f1_g00_W0_UNIT_r5	LINEAR_SIGN_CROSSING	113	114	28.828195645016116	0
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	9	9	2.625	0.038622026896217
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	10	10	2.875	0.043219854956606636
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	13	13	3.625	0.003296091198191443
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	14	14	3.875	0.0086879311804056829
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	16	16	4.375	-0.017108287191554064
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	18	18	4.875	0.02905806898093926
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	19	19	5.125	0.011846459877836639
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	20	20	5.375	0.020279564266884802
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	21	21	5.625	0.00062756238207455582
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	22	22	5.875	0.0055618487996102021
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	24	24	6.375	-0.0082621847275119852
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	26	26	6.875	0.010180569758098459
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	27	27	7.125	-0.0033552631397747897
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	28	28	7.375	0.0080379307748352866
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	32	32	8.375	-0.013740516915221561
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	33	33	8.625	0.0047380520430639183
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	34	34	8.875	-0.010377652637325019
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	35	35	9.125	-0.0017602595010301543
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	36	36	9.375	-0.0086990892430478476
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	37	37	9.625	0.0025686687089440611
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	38	38	9.875	-0.0070918896708020082
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	41	41	10.625	0.013957893855430266
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	42	42	10.875	0.007711175614598575
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	43	43	11.125	0.010068453502665758
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	44	44	11.375	-0.0028763599350372349
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	45	45	11.625	0.0070531571529114162
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	46	46	11.875	0.0019901829879530159
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	47	47	12.125	0.014314516837354558
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	49	49	12.625	0.0047723064831278238
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	50	50	12.875	0.0051232329713169602
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	52	52	13.375	-0.001659816444801039
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	53	53	13.625	0.0052836400834793667
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	54	54	13.875	-0.0019878836618840677
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	55	55	14.125	0.010063713792713726
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	57	57	14.625	-0.0046311214753922995
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	58	58	14.875	-0.0023707508282147286
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	59	59	15.125	-0.0044242813739468496
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	60	60	15.375	0.0094576652371535126
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	61	61	15.625	-0.0010061838871941262
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	62	62	15.875	0.0091935582798532371
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	64	64	16.375	-0.0026843223193626382
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	65	65	16.625	0.0027878555350429523
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	66	66	16.875	-0.00071533025400538966
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	68	68	17.375	0.0044871798072246118
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	70	70	17.875	-0.0030739187185283099
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	72	72	18.375	0.0034468538067351064
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	73	73	18.625	-0.0047038916601769617
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	74	74	18.875	0.0086408473219465893
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	76	76	19.375	0.0068683187220029444
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	77	77	19.625	0.015419287919516623
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	78	78	19.875	0.014557431109785664
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	79	79	20.125	0.023394426302350581
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	82	82	20.875	-0.0016718749382114617
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	84	84	21.375	0.0083332425550552373
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	87	87	22.125	-0.010403247658964394
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	89	89	22.625	0.0040509251936937819
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	90	90	22.875	-0.0039034492591282608
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	92	92	23.375	0.0059019972995534818
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	93	93	23.625	-0.0047551672072470783
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	95	95	24.125	0.009180656123041633
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	97	97	24.625	-0.0025726529886020647
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	99	99	25.125	0.0021805023720047442
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	101	101	25.625	-0.0061363778814468584
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	102	102	25.875	-0.0022068950659881819
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	103	103	26.125	-0.005280809985141877
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	105	105	26.625	-0.00073718106800656181
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	107	107	27.125	-0.0051482048022605123
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	108	108	27.375	-0.0037870821003951069
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	109	109	27.625	-0.0094664064534313638
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	110	110	27.875	-0.0029321372147819986
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	111	111	28.125	-0.011302434718801485
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MAX	116	116	29.375	0.0067689622150190502
CMASS_North_f1_g00_W1_SPECTRO_r5	STRICT_MIN	117	117	29.625	0.00025297664465622448
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	14	15	4.0011080572234894	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	16	17	4.5325090830577652	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	22	23	6.0127940544211489	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	25	26	6.6860948966772655	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	26	27	7.0630299837274517	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	27	28	7.1986242875554014	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	28	29	7.5599233712069056	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	32	33	8.56089801172158	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	33	34	8.70336306912656	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	36	37	9.5680084334459377	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	37	38	9.6914730910981657	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	39	40	10.155970245411224	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	43	44	11.319449567603277	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	44	45	11.447419431618892	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	51	52	13.29265071877356	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	52	53	13.434761893735514	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	53	54	13.806655189080844	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	54	55	13.916236932891533	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	55	56	14.325805026026021	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	59	60	15.204676890746883	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	60	61	15.600960474122928	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	61	62	15.649661993183633	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	63	64	16.317912819883603	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	64	65	16.497635008893283	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	65	66	16.823951447547998	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	67	68	17.138059268807936	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	68	69	17.609508868614313	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	70	71	18.019337466704528	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	72	73	18.480722041644153	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	73	74	18.713122586482925	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	81	82	20.829280259878594	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	82	83	20.918638108814726	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	84	85	21.595309055313219	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	87	88	22.333229336470868	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	89	90	22.752317528792492	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	91	92	23.138337589605957	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	92	93	23.513451398019317	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	94	95	23.887860526730577	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	96	97	24.558898818078319	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	97	98	24.789626000592047	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	99	100	25.196034170691451	0
CMASS_North_f1_g00_W1_SPECTRO_r5	LINEAR_SIGN_CROSSING	114	115	28.942408203310908	0
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	13	13	3.625	-0.00074556369571220614
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	14	14	3.875	0.0097383136062348177
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	16	16	4.375	-0.017189984299072432
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	18	18	4.875	0.027926122394545623
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	19	19	5.125	0.0070118409422673094
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	20	20	5.375	0.019766821263254009
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	21	21	5.625	-0.0037063694746705816
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	22	22	5.875	0.004491241762942925
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	24	24	6.375	-0.011448958100471402
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	26	26	6.875	0.010612889925942096
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	27	27	7.125	-0.0010553050807928393
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	28	28	7.375	0.0067520673682283268
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	32	32	8.375	-0.015426481330756069
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	33	33	8.625	0.0029598617151634686
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	34	34	8.875	-0.0077167358579801823
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	35	35	9.125	-0.00022114091294639525
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	36	36	9.375	-0.0070802589255552304
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	37	37	9.625	0.0032163201450789462
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	38	38	9.875	-0.0061068063751228852
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	41	41	10.625	0.01505943208428967
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	42	42	10.875	0.0083518281145716911
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	43	43	11.125	0.009092854756104822
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	44	44	11.375	-0.0037518665881130287
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	45	45	11.625	0.0090663431902726407
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	46	46	11.875	0.0044841915763559311
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	47	47	12.125	0.013839256485627848
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	49	49	12.625	0.0051684566337616119
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	50	50	12.875	0.0051908718570405242
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MIN	52	52	13.375	-0.0016118480866285929
CMASS_North_f1_g00_W2_IMAGING_r5	STRICT_MAX	53	53	13.625	0.0042266892681420143
