surface	grouping	group_key	metric	count	min	q25	median	q75	q90	q95	max
RELATION	relation_type	CAP	raw_relative_l2	1164	0.067810440682399331	0.096681509719266145	0.11609425353788627	0.13563703293288562	0.15996702492866	0.18298420293678391	0.22463935565980478
RELATION	relation_type	CAP	centered_rms_difference	1164	0.0028279844371790017	0.0090912744573876693	0.013476363768395345	0.024477828121418778	0.033631827711554416	0.035227153175129179	0.054106738661925155
RELATION	relation_type	CAP	centered_relative_l2	1164	0.067965045937947249	0.09482442735401557	0.11346402106731387	0.13544666932811383	0.16340305420039694	0.18147514464666012	0.22021940844084406
RELATION	relation_type	CAP	centered_cosine	1164	0.9558899246266811	0.98560475088002153	0.98958245198105088	0.99250767326829448	0.99412917102375686	0.99503048332520838	0.99617284191861999
RELATION	relation_type	CAP	difference_rms_difference	1164	0.0018594234033882089	0.0066821506528176779	0.010730061529832385	0.016146062925856831	0.024882729599116617	0.02769090572126668	0.032906569170858463
RELATION	relation_type	CAP	difference_relative_l2	1164	0.11038321740571598	0.15574435780438572	0.19890865937020616	0.25348084450818958	0.31170797920022281	0.34174333369518306	0.49491630375870016
RELATION	relation_type	CAP	difference_cosine	1164	0.7986865678692413	0.9425529848146772	0.96303441183563954	0.97828515986340969	0.98436091428765327	0.98652050813750669	0.98939650145028069
RELATION	relation_type	COARSE_FINE_CONTAINMENT	raw_rms_difference	2640	0	0.040019867975577196	0.055468661925308131	0.090504445351289653	0.12065393466938498	0.1417192785661211	0.19785435425510864
RELATION	relation_type	COARSE_FINE_CONTAINMENT	raw_max_abs_difference	2640	0	0.36249302770901148	0.50060939177547481	0.75396602447267602	0.98271878660652234	1.1198577743508726	1.4306326831153726
RELATION	relation_type	COARSE_FINE_CONTAINMENT	raw_relative_l2	2640	0	0.32297708159449479	0.44057254340834084	0.61708773211394174	0.65365629367345679	0.670395245531621	0.74677482920163762
RELATION	relation_type	COARSE_FINE_CONTAINMENT	centered_rms_difference	2640	0	0.039620383152846265	0.054567379715774765	0.088912135314569943	0.11742626991385555	0.13665255220683414	0.19300873427042817
RELATION	relation_type	COARSE_FINE_CONTAINMENT	centered_relative_l2	2640	0	0.32697098194078794	0.44475391601292802	0.6186854672480302	0.65511633871162467	0.67212139889749489	0.74656562257365688
RELATION	relation_type	COARSE_FINE_CONTAINMENT	centered_cosine	2640	0.95593456438884084	0.98867466366224233	0.9929372778152401	0.99575508479555808	0.99739613976845132	0.99785513670019943	1.0000000000000002
RELATION	relation_type	COARSE_FINE_CONTAINMENT	difference_rms_difference	2640	0	0.021396982730903027	0.026579898693249053	0.035815747023572361	0.044842682691435813	0.04867637722465027	0.064683954267392207
RELATION	relation_type	COARSE_FINE_CONTAINMENT	difference_relative_l2	2640	0	0.38726558621976404	0.50732702728162959	0.67070288904898434	0.69966435957252004	0.71143180022816088	0.747327289714807
RELATION	relation_type	COARSE_FINE_CONTAINMENT	difference_cosine	2640	0.84576446540077965	0.96918171994391744	0.97991063764636566	0.98865941455248141	0.99377913951489549	0.99510922356171616	1.0000000000000002
RELATION	relation_type	RANDOM_DENSITY	raw_rms_difference	1552	0.00022041184334752089	0.0011226260224120423	0.0018130024147145541	0.0032297827889951501	0.0047332179465072732	0.0062667253181363835	0.011657614351644844
RELATION	relation_type	RANDOM_DENSITY	raw_max_abs_difference	1552	0.00072323316455618833	0.004405741192806005	0.0078821806093100702	0.014055619766795674	0.020696748733279504	0.026571374121527137	0.082257317923166484
RELATION	relation_type	RANDOM_DENSITY	raw_relative_l2	1552	0.0042369110928734063	0.0099597925687108964	0.014625803319275174	0.020659992721107898	0.027877628259185494	0.035383522722455041	0.065600126282381252
RELATION	relation_type	RANDOM_DENSITY	centered_rms_difference	1552	0.0002203924527557874	0.0010947731352515429	0.0018113308088837676	0.0031644018175961577	0.0047132894390564091	0.0061194193335079722	0.011428371525346337
RELATION	relation_type	RANDOM_DENSITY	centered_relative_l2	1552	0.0042905424469655779	0.010076423574190628	0.01475533544966225	0.020876598851174273	0.028268716192177988	0.035745497082355353	0.066672155088898677
RELATION	relation_type	RANDOM_DENSITY	centered_cosine	1552	0.99568590814817381	0.99960821972687208	0.99980608663818893	0.99991114736071829	0.99995150620296847	0.99996525350580923	0.99998160466343189
RELATION	relation_type	RANDOM_DENSITY	difference_rms_difference	1552	0.00017119379812147314	0.0011724940842167339	0.0020679262021845741	0.0035688297582589417	0.0051778372481052796	0.0064852773197346869	0.010427836844410589
RELATION	relation_type	RANDOM_DENSITY	difference_relative_l2	1552	0.010202044659647504	0.02706540246968564	0.039757019879574348	0.058714563406136518	0.076313430857493231	0.092589318256322717	0.13552569682630916
RELATION	relation_type	RANDOM_DENSITY	difference_cosine	1552	0.98481545419035366	0.99676198169284769	0.99852132385354819	0.9993004712894219	0.99963642430138633	0.99978759261475547	0.99989703218526449
RELATION	relation_type	WEIGHT_LANE	raw_rms_difference	1746	0	0.00077853287760180608	0.0016853201971055898	0.0029165925889744204	0.0043200130204355657	0.0056896933374542148	0.011167353546190152
RELATION	relation_type	WEIGHT_LANE	raw_max_abs_difference	1746	0	0.0036242279803422317	0.0086947500079628259	0.014943499839110114	0.024409253053172611	0.033369549648901278	0.073305717125964787
RELATION	relation_type	WEIGHT_LANE	raw_relative_l2	1746	0	0.0059565805758805017	0.01467923062288673	0.022853466422545921	0.039918896196596027	0.056980095436188392	0.10576867602938277
RELATION	relation_type	WEIGHT_LANE	centered_rms_difference	1746	0	0.00068780359327309131	0.0015454999984814131	0.0025457200999599236	0.0039712538107383203	0.0049675173733016225	0.010024787428598097
RELATION	relation_type	WEIGHT_LANE	centered_relative_l2	1746	0	0.0058334763776773085	0.014066692175433018	0.021289909368508633	0.034127528914608421	0.048027197449929615	0.091057969112653431
RELATION	relation_type	WEIGHT_LANE	centered_cosine	1746	0.99198075272198438	0.99976749941060961	0.99990711887404782	0.99997699638810578	1	1	1.0000000000000002
RELATION	relation_type	WEIGHT_LANE	difference_rms_difference	1746	0	0.00041621181920078196	0.0011908676242231094	0.0021697043579560079	0.003783159190964335	0.00484142055183276	0.011621779232725964
RELATION	relation_type	WEIGHT_LANE	difference_relative_l2	1746	0	0.012514719827810791	0.026600971470001303	0.041656564824875578	0.057514310274291366	0.083766256152265239	0.18985456446434454
RELATION	relation_type	WEIGHT_LANE	difference_cosine	1746	0.96602975053933904	0.99863578812865417	0.99959887194611829	0.9998731939366664	1	1.0000000000000002	1.0000000000000002
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|1	raw_rms_difference	624	0.0048121295473450027	0.0089890192949838976	0.01241152231834047	0.016272576874877331	0.02025567422144536	0.023127384294695234	0.029720741003925716
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|1	raw_max_abs_difference	624	0.013477950806369947	0.033886536170364509	0.049296356563852881	0.076759383819679949	0.11050988203971401	0.12796554912797112	0.18651468629296641
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|1	raw_relative_l2	624	0.041239228679630001	0.07688179303389947	0.10777414564346625	0.13416861291421875	0.16969231714646218	0.19776103879412973	0.25669318991319273
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|1	centered_rms_difference	624	0.0048045205997730798	0.0085578043169903563	0.012190201782354327	0.015861324890130937	0.019786183740483416	0.023008825153247155	0.029686962599337313
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|1	centered_relative_l2	624	0.041992347669296208	0.077166108126732622	0.10760228260616009	0.13414884426181306	0.16979950367905539	0.19797683417418244	0.25947223171192263
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|1	centered_cosine	624	0.93296317126339889	0.98562455931637383	0.99121014541845176	0.99576913582191251	0.99683949417670248	0.99767429589317769	0.99840694566040589
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|1	difference_rms_difference	624	0.0039232662345748612	0.0065752348219894922	0.0092117259559189001	0.013150013008901316	0.017601533091708633	0.023434534444287072	0.033862358104537034
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|1	difference_relative_l2	624	0.075576660741639407	0.12315740040113977	0.16879155201272558	0.23812175822007722	0.31493977188260075	0.39469763162743171	0.48793096895761995
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|1	difference_cosine	624	0.78936375385464541	0.95047003747475101	0.97309464684979308	0.98685939335308259	0.99268776744590226	0.99368749101821607	0.99480422368946642
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|2	raw_rms_difference	312	0.0037668160803680634	0.0059428733465696423	0.0081956044571806566	0.010500075408477416	0.014222647047738119	0.02625401234827229	0.0295207034290704
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|2	raw_max_abs_difference	312	0.01228185450905483	0.022162211153253127	0.029238020271933784	0.045262610310036172	0.071386635857500505	0.20049176525766407	0.24908207339952165
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|2	raw_relative_l2	312	0.050657082684069106	0.077159624196471516	0.11002112796598872	0.13154223003581089	0.19222845531907953	0.28463211571953645	0.32013062101968354
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|2	centered_rms_difference	312	0.0037636090196737177	0.0055195180750001807	0.0079489066909459727	0.0099171121615600367	0.013160433489506084	0.025072593147889798	0.029518094293544728
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|2	centered_relative_l2	312	0.051569017369739852	0.076055727490530411	0.10871955725844137	0.12879984382075263	0.18428931001196347	0.28383230632283435	0.32462860110998742
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|2	centered_cosine	312	0.95067352530927429	0.98682405875297829	0.99168130284490497	0.99571421226839174	0.99614817302206515	0.99701388906644106	0.99751135679604852
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|2	difference_rms_difference	312	0.0022150996760374338	0.0037935351415902341	0.004871075821890186	0.0064139795102274889	0.014065901665034249	0.018657804000545689	0.034980009391844105
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|2	difference_relative_l2	312	0.072383354431171235	0.11429894828322348	0.1552908017677791	0.19929519932922063	0.37085843245288108	0.41768227322858587	0.56124277180050031
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|2	difference_cosine	312	0.79416499281616593	0.9672809666817086	0.97824968754767139	0.98962163109472867	0.99342750739230268	0.99391145103916512	0.9952796134696974
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|4	raw_rms_difference	144	0.0018739153249618514	0.0034455813923725243	0.0049270189519832735	0.0077749871452880764	0.0097955443114281227	0.011529377843694896	0.013060211097600676
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|4	raw_max_abs_difference	144	0.0059035752349440923	0.012134761649098307	0.019974008514012258	0.063252841567058099	0.088415305047103848	0.093196695332271165	0.11057225579997737
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|4	raw_relative_l2	144	0.046465881601525816	0.084045395140643728	0.12003556290460139	0.15077589670353009	0.2049708261059669	0.24470767547086852	0.26115185633442961
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|4	centered_rms_difference	144	0.0018573355367717001	0.0030779484755691223	0.0047914376687293262	0.0076172264828282214	0.009786875428832581	0.01145606248540622	0.012462415680487837
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|4	centered_relative_l2	144	0.047169692333306999	0.07836264376989939	0.12036418944587512	0.15103559754210139	0.21091571412761809	0.24481041911830975	0.25778870414582988
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|4	centered_cosine	144	0.97206557162875384	0.98814002167434034	0.99220394781579868	0.99661667982058633	0.99707328247272509	0.99737405146557057	0.99779088465651478
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|4	difference_rms_difference	144	0.001111021988721973	0.001782893704502294	0.0028314520134779405	0.0041830410522731773	0.0069188049827735758	0.009875434238079274	0.011473645911779328
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|4	difference_relative_l2	144	0.066601132101473282	0.10248085216658634	0.16418382683550969	0.23302299355113501	0.31056878443971203	0.4241389737774921	0.47018739678203331
RELATION	relation_type_sample_factor	ADJACENT_SHELL|CMASS|4	difference_cosine	144	0.88585665326048202	0.96951319178432238	0.9792387154572364	0.99117479846734491	0.99413608488628624	0.99515532644399352	0.995640305234615
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|1	raw_rms_difference	648	0.011508973283190109	0.020433368718248253	0.0287064708925093	0.03897055428630105	0.049229113770646364	0.055009570235495735	0.084330989880271282
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|1	raw_max_abs_difference	648	0.026004449956159987	0.078746519225459555	0.12788221547267728	0.18694054044375802	0.28431504645736139	0.31891121264260192	0.42548526998598968
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|1	raw_relative_l2	648	0.053963548898643736	0.093568678657889884	0.1232244932148966	0.15966861969887297	0.1856958276154077	0.21081273544287368	0.25915217711000565
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|1	centered_rms_difference	648	0.010588702161676292	0.019760470697635309	0.02857907228308465	0.038521908963784809	0.048840375284228854	0.054366311595013622	0.083199290075926621
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|1	centered_relative_l2	648	0.054624850044951864	0.096117741584754113	0.12231838705806469	0.15698161591696644	0.18729757072118922	0.21378953164390879	0.26177796013283866
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|1	centered_cosine	648	0.96046078242504451	0.98566674968440515	0.99129132959268662	0.99348701487441815	0.99597664596553381	0.99674940660202771	0.99708794922332011
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|1	difference_rms_difference	648	0.007782846003786802	0.014721346890274926	0.018203105165382608	0.023861625872159422	0.030215823817972567	0.032243798701042006	0.039938251702862068
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|1	difference_relative_l2	648	0.10772776150376961	0.17663521951746619	0.21551455818769724	0.26753828698500193	0.32740098631486714	0.35630778146567926	0.45568561408933062
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|1	difference_cosine	648	0.82678007775595785	0.93844356232380899	0.95819922920995837	0.97177165231540319	0.98094043165723999	0.98376488126957673	0.98872928135463189
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|2	raw_rms_difference	312	0.0094951301712968492	0.012389035707540129	0.018252614750248995	0.021651422214895123	0.029276308424507156	0.036780509967776279	0.04745388893067979
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|2	raw_max_abs_difference	312	0.024413798533522525	0.049720769595778001	0.080543650486910756	0.098221020273682097	0.21027551667405472	0.23354149080090886	0.25662672607074022
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|2	raw_relative_l2	312	0.07198622371680248	0.097764371539868708	0.12252860976541266	0.14632323231862515	0.17151759298587552	0.22120989923800136	0.2694521133074137
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|2	centered_rms_difference	312	0.009002998249666298	0.011437123354427632	0.016764334583081762	0.021508895525353438	0.029275663448754759	0.036477603442123543	0.046623630839849634
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|2	centered_relative_l2	312	0.073520794097040446	0.094727733523906621	0.12127442448414044	0.14270213573270721	0.17551528091454208	0.22499426763653935	0.27183277435672409
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|2	centered_cosine	312	0.98020030388834145	0.98480690121367453	0.99098349466361724	0.99307010330906809	0.99444070749697766	0.99652610667827402	0.99708840560674472
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|2	difference_rms_difference	312	0.0051849582261530372	0.0075571835607075068	0.010690957601649726	0.012833987776571854	0.015024398552117832	0.016618981465288618	0.0183036375030971
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|2	difference_relative_l2	312	0.12913373615909624	0.17445518205817931	0.20565965759886892	0.26299804700536633	0.29491584400531901	0.30697346031246936	0.34775617676908266
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|2	difference_cosine	312	0.90709912697050887	0.94484200531579721	0.96261200339822151	0.97706903040854898	0.98255664762305417	0.98472730750316806	0.98838489245657657
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|4	raw_rms_difference	144	0.0046637797915325078	0.0076791237386084872	0.010698340492794327	0.012210979472545694	0.014030313307616874	0.016469367354187411	0.016985113579308639
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|4	raw_max_abs_difference	144	0.01441348403978988	0.021781389161531033	0.037761421063047584	0.062211876066938468	0.086295690743864006	0.088385785197234792	0.09250396950515194
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|4	raw_relative_l2	144	0.069023233650043397	0.088548691703550397	0.12956716040367672	0.16191314185805683	0.18115264592694449	0.20903834495154727	0.21203303820327618
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|4	centered_rms_difference	144	0.0045616161225580073	0.0062313428724245449	0.0095108976598035598	0.011385977661028262	0.013494991948925629	0.013668682080113978	0.013979769817020838
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|4	centered_relative_l2	144	0.0696120456188766	0.088814646995394708	0.12764003476559896	0.1442876310843916	0.1752148450371265	0.17963702870002596	0.18339308803472457
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|4	centered_cosine	144	0.97492315539270691	0.98322906177839375	0.9907696886838121	0.99379119041669428	0.99510082865109384	0.99533737848239778	0.99553360051447448
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|4	difference_rms_difference	144	0.0025660816593955395	0.0039706939797984828	0.0052882875388881182	0.0068107070205397982	0.0076396544873079736	0.0077726720599888078	0.0080776356100626528
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|4	difference_relative_l2	144	0.11766851345678894	0.16910562995799897	0.20645345318624497	0.24953163630116523	0.28409811132485246	0.29099842841807949	0.29749743573376558
RELATION	relation_type_sample_factor	ADJACENT_SHELL|LOWZ|4	difference_cosine	144	0.93014450962034845	0.95519312712593041	0.9643745130737309	0.97448817287521272	0.98496214085672429	0.98642543678915673	0.98708905838722083
RELATION	relation_type_sample_factor	CAP|CMASS|1	raw_rms_difference	324	0.008405970248910908	0.011175745040321032	0.01292084652401557	0.015965156934312649	0.021179410356813706	0.024309410323528399	0.027379630711155144
RELATION	relation_type_sample_factor	CAP|CMASS|1	raw_max_abs_difference	324	0.025109355145522122	0.041460249607221361	0.056459924709124865	0.073127149326890767	0.10574906110591167	0.12444402074888074	0.14119841340951755
RELATION	relation_type_sample_factor	CAP|CMASS|1	raw_relative_l2	324	0.067810440682399331	0.096040213397261071	0.11540694444796275	0.13580953834114812	0.18102308863100255	0.19274739117025932	0.22463935565980478
RELATION	relation_type_sample_factor	CAP|CMASS|1	centered_rms_difference	324	0.0082188349280986669	0.011010014921664915	0.012468543983765753	0.015312042262754913	0.020786701911266137	0.024025867158278456	0.027053782379193085
RELATION	relation_type_sample_factor	CAP|CMASS|1	centered_relative_l2	324	0.067965045937947249	0.093872094885284058	0.11457712756341083	0.13552815942991203	0.17935788331752481	0.1932103846538086	0.22021940844084406
RELATION	relation_type_sample_factor	CAP|CMASS|1	centered_cosine	324	0.9558899246266811	0.98484679496263972	0.98959665419789022	0.99264686696435689	0.99454771976347978	0.99537810704856844	0.9960737426479932
RELATION	relation_type_sample_factor	CAP|CMASS|1	difference_rms_difference	324	0.0055963166722766107	0.0078799725855753164	0.0097563097346162302	0.012842644904739017	0.020342683690820908	0.026078022885058127	0.032906569170858442
RELATION	relation_type_sample_factor	CAP|CMASS|1	difference_relative_l2	324	0.11215682796591722	0.14482202270628719	0.17632426789258138	0.23276303076906646	0.33272546462361013	0.39373008845297885	0.49491630375869977
RELATION	relation_type_sample_factor	CAP|CMASS|1	difference_cosine	324	0.79868656786924141	0.94758423228352351	0.97287107541056961	0.98085258700949396	0.9844793682486207	0.98608906200962398	0.98912092852106548
RELATION	relation_type_sample_factor	CAP|CMASS|2	raw_rms_difference	168	0.0055689925918118895	0.0067844442405677018	0.0074462525418111554	0.0097970238515841281	0.013002350701776688	0.019071003368618548	0.022984524264914361
RELATION	relation_type_sample_factor	CAP|CMASS|2	raw_max_abs_difference	168	0.014466188052294941	0.022941159020846077	0.030754206435422045	0.036842155786879771	0.047636199690478769	0.075178785804339704	0.12468594894198487
RELATION	relation_type_sample_factor	CAP|CMASS|2	raw_relative_l2	168	0.070791524693752647	0.09074247470093709	0.099441274034253235	0.13943380596314073	0.15456727796553865	0.18448081901640279	0.2142002074251573
RELATION	relation_type_sample_factor	CAP|CMASS|2	centered_rms_difference	168	0.0054243576770740412	0.0066379426764079565	0.0073049037624578024	0.0091425115976555803	0.012910746116376184	0.018796383893719657	0.022024775280392584
RELATION	relation_type_sample_factor	CAP|CMASS|2	centered_relative_l2	168	0.070077920089674853	0.089615681227459693	0.0972405008587158	0.13642352087719664	0.15288379024086524	0.18565651260309177	0.21064434471844146
RELATION	relation_type_sample_factor	CAP|CMASS|2	centered_cosine	168	0.9558899246266811	0.98557764526457348	0.99189485585251469	0.99299752576317424	0.99423276964328344	0.99569488792846206	0.99617284191861999
RELATION	relation_type_sample_factor	CAP|CMASS|2	difference_rms_difference	168	0.0033447472919790888	0.0040646293989429032	0.0047410276566276673	0.0069301897209794027	0.013439269439433825	0.027123107273746883	0.032906569170858463
RELATION	relation_type_sample_factor	CAP|CMASS|2	difference_relative_l2	168	0.11038321740571598	0.12654589346061998	0.14583104748361048	0.20977114671637384	0.35261660069704892	0.44197226664880396	0.49491630375870016
RELATION	relation_type_sample_factor	CAP|CMASS|2	difference_cosine	168	0.7986865678692413	0.95693768902550791	0.97994389862095388	0.98483162805985136	0.98773290032134808	0.98812550517910736	0.98939650145028069
RELATION	relation_type_sample_factor	CAP|CMASS|4	raw_rms_difference	84	0.0030292394608461785	0.0039336808657022791	0.0042099499778582711	0.0047470311444033882	0.0073630411230562222	0.0080090685541356465	0.0087585109427650437
RELATION	relation_type_sample_factor	CAP|CMASS|4	raw_max_abs_difference	84	0.0091721219757915778	0.010415933754017812	0.012625641894834972	0.021740713272548409	0.028980531470397645	0.034296511542327435	0.038631105603256055
RELATION	relation_type_sample_factor	CAP|CMASS|4	raw_relative_l2	84	0.07542829219620352	0.088418039537283569	0.097744546601947452	0.10465427500960038	0.13956808596675777	0.14535148876198262	0.15832426153165838
RELATION	relation_type_sample_factor	CAP|CMASS|4	centered_rms_difference	84	0.0028279844371790017	0.0037270198423671507	0.0038877673534018263	0.0041502684693631451	0.0072630223323701055	0.0077911849296502817	0.0086162585374174906
RELATION	relation_type_sample_factor	CAP|CMASS|4	centered_relative_l2	84	0.070775081245507812	0.086090886059861607	0.093103334084217476	0.10000052460407644	0.1404079864846435	0.14688336015506898	0.16079843277602718
RELATION	relation_type_sample_factor	CAP|CMASS|4	centered_cosine	84	0.97626306315669675	0.99102865054067157	0.99255970204493393	0.99501372144997147	0.99531115489349875	0.99552233130497991	0.99598427005714785
RELATION	relation_type_sample_factor	CAP|CMASS|4	difference_rms_difference	84	0.0018594234033882089	0.0020045185952502955	0.0026458131609343738	0.0035414635893668651	0.0085723903535555711	0.0090449259715408986	0.0098886495042711121
RELATION	relation_type_sample_factor	CAP|CMASS|4	difference_relative_l2	84	0.11064689156192531	0.11927145873044404	0.13240150717305899	0.2057328000118821	0.32548249547956992	0.34079152417149039	0.35505419787178499
RELATION	relation_type_sample_factor	CAP|CMASS|4	difference_cosine	84	0.88159189895149792	0.95788748421996461	0.98292459799542631	0.98619503411439458	0.98722369864555248	0.9876079401743254	0.98808410069883412
RELATION	relation_type_sample_factor	CAP|LOWZ|1	raw_rms_difference	336	0.015535384308463775	0.02481971766184525	0.030028896177567391	0.035299428943533974	0.040048789449363173	0.044391307339737063	0.056032642848378444
RELATION	relation_type_sample_factor	CAP|LOWZ|1	raw_max_abs_difference	336	0.035767650323712624	0.089638171220284807	0.11733470663616788	0.16526328521902606	0.19326777086921754	0.21750951059025425	0.26613318915976858
RELATION	relation_type_sample_factor	CAP|LOWZ|1	raw_relative_l2	336	0.080921438112804903	0.10617563822629687	0.13079434151942609	0.14142181850458113	0.15857702380225458	0.1618208884095759	0.19104198076057169
RELATION	relation_type_sample_factor	CAP|LOWZ|1	centered_rms_difference	336	0.014735708187655254	0.024799179618347902	0.02947870798049234	0.034565831978176573	0.039075314540535658	0.044390244872135054	0.054106738661925155
RELATION	relation_type_sample_factor	CAP|LOWZ|1	centered_relative_l2	336	0.080670144933283075	0.10826201146381434	0.12895640896937605	0.14014939720082559	0.15960745370551915	0.16461232569342074	0.19039084349929231
RELATION	relation_type_sample_factor	CAP|LOWZ|1	centered_cosine	336	0.97585684826791663	0.98493704281625682	0.98791292854351376	0.99139558749355827	0.99304702952721635	0.99346071549832493	0.99421375694894676
RELATION	relation_type_sample_factor	CAP|LOWZ|1	difference_rms_difference	336	0.011129005648885842	0.01485322699671213	0.019488541027636717	0.024925271839123166	0.028618264538625832	0.030094662744830445	0.031984909491500527
RELATION	relation_type_sample_factor	CAP|LOWZ|1	difference_relative_l2	336	0.15430006757001011	0.19376344352348152	0.22519313175937489	0.27897194703267586	0.30798020329135123	0.31673329462974387	0.34242983977044061
RELATION	relation_type_sample_factor	CAP|LOWZ|1	difference_cosine	336	0.89159975135774028	0.93126749153075672	0.95252243191762997	0.96500355628406365	0.97037586423587929	0.97200407313165627	0.97632885189165641
