artifact	bytes	sha256
R3_COVARIANCE_CELLS/CMASS_North_f1_g09.npz	1181142	8cac4b4da37977be0961b05490bcbe6d6bafe0cb8e8fe3ee75a7e95f1be70a4b
R3_COVARIANCE_CELLS/CMASS_North_f1_g10.npz	1181008	80738abde5a0dd9abc694fe1a0902a9aab03e6834b5ec587ddee62db1c2bdedf
R3_COVARIANCE_CELLS/CMASS_North_f1_g11.npz	1181617	c0337fef2f9919b741e8758ac467c071dc13b72c80236ec4811f639f99ee5fdc
R3_COVARIANCE_CELLS/CMASS_North_f1_g12.npz	1180576	5bdadc64c9c86f8d30aa0da691e9dd8948a263f7c5d107a93dfd0f21a8b76913
R3_COVARIANCE_CELLS/CMASS_North_f1_g13.npz	1180765	d22d4fa65a2c8910c33634115d209fbaf2f492b8ae7f927c7c9f9ccfe1f37209
R3_COVARIANCE_CELLS/CMASS_North_f1_g14.npz	1179544	44f541e27df1027713524ba8f72b24bc19faec6af6ab9efd294f346c45e1820f
R3_COVARIANCE_CELLS/CMASS_North_f1_g15.npz	1178747	7bdfef640e1e312fe3aa216835064d5aca704852ad752e1174e79ce038412544
R3_COVARIANCE_CELLS/CMASS_North_f1_g16.npz	1178229	f6b7e4765c998a11868d5eb6d21b8760a15e295e9a05d83240db06d5d4d1be7c
R3_COVARIANCE_CELLS/CMASS_North_f1_g17.npz	1179361	7133cefa9fda7ee14ab72f9b22fff6e99c350401915af2c64fc23c0af17bb5db
R3_COVARIANCE_CELLS/CMASS_North_f1_g18.npz	1178917	d5fd710572039ba52a185ecbbc4e0982e9278e3e7c058236406455096c140ef7
R3_COVARIANCE_CELLS/CMASS_North_f1_g19.npz	1176739	66f120b09f5d35327174532ca78e2e525a13af29926535f636eb3263efddec82
R3_COVARIANCE_CELLS/CMASS_North_f1_g20.npz	1175913	e382d2784dfb5f607c61df1dcba95397ed666eb48b746920a0ab76849b5f12c5
R3_COVARIANCE_CELLS/CMASS_North_f1_g21.npz	1176692	066374e3158843af3f7a79ca77562e02517ef5763efd718b018853dfe1d63cf7
R3_COVARIANCE_CELLS/CMASS_North_f1_g22.npz	1173454	136063ee84d8fbdfd42fb18047834d8487c55ec42b0bfbabc98abdc9515d9392
R3_COVARIANCE_CELLS/CMASS_North_f1_g23.npz	1175243	419acfdf427354fc79c94c43107ec844fc578df77caa5a3edc0886b192cd6984
R3_COVARIANCE_CELLS/CMASS_North_f1_g24.npz	1173562	9bfde99752243ff5c9ba43c6939905b1016466ded15420570b4fb1442b21ff1b
R3_COVARIANCE_CELLS/CMASS_North_f1_g25.npz	1174066	fdbaf363882693b67ca54c09d25da67d114e160b69060c4ffd404fabf6403974
R3_COVARIANCE_CELLS/CMASS_North_f1_g26.npz	1173198	acd958f20c1aada492077f47a508522362acf2191ba12a958e6280da6bb97f75
R3_COVARIANCE_CELLS/CMASS_North_f2_g00.npz	1177149	d86ed287dc0511e4036a69eb54c0cbeb8930b3586b1eb8145167b93b009ac9b1
R3_COVARIANCE_CELLS/CMASS_North_f2_g01.npz	1180708	ba76b1f660626e14262866107b2ac18c9820eea6e3f4cb9111ef9796a9e7144a
R3_COVARIANCE_CELLS/CMASS_North_f2_g02.npz	1183052	023032dde7364a4c4d30538ffedecf048d0bffef3d3bc26f14566ad76d133aae
R3_COVARIANCE_CELLS/CMASS_North_f2_g03.npz	1183394	6ffa452af19b70ecc1e0c5df367434e3c4e8a0d8b3131d4105df3230e6046cc0
R3_COVARIANCE_CELLS/CMASS_North_f2_g04.npz	1183506	57a2241d101eafa85441c7903e0c0a8ab991d3ed37ab6970ed9d4597a034aa80
R3_COVARIANCE_CELLS/CMASS_North_f2_g05.npz	1182858	1b92cf7c1d48cfac0eedcfa637bc696145b3bfdd9be440e4cf39fe9898a92316
R3_COVARIANCE_CELLS/CMASS_North_f2_g06.npz	1183240	9a7fc142e944631f37963d2ba9dd88ed0559c958be7884c9740f21b260730082
R3_COVARIANCE_CELLS/CMASS_North_f2_g07.npz	1182247	680be10eec194ef0660625bd994ace6ec5b3e5e7bbddce757386e4bc4ad658cb
R3_COVARIANCE_CELLS/CMASS_North_f2_g08.npz	1179662	7eb2ef96285dbc6c5c16b02d536cdc0af002d9f13d9486ca7d4d3b72af480437
R3_COVARIANCE_CELLS/CMASS_North_f2_g09.npz	1180294	f830da7f6af698dd611d159bdfa85aa175895b5aac11a1c5d9192bf636151eb5
R3_COVARIANCE_CELLS/CMASS_North_f2_g10.npz	1177810	7922bfdd33b26d367fb3a3fb967d7e7fe33b305a95da4ec4e5b70718ecf40a5e
R3_COVARIANCE_CELLS/CMASS_North_f2_g11.npz	1175005	625297889df4b24e734159c1701eaab8c55a0bf62d73ce2113d39f418efe75fe
R3_COVARIANCE_CELLS/CMASS_North_f2_g12.npz	1175440	480c033717319177b46957d54e3eab40617fcf30a96ae8b4e485beeecad25795
R3_COVARIANCE_CELLS/CMASS_North_f2_g13.npz	1173188	fff9681a0f5808aa5a5e14f053206f866a53148b04e65088858830132fa53577
R3_COVARIANCE_CELLS/CMASS_North_f4_g00.npz	1180082	f31951b6bc5c2520eb59faf20ded3202f51d3346e4b3ab35e17d4bda23afbc5e
R3_COVARIANCE_CELLS/CMASS_North_f4_g01.npz	1185447	48b0322bf6be9155ba541e752baac346bc174eba2fec0acefc860a4eb922539c
R3_COVARIANCE_CELLS/CMASS_North_f4_g02.npz	1185354	b40e1455c453a8b452de08272d5137d62b917bf32d79742e27326b593a4a85c8
R3_COVARIANCE_CELLS/CMASS_North_f4_g03.npz	1185409	43fbb680ad7c5a9acf2c09098bd12c90ef732c1ca5612552787ce86bf8566530
R3_COVARIANCE_CELLS/CMASS_North_f4_g04.npz	1182783	a2885a3920ec6f187ea3a98cd4fd2701ab4acd875656e3e18f369bd7391dbd40
R3_COVARIANCE_CELLS/CMASS_North_f4_g05.npz	1175937	82d5c5bcabb9e2b479c4ecf918f814adbd98ffb50ac6f0f6bb07acca62f2b781
R3_COVARIANCE_CELLS/CMASS_North_f4_g06.npz	1174859	d18eb760458a37a2872f7bc6f2c900448f8243fa55e2f00cb5d29ff256e04fb4
R3_COVARIANCE_CELLS/CMASS_South_f1_g00.npz	1422272	2846991c7ad752876c3ff58aff05ff299be3e2ce937ec9eba263fd440fa195cf
R3_COVARIANCE_CELLS/CMASS_South_f1_g01.npz	1165791	b81a18510fa29bc07f557c84cf7292fefc56dde9099a9ef22985efebc3740efa
R3_COVARIANCE_CELLS/CMASS_South_f1_g02.npz	1167804	8d9772bdc4b6dc402645c33e4220806bb44cc2f3786f2e2b95e7b8315f81815b
R3_COVARIANCE_CELLS/CMASS_South_f1_g03.npz	1168669	32785c7c046eec9a29ad2929ce94c8ea02c70c671d8fe384ae80ee6bce1bc6b4
R3_COVARIANCE_CELLS/CMASS_South_f1_g04.npz	1168197	3413ff0c0456d73030b85eab861451e51c714495a561a48b902eacb565f0e263
R3_COVARIANCE_CELLS/CMASS_South_f1_g05.npz	1167798	caee98c43cc5ce8d16e75e1b75e3dc6a3bce4e10ee49f987a40f55efc7c7c4d0
R3_COVARIANCE_CELLS/CMASS_South_f1_g06.npz	1166706	559dd7cb6a90a00d901ad030c6d555dd7d82ed6f2094c3ec75c68c072285232b
R3_COVARIANCE_CELLS/CMASS_South_f1_g07.npz	1168780	87da547a7fb2148da019923a010080d737bb7114f1c24f4fff12ca68c87af207
R3_COVARIANCE_CELLS/CMASS_South_f1_g08.npz	1168635	cdfdfecba26e962f09a2fa13408ccf5fe569b14f4473552844776c5e6321a66e
R3_COVARIANCE_CELLS/CMASS_South_f1_g09.npz	1164929	b500aa24756f4fada96114db9725b0a21a7ff9b70b0395750fedb9a63042729b
R3_COVARIANCE_CELLS/CMASS_South_f1_g10.npz	1164796	fd0076d0d536e1d4e79aedb62ca8497054fa9625e46ee21b35c55be257fafaa1
R3_COVARIANCE_CELLS/CMASS_South_f1_g11.npz	1168728	315545e4e41e77d7c7a4694c63078b87c3f01c31768fe12b7c9544206f216f5e
R3_COVARIANCE_CELLS/CMASS_South_f1_g12.npz	1168418	5b84468e61e8351da072806ff93876f9da8dc284360e4d0df83b0ff1e60d427e
R3_COVARIANCE_CELLS/CMASS_South_f1_g13.npz	1166620	2631076bd135da5e2a55db905e01af3ac1073d1260e603d6a7546df74d631aed
R3_COVARIANCE_CELLS/CMASS_South_f1_g14.npz	1167747	d12a35ab931af6e23cac3e28e76535272759af4a964920b97c62b5e94b7d6500
R3_COVARIANCE_CELLS/CMASS_South_f1_g15.npz	1166052	923cbd717bf7cc2e1fd210f3aa71486e9cd21811ba0e1ab09da767f44decfcd7
R3_COVARIANCE_CELLS/CMASS_South_f1_g16.npz	1165037	cbeac5249548186a6a7ec2caf6bb6d6ae2ad35a6b366ddf6aac4fc4ae5e530ff
R3_COVARIANCE_CELLS/CMASS_South_f1_g17.npz	1167266	9ccb24bed62fba1a41e70cc2fb8d0b14720b6d6949b4be0b4aaacdb229507ca4
R3_COVARIANCE_CELLS/CMASS_South_f1_g18.npz	1164800	d4305a142cdeefb35b55874280bb30713e663fb87399787481f5ae9c810f3dfb
R3_COVARIANCE_CELLS/CMASS_South_f1_g19.npz	1166973	50a0421f68eeabef3596d2803d99e64576bdd6ebe2cebb0891253239dd618f9d
R3_COVARIANCE_CELLS/CMASS_South_f1_g20.npz	1166090	80e1ff7cb178c8d749f45fed9e4c5eb844451c997456e7fc9f475168088f8c60
R3_COVARIANCE_CELLS/CMASS_South_f1_g21.npz	1165671	30cc6c518ee9d40adc86ca617aa1f55d13e39b7cc50555127f9b7133bff6eb08
R3_COVARIANCE_CELLS/CMASS_South_f1_g22.npz	1165745	1b8f0be86a84dd76c0ad8a14d7487d099e698ca937e31e72215ea37176615087
R3_COVARIANCE_CELLS/CMASS_South_f1_g23.npz	1165731	f70a2638bcfd7b509fa08916a7f3ceb7bb46c20c977f9843f85c4657a95365cf
R3_COVARIANCE_CELLS/CMASS_South_f1_g24.npz	1165415	6593acdacd6337e4d3d0b126416ff2ad525c0658ec216094d1c7adaac6e9e91e
R3_COVARIANCE_CELLS/CMASS_South_f1_g25.npz	1164734	11bbd82870af7991ef0a7c85fdfae7bee01d529967dc64525257b43bfb2c1f70
R3_COVARIANCE_CELLS/CMASS_South_f1_g26.npz	1163347	e3088ced7de2ea72cc8566b1cb83d42a5bd492cb6e60dda53f9e5ffb41463d15
R3_COVARIANCE_CELLS/CMASS_South_f2_g00.npz	1166658	40d5feac5b5e96af584e2a84798dcabd628832974ee3f275529a910878eadb1c
R3_COVARIANCE_CELLS/CMASS_South_f2_g01.npz	1166521	d20706823b38228df8d2b02ccb98e49a9c6f229360ea6b25f135a41f8e7db42f
R3_COVARIANCE_CELLS/CMASS_South_f2_g02.npz	1164155	e8262bc43ffa93e0f8f6bced554985af5e2d6c845cb3a0e795abca584e1c0575
R3_COVARIANCE_CELLS/CMASS_South_f2_g03.npz	1163215	824638e47a9bf5712cc30fe8864ef9bffb8f3c29ed2042371a5cacca43a0a214
R3_COVARIANCE_CELLS/CMASS_South_f2_g04.npz	1162258	f45b82d3166b4f4570cc02fc975fe36e54035a8c52f9ad4d33f2184bef1c9499
R3_COVARIANCE_CELLS/CMASS_South_f2_g05.npz	1162900	f76735f08b086560306eaa966abee0951ea490b0902383b88ebd1b8d6afd9532
R3_COVARIANCE_CELLS/CMASS_South_f2_g06.npz	1163125	791122b157e52e839e115832497624b6152895e9e18a21a2b5b7b462b010dd4b
R3_COVARIANCE_CELLS/CMASS_South_f2_g07.npz	1162536	e2133e280d4dd336a74df80624e9d356546defcf489100211f4c475cb63c51f1
R3_COVARIANCE_CELLS/CMASS_South_f2_g08.npz	1163408	f66f5c739594ff778c53dd2826aa06512a699753a402bc0d92ecb0467915d9d8
R3_COVARIANCE_CELLS/CMASS_South_f2_g09.npz	1161830	0cc16f1c6b0b5aa1293da6752858910138e320fd9c420c5f558a8bd8bc5a1feb
R3_COVARIANCE_CELLS/CMASS_South_f2_g10.npz	1162158	ca1d21cb676bb0e62c0e14fa320b16b22f0558011f14b4421f17748aeb3f6d30
R3_COVARIANCE_CELLS/CMASS_South_f2_g11.npz	1161562	a09f1af9c20a7fb05615cc4fc8057961d7bfe488c74fcea7802b45de493b00b4
R3_COVARIANCE_CELLS/CMASS_South_f2_g12.npz	1163559	124a4e6777ad506432c82a80d423df52d04da7f1521f78ca7f1eb207b8a3e429
R3_COVARIANCE_CELLS/CMASS_South_f2_g13.npz	1163343	35fdce4318fcf90c6c81948bd95f5d58a288849131d3567f69072ee9c3ef8be9
R3_COVARIANCE_CELLS/CMASS_South_f4_g00.npz	1162417	4f2b04adf1661421a9d69688a869622c7c5cc2babce1b2dd857a25c313916f96
R3_COVARIANCE_CELLS/CMASS_South_f4_g01.npz	1160729	f2ea6dc9c2e90789fa5222d98f9c8099c5dd0710539ae7576d94d80e2a713597
R3_COVARIANCE_CELLS/CMASS_South_f4_g02.npz	1160752	fa0b186430cdb4f810c52e819b4fbc75838016ad1f290522d393e19e16d73d54
R3_COVARIANCE_CELLS/CMASS_South_f4_g03.npz	1160304	a31219bb45913c5265ac540769104ae8486e831e26a53e3f1861356e83acd9d2
R3_COVARIANCE_CELLS/CMASS_South_f4_g04.npz	1159613	a9c98092ed68e11f9381bd4f2a6c0a44f9affae4e655fa764727c8f31761eb15
R3_COVARIANCE_CELLS/CMASS_South_f4_g05.npz	1159430	887fbd9326f070e8757a8d81c7cc57da19c284744b6811fb709b9188a040c8d7
R3_COVARIANCE_CELLS/CMASS_South_f4_g06.npz	1159840	5a43e761709907b433d7969eee8fee42cf2c3220a1e46e2394b08a2f425aca16
R3_COVARIANCE_CELLS/LOWZ_North_f1_g00.npz	1700217	d9942d375e207d3253bf5938e2df3a86a812c238e4407f9d20cc214e91762e15
R3_COVARIANCE_CELLS/LOWZ_North_f1_g01.npz	1140060	c2c7bc0bee5d53a3d99f15b4cfa30fa794c3241b452906d9e202db038b508bdf
R3_COVARIANCE_CELLS/LOWZ_North_f1_g02.npz	1140858	41509821ad2b1836a3fb9b052916924d5313ed57473dbfccde16575e90b23d9a
R3_COVARIANCE_CELLS/LOWZ_North_f1_g03.npz	1138351	dd013878059353b785962d71143ffe9c71b7c8d7d5a34db99112f14aa0dc846b
R3_COVARIANCE_CELLS/LOWZ_North_f1_g04.npz	1141597	a3ea97c2ca564022cdb0d6332cc9d8ae8292c2c09b77fa975499e5923ed77925
R3_COVARIANCE_CELLS/LOWZ_North_f1_g05.npz	1140285	ebfaffafaa941daf3953164e6b2e20b2023c4196fd0a7e8cfd9075c45e87db66
R3_COVARIANCE_CELLS/LOWZ_North_f1_g06.npz	1142475	d90e05a573c10b34555dae43eaa6c6cd3e572082ff7e9c5ce9c1250120d5c712
R3_COVARIANCE_CELLS/LOWZ_North_f1_g07.npz	1143436	ab2b46da9e09c8b0e3ac63319a26a2fc77a38cd40514e0a05cf97f9b780746a4
R3_COVARIANCE_CELLS/LOWZ_North_f1_g08.npz	1142382	a45e3404fe8a1c7bf07c4817f18a873e72f0c17720273f566550aadcdc02cca1
R3_COVARIANCE_CELLS/LOWZ_North_f1_g09.npz	1142847	64f8808e1dae577cb7d70a8bcef1c99e8b9769796fdb293a7a0093561d0d43e3
R3_COVARIANCE_CELLS/LOWZ_North_f1_g10.npz	1144107	57fad7a8e8bded7b6dda636dbbaebc2c37ab9faf9b45708a8b7c252f12c37599
R3_COVARIANCE_CELLS/LOWZ_North_f1_g11.npz	1143957	3073a47479e57af0ff1e96ef7c1b792927f00aa3003f7db299b8ddcb7ed04f88
R3_COVARIANCE_CELLS/LOWZ_North_f1_g12.npz	1141375	83a617edc86981be9a35f1080b9ae0caff48060cbd94fc3bd7438c5d7b9beef8
R3_COVARIANCE_CELLS/LOWZ_North_f1_g13.npz	1142386	ad73c35d324961716aa98e96b5b0594457146ac5d57ca3034701ddd84b578ef0
R3_COVARIANCE_CELLS/LOWZ_North_f1_g14.npz	1144366	3c52667a5e609ce21af6461292a6c2c7831e4a31363c241a0e0ef97b0b647178
R3_COVARIANCE_CELLS/LOWZ_North_f1_g15.npz	1143057	7cdee4db223dd4aaecde353da0e0bed9dc21a2efeecca3af1a64dab914d5266c
R3_COVARIANCE_CELLS/LOWZ_North_f1_g16.npz	1142223	13ca37486c9aa2729b361c0cfa5639704a3dc9b8372de4f5523f136f825e8f2d
R3_COVARIANCE_CELLS/LOWZ_North_f1_g17.npz	1143257	a7c76bd562e1e5d66a975c193dec16c798b3604405500dbbdaac4afe7b390e40
R3_COVARIANCE_CELLS/LOWZ_North_f1_g18.npz	1142400	5a7f5dff95f82e9abd9b6ce6b07da326feee8f0d2cb6a04d8eec97756054b6b3
R3_COVARIANCE_CELLS/LOWZ_North_f1_g19.npz	1140998	153da7bd4f64d571272749bf13feb9924f046b5d66614b6554789f264d34f1b1
R3_COVARIANCE_CELLS/LOWZ_North_f1_g20.npz	1141329	b71ac32f3e535e3895ed8d8b40bd5f1d06f025d1cb931ddbe1cdcc3a3733e1a4
R3_COVARIANCE_CELLS/LOWZ_North_f1_g21.npz	1141671	7d4afaa1e0fc64817240041c04399279ce7ca4cc2bab90afbe82a6fa40f9e055
R3_COVARIANCE_CELLS/LOWZ_North_f1_g22.npz	1143209	eaf8636f4a70d51d2870a11f33d3d91731de7e38b8008f2358a52b1c1668088b
R3_COVARIANCE_CELLS/LOWZ_North_f1_g23.npz	1142660	9b489c26137dd487e7c743dfe8caeac26bc83ebec1758ea9083b1c5a3c5b1042
R3_COVARIANCE_CELLS/LOWZ_North_f1_g24.npz	1140271	112918e51d17c60167e38b78ec7405e6228da8d8ce593efc2d1e2074cfadfca1
R3_COVARIANCE_CELLS/LOWZ_North_f1_g25.npz	1141513	93d9098889dfd90e9f158e967aae6743147ebe4ae521ccc9924b62e2dbe4c4f2
R3_COVARIANCE_CELLS/LOWZ_North_f1_g26.npz	1141588	9834437b18bc5ba4dd8e86e6bb31519baeea9217a61a38261c45f8150fa994d3
R3_COVARIANCE_CELLS/LOWZ_North_f1_g27.npz	1140740	fbd574df9232b8cc50d3777d0a256575d8196605f0b70caeef2cc0106a5bcb72
R3_COVARIANCE_CELLS/LOWZ_North_f2_g00.npz	1141643	5e5a54a21d795c8a18a2b79e9ebf97e278ec0fba86345480021432f7781accc0
R3_COVARIANCE_CELLS/LOWZ_North_f2_g01.npz	1142585	bafe7a9dc2462310e23bb31a79481907e1d00da87e30df0ef886ff0008d38eac
R3_COVARIANCE_CELLS/LOWZ_North_f2_g02.npz	1136880	b7c5c94b515dc7d537c1563574b2c6675e3d8a9a7dd6b0b5f8279c83fdb232ac
R3_COVARIANCE_CELLS/LOWZ_North_f2_g03.npz	1142280	0e8ecefc487605843414ddbb1f6311c55bc71adbe7b1734322ca85a57098b960
R3_COVARIANCE_CELLS/LOWZ_North_f2_g04.npz	1139623	fa8bc28e39a0196d3a2f69c39d79e50e7f887398ec8a0f4268d24673c063949e
R3_COVARIANCE_CELLS/LOWZ_North_f2_g05.npz	1139973	cf78ba0e3f02c69bb7d441e9b05a3be6a1ddd0545183c7519b7863476d03dc3e
R3_COVARIANCE_CELLS/LOWZ_North_f2_g06.npz	1141935	42dfe908cc507ed108ee48a533d6c23ceb277872c5a52b25bf317350907736f7
R3_COVARIANCE_CELLS/LOWZ_North_f2_g07.npz	1138334	0e66819150c4252d07e78cde83986e4391b0019c77455023d25ef8e02b645f0a
R3_COVARIANCE_CELLS/LOWZ_North_f2_g08.npz	1138582	d138d6dfdcb7ad4c524f12fb79a157261cb9f3e7ecc19ec859fe21ed552bd2cf
R3_COVARIANCE_CELLS/LOWZ_North_f2_g09.npz	1136996	227544b1e9b8db3ba0da65a84e2b6941dcfbc484df88f4f8222bc07ffac767bf
R3_COVARIANCE_CELLS/LOWZ_North_f2_g10.npz	1137545	88d49708feb594f1b04bd17c6fb4df8e2c5e194e50e9d36e28e73f3144b2bc18
R3_COVARIANCE_CELLS/LOWZ_North_f2_g11.npz	1138614	b50395da8f16e76c2eef37b942701786fecaa07123ff5d5d9d1e13ba310fe163
R3_COVARIANCE_CELLS/LOWZ_North_f2_g12.npz	1137884	efa077f8c69d5e1ef7baeeb35c121824a2c23b4de5a32537efbfca898183d22d
R3_COVARIANCE_CELLS/LOWZ_North_f2_g13.npz	1135445	b150bd03f9b9b35fddb22647e17c04816963ceec22ce123784af210a4a096a3d
R3_COVARIANCE_CELLS/LOWZ_North_f4_g00.npz	1134834	e99b9355872b845b2d4d2b982fc0d46e05d4efed4b88041fb7fe10659dccb86b
R3_COVARIANCE_CELLS/LOWZ_North_f4_g01.npz	1136040	6898e91062ef1a44033c7cc673b2a4f661fca9bff017cede72f6eb24c07c9d8f
R3_COVARIANCE_CELLS/LOWZ_North_f4_g02.npz	1135303	ca0e00525dacde19147be5adda9e1a8c774006e98cafae258133f2c5fcc532c2
R3_COVARIANCE_CELLS/LOWZ_North_f4_g03.npz	1135598	d9fa552902272448a23678febed9b69b1a15dbc8da94ff6dc9cfe4b39b553310
R3_COVARIANCE_CELLS/LOWZ_North_f4_g04.npz	1135490	5266539f37a40d032784957bb3b77a2be0a35be69d41a397d6d7b3bd7e389e55
R3_COVARIANCE_CELLS/LOWZ_North_f4_g05.npz	1135422	a49ba107a739b46b3c4d273e6ce9d34ec3661bd6e93c3438ad4268b958312123
R3_COVARIANCE_CELLS/LOWZ_North_f4_g06.npz	1134977	da0ab2e5695a2105c9e09df1d928aeb8e591b51ea4d6539d76885955ebb6bf6a
R3_COVARIANCE_CELLS/LOWZ_South_f1_g00.npz	1387657	ef97bc380845d2a29e0007b68dd17db05761476fc9b4e6f9b4abd7775e424270
R3_COVARIANCE_CELLS/LOWZ_South_f1_g01.npz	1128426	fc9427518336cbe571f9b6c59912e7fedf825057e3787b38de7258a41b484c2b
R3_COVARIANCE_CELLS/LOWZ_South_f1_g02.npz	1135045	a305937ba59c658b7f7dbcd315131fff4c24f47298ce89a6d0368369a74746f7
R3_COVARIANCE_CELLS/LOWZ_South_f1_g03.npz	1133057	03537a9827c599b9a697275b070da423e1e1c925f15e5f773c57cfc80da02fb9
R3_COVARIANCE_CELLS/LOWZ_South_f1_g04.npz	1134436	cc043ea1adba5b58f91f1b418855d2a0f09961a87b54a81eb66eea2daf1dac48
R3_COVARIANCE_CELLS/LOWZ_South_f1_g05.npz	1135419	7b0e7ed437a21e4c6a922ff41514d74f4b739436b29df2a43510a3decf39f69f
R3_COVARIANCE_CELLS/LOWZ_South_f1_g06.npz	1133010	20f8c0d8ccb791c079acf992aeafc4b938473286cee299d71e089503e1bded5e
R3_COVARIANCE_CELLS/LOWZ_South_f1_g07.npz	1133349	2e3a9eb1f0631df1947f19c7230deb1cff674e3c0d6ea2c2885ae5187706f1d3
R3_COVARIANCE_CELLS/LOWZ_South_f1_g08.npz	1136668	805d8c7d3acff71cd520340b08f8383e77fe20874f1265d5c7d6d1eb5a93b7f8
R3_COVARIANCE_CELLS/LOWZ_South_f1_g09.npz	1135273	31229ef307e843e7c8ae4920cd4b570f783a7c443de0c9cf760810eab178453b
R3_COVARIANCE_CELLS/LOWZ_South_f1_g10.npz	1135581	1afe61addfad222db0a9ef303ca193284009f7da07ae6a23993a249d81641bb8
R3_COVARIANCE_CELLS/LOWZ_South_f1_g11.npz	1130701	a129957f5330cd22dd2e85e5317edcc04d7bc720e5b9d64fd13ef65c93c30a01
R3_COVARIANCE_CELLS/LOWZ_South_f1_g12.npz	1133963	227dd2bf210b2ba1bfdc707c78a102a2e847e1afcb3fb9cfa183d7bb0d842743
R3_COVARIANCE_CELLS/LOWZ_South_f1_g13.npz	1135757	84ed6917f869ecaf707403809a86bf67b146525e3ca6446461a67d2e0d6cf505
R3_COVARIANCE_CELLS/LOWZ_South_f1_g14.npz	1132104	6a6591d8b62a5285b58121ba964ac2d0ecbaf95922bd06cc834e15a5455d033c
R3_COVARIANCE_CELLS/LOWZ_South_f1_g15.npz	1135995	f2985cef7787674d27201f4f6a481c97b1d1361b03b10f074407d7b481c7d4ae
R3_COVARIANCE_CELLS/LOWZ_South_f1_g16.npz	1139147	84ddae127fe035e4bb4d1977faca102b439a4af26e838e27be5cafcd23c9de29
R3_COVARIANCE_CELLS/LOWZ_South_f1_g17.npz	1134691	92337c6ed4272e2445abaf00a75eeb3ff973a43765dfed6b37b33c85c1c052a8
R3_COVARIANCE_CELLS/LOWZ_South_f1_g18.npz	1139925	7a23692bced6872ccf98ca5506c64cd8b91932b4b79f964a4879698896626272
R3_COVARIANCE_CELLS/LOWZ_South_f1_g19.npz	1139216	3206e1330e94b406d6b254d8ceb6717b68bd682bd1847a4d0b2151a307bfb0e6
R3_COVARIANCE_CELLS/LOWZ_South_f1_g20.npz	1139082	169127082b9e6a5ccb50278ba02956abf3829576628e2b09ad59ee1e087405d6
R3_COVARIANCE_CELLS/LOWZ_South_f1_g21.npz	1138841	f19e0a9e9be3bcafca5ba92a33c90389ffba0c3efb1ec1fa4da4e65901b484b4
R3_COVARIANCE_CELLS/LOWZ_South_f1_g22.npz	1138713	cb4b2641e7c166fb5171e32112c9dc075c725e3f7538410442a50d6a20061e4d
R3_COVARIANCE_CELLS/LOWZ_South_f1_g23.npz	1136708	596a94edbb8b075deb868435b005577baa984ae68e009d49be823ebcbb15d5ff
R3_COVARIANCE_CELLS/LOWZ_South_f1_g24.npz	1139977	ecc73a917f42abd1a7639ef094314b68fba09bab1c5e532f46273ff486048b2f
