sample	cap	nside	block_order	nested_pixel	full_random_rows	full_random_fraction	source_sha256
CMASS	North	8	19	83	222271	0.0075119858506145915	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	20	84	220435	0.0074499354435811575	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	21	85	220289	0.007445001151954316	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	22	86	218295	0.0073776108950781355	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	23	87	221906	0.007499650121547487	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	24	88	219728	0.007426041305360767	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	25	89	219828	0.007429420957159973	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	26	90	190442	0.00643627647944511	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	27	91	219402	0.007415023640495353	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	28	92	221336	0.007480386106292009	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	29	93	219953	0.007433645521908981	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	30	94	220052	0.007436991377190196	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	31	95	213915	0.0072295821462728845	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	32	96	82916	0.002802272085830178	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	33	97	199477	0.00674162801950343	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	34	99	113119	0.0038230283187445594	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	35	100	221971	0.007501846895216971	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	36	101	203185	0.006866945508218012	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	37	102	202440	0.006841767102313922	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	38	103	205319	0.006939067277613082	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	39	105	17981	0.000607695190015346	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	40	108	29242	0.0009882777791240058	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	41	109	17399	0.0005880256165439633	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	42	112	181142	0.006121968862118892	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	43	113	218473	0.007383626675280724	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	44	114	204913	0.006925345891308303	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	45	115	196341	0.0066356421390803095	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	46	116	199312	0.006736051594034739	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	47	117	140594	0.004751587650576584	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	48	118	67259	0.002273120003628394	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	49	120	6317	0.00021349260415588347	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	50	121	30	1.013895539761992e-06	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	51	128	211863	0.007160231691353164	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	52	129	218649	0.0073895748624473265	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	53	130	219040	0.007402789300982225	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	54	131	220886	0.007465177673195579	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	55	132	220084	0.007438072865765942	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	56	133	219473	0.0074174231932727895	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	57	134	218656	0.007389811438073272	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	58	135	219896	0.007431719120383434	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	59	136	215835	0.007294471460817652	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	60	137	215600	0.007286529279089516	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	61	138	217819	0.0073615237525139115	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	62	139	220801	0.007462304969166254	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	63	140	205228	0.006935991794475804	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	64	141	216351	0.007311910464101558	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	65	142	215321	0.00727710005056973	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	66	143	211634	0.007152492288732981	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	67	144	207627	0.007017069641138771	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	68	145	213798	0.007225627953667812	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	69	146	218817	0.007395252677469994	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	70	147	216112	0.007303833096301455	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	71	148	185508	0.0062695244596722545	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	72	149	3266	0.00011037942776208887	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	73	150	197938	0.006689615178313639	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	74	151	4482	0.0001514759936404416	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	75	152	219238	0.007409481011544654	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	76	153	217038	0.007335128671962108	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	77	154	181607	0.006137684242985203	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	78	155	219414	0.007415429198711258	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	79	156	166203	0.005617082679835413	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	80	158	133281	0.004504433714500602	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	81	160	212177	0.007170843798002673	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	82	161	215383	0.007279195434685238	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	83	162	220368	0.007447671076875689	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	84	163	220405	0.007448921548041395	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	85	164	221849	0.007497723720021939	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	86	165	193892	0.006552874466517739	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	87	166	221084	0.007471869383758009	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	88	167	209562	0.007082465903453419	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	89	168	218815	0.0073951850844340096	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	90	169	210225	0.007104872994882159	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	91	170	217369	0.007346315319417482	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	92	171	218642	0.007389338286821382	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	93	172	216585	0.007319818849311702	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	94	173	218484	0.007383998436978636	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	95	174	220451	0.00745047618786903	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	96	175	218774	0.007393799427196335	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	97	176	216096	0.007303292352013581	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	98	177	214265	0.007241410927570108	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	99	178	218316	0.007378320621955968	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	100	179	157609	0.005326635404211594	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	101	180	96033	0.0032455810123321127	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	102	182	8466	0.00028612132132083416	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	103	184	220574	0.007454633159582055	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	104	185	92120	0.003113335237429157	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	105	186	173221	0.005854266643103735	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	106	187	2740	9.260245929826195e-05	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	107	340	1403	4.7416514742869166e-05	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	108	341	137164	0.004635665593863796	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	109	342	26898	0.0009090587409506021	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	110	343	162567	0.005494198540416259	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	111	349	97356	0.0032902938056356165	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	112	351	24520	0.0008286906211654682	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	113	399	26309	0.000889152591853275	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	114	403	60575	0.0020472240773694223	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	115	404	52906	0.001788038580888265	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	116	405	207844	0.00702440348554305	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	117	406	215254	0.0072748356838642616	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	118	407	207849	0.0070245724681330095	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	119	408	45070	0.0015232090659024328	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	120	409	201193	0.006799622844377816	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	121	410	181809	0.006144511139619601	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	122	411	209537	0.007081620990503618	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	123	412	213914	0.007229548349754892	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	124	413	219234	0.007409345825472685	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	125	414	219992	0.007434963586110672	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	126	415	220230	0.0074430071573927835	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	127	419	45900	0.0015512601758358479	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	128	420	30630	0.0010351873460969939	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	129	421	158434	0.005354517531555049	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	130	422	182639	0.006172562249553016	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	131	423	189069	0.0063898738602420025	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	132	424	31184	0.0010539106170645988	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	133	425	177369	0.005994454599734826	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	134	426	187630	0.006341240670851419	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	135	427	212075	0.007167396553167483	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	136	428	195067	0.006592585375158417	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	137	429	217413	0.007347802366209133	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	138	430	215077	0.007268853700179666	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	139	431	219476	0.007417524582826766	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	140	432	212168	0.0071705396293407445	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	141	433	212158	0.007170201664160824	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	142	434	220169	0.007440945569795267	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	8	143	435	212332	0.007176082258291443	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
