source_id	path	source_ref	git_blob	sha256	size	role
S11	udt_global_relation_family_branch_classification_2026-08-10/SOURCE_TO_BRANCH_CROSSWALK.tsv	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_global_relation_family_branch_classification_2026-08-10/SOURCE_TO_BRANCH_CROSSWALK.tsv	fd8d6dfedee7ea72ddc4a59c15746e75ce2b0768	82892c3b00d08490d5d4f8c017462daa136cd88e5c73fa933dd2363a54927156	6933	alias-to-identity closure
S12	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/AUDIT_REPORT.md	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_branch_nonisometric_calibration_transition_audit_2026-08-10/AUDIT_REPORT.md	1e28aa9a83d594e899df637e6f954811b4577593	231cc65aa1570fafcae2049c2b5b6fc1e254afda69ec5c0188861272ef5b0ee8	4380	R17 conditional ownership ruling
S13	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md	4a52ada768c25257641e01cfdc3c67b436e8ed82	30b563b30e4ab6ac2af11c77cf28d627fa8dd400f854617cb55be1177e2f723b	9329	R17 semidirect algebra
S14	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv	9a430e98e0674d1fc2db61ab5c285f922c10d0a4	070206c8a6a9eaf87f5bc8c29199323400831ff6ac5471944090b9429872cc36	11587	24-row transition ownership census
S15	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md	2b87410de68410a8041095b6514050f6c9ccc869	aca7063029271813941e0f04e8b60124ee6e5e8abe01412bcf8d98c3743b4e5a	2640	pair-map ownership scope
S16	udt_calibrated_pair_map_owner_atlas_2026-08-09/EXACT_DERIVATION.md	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_calibrated_pair_map_owner_atlas_2026-08-09/EXACT_DERIVATION.md	b39ec05c7db7cc99dc492d469bc8aba9212eb77d	b965112f2e8250a4a11721102f7edae5b1636be2d836241e1c3e1f482f3e9422	10851	pair-surface and query algebra
S17	udt_calibrated_pair_map_owner_atlas_2026-08-09/PAIR_MAP_ATLAS.tsv	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_calibrated_pair_map_owner_atlas_2026-08-09/PAIR_MAP_ATLAS.tsv	a8e96b8810f12cd405f4bdc2fdc66016df7ba9b6	0832319f4f9462bd0f6ef9278e5ba42b90bd168e7a3c68e7b175d62ca8f6cdaa	15569	pair-map candidate classifications
S18	udt_reciprocal_calibration_state_solder_audit_2026-08-09/AUDIT_REPORT.md	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_reciprocal_calibration_state_solder_audit_2026-08-09/AUDIT_REPORT.md	bf8a09fc8c35e991adf6c8abf2fd1acc60f84d7f	62f4fe3ca80987a0642cc36973f87db2764dcf6eee176296c25448bb5f5c6241	5031	calibration-line owner scope
S19	udt_reciprocal_calibration_state_solder_audit_2026-08-09/EXACT_DERIVATION.md	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_reciprocal_calibration_state_solder_audit_2026-08-09/EXACT_DERIVATION.md	29ea7c6f3db033c6f9e863c97833a4d2efe86391	8045a1a26727812289fff57e9a958df6fd4ff8e997db6fc3576cbc2b845cb598	11351	local solder no-go and stationary prototype
S20	udt_reciprocal_calibration_state_solder_audit_2026-08-09/SOLDER_CANDIDATE_LEDGER.tsv	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_reciprocal_calibration_state_solder_audit_2026-08-09/SOLDER_CANDIDATE_LEDGER.tsv	6f6d611c705370c451fa629fdf572686e1bb2c3e	af205d3b7154444b805db0fb9b8975b16016266724d697d6639d933bc72d3248	2907	calibration candidate census
S21	udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/AUDIT_REPORT.md	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/AUDIT_REPORT.md	42213757bc6ea837d46d9d1d45f754bcda136627	a15c22901f5f8f9401fb53b04cff23a0b14c3c5f56ac7bb4f3b23882d247669e	4804	terminal readout scope
S22	udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/EXACT_DERIVATION.md	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/EXACT_DERIVATION.md	aa58f76fa4758e961e133f283894a4d6414b1495	fa0e31b16df98c3af3cf4aec878c4369642945ce35de20ab8e13b91eaf135e7a	15088	terminal compatibility algebra
S23	udt_three_observer_overlap_calibration_carry_audit_2026-08-10/EXACT_DERIVATION.md	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_three_observer_overlap_calibration_carry_audit_2026-08-10/EXACT_DERIVATION.md	3867fe6bbe43bf3df5f1d5887a2719da6af889d1	c691c14076f179c8765f9261521a4f9e2c21ab1e1c3817dfb199085098d13d1c	10789	composition and middle-state typing
S24	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv	9eb88898141dc7ada96bdf5a3aca450e1a2b5a46:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv	dba0eb181e8d923c72936d991490f9675ef35cf9	49dc9a000b9cc036569c68abb98cbea15f25293eda5c3e6d20c935de120c4039	8987	path-label and nonclosing-loop evidence
