branch_id	stable_identity	family_id	family	existence_gate	nonisometry_gate	typing_gate	composition_gate	gauge_descent_gate	branch_ownership_gate	terminal_compatibility_gate	disposition	reason	evidence
R03	FC03_TWO_CAP_P0	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R03
R03	FC03_TWO_CAP_P0	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R03
R03	FC03_TWO_CAP_P0	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R03
R03	FC03_TWO_CAP_P0	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R03	FC03_TWO_CAP_P0	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R04	FC04_TWO_CAP_P1	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	MEMBER_DEPENDENT	MEMBER_DEPENDENT	MEMBER_DEPENDENT	MEMBER_DEPENDENT	MEMBER_DEPENDENT	FAIL_CLASS_AGGREGATE_NOT_ONE_BRANCH	MEMBER_DEPENDENT	AGGREGATE_MEMBER_DEPENDENT	FC04 contains R17, R18, zero, open, and degenerate members and owns no class-wide magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R04
R04	FC04_TWO_CAP_P1	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	MEMBER_DEPENDENT	MEMBER_DEPENDENT	MEMBER_DEPENDENT	MEMBER_DEPENDENT	MEMBER_DEPENDENT	FAIL_CLASS_AGGREGATE_NOT_ONE_BRANCH	MEMBER_DEPENDENT	AGGREGATE_MEMBER_DEPENDENT	FC04 contains R17, R18, zero, open, and degenerate members and owns no class-wide magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R04
R04	FC04_TWO_CAP_P1	F03_PATH_GLOBAL_COMPLETION	path_global_completion	MEMBER_DEPENDENT	MEMBER_DEPENDENT	MEMBER_DEPENDENT	MEMBER_DEPENDENT	MEMBER_DEPENDENT	FAIL_CLASS_AGGREGATE_NOT_ONE_BRANCH	MEMBER_DEPENDENT	AGGREGATE_MEMBER_DEPENDENT	FC04 contains R17, R18, zero, open, and degenerate members and owns no class-wide magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R04
R04	FC04_TWO_CAP_P1	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R04	FC04_TWO_CAP_P1	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R05	FC05_TWO_CAP_P_GT1	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R05
R05	FC05_TWO_CAP_P_GT1	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R05
R05	FC05_TWO_CAP_P_GT1	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R05
R05	FC05_TWO_CAP_P_GT1	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R05	FC05_TWO_CAP_P_GT1	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R06	FC06_NONPRIMITIVE_CAP	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R06
R06	FC06_NONPRIMITIVE_CAP	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R06
R06	FC06_NONPRIMITIVE_CAP	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R06
R06	FC06_NONPRIMITIVE_CAP	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R06	FC06_NONPRIMITIVE_CAP	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R07	FC07_PERIODIC_TORUS_BUNDLE	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R07	FC07_PERIODIC_TORUS_BUNDLE	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R08	FC08_MIRROR_DOUBLE	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R08
R08	FC08_MIRROR_DOUBLE	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R08
R08	FC08_MIRROR_DOUBLE	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R08
R08	FC08_MIRROR_DOUBLE	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R08	FC08_MIRROR_DOUBLE	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R09	FC09_NONORIENTABLE_GLUE	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R09
R09	FC09_NONORIENTABLE_GLUE	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R09
R09	FC09_NONORIENTABLE_GLUE	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R09
R09	FC09_NONORIENTABLE_GLUE	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R09	FC09_NONORIENTABLE_GLUE	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R10	FC10_STRATIFIED_PROJECTOR	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R10
R10	FC10_STRATIFIED_PROJECTOR	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R10
R10	FC10_STRATIFIED_PROJECTOR	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R10
