source_id	path	sha256	source_role	construction_capability	obligations_addressed	ruling
S013	udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/AUDIT_REPORT.md	b2cb8ca000964e4a42a30f575ce3db7a2c7dfe0bedbbf45fff1e6f739ceb09e0	FINITE_PATH_FUNCTOR_AND_DESCENT_GATES	CONDITIONAL_ON_EXTRA_PREMISE	O02;O04;O05;O07;O11	Arbitrary transported members compose; physical functor and section remain open.
S014	udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/EXACT_DERIVATION.md	d2386f376d1303cef78294ff5a154a8a5cb3b33942e783342b13a237225b4135	FINITE_PATH_FUNCTOR_AND_DESCENT_GATES	CONDITIONAL_ON_EXTRA_PREMISE	O02;O04;O05;O07;O11	Arbitrary transported members compose; physical functor and section remain open.
S015	udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/EXTENSION_CLASS_UNIVERSE.tsv	2afa6b6ba32fd2668b16883643de4f7f67f9a5387eb7d2bf19ad175bfce0afeb	FINITE_PATH_FUNCTOR_AND_DESCENT_GATES	CONDITIONAL_ON_EXTRA_PREMISE	O02;O04;O05;O07;O11	Arbitrary transported members compose; physical functor and section remain open.
S016	udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/CLASS_GATE_MATRIX.tsv	aa55696a7dc96457bdefbf7a9c567a5652575b4072fa2f73a36fc3784f7d2e5a	FINITE_PATH_FUNCTOR_AND_DESCENT_GATES	CONDITIONAL_ON_EXTRA_PREMISE	O02;O04;O05;O07;O11	Arbitrary transported members compose; physical functor and section remain open.
S017	udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/CLASS_OUTCOMES.tsv	3cbda242f1eda94b34bd87f48087be0bdc5a1656d5e1144d06780bf46184830b	FINITE_PATH_FUNCTOR_AND_DESCENT_GATES	CONDITIONAL_ON_EXTRA_PREMISE	O02;O04;O05;O07;O11	Arbitrary transported members compose; physical functor and section remain open.
S018	udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/STATUS_LEDGER.tsv	437187d97362adfae16139d4e7fbaba2fc6d70d0ba161a9d492206ff3bbfc3fa	FINITE_PATH_FUNCTOR_AND_DESCENT_GATES	CONDITIONAL_ON_EXTRA_PREMISE	O02;O04;O05;O07;O11	Arbitrary transported members compose; physical functor and section remain open.
S019	udt_founded_pair_global_alignment_audit_2026-07-26/AUDIT_REPORT.md	bd3792bea6746c41a9edb7fd3d6ab8cb839c5cec69db4f15369a6c5c01fe4757	LOCAL_PHYSICAL_PAIR_ALIGNMENT	SUPPLIES	O01;O02;O03;O04;O06;O11	Sharpens invariant-pair lifts to one screen modulus; global assembly remains open.
S020	udt_founded_pair_global_alignment_audit_2026-07-26/EXACT_DERIVATION.md	a543982f3c0c7b9159d54104099a7e59679de90d12823729cfd15ad2eba09a2f	LOCAL_PHYSICAL_PAIR_ALIGNMENT	SUPPLIES	O01;O02;O03;O04;O06;O11	Sharpens invariant-pair lifts to one screen modulus; global assembly remains open.
S021	udt_founded_pair_global_alignment_audit_2026-07-26/ROUTE_UNIVERSE.tsv	27b45576b826e8009f51608a156b8875275b1ba55c47e0f2f98679170f3e3928	LOCAL_PHYSICAL_PAIR_ALIGNMENT	SUPPLIES	O01;O02;O03;O04;O06;O11	Sharpens invariant-pair lifts to one screen modulus; global assembly remains open.
S022	udt_founded_pair_global_alignment_audit_2026-07-26/ROUTE_OUTCOMES.tsv	afc240e07b3ca55f31ec105d3788f24ed92a643bf1c40a23af6cef93da8b8923	LOCAL_PHYSICAL_PAIR_ALIGNMENT	SUPPLIES	O01;O02;O03;O04;O06;O11	Sharpens invariant-pair lifts to one screen modulus; global assembly remains open.
S023	udt_founded_pair_global_alignment_audit_2026-07-26/SOURCE_PRECEDENCE.tsv	7703e39334b43cb3c6dc0dfc6a212c851490057be73f23d90cae73085ce96940	LOCAL_PHYSICAL_PAIR_ALIGNMENT	SUPPLIES	O01;O02;O03;O04;O06;O11	Sharpens invariant-pair lifts to one screen modulus; global assembly remains open.
S024	udt_founded_pair_global_alignment_audit_2026-07-26/STATUS_LEDGER.tsv	f87b2ca890c4bba837fd07876b5dc5846b94a3501eebf38bd3f64f1d3d0ea716	LOCAL_PHYSICAL_PAIR_ALIGNMENT	SUPPLIES	O01;O02;O03;O04;O06;O11	Sharpens invariant-pair lifts to one screen modulus; global assembly remains open.
S025	udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	b338fa5538e54951d3bcea8325b7c3a00940a45b2287805f766bf772ab2713ef	COVARIANT_LOCAL_LIFT_ATLAS	CONSTRAINS_ONLY	O02;O03;O04;O06;O09;O11	Derives the conditional lift family and exact surviving lambda modulus.
S026	udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/EXACT_DERIVATION.md	33f758c5da3e627cb7d58c42746de9199145130d63c5ccb27109b56b5f1f6bda	COVARIANT_LOCAL_LIFT_ATLAS	CONSTRAINS_ONLY	O02;O03;O04;O06;O09;O11	Derives the conditional lift family and exact surviving lambda modulus.
S027	udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/DATA_UNIVERSE.tsv	c99f7b383db897a401c7afa923fbdb58585cb1116c8ae82c3b3b96243f5031d8	COVARIANT_LOCAL_LIFT_ATLAS	CONSTRAINS_ONLY	O02;O03;O04;O06;O09;O11	Derives the conditional lift family and exact surviving lambda modulus.
S028	udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/STRATUM_UNIVERSE.tsv	c2371c245a2d2a39adf0c1ec06bcd0e7dc56796f0d84e02c75f8c58de73bdb21	COVARIANT_LOCAL_LIFT_ATLAS	CONSTRAINS_ONLY	O02;O03;O04;O06;O09;O11	Derives the conditional lift family and exact surviving lambda modulus.
S029	udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/STATUS_LEDGER.tsv	e559d7abd7e86655ec8f4e3b7ab8438eaf22b64737f31bb4ab5d27932bec5521	COVARIANT_LOCAL_LIFT_ATLAS	CONSTRAINS_ONLY	O02;O03;O04;O06;O09;O11	Derives the conditional lift family and exact surviving lambda modulus.
S030	udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730	FOUNDING_SEMANTICS	CONSTRAINS_ONLY	O04;O05;O07;O11	Derives abstract ordered comparison but selects neither endpoint nor path semantics.
S031	udt_founding_observer_comparison_semantics_audit_2026-07-27/REQUIREMENT_UNIVERSE.tsv	21f90d162c6ff837b922c3051ddd926eea10d15e6abfe966f1dd210cd3d49f9a	FOUNDING_SEMANTICS	CONSTRAINS_ONLY	O04;O05;O07;O11	Derives abstract ordered comparison but selects neither endpoint nor path semantics.
S032	udt_founding_observer_comparison_semantics_audit_2026-07-27/REQUIREMENT_OUTCOMES.tsv	83642eb30bfefeae41321b707a8c613027a9ee06de3b20c3bc87c2f02295c71e	FOUNDING_SEMANTICS	CONSTRAINS_ONLY	O04;O05;O07;O11	Derives abstract ordered comparison but selects neither endpoint nor path semantics.
S033	udt_founding_observer_comparison_semantics_audit_2026-07-27/SEMANTIC_ROUTE_UNIVERSE.tsv	19fe4028faaaa3ee90dd703bbdd891b606552f2571f49ccef5a25dfca6b3e7d4	FOUNDING_SEMANTICS	CONSTRAINS_ONLY	O04;O05;O07;O11	Derives abstract ordered comparison but selects neither endpoint nor path semantics.
S034	udt_founding_observer_comparison_semantics_audit_2026-07-27/SEMANTIC_ROUTE_OUTCOMES.tsv	cea980e71fb49edc7b27b4eb0a994395f48a330eddf6eef3c37a31a822de892a	FOUNDING_SEMANTICS	CONSTRAINS_ONLY	O04;O05;O07;O11	Derives abstract ordered comparison but selects neither endpoint nor path semantics.
S035	udt_founding_observer_comparison_semantics_audit_2026-07-27/STATUS_LEDGER.tsv	a2fa970ddfc080a411d635dfb20cce58e83c1fbe3a60bd571f2bbeda5f7ce4aa	FOUNDING_SEMANTICS	CONSTRAINS_ONLY	O04;O05;O07;O11	Derives abstract ordered comparison but selects neither endpoint nor path semantics.
S036	udt_native_reciprocal_comparison_bundle_audit_2026-07-27/AUDIT_REPORT.md	2d8fa2fe1838fc0175d352766ee11edfcbf8f770a81dfa0c539a4c064d17016c	RECIPROCAL_RESPONSE_QUERY_BUNDLE	SUPPLIES	O02;O04;O06;O07;O11	Derives the affine response bundle and tensorial transitions; finite lift and section remain open.
S037	udt_native_reciprocal_comparison_bundle_audit_2026-07-27/EXACT_DERIVATION.md	3a81c5c5b6c23218d9bfe26135c6b8225e0e41235aac712dfbdae5b53b4006fe	RECIPROCAL_RESPONSE_QUERY_BUNDLE	SUPPLIES	O02;O04;O06;O07;O11	Derives the affine response bundle and tensorial transitions; finite lift and section remain open.
S038	udt_native_reciprocal_comparison_bundle_audit_2026-07-27/BUNDLE_LAYER_OUTCOMES.tsv	ca1e3b4d842ffa8c6e87d6ba15977b9bd4fa3693bac4b4c5bb01869205078f95	RECIPROCAL_RESPONSE_QUERY_BUNDLE	SUPPLIES	O02;O04;O06;O07;O11	Derives the affine response bundle and tensorial transitions; finite lift and section remain open.
S039	udt_native_reciprocal_comparison_bundle_audit_2026-07-27/CANDIDATE_UNIVERSE.tsv	401238e3d9211d268e0bf33a6ac8245a124b9a316d6960670736e44187f789bd	RECIPROCAL_RESPONSE_QUERY_BUNDLE	SUPPLIES	O02;O04;O06;O07;O11	Derives the affine response bundle and tensorial transitions; finite lift and section remain open.
S040	udt_native_reciprocal_comparison_bundle_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	101980f913929396f240dc79a9d9b34cb75b0f143692e291fba760c37d5f4fed	RECIPROCAL_RESPONSE_QUERY_BUNDLE	SUPPLIES	O02;O04;O06;O07;O11	Derives the affine response bundle and tensorial transitions; finite lift and section remain open.
S041	udt_native_reciprocal_comparison_bundle_audit_2026-07-27/STATUS_LEDGER.tsv	7452054a8bd6c78a001cffcbb778a6fbcee9daaea5193cfca9b482db6f9d5249	RECIPROCAL_RESPONSE_QUERY_BUNDLE	SUPPLIES	O02;O04;O06;O07;O11	Derives the affine response bundle and tensorial transitions; finite lift and section remain open.
S042	udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/AUDIT_REPORT.md	c7aeeb813bd276a1bf06dff67268a7799f4e2d710edf888789db7f6278cc0b6d	PAIR_PATH_GROUPOID	CONDITIONAL_ON_EXTRA_PREMISE	O04;O05;O07;O11	Composition closes for all lambda given additive depth; metric-native depth remains open.
S043	udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/EXACT_DERIVATION.md	7e9573e5428bb2d35145adee2ee2113a67409419f0099bed8c368d8a79490dd6	PAIR_PATH_GROUPOID	CONDITIONAL_ON_EXTRA_PREMISE	O04;O05;O07;O11	Composition closes for all lambda given additive depth; metric-native depth remains open.
S044	udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/ROUTE_OUTCOMES.tsv	915acae712de71e31d2ee46e92490cc9d77451e826880840c06125a26515307d	PAIR_PATH_GROUPOID	CONDITIONAL_ON_EXTRA_PREMISE	O04;O05;O07;O11	Composition closes for all lambda given additive depth; metric-native depth remains open.
S045	udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/STRATUM_OUTCOMES.tsv	d8799bd86ad5fc086d51c9dfac5d49beecef04e8e09d989c3e9d12b128a0f4af	PAIR_PATH_GROUPOID	CONDITIONAL_ON_EXTRA_PREMISE	O04;O05;O07;O11	Composition closes for all lambda given additive depth; metric-native depth remains open.
S046	udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	ca06e0722cb8959eb7dbd9ef6e308e0f4d8d7d39b228889a15c56924f895ed90	PAIR_PATH_GROUPOID	CONDITIONAL_ON_EXTRA_PREMISE	O04;O05;O07;O11	Composition closes for all lambda given additive depth; metric-native depth remains open.
S047	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88	GLOBAL_PAIR_BUNDLE	CONSTRAINS_ONLY	O04;O05;O07;O08;O11	Global path-labelled bundle exists; endpoint collapse and signed depth remain unselected.
S048	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/EXACT_DERIVATION.md	44859e5a05c723071b7e0a5aa5f3074ffe54a1726011cd6ce4e4b7e2fe99aa56	GLOBAL_PAIR_BUNDLE	CONSTRAINS_ONLY	O04;O05;O07;O08;O11	Global path-labelled bundle exists; endpoint collapse and signed depth remain unselected.
S049	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/COMPLETION_UNIVERSE.tsv	d671ca8836b0a53c572494c89fdbc7c166546dfaa91ad8a85e2930a195bc6d6f	GLOBAL_PAIR_BUNDLE	CONSTRAINS_ONLY	O04;O05;O07;O08;O11	Global path-labelled bundle exists; endpoint collapse and signed depth remain unselected.
S050	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/COMPLETION_ASSEMBLY_ATLAS.tsv	09bb38e360afbff55cc438ebc0b283e2a5f34c02921278bcb3039f18ee0db551	GLOBAL_PAIR_BUNDLE	CONSTRAINS_ONLY	O04;O05;O07;O08;O11	Global path-labelled bundle exists; endpoint collapse and signed depth remain unselected.
S051	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/CONCRETE_CONTROL_UNIVERSE.tsv	ab287a9ea5f34ddfdece85c7aaf35be08b3b91cafa599b212cc076031d2476ae	GLOBAL_PAIR_BUNDLE	CONSTRAINS_ONLY	O04;O05;O07;O08;O11	Global path-labelled bundle exists; endpoint collapse and signed depth remain unselected.
S052	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/CONCRETE_CONTROL_ASSEMBLY.tsv	60b14e5d87df90c108deeef9f5ccf87053d33ebea969c56d6a2e314d76d5b22b	GLOBAL_PAIR_BUNDLE	CONSTRAINS_ONLY	O04;O05;O07;O08;O11	Global path-labelled bundle exists; endpoint collapse and signed depth remain unselected.
S053	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/ASSEMBLY_GATE_OUTCOMES.tsv	18347f1be015b6fe3a03bc67f7e5253120fafd140236897c3b48fdecd065c00c	GLOBAL_PAIR_BUNDLE	CONSTRAINS_ONLY	O04;O05;O07;O08;O11	Global path-labelled bundle exists; endpoint collapse and signed depth remain unselected.
S054	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	fbc7cdf83cb5744d6bd0b250646d0896ed3b0825a26732687fe70999b96efb4d	GLOBAL_PAIR_BUNDLE	CONSTRAINS_ONLY	O04;O05;O07;O08;O11	Global path-labelled bundle exists; endpoint collapse and signed depth remain unselected.
S055	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	HOLONOMY_COUNTERCONTROL	CONSTRAINS_ONLY	O04;O07;O08;O11	Full holonomy blocks ordinary endpoint descent on its bounded off-shell control.
S056	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	8e3de52c571b953ca878c6459235ff1487fb4d16029a33e7cb279cead980170b	HOLONOMY_COUNTERCONTROL	CONSTRAINS_ONLY	O04;O07;O08;O11	Full holonomy blocks ordinary endpoint descent on its bounded off-shell control.
S057	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_UNIVERSE.tsv	47fa127c14b079d52a362fb28a41ff877893b3f899091fb8fa2becaa25036181	HOLONOMY_COUNTERCONTROL	CONSTRAINS_ONLY	O04;O07;O08;O11	Full holonomy blocks ordinary endpoint descent on its bounded off-shell control.
S058	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	b18129dfddb0bc992aae7a250360c842610fced417f389a98adc64dc365aaf96	HOLONOMY_COUNTERCONTROL	CONSTRAINS_ONLY	O04;O07;O08;O11	Full holonomy blocks ordinary endpoint descent on its bounded off-shell control.
S059	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	1e007a15b7071ebe2be45ad2f81a19c4d39a3c0617fe5cf65064ab6e076a976d	COMPLETE_NONULTRASTATIC_CONFIGURATION_FAMILY	CONDITIONAL_ON_EXTRA_PREMISE	O02;O03;O05;O06;O07;O08;O10;O11;O12	Supplies coherent complete off-shell clock-angular counterfamilies but no selected profile, lambda, or equations.
S060	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d	COMPLETE_NONULTRASTATIC_CONFIGURATION_FAMILY	CONDITIONAL_ON_EXTRA_PREMISE	O02;O03;O05;O06;O07;O08;O10;O11;O12	Supplies coherent complete off-shell clock-angular counterfamilies but no selected profile, lambda, or equations.
S061	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CONFIGURATION_STRATUM_UNIVERSE.tsv	fc67b30b41a476a6047b1b9e72898e05aa0bb87404ecb302aad25bd49de8c868	COMPLETE_NONULTRASTATIC_CONFIGURATION_FAMILY	CONDITIONAL_ON_EXTRA_PREMISE	O02;O03;O05;O06;O07;O08;O10;O11;O12	Supplies coherent complete off-shell clock-angular counterfamilies but no selected profile, lambda, or equations.
S062	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CONFIGURATION_STRATUM_OUTCOMES.tsv	3e43b414f590a96ce8534572036528b037164443600e25f9872f3e5c200cb1c8	COMPLETE_NONULTRASTATIC_CONFIGURATION_FAMILY	CONDITIONAL_ON_EXTRA_PREMISE	O02;O03;O05;O06;O07;O08;O10;O11;O12	Supplies coherent complete off-shell clock-angular counterfamilies but no selected profile, lambda, or equations.
S063	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/PROPERTY_GATE_OUTCOMES.tsv	5670bfc9b64c82ba72a041b4b9a6f8a86e39bf0dd312f9ba7869a89c21a934f8	COMPLETE_NONULTRASTATIC_CONFIGURATION_FAMILY	CONDITIONAL_ON_EXTRA_PREMISE	O02;O03;O05;O06;O07;O08;O10;O11;O12	Supplies coherent complete off-shell clock-angular counterfamilies but no selected profile, lambda, or equations.
S064	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_OUTCOMES.tsv	f271a6041a871758443e6e01b352c3e4ed101fe59cdb5e3c0d3c57999a5b08e8	COMPLETE_NONULTRASTATIC_CONFIGURATION_FAMILY	CONDITIONAL_ON_EXTRA_PREMISE	O02;O03;O05;O06;O07;O08;O10;O11;O12	Supplies coherent complete off-shell clock-angular counterfamilies but no selected profile, lambda, or equations.
S065	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/STATUS_LEDGER.tsv	27cfba2fff04b761c041b2e9c2a6bc38b560c97262262ea81a4144365a0e8944	COMPLETE_NONULTRASTATIC_CONFIGURATION_FAMILY	CONDITIONAL_ON_EXTRA_PREMISE	O02;O03;O05;O06;O07;O08;O10;O11;O12	Supplies coherent complete off-shell clock-angular counterfamilies but no selected profile, lambda, or equations.
S066	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea	SEAL_LIFT_FAMILY	CONSTRAINS_ONLY	O07;O08;O09;O11	Classifies multiple conditional seal lifts without selecting a global completion.
S067	complete_coframe_seal_involution_2026-07-20/EXTENSION_FAMILY_LEDGER.tsv	67d7741273b9435e11e37b9a4f393c46b466e02e15cf4e0ded45a0f828968d19	SEAL_LIFT_FAMILY	CONSTRAINS_ONLY	O07;O08;O09;O11	Classifies multiple conditional seal lifts without selecting a global completion.
S068	complete_coframe_seal_involution_2026-07-20/COMPLETE_EXTENSION_WITNESSES.tsv	a3f5a51f31b498f619ecc0f60ba9daf726389e230f12bca245a5c11d60c456c6	SEAL_LIFT_FAMILY	CONSTRAINS_ONLY	O07;O08;O09;O11	Classifies multiple conditional seal lifts without selecting a global completion.
S069	complete_coframe_seal_involution_2026-07-20/REQUIREMENT_MATRIX.tsv	b00793a9aeb8e4a16997057942e7690a7e9a425546661ce8bec1345f675d3b36	SEAL_LIFT_FAMILY	CONSTRAINS_ONLY	O07;O08;O09;O11	Classifies multiple conditional seal lifts without selecting a global completion.
S070	complete_coframe_seal_involution_2026-07-20/STATUS_LEDGER.tsv	166c2678bc04eab622cc189654f7f54d1349571ba55108bf98fc2286b5effe6f	SEAL_LIFT_FAMILY	CONSTRAINS_ONLY	O07;O08;O09;O11	Classifies multiple conditional seal lifts without selecting a global completion.
S071	udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	COMPLETION_TAXONOMY	CONSTRAINS_ONLY	O07;O08;O09;O11	Registers completion requirements and arithmetic controls, not one selected metric.
S072	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	COMPLETION_TAXONOMY	CONSTRAINS_ONLY	O07;O08;O09;O11	Registers completion requirements and arithmetic controls, not one selected metric.
S073	udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	5319ef65da9f8a6dcf610ebfaee2a5ad8502f639e290eaea34c9cb8c8c0e33ad	COMPLETION_TAXONOMY	CONSTRAINS_ONLY	O07;O08;O09;O11	Registers completion requirements and arithmetic controls, not one selected metric.
S074	udt_finite_cell_cartan_transport_atlas_2026-07-23/AUDIT_REPORT.md	422a96a0b8ce50b1b74c0e7ea78ac9b0f6ec2d5ef8ea59c69c2b3f9941f25df7	CAUSAL_AND_CARTAN_TRANSITION_ATLAS	CONSTRAINS_ONLY	O03;O07;O08;O09	Classifies local causal persistence and degeneration; through-interface law remains open.
S075	udt_finite_cell_cartan_transport_atlas_2026-07-23/CAUSAL_TRANSITION_ATLAS.tsv	dbafaa7f3d47aab4f799172a0d2c863cc7fc7b86f9b4836cdfe972ce57805114	CAUSAL_AND_CARTAN_TRANSITION_ATLAS	CONSTRAINS_ONLY	O03;O07;O08;O09	Classifies local causal persistence and degeneration; through-interface law remains open.
S076	udt_finite_cell_cartan_transport_atlas_2026-07-23/COMPLETION_CAUSAL_CROSS.tsv	d6893363db13a0fa9e1f6acbd37c7070baf0618c81033fd69e59ae51c85d2729	CAUSAL_AND_CARTAN_TRANSITION_ATLAS	CONSTRAINS_ONLY	O03;O07;O08;O09	Classifies local causal persistence and degeneration; through-interface law remains open.
S077	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	e1e25c39cec76910ca9a96a5b9b2b13447de76a34b64deb74e3cf7ace3dbca5d	COMPLETE_BRANCH_PULLBACK	CONSTRAINS_ONLY	O02;O05;O06;O08;O11	Earlier ultrastatic controls fail founded depth; bounded conclusion retained in its source scope.
S078	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EXACT_DERIVATION.md	2d32ea44d12e5ce1d6c24fc2759cceaeb1ed97c9d0aad50bc9d9ddaefcd0685a	COMPLETE_BRANCH_PULLBACK	CONSTRAINS_ONLY	O02;O05;O06;O08;O11	Earlier ultrastatic controls fail founded depth; bounded conclusion retained in its source scope.
S079	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CONCRETE_REPRESENTATIVE_ATLAS.tsv	0d95942eac64ddc76e1de6b15a13f6fc8331c2a3b8d6466e18e776ac43e5a194	COMPLETE_BRANCH_PULLBACK	CONSTRAINS_ONLY	O02;O05;O06;O08;O11	Earlier ultrastatic controls fail founded depth; bounded conclusion retained in its source scope.
S080	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EIGHT_GATE_MATRIX.tsv	25625eefda0843e9b4b4829a79cd6c29e40d4c28dca5785f6ba9d319c0983227	COMPLETE_BRANCH_PULLBACK	CONSTRAINS_ONLY	O02;O05;O06;O08;O11	Earlier ultrastatic controls fail founded depth; bounded conclusion retained in its source scope.
