path	role	frozen_blob	frozen_sha256	frozen_size	current_sha256	unchanged_at_freeze
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	completion_classes	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	YES
udt_global_metric_assembly_atlas_2026-07-22/TORUS_MONODROMY_REGISTRY.tsv	registered_monodromies	12c21e3d57cdfca2fff96690762d3fb2b316ddea	48562720a667148a750a0835a58194ca3b411593216059cccbae3fb22e83925a	952	48562720a667148a750a0835a58194ca3b411593216059cccbae3fb22e83925a	YES
udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	cap_data	27bac08bb7dcd72b98cd3f042a4e116f441230be	9b7fa3b4d761f36e3c70276450c08c36af264ff67668b8b5b2f1073d7a7bb0a6	33328	9b7fa3b4d761f36e3c70276450c08c36af264ff67668b8b5b2f1073d7a7bb0a6	YES
udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	motif_completion_relations	e14bf302a1557b3defcbb630d6f09c6290efc4ae	5319ef65da9f8a6dcf610ebfaee2a5ad8502f639e290eaea34c9cb8c8c0e33ad	15662	5319ef65da9f8a6dcf610ebfaee2a5ad8502f639e290eaea34c9cb8c8c0e33ad	YES
udt_global_metric_assembly_atlas_2026-07-22/SELECTOR_MATRIX.tsv	selection_status	b55213992584e8ac17decdd40b18bd00a235c2a9	e8d276cb5ff88b5fa738249de1bdd1d64e09b0de7796c3c95ff67904c3c9ec12	20496	e8d276cb5ff88b5fa738249de1bdd1d64e09b0de7796c3c95ff67904c3c9ec12	YES
udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	completion_axis_rulings	33617f36c890812e5df6195eb504b571f125de95	354047b6cac9406c75b700912e2a3aab402f7dd1c32a73adc229ee2054a1502e	7446	354047b6cac9406c75b700912e2a3aab402f7dd1c32a73adc229ee2054a1502e	YES
udt_finite_cell_completion_atlas_2026-07-21/COMPATIBILITY_RELATIONS.tsv	completion_compatibility	1ee69db7735e2371ff1bd4ec6fefa89640dc1885	38a97bd1ec1699ced3441f38051d87bbc78bc2ae67b04376d553ffd76e347f3f	1644	38a97bd1ec1699ced3441f38051d87bbc78bc2ae67b04376d553ffd76e347f3f	YES
udt_finite_cell_completion_atlas_2026-07-21/JET_MATCHING_ATLAS.tsv	local_jet_matching	6eb06c6866137088063f984176a5035a505aade5	4aba486fc318dccab3497e63e3d1230c2601fe38dd73b72b46c4aebe913f6055	848	4aba486fc318dccab3497e63e3d1230c2601fe38dd73b72b46c4aebe913f6055	YES
udt_finite_cell_completion_atlas_2026-07-21/GLOBAL_OUTPUT_ATLAS.tsv	global_outputs	2502f3c5cb7b7d13bbe0974d4c5c847ab21c567a	8189c46ba29ad982906bea284f28c5ea8a571ce3d78789a8da898115758aca0f	621	8189c46ba29ad982906bea284f28c5ea8a571ce3d78789a8da898115758aca0f	YES
udt_cap_gluing_selector_2026-07-28/AUDIT_REPORT.md	cap_selector_ruling	98cf835f8e8c8828064e2e6c81248087323879bc	b6c1b373175896c4e8f857421b5c39e70a4466315a42c55db3d509cbb21053a3	5465	b6c1b373175896c4e8f857421b5c39e70a4466315a42c55db3d509cbb21053a3	YES
udt_cap_gluing_selector_2026-07-28/EXACT_DERIVATION.md	cap_gluing_algebra	0d011fa88bf067b4d26d5fde2adda521f2e582ea	132e42b9d38ab140e861786c9dbdf71ded76569b7a9e908cce0f88176df64563	17046	132e42b9d38ab140e861786c9dbdf71ded76569b7a9e908cce0f88176df64563	YES
udt_completion_scoped_realized_observable_map_2026-07-26/AUDIT_REPORT.md	completion_scoped_map	88d748e41e2cdb067549c706281b8982ce1a27c5	e4778643deb79e90cc6b433b4801bb97baccb7e0096ed38afeea20614c3c1da6	5558	e4778643deb79e90cc6b433b4801bb97baccb7e0096ed38afeea20614c3c1da6	YES
udt_completion_scoped_realized_observable_map_2026-07-26/COMPLETION_READOUT_MATRIX.tsv	completion_readouts	44ff2018b661b54973f11ba6211b316818880bc7	bda4f86290673a08667f98510a7a03acc36f55a7455cdb5dc765a24c8f13d387	109893	bda4f86290673a08667f98510a7a03acc36f55a7455cdb5dc765a24c8f13d387	YES
udt_completion_scoped_realized_observable_map_2026-07-26/RELATION_MATRIX.tsv	readout_relations	844493896f17fa895ae22e9e4a8f6534ce392946	c6638fb5d97454ffa8bc0eff28e106e5b2d4c22371c2aa284f99a9615cf3745e	1381	c6638fb5d97454ffa8bc0eff28e106e5b2d4c22371c2aa284f99a9615cf3745e	YES
udt_completion_scoped_realized_observable_map_2026-07-26/STATUS_LEDGER.tsv	map_status	2afdde1ae4d46af0f2eff1175cafe4053a20985e	aec8d88fdfc2c5dfb1228529267b2568c1a08e0589a49952cebdbf7fecf7a1aa	1967	aec8d88fdfc2c5dfb1228529267b2568c1a08e0589a49952cebdbf7fecf7a1aa	YES
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETION_DESCENT_ATLAS.tsv	general_screen_descent	50e0c5b5e55cc8d9fadb83340f6331a8815b9e16	b92c3b85268d354817b03e7f0b166c171ab8589f0ac7a108b8026d67fd7d5064	2341	b92c3b85268d354817b03e7f0b166c171ab8589f0ac7a108b8026d67fd7d5064	YES
udt_general_screen_complete_cell_atlas_2026-07-28/GLOBAL_EXISTENCE_ATLAS.tsv	general_screen_global_existence	6b0fb716a6d839e1fc118bbc97f71e7dde383301	ea1033244090666fb8e515e2dc6af50b5e064be4ac3f0b042435d1c9dbb793ff	1058	ea1033244090666fb8e515e2dc6af50b5e064be4ac3f0b042435d1c9dbb793ff	YES
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_holonomy_scope	2d52966f9c782e81d00675289fde45d6dcb12cca	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	5642	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	YES
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/CURVATURE_HOLONOMY.tsv	curvature_holonomy_data	f04291cc7d52b1f3c4efcabc4fef6c109d07e49e	01aa6329e4e9e5c0e452713213f483e74fa8ededcf960bc1c745809a22165fa5	2921	01aa6329e4e9e5c0e452713213f483e74fa8ededcf960bc1c745809a22165fa5	YES
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	holonomy_status	fc279ba08f5f4429fb070477b3aa08cadafb8380	b18129dfddb0bc992aae7a250360c842610fced417f389a98adc64dc365aaf96	1196	b18129dfddb0bc992aae7a250360c842610fced417f389a98adc64dc365aaf96	YES
udt_reduced_holonomy_condition_audit_2026-07-27/AUDIT_REPORT.md	reduced_holonomy_scope	8164a28d9f3ba15f3c13a306fb9dc117fb4406b2	e6d9d41974c540e00ba8f1787576eccd4046b208ff15545cf0604bcfce6f7eab	4720	e6d9d41974c540e00ba8f1787576eccd4046b208ff15545cf0604bcfce6f7eab	YES
udt_reduced_holonomy_condition_audit_2026-07-27/CASE_CLASSIFICATION.tsv	reduced_holonomy_cases	3eca042bcff35341826a593baf041c5120992ea4	8b616076e8a417399ab7e02c58efb00eb68bb31929c3dc44a774d4200f76f979	504	8b616076e8a417399ab7e02c58efb00eb68bb31929c3dc44a774d4200f76f979	YES
udt_reduced_holonomy_condition_audit_2026-07-27/STATUS_LEDGER.tsv	reduced_holonomy_status	5c9ee661b49b0611715f92cdf76edb91e8b3b0c6	bdacc01abf2c39afcf583ce67e8ceb1131d86e74b8768356d7ba462d11bafdea	1446	bdacc01abf2c39afcf583ce67e8ceb1131d86e74b8768356d7ba462d11bafdea	YES
udt_whole_configuration_reciprocity_audit_2026-08-01/AUDIT_REPORT.md	observer_naturality_gate	c45fd8f470e593ab67f27a4ee3db9258061b5fbe	e6022ae04eb9e12a7a87b5ddcd28c89d138c997511872b7b4b554f987baa4d87	4952	e6022ae04eb9e12a7a87b5ddcd28c89d138c997511872b7b4b554f987baa4d87	YES
udt_projector_deformation_neighborhood_audit_2026-08-01/AUDIT_REPORT.md	projector_neighborhood_scope	68267b395cfc45a5bdd27be8e7bc8c68b918491d	7fb5f9107ef96cef5fd0f9594835b2a34c379e231a6bb8d912dafa5e712b903a	6393	7fb5f9107ef96cef5fd0f9594835b2a34c379e231a6bb8d912dafa5e712b903a	YES
udt_projector_deformation_neighborhood_audit_2026-08-01/STATUS_LEDGER.tsv	projector_status	2493856c17b7037ce2b4f01027d69fa13a64e4ee	1b15bcb50976b651905c093d55a1f1da843a7b9b8ebf04a2f5c82b8de5e1086d	1680	1b15bcb50976b651905c093d55a1f1da843a7b9b8ebf04a2f5c82b8de5e1086d	YES
