source_path	source_blob	claim_identity	claim	original_status	dependency_class	regrade_class	effective_status	correction_or_reason	rerun_priority
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	full_Lorentz_real_character	full_Lorentz_real_character	DERIVED_TRIVIAL_ONLY	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_TRIVIAL_ONLY	The Lorentz/cocycle/founded-depth theorem or retained open boundary is algebraically independent of the transverse screen parameter count.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	noncollinear_angular_component	noncollinear_angular_component	DERIVED_REQUIRED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_REQUIRED	The Lorentz/cocycle/founded-depth theorem or retained open boundary is algebraically independent of the transverse screen parameter count.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	pointwise_metric_only_reciprocal_generator	pointwise_metric_only_reciprocal_generator	NO_GO_FULL_ISOTROPY	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	NO_GO_FULL_ISOTROPY	The Lorentz/cocycle/founded-depth theorem or retained open boundary is algebraically independent of the transverse screen parameter count.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	observer_query_law	observer_query_law	ALLOWED_NOT_SELECTED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	ALLOWED_NOT_SELECTED	The Lorentz/cocycle/founded-depth theorem or retained open boundary is algebraically independent of the transverse screen parameter count.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	observer_line_extension	observer_line_extension	UNIQUE_CONDITIONAL_LAMBDA_PLUS_ONE	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	UNIQUE_CONDITIONAL_LAMBDA_PLUS_ONE	The lambda lift is exact in the stated reduced SO2/self-adjoint isotropic-screen class; it is not the complete transverse metric response.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	ruler_line_extension	ruler_line_extension	UNIQUE_CONDITIONAL_LAMBDA_MINUS_ONE	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	UNIQUE_CONDITIONAL_LAMBDA_MINUS_ONE	The lambda lift is exact in the stated reduced SO2/self-adjoint isotropic-screen class; it is not the complete transverse metric response.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	ordered_pair_extension	ordered_pair_extension	DERIVED_REAL_LAMBDA_FAMILY	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_REAL_LAMBDA_FAMILY	The lambda lift is exact in the stated reduced SO2/self-adjoint isotropic-screen class; it is not the complete transverse metric response.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	stationary_Killing_depth	stationary_Killing_depth	DERIVED_BOUNDED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_BOUNDED	The Lorentz/cocycle/founded-depth theorem or retained open boundary is algebraically independent of the transverse screen parameter count.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	reducible_comparison_groupoid	reducible_comparison_groupoid	EXACT_GIVEN_INPUTS	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	EXACT_GIVEN_INPUTS	The Lorentz/cocycle/founded-depth theorem or retained open boundary is algebraically independent of the transverse screen parameter count.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	full_holonomy_endpoint_lift	full_holonomy_endpoint_lift	OBSTRUCTED_ON_REGISTERED_CONTROL	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OBSTRUCTED_ON_REGISTERED_CONTROL	The obstruction is exact for the registered tested lambda strata and is not a full-GL2 endpoint-holonomy classification.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	comparison_versus_realization_ownership	comparison_versus_realization_ownership	OPEN_SHARPENED	D6_MULTIPLE	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	OPEN_SHARPENED	The full screen adds independent shear data, so the failure to select one complete realization is stronger while the bounded Lorentz no-go remains unchanged.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	universal_whole_solution_selector_no_go	universal_whole_solution_selector_no_go	NOT_ESTABLISHED_NO_GO_PREMISES_INSUFFICIENT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	NOT_ESTABLISHED_NO_GO_PREMISES_INSUFFICIENT	The Lorentz/cocycle/founded-depth theorem or retained open boundary is algebraically independent of the transverse screen parameter count.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	founded_phi	founded_phi	DERIVED_UNCHANGED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_UNCHANGED	The Lorentz/cocycle/founded-depth theorem or retained open boundary is algebraically independent of the transverse screen parameter count.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	action_source_carrier_boundary_density_Xmax_mass_dynamics	action_source_carrier_boundary_density_Xmax_mass_dynamics	OPEN_OR_CONDITIONAL_UNCHANGED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_OR_CONDITIONAL_UNCHANGED	The Lorentz/cocycle/founded-depth theorem or retained open boundary is algebraically independent of the transverse screen parameter count.	NONE
udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	d67365433de67cea987e15fa7d21240fceb39014	overall	overall	NO_GO_PREMISES_INSUFFICIENT_STOP_WITH_EXACT_PARTIAL_NO_GO	D6_MULTIPLE	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	NO_GO_PREMISES_INSUFFICIENT_STOP_WITH_EXACT_PARTIAL_NO_GO	The full screen adds independent shear data, so the failure to select one complete realization is stronger while the bounded Lorentz no-go remains unchanged.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	source_discovery	source_discovery	FROZEN_COMPLETE_FIXED_BASE	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	FROZEN_COMPLETE_FIXED_BASE	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	founded_reciprocal_pair	founded_reciprocal_pair	DERIVED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	stationary_Killing_norm_depth	stationary_Killing_norm_depth	DERIVED_BOUNDED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_BOUNDED	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	Levi_Civita_coframe_transport	Levi_Civita_coframe_transport	DERIVED_AS_MATHEMATICS	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_AS_MATHEMATICS	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	stationary_hybrid_comparison	stationary_hybrid_comparison	AVAILABLE_CONDITIONAL_EXACT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	AVAILABLE_CONDITIONAL_EXACT	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	affine_complete_response	affine_complete_response	DERIVED_FAMILY	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_FAMILY	The seven-parameter triangular tangent family remains exact; the new finite general-screen configuration realizes part of its angular sector.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	diagonal_full_frame_extension	diagonal_full_frame_extension	DERIVED_FAMILY_GIVEN_INPUTS	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_FAMILY_GIVEN_INPUTS	The real-lambda complete family survives as an isotropic-screen subfamily, not as the complete GL2 screen family.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	complete_nonultrastatic_RxS3	complete_nonultrastatic_RxS3	DERIVED_CONFIGURATION_FAMILY	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_CONFIGURATION_FAMILY	The real-lambda complete family survives as an isotropic-screen subfamily, not as the complete GL2 screen family.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	global_completion	global_completion	DERIVED_CLASSIFICATION_MULTIPLE	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_CLASSIFICATION_MULTIPLE	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	joint_operation	joint_operation	OPEN_NONE_REGISTERED	D6_MULTIPLE	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	OPEN_NONE_REGISTERED	Zero registered candidates still pass the frozen obligations; newly exposed screen freedom supplies configurations, not a selector or joint operation.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	bootstrap	bootstrap	WORKING_UNTYPED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	WORKING_UNTYPED	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	co_presence	co_presence	WORKING_INTERPRETIVE	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	WORKING_INTERPRETIVE	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	strong_local_CSN	strong_local_CSN	INACTIVE_CHALLENGED_NOT_DERIVED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	INACTIVE_CHALLENGED_NOT_DERIVED	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	c_E_and_G_obs	c_E_and_G_obs	OBSERVED_ANCHORS	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OBSERVED_ANCHORS	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	action_source_carrier_boundary_density_Xmax_mass_dynamics	action_source_carrier_boundary_density_Xmax_mass_dynamics	OPEN_OR_CONDITIONAL_UNCHANGED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_OR_CONDITIONAL_UNCHANGED	The provenance, founded pair, stationary depth, typed transport, global multiplicity, anchors, and retained open/working stamps do not use equal screen weights as a complete response.	NONE
udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv	07887327df3692437cef37b19c71544466980a3c	overall	overall	NO_REGISTERED_JOINT_OPERATION_THREE_GAPS_RETAINED	D6_MULTIPLE	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	NO_REGISTERED_JOINT_OPERATION_THREE_GAPS_RETAINED	Zero registered candidates still pass the frozen obligations; newly exposed screen freedom supplies configurations, not a selector or joint operation.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S01	founded_clock_ruler_generator	DERIVED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S02	full_Lorentz_fixed_plane_extension	REJECTED_AS_FRAME_PRINCIPLE	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	REJECTED_AS_FRAME_PRINCIPLE	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S03	ordered_pair_SO2_self_adjoint_lift	DERIVED_FAMILY_WITH_EXPLICIT_MODULUS	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_FAMILY_WITH_EXPLICIT_MODULUS	The lambda and complete RxS3 constructions remain exact isotropic-screen subfamilies.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S04	complete_nonultrastatic_reciprocal_configuration	DERIVED_AS_EXISTENCE_CLASS	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_AS_EXISTENCE_CLASS	The lambda and complete RxS3 constructions remain exact isotropic-screen subfamilies.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S05	stationary_Killing_norm_depth	DERIVED_CONDITIONAL	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_CONDITIONAL	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S06	twist_selected_ruler	DERIVED_CONDITIONAL	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_CONDITIONAL	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
