path	family	role	dependency_hits	git_blob	sha256	bytes
H4_N4a_source_background_audit_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	47914cff66fc9905ca60a56f0786db3d2810191d	e49a9767313c1815757df40656c1d4dbd8d1eac704d3b41a5aa2cadd72847c01	8953
H4_N4rev_conditional_mass_response_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	9f95839a98d021982892d486350534846c9c25c9	95ce5e0ff2cd6c5aee9012451d15a319840925563dea18509689ae58fd70b82b	7211
H4_N4rev_sign_certification_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR;TRANSVERSE_RESPONSE	93fed917e2ba74aa1218d94c5c2ff27907b846f5	f2b9cad15d3c185388e37c027fe08fbadfe3ab97a2439e89fe4bcb11ec2f0bc5	14640
H4_N5_whole_cell_criticality_MAP.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	c32751f438747849c023337929d493f958ba485b	4c0e37a689b541bc0a95846cbe4ec982d61682a413e357f1a76e83ba7c10cfd8	22604
H4_N5a_whole_cell_criticality_rederivation_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	c425967e0e9f4f268c2f8e460ff74421709e945e	7ec48597033bbbc20abe96bb49a043cf1fe573212d6e89868790b92e3b7898bc	21769
H4_N5b_flux_budget_closure_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	65438dd002573f8c83fbf31b1b6f05b41300f49a	4834122f529845d8093f0005f74047f06274b074d24d9f1d75a8e82a84b5d4da	25285
H4_backreaction_mass_MAP.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	9ff97145d1a497291d2fa0c6eb64a957ec69f8bb	b85beb966de629438357d83deb1be9f5fb1c1049e1a01cfc58ed3f24b15358d2	21404
HANDOFF.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;PARALLEL_PAIR_SCREEN;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE;BLOCK_SCREEN	6ea1a5722e00595544638a146a0091e8b25bdbb5	d4c5c4ea3c104c73236dd8ab734ceed6c94d6c3714c58bd7c29bef2d8b4dc5c1	65987
HANDOFF_ARCHIVE.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR;TRANSVERSE_RESPONSE	b257b2563729d016a430a7378baaeb21c8b75905	23340d081d4b52d1fbb7f019f0240d79891ca2c67ccd438698c7e29ef0cc85ec	130383
INDEX.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;PARALLEL_PAIR_SCREEN;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	6f043e41386c2768e57a5596a7eb8d8e87e29a99	bfb434685c44f4514d679601b4dc7f15182a41ea8296ddb67b5507e508f70cc2	32793
LIVE.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;PARALLEL_PAIR_SCREEN;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE;BLOCK_SCREEN	21c1ccb5b68e620fa69c8179f7aac3976c263add	d4f6b32b63e38efc4f0515e17b199d23bf4d22ee1cfec484bf71121be33182ef	122730
MEMORY.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;PARALLEL_PAIR_SCREEN	75fe60f394a942d18b22f02c294a9ecf0dadad3a	1cf896dedcbc3e75dc4b21abad0bd7e0c0844fd23b44ce320d9db8cde167ea5c	7094
N5d_solver_build_plan.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR;TRANSVERSE_RESPONSE	38e405e0d9a578e6205434d54e4330f9be83428a	ce8d8fd3733e776d1b19fc0d96cd76e52221277b6db10d5303450e6f89d156b8	25896
NEGATIVES_REGISTRY.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;ROUND_OR_DIAGONAL_SCREEN	71c7cae1f659c40636537db211311f8bdb972025	981786b260b2671fdd66638b4b64d9c40a0994c1a1e09bb33f461751593d7cdc	164174
PROBLEM_STATEMENT.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	dabbd10b5a58c52ab36c67aafc55ee08ddf43ba2	dcf2a8c91b8f0347780e4cefc206a16ea4e6bdbeb71b8bb1f034160f7d3e1b02	13777
README.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;PARALLEL_PAIR_SCREEN;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	664c741748694dd870ded31f35961d53843b31c0	2931d0f11d7eb057bceae04fef1537dcde1f092db58a44b4d3c1de0681ccdb9f	11199
STATE.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;ROUND_OR_DIAGONAL_SCREEN	75004d6971e0454f42d1182d30cbb34408f2e798	acda676ebe84cbec08d5348c568ae5aa950851443c923ae0e12bf2c0eed6833f	158972
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;ROUND_OR_DIAGONAL_SCREEN	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205
UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	3236b926b6d2aa344e3ba306093d708bfdde981c	ab974da9b841eae9b9c7d2c2684765820afedddb095d320ff696961c7f70526e	12006
UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	2714438f0f96d4e94a1badc3d68e9a41d0670222	546e91e5d09b4131ddbcba608a2583e952cdcb99237353b33e47b50fd2c4b5f4	15963
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_PREREG_2026-07-18.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN	a2c155ce63a9f8b572987269c046cebf6e4cd1ce	b8d4bd4bb48cfcfb51bc85fb82d6fdd816b6e6585dd1600fdea3093e39dba457	5913
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_RETURN_2026-07-18.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN	a2b8475c90dd72b35e7c298eddbcb4db6d6ab685	71909c0d8591aea14836685c9f7dcbd9b5b9b4c5bb27878c30829dffcef13c4d	3837
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;PARALLEL_PAIR_SCREEN;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE;BLOCK_SCREEN	22fa72f6b6c274272170d6b062651b448f123058	6028c3d31a5bbb3bd356c75a9311e4d213eb83aedae030561e0ea3543934dfec	81559
angular_completeness_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	592362e178475c1c76a44e70658a7a11bef550ec	12d1f4cacec98a760bf4a0ec21de9cd31ea3e691168f05eef24f043d9b9f0889	7264
angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	angular_derivative_weight_selector_2026-07-20	PRIMARY_CLAIM_SOURCE	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	ddd5b965f7c637bf558005bf07f97cb5afeb93c4	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	11353
angular_derivative_weight_selector_2026-07-20/COMPLETENESS_SCOPE.tsv	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	0b454094f98b4e239248ada04711ff6b578359a5	1496cb44cdb73d2b425614978bd92d2728ab61bf9debf98d2737f079ccd3d99f	2488
angular_derivative_weight_selector_2026-07-20/COUNTERFAMILY_LEDGER.tsv	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	b17af164797474801d987eb81e81e390b5e3ec50	bb06f79e7b0d45e04cdfd3422b53d50f328bedc87f87556fd26a69ad12898a94	2447
angular_derivative_weight_selector_2026-07-20/DERIVATION_RESULT.json	angular_derivative_weight_selector_2026-07-20	PRIMARY_CLAIM_SOURCE	TRANSVERSE_RESPONSE	2b215535599c0faf48f545adf0e58d46dfc6625d	68e460193f4618091f1bedca157f68150767ee136752c3071e4679f057d68867	4582
angular_derivative_weight_selector_2026-07-20/INVARIANT_LEDGER.tsv	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	212fc6463cfdc0d3f9cfb58297371a2b61282d1f	f7f84d9fff648b7983f67993d9f044787ea0e2917c18c40593b45fe2134659dc	3588
angular_derivative_weight_selector_2026-07-20/LAY_DECISION_TREE.md	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	688e3d6a63c914328ac31d6493e94d567f729c6e	763f2e1b9755e3082aaf11916c6aadd2fbc44f2b9f74b24cfb06625ffc0a915f	1424
angular_derivative_weight_selector_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	42b8b397216235c8600f38c68ae9fbf6c69b9a04	e8999606b438d4bc50a4b04e1bf30fe17bfafd2d71d5e731dbdb2538a31147cb	1068
angular_derivative_weight_selector_2026-07-20/PREREGISTRATION.md	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	a576e98ff1bcf07056ee70b5620ee43d147f44ab	5e1037fdf0b0a992a68138a4140e25793e86a699dc95f586e75a016de5669082	9686
angular_derivative_weight_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	1a503cf957d1b20efb83cf75d958308f708e2602	41f68a0eed57ffa59831b4c9fc6996cbab2908c745e8a62709e03faf3b17dc29	7730
angular_derivative_weight_selector_2026-07-20/SOURCE_CENSUS.tsv	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	7ed823cc949bf46a12cfea4660858acb0cfc3b53	e7d2c3a06d2f51f2329d0490b6781dad776e516887ce5ac737875e969e02723a	962769
angular_derivative_weight_selector_2026-07-20/STATUS_LEDGER.tsv	angular_derivative_weight_selector_2026-07-20	PRIMARY_CLAIM_SOURCE	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	f99f808a46a78280cfb12031de3d58693afd551f	7610f0eef3b5f05bead9e5c969317dbfd3db1d57bd3348d7d7346e298403f37b	4401
angular_derivative_weight_selector_2026-07-20/TEST_TRANSCRIPT.txt	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	7c1643ac4eac7f6e81cac951e099f1f11c720b67	0864f26f590ea05a15db7c2ece86ad2f152947f0adc92991499df4e9cac1d985	10768
angular_derivative_weight_selector_2026-07-20/VERIFICATION_RESULT.json	angular_derivative_weight_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	08b3b881dfa8ffad80db0e145a908489b1c612f7	b4107177e18ea38d3913d5193ab46a9e36b4b9cba0ae0698e6614a60833756b7	3707
angular_lagrangian_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	89d5c93c005f2f2ec68e3aadf0adfb9a1325bab0	3f7e5d060aabeee3edb867d9e677c6ea8c5fe460b5e80c62b53e227a13356247	16829
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	angular_toric_closure_selector_2026-07-19	PRIMARY_CLAIM_SOURCE	PARALLEL_PAIR_SCREEN	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110
angular_toric_closure_selector_2026-07-19/PREREGISTRATION.md	angular_toric_closure_selector_2026-07-19	SUPPORTING_FORENSIC_SOURCE	SHEAR;PARALLEL_PAIR_SCREEN;ROUND_OR_DIAGONAL_SCREEN	d77ef091efa6c2f991106854fbe176b2e2cebe63	6628c38cc85f3873e52de12fb0578493f340fc9a86c35f416a95869900f5c264	9471
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	angular_toric_closure_selector_2026-07-19	PRIMARY_CLAIM_SOURCE	PARALLEL_PAIR_SCREEN	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	6049
asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	asymptotic_boundary_lineage_audit_2026-07-19	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	c9d732f0a1104a04bbcf945abf76ae86d12b1b89	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d	8327
asymptotic_boundary_lineage_audit_2026-07-19/GLOBAL_CLOSURE_EQUATION_LEDGER.tsv	asymptotic_boundary_lineage_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	356decfbccdb70abc20d9095b66a3fa7812339f6	cf026251e499304e2bd35cf93a1b7ed399f96fc5acada978ba53c2ce3f8b6f2a	3067
asymptotic_boundary_lineage_audit_2026-07-19/LAY_DECISION_TREE.md	asymptotic_boundary_lineage_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	f1b8f311dd0711b46c2fe920511dbdbc4d0f0bd8	348d13e3045df1124f0658dbf9822dffa4116008e886b02da002f6733cd12a7e	2577
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	bootstrap_csn_phi_angular_selector_2026-07-19	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	11250
bootstrap_csn_phi_angular_selector_2026-07-19/CANDIDATE_OPERATOR.tsv	bootstrap_csn_phi_angular_selector_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	412bde7fc5b0d78b1ca89a65117a189c6e7961aa	f59aaf5df032c77a62dc74490f59560e8dd080d9e850c6fc8a707e4299cac644	2841
bootstrap_csn_phi_angular_selector_2026-07-19/DERIVATION_RESULT.json	bootstrap_csn_phi_angular_selector_2026-07-19	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	fb890e53af1b1daf28f638271ac1d7632bf116a8	712bde0c6d0dcdf1c033a96e4a5bb8de4d197a85837d0938647a875ad3d176b0	6974
bootstrap_csn_phi_angular_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	bootstrap_csn_phi_angular_selector_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	24d280132527f227ee3151d7ee168c82d61f29e2	60a9be1b7b0f445dd1f963c3852fbf1aa70e6797309782dbb1f4d04396849be6	3290
bootstrap_csn_phi_angular_selector_2026-07-19/LAY_DECISION_TREE.md	bootstrap_csn_phi_angular_selector_2026-07-19	SUPPORTING_FORENSIC_SOURCE	SHEAR	affc78dc95126aec64847dc5fc009d008f2aa620	aad50d3670634906949257c42f9b66dd129278ad326e10eccc9988c6c07f873b	3125
bootstrap_csn_phi_angular_selector_2026-07-19/PREREGISTRATION.md	bootstrap_csn_phi_angular_selector_2026-07-19	SUPPORTING_FORENSIC_SOURCE	SHEAR	0798509d2eb5b224f81eaa6eeb8c6b73028b8808	94abca1e6ee3c553d5f4e79f0a8c277b2de367a22ccf82301683a6e76833c35c	12491
bootstrap_csn_phi_angular_selector_2026-07-19/STATUS_LEDGER.tsv	bootstrap_csn_phi_angular_selector_2026-07-19	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	d169c0ab5ed6d85d0e1bf7732dd2f11d6e65dbef	487fc2b4fed1e47b11fbe1c61325787a8bdb743227a8133f06dadfb66fc0c2ee	7141
bootstrap_variation_selector_2026-07-18/DERIVATION_REPORT.md	bootstrap_variation_selector_2026-07-18	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	78ce9bc47375e0923d87a0e28a9456d3e8ed65ab	05a84a7bfeca3d78c628a3a6a343463db11497d66c5889ac0590655728d056f9	11789
bootstrap_variation_selector_2026-07-18/DERIVATION_RESULT.json	bootstrap_variation_selector_2026-07-18	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	b7f7e7ca9bd7e238e00ff15295c05aa924e409a3	04f6999a2fdcabb043f8f63c19cf45f85a661301c1649aff8e76718114d14336	3080
boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	boundary_bootstrap_representative_selector_audit_2026-07-19	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	6d4fd032d53821ec6c3fdec8a36a9e9ba80a8a5d	5b9fd3563e02ecd8907e0ac632412e3bb1784893c1a66ff2812724f23c71d25d	9439
boundary_bootstrap_representative_selector_audit_2026-07-19/DERIVATION_RESULT.json	boundary_bootstrap_representative_selector_audit_2026-07-19	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	f548a12e2d8d55a9df2f48222e7884dbcaa5247f	50a607c37297984b61d7ad4a8b97e2497836848d60560a693ae06ffc75974ea9	3108
boundary_bootstrap_representative_selector_audit_2026-07-19/POST_PREREG_OWNER_CLARIFICATION.md	boundary_bootstrap_representative_selector_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	abefff74c1f44cb036745b6024e02fbf44d3fd7d	03f6d3c01745512cc5a3b1a97375e11bc139ebdb79e7018203ab1937a7654d4d	1606
boundary_bootstrap_representative_selector_audit_2026-07-19/SELECTOR_CANDIDATE_LEDGER.tsv	boundary_bootstrap_representative_selector_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	253ea00911f17a7fb20c8ab973049d6117e66e85	3ab011974f315ae8a1da3360e843b80d790bd2bd1dfb0ab683ed26089628aa4c	3526
branch_operator_contamination_ledger.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	855c3ea164d2ef1cbf42a829bb97d9d8ebe25e8c	bdd4988ab7cafea2ab33c1c89aae1d2dc8861fcaf0a963e2c7288434f00f8a30	13633
c2_angular_reduction_selector_2026-07-20/AUDIT_REPORT.md	c2_angular_reduction_selector_2026-07-20	PRIMARY_CLAIM_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	7b24ecc8cfdd96dcc67071ea07ae39f02522314d	7801d73e9ec2b6690c0ca023fcdce4ed6c6d507f5feb340164d13c1975f58315	9695
c2_angular_reduction_selector_2026-07-20/DERIVATION_RESULT.json	c2_angular_reduction_selector_2026-07-20	PRIMARY_CLAIM_SOURCE	SHEAR	61936010e35043c995afa117127ac0f1372ea9b8	069b91e1cccc9c19d0d799bad1ec52c862f4361ac58ae77210e4947d06b92259	3651
c2_angular_reduction_selector_2026-07-20/PREREGISTRATION.md	c2_angular_reduction_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	5f350f59e98cef469492d1f75768b1e364f9d894	7ca086221f5f335c5b3308599d5bf30b9bc428681ebe99d706fbc79c25965d3a	8281
c2_angular_reduction_selector_2026-07-20/REPOSITORY_GATES.json	c2_angular_reduction_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	bf9ea084266d8c3b9aceb549af2967e3f2252313	3535dcca01d1e88b76f445fcc881e4b34f73a9e3fdf7829cdedb085ce62099e1	11989
c2_angular_reduction_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	c2_angular_reduction_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	660a4cca5bd67a99f1c064280594b705b0021803	603a53e1722501f89f2177ca290e89f29de78dd58071ed61309c306c384a77a3	6708
c2_angular_reduction_selector_2026-07-20/SOURCE_CENSUS.tsv	c2_angular_reduction_selector_2026-07-20	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	bc666bc33ddbb7ecc1f70ec3a3b3f230718db794	bad97601314d7bf6146c11c137a9dd9d64f43e5dea083c4c830341b205ca80e3	886070
c2_angular_reduction_selector_2026-07-20/STATUS_LEDGER.tsv	c2_angular_reduction_selector_2026-07-20	PRIMARY_CLAIM_SOURCE	SHEAR	22134ffed95f928fa84647821b6f4e1d47281466	a4a27842471605a44e0220d9fea2dc6ec403bdf4fcebee6bc3c289404b2304d8	2297
c2_coupled_reciprocal_twist_onshell_2026-07-20/AUDIT_REPORT.md	c2_coupled_reciprocal_twist_onshell_2026-07-20	PRIMARY_CLAIM_SOURCE	SHEAR	414f5e9641448bf618876c984ebca43a2adb2e54	ac5cdce0b472ca84dd3df06cfa8736beb73937035f9cdf94aed2dd60d6074a46	8413
c2_coupled_reciprocal_twist_onshell_2026-07-20/LAY_DECISION_TREE.md	c2_coupled_reciprocal_twist_onshell_2026-07-20	SUPPORTING_FORENSIC_SOURCE	SHEAR	9ae3ef54553331a37cba755e8d6d3e929d2867f2	4e032ce90088e2ebf65d246937042cc9970b17949dac666e9224c528f721bb02	1754
c2_coupled_reciprocal_twist_onshell_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c2_coupled_reciprocal_twist_onshell_2026-07-20	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	0c8ed48e456df9e9c71121b848d45221488f03a8	4f9ababe3f3281ed67b306936713950c4cfd57b1fa180545c7e3b2c3c909a9e7	1281
