current_path	relationship	primary_owner	artifact_type	physics_status_source	frozen_manifest_status	migration_readiness
matter_carrier_provenance_audit_results.md	SECONDARY_CONSUMER	PARTICLE_MASS	MARKDOWN	LIVE.md:428;HANDOFF.md:100;INDEX.md:82;MEMORY.md:68;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:11	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
matter_regrade_derived_operator_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:151	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
native_dilation_weight_derivation_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:100	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
native_field_equations_constrained_two_player_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:native_field_equations_constrained_two_player_results.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
native_geometric_action_results.md	PRIMARY	NATIVE_ACTION	MARKDOWN	native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:9	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
native_readout_map_depth_size_results.md	PRIMARY	NATIVE_ACTION	MARKDOWN	NEGATIVES_REGISTRY.md:2160,2214	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
native_readout_map_selector_audit_results.md	PRIMARY	NATIVE_ACTION	MARKDOWN	SELF_STATUS_BANNER:native_readout_map_selector_audit_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_fine_N192.json	SECONDARY_CONSUMER	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_fine_N256.json	SECONDARY_CONSUMER	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_ladder_N128.json	SECONDARY_CONSUMER	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_F_verify.json	SECONDARY_CONSUMER	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_behavioral_F.py	SECONDARY_CONSUMER	PARTICLE_MASS	PYTHON	INDEX.md:36	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_behavioral_F_results.md	SECONDARY_CONSUMER	PARTICLE_MASS	MARKDOWN	LIVE.md:10,84;HANDOFF.md:57;INDEX.md:37	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_energy.py	SECONDARY_CONSUMER	PARTICLE_MASS	PYTHON	LIVE.md:99;INDEX.md:10;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:12	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
no_selector_audit_cas.py	PRIMARY	NATIVE_ACTION	PYTHON	DEPENDENCY_STATUS_SOURCE:no_selector_audit_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
no_selector_audit_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:no_selector_audit_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
pre_native_era_census.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	INDEX.md:122;NEGATIVES_REGISTRY.md:2231;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:13	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
r1_bv_inventory.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:r1_route_fork_native_derivation.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
r1_bv_main.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:native_field_equations_constrained_two_player_results.md;native_geometric_action_results.md;r1_route_fork_native_derivation.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
r1_route_fork_cas.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:PURSUIT_CHARTER_2026-07-04.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;d2b_no_structure_in_G.md;native_field_equations_constrained_two_player_results.md;native_geometric_action_results.md;r1_route_fork_native_derivation.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
r1_route_fork_native_derivation.md	PRIMARY	NATIVE_ACTION	MARKDOWN	SELF_STATUS_BANNER:r1_route_fork_native_derivation.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
relativistic_metric_rederivation_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	CANON.md:226	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_S9_native_action_honesty_results.md	SECONDARY_CONSUMER	MACRO	MARKDOWN	LIVE.md:302;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:10	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
solver_action.py	PRIMARY	NATIVE_ACTION	PYTHON	DEPENDENCY_STATUS_SOURCE:.claude/skills/no-shortcuts/SKILL.md;CROSS_MODEL_VERIFY.md;HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;archive/pre_native_coupled/EXTERNAL_AUDIT_2026-06-30.md;archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
stability_branch_follow_256_DECISION.md	SECONDARY_CONSUMER	PARTICLE_MASS	MARKDOWN	LIVE.md:11,155;MEMORY.md:24	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
udt_field_equations_derivation_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:8	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
verify_native_geo_action.py	PRIMARY	NATIVE_ACTION	PYTHON	DEPENDENCY_STATUS_SOURCE:grok/quarantine_free_DA/macro_native_FE_from_metric_CLEAN.md;native_geometric_action_results.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
verify_noNull_behavioral_F.py	SECONDARY_CONSUMER	PARTICLE_MASS	PYTHON	INDEX.md:37	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_offround_uniqueness.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:native_geometric_action_results.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
verify_udt_reciprocal_c_postulate.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md;UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md;UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md;UDT_RECIPROCAL_C_FOUNDING_POSTULATE_VERIFY_DISPATCH.md;UDT_WORKSTATION_TRANSFER_MANIFEST_2026-07-17.md;native_action_sync_audit_2026-07-17/round2_final.md	R0_FROZEN_EVIDENCE;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
verify_udt_reciprocal_c_postulate_out.txt	SECONDARY_CONSUMER	LEGACY_FROZEN	TEXT	DEPENDENCY_STATUS_SOURCE:UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md;UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md;UDT_RECIPROCAL_C_FOUNDING_POSTULATE_VERIFY_DISPATCH.md;UDT_WORKSTATION_TRANSFER_MANIFEST_2026-07-17.md;native_action_sync_audit_2026-07-17/round2_final.md;native_action_sync_audit_2026-07-17/round4_final.md	R0_FROZEN_EVIDENCE;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
whole_metric_3d_matter.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:HANDOFF_ARCHIVE.md;P1_PURITY_HARNESS_MAP.md;STATE.md;archive/EVERYTHING_ON_SOLVER_BUILD_MAP.md;archive/EVERYTHING_ON_SOLVER_P2_MAP.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/POST_POSTULATE_PROGRAM.md;archive/SOLVER_COMPLETENESS_MAP.md	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
