family	classification	path_count	ruling_basis	family_review
c2_time_fiber_shift_jacobi_2026-07-20	GENERATED_AUDIT_RECORD	8	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
c2_transverse_coframe_closure_2026-07-20	GENERATED_AUDIT_RECORD	2	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
c2_variable_lapse_selector_2026-07-20	GENERATED_AUDIT_RECORD	10	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
clock_curvature_selector_audit_2026-07-19	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
clock_curvature_selector_audit_2026-07-19	LOCAL_X_DISTINCT	3	WRL_or_local_boundary_scale	EXPLICIT_RULE
codex_rehearsal_transcript.txt	HISTORICAL_SNAPSHOT	1	historical_or_reorganization_provenance	EXPLICIT_RULE
complete_coframe_seal_involution_2026-07-20	BOUNDARY_DEPENDENT	4	requires_surface_seal_or_variation_data	EXPLICIT_RULE
complete_coframe_seal_involution_2026-07-20	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
cosine_native_reconciliation_results.md	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
derive_xmax_boost.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
derived_background_and_phi_coupling_DESIGN.md	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
external.md	HISTORICAL_SNAPSHOT	1	historical_or_reorganization_provenance	EXPLICIT_RULE
finite_cell_seal_boundary_phase_join_2026-07-20	BOUNDARY_DEPENDENT	10	requires_surface_seal_or_variation_data	EXPLICIT_RULE
finite_cell_seal_boundary_phase_join_2026-07-20	GENERATED_AUDIT_RECORD	6	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
grok	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
hygiene_baseline_correction_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
legacy	HISTORICAL_SNAPSHOT	29	historical_or_reorganization_provenance	EXPLICIT_RULE
luminosity_distance_n2_optics_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_clean_restart_from_metric_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_edge_closure_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_edge_phi_inf_CONTRACT.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_edge_phi_inf_probe.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_edge_phi_inf_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_hard_edge_asymptotics_HE1_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_native_edge_HARD_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_native_matter_after_vacuum_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_native_matter_edge_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_pathB_dilated_dust_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_pathB_dust_closure_window_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_pathB_vacuum_characterize_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_pathB_vacuum_continue_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_pathB_vacuum_edge_shoot_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_phase1_metric_only.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_phase2_fe_from_metric_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_phase3_pathA_areal.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_phase3_pathA_areal_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_phase3_pathB_freeDA_EH_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
macro_xmax_limit_FRAME.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
matter_bootstrap_dimensional_inventory_2026-07-20	GENERATED_AUDIT_RECORD	5	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
matter_bootstrap_dimensional_inventory_2026-07-20	SCALE_ONLY_UNAFFECTED	11	dimensional_or_common_homothety_use	EXPLICIT_RULE
matter_filled_background_closure_DESIGN.md	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
microphysics_E1_bv_probe.py	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
native_action_arm_c_2026-07-18	FROZEN_EVIDENCE	6	manifest_or_controller_immutability	EXPLICIT_RULE
native_action_final_adjudication_2026-07-18	FROZEN_EVIDENCE	5	manifest_or_controller_immutability	EXPLICIT_RULE
native_action_stage1_2026-07-18	FROZEN_EVIDENCE	8	manifest_or_controller_immutability	EXPLICIT_RULE
native_action_stage2_2026-07-18	FROZEN_EVIDENCE	2	manifest_or_controller_immutability	EXPLICIT_RULE
native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	19	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
native_boundary_generator_scale_audit_2026-07-19	GENERATED_AUDIT_RECORD	4	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
native_boundary_generator_scale_audit_2026-07-19	LOCAL_X_DISTINCT	8	WRL_or_local_boundary_scale	EXPLICIT_RULE
native_hopfion_topology_audit_2026-07-19	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
projective_position_direction_magnitude_correction_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	10	exact_1D_or_projective_mathematics_not_general_pair_metric	EXPLICIT_RULE
projective_position_direction_magnitude_correction_2026-07-19	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
projective_position_join_audit_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	10	exact_1D_or_projective_mathematics_not_general_pair_metric	EXPLICIT_RULE
projective_position_join_audit_2026-07-19	GENERATED_AUDIT_RECORD	5	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
reciprocal_c_clock_channel_correction_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	9	exact_1D_or_projective_mathematics_not_general_pair_metric	EXPLICIT_RULE
reciprocal_c_clock_channel_correction_2026-07-19	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
reorganization_r0	HISTORICAL_SNAPSHOT	4	historical_or_reorganization_provenance	EXPLICIT_RULE
reorganization_r1a	HISTORICAL_SNAPSHOT	3	historical_or_reorganization_provenance	EXPLICIT_RULE
reorganization_r1b	HISTORICAL_SNAPSHOT	12	historical_or_reorganization_provenance	EXPLICIT_RULE
reorganization_r1c	HISTORICAL_SNAPSHOT	2	historical_or_reorganization_provenance	EXPLICIT_RULE
rescued_workspaces	HISTORICAL_SNAPSHOT	4	historical_or_reorganization_provenance	EXPLICIT_RULE
research	GENERATED_AUDIT_RECORD	9	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
scale_breaking_closure_census_2026-07-20	GENERATED_AUDIT_RECORD	6	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
scale_breaking_closure_census_2026-07-20	SCALE_ONLY_UNAFFECTED	12	dimensional_or_common_homothety_use	EXPLICIT_RULE
simple_metric_F1_F2_dual_explore.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_F1_complete.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_J1_alt_sphere_ceiling_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_J1_build_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_J1_honesty_skeleton_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_KA_develop.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_KA_outer_and_matter.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_L_native_optical_derive_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_L_principle_closure_attack_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_L_wall_regularity_closure_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_Pell_mass_lock_derive.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_R1_path_ops_observe.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_R1_path_proper_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_R1_path_proper_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_S2_sourced_space_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_S4_reconcile_critical_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_WR_L_external_triple_blind_audit_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_c_analogy_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_c_analogy_rederive_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_cascade_C2_C5_J1.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_distance_profile_dimensional_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_elegance_SNe_character_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_hyperbolic_J1.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_hyperbolic_derive.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_hyperbolic_refine_AGENDA.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_kinetic_ledger.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_lowz_linear_native_derive.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_macro_elegance_ZOOM.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_mass_xmax_cascade.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_near_miss_explore_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_operator_inspiration_SEARCH.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_operator_inventory.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_pantheon_xmax_fit.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_pantheon_xmax_fit_fullcov.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_pantheon_xmax_fit_out.json	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
simple_metric_pantheon_xmax_fit_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_path_areal_split_observe.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_path_areal_split_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_promising_candidates_ZOOM.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_rooms_filled_local_out.json	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
simple_metric_session_self_audit_2026-07-09.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_sne_validator_reconstruct_MAP.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_sphere_ceiling.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_sphere_ceiling_select_results.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_third_path_derive.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
simple_metric_xmax_POSTULATE.md	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
stability_branch_follow_256.py	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
stability_branch_follow_256_out.json	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
stage1_edge_scan.py	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
tests	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_amplitude_volume_metric_atlas_2026-07-21	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_angular_bulk_jacobi_selector_audit_2026-07-23	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_angular_generator_branch_census_2026-07-23	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_bank_simplex_interior_atlas_2026-07-23	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_bootstrap_substrate_micro_closure_audit_2026-07-23	GENERATED_AUDIT_RECORD	6	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_canonical_geometry_evaluator_p01_2026-07-21	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_century_adjacent_mathematics_survey_2026-07-22	GENERATED_AUDIT_RECORD	5	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_chart_coframe_invariance_atlas_2026-07-21	GENERATED_AUDIT_RECORD	4	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_clock_anchor_scale_threading_audit_2026-07-22	GENERATED_AUDIT_RECORD	12	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_clock_ruler_soldering_selector_audit_2026-07-20	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_coframe_hopf_bridge_audit_2026-07-23	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_complete_connector_assembly_audit_2026-07-22	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_complete_lift_mu_closure_audit_2026-07-20	GENERATED_AUDIT_RECORD	4	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_complete_metric_intrinsic_object_audit_2026-07-23	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_complete_metric_realization_zoomout_2026-07-23	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_complete_metric_solution_space_map_2026-07-21	GENERATED_AUDIT_RECORD	6	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_complete_seal_fixed_set_selector_audit_2026-07-21	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_configuration_space_adjacency_atlas_2026-07-22	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_constructive_metric_family_atlas_2026-07-21	GENERATED_AUDIT_RECORD	3	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_csn_dphi_transport_selector_audit_2026-07-23	GENERATED_AUDIT_RECORD	4	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_dynamics_branch_ruling_p04_2026-07-21	GENERATED_AUDIT_RECORD	3	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_finite_cell_cartan_transport_atlas_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_finite_cell_completion_atlas_2026-07-21	GENERATED_AUDIT_RECORD	10	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_finite_cell_reciprocal_survival_density_audit_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_founded_constraint_atlas_p03_2026-07-21	GENERATED_AUDIT_RECORD	10	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_frame_bivector_equivariance_audit_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_free_global_seal_transversality_audit_2026-07-21	BOUNDARY_DEPENDENT	13	requires_surface_seal_or_variation_data	EXPLICIT_RULE
udt_free_global_seal_transversality_audit_2026-07-21	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_full_equation_variation_p05_2026-07-21	GENERATED_AUDIT_RECORD	3	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_global_coframe_cocycle_audit_2026-07-20	GENERATED_AUDIT_RECORD	4	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_global_kinematic_assembly_p03g_2026-07-21	GENERATED_AUDIT_RECORD	12	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_global_metric_assembly_atlas_2026-07-22	GENERATED_AUDIT_RECORD	8	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_global_reciprocal_closure_audit_2026-07-20	BOUNDARY_DEPENDENT	14	requires_surface_seal_or_variation_data	EXPLICIT_RULE
udt_global_reciprocal_closure_audit_2026-07-20	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_global_reciprocal_persistence_selector_audit_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_gr_subtraction_reciprocal_connection_audit_2026-07-21	GENERATED_AUDIT_RECORD	3	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_hopf_realization_deformation_audit_2026-07-23	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_independent_amplitude_metric_atlas_2026-07-21	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_instrument_motif_atlas_2026-07-21	GENERATED_AUDIT_RECORD	2	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23	EDGE_CONFLATION	23	one_radial_boundary_inferred_from_Xmax_working_frame	EXPLICIT_RULE
udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_joint_invariant_subspace_atlas_2026-07-21	GENERATED_AUDIT_RECORD	6	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
