candidate_id	path	git_blob	sha256	size_bytes	matching_lines
X0015	UDT_XMAX_STATUS_CLARIFICATION_2026-07-15.md	6b01ad9424a26c549a970fbcac9cd6f011cabe09	bd82e07c252fa3aa055e9e4029b964f8a4e415fd50097dd5cec8a6ba928850a1	4134	21
X0016	angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	ddd5b965f7c637bf558005bf07f97cb5afeb93c4	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	11353	8
X0017	angular_derivative_weight_selector_2026-07-20/CATCH_PROOFS.tsv	036fb00705956b3aad0459bce82a897847f22206	0f65d8508d072cf024d47638b2fd47cca0795930db1e059e73352ca55a18aaca	1030	2
X0018	angular_derivative_weight_selector_2026-07-20/COMPLETENESS_SCOPE.tsv	0b454094f98b4e239248ada04711ff6b578359a5	1496cb44cdb73d2b425614978bd92d2728ab61bf9debf98d2737f079ccd3d99f	2488	1
X0019	angular_derivative_weight_selector_2026-07-20/COUNTERFAMILY_LEDGER.tsv	b17af164797474801d987eb81e81e390b5e3ec50	bb06f79e7b0d45e04cdfd3422b53d50f328bedc87f87556fd26a69ad12898a94	2447	1
X0020	angular_derivative_weight_selector_2026-07-20/DERIVATION_RESULT.json	2b215535599c0faf48f545adf0e58d46dfc6625d	68e460193f4618091f1bedca157f68150767ee136752c3071e4679f057d68867	4582	4
X0021	angular_derivative_weight_selector_2026-07-20/INVARIANT_LEDGER.tsv	212fc6463cfdc0d3f9cfb58297371a2b61282d1f	f7f84d9fff648b7983f67993d9f044787ea0e2917c18c40593b45fe2134659dc	3588	1
X0022	angular_derivative_weight_selector_2026-07-20/LAY_DECISION_TREE.md	688e3d6a63c914328ac31d6493e94d567f729c6e	763f2e1b9755e3082aaf11916c6aadd2fbc44f2b9f74b24cfb06625ffc0a915f	1424	1
X0023	angular_derivative_weight_selector_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	42b8b397216235c8600f38c68ae9fbf6c69b9a04	e8999606b438d4bc50a4b04e1bf30fe17bfafd2d71d5e731dbdb2538a31147cb	1068	1
X0024	angular_derivative_weight_selector_2026-07-20/PREREGISTRATION.md	a576e98ff1bcf07056ee70b5620ee43d147f44ab	5e1037fdf0b0a992a68138a4140e25793e86a699dc95f586e75a016de5669082	9686	9
X0025	angular_derivative_weight_selector_2026-07-20/REPOSITORY_GATES.json	697e47a981106138f6d1fd796f1efc74bc4b196a	cffab2ce148956dca9326f5c883b04f1f99f19d9f60d8456ae33fd6cf0a8d45b	11890	5
X0026	angular_derivative_weight_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	1a503cf957d1b20efb83cf75d958308f708e2602	41f68a0eed57ffa59831b4c9fc6996cbab2908c745e8a62709e03faf3b17dc29	7730	4
X0027	angular_derivative_weight_selector_2026-07-20/SOURCE_CENSUS.tsv	7ed823cc949bf46a12cfea4660858acb0cfc3b53	e7d2c3a06d2f51f2329d0490b6781dad776e516887ce5ac737875e969e02723a	962769	85
X0028	angular_derivative_weight_selector_2026-07-20/STATUS_LEDGER.tsv	f99f808a46a78280cfb12031de3d58693afd551f	7610f0eef3b5f05bead9e5c969317dbfd3db1d57bd3348d7d7346e298403f37b	4401	3
X0029	angular_derivative_weight_selector_2026-07-20/VERIFICATION_RESULT.json	08b3b881dfa8ffad80db0e145a908489b1c612f7	b4107177e18ea38d3913d5193ab46a9e36b4b9cba0ae0698e6614a60833756b7	3707	3
X0030	angular_derivative_weight_selector_2026-07-20/build_source_adjudication.py	5382fb1260347128366610a1dd741c9a8d08a030	78dc4e1134f833cb1e993b3a6f8eff4cbce1ded8cad26daa967ccfab0e9567ad	9818	4
X0031	angular_derivative_weight_selector_2026-07-20/derive_angular_weight_selector.py	ca3f380e5ecc5cbc0575c4ec0d420bf5ffa03114	5140abfdc7c52c7d0d6e9c1e40d3a8a57db7e1aea7e353ed2ecb1d781d794194	10767	5
X0032	angular_derivative_weight_selector_2026-07-20/verify_angular_weight_selector.py	7c81f8c8de5d26b130bce2f4aa73c9b9b188eea7	23ee6840c6c4c2eb2fe7a409b9781944ac12c440f29aacc06eb5384448e8c256	20119	7
X0033	angular_derivative_weight_selector_2026-07-20/verify_repository_gates.py	63ce78c184ee1939601fcaf2505a1c0183a5f1e0	ff863749d59b15221a0249324b14f6cd99b8f58a844adc2837fbcf7baed52926	7274	1
X0034	archive/LIVE_historical_frontier_through_2026-07-08.md	ce39d216162e17c4443f4fca2b8bc5234c1e1e58	a8af477d8538f9c246149b0e71562cb863315445cc4cc3b88e5ae066a0236454	17168	6
X0035	archive/LIVE_xmax_homogeneity_detour_2026-07-07.md	676ff29899b261547d5d8fb7cfe641d887a6fae0	c29712c89e468d433acbe52bd6d3ebf3ed660feab3e6880af2081db99a565513	4219	5
X0036	archive/native_action_chat_2026-07-14_15/README.md	9244f8b205e140c9cd3b89ca1a9c8a0108018886	fd8a82af291f52383d0bf545d3b362b070f14ba26c8b038dfe4bb65af2095d94	2197	1
X0037	archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_DERIVATION_RESULTS.md	ced16f07266ae352d3d42b8f14735f3344ed31a4	757b007426a67b8657cbd44d8b20aa809ce00f6a6b04456b791d5dad5e3594a4	15004	1
X0038	archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_VERIFY_DISPATCH.md	6cb7712448c8f26c92a3a8d527b67a921edeb4ec	a6fd7b8b7319c2c8e123fbca8bf7d9de6e603384daeaacc7a71cb9fa2973a7b1	5426	2
X0039	archive/native_action_chat_2026-07-14_15/UDT_NATIVE_ACTION_NONCOLD_DERIVATION_RESULTS.md	1bb4f2bed9ab477c527a1700162270a70bf2872e	00c852b38a40877de5830b6bb3544ee5abbb19f363cb19b9b6ed497ccfcbb739	18980	1
X0040	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_DERIVATION_RESULTS.md	0f5077ceab15b6356f9f08da2462b59fde22fcc6	60239f92223635292218081c2a3517a151ea69d52e5d7ed2adf1d20ab5b3d1e7	11235	1
X0041	archive/udt_max_distance_invariance_FRAME.md	6813ce249d3c2f60d12d562971b4c4a23c10631e	8825239fa2832fdf713214996889a62893684a47e4d0d243e61b80657fce9d10	9962	20
X0042	archive/udt_xmax_boost_derivation_results.md	00dba0724f6327f68b410ac18a1c45fe31e239fe	1b61891833e8334342e30a446d0c4579beefb8291570afe77a0bc4c40452d0f9	8974	39
X0043	asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	c9d732f0a1104a04bbcf945abf76ae86d12b1b89	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d	8327	11
X0044	asymptotic_boundary_lineage_audit_2026-07-19/BOUNDARY_OBJECT_LEDGER.tsv	875cdb45192cad4fb3af7c01d0e6e0a4104e8833	ea6703c6ffb91b0ce8d770877aba0e6a668904be67ec2683f7722a3de2995222	3450	4
X0045	asymptotic_boundary_lineage_audit_2026-07-19/CANDIDATE_UNIVERSE.tsv	554b5d5c8efb6cbae16c2a2d0724dc38149db4cf	01af5af758db85fb85491617ec234e81363c3ad6c3af4b6de5c811e62df52d88	397151	85
X0046	asymptotic_boundary_lineage_audit_2026-07-19/DERIVATION_RESULT.json	0118ad6f38e04f270e9c68423cc054b92f3e338a	0c250a4b77777c3b8cfbafc47b04ab645254acb073faac93f3e7482eafa0b5e1	3434	2
X0047	asymptotic_boundary_lineage_audit_2026-07-19/EXTERNAL_REVIEW_PROMPT.md	bbc1ff9cb4425755c12ceff68c4b4005f9e71d45	78931a7d9cc66301b59496c734091652d8139901142201a61a006dc9408268f5	2188	2
X0048	asymptotic_boundary_lineage_audit_2026-07-19/GLOBAL_CLOSURE_EQUATION_LEDGER.tsv	356decfbccdb70abc20d9095b66a3fa7812339f6	cf026251e499304e2bd35cf93a1b7ed399f96fc5acada978ba53c2ce3f8b6f2a	3067	8
X0049	asymptotic_boundary_lineage_audit_2026-07-19/LAY_DECISION_TREE.md	f1b8f311dd0711b46c2fe920511dbdbc4d0f0bd8	348d13e3045df1124f0658dbf9822dffa4116008e886b02da002f6733cd12a7e	2577	8
X0050	asymptotic_boundary_lineage_audit_2026-07-19/MASS_PROVENANCE_LEDGER.tsv	0f24d62f4691829da977968f6d3715bf5b59cef7	ea607e7526103dd9ed89a2fcb320e70c9695c58847c6d6f24ca986a3a8c8d353	1983	1
X0051	asymptotic_boundary_lineage_audit_2026-07-19/PREREGISTRATION.md	322f091e1adf592f0c9185f7f6594f815d286670	e5a951fcd193ba0dafacf6120d06c6c67ac98f762c81e7e4353540570f7f03e1	7874	9
X0052	asymptotic_boundary_lineage_audit_2026-07-19/QUANTITY_LIMIT_LEDGER.tsv	a5cc1280e99152af5ca88190855da4a428f97f57	6266b58edb322a28febeef74bb3a906399088e3d71374c1cfec8f9f9da3fbc52	5525	2
X0053	asymptotic_boundary_lineage_audit_2026-07-19/REPOSITORY_GATES.json	3e843cbda0c3593d131796ba92c902259377f9fc	cebf28d90593e5e3a0d7316f8980558f4ed0e742e5991a6ae544b5a25d85d98b	11838	5
X0054	asymptotic_boundary_lineage_audit_2026-07-19/SOURCE_ADJUDICATION.tsv	ee2ca5a841b59ccf34290638a157b6fb6c631c86	eddc78d3a520a18017904c90da8cbb0768783c79d9e5786b562c14824143afaf	21708	13
X0055	asymptotic_boundary_lineage_audit_2026-07-19/STATUS_LEDGER.tsv	fd2c981e9c7280fbfea5e751a2c11dcea5f54aef	8d227adc2463acbabe3367b84240d7cbc31f49f7f84bbb7a89b2e95371407221	4405	3
X0056	asymptotic_boundary_lineage_audit_2026-07-19/SURFACE_IDENTITY_MATRIX.tsv	12480abf6076c6916c9073b20ba78c7d55287d4a	7c911811b68235ff40b9dabdc617e091f8b629e977852b183fc9441d528a58da	2116	2
X0057	asymptotic_boundary_lineage_audit_2026-07-19/build_candidate_universe.py	e28abb67c60822adc51f29369dca97e61287e1c6	47fa66d7d206fcdf0ffafa439c25352844a6c7efa4c96025332ec2eb728abe54	8395	3
X0058	asymptotic_boundary_lineage_audit_2026-07-19/build_source_adjudication.py	9e7a8e1f0c527cb7c9268e3353bab6240ee1c986	d896e8ac015685da809791b40186d34aafdd0c9de4738e57995b0de0ff138f95	9102	4
X0059	asymptotic_boundary_lineage_audit_2026-07-19/derive_boundary_limits.py	ed61221b7e09ba13d869ed034e106e44de22c563	2e7b024c10ce5292fc18ef87ecdc4ffd1630cf1e83be65f831108acb772fbb6c	7723	2
X0060	asymptotic_boundary_lineage_audit_2026-07-19/verify_boundary_lineage.py	8e0ec21ccae0a7b8f3fcae5d32850f00bc78e25c	d5550cd162323152333f06e89c1957ad74a3d6e72aeac27eb04e3a25fbaeb7cc	16020	7
X0061	asymptotic_boundary_lineage_audit_2026-07-19/verify_repository_gates.py	4afd439ada84bd6e43b0060a9b7e5f7f932e87ab	6d73381d7510022eaff7918a70ee49ae6a1e4db534f3b9ee2c0ad7952947765a	8170	1
X0062	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	6d4fd032d53821ec6c3fdec8a36a9e9ba80a8a5d	5b9fd3563e02ecd8907e0ac632412e3bb1784893c1a66ff2812724f23c71d25d	9439	24
X0063	boundary_bootstrap_representative_selector_audit_2026-07-19/DERIVATION_RESULT.json	f548a12e2d8d55a9df2f48222e7884dbcaa5247f	50a607c37297984b61d7ad4a8b97e2497836848d60560a693ae06ffc75974ea9	3108	7
X0064	boundary_bootstrap_representative_selector_audit_2026-07-19/ENVIRONMENT.txt	499adb06b61d6b1656d37cf61fcb337a24ee6a6d	416e01a83421a5dfd691892bed7e2b85c9e5c252f6ed9530b578ce3853ff1034	201	1
X0065	boundary_bootstrap_representative_selector_audit_2026-07-19/LAY_DECISION_TREE.md	befb5a91401af9e03d1ee7ad601642a32a92c826	54d3a6e8d1629d62eceecfcfe697a283cfb393645454c0dfc129dd967014c016	2396	4
X0066	boundary_bootstrap_representative_selector_audit_2026-07-19/NEXT_DERIVATION.md	9ec570b11ca9a39dbcac3d1429a6a62326885593	944502975fe8d70074f5882c1e433cda77f91eb5e259fbbb79e860e72609f6b7	1528	2
X0067	boundary_bootstrap_representative_selector_audit_2026-07-19/POST_PREREG_OWNER_CLARIFICATION.md	abefff74c1f44cb036745b6024e02fbf44d3fd7d	03f6d3c01745512cc5a3b1a97375e11bc139ebdb79e7018203ab1937a7654d4d	1606	9
X0068	boundary_bootstrap_representative_selector_audit_2026-07-19/PREREGISTRATION.md	e8d821fe3c976d3cac2a2f9d862a914363d46692	f07b74a65ba2bc375288b4c27cb2b40090410c2d71c35c71dd913fa4ce0633c5	6669	1
X0069	boundary_bootstrap_representative_selector_audit_2026-07-19/REPOSITORY_GATES.json	8577a879f3ebd5a5388271d59ea71f4fd22ed6d7	7d540bcc0a00d0baf456f93d7f819110ad6524afda9f64329c0f8442d38702f5	11884	6
X0070	boundary_bootstrap_representative_selector_audit_2026-07-19/SELECTOR_CANDIDATE_LEDGER.tsv	253ea00911f17a7fb20c8ab973049d6117e66e85	3ab011974f315ae8a1da3360e843b80d790bd2bd1dfb0ab683ed26089628aa4c	3526	5
X0071	boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_ADJUDICATION.tsv	c144f4c65888c3d75495613e4100a2b261138899	a642badbb769d1104061eb9bc5a5ecf1b33496e401e54f4bdc9c69f596b093c4	5427	9
X0072	boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv	fa39fbe72fa9d31355f843c929051dedf5d01774	002fa1ce142471ca1d78a127f1a3b4baa34e9ffaab636fd6f0862e5c5120d610	408930	80
X0073	boundary_bootstrap_representative_selector_audit_2026-07-19/STATUS_LEDGER.tsv	42f3d307b73d797b3f4d85dfe357acfc1c49a4b5	89896cd868883ebc8ba1cd6176119344c4f3d8dcb9ef6f0810e356c9e1e4e2e4	2359	6
X0074	boundary_bootstrap_representative_selector_audit_2026-07-19/VERIFICATION_RESULT.json	515983b0725b4a680602e43bee50d6dff5a7e8ac	059dd2400cb27f6aac5fd1329b7e69d231c22dd475af8106ba13b8b930279377	2868	7
X0075	boundary_bootstrap_representative_selector_audit_2026-07-19/build_source_census.py	e7fdd2670b021557241d89dbcfa27a1f6904f648	48ab5b8bb81220218a086f99986672f75c6c9738d40eadf8cc8873ca5db9a161	6615	5
X0076	boundary_bootstrap_representative_selector_audit_2026-07-19/derive_representative_selector.py	721c2b35bab12abac90fe3fa0795e489822bf664	119bc2e912d9791d040ee646e3f9e9e6f0f4ea6cc05f85882205f8daab782932	8767	19
X0077	boundary_bootstrap_representative_selector_audit_2026-07-19/verify_repository_gates.py	c8d1f66d8aa9439bd4cca5f533e4a6b510050331	cbb219601ee80b11066af8a53a4af91eea2ad17239c9517488d6fa4aaa068f18	8494	3
X0078	boundary_bootstrap_representative_selector_audit_2026-07-19/verify_representative_selector.py	5dfa81f8f92cc382cc0eb5a5536339d61aacb942	a7e3f0e4c759550e5b05b6dd9249e97557052130f81a97918ac832fb717dea9a	14158	25
X0079	c2_angular_reduction_selector_2026-07-20/AUDIT_REPORT.md	7b24ecc8cfdd96dcc67071ea07ae39f02522314d	7801d73e9ec2b6690c0ca023fcdce4ed6c6d507f5feb340164d13c1975f58315	9695	2
X0080	c2_angular_reduction_selector_2026-07-20/COMPLETENESS_SCOPE.tsv	f807f239582f053d2b5e684e1e4b1df4c255f049	4c38a2777f28bb3db0421165d96a4bbf5c620c13d10a302fd140568809fb1cf5	2016	2
X0081	c2_angular_reduction_selector_2026-07-20/EQUATION_LEDGER.tsv	e336c8eed15848700b3c6bbe124d3e47e0e3985a	2bc0ccc9253b08171ba6df9dcb3019c23980e0a2146f826ee55bd038d5c03ffa	3241	1
X0082	c2_angular_reduction_selector_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	ecbfe0b5cda110e67f136c3296ca56573e56e25c	3cd7523e05b2384075ce92196b406ace863afa880f4de22d88674c0b42363318	1000	1
X0083	c2_angular_reduction_selector_2026-07-20/PREREGISTRATION.md	5f350f59e98cef469492d1f75768b1e364f9d894	7ca086221f5f335c5b3308599d5bf30b9bc428681ebe99d706fbc79c25965d3a	8281	3
X0084	c2_angular_reduction_selector_2026-07-20/REPOSITORY_GATES.json	bf9ea084266d8c3b9aceb549af2967e3f2252313	3535dcca01d1e88b76f445fcc881e4b34f73a9e3fdf7829cdedb085ce62099e1	11989	4
X0085	c2_angular_reduction_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	660a4cca5bd67a99f1c064280594b705b0021803	603a53e1722501f89f2177ca290e89f29de78dd58071ed61309c306c384a77a3	6708	3
X0086	c2_angular_reduction_selector_2026-07-20/SOURCE_CENSUS.tsv	bc666bc33ddbb7ecc1f70ec3a3b3f230718db794	bad97601314d7bf6146c11c137a9dd9d64f43e5dea083c4c830341b205ca80e3	886070	85
X0087	c2_angular_reduction_selector_2026-07-20/STATUS_LEDGER.tsv	22134ffed95f928fa84647821b6f4e1d47281466	a4a27842471605a44e0220d9fea2dc6ec403bdf4fcebee6bc3c289404b2304d8	2297	1
X0088	c2_angular_reduction_selector_2026-07-20/build_source_adjudication.py	c31dd6a6c8f26a27768816d1afd13191785ceec3	c775c4a20c51ce66d3184fb854c8640f667f1c32e3f8f6196ae20a6b8215574b	8763	3
X0089	c2_coupled_reciprocal_twist_onshell_2026-07-20/COMPLETENESS_MAP.tsv	0b6a4628a51d7b43c1d7bb5adba006042b2707e7	5803f19e1255765704677683a3c41d06bc6b032339048db89fc338acf096be44	2052	1
X0090	c2_coupled_reciprocal_twist_onshell_2026-07-20/REPOSITORY_GATES.json	b5a9409f037d79cece9a2ec0e8d29615834f7b0e	ce7dc747936c298119df0f129c4ee54be92e11b7d870ac7cb711abf08988e4ec	13792	4
X0091	c2_failed_basin_homotopy_2026-07-20/AUDIT_REPORT.md	f97543bcc40fdda41bc9408f5db5783a0e86a418	70f469271759b7674229bb6a149d047a8ec767d9afd55f3a021e95fc6e16da9a	4228	1
X0092	c2_failed_basin_homotopy_2026-07-20/COMPLETENESS_MAP.tsv	68170b64eae09c6f6949249fceb0b290ac5c1a2e	75ebaec20ac73ff73a82c78679022816b32e2b1cab42ce1f83e85d5f6ce68fa0	1297	1
X0093	c2_failed_basin_homotopy_2026-07-20/PREREGISTRATION.md	f9fc66bc75e2ffdc0a7433250dcac2d2be7ae20d	c90d9e0c1fb2aa197892669a8421dc86bf0cf02d31ad9954f658f26586e0d548	6624	2
X0094	c2_failed_basin_homotopy_2026-07-20/REPOSITORY_GATES.json	2e8cbb63f560ca95594d8b15600b5803739c3ab5	d18f8abc47285b5f908cbf4d368519734c2703630ff9b61e4d7db66e6ac9f8ba	14450	4
X0095	c2_failed_basin_homotopy_2026-07-20/SOURCE_ADJUDICATION.tsv	732c2db986d1e92c90b0db667783262110725809	d86149faf7f4c423a6d777b980fa08c05b787cfe76d3046de6ef9bd6ccd13a1f	18993	4
X0096	c2_failed_basin_homotopy_2026-07-20/SOURCE_CENSUS.tsv	3044a1c78c4c55461f8bd23a446ed2e0ac0c8b7f	bd3fa22549db8922082643593e5e96023079c52fb6c3ac455ced9efa78bb438d	977401	85
X0097	c2_failed_basin_homotopy_2026-07-20/STATUS_LEDGER.tsv	d1b2b672d06847dfa1eb391980557169166d3b55	5dac73b603a3a57fd05bacbfa788ebacb99217edd52ec4190728ff0e4f563f37	2929	1
X0098	c2_failed_basin_homotopy_2026-07-20/summarize_homotopy.py	4a3034ecc13361f5874f1653381dd53c762fd8b6	44da78ce7328382466da1de4bba1ee4574b4937962d51356a2ff190747ad6951	9890	1
X0099	c2_finite_cell_boundary_variation_2026-07-20/AUDIT_REPORT.md	4b8166c38ecbeae00476027c6f200749a0f3442c	6e9e21f806deb876e3fb63e815e0b0afd2434c8dc5c19686e8c6ab68dd9b8600	7345	1
X0100	c2_finite_cell_boundary_variation_2026-07-20/COMPLETENESS_SCOPE.tsv	61c21d9c2effe8f53d0e92a5d5e70e770eb4febb	78b86af9043ea9ff284f08eb5dd72e581d1366ade4484bc4c8d2bff7ebe24fd3	1827	1
X0101	c2_finite_cell_boundary_variation_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	9ddcdca3e695dc189c4fc0ffb6c40dae8ad1cb48	c4ae9a322d5712c7e69e57a5c9a11f21d70a192463910b2f96831f7aaa05dd52	1413	1
X0102	c2_finite_cell_boundary_variation_2026-07-20/PREREGISTRATION.md	70ee2a77fd9017dced20896dff8ffc50d774ca30	2bc1330ac7b2224acfa029c9304ae55627466003687673ad96204363c0dcbd6a	7390	1
X0103	c2_finite_cell_boundary_variation_2026-07-20/REPOSITORY_GATES.json	6c6bf09fd9bbc37b9f157c65030ef262377e1751	80bcbdc2810256b182e0851a2252e1b0f9f70f310db8807f04a3e4563eebbf54	12973	4
X0104	c2_finite_cell_boundary_variation_2026-07-20/SOURCE_ADJUDICATION.tsv	02bd0b7d81c1c8b98d2ff7c2f9619fd30f38a8d9	b4635cf38de9219f7bdc808311f06e55cdd5b1508caadab9e312354976490ee0	9745	3
X0105	c2_finite_cell_boundary_variation_2026-07-20/SOURCE_CENSUS.tsv	561fb70c230c2422b6e8ad134417f377205ce945	dcd59c02d388fa30c558c1f3b0e22339e2ed9c66faf517f1030a92c117abc48b	944844	85
X0106	c2_finite_cell_boundary_variation_2026-07-20/STATUS_LEDGER.tsv	32439b58bc10fd606d2511272efa26754ca8a860	a4ae851e08b79b52e8cecf4b1f3f7cefebe394c4a3110500a6b0871f7ee3737c	2117	1
X0107	c2_intrinsic_angular_product_selector_2026-07-20/COMPLETENESS_MAP.tsv	f56061a8c8ef162e88363491a06ef040fa5c33d6	5fa440605dc62656b96e6fe5379dfce0033b5270b0726769f6694d0c48979bcb	2256	1
X0108	c2_intrinsic_angular_product_selector_2026-07-20/REPOSITORY_GATES.json	13db753c20c1fd49b0bb5efe5ac0851cce65f11a	66d9aac1075717c762fda542d7a29c8aaf16f1fe86f286d4726f6fa4170820e4	14471	4
X0109	c2_nonlinear_stationary_solution_space_2026-07-20/AUDIT_REPORT.md	85b4a6a7e9b8bc753e65583f532be9d175277475	3fba215cf9a7382accec44fbedf3b78b4c1f10d25ad0fcf785269f33e633c895	3819	1
X0110	c2_nonlinear_stationary_solution_space_2026-07-20/PREREGISTRATION.md	0a08bbf0d79dd594d9ac7d5a68aec9e00c7cabb3	dbd589b79b4e71ee97b68cf9fd6c5fa81fe330e96670f16184b5095bfaaf5c91	9459	1
X0111	c2_nonlinear_stationary_solution_space_2026-07-20/REPOSITORY_GATES.json	bf1c166f616cfb88813075023359a2feb11b0aca	50fa45b4527c93f984f4f10526834fd605a90df31df0614b18396868573dd5bd	14473	4
X0112	c2_nonlinear_stationary_solution_space_2026-07-20/SOURCE_ADJUDICATION.tsv	5e1b40fad7acfffe83fd508f0558677c98577ad5	7ac2494879077a7d56b39a3518add464a08a11e549ced598388bdf2df4e14ec4	16668	4
X0113	c2_nonlinear_stationary_solution_space_2026-07-20/SOURCE_CENSUS.tsv	dcaac3af9b87189d0c34b84c0a3cb7122e5f0c55	8767b91e141f30d8bfce1992abfca2c22b15998021a5eb4fbcd5c2ed0173ea56	968869	85
X0114	c2_nonlinear_stationary_solution_space_2026-07-20/STATUS_LEDGER.tsv	f85a4e4e0e337a38296d9bcf3a8fec2379e1cdf9	b2fee6fa674b55f109494c9e458d13ac100a32ea6ecdfa2a7351d1daf7333faa	3938	1
X0115	c2_open_path_checkpoint_continuation_2026-07-20/PREREGISTRATION.md	7587e9fbcdee8620460fe56c50884aee90a6ce86	122e7f0cca8a07f2cccb0534f8cbfb8d06248feee5970997b92e86fe688597c4	4536	1
X0116	c2_open_path_checkpoint_continuation_2026-07-20/REPOSITORY_GATES.json	d8ea0bcd725d6809008e6c428fe2baa3c5080097	f6d3f64f850f565873f7cb58e69768f21965cc3eb229429203845e4d6f2e09a5	14597	4
X0117	c2_reciprocal_transverse_twist_jacobi_2026-07-20/COMPLETENESS_MAP.tsv	17c954b694573687d854b5b3685c645771d5e861	38f507b0456df9a2eb42bb91f17c9de511e209d0b88335d7ab8b79badbe46b88	1997	1
X0118	c2_reciprocal_transverse_twist_jacobi_2026-07-20/REPOSITORY_GATES.json	e7516ac2836e4943c9d80cfb5abf1c636e27ace5	38b9c9e6846b03d2d2b0e307fb4a9cf8361c3acbf4fb7f57373ea5324746b1d9	13513	4
X0119	c2_rigidity_three_route_zoomout_2026-07-20/AUDIT_REPORT.md	e77956efbe776408fd6277fa519eaa4bd98f6836	d57377805d97f3a802f1e87e0746c70087c32138b45bd374fb2145baaae08f8a	8021	4
