candidate_id	path	family	classification	current_authority_effect	evidence_basis	load_bearing	base_git_blob	base_sha256
X0037	angular_derivative_weight_selector_2026-07-20/build_source_census.py	angular_derivative_weight_selector_2026-07-20	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	NO	81877d78578b7c2fc3cf6a29d0f92db37999c22c	c55588a9885604e4316bc740ebad125a05101dd83470f3b5fab62acfa8b459f3
X0038	angular_derivative_weight_selector_2026-07-20/derive_angular_weight_selector.py	angular_derivative_weight_selector_2026-07-20	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	NO	ca3f380e5ecc5cbc0575c4ec0d420bf5ffa03114	5140abfdc7c52c7d0d6e9c1e40d3a8a57db7e1aea7e353ed2ecb1d781d794194
X0039	angular_derivative_weight_selector_2026-07-20/verify_angular_weight_selector.py	angular_derivative_weight_selector_2026-07-20	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	NO	7c81f8c8de5d26b130bce2f4aa73c9b9b188eea7	23ee6840c6c4c2eb2fe7a409b9781944ac12c440f29aacc06eb5384448e8c256
X0040	angular_derivative_weight_selector_2026-07-20/verify_repository_gates.py	angular_derivative_weight_selector_2026-07-20	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	NO	63ce78c184ee1939601fcaf2505a1c0183a5f1e0	ff863749d59b15221a0249324b14f6cd99b8f58a844adc2837fbcf7baed52926
X0041	archive/LIVE_historical_frontier_through_2026-07-08.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	ce39d216162e17c4443f4fca2b8bc5234c1e1e58	a8af477d8538f9c246149b0e71562cb863315445cc4cc3b88e5ae066a0236454
X0042	archive/LIVE_xmax_homogeneity_detour_2026-07-07.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	676ff29899b261547d5d8fb7cfe641d887a6fae0	c29712c89e468d433acbe52bd6d3ebf3ed660feab3e6880af2081db99a565513
X0043	archive/native_action_chat_2026-07-14_15/README.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	9244f8b205e140c9cd3b89ca1a9c8a0108018886	fd8a82af291f52383d0bf545d3b362b070f14ba26c8b038dfe4bb65af2095d94
X0044	archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_VERIFY_DISPATCH.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	3ec79e4cdc3d290c1187df2e2f73aa9ab0bd2eed	a0b341d9fe2204fa33ec8f9059c40e992c0eee6bd47281230f7aa2520f1d4ca7
X0045	archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_DERIVATION_RESULTS.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	ced16f07266ae352d3d42b8f14735f3344ed31a4	757b007426a67b8657cbd44d8b20aa809ce00f6a6b04456b791d5dad5e3594a4
X0046	archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_VERIFY_DISPATCH.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	6cb7712448c8f26c92a3a8d527b67a921edeb4ec	a6fd7b8b7319c2c8e123fbca8bf7d9de6e603384daeaacc7a71cb9fa2973a7b1
X0047	archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_VERIFY_DISPATCH.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	24af7ccc385d78e4916a48788c057c7a2f8e22ed	92474cea4f37905fdafb92fbd86a1f18089120047e010e6464828834da6401d4
X0048	archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_VERIFY_DISPATCH.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	e70f12a0c9294aec210f95c27f6e5f818f1b195c	fbbba360ad96b98a6149d0b11af23272f1991d3b32a958bf18e910aeb18373c3
X0049	archive/native_action_chat_2026-07-14_15/UDT_MUTUAL_DILATION_RESISTANCE_VERIFY_DISPATCH.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	11c8bf0142baec9496f5f99cf6c579c6f98348ed	6c4b365c3a43097f7d13ce5d935c346dd0fcec7e5c4a9ebd6fd42d361b7beed0
X0050	archive/native_action_chat_2026-07-14_15/UDT_NATIVE_ACTION_NONCOLD_DERIVATION_RESULTS.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	1bb4f2bed9ab477c527a1700162270a70bf2872e	00c852b38a40877de5830b6bb3544ee5abbb19f363cb19b9b6ed497ccfcbb739
X0051	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_DERIVATION_RESULTS.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	0f5077ceab15b6356f9f08da2462b59fde22fcc6	60239f92223635292218081c2a3517a151ea69d52e5d7ed2adf1d20ab5b3d1e7
X0052	archive/udt_max_distance_invariance_FRAME.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	6813ce249d3c2f60d12d562971b4c4a23c10631e	8825239fa2832fdf713214996889a62893684a47e4d0d243e61b80657fce9d10
X0053	archive/udt_xmax_boost_derivation_results.md	archive	HISTORICAL_SNAPSHOT	PRESERVE_WITH_OVERLAY	historical_or_reorganization_provenance	NO	00dba0724f6327f68b410ac18a1c45fe31e239fe	1b61891833e8334342e30a446d0c4579beefb8291570afe77a0bc4c40452d0f9
X0054	asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	YES	c9d732f0a1104a04bbcf945abf76ae86d12b1b89	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d
X0055	asymptotic_boundary_lineage_audit_2026-07-19/BOUNDARY_OBJECT_LEDGER.tsv	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	875cdb45192cad4fb3af7c01d0e6e0a4104e8833	ea6703c6ffb91b0ce8d770877aba0e6a668904be67ec2683f7722a3de2995222
X0056	asymptotic_boundary_lineage_audit_2026-07-19/CANDIDATE_UNIVERSE.tsv	asymptotic_boundary_lineage_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	554b5d5c8efb6cbae16c2a2d0724dc38149db4cf	01af5af758db85fb85491617ec234e81363c3ad6c3af4b6de5c811e62df52d88
X0057	asymptotic_boundary_lineage_audit_2026-07-19/DERIVATION_RERUN.txt	asymptotic_boundary_lineage_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	20b65927a5a04873159a335e9f3695fe77d9ca9b	c899d90ea607c1801e95de6059e0c10d4d105290a946cbe72a98360d39ed15fc
X0058	asymptotic_boundary_lineage_audit_2026-07-19/DERIVATION_RESULT.json	asymptotic_boundary_lineage_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	0118ad6f38e04f270e9c68423cc054b92f3e338a	0c250a4b77777c3b8cfbafc47b04ab645254acb073faac93f3e7482eafa0b5e1
X0059	asymptotic_boundary_lineage_audit_2026-07-19/EXTERNAL_REVIEW_PROMPT.md	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	bbc1ff9cb4425755c12ceff68c4b4005f9e71d45	78931a7d9cc66301b59496c734091652d8139901142201a61a006dc9408268f5
X0060	asymptotic_boundary_lineage_audit_2026-07-19/GLOBAL_CLOSURE_EQUATION_LEDGER.tsv	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	356decfbccdb70abc20d9095b66a3fa7812339f6	cf026251e499304e2bd35cf93a1b7ed399f96fc5acada978ba53c2ce3f8b6f2a
X0061	asymptotic_boundary_lineage_audit_2026-07-19/LAY_DECISION_TREE.md	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	f1b8f311dd0711b46c2fe920511dbdbc4d0f0bd8	348d13e3045df1124f0658dbf9822dffa4116008e886b02da002f6733cd12a7e
X0062	asymptotic_boundary_lineage_audit_2026-07-19/MASS_PROVENANCE_LEDGER.tsv	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	0f24d62f4691829da977968f6d3715bf5b59cef7	ea607e7526103dd9ed89a2fcb320e70c9695c58847c6d6f24ca986a3a8c8d353
X0063	asymptotic_boundary_lineage_audit_2026-07-19/PREREGISTRATION.md	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	322f091e1adf592f0c9185f7f6594f815d286670	e5a951fcd193ba0dafacf6120d06c6c67ac98f762c81e7e4353540570f7f03e1
X0064	asymptotic_boundary_lineage_audit_2026-07-19/QUANTITY_LIMIT_LEDGER.tsv	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	a5cc1280e99152af5ca88190855da4a428f97f57	6266b58edb322a28febeef74bb3a906399088e3d71374c1cfec8f9f9da3fbc52
X0065	asymptotic_boundary_lineage_audit_2026-07-19/REPOSITORY_GATES.json	asymptotic_boundary_lineage_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	3e843cbda0c3593d131796ba92c902259377f9fc	cebf28d90593e5e3a0d7316f8980558f4ed0e742e5991a6ae544b5a25d85d98b
X0066	asymptotic_boundary_lineage_audit_2026-07-19/SOURCE_ADJUDICATION.tsv	asymptotic_boundary_lineage_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	ee2ca5a841b59ccf34290638a157b6fb6c631c86	eddc78d3a520a18017904c90da8cbb0768783c79d9e5786b562c14824143afaf
X0067	asymptotic_boundary_lineage_audit_2026-07-19/STATUS_LEDGER.tsv	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	YES	fd2c981e9c7280fbfea5e751a2c11dcea5f54aef	8d227adc2463acbabe3367b84240d7cbc31f49f7f84bbb7a89b2e95371407221
X0068	asymptotic_boundary_lineage_audit_2026-07-19/SURFACE_IDENTITY_MATRIX.tsv	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	12480abf6076c6916c9073b20ba78c7d55287d4a	7c911811b68235ff40b9dabdc617e091f8b629e977852b183fc9441d528a58da
X0069	asymptotic_boundary_lineage_audit_2026-07-19/VERIFICATION_RESULT.json	asymptotic_boundary_lineage_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	380755849bab4bcbbe7a1720d2432229ba6e116f	1ca32dbde23dea7ad97169dd6d4dedc5fe88c68001fa498de8c472ac1dce2071
X0070	asymptotic_boundary_lineage_audit_2026-07-19/VERIFIER_RERUN.txt	asymptotic_boundary_lineage_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	6e4579955ae8c813ae33e70a156d464eec4bd1c4	965724866b728bc37eeed0dc09740eb1bba160039d545c32cab73551cca6ad69
X0071	asymptotic_boundary_lineage_audit_2026-07-19/build_candidate_universe.py	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	e28abb67c60822adc51f29369dca97e61287e1c6	47fa66d7d206fcdf0ffafa439c25352844a6c7efa4c96025332ec2eb728abe54
X0072	asymptotic_boundary_lineage_audit_2026-07-19/build_source_adjudication.py	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	9e7a8e1f0c527cb7c9268e3353bab6240ee1c986	d896e8ac015685da809791b40186d34aafdd0c9de4738e57995b0de0ff138f95
X0073	asymptotic_boundary_lineage_audit_2026-07-19/derive_boundary_limits.py	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	ed61221b7e09ba13d869ed034e106e44de22c563	2e7b024c10ce5292fc18ef87ecdc4ffd1630cf1e83be65f831108acb772fbb6c
X0074	asymptotic_boundary_lineage_audit_2026-07-19/verify_boundary_lineage.py	asymptotic_boundary_lineage_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	8e0ec21ccae0a7b8f3fcae5d32850f00bc78e25c	d5550cd162323152333f06e89c1957ad74a3d6e72aeac27eb04e3a25fbaeb7cc
