path_id	from_configuration	to_configuration	delta_determinant	delta_scalar_curvature	delta_mixed_curvature_max_abs	ricci_rank_change	curvature_rank_change	compatibility_verdict
B0_P4_2_3	B0_L2_P4	B0_L3_P4	-0.060972094702080426	0.002211672103027404	0.072881258767396	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P4_3_4	B0_L3_P4	B0_L4_P4	-0.06351441536881053	0.05474190823069703	0.10907795456682932	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P5_0_1	B0_L0_P5	B0_L1_P5	0.15510885042195133	-0.07756788686738708	-0.10410586270930382	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P5_1_2	B0_L1_P5	B0_L2_P5	0.14142995832619976	-0.03865396330541662	-0.06343634091223048	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P5_2_3	B0_L2_P5	B0_L3_P5	0.12895739384140237	-0.015019248653131319	0.07414744402586883	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P5_3_4	B0_L3_P5	B0_L4_P5	0.11758477215987306	-0.011605693609877017	0.09625361643138543	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P6_0_1	B0_L0_P6	B0_L1_P6	-0.19921507670285976	-0.004740943590756705	-0.08208736513149507	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P6_1_2	B0_L1_P6	B0_L2_P6	-0.2379284278412368	-0.025487024601393862	-0.055000022985265976	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P6_2_3	B0_L2_P6	B0_L3_P6	-0.28416492221338663	-0.01127877707915188	0.07272282627765211	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P6_3_4	B0_L3_P6	B0_L4_P6	-0.3393865279117563	0.035232192554634834	0.10781276618624916	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P7_0_1	B0_L0_P7	B0_L1_P7	0.007733113258988178	-0.19861615392192578	-0.07862481105545091	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P7_1_2	B0_L1_P7	B0_L2_P7	0.007692644542781624	-0.07117387797269636	-0.055934772854963045	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P7_2_3	B0_L2_P7	B0_L3_P7	0.007652387606352784	0.008580866080610844	0.06782197207962658	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B0_P7_3_4	B0_L3_P7	B0_L4_P7	0.007612341341417084	0.04775795501487786	0.08588378447061888	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P0_0_1	B1_L0_P0	B1_L1_P0	0.0	-0.42810504792325066	-0.12186604434042354	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P0_1_2	B1_L1_P0	B1_L2_P0	0.0	-0.5003827593449579	-0.10512909749409212	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P0_2_3	B1_L2_P0	B1_L3_P0	0.0	-0.572660470766665	0.08839215064776072	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P0_3_4	B1_L3_P0	B1_L4_P0	0.0	-0.6449381821883723	0.07833738239554473	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P1_0_1	B1_L0_P1	B1_L1_P1	-0.08841249878475033	-0.5228066389342854	-0.15259664448147042	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P1_1_2	B1_L1_P1	B1_L2_P1	-0.09452245475146004	-0.5313794950357049	-0.11497190010045627	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P1_2_3	B1_L2_P1	B1_L3_P1	-0.10105465375425915	-0.542568161490881	0.07904009243274047	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P1_3_4	B1_L3_P1	B1_L4_P1	-0.10803827590221893	-0.5565470049791232	0.08511451524048579	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P2_0_1	B1_L0_P2	B1_L1_P2	0.09393732519580711	-0.2788392606755916	-0.067969335633419	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P2_1_2	B1_L1_P2	B1_L2_P2	0.08857238621199426	-0.4543551879373984	-0.0895854857848005	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P2_2_3	B1_L2_P2	B1_L3_P2	0.08351384907898862	-0.6127629156406402	0.10050721471885078	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P2_3_4	B1_L3_P2	B1_L4_P2	0.07874421460538339	-0.7526862140973103	0.10145734943033786	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P3_0_1	B1_L0_P3	B1_L1_P3	0.17074096375385617	-0.39915204789372993	-0.12067493530148551	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P3_1_2	B1_L1_P3	B1_L2_P3	0.1544314939682898	-0.4874108991022731	-0.1048215698134976	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P3_2_3	B1_L2_P3	B1_L3_P3	0.1396799327176066	-0.5906974524013772	0.08856466206648216	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P3_3_4	B1_L3_P3	B1_L4_P3	0.126337465905763	-0.7093229479553852	0.071891952435322	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P4_0_1	B1_L0_P4	B1_L1_P4	-0.11582789432498886	-0.4596702191726426	-0.12540747503869265	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P4_1_2	B1_L1_P4	B1_L2_P4	-0.12682804680783422	-0.5137040088178696	-0.10625075661878482	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P4_2_3	B1_L2_P4	B1_L3_P4	-0.1388728816217426	-0.555159377752167	0.08737419218870511	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P4_3_4	B1_L3_P4	B1_L4_P4	-0.15206161204349344	-0.5841446098328228	0.11508045420941244	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P5_0_1	B1_L0_P5	B1_L1_P5	0.2351729860060956	-0.6427890738326572	-0.15048910549834438	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P5_1_2	B1_L1_P5	B1_L2_P5	0.2061190820674792	-0.5649172335827932	-0.11439404994913105	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P5_2_3	B1_L2_P5	B1_L3_P5	0.18065457565453258	-0.516612296776811	0.07964133971242428	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P5_3_4	B1_L3_P5	B1_L4_P5	0.15833602293180427	-0.49205421671332394	0.08235919507806437	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P6_0_1	B1_L0_P6	B1_L1_P6	-0.21976853772229044	-0.4106214694143807	-0.14909913410143688	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P6_1_2	B1_L1_P6	B1_L2_P6	-0.2694011235287459	-0.5006555575402002	-0.11486937352991149	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P6_2_3	B1_L2_P6	B1_L3_P6	-0.33024274589414415	-0.5639177548419612	0.0858249592851254	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P6_3_4	B1_L3_P6	B1_L4_P6	-0.40482485665679957	-0.6025092194288368	0.13166666474866023	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P7_0_1	B1_L0_P7	B1_L1_P7	0.16096749551800005	-0.5207611236224996	-0.12483589053602427	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P7_1_2	B1_L1_P7	B1_L2_P7	0.1463252791680978	-0.5297552120436713	-0.10644215835580446	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P7_2_3	B1_L2_P7	B1_L3_P7	0.1330149745743412	-0.5454668416488089	0.08662601996579651	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B1_P7_3_4	B1_L3_P7	B1_L4_P7	0.1209154259715215	-0.5675549373355679	0.06549556988988788	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P0_0_1	B2_L0_P0	B2_L1_P0	0.0	-0.08655466196569356	-0.13926871638882118	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P0_1_2	B2_L1_P0	B2_L2_P0	0.0	-0.0854044732323927	-0.1050191593683781	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P0_2_3	B2_L2_P0	B2_L3_P0	0.0	-0.08425428449909195	0.07409197931706148	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P0_3_4	B2_L3_P0	B2_L4_P0	0.0	-0.08310409576579111	0.04752141600681635	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P1_0_1	B2_L0_P1	B2_L1_P1	0.27906125456001485	0.010604738589315134	-0.13827901034957085	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P1_1_2	B2_L1_P1	B2_L2_P1	0.23975215226231916	-0.0565795251503484	-0.10468323128316818	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P1_2_3	B2_L2_P1	B2_L3_P1	0.20598020533177386	-0.1062788016281715	0.075946226880534	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P1_3_4	B2_L3_P1	B2_L4_P1	0.1769654394680813	-0.13192442704665977	0.051675070754912	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P2_0_1	B2_L0_P2	B2_L1_P2	-0.11839294156186542	-0.18351271373053524	-0.14602441010802986	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P2_1_2	B2_L1_P2	B2_L2_P2	-0.12993943279735953	-0.11001832369774889	-0.10536454409559204	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P2_2_3	B2_L2_P2	B2_L3_P2	-0.14261201700843418	-0.0697120105233808	0.07286098189108284	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P2_3_4	B2_L3_P2	B2_L4_P2	-0.15652051850135118	-0.056889047160365414	0.04678235656319102	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P3_0_1	B2_L0_P3	B2_L1_P3	0.048538307752031384	-0.06455517284651174	-0.15200261898363535	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P3_1_2	B2_L1_P3	B2_L2_P3	0.047025986920743	-0.07648077913615375	-0.10999649733492337	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P3_2_3	B2_L2_P3	B2_L3_P3	0.045560785867684306	-0.09608024121470615	0.06962661901159349	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P3_3_4	B2_L3_P3	B2_L4_P3	0.04414123646951751	-0.12536850923783963	0.04272382803584002	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P4_0_1	B2_L0_P4	B2_L1_P4	-0.0510418245451969	-0.09406388271219338	-0.13471668905624484	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P4_1_2	B2_L1_P4	B2_L2_P4	-0.05295988439142585	-0.08983648307591344	-0.10164401519460817	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P4_2_3	B2_L2_P4	B2_L3_P4	-0.05495002147248096	-0.07708123008513518	0.07701569828088567	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P4_3_4	B2_L3_P4	B2_L4_P4	-0.0570149443210457	-0.056408610012966875	0.050991453733686576	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P5_0_1	B2_L0_P5	B2_L1_P5	0.40412236332659335	0.029110789370507678	-0.16744185703921582	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P5_1_2	B2_L1_P5	B2_L2_P5	0.3297587182253867	-0.043764408275409075	-0.11392564428992817	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P5_2_3	B2_L2_P5	B2_L3_P5	0.2690789278537673	-0.13248668825905943	0.06735378706381191	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P5_3_4	B2_L3_P5	B2_L4_P5	0.21956498922780698	-0.2461125935852602	0.04088397242930185	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P6_0_1	B2_L0_P6	B2_L1_P6	0.2536259980354927	-0.033905229811396445	-0.1434311772959266	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P6_1_2	B2_L1_P6	B2_L2_P6	0.22040509954729304	-0.07483547192582218	-0.10370991773847998	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P6_2_3	B2_L2_P6	B2_L3_P6	0.19153560077722975	-0.08165002013657423	0.07609368907024669	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P6_3_4	B2_L3_P6	B2_L4_P6	0.16644753882939178	-0.04113830456962765	0.06747636550314401	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P7_0_1	B2_L0_P7	B2_L1_P7	-0.06159158810761145	0.047482642690555715	-0.12994814532812854	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P7_1_2	B2_L1_P7	B2_L2_P7	-0.06443049416483193	-0.038643865515444534	-0.10301642890361576	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P7_2_3	B2_L2_P7	B2_L3_P7	-0.06740025230509272	-0.134966655087553	0.07599725769018059	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B2_P7_3_4	B2_L3_P7	B2_L4_P7	-0.07050689381907449	-0.24499391207248933	0.04857772732068534	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P0_0_1	B3_L0_P0	B3_L1_P0	0.0	0.1771056569487371	-0.09382687485960199	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P0_1_2	B3_L1_P0	B3_L2_P0	0.0	0.05318409323306027	-0.07864324708304178	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P0_2_3	B3_L2_P0	B3_L3_P0	0.0	-0.07073747048261671	0.07293111754789573	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P0_3_4	B3_L3_P0	B3_L4_P0	0.0	-0.19465903419829367	0.10557606026490442	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P1_0_1	B3_L0_P1	B3_L1_P1	0.2558528630943737	0.25619926262746917	-0.09126098132798859	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P1_1_2	B3_L1_P1	B3_L2_P1	0.22211462447609964	0.07136641467431334	-0.07783417639196956	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P1_2_3	B3_L2_P1	B3_L3_P1	0.19282530517534568	-0.07524970694937735	0.07105136751263104	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P1_3_4	B3_L3_P1	B3_L4_P1	0.16739824495422173	-0.17565183881373922	0.10628980740352346	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P2_0_1	B3_L0_P2	B3_L1_P2	-0.1302686659820791	0.10397130041337842	-0.1100310677874154	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P2_1_2	B3_L1_P2	B3_L2_P2	-0.14455965572030727	0.037289923046424464	-0.08178005640665417	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P2_2_3	B3_L2_P2	B3_L3_P2	-0.16041842375854554	-0.0659002668634564	0.07391737276957693	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P2_3_4	B3_L3_P2	B3_L4_P2	-0.1780169615993472	-0.19993198051144867	0.10627448244697697	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P3_0_1	B3_L0_P3	B3_L1_P3	-0.02811124876770843	0.09670504198604536	-0.09352234188628282	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P3_1_2	B3_L1_P3	B3_L2_P3	-0.02867349878277814	0.02506399548643562	-0.07862704122375076	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P3_2_3	B3_L2_P3	B3_L3_P3	-0.029246994298965934	-0.04067679681269973	0.07225209422251166	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P3_3_4	B3_L3_P3	B3_L4_P3	-0.02983196023631196	-0.1006730282470191	0.10435216880400794	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P4_0_1	B3_L0_P4	B3_L1_P4	0.020416704029440513	0.2642125507240601	-0.09390544196659466	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P4_1_2	B3_L1_P4	B3_L2_P4	0.020139334762468764	0.08294514621329041	-0.07868213570924316	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P4_2_3	B3_L2_P4	B3_L3_P4	0.01986573367032962	-0.10160212052388959	0.07444941607210413	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P4_3_4	B3_L3_P4	B3_L4_P4	0.01959584956082505	-0.2894915379759233	0.11022565955797507	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P5_0_1	B3_L0_P5	B3_L1_P5	-0.05654486490285637	0.11056237995314647	-0.08922384931672922	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P5_1_2	B3_L1_P5	B3_L2_P5	-0.05891884186447838	0.026678694687174348	-0.07754143320137172	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P5_2_3	B3_L2_P5	B3_L3_P5	-0.06139248776374684	-0.03782799412026887	0.07062667685669152	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P5_3_4	B3_L3_P5	B3_L4_P5	-0.06396998709667834	-0.08324132106188516	0.10044231071353077	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P6_0_1	B3_L0_P6	B3_L1_P6	0.19017525546721203	0.34128510066867707	-0.08460061005938173	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P6_1_2	B3_L1_P6	B3_L2_P6	0.1703339392933163	0.10786307992685655	-0.07660071801271874	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P6_2_3	B3_L2_P6	B3_L3_P6	0.15256270225009172	-0.12742026654576852	0.07643249348216895	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P6_3_4	B3_L3_P6	B3_L4_P6	0.13664556937046757	-0.3714369259285466	0.12510965228369542	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P7_0_1	B3_L0_P7	B3_L1_P7	0.11438090824722558	0.1402065719286037	-0.10117220516523001	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P7_1_2	B3_L1_P7	B3_L2_P7	0.10660856000021468	0.03820449243081396	-0.08151017551602358	-4	-6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P7_2_3	B3_L2_P7	B3_L3_P7	0.09936435406470179	-0.05235868637245883	0.06608294731340686	4	6	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
B3_P7_3_4	B3_L3_P7	B3_L4_P7	0.09261240240629331	-0.13406183656291715	0.0845228462195057	0	0	NOT_ASSIGNED_OBSERVED_DEFORMATION_ONLY
