configuration_id	bank	deformation	point_id	configuration_sha256	metric_jet_sha256	determinant	inertia	identity_residual	latent_to_slot_rank	latent_rank_status	scalar_curvature	ricci_rank	ricci_rank_status	curvature_operator_rank	curvature_rank_status	riemann_max_abs	ricci_max_abs	weyl_max_abs	weyl_trace_residual	ricci_square	riemann_square	weyl_square	mixed_curvature_max_abs	time_derivative_activity	depth_derivative_activity	angular2_derivative_activity	angular3_derivative_activity	expansion_0	expansion_1	expansion_rank	shear_rank	twist_rank	twist_max_abs	shear_max_abs	phi	phi_gradient_norm	phi_gradient_max_abs	phi_horizontal_support	phi_vertical_support	phi_hessian_max_abs	sampled_tangent_rank	sampled_tangent_status	retained	physical_merit
B0_L1_P2	B0	-0.5	P2	257702cf4de4e85b7533ce7fd3d2514ea1015e0c89c43b533c31d387f8c25bc4	829c06d0a73c1965671f5da7f080bdc73817ea1f780a95eefd8258a8bca2bd73	-1.5925062289805045	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.023747615803986655	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.065563859732659	0.07131172092747112	0.06696336320166531	1.734723475976807e-17	0.005422741707047278	0.030642277731923295	0.01998477740328667	0.065563859732659	0.18034107950167105	0.10502933249354826	0.19311120540411264	0.19117980909325602	0.14195543678876915	0.13078522903907608	1	2	1	0.09663990293512319	0.09430993946099955	-0.2429201310153691	0.0028865977585242498	0.06690145502645502	0.040813492063492066	0.06690145502645502	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L1_P3	B0	-0.5	P3	4702b6d6e6120486fbb7ebc61a648c82a5736f9c22f9865c409e71c4b3c061e7	a41edf3652ea4791fd5c60afdeffddf18d12ce04e28e5c5962d1e8aa969551fa	-1.5461940650919899	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.026140153891227688	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.06019619227008051	0.07732110188018065	0.06301504909413626	1.9081958235744878e-17	0.007203838933630781	0.02729542952948751	0.013115520877378368	0.06019619227008051	0.16643468455510196	0.12159269688627693	0.15876095918052366	0.17270500110655695	0.13217849248161653	0.10872550830070897	1	2	1	0.07429713225407764	0.10100177848478886	-0.23905728772990678	0.0019414850173874343	0.053015873015873016	0.04141369047619048	0.053015873015873016	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L1_P4	B0	-0.5	P4	86bb2dbcb184fe0248b4cf322aefb53a129eea2284b5a259c2ba5cf664976248	608a140efb4c028062111286586a46e95b2354158a9cb93e8b6e88e1b3df69f7	-1.4037530527622353	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	0.05015247504877971	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.06009627925778405	0.07180296800225028	0.06442190297415136	2.3828496952982647e-17	0.005695763896892759	0.034767667389429734	0.02421456318015033	0.06009627925778403	0.18488297989020622	0.10515615499493333	0.13801904236058418	0.17957494126119858	0.12250759570144484	0.12911501231534747	1	2	1	0.11567708809342175	0.0806736091109842	-0.25944242794854566	0.0013248084257978373	0.06492504409171077	0.05753141534391534	0.06492504409171077	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L1_P5	B0	-0.5	P5	8bcba5bdc735de3c7a07b55938e1b89f63513563dbfa137bbdeaa68b8f2120fa	d36ed00b2c93fcb8750b143cbcad382d5c893d285f3a1f0ec6addd60813fbf09	-1.6037145477604247	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.03865396330541662	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.06343634091223048	0.06412864821513357	0.06615813711176598	1.9081958235744878e-17	0.006772527574084648	0.021957838274840775	0.008910826086410308	0.06343634091223048	0.24576938716884356	0.10321157429862896	0.1447952134499107	0.21791314160274086	0.1331799210355224	0.13538584176383175	1	2	1	0.06572161002872084	0.11253415620897547	-0.19631558641975308	0.0012464483984150183	0.06180555555555555	0.04340277777777778	0.06180555555555555	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L1_P6	B0	-0.5	P6	30d88fc13db80cf83fe80d80cfa4c2177e04bae7dca1edbf114e79d2ec7ab6f6	a29c483e85337f78c965a30fc154bf79975da9a7397c757fa663f189b0630907	-1.224356161592988	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.025487024601393862	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.05500002298526599	0.061985342911331565	0.06046861107048406	1.2793585635328952e-17	0.006576881875886353	0.039736489894210386	0.026799255616781644	0.055000022985265976	0.2063667036898708	0.11185479533878334	0.10804181446566041	0.17752532685438838	0.10922757701760402	0.10903125267918382	1	2	1	0.15152348751143116	0.08640426265062921	-0.29365354938271604	0.0025674423218706114	0.0775462962962963	0.06354166666666666	0.0775462962962963	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L1_P7	B0	-0.5	P7	df55b4a22bc45919ac01dd8cfc0fddfb3a82a7f537e92e0ae19c23e0bef665ec	08b862c72c29a1bdfcf3cdc302dc17564bfe28de7f42142c4df9f2c2bb5b4721	-1.4699772339770065	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.07117387797269636	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.05593477285496305	0.08843288533904807	0.061787191050089056	8.890457814381136e-18	0.008612496246062052	0.027627557450108	0.012091138593207932	0.055934772854963045	0.16450196424627525	0.1400230595011594	0.13739959320995007	0.21969786878380232	0.11727806355738456	0.11487225651577504	1	2	1	0.08103322187928669	0.06490756071355772	-0.22592592592592592	-0.0001533479736198556	0.06296296296296297	0.06296296296296297	0.05925925925925927	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L2_P0	B0	0.0	P0	489183e5cd6a23268a2a97497bdd5da067a466d20c905212a89b8fa336377e14	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	-0.25	0.0	0.0	0.0	0.0	0.0	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L2_P1	B0	0.0	P1	489183e5cd6a23268a2a97497bdd5da067a466d20c905212a89b8fa336377e14	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	-0.25	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L2_P2	B0	0.0	P2	489183e5cd6a23268a2a97497bdd5da067a466d20c905212a89b8fa336377e14	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	-0.25	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L2_P3	B0	0.0	P3	489183e5cd6a23268a2a97497bdd5da067a466d20c905212a89b8fa336377e14	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	-0.25	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L2_P4	B0	0.0	P4	489183e5cd6a23268a2a97497bdd5da067a466d20c905212a89b8fa336377e14	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	-0.25	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L2_P5	B0	0.0	P5	489183e5cd6a23268a2a97497bdd5da067a466d20c905212a89b8fa336377e14	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	-0.25	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L2_P6	B0	0.0	P6	489183e5cd6a23268a2a97497bdd5da067a466d20c905212a89b8fa336377e14	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	-0.25	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L2_P7	B0	0.0	P7	489183e5cd6a23268a2a97497bdd5da067a466d20c905212a89b8fa336377e14	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	-0.25	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L3_P0	B0	0.5	P0	af68241d902b2a31812e73924088ec4d35ba43b8efb27529ef65f4d8786bccc4	4233e8d5595cfa12a1178f45187cfd846d185fd9fce8309ac11f3de33698b5ae	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.011223497281640783	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.08008724464128243	0.07045750014017167	0.058732417845729294	2.7755575615628914e-17	0.01850572744406615	0.0654634386233933	0.028493972699004666	0.07485176122818145	0.17602663064877155	0.11280738428366838	0.14831240087083059	0.16877563771134718	-0.12716666666666668	-0.11991666666666666	1	2	1	0.09116666666666667	0.09025681287795667	-0.25	0.0016222003979531772	0.058333333333333334	0.05	0.058333333333333334	0.044444444444444446	4	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L3_P1	B0	0.5	P1	f128f5facb88ed7994ef4a593de3ab8ed630a11590bc0b5e2e97786280c44a44	ceabea7f812982a4a5bdc255d37bdcfe4a1f049ea70c7de506019d1fcc87ce19	-1.6271528831719095	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.016344449463550854	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.08072320454892028	0.06847751607143934	0.06149458780346249	2.2551405187698492e-17	0.014235582160397584	0.05583989581939632	0.027457778508023445	0.07109787754435576	0.18567726040732524	0.12810935520352587	0.13511614906417233	0.20755072548476713	-0.09872865630001146	-0.10254367760845337	1	2	1	0.1061778333619113	0.08686263566246098	-0.2470462962962963	0.001524030945411068	0.07335648148148147	0.0614351851851852	0.07335648148148147	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L3_P2	B0	0.5	P2	1576683fd13abaf80ec00acdbfaeee1901e0bd02b67b0ce377e16595ed60a44a	8f32cceb18d25224179aebea065cafd9febf921ef2a86e0ea0270323586a1316	-1.342711370030689	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.019261959856192088	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.08002673411786725	0.0724783069712443	0.055334200755698275	1.6696713456276768e-17	0.021517365253688872	0.06973271029597577	0.026821654154432	0.07791409357624657	0.16927941404996374	0.09965021462660037	0.18676945537880305	0.17945332339651673	-0.14821407379324145	-0.1331740302201832	1	2	1	0.09588688277916252	0.0905752363619564	-0.25707986898463087	0.002707707803899894	0.06690145502645502	0.040813492063492066	0.06690145502645502	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L3_P3	B0	0.5	P3	6ab8f518d5505489fac48bcb88507590d3702747d2018a6d8fbef6ded4d245ba	908f88f2204b33eb37f6580d06fb4df7bd70238c7afe70954c8735f875ea38dd	-1.3829287466380251	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.023146000020744736	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.07697141641398117	0.06315989483774595	0.059220483198162074	1.6046192152785466e-17	0.016235453720464463	0.06664816268849309	0.03435583435321763	0.07697141641398117	0.1640069175866169	0.12254120967938215	0.15431570391275226	0.17106309652058013	-0.13650077339139927	-0.10915554328659258	1	2	1	0.07448851589407049	0.0971762062000231	-0.26094271227009325	0.002036361360322598	0.053015873015873016	0.04141369047619048	0.053015873015873016	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L3_P4	B0	0.5	P4	89bfbe2336547949b8709d23578d8ac1422f3df9d19fe495f7efd22a6092edec	ece61e7b88fda423b612e7318fc981fd288da6ae5db9a6112b8669adb79b4b71	-1.5232566841363053	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.002211672103027404	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.0851840690848271	0.07651104570460385	0.05834729085282959	1.3768880490891988e-17	0.021119159662677613	0.06555996661902415	0.02332327779149946	0.072881258767396	0.1855652268719939	0.10491922567703213	0.14301172957987351	0.18703570362407324	-0.11906708463365215	-0.12961757145890296	1	2	1	0.11402060811469113	0.08431676536011533	-0.24055757205145434	0.001240245238476189	0.06492504409171077	0.05753141534391534	0.06492504409171077	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L3_P5	B0	0.5	P5	ccf443eda0d08631bc2f4d907ae581fdbc0d1def3c32e14cda4d67682f1c4d23	7627d7a48aa710c185b4c7619c98c5dbaa6942f67e12c9da695a6a774c6b8e87	-1.3333271955928225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.015019248653131319	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.07414744402586883	0.06890921460199548	0.05810152869100346	2.0816681711721685e-17	0.01195642308912889	0.056776927424002734	0.032939273855779806	0.07414744402586883	0.1815554037889998	0.11828218880656956	0.11842943958665082	0.16241879850359647	-0.12764183822373681	-0.12058406564357568	1	2	1	0.0653339455268347	0.09003803139062569	-0.3036844135802469	0.0034016910081927218	0.06180555555555555	0.04340277777777778	0.06180555555555555	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L3_P6	B0	0.5	P6	c2c03b63f7a70692ea6c845ab72c24ec047b917bdeb555b8034d0ec138a34ddf	e8b136a2a9a0c7a78ca4b3442ce150ed35efb061996d43c0f344ceb15961d2d3	-1.7464495116476115	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.01127877707915188	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.09126245012907791	0.0825741334386226	0.06249257826141783	2.42861286636753e-17	0.021508554955954353	0.06537264779424422	0.022397941486469324	0.07272282627765211	0.21090630031751353	0.11348329056385051	0.13422646027223184	0.21933167195703757	-0.09722844150091453	-0.10700115472822361	1	2	1	0.14808530878486512	0.09714590013977079	-0.20634645061728396	0.0018731982213333188	0.0775462962962963	0.06354166666666666	0.0775462962962963	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L3_P7	B0	0.5	P7	213972e44457c85c3273a28f82b18d331aa5499021a943912330c836e3463436	6403de6397ee9e68e02f7848bd6c20e7c7b99902a2c3fab4976874e9901da4a0	-1.4546322018278721	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.008580866080610844	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.07203088328472243	0.05776790866127306	0.06083038820605869	1.3877787807814457e-17	0.011256275288257227	0.05309117616927265	0.030603169346989277	0.06782197207962658	0.16677469907935508	0.13975678050925758	0.11553920887313768	0.18588366166451684	-0.10903675125743027	-0.11725737311385459	1	2	1	0.07800381515775033	0.059803725830728946	-0.2740740740740741	0.0010384833108058192	0.06296296296296297	0.06296296296296297	0.05925925925925927	0.044444444444444446	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
