configuration_id	phi	gradient_norm	horizontal_support	vertical_support	screen_shear_rank	twist_rank	mixed_curvature_max_abs	relation_inferred
B2_L1_P7	0.2322530864197531	0.011073936385546424	0.05555555555555555	0.09027777777777778	2	1	0.10301642890361576	NONE_OBSERVATION_ONLY
B2_L2_P0	0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B2_L2_P1	0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B2_L2_P2	0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B2_L2_P3	0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B2_L2_P4	0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B2_L2_P5	0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B2_L2_P6	0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B2_L2_P7	0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B2_L3_P0	0.25	0.00907998666263578	0.058333333333333334	0.075	2	1	0.07409197931706148	NONE_OBSERVATION_ONLY
B2_L3_P1	0.26793595679012344	0.014015194055824652	0.08375	0.073125	2	1	0.075946226880534	NONE_OBSERVATION_ONLY
B2_L3_P2	0.24133882905013856	0.006723115714652783	0.03827380952380953	0.07738095238095238	2	1	0.07286098189108284	NONE_OBSERVATION_ONLY
B2_L3_P3	0.23405823648904006	0.011870903584966012	0.060262896825396824	0.08662698412698412	2	1	0.06962661901159349	NONE_OBSERVATION_ONLY
B2_L3_P4	0.26044563465818427	0.006834062711288863	0.05678736772486773	0.06519510582010582	2	1	0.07701569828088567	NONE_OBSERVATION_ONLY
B2_L3_P5	0.28717206790123456	0.015808966739203657	0.065625	0.10416666666666666	2	1	0.06735378706381191	NONE_OBSERVATION_ONLY
B2_L3_P6	0.2675925925925926	0.012348912101443617	0.08506944444444445	0.052777777777777785	2	1	0.07609368907024669	NONE_OBSERVATION_ONLY
B2_L3_P7	0.26774691358024694	0.010294129532570754	0.05555555555555555	0.09027777777777778	2	1	0.07599725769018059	NONE_OBSERVATION_ONLY
B2_L4_P0	0.25	0.03631994665054312	0.11666666666666667	0.15	2	1	0.12161339532387783	NONE_OBSERVATION_ONLY
B2_L4_P1	0.28587191358024694	0.058506538931759965	0.1675	0.14625	2	1	0.127621297635446	NONE_OBSERVATION_ONLY
B2_L4_P2	0.23267765810027713	0.026836026646596137	0.07654761904761906	0.15476190476190477	2	1	0.11964333845427386	NONE_OBSERVATION_ONLY
B2_L4_P3	0.21811647297808012	0.04810738999105768	0.12052579365079365	0.17325396825396824	2	1	0.11235044704743351	NONE_OBSERVATION_ONLY
B2_L4_P4	0.27089126931636853	0.02706730771205792	0.11357473544973545	0.13039021164021164	2	1	0.12800715201457225	NONE_OBSERVATION_ONLY
B2_L4_P5	0.3243441358024691	0.06730041844075892	0.13125	0.20833333333333331	2	1	0.10823775949311376	NONE_OBSERVATION_ONLY
B2_L4_P6	0.2851851851851852	0.05358288173514794	0.1701388888888889	0.10555555555555557	2	1	0.1435700545733907	NONE_OBSERVATION_ONLY
B2_L4_P7	0.2854938271604938	0.04006281511703396	0.1111111111111111	0.18055555555555555	2	1	0.12457498501086593	NONE_OBSERVATION_ONLY
B3_L0_P0	0.125	0.0016116883217605284	0.15	0.13333333333333333	2	1	0.17247012194264377	NONE_OBSERVATION_ONLY
B3_L0_P1	0.037231481481481504	0.008081681482511021	0.15162037037037038	0.155	2	1	0.16909515771995814	NONE_OBSERVATION_ONLY
B3_L0_P2	0.1918212396069539	-0.000188926429257641	0.1505952380952381	0.11430555555555555	2	1	0.19181112419406957	NONE_OBSERVATION_ONLY
B3_L0_P3	0.10985907974300832	-0.009800833678614604	0.17428571428571427	0.11443452380952382	2	1	0.17214938311003358	NONE_OBSERVATION_ONLY
B3_L0_P4	0.13274080722824108	0.011503498055718805	0.12958002645502645	0.14927248677248678	2	1	0.17258757767583782	NONE_OBSERVATION_ONLY
B3_L0_P5	0.07476851851851853	-0.028575044848277917	0.2111111111111111	0.07569444444444444	2	1	0.16676528251810094	NONE_OBSERVATION_ONLY
B3_L0_P6	0.06149691358024692	0.029056578388253387	0.10763888888888887	0.19444444444444442	2	1	0.16120132807210047	NONE_OBSERVATION_ONLY
B3_L0_P7	0.04907407407407405	-0.009004574332773154	0.18703703703703703	0.10555555555555556	2	1	0.1826823806812536	NONE_OBSERVATION_ONLY
B3_L1_P0	0.125	0.0004029220804401321	0.075	0.06666666666666667	2	1	0.07864324708304178	NONE_OBSERVATION_ONLY
B3_L1_P1	0.08111574074074075	0.0016914429733116485	0.07581018518518519	0.0775	2	1	0.07783417639196956	NONE_OBSERVATION_ONLY
B3_L1_P2	0.15841061980347695	-0.00035779065747726195	0.07529761904761904	0.057152777777777775	2	1	0.08178005640665417	NONE_OBSERVATION_ONLY
B3_L1_P3	0.11742953987150416	-0.0024694697565123993	0.08714285714285713	0.05721726190476191	2	1	0.07862704122375076	NONE_OBSERVATION_ONLY
B3_L1_P4	0.12887040361412055	0.0028831811927982646	0.06479001322751322	0.07463624338624339	2	1	0.07868213570924316	NONE_OBSERVATION_ONLY
B3_L1_P5	0.09988425925925926	-0.007358794209429787	0.10555555555555556	0.03784722222222222	2	1	0.07754143320137172	NONE_OBSERVATION_ONLY
B3_L1_P6	0.09324845679012346	0.006933290149816727	0.053819444444444434	0.09722222222222221	2	1	0.07660071801271874	NONE_OBSERVATION_ONLY
B3_L1_P7	0.08703703703703702	-0.0026254012063460443	0.09351851851851851	0.05277777777777778	2	1	0.08151017551602358	NONE_OBSERVATION_ONLY
B3_L2_P0	0.125	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B3_L2_P1	0.125	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B3_L2_P2	0.125	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B3_L2_P3	0.125	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B3_L2_P4	0.125	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B3_L2_P5	0.125	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B3_L2_P6	0.125	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B3_L2_P7	0.125	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B3_L3_P0	0.125	0.0004029220804401321	0.075	0.06666666666666667	2	1	0.07293111754789573	NONE_OBSERVATION_ONLY
B3_L3_P1	0.16888425925925926	0.0014718875469661927	0.07581018518518519	0.0775	2	1	0.07105136751263104	NONE_OBSERVATION_ONLY
B3_L3_P2	0.09158938019652305	-0.000668868950675644	0.07529761904761904	0.057152777777777775	2	1	0.07391737276957693	NONE_OBSERVATION_ONLY
B3_L3_P3	0.13257046012849585	-0.002504725910588051	0.08714285714285713	0.05721726190476191	2	1	0.07225209422251166	NONE_OBSERVATION_ONLY
B3_L3_P4	0.12112959638587946	0.002898250448631459	0.06479001322751322	0.07463624338624339	2	1	0.07444941607210413	NONE_OBSERVATION_ONLY
B3_L3_P5	0.15011574074074074	-0.0077879458981960515	0.10555555555555556	0.03784722222222222	2	1	0.07062667685669152	NONE_OBSERVATION_ONLY
B3_L3_P6	0.15675154320987655	0.006865130842990174	0.053819444444444434	0.09722222222222221	2	1	0.07643249348216895	NONE_OBSERVATION_ONLY
B3_L3_P7	0.16296296296296298	-0.003360282493038781	0.09351851851851851	0.05277777777777778	2	1	0.06608294731340686	NONE_OBSERVATION_ONLY
B3_L4_P0	0.125	0.0016116883217605284	0.15	0.13333333333333333	2	1	0.17850717781280015	NONE_OBSERVATION_ONLY
B3_L4_P1	0.2127685185185185	0.006406186818113986	0.15162037037037038	0.155	2	1	0.1773411749161545	NONE_OBSERVATION_ONLY
B3_L4_P2	0.058178760393046106	-0.0027426573186182203	0.1505952380952381	0.11430555555555555	2	1	0.1801918552165539	NONE_OBSERVATION_ONLY
B3_L4_P3	0.14014092025699168	-0.010083044811202958	0.17428571428571427	0.11443452380952382	2	1	0.1766042630265196	NONE_OBSERVATION_ONLY
B3_L4_P4	0.1172591927717589	0.011624067228806984	0.12958002645502645	0.14927248677248678	2	1	0.1846750756300792	NONE_OBSERVATION_ONLY
B3_L4_P5	0.1752314814814815	-0.0320091341320603	0.2111111111111111	0.07569444444444444	2	1	0.1710689875702223	NONE_OBSERVATION_ONLY
B3_L4_P6	0.18850308641975308	0.028530848690181593	0.10763888888888887	0.19444444444444442	2	1	0.20154214576586435	NONE_OBSERVATION_ONLY
B3_L4_P7	0.20092592592592595	-0.014878228750581899	0.18703703703703703	0.10555555555555556	2	1	0.15060579353291256	NONE_OBSERVATION_ONLY
