path	first_date	provenance_era	family	primary_evidence_grade	affirmative_current_use	surface_identity	action_or_source_provenance	ruling
archive/native_action_chat_2026-07-14_15/UDT_WRL_SOLUTION_SPACE_CLOSURE_DERIVATION_RESULTS.md	2026-07-17	JULY1_OR_LATER	ARCHIVED_BOUNDARY_AUDIT	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	MULTIPLE_OR_OPEN	disclosed non-cold archived inverse-action/boundary classes; independent verification was open	Exact algebra may be rerun; supplies counterexamples and object distinctions, not current action authority.
archive/native_action_chat_2026-07-14_15/verify_udt_finite_cell_boundary.py	2026-07-17	JULY1_OR_LATER	ARCHIVED_BOUNDARY_AUDIT	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	MULTIPLE_OR_OPEN	disclosed non-cold archived inverse-action/boundary classes; independent verification was open	Exact algebra may be rerun; supplies counterexamples and object distinctions, not current action authority.
archive/native_action_chat_2026-07-14_15/verify_udt_finite_cell_boundary_out.txt	2026-07-17	JULY1_OR_LATER	ARCHIVED_BOUNDARY_AUDIT	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	MULTIPLE_OR_OPEN	disclosed non-cold archived inverse-action/boundary classes; independent verification was open	Exact algebra may be rerun; supplies counterexamples and object distinctions, not current action authority.
archive/native_action_chat_2026-07-14_15/verify_udt_wrl_scaffold_separation.py	2026-07-17	JULY1_OR_LATER	ARCHIVED_BOUNDARY_AUDIT	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	MULTIPLE_OR_OPEN	disclosed non-cold archived inverse-action/boundary classes; independent verification was open	Exact algebra may be rerun; supplies counterexamples and object distinctions, not current action authority.
archive/native_action_chat_2026-07-14_15/verify_udt_wrl_scaffold_separation_out.txt	2026-07-17	JULY1_OR_LATER	ARCHIVED_BOUNDARY_AUDIT	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	MULTIPLE_OR_OPEN	disclosed non-cold archived inverse-action/boundary classes; independent verification was open	Exact algebra may be rerun; supplies counterexamples and object distinctions, not current action authority.
archive/native_action_chat_2026-07-14_15/verify_udt_wrl_solution_space_closure.py	2026-07-17	JULY1_OR_LATER	ARCHIVED_BOUNDARY_AUDIT	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	MULTIPLE_OR_OPEN	disclosed non-cold archived inverse-action/boundary classes; independent verification was open	Exact algebra may be rerun; supplies counterexamples and object distinctions, not current action authority.
archive/native_action_chat_2026-07-14_15/verify_udt_wrl_solution_space_closure_out.txt	2026-07-17	JULY1_OR_LATER	ARCHIVED_BOUNDARY_AUDIT	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	MULTIPLE_OR_OPEN	disclosed non-cold archived inverse-action/boundary classes; independent verification was open	Exact algebra may be rerun; supplies counterexamples and object distinctions, not current action authority.
derive_universe_fold_d1.py	2026-07-02	JULY1_OR_LATER	FOLD_CONDITIONAL	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	CMB_FOLD	historical round-static Branch-P/G reduced action, mirror and variation-class premises	Exact fold pins and conditional budgets survive; complete action, scale, and native mass do not.
native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	2026-07-18	JULY1_OR_LATER	CURRENT_ACTION_ADJUDICATION	COUNTEREXAMPLE_OR_NEGATIVE_CONTROL	YES	OPEN	post-firewall A/B/C adjudication	Current authority that complete action, source, differentiable boundary, and normalized mass remain open.
native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	2026-07-18	JULY1_OR_LATER	CURRENT_ACTION_ADJUDICATION	COUNTEREXAMPLE_OR_NEGATIVE_CONTROL	YES	OPEN	post-firewall A/B/C adjudication	Current authority that complete action, source, differentiable boundary, and normalized mass remain open.
native_dilation_weight_derivation_results.md	2026-06-21	PRE_JULY1	PRE_FIREWALL	COUNTEREXAMPLE_OR_NEGATIVE_CONTROL	NO	OPEN	pre-2026-07-01 material	May expose old assumptions or failures only; cannot supply affirmative UDT mass dilation.
node05_seal_parity_regrade_results.md	2026-07-04	JULY1_OR_LATER	FOLD_CONDITIONAL	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	CMB_FOLD	historical round-static Branch-P/G reduced action, mirror and variation-class premises	Exact fold pins and conditional budgets survive; complete action, scale, and native mass do not.
research/macro/verify_wrl_canon.py	2026-07-09	JULY1_OR_LATER	WRL_SELECTION	DERIVED_CONDITIONAL_ON_STATED_PREMISES	YES	WRL_WALL	simple reciprocal metric plus residual re-centering and accepted WR-L wall axioms	Selects alpha=1 inside the residual family; X remains supplied/free and the wall is not a terminal universe boundary.
simple_metric_FE_rederive.py	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_HL_unification.py	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_HL_unification_out.json	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_HL_unification_results.md	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_J1_build_results.md	2026-07-09	JULY1_OR_LATER	MACRO_MASS_READOUT	INTERPRETATION_NOT_DERIVED	NO	WRL_OR_HYPERBOLIC_ENDPOINT	chosen areal/composition joins plus GR-form Misner-Sharp/Einstein readout	Retains dimensional/conditional reference algebra only; no native mass or X_max relation.
simple_metric_J1_honesty_skeleton_results.md	2026-07-09	JULY1_OR_LATER	MACRO_MASS_READOUT	INTERPRETATION_NOT_DERIVED	NO	WRL_OR_HYPERBOLIC_ENDPOINT	chosen areal/composition joins plus GR-form Misner-Sharp/Einstein readout	Retains dimensional/conditional reference algebra only; no native mass or X_max relation.
simple_metric_L_P_selection_derive.py	2026-07-09	JULY1_OR_LATER	WRL_SELECTION	DERIVED_CONDITIONAL_ON_STATED_PREMISES	YES	WRL_WALL	simple reciprocal metric plus residual re-centering and accepted WR-L wall axioms	Selects alpha=1 inside the residual family; X remains supplied/free and the wall is not a terminal universe boundary.
simple_metric_L_P_selection_derive_out.json	2026-07-09	JULY1_OR_LATER	WRL_SELECTION	DERIVED_CONDITIONAL_ON_STATED_PREMISES	YES	WRL_WALL	simple reciprocal metric plus residual re-centering and accepted WR-L wall axioms	Selects alpha=1 inside the residual family; X remains supplied/free and the wall is not a terminal universe boundary.
simple_metric_L_P_selection_derive_results.md	2026-07-09	JULY1_OR_LATER	WRL_SELECTION	DERIVED_CONDITIONAL_ON_STATED_PREMISES	YES	WRL_WALL	simple reciprocal metric plus residual re-centering and accepted WR-L wall axioms	Selects alpha=1 inside the residual family; X remains supplied/free and the wall is not a terminal universe boundary.
simple_metric_L_native_optical_derive.py	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_L_native_optical_derive_out.json	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_L_native_optical_derive_results.md	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_L_principle_closure_attack_results.md	2026-07-09	JULY1_OR_LATER	WRL_SELECTION	DERIVED_CONDITIONAL_ON_STATED_PREMISES	YES	WRL_WALL	simple reciprocal metric plus residual re-centering and accepted WR-L wall axioms	Selects alpha=1 inside the residual family; X remains supplied/free and the wall is not a terminal universe boundary.
simple_metric_L_wall_regularity_closure_out.json	2026-07-09	JULY1_OR_LATER	WRL_SELECTION	DERIVED_CONDITIONAL_ON_STATED_PREMISES	YES	WRL_WALL	simple reciprocal metric plus residual re-centering and accepted WR-L wall axioms	Selects alpha=1 inside the residual family; X remains supplied/free and the wall is not a terminal universe boundary.
simple_metric_L_wall_regularity_closure_results.md	2026-07-09	JULY1_OR_LATER	WRL_SELECTION	DERIVED_CONDITIONAL_ON_STATED_PREMISES	YES	WRL_WALL	simple reciprocal metric plus residual re-centering and accepted WR-L wall axioms	Selects alpha=1 inside the residual family; X remains supplied/free and the wall is not a terminal universe boundary.
simple_metric_Pell_mass_lock_derive.md	2026-07-09	JULY1_OR_LATER	MACRO_MASS_READOUT	INTERPRETATION_NOT_DERIVED	NO	WRL_OR_HYPERBOLIC_ENDPOINT	chosen areal/composition joins plus GR-form Misner-Sharp/Einstein readout	Retains dimensional/conditional reference algebra only; no native mass or X_max relation.
simple_metric_S3_native_dust_ceiling.py	2026-07-09	JULY1_OR_LATER	WITHDRAWN_MACRO	COUNTEREXAMPLE_OR_NEGATIVE_CONTROL	NO	WRL_WALL	superseded wrong G^r_r dust selector	Failure provenance only; profile survives from other premises, dust selection does not.
simple_metric_S3_native_dust_ceiling_out.json	2026-07-09	JULY1_OR_LATER	WITHDRAWN_MACRO	COUNTEREXAMPLE_OR_NEGATIVE_CONTROL	NO	WRL_WALL	superseded wrong G^r_r dust selector	Failure provenance only; profile survives from other premises, dust selection does not.
simple_metric_S3_native_dust_ceiling_results.md	2026-07-09	JULY1_OR_LATER	WITHDRAWN_MACRO	COUNTEREXAMPLE_OR_NEGATIVE_CONTROL	NO	WRL_WALL	superseded wrong G^r_r dust selector	Failure provenance only; profile survives from other premises, dust selection does not.
simple_metric_WR_L_external_triple_blind_audit_results.md	2026-07-09	JULY1_OR_LATER	WRL_SELECTION	DERIVED_CONDITIONAL_ON_STATED_PREMISES	YES	WRL_WALL	simple reciprocal metric plus residual re-centering and accepted WR-L wall axioms	Selects alpha=1 inside the residual family; X remains supplied/free and the wall is not a terminal universe boundary.
simple_metric_angular_timelive_L.py	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_angular_timelive_L_out.json	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_angular_timelive_L_results.md	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_mass_xmax_cascade.md	2026-07-09	JULY1_OR_LATER	MACRO_MASS_READOUT	INTERPRETATION_NOT_DERIVED	NO	WRL_OR_HYPERBOLIC_ENDPOINT	chosen areal/composition joins plus GR-form Misner-Sharp/Einstein readout	Retains dimensional/conditional reference algebra only; no native mass or X_max relation.
simple_metric_sphere_ceiling.py	2026-07-09	JULY1_OR_LATER	MACRO_MASS_READOUT	INTERPRETATION_NOT_DERIVED	NO	WRL_OR_HYPERBOLIC_ENDPOINT	chosen areal/composition joins plus GR-form Misner-Sharp/Einstein readout	Retains dimensional/conditional reference algebra only; no native mass or X_max relation.
simple_metric_sphere_ceiling_build.py	2026-07-09	JULY1_OR_LATER	MACRO_MASS_READOUT	INTERPRETATION_NOT_DERIVED	NO	WRL_OR_HYPERBOLIC_ENDPOINT	chosen areal/composition joins plus GR-form Misner-Sharp/Einstein readout	Retains dimensional/conditional reference algebra only; no native mass or X_max relation.
simple_metric_sphere_ceiling_build_out.json	2026-07-09	JULY1_OR_LATER	MACRO_MASS_READOUT	INTERPRETATION_NOT_DERIVED	NO	WRL_OR_HYPERBOLIC_ENDPOINT	chosen areal/composition joins plus GR-form Misner-Sharp/Einstein readout	Retains dimensional/conditional reference algebra only; no native mass or X_max relation.
simple_metric_sphere_ceiling_build_results.md	2026-07-09	JULY1_OR_LATER	MACRO_MASS_READOUT	INTERPRETATION_NOT_DERIVED	NO	WRL_OR_HYPERBOLIC_ENDPOINT	chosen areal/composition joins plus GR-form Misner-Sharp/Einstein readout	Retains dimensional/conditional reference algebra only; no native mass or X_max relation.
simple_metric_sphere_ceiling_select_results.md	2026-07-09	JULY1_OR_LATER	MACRO_MASS_READOUT	INTERPRETATION_NOT_DERIVED	NO	WRL_OR_HYPERBOLIC_ENDPOINT	chosen areal/composition joins plus GR-form Misner-Sharp/Einstein readout	Retains dimensional/conditional reference algebra only; no native mass or X_max relation.
simple_metric_timelive_AP_exact_derive_results.md	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_timelive_AP_intermediate_out.json	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_timelive_AP_intermediate_results.md	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_timelive_AP_out.json	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_timelive_AP_results.md	2026-07-09	JULY1_OR_LATER	WRL_METRIC_LIMIT	DERIVED_METRIC_LIMIT	CONDITIONAL	WRL_WALL	declared reciprocal WR-L representative; time-live specializations add working diagonal premises	Exact proper/optical/clock/redshift behavior survives; native dynamics and terminality do not.
simple_metric_xmax_POSTULATE.md	2026-07-09	JULY1_OR_LATER	XMAX_OLD_FRAME	CONFLICTED_SEMANTICS	NO	HYPERBOLIC_CHART_ENDPOINT	working input maximum and hyperbolic composition chart	Algebraic chart history only; premise reset withdraws its physical-frame authority.
udt_premise_reset_audit_2026-07-19/AUDIT_REPORT.md	2026-07-19	JULY1_OR_LATER	PREMISE_RESET	CANONICAL_STRUCTURE_OR_BOUNDARY_DECLARATION	YES	MULTIPLE_OR_OPEN	current correction overlay	Controls signed phi, observational c/G, derived X_max, and the audit question.
udt_premise_reset_audit_2026-07-19/OWNER_MEANING_LEDGER.tsv	2026-07-19	JULY1_OR_LATER	PREMISE_RESET	CANONICAL_STRUCTURE_OR_BOUNDARY_DECLARATION	YES	MULTIPLE_OR_OPEN	current correction overlay	Controls signed phi, observational c/G, derived X_max, and the audit question.
udt_premise_reset_audit_2026-07-19/RERUN_PRIORITY.md	2026-07-19	JULY1_OR_LATER	PREMISE_RESET	CANONICAL_STRUCTURE_OR_BOUNDARY_DECLARATION	YES	MULTIPLE_OR_OPEN	current correction overlay	Controls signed phi, observational c/G, derived X_max, and the audit question.
universe_cell_T2_identities_results.md	2026-07-02	JULY1_OR_LATER	FOLD_CONDITIONAL	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	CMB_FOLD	historical round-static Branch-P/G reduced action, mirror and variation-class premises	Exact fold pins and conditional budgets survive; complete action, scale, and native mass do not.
universe_cell_T3_closure_results.md	2026-07-02	JULY1_OR_LATER	FOLD_CONDITIONAL	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	CMB_FOLD	historical round-static Branch-P/G reduced action, mirror and variation-class premises	Exact fold pins and conditional budgets survive; complete action, scale, and native mass do not.
universe_cell_fold_jc_sigma_results.md	2026-07-02	JULY1_OR_LATER	FOLD_CONDITIONAL	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	CMB_FOLD	historical round-static Branch-P/G reduced action, mirror and variation-class premises	Exact fold pins and conditional budgets survive; complete action, scale, and native mass do not.
universe_cell_vacuum_impossibility_results.md	2026-07-02	JULY1_OR_LATER	FOLD_CONDITIONAL	DERIVED_CONDITIONAL_ON_STATED_PREMISES	CONDITIONAL	CMB_FOLD	historical round-static Branch-P/G reduced action, mirror and variation-class premises	Exact fold pins and conditional budgets survive; complete action, scale, and native mass do not.
