row_index	field	expected_sha256	recovered_sha256	match
9	verdict	49fe4f819c389b515ce1cfff4118a65c88217fcd45012e4a2e86968e9754cdbf	49fe4f819c389b515ce1cfff4118a65c88217fcd45012e4a2e86968e9754cdbf	PASS
9	stamps	73cb657df3f33c705a40750c32d31d344f1f23729e140c7e3f7c8957bde3f8d6	73cb657df3f33c705a40750c32d31d344f1f23729e140c7e3f7c8957bde3f8d6	PASS
10	cycle	1774933dc3fb24d86fa18f3f25cb25cf05d5c25e538e0c7a00673d6f2c7d3c19	1774933dc3fb24d86fa18f3f25cb25cf05d5c25e538e0c7a00673d6f2c7d3c19	PASS
10	family	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	PASS
10	posture	6a527afef4f8b6a37078da7268782a85708a12d055b0fc4f325323e6ccc76326	6a527afef4f8b6a37078da7268782a85708a12d055b0fc4f325323e6ccc76326	PASS
10	condition	ba2a76dcb7f3d3b29132d3a2d8dd90514fcd176bf08f08145a0f61632153df41	ba2a76dcb7f3d3b29132d3a2d8dd90514fcd176bf08f08145a0f61632153df41	PASS
10	verdict	9a11a53bac4ccdd230ee56e47c20c2ec9fe72ad825b22dafce79ac9905a8a969	9a11a53bac4ccdd230ee56e47c20c2ec9fe72ad825b22dafce79ac9905a8a969	PASS
10	stamps	a868ce1b27fe5248c6363ce00ebc36653bea0716f5708dca980a2db51714136a	a868ce1b27fe5248c6363ce00ebc36653bea0716f5708dca980a2db51714136a	PASS
11	cycle	5de9b73276488ab77ce1073df669cef72ae8154779e2b26b4e92b3cabae9afd4	5de9b73276488ab77ce1073df669cef72ae8154779e2b26b4e92b3cabae9afd4	PASS
11	family	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	PASS
11	posture	d861ee362e3823440ae642b3a082d4fe221e226265be2fa63cd13f226e96f0c5	d861ee362e3823440ae642b3a082d4fe221e226265be2fa63cd13f226e96f0c5	PASS
11	condition	637a00f1b89a4b80d3231c3e8079fc4d00a0896dd8b0c74dfcf54539b40f01ac	637a00f1b89a4b80d3231c3e8079fc4d00a0896dd8b0c74dfcf54539b40f01ac	PASS
11	verdict	01c10174c20444efc5f0ac93f62c5d6524069aaf0752c9a750ac45d117979dca	01c10174c20444efc5f0ac93f62c5d6524069aaf0752c9a750ac45d117979dca	PASS
11	stamps	49406076f6a5b594fccb87bc0a76a8b60400fb5d3278a753211038cd3b3c053e	49406076f6a5b594fccb87bc0a76a8b60400fb5d3278a753211038cd3b3c053e	PASS
12	cycle	4fd89fdbc3b4f74fb4f91f95089fa4424e24a828662d70781ce32e3cae9f72f6	4fd89fdbc3b4f74fb4f91f95089fa4424e24a828662d70781ce32e3cae9f72f6	PASS
12	family	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	PASS
12	posture	5b082859f9ef103ee76da44dfaf086c1129297e380900344108522adb62c0361	5b082859f9ef103ee76da44dfaf086c1129297e380900344108522adb62c0361	PASS
12	condition	6367d55aadb4a52b2229e9c185b7c2c5e2c24221bcb90b98c2a6b6de79aa634a	6367d55aadb4a52b2229e9c185b7c2c5e2c24221bcb90b98c2a6b6de79aa634a	PASS
12	verdict	49fe4f819c389b515ce1cfff4118a65c88217fcd45012e4a2e86968e9754cdbf	49fe4f819c389b515ce1cfff4118a65c88217fcd45012e4a2e86968e9754cdbf	PASS
12	stamps	73cb657df3f33c705a40750c32d31d344f1f23729e140c7e3f7c8957bde3f8d6	73cb657df3f33c705a40750c32d31d344f1f23729e140c7e3f7c8957bde3f8d6	PASS
13	cycle	fa6e84d52642ac40113045077e4fbb9f30d5419e1c19cd66495e170378893fbc	fa6e84d52642ac40113045077e4fbb9f30d5419e1c19cd66495e170378893fbc	PASS
13	family	a27aad7c6cba9e102dea52f6228127a220c4a4e0a0cb55dbca43565686fa0f78	a27aad7c6cba9e102dea52f6228127a220c4a4e0a0cb55dbca43565686fa0f78	PASS
13	posture	2eb2e6c883a11bcffa0952e540620bf2e56c8072e590421de5d91d00923a5b58	2eb2e6c883a11bcffa0952e540620bf2e56c8072e590421de5d91d00923a5b58	PASS
13	condition	e4a1e6ce36321e80e88002043773edf81f5be6491e09db917a9aed639793adfd	e4a1e6ce36321e80e88002043773edf81f5be6491e09db917a9aed639793adfd	PASS
13	verdict	d2c7a41c69b49c8829f54aa5a8f85a7de55f269dbd07f15b9363c8ee81c9bd85	d2c7a41c69b49c8829f54aa5a8f85a7de55f269dbd07f15b9363c8ee81c9bd85	PASS
13	stamps	e7cb7398d11c37046eaec3dcb7c56ec61810d36683c4e065e8cc23a3d21c14d8	e7cb7398d11c37046eaec3dcb7c56ec61810d36683c4e065e8cc23a3d21c14d8	PASS
14	cycle	fa6e84d52642ac40113045077e4fbb9f30d5419e1c19cd66495e170378893fbc	fa6e84d52642ac40113045077e4fbb9f30d5419e1c19cd66495e170378893fbc	PASS
14	family	d0d4be7f4015c2313e89118b685e49e9839c9dfdbd141c13b038d2b6e44b0f51	d0d4be7f4015c2313e89118b685e49e9839c9dfdbd141c13b038d2b6e44b0f51	PASS
14	posture	2eb2e6c883a11bcffa0952e540620bf2e56c8072e590421de5d91d00923a5b58	2eb2e6c883a11bcffa0952e540620bf2e56c8072e590421de5d91d00923a5b58	PASS
14	condition	ed43acb358f86e0ce0ca34fe52777b4d7aa605d7dd3590564af6de8a72cb2101	ed43acb358f86e0ce0ca34fe52777b4d7aa605d7dd3590564af6de8a72cb2101	PASS
14	verdict	3e7ba2445414804be7f766cda6b16f2615525f4ca73f8dae0ae72cbcef9eb96e	3e7ba2445414804be7f766cda6b16f2615525f4ca73f8dae0ae72cbcef9eb96e	PASS
14	stamps	fbf692c7b77abcc57d02987b0e1db7f57e7ec2ccc1286dc2ba67e37bc0d3b82b	fbf692c7b77abcc57d02987b0e1db7f57e7ec2ccc1286dc2ba67e37bc0d3b82b	PASS
15	cycle	fa6e84d52642ac40113045077e4fbb9f30d5419e1c19cd66495e170378893fbc	fa6e84d52642ac40113045077e4fbb9f30d5419e1c19cd66495e170378893fbc	PASS
15	family	49f762aa1e1586c5a30383002ad22b779a07099714d24ce1c193037ca4322749	49f762aa1e1586c5a30383002ad22b779a07099714d24ce1c193037ca4322749	PASS
15	posture	2eb2e6c883a11bcffa0952e540620bf2e56c8072e590421de5d91d00923a5b58	2eb2e6c883a11bcffa0952e540620bf2e56c8072e590421de5d91d00923a5b58	PASS
15	condition	98208840d172074b41e81927ccb5944c11553f2983283bd296b92f95198c24b5	98208840d172074b41e81927ccb5944c11553f2983283bd296b92f95198c24b5	PASS
15	verdict	3a9010f7199a010226f470ebf801b82208c4ff3587221ebc6ef774f93e6ccd1e	3a9010f7199a010226f470ebf801b82208c4ff3587221ebc6ef774f93e6ccd1e	PASS
15	stamps	168e79ff264bb1b999d3efbf1d238ed6a5644f35e682e42ceba0f06d9ba605e8	168e79ff264bb1b999d3efbf1d238ed6a5644f35e682e42ceba0f06d9ba605e8	PASS
16	cycle	fa6e84d52642ac40113045077e4fbb9f30d5419e1c19cd66495e170378893fbc	fa6e84d52642ac40113045077e4fbb9f30d5419e1c19cd66495e170378893fbc	PASS
16	family	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	PASS
16	posture	2eb2e6c883a11bcffa0952e540620bf2e56c8072e590421de5d91d00923a5b58	2eb2e6c883a11bcffa0952e540620bf2e56c8072e590421de5d91d00923a5b58	PASS
16	condition	d9e6c9677f4d6b40885583ab5b77f7dcdfcd7e7ff6e748053e0823fbc3b20866	d9e6c9677f4d6b40885583ab5b77f7dcdfcd7e7ff6e748053e0823fbc3b20866	PASS
16	verdict	de6d8d2354c565eabcd05e273242c3b9be5c37d9ff3bccf0aae0165f1a49d13d	de6d8d2354c565eabcd05e273242c3b9be5c37d9ff3bccf0aae0165f1a49d13d	PASS
16	stamps	f1511400ab4fd44b92acdde8b6fc62284f8e5200fbb079c9d26960e8f53d9407	f1511400ab4fd44b92acdde8b6fc62284f8e5200fbb079c9d26960e8f53d9407	PASS
17	cycle	ecda3c1f9570e89802127d447af2232f291c730323e58eedd87f74bd83de33b1	ecda3c1f9570e89802127d447af2232f291c730323e58eedd87f74bd83de33b1	PASS
17	family	a27aad7c6cba9e102dea52f6228127a220c4a4e0a0cb55dbca43565686fa0f78	a27aad7c6cba9e102dea52f6228127a220c4a4e0a0cb55dbca43565686fa0f78	PASS
17	posture	2501fdce23a472b024d608655ac0f1bbe610908b36a3885025611957cded4eea	2501fdce23a472b024d608655ac0f1bbe610908b36a3885025611957cded4eea	PASS
17	condition	1f58f7a50a7f0dc9a8422b32cdd3e236264131d989c5376665773c0a8a8ef8d4	1f58f7a50a7f0dc9a8422b32cdd3e236264131d989c5376665773c0a8a8ef8d4	PASS
17	verdict	5c366213769981e499671ff239ff40a6bdb3656ba0131b48d6980217f81b8f7f	5c366213769981e499671ff239ff40a6bdb3656ba0131b48d6980217f81b8f7f	PASS
17	stamps	8737742c5bd8be11808e655d68e834adef2211bbfe21f93ded02b2b4c30e087e	8737742c5bd8be11808e655d68e834adef2211bbfe21f93ded02b2b4c30e087e	PASS
18	cycle	ecda3c1f9570e89802127d447af2232f291c730323e58eedd87f74bd83de33b1	ecda3c1f9570e89802127d447af2232f291c730323e58eedd87f74bd83de33b1	PASS
18	family	d0d4be7f4015c2313e89118b685e49e9839c9dfdbd141c13b038d2b6e44b0f51	d0d4be7f4015c2313e89118b685e49e9839c9dfdbd141c13b038d2b6e44b0f51	PASS
18	posture	2501fdce23a472b024d608655ac0f1bbe610908b36a3885025611957cded4eea	2501fdce23a472b024d608655ac0f1bbe610908b36a3885025611957cded4eea	PASS
18	condition	1f58f7a50a7f0dc9a8422b32cdd3e236264131d989c5376665773c0a8a8ef8d4	1f58f7a50a7f0dc9a8422b32cdd3e236264131d989c5376665773c0a8a8ef8d4	PASS
18	verdict	5c366213769981e499671ff239ff40a6bdb3656ba0131b48d6980217f81b8f7f	5c366213769981e499671ff239ff40a6bdb3656ba0131b48d6980217f81b8f7f	PASS
18	stamps	8737742c5bd8be11808e655d68e834adef2211bbfe21f93ded02b2b4c30e087e	8737742c5bd8be11808e655d68e834adef2211bbfe21f93ded02b2b4c30e087e	PASS
19	cycle	ecda3c1f9570e89802127d447af2232f291c730323e58eedd87f74bd83de33b1	ecda3c1f9570e89802127d447af2232f291c730323e58eedd87f74bd83de33b1	PASS
19	family	49f762aa1e1586c5a30383002ad22b779a07099714d24ce1c193037ca4322749	49f762aa1e1586c5a30383002ad22b779a07099714d24ce1c193037ca4322749	PASS
19	posture	2501fdce23a472b024d608655ac0f1bbe610908b36a3885025611957cded4eea	2501fdce23a472b024d608655ac0f1bbe610908b36a3885025611957cded4eea	PASS
19	condition	1f58f7a50a7f0dc9a8422b32cdd3e236264131d989c5376665773c0a8a8ef8d4	1f58f7a50a7f0dc9a8422b32cdd3e236264131d989c5376665773c0a8a8ef8d4	PASS
19	verdict	5c366213769981e499671ff239ff40a6bdb3656ba0131b48d6980217f81b8f7f	5c366213769981e499671ff239ff40a6bdb3656ba0131b48d6980217f81b8f7f	PASS
19	stamps	8737742c5bd8be11808e655d68e834adef2211bbfe21f93ded02b2b4c30e087e	8737742c5bd8be11808e655d68e834adef2211bbfe21f93ded02b2b4c30e087e	PASS
20	cycle	ecda3c1f9570e89802127d447af2232f291c730323e58eedd87f74bd83de33b1	ecda3c1f9570e89802127d447af2232f291c730323e58eedd87f74bd83de33b1	PASS
20	family	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	15a5ba8a2dbf7cf72f4576a11af381e9e187de88ebfe2179f7d9a651646d0aaa	PASS
20	posture	2501fdce23a472b024d608655ac0f1bbe610908b36a3885025611957cded4eea	2501fdce23a472b024d608655ac0f1bbe610908b36a3885025611957cded4eea	PASS
20	condition	1f58f7a50a7f0dc9a8422b32cdd3e236264131d989c5376665773c0a8a8ef8d4	1f58f7a50a7f0dc9a8422b32cdd3e236264131d989c5376665773c0a8a8ef8d4	PASS
20	verdict	5c366213769981e499671ff239ff40a6bdb3656ba0131b48d6980217f81b8f7f	5c366213769981e499671ff239ff40a6bdb3656ba0131b48d6980217f81b8f7f	PASS
20	stamps	8737742c5bd8be11808e655d68e834adef2211bbfe21f93ded02b2b4c30e087e	8737742c5bd8be11808e655d68e834adef2211bbfe21f93ded02b2b4c30e087e	PASS
