active_remaining	crossed_vertices	degree_signed_area_estimate	directions_with_turns	face_maps_resolved	faces	initial_max_abs_hamiltonian	level	max_abs_hamiltonian	max_face_shear_ratio	max_face_smax	max_signed_area_ratio	maximum_turn_count	median_face_shear_ratio	min_face_smin	min_signed_area_ratio	missing_vertices	near_area_1e2	near_area_1e3	near_area_1e4	negative_faces	negative_intrinsic_face_maps	nonfinite_count	p95_face_shear_ratio	profile_id	steps	valid_faces	vertices
0	2562	1.0	1249	5120	5120	3.3306690738754696e-16	4	7.796763235035087e-12	1.053041081482055	1.2404037100502139	1.5382533077500407	1	1.029330207277237	0.7443385730831016	0.554139585345874	0	0	0	0	0	0	0	1.047868723985356	G75_F01_AP	512	5120	2562
0	2562	1.0	1249	5120	5120	3.3306690738754696e-16	4	4.863331959370498e-13	1.0530405326005137	1.24040370954164	1.5382533064894688	1	1.029329814975498	0.744338573487871	0.5541395859758395	0	0	0	0	0	0	0	1.0478679722174287	G75_F01_AP	1024	5120	2562
0	162	1.0	73	320	320	4.440892098500626e-16	2	6.204814440025075e-12	1.0711488497117196	1.2596396683599838	1.5803641147448821	1	1.0385818926272234	0.7572148435724729	0.5751172224611172	0	0	0	0	0	0	0	1.0651856432509506	G75_AM_S01_E05	1024	320	162
0	642	1.0	305	1280	1280	4.440892098500626e-16	3	6.207367952981713e-12	1.0487683991497618	1.2598886049914622	1.5857858877377609	1	1.023230351619738	0.7561842799150009	0.5722923408615089	0	0	0	0	0	0	0	1.0442633392277276	G75_AM_S01_E05	1024	1280	642
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	1.0213563328420605e-10	1.0369710573332491	1.2598955617277325	1.5869672238725852	1	1.018440367274091	0.7559801783503168	0.5716527524122745	0	0	0	0	0	0	0	1.0330727489384586	G75_AM_S01_E05	512	5120	2562
0	2562	1.0000000000000002	1249	5120	5120	5.551115123125783e-16	4	6.253775275411044e-12	1.0369509672134585	1.2599082925276301	1.5869825198091676	1	1.0184544757687148	0.7559762529201873	0.5716503840099453	0	0	0	0	0	0	0	1.0330905649718345	G75_AM_S01_E05	1024	5120	2562
0	162	1.0	73	320	320	2.220446049250313e-16	2	5.324629626102251e-13	1.0799474328674195	1.250281356745912	1.557120715887463	1	1.039806426339371	0.7515185069594347	0.5665375284921622	0	0	0	0	0	0	0	1.071520110306721	G75_A0_S01_E05	1024	320	162
0	642	1.0	305	1280	1280	3.3306690738754696e-16	3	5.324629626102251e-13	1.0567686147811153	1.2501327402306188	1.5613774468056043	1	1.027015392931442	0.7503003457402375	0.56343334425839	0	0	0	0	0	0	0	1.0517109206695006	G75_A0_S01_E05	1024	1280	642
0	2562	1.0000000000000002	1249	5120	5120	4.440892098500626e-16	4	8.706368959110478e-12	1.045086151683242	1.250074606122593	1.562295111449401	1	1.0234226077705215	0.7500474194299557	0.5627227299568042	0	0	0	0	0	0	0	1.0406256966600433	G75_A0_S01_E05	512	5120	2562
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	5.324629626102251e-13	1.04507177217257	1.2500684550979484	1.5622879028706806	1	1.0234303031330882	0.7500503685442192	0.5627244997147273	0	0	0	0	0	0	0	1.0406213118151382	G75_A0_S01_E05	1024	5120	2562
0	162	1.0	73	320	320	4.440892098500626e-16	2	7.098766019453251e-13	1.088679385444708	1.2411313479406678	1.5346288207277907	1	1.0418107037087123	0.7459563383362448	0.558220169288315	0	0	0	0	0	0	0	1.0785798079014257	G75_AP_S01_E05	1024	320	162
0	642	1.0	305	1280	1280	5.551115123125783e-16	3	7.098766019453251e-13	1.0651315818636742	1.2405956935943714	1.5377027647175037	1	1.0313802345020675	0.7445679064291655	0.5548605696086828	0	0	0	0	0	0	0	1.0586900396827885	G75_AP_S01_E05	1024	1280	642
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	1.1364298391214334e-11	1.0531336158624192	1.2404480982891355	1.5383435828397707	1	1.0295102649895522	0.7442685064493494	0.5540818227980533	0	0	0	0	0	0	0	1.0480895852531507	G75_AP_S01_E05	512	5120	2562
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	7.098766019453251e-13	1.0531222553601693	1.2404423624132443	1.538336751723677	1	1.0295139657257129	0.7442708555892227	0.5540832290522618	0	0	0	0	0	0	0	1.0480949490562934	G75_AP_S01_E05	1024	5120	2562
0	162	1.0	73	320	320	5.551115123125783e-16	2	1.4220069566306393e-11	1.0733024748878814	1.2603175915253542	1.5819637269758113	1	1.0387187796872315	0.7566866538616982	0.5750130882302391	0	0	0	0	0	0	0	1.065131461919453	G75_AM_S01_E20	1024	320	162
0	642	1.0	305	1280	1280	5.551115123125783e-16	3	1.4220069566306393e-11	1.0503223590507293	1.260022854537357	1.5861637564853035	1	1.023276278391183	0.7562309045680247	0.5728614287378593	0	0	0	0	0	0	0	1.0434506995732862	G75_AM_S01_E20	1024	1280	642
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	2.28773333610377e-10	1.0378328809653652	1.2599458717238154	1.5867517836861524	1	1.0186207827494418	0.756344247315879	0.5725840841419123	0	0	0	0	0	0	0	1.0333539523860151	G75_AM_S01_E20	512	5120	2562
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	1.4220069566306393e-11	1.0378674728793142	1.2599476166335828	1.5867815259162559	1	1.0186194733191933	0.7563346457761977	0.5725748225587785	0	0	0	0	0	0	0	1.033372738355867	G75_AM_S01_E20	1024	5120	2562
0	162	1.0	73	320	320	2.220446049250313e-16	2	4.8832049515112885e-12	1.0799866045627076	1.250971333932358	1.5587378657394684	1	1.0398774013109742	0.750870614736279	0.5661694747489713	0	0	0	0	0	0	0	1.0734998538052405	G75_A0_S01_E20	1024	320	162
0	642	1.0	305	1280	1280	2.220446049250313e-16	3	4.8832049515112885e-12	1.0584039304556212	1.250335502878731	1.5618081222448863	1	1.0267999750425145	0.7502310989978099	0.5637239512293406	0	0	0	0	0	0	0	1.0507589993603352	G75_A0_S01_E20	1024	1280	642
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	7.818456992936262e-11	1.0459556945707742	1.2500112466608646	1.5620475400047777	1	1.0236000088098938	0.7502751461122155	0.5633521047679111	0	0	0	0	0	0	0	1.040971436123269	G75_A0_S01_E20	512	5120	2562
0	2562	1.0000000000000002	1249	5120	5120	4.440892098500626e-16	4	4.8832049515112885e-12	1.046023405032322	1.2500192011659035	1.5621036717786618	1	1.0235927952800368	0.7502697292911896	0.5633463353460008	0	0	0	0	0	0	0	1.0409953383696877	G75_A0_S01_E20	1024	5120	2562
0	162	1.0	73	320	320	3.3306690738754696e-16	2	2.7587376827398202e-12	1.0888675588621655	1.2418221004128291	1.5361927681632936	1	1.0419749059467214	0.7452307138393479	0.557692918777296	0	0	0	0	0	0	0	1.0813217519677965	G75_AP_S01_E20	1024	320	162
0	642	1.0	305	1280	1280	4.440892098500626e-16	3	2.7587376827398202e-12	1.0663265378434783	1.2408560491555414	1.5381904078874151	1	1.031633764301615	0.7444081704926879	0.5549745334776751	0	0	0	0	0	0	0	1.0583670901260014	G75_AP_S01_E20	1024	1280	642
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	4.412009646515003e-11	1.0541223881831734	1.2405487659186416	1.5383072926673982	1	1.0296636225277591	0.7444006198794133	0.5545204329784919	0	0	0	0	0	0	0	1.048649754947027	G75_AP_S01_E20	512	5120	2562
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	2.7587376827398202e-12	1.0540914727489412	1.240504989634314	1.5382666075850309	1	1.0296573824072457	0.744397399456237	0.5545165280166497	0	0	0	0	0	0	0	1.048668580475903	G75_AP_S01_E20	1024	5120	2562
0	162	1.0	73	320	320	4.440892098500626e-16	2	1.0548728557324694e-10	1.0769052174199092	1.2609521574721247	1.582641562641711	1	1.037913914264754	0.7576281927614424	0.5789333179958878	0	0	0	0	0	0	0	1.0663016040540199	G75_AM_S01_E50	1024	320	162
0	642	1.0000000000000002	305	1280	1280	4.440892098500626e-16	3	1.0548728557324694e-10	1.0519478550965466	1.2604298723030516	1.584251097940736	1	1.0231568928794301	0.7581449190853207	0.5782102361205976	0	0	0	0	0	0	0	1.0460044010542795	G75_AM_S01_E50	1024	1280	642
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	1.6669501334831693e-09	1.0399102343957607	1.260102023851559	1.58374385513251	1	1.0202868552962832	0.7579273490384351	0.5779662154865973	0	0	0	0	0	0	0	1.0368426990432948	G75_AM_S01_E50	512	5120	2562
0	2562	1.0000000000000002	1249	5120	5120	5.551115123125783e-16	4	1.0548728557324694e-10	1.0398317834987105	1.2600881881575314	1.5835921531738895	1	1.0202324967844807	0.7579566893897192	0.5779398243332203	0	0	0	0	0	0	0	1.0367880460427077	G75_AM_S01_E50	1024	5120	2562
0	162	1.0	73	320	320	2.220446049250313e-16	2	5.725975249504245e-11	1.0845040655296196	1.2516680987162039	1.5596577346688845	1	1.039220039128393	0.7511902795463787	0.568604519344354	0	0	0	0	0	0	0	1.072820963805415	G75_A0_S01_E50	1024	320	162
0	642	1.0	305	1280	1280	3.3306690738754696e-16	3	5.725975249504245e-11	1.0603129547228662	1.250179408386441	1.560217501073074	1	1.0271083745993634	0.7517584002806876	0.5675227488514859	0	0	0	0	0	0	0	1.05339162421255	G75_A0_S01_E50	1024	1280	642
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	9.157011815474903e-10	1.048079158253301	1.249938140919849	1.55977059985078	1	1.0251738729062803	0.7514234351850211	0.5673156202746475	0	0	0	0	0	0	0	1.0434563027241104	G75_A0_S01_E50	512	5120	2562
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	5.72619729410917e-11	1.0480448522030616	1.250022557413828	1.5595955786649247	1	1.025146189739341	0.7514058916716712	0.5672994662471271	0	0	0	0	0	0	0	1.0435096565910051	G75_A0_S01_E50	1024	5120	2562
0	162	1.0	73	320	320	4.440892098500626e-16	2	3.041739082831896e-11	1.0915548435555449	1.2426404548278267	1.5373678911808122	1	1.0428862712887945	0.7451438017347611	0.5592103274586997	0	0	0	0	0	0	0	1.0805075717200003	G75_AP_S01_E50	1024	320	162
0	642	1.0	305	1280	1280	4.440892098500626e-16	3	3.041739082831896e-11	1.0685555194404852	1.2414938425835287	1.5369421072581093	1	1.0321175136728442	0.7454901894931184	0.5577958881506102	0	0	0	0	0	0	0	1.0608840055940558	G75_AP_S01_E50	1024	1280	642
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	4.861432922886877e-10	1.0560994317840537	1.2410981724158163	1.536344085149831	1	1.0308957620372272	0.7452063606414892	0.5576223362732822	0	0	0	0	0	0	0	1.0510605958148496	G75_AP_S01_E50	512	5120	2562
0	2562	1.0000000000000002	1249	5120	5120	4.440892098500626e-16	4	3.041739082831896e-11	1.0561614038947233	1.2410694257045107	1.5364483504599484	1	1.030863780752501	0.7451958530483073	0.5576119287370576	0	0	0	0	0	0	0	1.051083214243481	G75_AP_S01_E50	1024	5120	2562
0	162	1.0	73	320	320	3.885780586188048e-16	2	1.6783241463258491e-10	1.0942068175672262	1.264024076724062	1.5779471395146107	1	1.0480618682561937	0.7631946145334836	0.5951852551476743	0	0	0	0	0	0	0	1.0837740109050307	G75_AM_S01_E100	1024	320	162
0	642	1.0	305	1280	1280	4.440892098500626e-16	3	1.6783241463258491e-10	1.0782069296578118	1.2644823066638904	1.5749434694794215	1	1.0379467225453438	0.7615764494889097	0.5940549649762451	0	0	0	0	0	0	0	1.0656838600545155	G75_AM_S01_E100	1024	1280	642
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	2.646060925926008e-09	1.0707166868759794	1.264365832348931	1.576230903503575	1	1.035431063796569	0.7617187567688476	0.5939457274134439	0	0	0	0	0	0	0	1.0596987458573321	G75_AM_S01_E100	512	5120	2562
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	1.6783241463258491e-10	1.0707273837399427	1.2643802991090574	1.5762456066775838	1	1.0354397820031345	0.7617253499379519	0.5939110877856656	0	0	0	0	0	0	0	1.059703364169421	G75_AM_S01_E100	1024	5120	2562
0	162	1.0	73	320	320	3.3306690738754696e-16	2	1.080292522104287e-10	1.0940258555763762	1.252507767812287	1.555676774977082	1	1.0457098649547505	0.7555260387609922	0.5804475082693347	0	0	0	0	0	0	0	1.087583293017365	G75_A0_S01_E100	1024	320	162
0	642	1.0	305	1280	1280	3.3306690738754696e-16	3	1.080292522104287e-10	1.0775808779997245	1.253939840491836	1.5530518105931443	1	1.036626615251138	0.754230122369762	0.5795454533506612	0	0	0	0	0	0	0	1.0684926315008658	G75_A0_S01_E100	1024	1280	642
0	2562	1.0	1249	5120	5120	3.3306690738754696e-16	4	1.7112485872772254e-09	1.0691789699413172	1.2535761188197883	1.55372478691064	1	1.0348367444710282	0.7542049055269592	0.5793292534102847	0	0	0	0	0	0	0	1.0603016735180826	G75_A0_S01_E100	512	5120	2562
0	2562	1.0	1249	5120	5120	3.3306690738754696e-16	4	1.080292522104287e-10	1.0691935730232969	1.2534955252675417	1.5537424822439103	1	1.0348604772251102	0.7541932014692405	0.5792875490504316	0	0	0	0	0	0	0	1.0603197219715712	G75_A0_S01_E100	1024	5120	2562
0	162	1.0	73	320	320	3.3306690738754696e-16	2	6.975842126166754e-11	1.1003258534490608	1.2453427153716612	1.53415492443659	1	1.0449040337335425	0.748279387917669	0.5681902726364771	0	0	0	0	0	0	0	1.0922410023065368	G75_AP_S01_E100	1024	320	162
0	642	1.0	305	1280	1280	4.440892098500626e-16	3	6.975842126166754e-11	1.0824339620919743	1.2458963442081568	1.531983356914683	1	1.0382156967492118	0.7472180972703161	0.5674871832932145	0	0	0	0	0	0	0	1.071587683659536	G75_AP_S01_E100	1024	1280	642
0	2562	1.0	1249	5120	5120	4.996003610813204e-16	4	1.1062112892368248e-09	1.072914960812148	1.2446856966742712	1.5320788619480543	1	1.036588013647016	0.7473466759943246	0.5669591381384973	0	0	0	0	0	0	0	1.0638990882632786	G75_AP_S01_E100	512	5120	2562
0	2562	1.0	1249	5120	5120	4.996003610813204e-16	4	6.975842126166754e-11	1.0729147134159764	1.2446768602592555	1.5321138314516916	1	1.036581789397954	0.7473514709233637	0.5669889031348408	0	0	0	0	0	0	0	1.0638566565767895	G75_AP_S01_E100	1024	5120	2562
0	162	1.0	73	320	320	4.996003610813204e-16	2	6.2908567244335245e-12	1.072791833466582	1.2598666117277189	1.5808418273179492	1	1.0386258438989613	0.7575625188392897	0.5754785449215932	0	0	0	0	0	0	0	1.064824804655166	G75_AM_S02_E05	1024	320	162
0	642	1.0000000000000002	305	1280	1280	4.996003610813204e-16	3	6.2908567244335245e-12	1.050142989710695	1.2600930945024171	1.5860897044680526	1	1.0233144339012314	0.7563461327608657	0.5724539597853634	0	0	0	0	0	0	0	1.0435104116556018	G75_AM_S02_E05	1024	1280	642
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	1.0272205308581306e-10	1.0384050377399432	1.260038268349957	1.5871675141614703	1	1.0183713323410648	0.7560443117082692	0.5717122629717415	0	0	0	0	0	0	0	1.0330255384837193	G75_AM_S02_E05	512	5120	2562
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	6.318168210839303e-12	1.0383906316184996	1.2600244062252919	1.5871518693587656	1	1.0183554606644054	0.7560528822621497	0.5717182759235836	0	0	0	0	0	0	0	1.0330256189192557	G75_AM_S02_E05	1024	5120	2562
0	162	1.0	73	320	320	2.220446049250313e-16	2	1.4654943925052066e-12	1.0815953132284863	1.2504662361843906	1.5575957132869895	1	1.0397566803530063	0.7518712073207775	0.566902680334384	0	0	0	0	0	0	0	1.0712117624947786	G75_A0_S02_E05	1024	320	162
0	642	1.0	305	1280	1280	2.220446049250313e-16	3	1.468158927764307e-12	1.0585820281645884	1.2503294110794654	1.5616705236171255	1	1.0271957431653667	0.7504822271615794	0.5636135403365841	0	0	0	0	0	0	0	1.0514720004164304	G75_A0_S02_E05	1024	1280	642
0	2562	1.0	1249	5120	5120	3.3306690738754696e-16	4	2.4243496099529693e-11	1.046676103384472	1.2501616861756806	1.56243479967748	1	1.0235737848784168	0.7501353855161552	0.5628094197823899	0	0	0	0	0	0	0	1.0404874707491962	G75_A0_S02_E05	512	5120	2562
0	2562	1.0000000000000002	1249	5120	5120	3.3306690738754696e-16	4	1.47182266374557e-12	1.046663645911359	1.2501686971854669	1.562442388806142	1	1.0235666598252007	0.7501395456404918	0.5628049682953522	0	0	0	0	0	0	0	1.0405048367129808	G75_A0_S02_E05	1024	5120	2562
0	162	1.0	73	320	320	3.885780586188048e-16	2	1.1851630787873546e-12	1.0903328198052882	1.2412746259228953	1.53502361075114	1	1.0415454914070095	0.7463044746095477	0.5585820895425996	0	0	0	0	0	0	0	1.0788965373828765	G75_AP_S02_E05	1024	320	162
0	642	1.0	305	1280	1280	4.440892098500626e-16	3	1.1864398352656735e-12	1.0669554756537434	1.2407952287084916	1.5380048037041163	1	1.031655187610638	0.7447366686265485	0.5550313738577335	0	0	0	0	0	0	0	1.0586059782348518	G75_AP_S02_E05	1024	1280	642
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	1.934818971704999e-11	1.0548824531174612	1.2405458528158193	1.5384960841127684	1	1.0293073533185808	0.7443570612046216	0.5541640865632997	0	0	0	0	0	0	0	1.0479788650663238	G75_AP_S02_E05	512	5120	2562
0	2562	1.0	1249	5120	5120	4.440892098500626e-16	4	1.1939338406818933e-12	1.0548709956771831	1.2405521235657821	1.5385030164061184	1	1.0293016293020192	0.7443520844552328	0.5541606239233631	0	0	0	0	0	0	0	1.0479714217649474	G75_AP_S02_E05	1024	5120	2562
0	162	1.0	73	320	320	4.996003610813204e-16	2	3.3803626564576916e-11	1.0778599625376613	1.2617344188634385	1.5840095645861139	1	1.0390997841838843	0.7579599371770734	0.5761052433271112	0	0	0	0	0	0	0	1.0623306586299086	G75_AM_S02_E20	1024	320	162
0	642	1.0	305	1280	1280	4.996003610813204e-16	3	3.3803626564576916e-11	1.055221459274415	1.2609420157531925	1.5875424778286749	1	1.0235146834188378	0.7568012873671109	0.5731923691336136	0	0	0	0	0	0	0	1.042095310120403	G75_AM_S02_E20	1024	1280	642
0	2562	1.0	1249	5120	5120	4.996003610813204e-16	4	5.435939476328144e-10	1.043516660647783	1.2608640648786278	1.587635889208107	1	1.0188725118680377	0.7565073380636375	0.5724869040432448	0	0	0	0	0	0	0	1.0325397074721123	G75_AM_S02_E20	512	5120	2562
0	2562	1.0	1249	5120	5120	4.996003610813204e-16	4	3.3803626564576916e-11	1.0434564772559753	1.260737370495154	1.5875880573482548	1	1.0188606553877064	0.7564964226788916	0.572478878022561	0	0	0	0	0	0	0	1.0325309451817846	G75_AM_S02_E20	1024	5120	2562
0	162	1.0	73	320	320	3.3306690738754696e-16	2	1.4160728145640178e-11	1.0868179263538744	1.2524113285668719	1.5608229374178586	1	1.0398520346536653	0.7521615745266176	0.5673502552905304	0	0	0	0	0	0	0	1.0703941912765966	G75_A0_S02_E20	1024	320	162
0	642	1.0	305	1280	1280	3.3306690738754696e-16	3	1.4457990360483564e-11	1.0638098179086044	1.2512638180721456	1.5632152503460803	1	1.026838403442456	0.7507893654232535	0.5641285246501206	0	0	0	0	0	0	0	1.0491663068801738	G75_A0_S02_E20	1024	1280	642
0	2562	1.0	1249	5120	5120	3.3306690738754696e-16	4	2.434150103702848e-10	1.0519291600702962	1.2511092257865972	1.5630542321442717	1	1.023999399709977	0.7504943001089291	0.5633887089197521	0	0	0	0	0	0	0	1.0401187201934097	G75_A0_S02_E20	512	5120	2562
0	2562	1.0	1249	5120	5120	3.3306690738754696e-16	4	1.46683221124988e-11	1.0518772152588434	1.2511372647476058	1.5630235144233153	1	1.0240068545739296	0.7504741320244486	0.5633657639230285	0	0	0	0	0	0	0	1.0401142536060497	G75_A0_S02_E20	1024	5120	2562
0	162	1.0	73	320	320	3.3306690738754696e-16	2	7.77966580045586e-12	1.0956688634157912	1.2432551836948524	1.5382799360183586	1	1.0413999150088518	0.7465325225900794	0.5589176008500085	0	0	0	0	0	0	0	1.0784394986521753	G75_AP_S02_E20	1024	320	162
0	642	1.0000000000000002	305	1280	1280	4.440892098500626e-16	3	7.77966580045586e-12	1.0722931667559725	1.2417724036018172	1.5395913605378384	1	1.0310392328197755	0.7450062269592717	0.5554502289350894	0	0	0	0	0	0	0	1.0565203361947093	G75_AP_S02_E20	1024	1280	642
0	2562	1.0000000000000002	1249	5120	5120	4.440892098500626e-16	4	1.2456718989639626e-10	1.0602391729678364	1.2417027253209558	1.5390933908134254	1	1.0294726368637495	0.7446308721888395	0.5546090796366394	0	0	0	0	0	0	0	1.0476597706201745	G75_AP_S02_E20	512	5120	2562
0	2562	1.0000000000000002	1249	5120	5120	4.440892098500626e-16	4	7.77966580045586e-12	1.060191711007342	1.2417630850561465	1.5391141043482466	1	1.0294665010985466	0.7446062487739522	0.554591018668154	0	0	0	0	0	0	0	1.0476547420907325	G75_AP_S02_E20	1024	5120	2562
0	162	1.0000000000000002	73	320	320	4.996003610813204e-16	2	3.2944136307833105e-10	1.0870177039561884	1.2639178577780135	1.5883001604558422	1	1.0391643702262654	0.7604986916762598	0.5801370270624975	0	0	0	0	0	0	0	1.0650252825897324	G75_AM_S02_E50	1024	320	162
0	642	1.0	305	1280	1280	4.996003610813204e-16	3	3.2944136307833105e-10	1.0643311922123913	1.263479644561837	1.5884567570701802	1	1.023046643665649	0.7592076924774209	0.577345121594455	0	0	0	0	0	0	0	1.0466123474816948	G75_AM_S02_E50	1024	1280	642
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	5.202518860158989e-09	1.0524042082622567	1.2631318756448855	1.5891035784712284	1	1.0174516739430581	0.7588599691919325	0.5768047508371639	0	0	0	0	0	0	0	1.038793590487455	G75_AM_S02_E50	512	5120	2562
0	2562	1.0	1249	5120	5120	5.551115123125783e-16	4	3.2944136307833105e-10	1.0524894820617183	1.2631465094983616	1.588897537835027	1	1.0174415126346368	0.7588799697162468	0.5767283834324095	0	0	0	0	0	0	0	1.038678598485016	G75_AM_S02_E50	1024	5120	2562
0	162	1.0	73	320	320	2.220446049250313e-16	2	1.8475909691062498e-10	1.0965751263391175	1.2551520872160864	1.5655652950228673	1	1.0412222120160084	0.754115145936685	0.5703673175345911	0	0	0	0	0	0	0	1.0710837869310865	G75_A0_S02_E50	1024	320	162
0	642	1.0	305	1280	1280	3.3306690738754696e-16	3	1.8475909691062498e-10	1.073503324364506	1.255050093308368	1.5646299598214055	1	1.0274094851057347	0.7527059747489913	0.5672812019411992	0	0	0	0	0	0	0	1.053351651413522	G75_A0_S02_E50	1024	1280	642
0	2562	1.0000000000000002	1249	5120	5120	3.3306690738754696e-16	4	2.9245434962632544e-09	1.061369435581477	1.2544615415231792	1.5650851208495233	1	1.0234071432035177	0.7523499402716493	0.5666069358078025	0	0	0	0	0	0	0	1.046186476004014	G75_A0_S02_E50	512	5120	2562
0	2562	1.0000000000000002	1249	5120	5120	3.3306690738754696e-16	4	1.8475909691062498e-10	1.0614803571677949	1.2544583530677889	1.565231201141112	1	1.0233674047834636	0.7523423990212554	0.5665685372067825	0	0	0	0	0	0	0	1.0462007749557194	G75_A0_S02_E50	1024	5120	2562
0	162	1.0	73	320	320	3.3306690738754696e-16	2	1.0922918125544356e-10	1.1058608190983839	1.246328859729028	1.5433486812216228	1	1.044558903899406	0.7481097799910359	0.5613110196353958	0	0	0	0	0	0	0	1.0782734099578821	G75_AP_S02_E50	1024	320	162
0	642	1.0	305	1280	1280	3.885780586188048e-16	3	1.0922918125544356e-10	1.082460160881948	1.2466025132161462	1.5413725731694703	1	1.0324445872911616	0.7465438508811185	0.5579411531177125	0	0	0	0	0	0	0	1.0606512285219216	G75_AP_S02_E50	1024	1280	642
0	2562	1.0	1249	5120	5120	4.996003610813204e-16	4	1.7454389045212793e-09	1.0702945383134999	1.2458989541289751	1.5424825701945915	1	1.0286670671033886	0.7462266711483707	0.5572243017655558	0	0	0	0	0	0	0	1.0539510102043972	G75_AP_S02_E50	512	5120	2562
0	2562	1.0	1249	5120	5120	4.996003610813204e-16	4	1.0922918125544356e-10	1.07027455089042	1.2459907809358863	1.5423135297062158	1	1.0286828401721442	0.7461727300248933	0.5571727902066709	0	0	0	0	0	0	0	1.0539452397358087	G75_AP_S02_E50	1024	5120	2562
0	162	1.0	73	320	320	4.440892098500626e-16	2	7.022885606389195e-10	1.1000958503220446	1.263375091836905	1.5899395076668754	1	1.0356187673472013	0.7674573942791866	0.593928048330109	0	0	0	0	0	0	0	1.0818337155273603	G75_AM_S02_E100	1024	320	162
